BOR;AN;nofinesset;nofinessej;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2019;760035709;440052041;1;0;0;0;11;0;0;202;0;760000018;;;0;3;0;0;11;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;760780205;760000125;0;0;0;463;0;273;531;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;760780510;760000257;1;0;1;1994;0;1181;4879;0;1;;;;1066;0;0;1066;0;133;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;970;0;0;0;0;0;0;0;0;0;0;0;10;;;;5;;;;;;;;;;;;;;;
CANCERO;2019;760780619;760000307;1;0;1;8423;0;8029;4064;0;1;;;;7674;0;14;7581;0;834;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;0;7527;0;0;0;0;0;0;0;0;0;0;4;2;;;4;2;10;6;1;;;1;2;;;;10.8;7.6;1;;
CANCERO;2019;760780783;760000406;0;0;0;114;0;37;605;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;760780791;760000414;1;0;1;6697;0;5904;5047;0;1;;;;5957;0;178;5677;0;614;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;0;5655;0;0;0;0;0;0;0;0;0;0;2;;1;;2.5;;5;;;;;;;;;;5;;;;
CANCERO;2019;760780825;760000430;0;0;0;148;0;47;359;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;760783522;760780239;1;0;0;33;0;3;578;0;1;;;;25;0;0;0;0;24;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;760805770;760780726;1;0;0;5791;0;4608;8332;0;1;;;;5099;0;563;4083;0;570;0;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;760921809;760000273;1;0;0;1987;0;1449;3101;0;1;;;;1348;0;1;1341;0;159;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770000131;770021145;1;0;0;1546;0;1276;2381;0;1;;;;1479;0;161;1221;0;157;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770000149;770021152;1;0;1;3571;0;3181;3040;0;1;;;;3266;0;125;3033;0;346;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;817;0;0;0;1;0;0;0;6213;0;1;0;3;;;;3;;14;6;;;4;;;1;;;14;6;0.1;;3.85
CANCERO;2019;770000156;770110054;1;0;0;2520;0;2315;2197;0;1;;;;2455;0;90;2290;0;280;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770000164;770021152;1;0;0;1028;28;936;1407;78;1;;;;958;28;1;929;78;113;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770000172;770110070;1;0;1;1455;0;1247;2559;0;0;940100027;;;1280;0;32;1205;0;151;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1198;0;0;0;0;0;0;0;0;0;0;;4;;;;3.5;;;;;;;;;;;;;;;
CANCERO;2019;770000446;770021145;1;0;1;5094;0;4240;8805;0;1;;;;4681;0;306;4211;0;454;0;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;2071;0;0;0;0;0;0;0;0;0;0;2;27;;2;1.8;10.68;22;14;;;6;4;3;1;1;1;25.38;16;0.17;0.25;6.48
CANCERO;2019;770003788;770003739;0;1;0;78908;;17454;0;;;;;;;;;;;;;;;2;1;0;61454;17454;0;0;0;1041;0;2;2;8;1;5;0;2;1;4;1;2;3.5;2.7;9.8;1.5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770016475;770014207;1;0;0;0;12;0;0;15;0;770110013;;;0;12;0;0;15;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770019032;770021145;1;0;1;5681;0;5241;4210;0;1;;;;5077;0;10;4979;0;564;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;15;8;;483;4960;178;4;0;0;0;0;5643;1715;0;0;2;3;1;;2.5;3;25;17;;1;4;3;2;;;;23.45;17.93;0.51;0.83;4.67
CANCERO;2019;770020477;750720468;1;1;1;20559;0;20265;3153;0;1;;;;2679;0;74;2524;0;394;0;0;0;2;1;0;751;16928;234;0;1;839;1;5;2;11;2;5;0;;;;;;4.55;2;11;2;5;23;12;;;722;2530;0;0;0;0;0;0;7184;0;0;0;2;;0;;2;;39;32;2;2;8;2;3;1;;7;39.58;34.09;2.1;2;9.61
CANCERO;2019;770020949;770015030;0;1;0;30916;;29587;0;;;;;;;;;;;;;;;3;0;0;1329;29587;0;0;0;1329;0;5;3;17;3;7;0;;;;;;5;3;17;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770300010;770004299;1;0;1;1475;0;1255;2207;0;1;;;;1186;0;2;1168;0;125;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;34;4;;;26;1167;0;0;0;0;0;0;359;0;0;0;;;3;;2.5;;1;;;;;;;;;;1;;;;
CANCERO;2019;770300135;770000289;1;0;1;372;0;266;793;0;1;;;;250;0;0;249;0;71;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;236;0;0;0;0;0;0;0;0;0;0;1;;;;1;;2;;;;1;1;;1;1;1;2.65;;0.3;0.1;1.4
CANCERO;2019;770300143;770000362;1;0;1;5504;0;4905;3984;0;1;;;;4753;0;0;4709;0;471;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;7;15;;;292;4396;;;;;;;3697;;;;1;;2;;2;;4;;;;8;2;;1;;;5;;0.5;;8
CANCERO;2019;770300192;770000313;0;0;0;158;0;100;184;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770300275;770000289;1;0;1;927;0;767;783;0;1;;;;646;0;0;651;0;89;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;628;0;0;0;0;0;0;0;0;0;0;;;2;;1;;;;;;;3;;1;;2;2.15;;0.11;;0.8
CANCERO;2019;770790707;770000719;0;0;0;138;0;35;677;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;770813400;770001014;1;0;1;2511;0;2212;1123;0;1;;;;2058;0;2;2046;0;213;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;0;2101;0;0;0;0;0;0;0;0;0;0;1;;3;1;1;0.2;2;1;;;;;;;;;2;1;;;
CANCERO;2019;780000287;780110011;1;0;1;6407;0;5922;4336;0;1;;;;6092;0;127;5820;0;642;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;15;;;557;6938;0;0;0;198;0;0;5980;0;0;0;3;7;1;2;3.05;3.07;13;9;;;7;5;4;1;1;1;16.35;12.63;0.6;0.24;8.24
CANCERO;2019;780000295;780002697;0;0;0;119;0;28;807;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;780000311;780001236;1;0;0;637;0;218;3134;0;1;;;;160;0;1;139;0;21;0;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;780000329;780110052;1;0;1;2180;0;2035;1586;0;1;;;;2062;0;1;1967;0;232;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;1948;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0.2;0.7;3;1;;;;2;1;1;1;3;4;1.5;0.1;0.1;1.3
CANCERO;2019;780000337;780001236;1;1;1;26889;0;26401;3726;0;1;;;;5269;0;258;4842;0;650;0;1;0;2;1;;801;20623;332;0;0;889;0;;3;13;;5;0;;;2;;1;;3.02;11.2;;5.8;15;15;;;594;4804;0;0;0;8;0;0;4250;0;0;0;8;;1;;6.83;0.19;5;7;1;;4;3;1;;;1;9.19;9.64;1;;4
CANCERO;2019;780018727;780018719;0;0;0;385;0;201;571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;780022646;780024857;0;1;0;18745;;18745;;;;;;;;;;;;;;;;3;0;;;18745;0;;;1325;;1;3;12;1;2;;3;;3;;;3;2.97;12.45;1;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;780150066;780808614;1;0;1;1090;0;1060;315;0;1;;;;1090;0;9;1060;0;158;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1060;0;0;0;0;0;0;0;0;0;0;1;1;3;;1.61;1;3;3;;;2;1;;;;;3.3;3.29;;0.19;1.38
CANCERO;2019;780300125;780000535;0;0;0;263;0;28;2208;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;780300208;780000576;1;0;1;275;0;178;595;0;1;;;;49;0;0;48;0;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;48;0;0;0;0;0;0;0;0;0;0;;;2;;1;;;;;;;;;;;;;;;;
CANCERO;2019;780300323;780003679;0;0;0;554;0;104;2096;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;780300406;780018032;0;0;0;236;;109;805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;780300414;780000675;1;0;1;4175;0;3659;6167;0;1;;;;3720;0;82;3874;0;471;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;32;12;0;0;558;3438;0;0;0;0;0;0;17856;0;0;0;2;1;0;0;2;1;9;7;1;1;4;0;0;1;0;0;9;7;2;1;4
CANCERO;2019;780300422;780002259;1;0;1;3489;0;3124;3018;0;1;;;;2855;0;5;2825;0;307;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;2821;0;0;0;0;0;0;0;0;0;0;1;;1;;1.5;;4;;;;;;;1;;;4;;0.4;;
CANCERO;2019;780800256;780110078;1;0;1;9409;0;7919;14664;0;1;;;;8855;0;637;7859;0;1062;0;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;18;;;588;7601;0;0;6;33;0;0;4813;0;19;0;;;;;;;20;12;;;2;1;;;;1;19.95;11.25;;;3.22
CANCERO;2019;790000087;790000012;1;1;1;30366;80;28752;10783;129;1;;;;10889;80;549;10024;129;1255;21;2;0;3;0;;889;17552;211;0;0;737;0;;4;15;;;0;;;3;;1;;4;17.8;;0.4;16;23;;;586;8473;0;0;0;0;0;0;5197;0;0;0;1;;1;3;1.5;0;11;11;;1;6;5;1;2;1;7;14.41;13.74;1.5;0.69;9.71
CANCERO;2019;790009948;790001242;1;0;0;605;0;293;2109;0;0;790000087;;;159;0;0;158;0;24;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;790019848;790006654;1;0;1;1663;0;1376;2540;0;1;;;;1294;0;19;1247;0;124;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;607;0;0;0;0;0;0;0;0;0;0;;;;;;;2;1;;;;2;;;;1;3.15;1;;;0.9
CANCERO;2019;800000143;800000028;1;0;0;3556;0;3080;3797;0;1;;;;3266;0;147;3048;0;372;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;800000192;800000044;1;0;0;327;0;235;1262;0;0;800006124;;;296;0;7;234;0;65;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;800000226;800000069;1;0;0;759;;736;80;;0;800006124;;;759;;0;736;;80;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;800000432;800000093;1;0;0;379;0;363;145;0;0;20000063;;;367;0;4;356;0;32;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;800002503;800001141;0;0;0;283;0;94;862;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;800006124;800000044;1;1;1;39573;0;35484;35886;0;1;;;;17031;0;856;15343;0;1925;0;71;0;3;;4;1041;17045;443;0;109;1063;84;4;2;16;2;7;1;1;0;8;1;3;3.9;2.28;21.2;2.82;8.74;58;55;21;1;1685;20333;27;1;385;1463;0;0;11454;31;1592;0;3;4;5;13;3.37;9.16;57;33;;;16;11;1;;;3;64.17;35.49;;;21.66
CANCERO;2019;800009466;800002982;0;0;0;566;0;191;2726;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;800009920;800003071;0;0;0;1007;0;234;3459;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;800010639;800010621;0;1;0;18406;;18406;0;;;;;;;;;;;;;;;2;0;;;18406;;;;948;;3;3;12;3;;;;2;3;;;3;4.25;14.3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;800013179;800013138;1;0;1;9168;0;8866;1093;0;1;;;;9158;0;250;8865;0;1021;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;8826;0;0;0;0;0;0;0;0;0;0;3;3;1;2;3.4;4;4;;1;;;;;1;;;4;;1.34;;
CANCERO;2019;810000224;810000471;1;1;1;6223;0;5758;4942;0;1;;;;5793;0;30;5732;0;692;0;0;0;2;1;2;0;0;10;0;14;8;14;5;;;;;0;;;;;;5;;;;;;1;;;0;5753;0;0;0;0;0;0;0;0;0;0;3;1;;;3;1;5;7;;2;;2;1;2;;;6.5;7.9;1;1.3;
CANCERO;2019;810000505;810000331;1;0;1;3481;13;3173;2963;13;1;;;;3248;13;64;3034;13;324;1;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;3267;0;0;0;0;0;0;0;0;0;0;1;;1;1;0.63;0.18;3;;;;1;0;;1;;;1.66;;0.2;;1
CANCERO;2019;810000521;810000380;1;0;1;5130;0;4631;4868;0;1;;;;4323;0;98;4145;0;460;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;10;;;463;4134;0;0;0;35;0;0;3697;0;0;0;3;1;;;3.92;1;4;2;;1;;;1;;;;1.5;2.8;;0.09;
CANCERO;2019;810101170;810101162;0;0;0;867;0;372;2346;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;810101444;810000992;1;0;0;479;0;228;1630;0;0;810000380;;;111;0;0;107;0;21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;820000032;820000016;1;0;0;3009;58;2710;2411;80;1;;;;2885;58;117;2683;80;329;11;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;820000040;820000081;0;0;0;255;0;84;692;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;820000057;820000131;1;0;1;6026;0;5135;6422;0;1;;;;5325;0;166;5071;0;705;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;12;;;504;4943;0;0;0;0;0;0;4222;0;0;0;3;4;;;3;2;8;6;;;;3;1;1;1;1;11.04;7.25;0.5;0.5;0.18
CANCERO;2019;820000065;820000156;0;0;0;170;0;138;64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;820007102;310797519;0;1;0;21647;;20256;0;;;;;;;;;;;;;;;2;;0;1391;20256;;0;;1074;0;1;3;11;3;7;;2;1;1;2;0;2.7;3.8;11.8;4.6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830000279;830100517;1;0;0;448;0;401;498;0;0;830100616;;;363;0;0;354;0;49;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830000287;830100525;1;0;1;3689;0;3320;2255;0;1;830000337;;;3398;0;164;3176;0;383;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;10;;;515;4567;0;0;0;0;0;0;3470;0;0;0;4;2;0;1;3.37;2.03;10;6;0;0;3;2;5;2;1;2;10.15;9.14;1;0.37;4.84
CANCERO;2019;830000295;830100533;1;0;0;105;0;69;364;0;0;830000345;;;3;0;0;244;0;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830000311;830100566;1;0;1;6769;0;6287;4909;0;1;;;;6490;0;154;6161;0;741;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;10;;;638;6930;0;0;0;0;0;0;5018;0;0;0;2;1;2;0;1.82;1;12;8;;;6;9;;2;;5;17.42;7.99;0.6;;8.81
CANCERO;2019;830000337;830100590;1;0;0;1033;0;1001;314;0;0;830000311;;;1033;0;23;1000;0;99;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830000345;830100616;1;0;1;11205;0;9610;12006;0;1;;;;9996;0;365;9512;0;1145;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;19;;;1176;10649;0;0;0;0;0;0;8676;0;0;0;2;1;4;1;3.64;1.5;9;8;1;;5;33;13;1;;10;22.47;14.28;1.54;;9.36
CANCERO;2019;830100103;830000022;1;0;1;4859;0;4312;4676;0;1;;;;4134;0;2;4016;0;445;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;0;4479;0;0;0;1;0;0;0;0;0;0;3;;;1;3;0.25;3;;;;3;2;;1;;;5.14;;0.8;;3.66
CANCERO;2019;830100251;830000063;1;0;1;4345;0;3966;2458;0;1;;;;3714;0;45;3608;0;446;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;21;;;499;3619;0;0;0;0;0;0;4480;0;0;0;2;;;;2;;4;;;;;;;1;;;4;;0.43;;
CANCERO;2019;830100319;830020855;1;0;0;315;0;85;3017;0;0;830100251;;;7;0;0;0;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830100327;830000105;1;0;0;462;0;201;1062;0;1;;;;117;0;0;116;0;18;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830100392;830000154;1;0;1;432;2;116;1650;4;0;830100251;;;78;2;0;76;4;22;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;61;0;0;0;0;0;0;0;0;0;0;1;;;;1;;1;;;;;1;;1;1;1;1.5;;0.1;0.1;0.1
CANCERO;2019;830100418;830000170;0;0;0;265;0;182;193;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830100434;830000196;1;0;1;5786;0;4773;5840;0;0;830100103;;;4453;0;11;4295;0;445;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;0;4263;0;0;0;0;0;0;0;0;0;0;5;;;1;5;0.25;6;;;;;1;;2;;;5.77;;1;;
CANCERO;2019;830100459;830000212;1;0;0;456;0;247;823;0;0;830100251;;;7;0;0;7;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830100574;750821092;1;0;1;7989;0;6395;9823;0;1;;;;7115;0;566;6232;0;800;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;37;;;578;8037;0;0;0;0;0;0;3895;0;10;0;2;1;;;2;1;9;8;1;1;0;;;;;;9;8;0.32;0.33;0
CANCERO;2019;830100582;750721334;0;1;0;43575;;41603;0;;;;;;;;;;;;;;;4;0;0;1972;41603;0;0;0;1972;0;5;5;23;3;12;0;;;1;;;5;5;22.82;3;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;830200523;830210084;1;0;0;220;0;102;603;0;0;130784127;830100251;;5;0;0;4;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840000285;840000608;0;0;0;1178;0;593;2219;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840000343;840000012;1;0;0;801;0;760;264;0;0;840000350;;;800;0;29;760;0;94;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840000350;840000657;1;1;1;72244;0;69845;14590;0;1;;;;19821;0;1982;17573;0;2313;0;0;0;6;0;2;2528;49642;3596;33;0;2586;14;5;6;36;4;5;0;4;2;;;3;7.5;7.1;36;4;6.8;88;52;;;3405;19128;0;0;0;0;0;0;23563;0;0;0;4;;4;;6.9;;56;40;2;1;41;8;5;2;1;2;61.6;43.5;3;1.5;41.8
CANCERO;2019;840000400;840000673;0;0;0;166;0;89;312;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840000418;840004659;1;0;1;681;0;659;360;0;0;840000350;;;658;0;0;649;0;61;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840000467;840003651;0;0;0;273;0;61;1218;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840000483;840000087;1;0;0;558;0;483;806;0;0;840001861;;;490;0;1;478;0;85;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840001861;840006597;1;0;1;8416;0;6962;12025;0;1;;;;7644;0;542;6930;0;855;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;60;16;;;1768;9879;0;0;7;16;0;0;13674;0;47;0;1;1;1;5;1.5;4.55;27;16;0;0;5;19;3;4;2;17;35.92;20.29;1.53;0.6;17.8
CANCERO;2019;840013312;840003685;1;0;0;657;0;194;1969;0;0;840000350;;;5;0;0;5;0;26;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840017172;840017164;1;0;0;643;0;333;1786;0;0;;;;113;;0;113;;15;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;840019079;840019053;0;0;1;52;0;7;124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;37;4;0;0;0;0;0;110;0;0;;;;3;;0.2;;;;;;4;3;;;6;1;0.5;;;1
CANCERO;2019;850000118;850013244;0;0;0;671;0;272;2374;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;850000126;850022948;1;0;0;368;0;236;634;0;0;850000019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;850000134;850013269;0;0;0;677;0;352;2002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
