BOR;AN;nofinesset;nofinessej;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2013;310780101;310000039;1;0;1;4448;;3304;6531;;1;;;;3106;0;;3020;0;369;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;2807;0;0;0;0;0;0;0;0;0;0;1;;;;1;;2;;;;1;1;;;;;2.45;;;;0.48
CANCERO;2013;310780135;310000054;0;0;0;597;;237;1956;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310780150;310788799;0;0;0;374;;186;754;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310780259;310000096;1;0;1;13459;;12193;11642;;1;310783048;;;12726;110;;12161;122;1459;19;0;17;;;;;;;;;;;;;;;;;;;;;;;;;;;26;35;21;1;909;12102;577;22;0;0;0;0;7260;4878;0;0;5;6;5;2;7.5;7;32;17;;;1;2;;;;;32.6;15.92;;;0.91
CANCERO;2013;310780283;310000112;1;0;1;4754;;3760;10019;;1;;;;3669;0;;3525;0;496;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;3882;;;0;0;0;0;0;;0;0;4;;;;4;;8;1;1;;;2;;;;;4.5;1;1;;
CANCERO;2013;310780309;310000120;0;0;0;445;;147;2214;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310781000;310788880;1;1;1;3611;;2668;7996;;1;;;;2659;0;;2601;0;333;0;0;0;0;;;0;0;70;0;0;69;0;0;;;;;;;;;;;;;;;;;6;;;0;2511;0;0;0;0;0;0;0;0;0;0;1;5;;;1;5;1;;;;1;4;;;;;3.77;;;;0.99
CANCERO;2013;310781067;310788898;1;0;0;559;;483;785;;0;310781406;;;544;0;;512;0;62;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310781505;310000492;1;0;1;3749;;3072;6223;;1;;;;3126;0;;3072;0;377;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;3275;0;0;0;1;0;0;0;0;0;0;1;;;;1;;2;;;;1;1;;1;;;2.5;;0.3;;1
CANCERO;2013;310782347;310789136;1;1;1;64637;;60079;134981;;1;;;;15561;0;;13053;0;2259;0;5;0;5;0;3;2454;43847;1160;161;361;2466;41;381;6;11;26;4;14;5;2;5;1;3;9.04;12.49;29.81;4.79;15.09;67;33;42;5;3874;13505;1887;1514;30;9;6;15;17760;8666;93;36;15;;4;1;14.1;0.5;72;27;2;;11;13;7;2;3;2;73.92;31.39;2.38;2.26;11.27
CANCERO;2013;310783048;310781406;1;1;1;8680;;5820;28084;;1;;;;6747;0;;4829;0;1261;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;24;16;;;1452;6178;0;0;16;9;0;0;8604;0;115;0;8;;;;5.2;;33;30;;;7;9;;2;;3;39.95;30;1;;4.45
CANCERO;2013;310783055;310781406;1;0;1;7041;;4508;18061;;1;;;;4882;0;;4417;0;770;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;4112;0;0;0;0;0;0;;0;0;0;2;2;;;2;2;7;5;1;;4;6;2;;;4;11.53;6.02;1;;4.98
CANCERO;2013;310787304;310781406;1;0;0;201;;1;1259;;0;310783048;;;192;0;;0;0;55;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310797527;310797519;0;1;0;;;;;;0;;;;;;;;;;;;;7;0;1;19291;64320;;221;;2994;92;92;11;6;33;5;;2;3;6;5;;12.5;2.4;10.8;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;320000086;320780117;1;0;1;2216;;1903;2420;;1;;;;2149;;;1858;;285;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;177;2050;0;0;0;0;0;0;340;0;0;0;2;0;0;1;1.1;0.2;13;13;;0;1;;0;1;0;0;4.54;5;0.86;0;1
CANCERO;2013;320780067;320000052;0;0;0;75;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330000332;330780545;1;0;0;524;;409;766;;0;330780115;;;468;12;;350;14;63;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330000340;330780552;1;0;1;2793;;2247;3932;;1;;;;2117;758;;2072;816;206;129;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2479;0;0;0;4;0;0;0;0;0;0;4;;;;0.6;;5;;;;;2;;;;;4.5;;;;
CANCERO;2013;330000555;330781204;0;0;0;72;;9;705;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330000589;330027509;1;0;0;294;;230;682;;0;330781196;;;223;0;;214;0;37;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330000605;330781253;1;1;1;17627;;15975;23014;;1;;;;5572;0;;4521;0;646;0;7;0;2;0;;450;10875;178;0;0;507;0;0;3;3;8;;7;0;;2;;;2;2.91;9.19;;5;18;12;0;0;1028;4009;0;0;0;0;0;0;4887;0;0;0;3;8;0;0;2.5;1.13;8;9;1;;9;2;;;;;9;8.62;0.5;;7
CANCERO;2013;330000662;330781329;1;1;1;51837;;46416;99530;;1;;;;17075;0;;13874;0;2542;0;5;0;4;0;3;1416;30361;263;382;234;1473;8;346;8;8;18;5;14;0;;6;;;7.17;7.51;20.73;5;12.82;100;25;54;4;4828;4;2973;1139;36;0;4;3;22488;12672;97;11;4;14;5;8;6.83;15.69;136;60;1;1;64;16;3;8;;18;116.76;57.83;5.23;1;68.2
CANCERO;2013;330780040;330000027;0;0;0;462;;33;2010;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780081;330000043;0;0;0;1350;;104;8048;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780115;330000076;1;1;1;8941;;8025;4418;;1;;;;7844;0;;7830;0;932;0;1;0;2;0;2;0;0;13;0;38;13;0;21;3;3;3;2;5;;;;;;3;3;3;2;5;23;16;;;560;8071;0;0;0;14;0;0;5559;0;0;0;4;;1;1;4.5;0.5;12;12;;;;5;5;2;1;2;16;16;1.3;0.5;0.5
CANCERO;2013;330780123;330000084;0;0;0;291;;187;187;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780206;330000126;1;0;1;1510;;1263;20446;;0;330780263;;;652;0;;1177;0;166;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;0.2;0.54;1;1;;;;2;;1;1;2;1.85;1;0.38;0.88;0.68
CANCERO;2013;330780255;330010059;0;0;0;289;;174;851;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780263;330000134;1;0;1;2609;;2185;15125;;1;;;;1075;0;;1995;0;247;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;448;0;0;0;0;0;0;0;0;0;0;;;1;;0.5;;3;;;;;1;;;;;2.54;;;;
CANCERO;2013;330780479;330000274;1;1;1;10370;;8513;96215;;1;;;;5251;0;;8504;0;1243;0;0;0;0;;2;0;0;8;0;5;8;0;5;;;;;4;;;;;5;;;;;6.87;37;10;;;307;33;0;0;0;0;0;0;3179;0;0;0;4;1;1;;4;1;11;8;;;;1;;1;1;1;11.8;8;0.43;0.5;0.75
CANCERO;2013;330780495;330796392;0;0;0;82;;25;380;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780503;330000308;0;0;0;237;;106;758;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780511;330000316;1;0;1;1937;;1726;1755;;1;;;;1757;0;;1716;0;172;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1738;0;0;0;0;0;0;0;0;0;0;1;;;;1;;;;;;;;;;;;;;;;
CANCERO;2013;330780529;330796392;0;0;0;239;;12;2396;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780537;330000324;0;0;0;235;;84;1162;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330781303;750821092;1;0;0;940;;701;1839;;1;;;;772;0;;626;0;114;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330781352;330781196;1;0;1;8812;;6548;13869;;1;;;;8079;0;;6439;0;1186;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;12;;;1250;4854;0;0;1;7;0;0;6169;0;6;0;3;2;;4;3;3.62;23;18;1;;5;5;3;1;2;2;27.57;20.29;1.23;1.3;6.42
CANCERO;2013;330781360;330781196;1;0;1;4487;;1610;28585;;1;;;;1719;0;;942;0;159;0;204;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;10;;;607;3471;0;0;601;3388;0;0;5186;0;5150;0;;1;;1;;1.4;30;21;;;;13;8;2;;;28.54;16.4;0.5;;
CANCERO;2013;330781402;330000670;1;0;1;638;;591;138;;0;330780115;;;579;0;;566;0;84;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;567;0;0;0;0;0;0;0;0;0;0;;;2;;2;;1;;;;;;;;;;1;;;;
CANCERO;2013;330782582;330000928;1;0;1;1590;;1185;3217;;0;330780115;330000662;;981;0;;962;0;136;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;1024;0;0;0;0;0;0;0;0;0;0;0;;;;;;2;;;;;;;;;2;1.95;;;;1.1
CANCERO;2013;330783648;330781196;1;1;0;33611;;29887;70844;;1;;;;14445;0;;8378;0;1651;0;15;0;3;0;0;1009;19615;94;60;120;1040;25;133;8;5;17;;17;;;7;;2;2.9;4.47;16.78;;15.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340000033;340780055;1;0;0;4128;;3356;7271;;1;;;;3791;80;;3263;85;435;14;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340000207;340780493;1;1;1;68301;;63568;28345;;1;;;;19427;;;17037;;2491;;1;;5;;2;2149;43767;731;177;338;2173;18;421;8;7;26;2;16;5;0;3;2;1;7.71;5.51;26.81;3.58;17.55;91;44;68;12;4672;18085;2863;1990;19;5;3;4;26603;16334;115;18;15;15;9;7;8.24;11.77;88;58;1;2;65;43;12;4;3;14;106.98;61.09;3.12;3.42;67.31
CANCERO;2013;340000223;340011295;1;0;0;932;;708;2413;;1;;;;701;0;;662;0;94;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340009885;340009877;1;0;1;3460;;2963;2420;;1;;;;2585;0;;2662;0;424;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2179;0;0;0;0;0;0;0;0;0;0;1;;5;;3.5;;9;7;;;;;1;2;1;;9;7.5;0.2;0.07;
CANCERO;2013;340015502;340000512;0;0;0;519;;23;6760;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340015965;340000074;1;0;1;5234;;3970;10229;;1;;;;3913;0;;3913;0;524;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;3913;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;2;0;;;0;2;0;;;0;3.35;0;;;0
CANCERO;2013;340017839;340784933;1;0;0;7;;1;112;;1;;;;0;9;;0;18;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340021211;340780055;1;0;0;80;;0;669;;0;;;;0;80;;0;85;0;14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780139;340000090;0;0;0;173;;115;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780634;340000272;1;0;1;675;;558;1456;;1;;;;381;0;;503;0;40;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;503;0;0;0;0;0;0;0;0;0;0;;;2;;0.2;;;;;;;2;1;1;1;1;1;0.5;0.2;0.1;0.2
CANCERO;2013;340780642;340785856;1;0;0;1848;;1275;4237;;0;340780493;;;1310;0;;1204;0;129;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780667;340000280;1;0;0;5108;;3739;11637;;1;;;;4465;0;;3469;0;548;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780675;340000298;1;1;1;8980;;8290;6817;;1;;;;8164;0;;7971;0;869;0;0;0;2;0;0;0;0;15;0;55;13;0;55;4;2;8;0;11;2;2;2;2;4;5.5;3.27;9.7;1;14.21;;43;;;0;7971;0;0;0;0;0;0;0;0;0;0;;4;;2;;5.5;5;;;;3;1;;1;1;;5.68;;0.35;0.4;3
CANCERO;2013;340780683;340000306;0;0;0;604;;501;200;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780717;340008150;0;0;0;127;;31;828;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780741;340000348;0;0;0;82;;0;256;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340781608;340015171;1;0;0;259;;27;3223;;0;340780493;340780477;;134;0;;19;0;54;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340782036;340780477;1;0;1;10230;;8437;21366;;1;;;;8918;37;;7712;38;1336;9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;10;;;1130;4537;0;0;0;0;0;0;5607;0;0;0;2;1;;;0.83;0.25;16;11;;;1;1;2;;;1;14.91;12.08;;;3.53
CANCERO;2013;340782085;340780477;1;0;0;1027;;120;7430;;1;;;;52;0;;19;0;27;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340785161;340780477;1;0;0;745;;121;4545;;1;;;;175;0;;47;0;110;0;13;0;;;;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340796663;340780477;1;0;1;4680;;2979;10095;;1;;;;3935;0;;2823;0;430;0;140;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;8;;;877;2158;0;0;1;1;0;0;1939;0;1;0;4;5;;4;2.25;5.28;36;7;2;;16;14;3;2;;3;45.07;9.78;2.11;;18.99
CANCERO;2013;340798511;340798503;0;1;0;1079;;1079;1079;;0;;;;;;;;;;;;;2;0;0;1033;25178;;0;;1079;;;3;2;14;2;12;0;2;0;0;7;3;3;14;2;12.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350000121;350000303;1;1;1;10596;;9038;14739;;1;;;;8981;0;;8795;0;921;0;0;0;2;1;2;1;0;5;1;16;2;0;17;4;;;;;;;;;;4;;;;;52;23;;;208;8833;0;0;0;0;0;0;3655;0;0;0;4;1;1;;4.2;1;1;;;;;7;;;;;6.96;;;;
CANCERO;2013;350000139;350001137;0;0;0;756;;195;3113;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350000147;350000022;1;0;1;4189;;3361;6634;;1;;;;3852;0;;3307;0;470;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1580;0;0;0;0;0;0;0;0;0;0;1;1;;;0.99;0.8;5;2;;;2;2;1;;;1;5.1;2.7;;;1.6
CANCERO;2013;350000154;350000030;1;0;0;197;;122;1105;;1;;;;106;;;81;;27;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350000188;350000055;1;0;0;275;;190;991;;1;350002812;;;203;;;183;;31;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350000196;350000311;1;0;1;2924;;2653;2064;;1;;;;2613;0;;2613;0;224;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;4;2486;307;127;0;0;0;0;0;0;0;0;1;;2;;1.7;;2;;;;;;;;;;2;;;;
CANCERO;2013;350000741;350005179;1;0;1;8632;;5940;32706;;1;;;;6306;0;;5535;0;1031;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;14;;;494;6762;0;0;0;0;0;0;4960;0;0;0;0;0;0;0;0;0;26;17;0;0;4;12;3;0;0;1;29.49;16.08;0;0;5.03
CANCERO;2013;350002192;220020739;1;0;1;1066;;887;1287;;1;;;;867;0;;834;0;126;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;835;0;0;0;0;0;0;0;0;0;0;;;;;;;1;;;;;1;;;;1;1.2;;;;0.2
CANCERO;2013;350002200;350029948;1;0;0;108;;1;227;;0;350002812;;;107;0;;0;0;35;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350002812;350023503;1;1;1;48120;;46034;79364;;1;;;;12917;0;;11554;0;1814;0;3;0;4;1;7;1680;31502;272;192;228;1604;33;290;5;7;25;2;5;4;0;2;2;2;6.43;7.38;23.07;3.6;8.26;64;29;18;3;2004;11987;841;795;15;4;1;0;8574;2624;53;2;10;2;6;0;11.37;2.08;38;33;0;1;17;25;3;4;2;8;53.43;29.79;1.83;2.01;22.9
CANCERO;2013;350005146;350000733;1;0;1;4861;;4216;7874;;1;;;;2763;0;;3968;0;373;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;3968;0;0;0;0;0;0;0;0;0;0;;2;4;;2;2;;;;;;7;5;;;;3.3;1.57;;;
CANCERO;2013;350007084;350005179;1;0;1;3008;;2197;8555;;1;;;;2009;0;;1584;0;113;0;119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;;;427;2210;0;0;427;2202;0;0;2558;0;2558;0;0;0;0;0;0;0;18;11;0;0;10;24;6;0;0;3;39.33;14.27;0;0;9.87
CANCERO;2013;350036299;350036281;1;1;1;1060;;1060;1070;;0;350000121;350005146;350002200;;;;;;;;;;2;0;2;1087;25090;0;85;10;975;0;40;2;2;8;2;8;2;2;5;1;10;3.3;2.4;11.9;2.2;14.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350042628;350042578;1;0;0;51;;1;946;;1;;;;0;31;;0;35;0;12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350044764;350036281;1;1;0;500;;500;500;;0;350000196;;;;;;;;;;;;1;0;0;538;12105;0;0;0;500;;0;1;1;6;1;3;2;2;0;0;1;1.4;2.2;6;1;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350044772;350000626;1;0;0;8;;1;162;;0;350000022;;;0;8;;0;12;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;360000038;360000046;1;0;0;309;;305;309;;0;180004145;;;309;;;305;;32;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;360000129;360000269;1;0;0;448;;59;3413;;0;0;;;7;0;;7;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;360000137;360000053;1;0;1;6644;;6079;6611;;1;;;;6314;1;;5944;2;653;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;14;;;588;5410;0;0;0;0;0;0;7235;0;0;0;4;;3;;4.05;;13;7;;;13;6;4;1;;3;15.08;9.97;0.8;;10.36
CANCERO;2013;370000051;370000028;0;0;0;289;;118;882;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;370000093;370000192;1;0;0;2872;;2210;4606;;1;;;;2108;0;;2108;0;281;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;370000499;370000481;1;0;1;777;;600;1808;;1;;;;728;0;;576;0;2;0;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;193;883;0;0;192;868;0;0;1689;0;1687;0;;;;;;;9;0;1;0;7;8;1;1;0;6;14.34;0.9;1.5;0;10.8
CANCERO;2013;370000531;370000606;1;0;1;1837;;1815;339;;0;370000861;;;1834;;;1814;;189;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1915;0;0;0;0;0;0;0;0;0;0;;1;1;;0.5;1;2;;;;;2;2;;;1;2.61;1.56;;;0.8
CANCERO;2013;370000861;370000481;1;1;1;35758;;32215;70856;;1;;;;11447;0;;9555;0;1536;0;5;0;4;0;4;1444;20458;394;117;136;1371;8;163;5;2;14;0;113;1;0;9;0;35;4.78;2;19.64;;138.69;32;16;;;1525;9894;0;0;5;20;0;0;6867;0;17;0;16;;2;;12.18;;50;47;0;0;32;15;18;0;0;11;62.19;60.11;;;38.03
CANCERO;2013;370000903;370000614;1;0;0;630;;562;325;;0;370000861;;;532;;;513;;59;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;370004467;370000481;1;1;0;3933;;1869;15866;;1;;;;2444;0;;1569;0;394;0;1;0;0;;0;0;0;63;0;0;59;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;370007569;370007528;1;1;1;8484;;7216;8543;;1;;;;6703;0;;6850;0;824;0;0;0;2;;3;0;0;14;0;17;9;0;15;5;;;;;;;;;;5;;;;;;20;;;0;6244;0;0;0;0;0;0;0;0;0;0;6;;;10;6;5;6;;;;2;1;;;;;6.78;;;;2
CANCERO;2013;380000034;380780049;1;0;0;4011;;2816;6207;;1;;;;3827;;;2778;;401;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380000067;380780080;1;1;1;37852;;33961;74510;;1;;;;14281;140;;12909;140;1754;23;109;0;3;0;2;1202;18749;1804;2;2;1021;18;1;2;4;10;;4;1;;12;;5;1.45;3.5;18.93;;8.23;50;43;;;1976;13374;0;0;507;98;0;0;14807;0;2966;0;5;7;1;1;5.25;6.41;42;16;;;13;19;2;4;;13;51.08;16.87;2.52;0.04;20.7
CANCERO;2013;380000091;380780171;1;0;0;35;;35;0;;0;380780080;260000013;;35;;;30;;4;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380000109;380780213;1;0;0;7;;6;9;;0;;;;7;;;6;;2;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380000174;380781435;1;0;0;709;;466;2568;;1;;;;589;2;;428;6;90;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
