BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2015;860000025;860013382;NAUT;49;14;20.74;1
USLD_P;2015;860000033;860013382;MEDCH;1;;0.45;1
USLD_P;2015;860000033;860013382;N2210;5;1;4.17;1
USLD_P;2015;860000033;860013382;N2410;;1;0.25;1
USLD_P;2015;860000033;860013382;N2510;14;1;9.92;1
USLD_P;2015;860000033;860013382;N3120;;1;0.31;1
USLD_P;2015;860000033;860013382;NAUT;15;3;10.02;1
USLD_P;2015;860000058;860780097;M1320;1;;0.5;0
USLD_P;2015;860000058;860780097;MEDCH;1;;0.5;0
USLD_P;2015;860000058;860780097;N2210;8;2;8.08;0
USLD_P;2015;860000058;860780097;N2510;17;1;19.28;0
USLD_P;2015;860000058;860780097;NAUT;10;2;10.21;0
USLD_P;2015;860000223;860013077;M1320;2;;0.35;0
USLD_P;2015;860000223;860013077;MEDCH;2;3;0.6;0
USLD_P;2015;860000223;860013077;N2210;16;11;14.96;0
USLD_P;2015;860000223;860013077;N2410;;4;1;0
USLD_P;2015;860000223;860013077;N2460;;1;0.5;0
USLD_P;2015;860000223;860013077;N2510;63;6;50.22;0
USLD_P;2015;860000223;860013077;N3120;1;;0.3;0
USLD_P;2015;860000223;860013077;NAUT;23;13;16.14;0
USLD_P;2015;860011014;860013077;M1320;1;2;0.6;1
USLD_P;2015;860011014;860013077;MEDCH;1;2;0.6;1
USLD_P;2015;860011014;860013077;N2210;22;11;9.05;1
USLD_P;2015;860011014;860013077;N2410;;3;0.2;0
USLD_P;2015;860011014;860013077;N2460;1;;0.3;0
USLD_P;2015;860011014;860013077;N2510;13;8;14.45;1
USLD_P;2015;860011014;860013077;N3120;;1;0.05;0
USLD_P;2015;860011014;860013077;NAUT;7;3;3.81;1
USLD_P;2015;870000270;870000031;M1320;;1;0.5;
USLD_P;2015;870000270;870000031;MEDCH;;2;1;
USLD_P;2015;870000270;870000031;N2210;9;2;10.09;
USLD_P;2015;870000270;870000031;N2410;;1;0.56;
USLD_P;2015;870000270;870000031;N2510;14;5;17.43;
USLD_P;2015;870000270;870000031;NAUT;6;;7.02;
USLD_P;2015;870000551;870014503;MEDCH;;2;0.7;
USLD_P;2015;870000551;870014503;N2210;2;3;6.36;
USLD_P;2015;870000551;870014503;N2410;;1;0.5;
USLD_P;2015;870000551;870014503;N2510;12;3;10.62;
USLD_P;2015;870000601;870014248;M1320;;2;0.5;1
USLD_P;2015;870000601;870014248;MEDCH;;2;0.5;1
USLD_P;2015;870000601;870014248;N2210;2;2;3.43;0
USLD_P;2015;870000601;870014248;N2410;;2;0.2;1
USLD_P;2015;870000601;870014248;N2460;;1;0.4;1
USLD_P;2015;870000601;870014248;N2510;8;2;9.6;0
USLD_P;2015;870000601;870014248;N3120;;1;0.2;1
USLD_P;2015;870000601;870014248;NAUT;1;;1;0
USLD_P;2015;870001567;870014503;MEDCH;;3;0.7;
USLD_P;2015;870001567;870014503;N2210;5;4;5.71;
USLD_P;2015;870001567;870014503;N2460;1;;1;
USLD_P;2015;870001567;870014503;N2510;19;3;20.07;
USLD_P;2015;870003514;870000015;M1320;1;0;0.5;0
USLD_P;2015;870003514;870000015;MEDCH;2;2;1.31;0
USLD_P;2015;870003514;870000015;N2210;11;15;16.2;0
USLD_P;2015;870003514;870000015;N2410;1;0;0.71;0
USLD_P;2015;870003514;870000015;N2460;1;0;0.58;0
USLD_P;2015;870003514;870000015;N2510;28;31;43.48;0
USLD_P;2015;870003514;870000015;NAUT;21;36;21.17;0
USLD_P;2015;870005931;870000023;MEDCH;1;2;1.35;1
USLD_P;2015;870005931;870000023;N2210;8;12;12.04;
USLD_P;2015;870005931;870000023;N2460;;2;0.46;
USLD_P;2015;870005931;870000023;N2510;18;15;28.82;
USLD_P;2015;870005931;870000023;NAUT;6;8;11.12;
USLD_P;2015;870008042;870000015;M1320;2;0;2;0
USLD_P;2015;870008042;870000015;MEDCH;2;0;2;0
USLD_P;2015;870008042;870000015;N2210;26;10;38.98;0
USLD_P;2015;870008042;870000015;N2410;1;0;0.78;0
USLD_P;2015;870008042;870000015;N2460;0;1;0.7;0
USLD_P;2015;870008042;870000015;N2470;1;0;0.47;0
USLD_P;2015;870008042;870000015;N2510;73;9;78.46;0
USLD_P;2015;870008042;870000015;NAUT;22;3;20.86;0
USLD_P;2015;880000039;880780069;MEDCH;;1;0.34;0
USLD_P;2015;880000039;880780069;N2210;5;2;6.1;1
USLD_P;2015;880000039;880780069;N2460;;1;0.45;0
USLD_P;2015;880000039;880780069;N2510;8;3;10.41;0
USLD_P;2015;880000039;880780069;NAUT;4;2;4.93;1
USLD_P;2015;880000070;880007299;MEDCH;;1;0.36;1
USLD_P;2015;880000070;880007299;N2210;6;3;7.96;0
USLD_P;2015;880000070;880007299;N2510;11;4;12.45;0
USLD_P;2015;880000070;880007299;NAUT;6;1;6.55;0
USLD_P;2015;880000104;880780259;MEDCH;;9;1.8;0
USLD_P;2015;880000104;880780259;N2210;3;5;7;0
USLD_P;2015;880000104;880780259;N2410;1;;0.89;0
USLD_P;2015;880000104;880780259;N2460;1;;0.22;0
USLD_P;2015;880000104;880780259;N2510;9;1;9.63;0
USLD_P;2015;880000104;880780259;N3120;;1;0.04;1
USLD_P;2015;880000104;880780259;NAUT;6;2;7.35;0
USLD_P;2015;880000336;880007059;MEDCH;;1;0.5;0
USLD_P;2015;880000336;880007059;N2210;3;1;3.84;0
USLD_P;2015;880000336;880007059;N2510;9;2;11.8;0
USLD_P;2015;880000336;880007059;NAUT;1;4;2.15;0
USLD_P;2015;880786637;880780093;MEDCH;1;0;1;0
USLD_P;2015;880786637;880780093;N2210;8;2;8.47;0
USLD_P;2015;880786637;880780093;N2510;10;1;10.07;0
USLD_P;2015;880786637;880780093;NAUT;4;5;5.96;0
USLD_P;2015;880786645;880780077;M1320;;1;0.3;0
USLD_P;2015;880786645;880780077;MEDCH;;1;0.3;0
USLD_P;2015;880786645;880780077;N2210;6;1;6.29;1
USLD_P;2015;880786645;880780077;N2510;12;2;13.51;0
USLD_P;2015;880786645;880780077;NAUT;5;6;7.17;0
USLD_P;2015;890971583;890000417;M1320;;;;1
USLD_P;2015;890971583;890000417;MEDCH;1;2;1.6;1
USLD_P;2015;890971583;890000417;N2210;14;3;16.33;0
USLD_P;2015;890971583;890000417;N2410;;2;0.47;1
USLD_P;2015;890971583;890000417;N2460;;2;0.42;
USLD_P;2015;890971583;890000417;N2470;;1;0.5;1
USLD_P;2015;890971583;890000417;N2510;25;2;26.57;0
USLD_P;2015;890971583;890000417;NAUT;11;1;11.29;1
USLD_P;2015;890975527;890000037;MEDCH;1;;1;0
USLD_P;2015;890975527;890000037;N2210;6;;6;0
USLD_P;2015;890975527;890000037;N2510;10;;10;0
USLD_P;2015;890975527;890000037;NAUT;3;3;4.41;0
USLD_P;2015;900000647;900004698;M1320;2;1;2.4;1
USLD_P;2015;900000647;900004698;MEDCH;3;1;3.29;1
USLD_P;2015;900000647;900004698;N2210;17;6;20.95;1
USLD_P;2015;900000647;900004698;N2460;;1;0.85;
USLD_P;2015;900000647;900004698;N2470;;1;0.13;
USLD_P;2015;900000647;900004698;N2510;63;12;73.98;
USLD_P;2015;900000647;900004698;NAUT;124;25;138.84;
USLD_P;2015;910000272;910110014;M1320;1;;1;0
USLD_P;2015;910000272;910110014;MEDCH;1;;1;0
USLD_P;2015;910000272;910110014;N2210;6;4;9.83;0
USLD_P;2015;910000272;910110014;N2410;;1;0.2;0
USLD_P;2015;910000272;910110014;N2470;;2;0.4;0
USLD_P;2015;910000272;910110014;N2510;18;3;21.97;0
USLD_P;2015;910000272;910110014;N3120;;1;0.11;0
USLD_P;2015;910000272;910110014;NAUT;6;15;12.56;0
USLD_P;2015;910000280;910019447;M1320;2;;0.7;1
USLD_P;2015;910000280;910019447;MEDCH;2;;0.7;1
USLD_P;2015;910000280;910019447;N2210;5;6;6.5;0
USLD_P;2015;910000280;910019447;N2410;1;;0.5;1
USLD_P;2015;910000280;910019447;N2510;10;6;12.32;0
USLD_P;2015;910000280;910019447;NAUT;14;6;7.1;
USLD_P;2015;910000306;910110063;MEDCH;;1;0.6;
USLD_P;2015;910000306;910110063;N2210;2;4;4.44;
USLD_P;2015;910000306;910110063;N2410;;1;0.2;
USLD_P;2015;910000306;910110063;N2510;18;1;17.1;
USLD_P;2015;910000306;910110063;N3120;;1;0.2;
USLD_P;2015;910000306;910110063;NAUT;2;4;3.98;
USLD_P;2015;910001973;910019447;M1320;3;;1;
USLD_P;2015;910001973;910019447;MEDCH;3;;1;
USLD_P;2015;910001973;910019447;N2210;7;;6.1;
USLD_P;2015;910001973;910019447;N2510;23;;14.24;
USLD_P;2015;910001973;910019447;NAUT;24;;12.5;
USLD_P;2015;910100015;750712184;M1320;2;;2.5;0
USLD_P;2015;910100015;750712184;MEDCH;3;1;3.6;0
USLD_P;2015;910100015;750712184;N2210;21;5;26;0
USLD_P;2015;910100015;750712184;N2410;1;;1;0
USLD_P;2015;910100015;750712184;N2510;86;24;103.2;0
USLD_P;2015;910100015;750712184;N3120;;1;0.5;0
USLD_P;2015;910100015;750712184;NAUT;32;3;34.5;0
USLD_P;2015;910100023;750712184;M1320;2;2;3.1;0
USLD_P;2015;910100023;750712184;MEDCH;3;3;4.6;0
USLD_P;2015;910100023;750712184;N2210;25;2;26.72;0
USLD_P;2015;910100023;750712184;N2410;;1;0.91;0
USLD_P;2015;910100023;750712184;N2460;;1;0.86;0
USLD_P;2015;910100023;750712184;N2470;;1;0.86;0
USLD_P;2015;910100023;750712184;N2510;129;23;143.36;0
USLD_P;2015;910100023;750712184;N3120;1;;1;0
USLD_P;2015;910100023;750712184;NAUT;47;9;52.97;0
USLD_P;2015;910150069;910000033;M1320;1;1;1.32;
USLD_P;2015;910150069;910000033;MEDCH;1;2;1.95;
USLD_P;2015;910150069;910000033;N2210;11;1;13.74;
USLD_P;2015;910150069;910000033;N2410;1;1;1;
USLD_P;2015;910150069;910000033;N2510;26;2;27.5;
USLD_P;2015;910150069;910000033;N3120;;1;0.04;
USLD_P;2015;910150069;910000033;NAUT;20;2;21.74;
USLD_P;2015;920000577;920110020;M1320;1;;0.16;0
USLD_P;2015;920000577;920110020;MEDCH;1;;0.16;0
USLD_P;2015;920000577;920110020;N2210;6;0;1.87;0
USLD_P;2015;920000577;920110020;N2410;1;0;0.08;0
USLD_P;2015;920000577;920110020;N2510;28;1;4.67;0
USLD_P;2015;920000577;920110020;N3120;1;0;0.04;0
USLD_P;2015;920000577;920110020;NAUT;17;0;1.81;0
USLD_P;2015;920000593;920026374;M1320;1;0;1;0
USLD_P;2015;920000593;920026374;MEDCH;1;0;1;0
USLD_P;2015;920000593;920026374;N2210;15;4;16.77;0
USLD_P;2015;920000593;920026374;N2410;;2;0.21;0
USLD_P;2015;920000593;920026374;N2470;1;;0.5;0
USLD_P;2015;920000593;920026374;N2510;45;12;50.33;0
USLD_P;2015;920000593;920026374;NAUT;24;3;27.04;0
USLD_P;2015;920000619;920009909;MEDCH;1;1;1.9;0
USLD_P;2015;920000619;920009909;N2210;18;;18;0
USLD_P;2015;920000619;920009909;N2410;;1;0.5;0
USLD_P;2015;920000619;920009909;N2510;30;5;33.6;0
USLD_P;2015;920000619;920009909;NAUT;30;7;35.3;0
USLD_P;2015;920001369;920710654;MEDCH;;3;1.1;1
USLD_P;2015;920001369;920710654;N2210;10;2;9.52;
USLD_P;2015;920001369;920710654;N2410;1;1;0.94;
USLD_P;2015;920001369;920710654;N2460;1;;1;
USLD_P;2015;920001369;920710654;N2470;;2;1.35;
USLD_P;2015;920001369;920710654;N2510;33;;36.97;
USLD_P;2015;920001369;920710654;N3120;;2;1.05;1
USLD_P;2015;920001369;920710654;NAUT;25;2;30.04;1
USLD_P;2015;920024205;920808037;M1320;4;;2.07;
USLD_P;2015;920024205;920808037;MEDCH;4;;2.07;1
USLD_P;2015;920024205;920808037;N2210;17;;14.49;0
USLD_P;2015;920024205;920808037;N2510;44;;43.43;0
USLD_P;2015;920024205;920808037;NAUT;17;2;19.65;0
USLD_P;2015;920100047;750712184;M1320;1;1;1.1;0
USLD_P;2015;920100047;750712184;MEDCH;1;1;1.1;0
USLD_P;2015;920100047;750712184;N2210;9;2;10.65;0
USLD_P;2015;920100047;750712184;N2410;;1;0.5;0
USLD_P;2015;920100047;750712184;N2510;25;9;33.98;0
USLD_P;2015;920100047;750712184;NAUT;5;;4.8;0
USLD_P;2015;920100062;750712184;M1320;1;4;3.1;0
USLD_P;2015;920100062;750712184;MEDCH;1;4;3.1;0
USLD_P;2015;920100062;750712184;N2210;24;2;22.5;0
USLD_P;2015;920100062;750712184;N2410;1;1;1.86;0
USLD_P;2015;920100062;750712184;N2470;1;;1;0
USLD_P;2015;920100062;750712184;N2510;73;2;71.41;0
USLD_P;2015;920100062;750712184;NAUT;4;;3.97;0
USLD_P;2015;930000294;930021480;M1320;2;;1.8;1
USLD_P;2015;930000294;930021480;MEDCH;2;;1.8;1
USLD_P;2015;930000294;930021480;N2210;9;;7.43;
USLD_P;2015;930000294;930021480;N2510;15;;14.9;
USLD_P;2015;930000294;930021480;NAUT;24;;18.82;
USLD_P;2015;930100011;750712184;M1320;3;;3;0
USLD_P;2015;930100011;750712184;MEDCH;3;;3;0
USLD_P;2015;930100011;750712184;N2210;27;4;30;0
USLD_P;2015;930100011;750712184;N2510;91;10;108;0
USLD_P;2015;930100011;750712184;NAUT;44;8;56;0
USLD_P;2015;930706239;930110051;N2210;18;2;18.04;
USLD_P;2015;930706239;930110051;N2410;1;2;1.7;
USLD_P;2015;930706239;930110051;N2460;2;;0.85;
USLD_P;2015;930706239;930110051;N2470;;2;1;
USLD_P;2015;930706239;930110051;N2510;44;4;42.88;
USLD_P;2015;930706239;930110051;NAUT;26;11;26.32;
USLD_P;2015;930815501;750034308;MEDCH;4;1;4.6;0
USLD_P;2015;940000615;940140023;MEDCH;2;;1;0
USLD_P;2015;940000615;940140023;N2210;13;1;13.51;0
USLD_P;2015;940000615;940140023;N2410;;1;0.25;0
USLD_P;2015;940000615;940140023;N2510;12;5;12.76;0
USLD_P;2015;940000615;940140023;N3120;;1;0.5;0
USLD_P;2015;940000615;940140023;NAUT;12;7;12.25;0
USLD_P;2015;940100027;750712184;MEDCH;;2;0.9;0
USLD_P;2015;940100027;750712184;N2210;18;1;19.86;0
USLD_P;2015;940100027;750712184;N2410;1;1;1.4;0
USLD_P;2015;940100027;750712184;N2460;1;;1;0
USLD_P;2015;940100027;750712184;N2470;1;;1;0
USLD_P;2015;940100027;750712184;N2510;27;2;28.6;0
USLD_P;2015;940100027;750712184;N3120;1;;0.93;0
USLD_P;2015;940100027;750712184;NAUT;4;3;5.45;0
USLD_P;2015;940100035;750712184;M1320;1;3;3.1;0
USLD_P;2015;940100035;750712184;MEDCH;1;3;3.1;0
USLD_P;2015;940100035;750712184;N2210;28;3;30;0
USLD_P;2015;940100035;750712184;N2410;;1;0.3;0
USLD_P;2015;940100035;750712184;N2460;;1;0.6;0
USLD_P;2015;940100035;750712184;N2470;;1;0.3;0
USLD_P;2015;940100035;750712184;N2510;79;5;82.4;0
USLD_P;2015;940100035;750712184;N3120;;2;0.5;0
USLD_P;2015;940100035;750712184;NAUT;10;8;13.6;0
USLD_P;2015;940100050;750712184;M1320;;1;0.5;1
USLD_P;2015;940100050;750712184;MEDCH;3;6;6;1
USLD_P;2015;940100050;750712184;N2210;56;19;68.04;1
USLD_P;2015;940100050;750712184;N2410;6;4;2;1
USLD_P;2015;940100050;750712184;N2460;3;1;0.1;1
USLD_P;2015;940100050;750712184;N2470;1;;1;1
USLD_P;2015;940100050;750712184;N2510;176;54;206.67;1
USLD_P;2015;940100050;750712184;N3120;3;;2.2;1
USLD_P;2015;940100050;750712184;NAUT;;;;1
USLD_P;2015;940100068;750712184;M1320;4;6;5.6;1
USLD_P;2015;940100068;750712184;MEDCH;4;4;5.6;1
USLD_P;2015;940100068;750712184;N2210;12;5;15.58;1
USLD_P;2015;940100068;750712184;N2410;0;;1;1
USLD_P;2015;940100068;750712184;N2460;0;;1;1
USLD_P;2015;940100068;750712184;N2470;;1;0.25;1
USLD_P;2015;940100068;750712184;N2510;106;8;112.98;1
USLD_P;2015;940100068;750712184;N3120;7;;4;1
USLD_P;2015;940100068;750712184;NAUT;21;;19;1
USLD_P;2015;940812506;940110042;MEDCH;;1;0.6;
USLD_P;2015;940812506;940110042;N2210;6;2;8.3;
USLD_P;2015;940812506;940110042;N2510;20;;17.3;
USLD_P;2015;940812506;940110042;NAUT;8;1;5;
USLD_P;2015;950000307;950110015;M1320;2;0;1.5;
USLD_P;2015;950000307;950110015;MEDCH;2;0;1.5;
USLD_P;2015;950000307;950110015;N2210;18;4;20.72;
USLD_P;2015;950000307;950110015;N2460;;1;0.9;
USLD_P;2015;950000307;950110015;N2510;33;6;38.4;
USLD_P;2015;950000307;950110015;NAUT;25;3;24.54;
USLD_P;2015;950000331;950110049;M1320;2;3;2.11;
USLD_P;2015;950000331;950110049;MEDCH;2;3;2.11;
USLD_P;2015;950000331;950110049;N2210;10;1;10.22;
USLD_P;2015;950000331;950110049;N2410;;2;0.69;
USLD_P;2015;950000331;950110049;N2470;;1;0.3;
USLD_P;2015;950000331;950110049;N2510;41;2;39.94;
USLD_P;2015;950000331;950110049;N3120;;1;0.17;
USLD_P;2015;950000331;950110049;NAUT;23;13;29.1;
USLD_P;2015;950000406;950150037;M1320;1;;1;
USLD_P;2015;950000406;950150037;MEDCH;1;;1;
USLD_P;2015;950000406;950150037;N2210;7;;7;
USLD_P;2015;950000406;950150037;N2460;1;;1;
USLD_P;2015;950000406;950150037;N2510;11;;11;
USLD_P;2015;950000406;950150037;N3120;;1;0.1;
USLD_P;2015;950000406;950150037;NAUT;15;;14.65;
USLD_P;2015;950000695;950001370;MEDCH;;1;0.7;
USLD_P;2015;950000695;950001370;N2210;8;1;8.87;
USLD_P;2015;950000695;950001370;N2410;1;0;0.92;
USLD_P;2015;950000695;950001370;N2510;19;1;18.85;
USLD_P;2015;950000695;950001370;NAUT;13;7;17.63;
USLD_P;2015;950016139;950015289;M1320;;1;0.6;0
USLD_P;2015;950016139;950015289;MEDCH;;2;1.5;0
USLD_P;2015;950016139;950015289;N2210;12;1;12.74;0
USLD_P;2015;950016139;950015289;N2410;;3;0.89;0
USLD_P;2015;950016139;950015289;N2460;;2;0.72;0
USLD_P;2015;950016139;950015289;N2470;;1;0.5;0
USLD_P;2015;950016139;950015289;N2510;21;1;23.11;0
USLD_P;2015;950016139;950015289;N3120;;1;0.3;0
USLD_P;2015;950016139;950015289;NAUT;14;3;17.92;0
USLD_P;2015;950100016;750712184;M1320;1;0;1;1
USLD_P;2015;950100016;750712184;MEDCH;2;0;2;0
USLD_P;2015;950100016;750712184;N2210;25;2;26.4;0
USLD_P;2015;950100016;750712184;N2410;0;1;0.5;0
USLD_P;2015;950100016;750712184;N2460;0;1;0.2;0
USLD_P;2015;950100016;750712184;N2470;0;1;0.5;0
USLD_P;2015;950100016;750712184;N2510;54;5;57;0
USLD_P;2015;950100016;750712184;N3120;1;0;1;1
USLD_P;2015;950100016;750712184;NAUT;1;0;1;1
USLD_P;2015;970100418;970100194;M1320;1;0;1;0
USLD_P;2015;970100418;970100194;MEDCH;1;0;1;0
USLD_P;2015;970100418;970100194;N2210;7;0;6;0
USLD_P;2015;970100418;970100194;N2410;1;0;0.2;0
USLD_P;2015;970100418;970100194;N2460;1;0;0.2;0
USLD_P;2015;970100418;970100194;N2510;14;0;11;0
USLD_P;2015;970100418;970100194;N3120;2;0;1.5;0
USLD_P;2015;970100418;970100194;NAUT;15;0;14;0
USLD_P;2015;970100459;970100244;N2210;2;;2;0
USLD_P;2015;970100459;970100244;N2510;5;1;5.5;0
USLD_P;2015;970100459;970100244;NAUT;16;;14.25;0
USLD_P;2015;970112033;970100210;N2210;20;;19.5;
USLD_P;2015;970112033;970100210;N2410;2;;2;
USLD_P;2015;970112033;970100210;N2460;1;;0.5;
USLD_P;2015;970112033;970100210;N2510;73;;72.45;
USLD_P;2015;970112033;970100210;N3120;1;;1;
USLD_P;2015;970112033;970100210;NAUT;79;;78;
USLD_P;2015;970211215;970211207;M1320;;1;0.7;0
USLD_P;2015;970211215;970211207;MEDCH;;1;0.7;0
USLD_P;2015;970211215;970211207;N2210;24;1;24.5;0
USLD_P;2015;970211215;970211207;N2410;;1;0.62;0
USLD_P;2015;970211215;970211207;N2460;;1;0.25;0
USLD_P;2015;970211215;970211207;N2470;;1;0.25;0
USLD_P;2015;970211215;970211207;N2510;32;1;33.6;0
USLD_P;2015;970211215;970211207;N3120;;1;0.3;0
USLD_P;2015;970211215;970211207;NAUT;7;4;11.55;0
USLD_P;2015;970211223;970211207;M1320;;1;0.2;0
USLD_P;2015;970211223;970211207;MEDCH;;1;0.5;0
USLD_P;2015;970211223;970211207;N2210;7;1;7.8;0
USLD_P;2015;970211223;970211207;N2510;11;;11;0
USLD_P;2015;970211223;970211207;NAUT;5;1;5.8;0
USLD_P;2015;970211272;970211207;MEDCH;;1;1;0
USLD_P;2015;970211272;970211207;N2210;8;;8;0
USLD_P;2015;970211272;970211207;N2510;10;;10;0
USLD_P;2015;970211272;970211207;NAUT;5;;5;0
USLD_P;2015;970300026;970302022;M1320;0;0;0;1
USLD_P;2015;970300026;970302022;MEDCH;0;1;0.48;1
USLD_P;2015;970300026;970302022;N2210;11;0;10;0
USLD_P;2015;970300026;970302022;N2410;0;1;0.5;1
USLD_P;2015;970300026;970302022;N2460;0;1;0.5;1
USLD_P;2015;970300026;970302022;N2510;19;1;19.9;0
USLD_P;2015;970300026;970302022;N3120;0;0;0;1
USLD_P;2015;970300026;970302022;NAUT;8;4;9.91;1
USLD_P;2015;970400156;970403606;MEDCH;1;0;1;
USLD_P;2015;970400156;970403606;N2210;9;1;9.71;
USLD_P;2015;970400156;970403606;N2410;;2;0.92;
USLD_P;2015;970400156;970403606;N2460;;2;0.51;
USLD_P;2015;970400156;970403606;N2510;;27;18.63;
USLD_P;2015;970400156;970403606;N3120;;2;0.48;
USLD_P;2015;970400156;970403606;NAUT;1;6;4.93;
USLD_P;2015;970463139;970408589;M1320;1;1;1.12;0
USLD_P;2015;970463139;970408589;MEDCH;1;1;1.12;0
USLD_P;2015;970463139;970408589;N2210;11;1;11.11;0
USLD_P;2015;970463139;970408589;N2410;1;;1;0
USLD_P;2015;970463139;970408589;N2460;1;0;1;0
USLD_P;2015;970463139;970408589;N2510;21;1;21.5;0
USLD_P;2015;970463139;970408589;N3120;1;;1;0
USLD_P;2015;970463139;970408589;NAUT;0;4;2.2;0
USLD_P;2014;010000065;010780096;MEDCH;;1;0.5;0
USLD_P;2014;010000065;010780096;N2210;3;3;6.55;0
USLD_P;2014;010000065;010780096;N2410;1;;0.5;0
USLD_P;2014;010000065;010780096;N2470;;1;0.1;0
USLD_P;2014;010000065;010780096;N2510;11;2;10.86;0
USLD_P;2014;010000065;010780096;N3120;;1;0.1;1
USLD_P;2014;010000065;010780096;NAUT;0;1;0.53;0
USLD_P;2014;010000081;010780112;MEDCH;;2;0.82;1
USLD_P;2014;010000081;010780112;N2210;4;3;5.65;1
USLD_P;2014;010000081;010780112;N2410;;1;0.13;1
USLD_P;2014;010000081;010780112;N2460;;1;0.2;0
USLD_P;2014;010000081;010780112;N2510;4;;3.09;1
USLD_P;2014;010000081;010780112;N3120;;1;0.12;1
USLD_P;2014;010000081;010780112;NAUT;6;20;15.33;1
USLD_P;2014;010000115;010009132;N2210;4;4;4.84;1
USLD_P;2014;010000115;010009132;N2410;;;1;0
USLD_P;2014;010000115;010009132;N2460;;1;0.15;1
USLD_P;2014;010000115;010009132;N2510;11;2;12.19;1
USLD_P;2014;010000115;010009132;N3120;;3;0.28;1
USLD_P;2014;010000115;010009132;NAUT;8;2;8.75;0
USLD_P;2014;010009314;010780054;MEDCH;3;;2.4;0
USLD_P;2014;010009314;010780054;N2210;14;1;14.8;
USLD_P;2014;010009314;010780054;N2460;1;;0.3;
USLD_P;2014;010009314;010780054;N2470;;1;0.39;
USLD_P;2014;010009314;010780054;N2510;22;5;24.99;
USLD_P;2014;010009314;010780054;NAUT;12;2;12.8;
USLD_P;2014;010009702;010780054;MEDCH;1;;0.2;1
USLD_P;2014;010009702;010780054;N2210;5;1;5.2;
USLD_P;2014;010009702;010780054;N2510;7;4;10.43;
USLD_P;2014;010009702;010780054;NAUT;4;1;4.4;
USLD_P;2014;010786259;010008407;MEDCH;2;0;0.52;
USLD_P;2014;010786259;010008407;N2210;3;1;2.65;
USLD_P;2014;010786259;010008407;N2410;0;1;0.65;
USLD_P;2014;010786259;010008407;N2510;5;4;7.87;
USLD_P;2014;010786259;010008407;NAUT;8;0;5.51;
USLD_P;2014;010789717;010008407;MEDCH;2;0;0.92;
USLD_P;2014;010789717;010008407;N2210;4;0;3.58;
USLD_P;2014;010789717;010008407;N2410;0;0;0.09;
USLD_P;2014;010789717;010008407;N2510;4;0;4.44;
USLD_P;2014;010789717;010008407;NAUT;2;0;1.15;
USLD_P;2014;020000089;020000022;MEDCH;;1;0.5;0
USLD_P;2014;020000089;020000022;N2210;6;;6.32;0
USLD_P;2014;020000089;020000022;N2510;11;4;14.79;0
USLD_P;2014;020000089;020000022;N3120;;;0.03;1
USLD_P;2014;020000089;020000022;NAUT;13;4;11.79;0
USLD_P;2014;020000162;020000063;M1320;0;2;0.7;1
USLD_P;2014;020000162;020000063;MEDCH;0;2;0.7;1
USLD_P;2014;020000162;020000063;N2210;10;1;9.37;0
USLD_P;2014;020000162;020000063;N2460;0;1;0.37;0
USLD_P;2014;020000162;020000063;N2470;1;0;0.51;0
USLD_P;2014;020000162;020000063;N2510;32;3;32.55;0
USLD_P;2014;020000162;020000063;NAUT;19;8;19.6;0
USLD_P;2014;020000535;020000287;MEDCH;;2;0.99;1
USLD_P;2014;020000535;020000287;N2210;6;3;7.74;1
USLD_P;2014;020000535;020000287;N2410;;1;0.2;1
USLD_P;2014;020000535;020000287;N2460;;1;0.2;1
USLD_P;2014;020000535;020000287;N2510;16;4;18.7;1
USLD_P;2014;020000535;020000287;NAUT;5;9;8.55;1
USLD_P;2014;020004677;020000261;M1320;;2;0.64;1
USLD_P;2014;020004677;020000261;MEDCH;;2;0.64;1
USLD_P;2014;020004677;020000261;N2210;11;4;12.05;0
USLD_P;2014;020004677;020000261;N2410;2;1;2.75;1
USLD_P;2014;020004677;020000261;N2510;19;8;18.38;0
USLD_P;2014;020004677;020000261;NAUT;1;;1;1
USLD_P;2014;020005476;020000253;M1320;1;1;0.57;0
USLD_P;2014;020005476;020000253;MEDCH;2;2;1.2;0
USLD_P;2014;020005476;020000253;N2210;14;2;14.78;0
USLD_P;2014;020005476;020000253;N2410;0;1;0.24;0
USLD_P;2014;020005476;020000253;N2510;16;0;13.79;0
USLD_P;2014;020005476;020000253;N3120;0;1;0.2;0
USLD_P;2014;020005476;020000253;NAUT;15;9;11.14;0
USLD_P;2014;020009684;020002085;MEDCH;1;2;1.1;1
USLD_P;2014;020009684;020002085;N2210;4;;3.9;0
USLD_P;2014;020009684;020002085;N2460;1;;0.33;1
USLD_P;2014;020009684;020002085;N2510;13;;13.57;0
USLD_P;2014;020009684;020002085;NAUT;5;;5;0
USLD_P;2014;030000061;030780092;MEDCH;1;;1;0
USLD_P;2014;030000061;030780092;N2210;13;4;16.6;0
USLD_P;2014;030000061;030780092;N2410;;1;0.2;1
USLD_P;2014;030000061;030780092;N2510;52;4;57.2;0
USLD_P;2014;030000061;030780092;N3120;;1;0.2;1
USLD_P;2014;030000061;030780092;NAUT;1;4;3.2;1
USLD_P;2014;030000079;030780100;M1320;1;;1;
