BOR;AN;nofinesset;nofinessej;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2020;910020254;910002773;4567;627;38;3;13;106;93;71;2;6;0;238;67;34515;20433;141;35;62;671;2647;1907;735;;;;1;2;47495;1213;62;12;10;343;145;1;1;1;0.05;1;1;0;;1;;0;0
PSY2;2020;910110071;910110055;4636;43;4;;;188;37;12;2;;;30;2;17022;1805;213;;;8980;959;7825;4;;;;400;;50805;473;2;;;864;45;1;;0;;1;;0;;0;;0;
PSY2;2020;910140037;750720914;143;99;4;0;0;122;68;101;4;;;157;98;16732;8475;370;;;7876;4079;;;;;;;;7;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;910150010;910014919;197;;;;;;;;;;;;;7092;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;910310028;920030269;2737;;;;;;;;;;;;;136753;;;;;;;1832;;;;;;;;;;;;;;0;;0;;1;36.47;0;;0;;0;
PSY2;2020;920000577;920110020;3252;24;9;;11;199;92;24;9;;11;199;92;;;;;;;;;;;;;;;;;;;;;;1;1.1;0;;0;;0;;0;;0;
PSY2;2020;920000650;920150059;172;;;;;;;;;;;;;3154;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;0;0
PSY2;2020;920001096;920001096;1156;;;;;;;;;;;;;26238;;;;;;;6669;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2020;920002177;920804465;7749;73;6;5;0;224;152;55;0;5;0;145;114;26306;3522;1417;62;0;7142;7314;7326;175;5;;;324;166;121667;1245;74;24;;2376;1045;1;0.87;0;;1;26.09;0;;0;;0;0
PSY2;2020;920007408;950140012;240;19;7;;9;149;54;;;;;;;2124;82;518;;210;810;6235;13427;39;17;;;234;7;63336;1222;83;;1644;764;;0;;0;;0;;0;;0;;0;0
PSY2;2020;920007549;920007499;460;0;0;0;0;0;0;0;0;0;0;0;0;20083;0;0;0;0;0;0;2757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;44.8;0;;0;;0;;0;0
PSY2;2020;920027711;940140049;8066;141;8;0;1;380;349;50;5;;1;198;169;28246;4669;495;0;0;8186;10684;7879;246;0;0;0;344;216;96831;1600;36;0;1;1609;917;1;;0;;0;;0;;0;;0;0
PSY2;2020;920030962;920030962;620;;;;;;;;;;;;;46062;;;;;;;2331;;;;;;;;;;;;;;0;;1;17;1;15;0;;0;;0;
PSY2;2020;920100047;750712184;3296;68;1;;;175;15;1266;68;;;2300;90;11473;2706;;;;5370;558;2581;436;;;;513;;22637;1191;68;;;2170;70;1;1;1;0.2;1;4;;;;;;
PSY2;2020;920100062;750712184;3362;13;1;;;101;37;218;23;;;1082;483;13938;438;;;;3671;1534;4597;235;106;;;502;202;22137;208;22;;;979;440;0;;0;;1;28;0;;0;;0;0
PSY2;2020;920120011;750821092;619;;;;;;;;;;;;;4444;;;;;;;;;;;;;;1461;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;920140019;750005068;1221;19;2;;;124;65;21;2;;;137;70;9055;1921;366;;;3974;2492;1725;2;;;;203;83;20532;271;91;;;1515;755;0;;0;;0;;0;;0;;0;0
PSY2;2020;920140027;750720575;1142;;;;;;;;;;;;;20379;;;;;;;4989;;;;;;;12266;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;920170024;940809452;7312;;;;;;;;;;;;;;;;;;;;7312;;;;;;;;;;;;;;0;;0;;0;;;;;;0;0
PSY2;2020;920170081;750721391;181;;;;;;;;;;;;;9;;;;;;;15009;;;;;;;4048;;;;;;;0;;0;;0;;;;;;;
PSY2;2020;920170115;920718053;87;;;;;;;;;;;;;40;;;;;;;5775;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;920310026;920001070;341;;;;;;;;;;;;;21593;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;920310034;920001088;370;;;;;;;;;;;;;11011;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;920310059;920001104;380;;;;;;;;;;;;;14076;;;;;;;5128;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;920690278;920718186;38;;;;;;;;;;;;;0;;;;;;;2920;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;920811635;780140059;2776;;;3;;;;;;6;;;;4373;;;147;;;;5097;;;;;;;38907;;;;;;;0;;0;;1;43.55;0;;0;;0;0
PSY2;2020;930000336;930110069;6324;49;5;0;1;230;50;49;5;0;1;230;50;19841;2115;216;0;43;9928;2158;8843;1051;;;;;;37219;335;;;;1341;;1;2.76;1;2;1;23.75;0;;0;;0;1
PSY2;2020;930000344;930140025;26913;380;39;1;1;1121;871;430;41;1;1;1208;1057;94582;15326;3870;2;23;29783;24783;23906;247;68;0;0;163;141;321169;3145;470;0;0;2852;1359;1;4.74;1;2.87;1;98.54;0;;0;;0;0
PSY2;2020;930001433;930110051;4249;;;;;;;;;;;;;0;;;;;;;;;;;;;;46503;;;;;;;0;;0;;1;14.36;0;;0;;0;
PSY2;2020;930004288;750720922;31;;;;;;;;;;;;;20;;;;;;;3628;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;930020920;920030269;694;3;;;;4;4;;;;;;;38486;107;;;;123;103;3151;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2020;930100037;750712184;2179;;;;;;;;;;;;;;;;;;;;872;;;;;;;17845;;;;;;;0;;0;;0;;;;;;;
PSY2;2020;930310016;440052041;845;13;2;;;189;60;14;2;;;233;69;45893;1182;166;;;12150;4217;4198;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;930817465;930712716;41;;;;;;;;;;;;;;;;;;;;4878;;;;;;;22;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2020;940000573;940110018;1095;;;2;;;;;;2;;;;;;;;;;;3719;;;9;;;;52289;;;;;;;1;2.6;0;;1;5.8;0;;0;;0;0
PSY2;2020;940000599;940110042;2603;19;1;0;0;55;8;28;1;0;0;63;8;4127;1089;0;0;0;1333;105;1772;0;0;0;0;0;0;12607;442;60;0;0;8;0;1;2;0;;0;;0;;0;;0;0
PSY2;2020;940000607;940140015;1796;;;106;;;;;;101;;;;9898;;;77;;;;6180;;;29;;;;14774;;;0;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;940000615;940140023;5691;150;8;0;0;485;245;151;8;0;0;505;260;45901;7776;168;0;0;14228;8646;2798;157;12;0;0;114;51;68481;2064;18;0;0;3241;1515;1;0.69;0;;0;;0;;0;;0;0
PSY2;2020;940000631;940140049;12673;257;32;1;92;567;715;257;37;1;84;657;475;68929;21998;5989;1;5115;17887;27698;29447;1031;6;0;0;508;273;137377;800;18;0;18;678;652;1;2;1;3;0;;1;151.76;1;39.43;1;0
PSY2;2020;940016868;940016819;5141;27;0;1;0;98;54;28;0;2;0;111;57;5902;438;0;41;0;1169;404;6093;0;0;0;0;0;0;104985;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2020;940021157;750005068;108;;;;;;;;;;;;;;;;;;;;2760;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;940100027;750712184;6517;50;1;1;;326;130;57;1;1;;381;153;13175;2680;;16;;14703;5108;3462;8;;;;211;8;51815;771;1;;;1892;501;1;3.5;0;;1;0.5;0;;0;;0;0
PSY2;2020;940100035;750712184;698;;;;;;;;;;;;;12971;;;;;;;1381;;;;;;;;;;;;;;0;;1;29.2;0;;0;;0;;0;0
PSY2;2020;940100043;750712184;3385;;;;;;;;;;;;;10037;;;;;;;1504;;;;;;;10634;;;;;;;1;0.5;0;;0;;0;;0;;0;0
PSY2;2020;940100068;750712184;1064;17;;;;82;72;463;;;;816;1299;6151;802;;;;3318;3947;697;0;;;;0;134;12336;441;;;;728;1185;1;0.25;1;0.25;0;;0;;0;;0;0
PSY2;2020;940120017;750821092;193;;;;;;;;;;;;;6902;;;;;;;292;;;;;;;9839;;;;;;;1;2;0;;0;;0;;0;;0;0
PSY2;2020;940170012;940000672;75;;;;;;;;;;;;;;;;;;;;9169;;;;;;;1163;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;940170137;750721391;65;;;;;;;;;;;;;25;;;;;;;5066;;;;;;;1933;;;;;;;0;;0;;0;;;;;;;
PSY2;2020;940310014;940000979;1283;;;;;;;;;;;;;47682;;;;;;;2877;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;940310022;940022163;1365;;;;;;;;;;;;;37463;;;;;;;4778;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;940721400;940721400;3092;;;;;;;;;;;;;5783;;;;;;;;;;;;;;42912;;;;;;;;;0;;0;;0;;0;;0;0
PSY2;2020;940807654;940807654;32;;;;;;;;;;;;;2253;;;;;;;2773;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;950000307;950110015;157;19;;0;0;122;26;20;;;;131;33;8652;1097;;;;5526;1104;8265;27;;;;;;27954;41;;;;;;1;2;0;;1;37.6;0;;0;;0;0
PSY2;2020;950000323;950013870;5289;20;2;;1;167;68;18;2;;1;164;83;26446;912;141;;20;7675;2706;7112;263;;;;126;233;49507;218;;;;189;72;1;2.8;1;23.85;1;30.5;0;;0;;0;0
PSY2;2020;950000331;950110049;4928;175;10;0;0;628;284;11;2;0;0;210;90;10281;966;181;0;0;6083;2831;17931;207;0;0;0;209;0;49412;253;18;0;0;1245;469;1;1.5;0;;1;47.7;0;;0;;0;0
PSY2;2020;950000364;950110080;4470;21;2;;2;148;33;21;2;;2;148;33;19695;2260;75;;22;5929;1399;7011;;;;;;;4179;;;;;;;1;2;0;0;1;1;0;;0;;0;0
PSY2;2020;950000398;950140012;768;48;7;;;99;75;77;24;;;188;106;33280;7013;1510;;;7649;5402;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;950002568;920030269;1971;;;;;22;;;;;;22;;98054;;;;;818;;8562;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2020;950006908;750719270;192;;;;;;;;;;;;;24947;;;;;;;156;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;950150052;750720575;194;;;;;;;;;;;;;16294;;;;;;;1249;;;;;;;589;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2020;950300301;950000562;475;;;;;;;;;;;;;11476;;;;;;;1483;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;950310029;950008938;308;;;;;;;;;;;;;23757;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;950787119;950802405;20;;;;;;;;;;;;;3206;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2020;950787135;950001370;2395;12;3;;;127;30;12;3;;;127;30;11139;957;365;;;4875;2026;2617;910;478;;;42;6;14405;36;20;;;288;;1;2;0;;1;3.25;0;;0;;0;0
PSY2;2020;950805671;950803387;10;;;;;;;;;;;;;3650;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;970100111;970100343;27;;;;;;;;;;;;;1657;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;970100251;970100467;554;;;;;;;;;;;;;10575;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;970100400;970100186;113;1;0;0;0;38;26;2;0;0;0;38;26;1745;49;0;0;0;587;402;0;0;0;0;0;0;0;8415;38;0;0;0;912;451;;;;;;;0;;0;;0;0
PSY2;2020;970100475;970100277;10349;82;13;0;35;574;138;57;6;0;32;670;125;33082;5088;2830;0;752;22593;4644;10774;64;60;0;0;3;0;85703;249;24;0;0;406;22;1;2.47;0;;0;;0;;1;12.17;0;0
PSY2;2020;970200069;970202180;493;59;12;1;24;457;149;68;13;1;28;568;165;68730;5804;2588;31;767;20677;6806;5779;;;;;;;84005;288;;;;180;19;0;;0;;1;;0;;0;;0;0
PSY2;2020;970209714;970210225;427;;;;;;;;;;;;;16492;;;;;;;3051;;;;;;;;;;;;;;0;;0;;0;;;;;;;
PSY2;2020;970211215;970211207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;0;;0;;1;17.76;0;0
PSY2;2020;970300026;970302022;356;41;2;;11;235;94;50;2;;17;299;94;14501;1891;767;;155;6829;3398;;;;;;;;;;;;;;;1;4;0;;1;27.5;0;;0;;0;0
PSY2;2020;970300083;970302121;111;;;;;;;;;;;;;2627;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;0;0
PSY2;2020;970400016;970411005;17470;55;3;1;12;571;389;51;2;1;11;621;444;40835;4316;522;;124;14583;8283;7734;193;;;;29;25;120257;32;;1;4;570;340;1;6.78;1;7.07;1;9.59;0;;1;27.49;0;0
PSY2;2020;970400057;970408589;9657;69;32;13;10;358;48;;;;;;;16099;1183;34;8;355;8061;1168;5578;76;;;;162;20;62091;644;105;46;8;1846;216;1;;1;;1;;0;;0;;0;0
PSY2;2020;970408753;970408746;542;;;;;;;;;;;;;23472;;;;;;;8666;;;;;;;;;;;;;;0;;0;;1;15.79;0;;0;;0;0
PSY2;2020;970467155;970467148;613;;;;;;;;;;;;;35946;;;;;;;11131;;;;;;;;;;;;;;0;;0;;1;27.26;0;;0;;0;0
PSY2;2020;980500011;980500003;151;10;;;;56;3;17;;;;74;4;1745;730;;;;289;29;;;;;;;;;;;;;;;1;1.5;0;;0;;0;;0;;0;0
PSY2;2019;010000495;010783009;15288;79;11;0;26;488;159;86;8;;44;428;167;55716;5683;1938;;341;18867;3851;9034;59;;;;283;86;157938;961;39;;34;3215;307;1;4.14;1;10.3;0;;0;;0;;0;
PSY2;2019;010010171;010011559;446;;;;;;;;;;;;;27781;;;;;;;4634;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;020000386;020000600;939;;;;;0;0;;;;;0;0;30795;;;;;0;0;0;;;;;0;0;0;;;;;0;0;0;;0;;0;;0;;0;;0;
PSY2;2019;020000543;020000295;1586;101;2;1;40;214;136;101;2;1;62;260;162;120582;5867;730;15;514;9126;4165;19160;9;0;0;0;0;0;162621;2004;31;0;1139;1830;807;1;5;1;1;0;0.5;1;1;0;;0;
PSY2;2019;020004156;590805065;484;;;;;;;;;;;;;20293;;;;;;;4002;;;;;;;;;;;;;;0;;1;13.24;0;;0;;0;;0;
PSY2;2019;020006664;020000063;3286;28;0;0;0;68;62;209;0;0;0;130;153;12366;2008;0;0;0;1859;2829;10654;200;0;0;0;559;422;24292;3;0;0;0;1;0;1;1.5;1;1.5;0;;0;;0;;0;
PSY2;2019;030000061;030780092;4677;25;0;5;23;119;14;20;0;7;26;130;13;43269;1794;0;160;346;6081;472;12658;182;0;5;2;454;84;48527;217;0;7;0;426;28;1;5.71;1;38.34;1;47.23;0;;0;;0;
PSY2;2019;030000087;030780118;3301;34;;;;203;5;9;;;;139;11;24673;893;;;;7970;99;8783;0;;;;707;7;56542;266;;;;1365;61;0;;1;33.04;1;2.3;0;;0;;0;
PSY2;2019;030000160;030780282;881;;;;;;;;;;;;;127688;;;;;;;0;;;;;;;27639;;;;;;;0;;1;1.3;0;;0;;0;;0;
PSY2;2019;030781637;030780100;206;12;;2;;128;;91;;2;;171;;8188;558;;;;2817;;7232;283;;;;504;;56414;1504;;96;;4987;;1;0.5;1;18.43;1;3.51;0;;0;;0;
PSY2;2019;040000911;040788879;6513;45;1;;3;199;109;38;3;;2;141;74;23202;2005;1061;;239;6592;2970;19499;446;64;;10;240;418;73882;416;;;;1170;569;1;;1;29.37;1;18.07;0;;0;;0;
PSY2;2019;050000132;050007145;994;8;1;;;38;47;9;1;;;42;52;21890;539;7;;;1842;2164;5584;160;;;;72;33;73335;267;152;;;940;1706;0;;0;;0;;0;;0;;0;
PSY2;2019;050000231;050000116;986;;;;;;;;;;;;;6544;;;;;;;3220;;;;;;;15154;;;;;;;;;;;;;0;;0;;0;
PSY2;2019;050000454;050000645;78;;;;;;;;;;;;;9919;;;;;;;;;;;;;;;;;;;;;0;;0;;1;36;0;;0;;0;
PSY2;2019;050000991;050000546;316;;;;;;;;;;;;;13386;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;060000478;060780897;1597;14;4;0;1;83;6;14;4;0;1;94;6;5656;608;405;0;3;2409;92;2104;0;0;0;0;0;0;23051;66;0;0;0;265;0;0;;0;;0;;0;;0;;0;
PSY2;2019;060000510;060780954;6195;61;0;0;0;189;10;29;0;0;0;172;5;17830;1773;0;0;0;4597;34;5030;137;0;0;0;91;0;42790;311;0;0;0;316;28;1;16.9;0;;0;;0;;0;;0;
PSY2;2019;060000544;060780988;4048;45;2;;3;158;11;46;2;;3;186;12;12438;1674;;;6;6003;358;4837;;;;;105;;38524;707;32;;30;1673;59;1;1.64;0;;1;7.52;0;;0;;0;
PSY2;2019;060780442;060000213;564;;;;;;;;;;;;;19278;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;060780525;060000247;636;;;;;;;;;;;;;21986;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;060780541;060000262;729;;;;;;;;;;;;;23939;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;0;
PSY2;2019;060780749;060000395;408;;;;;;;;;;;;;13354;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;060780996;630786754;1255;179;33;14;26;482;102;221;44;15;29;546;104;59267;14633;7051;393;514;26282;4546;23494;627;750;0;0;259;14;160465;7515;1533;93;186;2103;177;1;;1;56.63;1;28.85;1;33.53;1;26.9;0;
PSY2;2019;060781929;060000858;774;;;;;;;;;;;;;28084;;;;;;;2066;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;060785003;060785011;486;45;3;;2;106;16;;;;;;;13283;3158;397;;5;5216;719;6788;514;17;;;663;23;25569;814;118;;;324;20;1;4.5;0;;0;;;;;;0;
PSY2;2019;060800174;;4910;;;0;;;;;;;;;;5436;;;0;;;;10184;;;;;;;43938;;;;;;;1;;0;;1;;;;;;;
PSY2;2019;070005046;260003264;1241;6;;;2;21;17;6;;;2;21;17;;;;;;;;2231;;;;;;;15189;133;;;15;150;201;0;;0;;0;;0;;0;;0;
PSY2;2019;070780317;630786754;10027;77;3;;7;398;190;85;3;;10;444;204;52195;5255;511;;46;18449;4046;17659;217;;;;455;313;82857;413;;;11;1143;559;1;0.78;1;38.02;0;;0;;0;;0;
PSY2;2019;080000318;080000086;7291;31;2;1;11;226;238;32;2;1;17;238;267;47659;1069;402;12;143;7472;5838;17229;157;8;;;444;159;81159;636;59;20;;2569;1708;1;0.55;1;36.73;1;5;0;;0;;0;
PSY2;2019;090000183;090781816;4798;59;2;0;4;158;65;45;5;0;2;134;63;20288;2955;351;0;9;6771;2613;6590;254;260;0;0;468;286;42145;621;49;0;0;853;66;1;;1;0.86;1;2;0;;0;;0;
PSY2;2019;100000108;100000033;8741;68;10;3;13;211;55;49;10;3;9;183;46;45586;2642;618;43;46;7309;1538;11699;1078;458;0;;844;427;101773;2068;48;0;200;2421;542;1;1.1;1;40.38;1;23.66;0;;0;;0;
PSY2;2019;110002953;110780137;375;14;0;0;0;106;17;21;;;;74;19;9436;1164;;;;3574;784;3704;;;;;;;;;;;;;;1;;0;;1;;0;0;0;0;0;
PSY2;2019;110780152;110000064;404;;;;;;;;;;;;;25148;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;110786324;;7070;90;;;;235;43;60;;;;198;37;36332;3446;;;;9510;1600;12397;152;;;;142;;60137;810;;;;1272;123;1;1.1;1;3.73;1;29.64;0;;0;;0;
PSY2;2019;120000039;120780044;1605;;;1;;;;;;1;;;;1976;;;35;;;;3311;;;;;;;17459;;;;;;;0;;0;;1;;0;;0;;0;
PSY2;2019;120004569;120004528;1817;;;;;;;;;;;;;7565;;;;;;;7028;;;;;;;30565;;;;;;;1;1.8;0;;1;3.9;0;;0;;0;
PSY2;2019;120780283;630786754;9272;68;2;;6;240;209;34;2;;4;230;202;73651;1319;429;;36;6923;4911;12525;112;47;;;153;30;125119;3593;51;;32;2433;842;0;;1;5.95;0;;0;;0;;0;
PSY2;2019;130000235;130780554;11059;94;6;4;30;282;157;116;16;6;51;328;175;53673;8195;3279;154;406;10883;4625;24624;298;551;0;0;312;47;226062;2652;2000;13;31;2457;1025;1;2.77;0;;1;26.4;0;;0;;0;
PSY2;2019;130000433;130781131;18938;174;2;1;59;601;247;254;2;2;88;918;354;66129;5286;725;44;438;18270;7834;21544;279;;;;1249;324;205184;2101;;1;1951;4177;1020;1;2.54;1;25.09;1;29.26;0;;1;30.57;0;
PSY2;2019;130002496;130786494;9315;64;7;1;18;213;128;123;12;1;16;228;139;29988;2441;812;0;102;4498;3155;27647;708;37;0;0;402;18;202553;2128;99;9;29;2375;1162;1;2.23;1;7.06;1;21.54;0;;;;0;
PSY2;2019;130002827;130789274;3257;17;;;;49;16;7;;;;14;3;7746;9;;;;25;10;2567;;;;;;;44812;14;;;5;151;17;1;;1;0.2;1;9.5;0;;0;;0;
PSY2;2019;130780273;130000151;392;;;;;;;;;;;;;24936;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;130780521;130786049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;
PSY2;2019;130781065;130000417;737;0;0;0;0;0;0;0;0;0;0;0;0;26242;0;0;0;0;0;0;4535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;
PSY2;2019;130781479;130000599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.5;0;;0;;0;;0;;0;
PSY2;2019;130781594;130010648;202;;;;;;;;;;;;;31403;;;;;;;893;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;130783236;130786049;1091;52;7;0;19;165;67;56;7;0;19;173;71;22446;2818;439;0;264;5985;2304;7782;149;52;0;0;2;0;83660;359;2;0;67;1240;539;0;;0;;0;;0;;0;;0;
PSY2;2019;130783764;920030269;1375;;;;;;;;;;;;;97027;;;;;;;3377;;;;;;;;;;;;;;0;;1;;0;;0;;0;;;
PSY2;2019;130784085;920030921;1170;;;;;;;;;;;;;77444;;;;;;;9613;;;;;;;;;;;;;;0;;0;;1;28.35;0;;0;;;
PSY2;2019;130784234;130786049;1001;52;1;0;23;194;53;49;1;0;24;211;58;15205;3751;298;0;743;7444;2581;7666;354;0;0;203;134;0;135278;12;0;0;6;101;0;0;;0;;1;43.13;0;;1;;0;
PSY2;2019;130784291;130001696;446;;;;;;;;;;;;;29490;;;;;;;;;;;;;;;;;;;;;0;;0;;1;27.64;0;;0;;0;
PSY2;2019;130784606;130001860;1035;;;;;;;;;;;;;74173;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;130784697;130001902;294;;;;;;;;;;;;;35887;;;;;;;11937;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;130786015;130002322;229;;;;;;;;;;;;;31334;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;130786742;750821092;1581;;;;;;;;;;;;;8008;;;;;;;1385;;;;;;;;;;;;;;1;3;;;;;0;;0;;0;
PSY2;2019;130786890;130001688;78;;;;;;;;;;;;;2304;;;;;;;2716;;;;;;;;;;;;;;0;;0;;1;22.78;0;;0;;0;
PSY2;2019;130786973;130002702;234;;;;;;;;;;;;;26754;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;0;
PSY2;2019;130790157;130789316;6840;50;11;0;0;245;41;9;3;0;0;131;33;15789;1785;541;0;0;8199;1123;12623;264;0;0;0;775;19;77864;1045;146;0;0;3316;477;1;6.54;1;4;1;0.62;0;;0;;0;
PSY2;2019;130798002;130004807;1004;;;;;;;;;;;;;73263;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;130804032;;49;;;;;;;;;;;;;;;;;;;;1866;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;130806011;750720534;395;;;;;;;;;;;;;23974;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;140000209;140000100;4601;35;;;;30;10;125;;;;90;51;11308;197;;;;1495;512;760;219;;;;17;9;34967;15;;;;1;27;1;;0;;1;;1;16.7;0;;0;
PSY2;2019;140000233;140000118;30;2;;;;;;1;;;;;;;;;;;;;2477;163;;;;;;582;19;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;140000373;140000159;1136;8;;1;;7;2;;;;;;;1611;120;;;;;;626;;;;;2;;5232;39;;3;;18;8;1;;0;;0;;0;;0;;0;
PSY2;2019;140000456;140000316;16240;150;7;;61;235;210;155;8;;82;258;244;65581;13544;1030;;503;7882;6387;27067;2174;67;;1;874;378;129816;1688;244;;12;786;355;1;2;1;2.76;1;19.17;0;;1;24.8;0;
PSY2;2019;140004136;140000092;3309;19;;;;32;16;5;;;;28;16;10279;331;;;;514;162;9233;75;;;;;;44207;187;;;;24;;1;;0;;0;;0;;0;;0;
PSY2;2019;140004383;140000100;1418;;;;;;;;;;;;;2779;;;;;;;1021;;;;;;;12191;;;;;;;1;;0;;1;;0;;0;;0;
PSY2;2019;150000040;150780096;4359;37;;;;140;61;21;;;;150;64;25710;718;;;;5283;2245;16375;317;;;;1416;572;47721;639;;;;1244;163;1;10.4;1;1;0;;0;;0;;0;
PSY2;2019;150780773;150780088;739;5;;;;36;0;3;;;;30;0;4302;37;;;;1347;0;1854;223;;;;1039;0;6151;28;;;;170;0;1;0.02;0;;0;;0;;0;;0;
PSY2;2019;150780823;150780096;138;;;;;;;;;;;;;1881;;;;;;;17423;;;;;;;;;;;;;;1;0.49;;;0;;0;;0;;0;
PSY2;2019;150782944;150002566;63;;;;;;;;;;;;;8882;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;160000345;160000501;1087;97;5;0;8;240;147;109;5;0;10;268;169;64227;5755;1283;0;52;5503;2558;;;;0;0;0;0;100651;1243;42;0;26;1751;942;1;0.63;1;1.3;1;13.2;0;;0;;0;
PSY2;2019;160008231;160001038;460;;;;;;;;;;;;;14094;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2019;170000103;170780175;1196;12;0;0;1;40;6;13;0;0;1;49;9;7365;1713;0;0;8;2389;111;2005;0;0;0;0;0;0;5316;14;0;0;0;12;0;1;1.88;0;;1;21.6;0;;0;;0;
PSY2;2019;170020994;170780175;4192;9;0;0;0;13;1;9;0;0;0;13;1;0;0;0;0;0;0;0;6309;0;0;0;0;0;0;40243;604;0;0;0;389;43;0;;0;;0;;0;;0;;0;
