BOR;AN;nofinesset;nofinessej;STRUCTURE;CONS_PSY_INT;ACT_INF_INT;CONS_MED_INT;CONS_MED_INT_HORSPSY;CONS_MED_INT_PSY;CONS_IDE_INT;CONS_TOT_INT;CAS_RSP_INT;FILACT_INT;dt_NOUV_INT;CONS_PSY_EXT;ACT_INF_EXT;CONS_MED_EXT;CONS_MED_EXT_HORSPSY;CONS_MED_EXT_PSY;CONS_IDE_EXT;CONS_TOT_EXT;CAS_RSP_EXT;FILACT_EXT;dt_NOUV_EXT;CONS_PSY18;ACT_INF18;CONS_MED18;CONS_MED18_HORSPSY;CONS_MED18_PSY;CONS_IDE18;CONS_TOT18;CAS_RSP18;FILACT18;dt_NOUV18;SEJ;HOSP;CAS_RCP;EFFPL_PM;EFFPL_PMDOU;EFFPL_IDE;EFFPL_IDEDOU;EFFPL_PSY;EFFPL_PNMAUT;EFFPA_PM;EFFPA_PMDOU;EFFPA_IDE;EFFPA_IDEDOU;EFFPA_PSY;EFFPA_PNMAUT;EFFPA1_PM;EFFPA1_PMDOU;EFFPA1_IDE;EFFPA1_IDEDOU;EFFPA1_PSY;EFFPA1_PNMAUT;EFFPA2_PM;EFFPA2_PMDOU;EFFPA2_IDE;EFFPA2_IDEDOU;EFFPA2_PSY;EFFPA2_PNMAUT;EFFPA3_PM;EFFPA3_PMDOU;EFFPA3_IDE;EFFPA3_IDEDOU;EFFPA3_PSY;EFFPA3_PNMAUT;ETP_PM;ETP_PMDOU;ETP_IDE;ETP_IDEDOU;ETP_PSY;ETP_PNMAUT
DOULEUR;2020;330000340;330780552;Centre;;;0;;;;;;;;125;326;449;449;;326;900;;312;;;;54;54;;5;59;;8;;0;0;;;;;;;;3;3;1;;1;0;;;;;;0;;;1;;1;0;3;3;;;;0;1.38;1.38;0.38;;0.33;0.84
DOULEUR;2020;330000555;330781204;Consultation;1;;4;4;;3;8;;17;;714;512;696;696;;552;1962;;489;;;;0;;;;;;;;0;0;;1;1;;;;;1;1;1;1;1;1;;;;;;;;;;;;;1;1;1;1;1;1;1.05;1.05;0.8;0.8;0.8;0.8
DOULEUR;2020;330000597;330027509;Consultation;0;4;3;3;;4;7;;;;499;541;933;933;0;0;1432;35;467;192;0;2;1;1;;;1;;;;0;0;;;;1;;;;1;;;;1;3;;;;;;1;;;;;;;1;;;;1;2;0.5;;1;;0.8;1.73
DOULEUR;2020;330000605;330781253;Consultation;;;34;34;;2;36;;28;21;368;;1162;1162;;499;2029;;619;373;2;;6;6;;9;17;;5;4;0;0;;2;1;0;;0;0;0;0;1;;1;1;0;0;;;;;0;0;;;;;0;0;1;;1;1;2;1;0.46;;0.51;0.65
DOULEUR;2020;330000662;330781329;Centre;;;0;;;;;;;;;;1333;1333;;;1333;4;666;143;;;0;;;;;;;;65;47;100;;;;;;;3;;1;;2;2;1;;;;;2;1;;;;1;;1;;1;;1;;1.2;;0.5;;0.4;0.15
DOULEUR;2020;330780529;330796392;Consultation;;;0;;;;;;;;;;845;845;;;845;;;;;;0;;;;;;;;0;0;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;0.2;;;;;
DOULEUR;2020;330781360;330781196;Centre;4;0;13;13;0;9;26;;;;144;440;3198;3090;108;120;3462;173;1846;908;148;68;447;447;0;129;724;12;212;89;3;3;135;2;;2;;;2;4;;1;;2;3;1;;;;;;2;;;;;;1;;1;;2;3;3.55;;2.5;;1.6;2.89
DOULEUR;2020;340000033;340780055;Centre;;;0;;;;;;;;329;1745;1227;1227;;;1556;10;1023;;;;0;;;;;;;;0;0;;;;1;;;1;4;;;;1;1;2;;;;;;1;;;;;;1;;;;1;1;1.05;;1;;0.75;1.5
DOULEUR;2020;340000207;340780493;Consultation;95;63;189;143;46;107;391;130;107;34;176;1129;835;673;162;879;1890;150;432;275;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;2;;;3;2;;0;;;0;1;;;;;;;;;;;;1;;;;;;0.88;;1.5;;;0.58
DOULEUR;2020;340000223;340011295;Consultation;1;45;85;85;0;45;131;1;80;78;381;299;1269;1221;48;525;2175;109;459;210;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;2;2;2;2;1;2;;;;;;1;;;;;;;2;2;2;2;1;1;1.2;1.2;0.63;0.63;0.51;0.69
DOULEUR;2020;340780675;340000298;Centre;28;163;270;270;0;165;463;52;;;701;622;1910;1910;0;510;3121;275;768;546;13;0;6;6;0;0;19;4;2;2;31;28;;1;1;;;;;2;1;1;1;2;1;1;;;;;;1;1;;;;;;;1;1;2;1;1.5;1.4;0.6;0.6;1.2;0.7
DOULEUR;2020;340782036;340780477;Centre;;19;194;159;35;;194;;153;85;;1142;4295;3947;348;;4295;;2340;1318;;;0;;;;;;;;1318;702;;9;9;4;;2;3;1;1;2;;;;1;1;;;;;;;;;;;;;2;;;;4.37;4.37;5.49;;0.8;2.13
DOULEUR;2020;350000139;350001137;Centre;;;0;;;;;;;;470;1367;2491;2264;227;;2961;;951;;;;0;;;;;;;;444;290;;;;1;;;;4;4;2;;1;3;;;;;;;3;3;1;;;1;1;1;1;;1;2;1.31;1.31;1.49;;0.68;3.02
DOULEUR;2020;350000147;350000022;Consultation;0;0;0;0;0;0;0;0;0;0;693;1020;1534;1534;0;1020;3247;300;675;350;5;10;10;10;0;10;25;5;5;5;323;172;49;1;1;1;1;0;1;1;1;1;0;2;0;0;0;;;;;0;0;;;2;;1;1;1;;;;1.19;1.19;1.4;1;0.43;1
DOULEUR;2020;350000741;350005179;Centre;;;0;;;;;;;;441;300;2224;2207;17;1002;3667;53;921;446;262;;762;762;;226;1250;30;394;216;294;139;142;6;;0;;0;1;0;;2;;1;0;;;;;;;;;;;;;;;;;;;1.85;;2.55;;0.24;1.12
DOULEUR;2020;350002812;350023503;Consultation;376;597;225;225;;597;1198;;53;41;199;133;708;708;;133;1040;;323;163;0;0;0;0;;0;0;;0;0;0;0;379;0;0;0;0;0;;5;3;3;3;3;6;3;2;0;0;3;2;1;0;1;1;0;4;1;1;2;2;0;0;1.15;0.65;1.4;1.2;0.3;1.37
DOULEUR;2020;360000137;360000053;Consultation;0;;21;21;;20;41;8;20;20;243;;1268;1268;;873;2384;234;577;235;1;;4;4;;5;10;1;4;4;0;0;69;1;1;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;1;1;1;1;1;;0.64;0.8
DOULEUR;2020;370000531;370000606;Consultation;;;0;;;;;;;;290;1304;981;981;0;;1271;0;586;200;;;0;;;;;;;;0;0;0;2;3;3;1;1;1;0;2;0;0;0;0;;0;;;;;;;;;;;;;;;;;0.6;0.54;1.33;0.5;0.33;0.5
DOULEUR;2020;370000861;370000481;Centre;4;;191;190;1;;195;;;;356;473;2535;2322;213;;2891;500;1433;823;0;10;0;;;;0;;90;90;0;0;600;3;;0;;;1;2;;2;;1;;2;;;;;;;;;;1;;;;2;;;;2.91;;1.5;;0.27;1.04
DOULEUR;2020;380000018;380780023;Consultation;526;4;88;0;88;;614;;;;247;326;655;550;105;;902;;;;;;0;;;;;;;;0;0;10;;;;;;;1;1;;1;2;2;;;;;;;;;;;;1;1;1;;1;2;1;0.6;0.6;;0.5;1.1;0.7
DOULEUR;2020;380000034;380780049;Consultation;;;135;135;;;135;;;;213;;1521;1451;70;635;2369;;828;341;;;0;;;;;;;;0;0;;0;0;0;0;0;0;5;3;1;1;1;1;2;0;0;0;0;0;2;2;0;0;0;1;1;1;1;1;1;0;1.59;1.39;0.52;0.52;0.5;0.2
DOULEUR;2020;380000067;380780080;Centre;;;699;699;;;699;;;;704;1010;6139;6112;27;6843;13686;200;2180;802;;;527;527;;;527;60;120;;0;0;;1;;;;;1;5;;3;;2;2;;;0;;0;0;3;;0;;0;1;2;;3;;2;1;4.26;;2.11;;1;2
DOULEUR;2020;380000174;380781435;Consultation;54;109;126;126;;109;289;;59;;407;635;3232;3232;;635;4274;;434;147;0;0;0;0;;0;0;;0;0;0;0;30;0;;;;;;3;2;1;1;1;3;0;;;;;1;1;1;;;;;2;1;1;1;1;2;1.02;0.57;0.8;0.8;0.5;1.15
DOULEUR;2020;380000406;380780080;Consultation;;;0;;;;;;;;765;1052;1663;1648;15;516;2944;90;680;571;;;0;;;;;;;;0;0;130;;;1;;;1;3;;;;2;;2;;;;;;1;;;;;;;;;;;;0.5;;1.22;;0.8;0.7
DOULEUR;2020;380012658;380012609;Centre;0;0;319;319;0;30;349;55;250;250;967;0;3968;3484;484;1496;6431;91;1571;339;0;0;0;0;0;0;0;0;0;0;80;69;64;2;2;1;1;0;1;4;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;1;0;3;2;1;1;1;1;3.5;2.9;1.8;1.8;1;1.5
DOULEUR;2020;390000040;390780146;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;1;;;;;;;;3;;1;2;;;;;;1;;;1;;;;;;2;;1;1;1;;1.9;;0.5;1.12
DOULEUR;2020;390000065;390780161;Consultation;;;105;105;;;105;;69;69;;;456;456;;;456;;226;169;;;0;;;;;;;;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;;;;
DOULEUR;2020;400000105;400780193;Consultation;1;36;26;26;;;27;;24;24;598;1646;1489;1489;;;2087;;640;383;;;0;;;;;;;;0;0;;;;1;;0;0;2;;1;1;2;1;1;;;;;;;;;;1;;1;;1;1;1;1;0.85;;1.5;0.5;0.66;0.75
DOULEUR;2020;400000139;400011177;Consultation;0;15;78;78;0;11;89;15;28;1;458;104;2013;2013;0;213;2684;45;809;202;0;1;0;0;0;1;1;1;0;0;0;0;8;;;;;;;3;2;;;;;0;0;;;;;1;1;;;;;2;1;;;;;1.83;1;;;;
DOULEUR;2020;410000020;410000087;Consultation;6;;368;368;;;374;;101;;1352;994;2876;2876;0;;4228;800;1708;493;;;0;;;;;;;;0;0;15;1;;1;1;1;0;2;;2;1;1;1;0;;1;0;0;0;0;;0;0;0;1;2;;1;1;1;0;2.4;;1.6;1.5;1.5;0.25
DOULEUR;2020;420000010;420780033;Consultation;;6;8;8;;6;14;;;;864;580;1995;1994;1;716;3575;312;982;223;;;13;13;;;13;;;;0;0;10;0;0;2;;;1;5;0;;1;2;;3;0;;;;;1;0;;;;;1;0;;1;2;;1.42;0;0.93;0.5;1.01;0.91
DOULEUR;2020;420000226;420013831;Consultation;25;0;0;0;0;0;25;0;0;0;194;2015;1407;1407;0;226;1827;25;420;145;0;0;0;0;0;0;0;0;0;0;0;0;25;0;;1;;0;0;4;;1;;1;1;2;;;;0;0;2;;1;;0;0;;;0;;1;1;0.62;;1.25;;0.5;0.65
DOULEUR;2020;420785354;420784878;Centre;;22;260;216;44;;260;44;108;;1129;429;6405;5570;835;1336;8870;468;2829;1227;42;28;274;267;7;80;396;28;85;28;667;250;118;5;;2;0;1;4;5;;3;0;2;1;0;;1;0;1;0;2;;0;0;0;1;3;;2;0;1;0;3.6;;2.92;0;1;3.33
DOULEUR;2020;430000117;430000018;Consultation;16;77;148;148;0;0;164;0;88;88;499;112;1027;1027;0;387;1913;71;478;137;4;0;10;10;0;0;14;0;7;2;0;0;27;1;0;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1.43;0.6;0.69;0.69;0.46;1.11
DOULEUR;2020;430000299;430000059;Consultation;;;0;;;;;;;;10;;21;21;;10;41;;21;6;;;0;;;;;;;;0;0;;;;;;;;1;;1;;1;;1;;1;;1;;;;;;;;;;;;;;0.01;;0.05;;0.05;
DOULEUR;2020;430000307;430000067;Consultation;;;2;2;;;2;;;;97;5;27;27;;8;132;;;;;;0;;;;;;;;0;0;;;;;;;;;;;1;1;1;;;;1;1;1;;;;;;;;;;;;;;;;0.04;0.1;0.04
DOULEUR;2020;440000016;440000057;Consultation;1;7;31;31;0;7;39;;30;11;466;333;2286;2239;47;333;3085;164;1225;507;0;6;25;24;1;6;31;;24;11;0;0;65;2;;;;;;5;;3;2;2;3;4;;1;;;;1;;1;1;1;;;;1;1;1;3;1.86;;1.2;1.3;0.8;1.92
DOULEUR;2020;440000271;440000289;Centre;;;0;;;;;;;;155;;1547;1547;;;1702;;1175;987;1;;240;240;;;241;;140;105;0;0;;5;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2.82;;;;;
DOULEUR;2020;440000412;440000941;Centre;;;0;;;;;;;;1380;811;8840;8840;0;2721;12941;1;4896;1554;;;0;;;;;;;;1158;831;287;3;3;2;2;;;5;3;4;2;4;5;;;;;;;2;1;1;;4;2;3;2;3;2;;3;5.2;4.4;7.68;3.65;2.3;3
DOULEUR;2020;440000453;440000289;Consultation;;;0;;;;;;;;;;245;243;2;;245;;;;;;0;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2020;440001113;490017258;Centre;;;230;230;;;230;;;;;;1898;1898;;;1898;;697;395;;;0;;;;;;;;0;0;;;;;;;;6;5;3;3;1;4;1;1;;;1;1;4;3;2;2;;3;1;1;1;1;;;1.4;1.2;1;1;0.15;1.15
DOULEUR;2020;440017598;440000289;Centre;;;0;;;;;;;;370;282;3631;3276;355;282;4283;;2020;865;0;;12;8;4;3;15;;7;5;739;412;;2;;0;;0;1;1;;2;;1;3;;;;;;;2;;;;;;1;;2;;1;3;0.95;;1.4;;0.5;2.45
DOULEUR;2020;440041580;440041572;Centre;;;20;20;;40;60;;;;91;484;2923;2923;;35;3049;197;1759;1010;;;30;30;;;30;;30;;936;662;400;2;2;;0;;;2;1;37;1;2;9;2;1;37;;2;4;;;;;;3;;;;1;;2;2.4;2.2;4.77;0.8;0.24;2.34
DOULEUR;2020;450002613;450000088;Centre;;;0;;;;;80;584;;;;0;;;;;;;;;;0;;;;;;;;0;0;89;2;;6;;0;0;4;;1;;2;8;0;;1;;1;1;3;;0;;0;0;1;;0;;1;7;3.48;;5.73;;0.44;7.21
DOULEUR;2020;460000110;460780216;Consultation;48;650;303;303;;60;411;259;218;176;260;324;1151;1151;;324;1735;40;680;324;;;8;8;;;8;;;;0;0;259;;;1;;;;2;;;;1;1;;;;;;;;;;;;;2;;;;1;1;1;;1;;0.5;0.5
DOULEUR;2020;470000423;470016171;Consultation;;;32;32;;15;47;20;20;19;105;;866;866;;;971;3;553;341;;;0;;;;;;;;0;0;3;0;;1;;0;0;2;;0;;2;1;;;;;2;;1;;;;;;1;;;;;1;0.87;;1;;0.21;0.5
DOULEUR;2020;490000049;490000031;Centre;0;0;60;60;0;0;60;0;0;0;714;658;2815;2598;217;658;4187;361;1204;382;60;181;374;374;0;181;615;;175;100;0;0;92;0;0;1;1;0;1;9;6;2;2;3;1;5;2;0;0;1;0;2;2;0;0;0;0;2;2;2;2;2;1;2.1;1.47;2.2;2.2;1.1;1.5
DOULEUR;2020;490000155;490017258;Centre;;;178;178;;;178;;;;;;3013;3013;;;3013;;1138;564;;;0;;;;;;;;0;0;123;2;2;;;;;5;4;6;3;1;2;2;1;;;1;;1;1;;;;2;2;2;6;3;;;3.75;3.7;1.5;0.75;0.1;0.8
DOULEUR;2020;490000635;490000676;Consultation;;;19;19;;;19;0;;;141;;299;299;;142;582;0;275;41;;;1;1;;;1;0;1;1;0;0;0;1;;;;;;3;;2;;1;1;2;;;;;;1;;2;;1;1;;;;;;;0.56;;0.51;;0.4;0.41
DOULEUR;2020;500000021;500000054;Consultation;5;;219;219;;71;295;;34;13;513;2146;1764;1710;54;755;3032;100;770;311;;;0;;;;;;;;0;0;32;;;1;;1;0;3;2;0;1;0;1;;;0;;0;0;2;1;0;;0;0;1;1;0;1;0;1;0.83;0.7;0.83;0.5;0.45;0.89
DOULEUR;2020;500000187;500000013;Consultation;;;0;;;;;;;;352;233;1343;1227;116;466;2161;55;819;364;;;0;;;;;;;;0;0;;;;;;;1;2;;;1;;;1;;;;;;;;;;;;1;;;1;;;1.2;;;0.77;0.5;1
DOULEUR;2020;500000450;500000112;Consultation;;100;100;100;;;100;;;;557;533;3631;3631;;;4188;95;1169;239;;;28;28;;;28;1;3;;0;0;96;2;;3;2;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;2;;2.88;1.86;1.2;1.07
DOULEUR;2020;510002447;510000029;Centre;48;4;160;160;;8;216;;;;176;603;1571;1571;;603;2350;;1255;455;;;0;;;;;;;;0;0;72;3;;1;1;1;1;;;0;0;0;0;;;0;0;0;0;;;0;0;0;0;;;0;0;0;0;2.3;;0.8;0.8;0.15;0.93
DOULEUR;2020;520000043;520780057;Consultation;;;62;62;;;62;;;;;;239;239;;;239;;;;;;0;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2020;520000068;520780073;Consultation;0;0;5;5;0;0;5;;;;442;298;778;778;0;448;1668;65;434;265;0;0;1;1;0;0;1;;;;0;0;12;1;1;;;;;;;1;1;1;2;;;;;;;;;;;;2;;;1;1;1;;1;1;0.5;0.5;0.7;0.48
DOULEUR;2020;530000017;530000025;Consultation;;;0;;;;;;;;398;1483;1041;1041;;1992;3431;258;849;445;;;10;10;;;10;;5;5;401;193;;0;;0;1;0;0;0;1;0;2;0;0;0;;0;;0;0;0;;0;1;0;0;0;1;0;1;0;0;0;0.6;0;2.1;0;0
DOULEUR;2020;540001138;540023264;Consultation;15;141;212;212;0;210;437;29;1538;610;703;16;2237;2191;46;408;3348;;;;;;0;;;;;;;;0;0;34;4;;;;1;3;1;;1;;;;1;;;;;;;;;;;;;;1;;;;1.52;;0.8;;1;1.93
DOULEUR;2020;540001286;540003019;Consultation;462;203;2317;2216;101;1894;4673;;552;127;602;75;1460;1398;62;461;2523;40;485;78;;;0;;;;;;;;0;0;;3;3;1;;2;1;4;;2;1;1;1;;;;;;;;;;;;;4;;2;1;1;1;1.9;1.2;1.4;0.7;0.9;0.5
DOULEUR;2020;540002698;540023264;Centre;;;0;;;;;36;;;294;;259;217;42;;553;108;125;67;294;50;259;217;42;48;601;108;125;67;0;0;108;1;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;2;;0.28;;;;0.8;0.3
DOULEUR;2020;550000012;550006795;Consultation;0;79;207;207;0;319;526;56;154;94;207;477;1693;1693;0;335;2235;;867;396;;;7;7;;;7;;;;0;0;14;;1;1;;;;3;3;;;;;;;;;;;2;2;;;;;1;1;;;;;1.13;0.98;0.45;;;0.55
DOULEUR;2020;560000127;560023210;Consultation;7;125;66;66;0;46;119;;70;55;844;62;2437;2437;0;1065;4346;;1051;384;3;0;22;22;0;13;38;;15;10;444;221;66;4;4;0;;0;4;1;1;2;;1;0;0;0;0;;0;0;0;0;0;;0;0;1;1;2;;1;0;1.75;1.75;0.98;;0.96;2.11
DOULEUR;2020;560000143;560014748;Consultation;3;16;70;70;;;73;;;;263;681;1257;1257;;;1520;;688;444;;;0;;;;;;;;276;118;;1;1;;;;;1;1;;1;1;;;;;;;;;;;;;;1;1;;1;1;;1.8;1.8;;0.8;0.6;
DOULEUR;2020;560002933;560026965;Consultation;;;0;;;;;;;;413;77;2021;2021;;;2434;;921;489;;;0;;;;;;;;0;0;;1;1;1;1;;2;11;5;1;1;2;1;10;4;;;;1;;;;;;;1;1;1;1;2;;1.15;1.15;1.29;1.29;0.76;2.27
DOULEUR;2020;570000281;570005165;Consultation;;;3;3;;;3;;3;;410;;674;674;;;1084;;356;150;;;0;;;;;;;;0;0;;3;;;;0;;0;;;;1;;;;;;;;;;;;;;;;;;1;;0.25;;;;0.8;
DOULEUR;2020;570000901;570000158;Consultation;;;13;12;1;;13;;;;502;374;1669;1379;290;;2171;108;716;309;;;2;2;;;2;;2;;0;0;0;;;;;1;1;3;1;1;1;;;3;;;;;;;;;;;;;1;1;1;;;0.35;0.7;0.8;0.8;0.53;1
DOULEUR;2020;570001099;570023630;Centre;;;0;;;;;;;;;;3512;3512;;;3512;;1789;;;;0;;;;;;;;2206;1021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;9.29;;;4.61
DOULEUR;2020;570026682;570005165;Consultation;;;30;30;;;30;;28;23;462;0;1748;1748;;33;2243;214;835;281;;;0;;;;;;;;0;0;;3;2;1;;;2;0;0;1;;1;;;;;;;;;;;;;;;;1;;1;;2.2;2;1;;0.75;0.9
DOULEUR;2020;590000188;590780334;Centre;142;;1018;594;424;;1160;;252;49;178;;1458;1090;368;;1636;;492;300;2;;0;0;0;;2;;1;1;0;0;57;;;;;;;9;4;1;;1;2;4;2;1;;;;3;;;;1;;2;2;;;;2;1.9;1.1;0.1;;0.2;1
DOULEUR;2020;590000337;590781415;Consultation;0;668;268;268;;281;549;8;95;39;81;165;160;160;;165;406;;125;50;0;13;0;0;;10;10;;;;0;0;27;;;1;1;;;2;;;;1;;;;;;;;2;;;;;;;;;;1;;0.2;;1;1;0.5;
DOULEUR;2020;590000428;590781605;Consultation;;;0;;;;;;;;544;3274;1645;1645;;;2189;;733;313;;;0;;;;;;;;0;0;;1;1;2;2;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;1;1;2;2;;1.09
DOULEUR;2020;590000436;590781621;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;0;0;2;0;1;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0.5;0.5;0.9;0;0.3;0.9
DOULEUR;2020;590000618;590782215;Centre;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;672;583;;11;1;2;0;1;9;3;;4;3;0;1;3;;;;;;;;;;;;;;4;3;0;1;4.21;0.02;4.79;3.07;1;5.68
DOULEUR;2020;590001004;590783239;Consultation;0;0;64;64;0;91;155;1;;;291;159;1802;1802;0;261;2354;172;1060;438;3;2;34;34;0;2;39;6;;;0;0;15;1;1;1;1;;;2;1;;;1;1;1;;;;;;1;;;;;1;;;;;1;;1.3;1.2;1;1;0.5;0.2
DOULEUR;2020;590006607;590780193;Centre;5;1;17;15;2;;22;3;;;237;46;608;502;106;;845;53;389;214;237;46;580;500;80;;817;50;384;214;0;0;5;0;;;;;;2;;;;;;1;;;;;;;;;;;;1;1;1;1;1;1;0.6;;0.5;;;
DOULEUR;2020;590780284;590051801;Consultation;;;37;37;;25;62;;32;;64;;0;;;393;457;;470;;;;0;;;;;;;;0;0;;2;1;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;0.28;0.5;0.5;0.1;
DOULEUR;2020;590796975;590780193;Centre;;;0;;;;;;;;408;;2828;2828;;;3236;115;2070;1225;;;20;20;;;20;;20;;0;0;115;2;2;0;;3;2;11;3;3;;3;1;8;3;3;;;;3;1;;;;;2;1;;;3;3;2.25;1.4;0.3;;2;2.8
DOULEUR;2020;590797353;590051801;Consultation;4;;28;28;;;32;;29;;247;;627;627;;1;875;;508;;;;0;;;;;;;;0;0;30;5;3;2;2;;;;;;;1;2;;;;;;;;;;;;2;;;;;1;;0.9;1.1;0.1;0.1;0.4;0.5
DOULEUR;2020;590801106;590782421;Consultation;;;0;;;;;;;;466;;806;806;0;172;1444;150;654;313;16;;13;13;;;29;;14;5;0;0;150;0;;0;0;0;;3;;1;1;2;;1;;0;0;;;1;;1;1;;;1;;0;0;2;;1.07;;0.32;0.32;1.26;
DOULEUR;2020;590811279;590780193;Centre;;;0;;;;;;;;1258;415;5952;5952;0;1955;9165;405;3036;1017;;;0;;;;;;;;0;0;155;1;;1;;1;1;2;;1;;1;1;;;;;;;;;;;;;2;;1;;1;1;2.19;;2.64;;1.6;2.12
DOULEUR;2020;600000053;600101984;Consultation;;;120;120;;111;231;;84;84;415;152;775;775;;218;1408;;341;159;;;0;;;;;;;;0;0;0;;;;;;;3;;1;;;2;1;;;;;1;1;;;;;1;1;;1;;;;0.8;;0.5;;1;0.23
DOULEUR;2020;600000194;600100713;Consultation;2;11;177;177;;;179;;639;639;622;1307;1393;1393;;;2015;196;743;530;2;2;7;7;;;9;2;5;5;141;78;;0;0;2;0;0;0;5;0;0;0;2;2;1;0;0;0;0;0;2;0;0;0;0;1;2;0;0;0;2;1;1.42;0;2;0;0.9;1
DOULEUR;2020;600000467;600101984;Consultation;;;0;;;;;;;;415;;402;402;;407;1224;;249;163;;;0;;;;;;;;0;0;0;;;;;;;4;;2;;;1;2;;;;;;2;;;;;;;;2;;;1;0.7;;1;;;0.5
DOULEUR;2020;600113476;600100721;Centre;;;0;;;;;;;;;;465;465;;;465;;308;169;;;0;;;;;;2;2;95;56;;0;0;0;0;0;0;1;1;5;1;2;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;3;0;1;0;0.11;0.11;2.2;0.3;0.95;0
DOULEUR;2020;610000051;610780082;Centre;3;4;16;16;;4;23;;7;;472;427;1136;1136;;334;1942;20;510;218;;;1;1;;;1;;;;0;0;58;;;;;1;;0;1;1;;;1;;;;;;;;;;;;;;1;1;;;1;0.9;0.9;1.15;;1;0.8
DOULEUR;2020;610000069;610780090;Consultation;;16;111;111;;142;253;;;;;436;350;350;;342;692;;168;88;;;0;;;;;;;;95;53;0;;;;;;;1;1;1;1;;1;;;;;;;;;;;;;1;1;1;1;;1;0.5;0.5;0.7;0.7;;0.53
DOULEUR;2020;610000119;610780165;Consultation;;;0;;;;;;;;339;84;405;375;30;524;1268;61;141;59;;;0;;;;;;;;0;0;8;1;;2;;;1;1;;;;1;;;;;;;;1;;;;;;;;;;1;;0.29;;1.2;;0.4;0.7
DOULEUR;2020;620000026;620003814;Centre;50;;175;175;;536;761;41;42;40;505;536;2908;2908;;;3413;437;2004;999;45;;65;65;;;110;;;35;1759;1020;777;5;5;9;8;4;13;;;;;;;;;;;;;;;;;;;;;;;;;4;4;8.8;8;3.5;12.5
DOULEUR;2020;620000034;620100057;Consultation;;;0;;;;;;;;399;;1786;1786;;796;2981;255;834;459;9;;37;37;;;46;;;;0;0;75;1;1;1;;;;4;;;;;;3;;;;;;;;;;;;1;;;;;;1.87;1;1;;0.33;
DOULEUR;2020;620000224;620100651;Centre;;1;8;8;;3;11;;1;;195;419;2180;2180;;218;2593;;1126;483;;;7;7;;;7;;3;;418;267;;2;;;;;;2;;;;2;;1;;;;;;1;;;;;;;;;;2;;1.94;;;;0.75;
DOULEUR;2020;620000257;620100685;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;0.8;1
DOULEUR;2020;620000349;620101360;Consultation;13;8;50;50;;20;83;;38;18;108;53;316;316;;12;436;64;200;80;;;0;;;;;;;;37;28;0;;;;;;;1;1;2;1;1;1;;;1;;;;1;1;1;1;1;1;;;;;;;0.45;0.45;0.35;0.3;0.2;0.3
DOULEUR;2020;620000653;620103440;Consultation;0;15;15;15;;;15;;15;15;463;698;1093;1093;;;1556;70;580;353;5;28;12;12;;;17;;8;31;0;0;70;;;1;;;;3;2;1;;1;1;1;;1;;1;1;2;2;;;;;;;;;;;0.77;0.67;1.32;;0.84;0.2
DOULEUR;2020;620100099;620014779;Consultation;;;0;;;;;;;;;462;544;544;;154;698;;;;;;0;;;;;;;;0;0;;;;;;;;2;2;3;3;;;;;1;1;;;2;2;2;2;;;;;;;;;0.4;0.4;0.5;0.5;;
DOULEUR;2020;630000404;630780989;Centre;;;0;;;;;;;;689;;3808;3580;228;388;4885;80;1865;;;;98;98;;;98;;98;;1054;404;7;5;3;;;;2;1;;2;2;1;2;;;;;;;1;;;;;;;;2;2;1;2;2.55;1.8;0.97;0.97;0.8;3.42
DOULEUR;2020;630000420;630781003;Consultation;;;0;;;;;;;;151;246;825;825;;7;983;;435;176;;;0;;;;;;;;0;0;0;;;;;;;1;1;1;1;1;1;;;;;;;;;;;1;;1;1;1;1;;1;0.4;0.4;0.4;0.4;0.25;0.5
