BOR;AN;nofinesset;nofinessej;PN_A1;PN_A2;PN_A3;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A10;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2020;880000054;880007299;2.53;0.1;568;1;0.64;17;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2013;32;31;0;72;;;;;;1;1;;;;0.2;0.2;;0.2;0.1;0;;;;0;;;;0;;;;0;;;1;0.5;1;1.57;926;43;1;901;190;8;2.4;0;;;;
PN;2020;880000062;880780093;1.51;0.8;;1;1;;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;0;;186;126;0;;;;;;;3;1;;2;0;0.42;0.1;;0.93;0.47;0;;;;0;;;;0;;;;0;;;1;0.15;0;;;;1;32;20;;0.5;0;;;;
PN;2020;880000070;880007299;0.85;0.1;30;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2013;222;201;0;28;;;;;;1;1;;;;0.1;0.1;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;733;86;14;;0;;;;
PN;2020;880000088;880780119;0.65;0.35;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;21/04/2006;205;136;0;;;;;;;1;;;6;1;0.1;;;1.02;0.14;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880000104;880780259;0.5;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;1;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880000112;880780267;0.3;0;18;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880000138;880006325;0.2;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880000146;880008230;0.1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880000187;880780333;0.2;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880000203;880007786;0.14;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880000211;880008230;0.1;0;1;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880006606;750056335;0;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880006663;880007059;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;15/09/2016;758;;0;;;;;;;;;;5;3;;;;2.76;2.2;0;;;;0;;;;0;;;;0;;;0;;1;2.02;;;1;;;;;0;;;;
PN;2020;880006721;750056335;0.2;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880008529;880008511;0.05;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880780507;880000237;0.1;0.1;110;0;;;;;0;0;;;;;;;;;0;0;;;0;;;1;1;0;;110;11;0;4;;;;;;2;;;10;;0.05;;;0.2;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;880788591;880780150;1;0.4;721;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.4;1;0.1;52;0;1;52;52;15;0.1;0;;;;
PN;2020;890000169;890000151;0.9;0.15;703;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.8;0;;;;1;20;10;3;0.03;0;;;;
PN;2020;890000250;750721334;0.2;0.11;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890000292;890006315;0.2;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890000326;890008105;0.2;0.01;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890002298;890000672;0.01;0.04;18;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890002371;890000722;0.66;0.13;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890002389;890000730;1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;16;16;1;1;;;;;;1;1;;1;1;0.5;0.5;;0.5;0.5;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890009178;750047367;0.2;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890973258;890970569;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2008;503;175;1;;4;3;;1;1;1;1;;1;1;0.5;0.4;;2.3;1.3;1;10;88;3096;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890975501;890000466;0.07;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;890975519;890000052;1;;481;1;5.25;538;1;1;1;0;;;;;;;;;;0;;;0;;;1;1;1;14/05/2019;517;238;1;45;;;;5;1;1;;;5;2;0.9;;;7.38;2;0;;;;0;;;;0;;;;0;;;0;;1;1.1;132;4;1;263;236;12;1;0;;;;
PN;2020;890975527;890000037;2.8;1;;1;1.24;108;0;0;0;1;;690;3852;37;0;;354;;2;0;;;0;;;1;1;1;27/12/2012;42;16;0;;1;;;;;;;;;;0.3;;;;;0;;;;0;;;;0;;;;1;30;1610;1;0.5;1;1.14;206;;1;626;146;15;0.81;1;25;;0.03;
PN;2020;890975535;890000409;;0.1;201;0;;;;;0;0;;;;;;;;;1;0;;;0;;;1;1;1;01/09/2011;24;18;0;10;1;;;;;;;;;;0.1;;;;;0;;;;0;;;;1;10;1;1;1;2;51;0;;0;;;;1;349;109;28;0.75;0;;;;
PN;2020;890975543;890000417;0.5;0.2;163;0;;;;;1;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2013;168;62;1;20;1;;;1;;;;;1;;0.5;;;0.8;;0;;;;0;;;;0;;;;1;;;0;;1;0.55;;;1;155;70;1;;0;;;;
PN;2020;890975550;890970569;3.18;0.8;1417;1;1.9;368;1;1;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;8;955;1;;1;1.7;1092;89;1;588;242;25;0.8;0;;;;
PN;2020;890975568;890000433;0.1;0.1;123;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;900000035;900003880;0.4;0.15;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;900002429;700004096;0;;;1;0.22;29;0;1;0;0;;;;;;;;;;0;;;0;;;1;2;1;01/03/2007;209;201;0;15;;;;1;1;2;2;;;;0.2;0.2;;1;1;0;;;;0;;;;0;;;;0;;;0;;1;0.7;163;13;1;695;133;8;0.61;0;;;;
PN;2020;900003039;900000365;4.53;1;7257;1;1.4;111;0;0;0;1;;61;948;27;82;1028;221;167;2;0;;;0;;;1;1;1;06/02/2008;269;262;0;;;;;0;;4;;;0;;0.01;;;0;;0;;;;0;;;;0;;;;0;;;1;1.2;0;;;;1;185;143;;0.5;1;182;;0.1;0.1
PN;2020;910000199;910000181;0;0;129;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.7;0;;;;0;;;;;0;;;;
PN;2020;910000272;910110014;1.2;0.2;1006;1;2.5;57;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/03/2006;813;187;1;86;;;;1;;3;3;;3;2;1.1;1.1;;2.5;1;0;;;;1;13;3;4190;0;;;;0;;;1;0.6;1;1.4;28;1;1;30;9;15;1.2;0;;;;
PN;2020;910000280;910019447;2.11;0.74;210;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;45;34;0;21;1;1;;;;;;;;;0.2;0.2;;;;0;;;;0;;;;1;4;0;1;0;;;0;;0;;;;1;191;133;;0.1;0;;;;
PN;2020;910000298;910110055;2.2;0.2;2692;1;1;486;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;0;;93;58;0;;;;;;;4;;;;;4.04;;;;;0;;;;0;;;;0;;;;0;;;1;1;1;2.22;;;1;226;103;;0.6;0;;;;
PN;2020;910000306;910110055;1.9;0.18;804;1;1;201;0;0;0;0;;;;;;;;;;0;;;0;;;1;2;0;;46;34;0;;1;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1914;251;;3.6;0;;;;
PN;2020;910000330;910140029;1.93;0.33;538;1;1;137;0;1;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2.5;168;0;1;11;6;;0.16;0;;;;
PN;2020;910001973;910019447;1.23;0.6;421;1;0.81;99;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;21/11/2016;183;67;0;90;4;4;;3;1;;;;2;;0.45;0.45;;2.8;1;0;;;;0;;;;0;;;;0;;;1;1.73;0;;;;1;664;103;;0.83;0;;;;
PN;2020;910002609;910000587;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910009349;940000060;0.21;0.08;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910009919;910009869;0.5;0.5;90;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910015965;920030269;0.4;0.1;6;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910018423;910110055;0.3;0.02;192;1;1;95;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;;41;11;0;;;;;;;;;;;;0.2;0.2;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910020254;910002773;7.92;3.16;4527;1;1.5;720;0;0;0;1;;2956;24688;1701;3980;77690;4916;;4;0;;;0;;;1;1;1;01/10/2006;242;36;0;80;3;2;1;1;0;;0;;2;2;0.72;0.6;0.12;1.91;0.91;0;;;;0;;;;0;;;;0;;;1;0.3;1;0.8;629;85;1;866;357;45;0.7;1;;;0.5;0.5
PN;2020;910022037;940000060;0.21;0.08;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910100015;750712184;1;0.5;10;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;16/04/2013;563;210;0;60;;;;;;4;4;;2;;1.2;1.2;;1;;0;;;;1;18;7;5244;1;6;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910100031;750712184;1;1;26;0;;;;;;0;;;;;;;;;;0;;;0;;;1;1;1;06/07/2013;826;231;1;60;;;;;;3;3;;3;1;0.9;0.9;;0.93;0.2;1;14;5;4897;1;17;8;5707;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910140037;750720914;0.2;0.05;130;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910150010;910014919;0.5;1;242;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;319;108;8;0.26;0;;;;
PN;2020;910150028;750811184;0.55;1.15;615;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.35;1;2.1;296;0;1;495;139;;0.35;1;28;;0.03;0.03
PN;2020;910150069;910000033;1;0.4;20;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;26/06/2006;542;318;1;;0;;;;;2;;;;;0.64;;;;;1;12;80;3121;1;20;10;6667;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910150077;750720575;0.6;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910150085;910009539;0.5;0;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300011;130050610;0.5;0.1;679;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300029;910000355;0.01;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300045;910002419;0.15;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300060;920030269;0.1;0.2;8;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300144;910000447;0.6;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.5;0;;;;0;;;;;0;;;;
PN;2020;910300151;310021308;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300177;910000462;1.47;0.15;952;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2020;910300219;910003888;1;0.5;4145;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.3;0;;;;0;;;;;0;;;;
PN;2020;910300235;310021282;0.14;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300276;910019702;0.65;0.45;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;1;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300300;910000538;0.8;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910300326;910000553;0.2;0.2;449;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2020;910310028;920030269;0.77;0.65;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910500040;910009539;0.5;0;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910803543;910017615;0.8;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;2;0;;;;0;;;;;0;;;;
PN;2020;910805357;910001643;0.5;0.5;1930;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2020;910811322;830013678;0.17;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910813963;940000060;0.21;0.08;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;910814144;940026677;0.01;0.01;7;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920000460;750813321;1.4;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;1;1848;;3.5;1.5
PN;2020;920000569;920026374;;;30;0;;;;;;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2013;429;376;0;;;;;;;10;;;;;4.8;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920000577;920110020;0.1;0.2;1328;1;13.16;1597;0;1;1;1;;680;6858;170;963;963;2627;1876;3;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;7;1776;0;;1;3.4;577;59;1;719;220;8;0.45;0;;;;
PN;2020;920000585;920026374;;;606;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920000593;920026374;;;15;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920000601;920110053;0.4;0.1;82;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;58;17;1;40;;;;;;1;1;;3;1;0.4;0.4;;0.73;0.5;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;78;78;;0.1;0;;;;
PN;2020;920000619;920009909;0.5;0.5;507;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;28/05/2014;81;44;1;;;;;;;1;1;;;;0.1;0.1;;;;0;;;;0;;;;0;;;;0;;;0;;1;0.64;75;1;0;;;;;1;71;;0.1;0.1
PN;2020;920000627;920009909;0.5;0.5;5;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;28/05/2014;129;27;0;;;;;;;1;1;;;;0.1;0.1;;;;0;;;;0;;;;0;;;;0;;;0;;1;1.55;75;4;1;794;595;;0.4;0;;;;
PN;2020;920000635;920150026;0.93;0.42;52;0;;;;;0;0;;;;;;;;;;0;;;1;54;54;1;1;0;;75;56;0;45;;;;;;3;2;1;1;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920000643;920032505;1;0.3;776;1;1;7;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;04/04/2016;474;164;1;50;4;4;;1;1;1;0;1;;;0.5;0.4;0.1;0.1;0.1;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;35;10;;0.1;0;;;;
PN;2020;920000650;920150059;4.1;1.96;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.8;1;3.08;567;78;1;3033;729;30;0;0;;;;
PN;2020;920000684;750150120;1;0.3;834;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.1;0;;;;0;;;;;0;;;;
PN;2020;920001096;920001096;0.2;0.06;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920001369;920710654;0.5;0.09;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;72;50;0;30;;;;;;;;;;;0.1;;;0.3;0.3;1;15;47;5226;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920002177;920804465;0.5;0.2;12;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920004058;920031564;0.05;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1680;;10;2.6;0;;;;
PN;2020;920005238;920030269;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;2;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920007549;920007499;0;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920014099;920030269;0.05;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920016698;930019484;0.2;0.1;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920024205;920808037;1.86;0.11;4;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;12/10/2013;114;77;1;11;;;;;;1;1;;2;1;0.3;0.3;;1;0.5;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920025210;940026677;0.01;0.01;4;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920027711;940140049;;;;0;;;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2.89;47;;0;;;;;0;;;;
PN;2020;920028917;920024197;0;0;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;1;680;0;2;1
PN;2020;920030962;920030962;0.3;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;920100013;750712184;1;1;343;1;3.7;277;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/08/2013;485;215;1;37;3;3;;1;;2;2;;1;1;0.4;0.4;;1.5;0.5;0;;;;0;;;;0;;;;1;;;1;0.5;1;1.9;;;1;;;;1.83;1;;;2.1;0.6
PN;2020;920100021;750712184;1;1;3080;1;0.75;198;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;;;0;;1;3.4;;;1;;;;3.39;1;;;1;0.5
PN;2020;920100039;750712184;2;;0;1;1.5;197;1;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;0;683;0;1;2326;0;15;8.7;1;773;256;0;0
PN;2020;920100047;750712184;;;;;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;;262;166;0;60;;;;;;7;7;;1;1;0.7;0.7;;0.5;0.5;0;;;;0;;;;0;;;;1;8;888;0;;1;0.5;767;91;1;1191;;;1.5;;;;;
PN;2020;920100054;750712184;1;0.8;90;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;1;;;1;0.4
PN;2020;920100062;750712184;1;0.6;419;1;4.64;721;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;26/06/2002;101;48;1;62;;;;;;1;1;;6;1;0.2;0.2;;0.49;0.15;1;11;24;1669;0;;;;0;;;;0;;;0;;0;;;;1;3889;1074;15;4.4;0;;;;
