BOR;AN;nofinesset;nofinessej;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2020;010000024;010780054;GEN;346;742;1;IAO;35997;4936;8610;7415;2253;1037;2;;;1;1;;175;21;1;;10;3660;2574;352;2535;1;1
URGENCES2;2020;010000032;010780062;GEN;163;151;0;;13745;1736;3423;2890;1008;407;0;0;0;0;0;0;193;24;15;;4;1464;493;328;167;0;1
URGENCES2;2020;010005239;010008407;GEN;252;504;1;IAO;19024;1815;3767;4310;1101;626;0;;;0;;;769;96;58;;5;1825;1377;337;1336;0;1
URGENCES2;2020;010780195;010000156;GEN;190;336;1;IAOMAO;18926;1593;3637;3689;;;;;;;;;65;;;;4;1460;1722;1318;412;1;0
URGENCES2;2020;010780203;010010718;GEN;336;588;1;IAO;26893;2743;5417;1157;475;47;;;;;;;;;;;8;2928;4128;1943;2517;1;1
URGENCES2;2020;020000162;020000063;GEN;604;1050;1;IAO;32306;5205;50;6688;2043;6;467;4;5;0;0;0;738;272;2;;10;3660;5538;2051;4354;1;0
URGENCES2;2020;020000162;020000063;PED;105;336;0;;12326;;;;;;;;;;;;;;;;0;0;0;0;0;;
URGENCES2;2020;020000394;020000253;GEN;48;36;1;IAOMAO;21660;2284;3227;4437;1377;72;9;6;0;;;;606;222;12;;4;1464;2076;1049;1142;1;0
URGENCES2;2020;020000394;020000253;PED;48;36;1;IAO;5216;;;;;;;;;;;;;;;652;;;0;0;0;;
URGENCES2;2020;020000519;020000261;GEN;510;854;1;IAO;30595;4372;3864;6467;2306;65;19;19;;;;;258;12;16;;4;1460;1326;758;742;1;0
URGENCES2;2020;020000519;020000261;PED;510;854;1;IAO;7024;;;;;;;;;;;;;;;823;;;0;0;0;;
URGENCES2;2020;020000535;020000287;GEN;168;420;1;IAO;14572;;;;;;;;;;;;;;;;6;;863;177;747;1;1
URGENCES2;2020;020001061;020004404;GEN;266;416;1;IAO;28006;2658;7196;5157;1507;603;;;;;;;973;298;35;;12;2190;3488;2204;1368;1;0
URGENCES2;2020;020001087;020004495;GEN;336;406;1;IAO;11663;1551;2437;2472;;;18;;;0;;;0;;;;4;1460;1947;1272;698;1;
URGENCES2;2020;020010047;020001632;GEN;168;322;1;IAO;10725;852;1435;1441;;;;;;;;;;;;;3;1095;356;270;86;1;0
URGENCES2;2020;030000061;030780092;GEN;336;560;1;IAO;29921;4157;6198;9648;2840;847;11;3;1;5;5;0;0;;;;8;2928;3375;1666;2352;1;1
URGENCES2;2020;030000079;030780100;GEN;252;420;1;IAO;36220;4998;10458;10900;3495;1220;172;8;8;;;;73;14;11;;6;2190;4287;1955;2475;1;1
URGENCES2;2020;030000087;030780118;GEN;336;676;1;IAO;28553;4992;4195;9246;3289;610;533;35;3;20;8;0;;;;;15;4080;4144;1635;2848;;
URGENCES2;2020;030781116;030000426;GEN;168;223;;;7219;1336;514;2077;701;16;5;4;0;;;;77;41;0;;0;0;;;;1;1
URGENCES2;2020;040000093;040780215;GEN;490;791;1;IAO;29856;3773;6224;4549;1590;519;15;8;;;;;949;231;73;;8;2920;3066;983;2191;1;0
URGENCES2;2020;040000135;050002948;GEN;336;434;;;12086;1627;1941;2102;756;72;29;21;0;0;0;0;364;151;5;;5;1895;1511;591;952;;
URGENCES2;2020;040000911;040788879;GEN;406;504;1;IAOMAO;17814;1826;3017;2913;899;97;333;43;3;0;0;0;408;56;96;;6;1692;1905;933;1096;1;1
URGENCES2;2020;050000231;050000116;GEN;210;252;1;IAO;18342;;;;;;;;;;;;;;;;2;730;949;649;300;1;1
URGENCES2;2020;050000256;050000124;GEN;168;168;;;7027;686;1517;827;344;12;5;2;0;;;;389;99;12;;2;;389;235;160;;
URGENCES2;2020;050000348;050002948;GEN;210;525;;;27052;4146;3996;9252;2629;757;1;1;0;0;0;0;2070;858;65;;8;2934;3874;1544;2413;1;1
URGENCES2;2020;060000478;060780897;GEN;;;1;IAO;37731;3578;12528;8775;;;177;;;;;;281;;;;12;4380;2562;1838;736;1;
URGENCES2;2020;060000510;060780954;GEN;501;728;1;IAO;38586;6721;5858;7440;3000;487;465;40;6;;;;394;126;27;;12;4392;3384;923;4098;1;1
URGENCES2;2020;060000544;060780988;GEN;668;947;1;IAOMAO;44619;7005;7834;8807;3767;725;477;;;0;;;134;;;;7;2562;1780;1238;560;1;1
URGENCES2;2020;060002102;060791761;GEN;336;336;1;IAO;15985;;;;;;;;;;;;;;;;4;1464;3036;1816;1305;1;1
URGENCES2;2020;060780491;060790797;GEN;180;267;1;IAO;17298;2097;510;2198;619;10;;;;;;;62;14;0;;4;0;;;;1;1
URGENCES2;2020;060780517;060000239;GEN;252;348;1;IAO;27218;1995;2849;2909;735;19;0;0;0;0;0;0;254;32;41;;5;1825;882;809;73;1;1
URGENCES2;2020;060780715;060000361;GEN;280;322;1;IAO;24577;3407;1185;3456;1150;24;;;;;;;517;256;2;;4;1464;1590;1546;44;1;1
URGENCES2;2020;060780723;060004959;GEN;168;203;1;IAO;11257;1173;117;1152;;;;;;;;;;;;;8;2920;142;96;47;1;1
URGENCES2;2020;060780947;060800174;PED;;;1;IAO;43013;;;;;;;;;;;;;;;6757;6;;2704;1040;1688;;
URGENCES2;2020;060785003;060785011;GEN;964;2184;1;IAOMAO;85309;12961;2108;19725;6447;44;179;48;1;0;0;0;2029;692;24;;19;6865;9598;5709;3947;1;1
URGENCES2;2020;070000013;070002878;GEN;39;35;1;IAO;11573;2096;1142;1658;;;;;;;;;413;;;;5;1830;1181;470;956;0;1
URGENCES2;2020;070000179;070780358;GEN;476;336;1;IAO;28488;3202;6955;9206;2367;930;;;;;;;;;;;14;5110;6281;3023;3758;1;1
URGENCES2;2020;070000609;070005566;GEN;420;490;1;IAO;25999;3628;4265;5970;;;;;;;;;;;;;6;2190;3711;1576;2500;0;0
URGENCES2;2020;070780424;070000245;GEN;168;331;1;IAO;15443;1928;1965;1170;282;35;;;;;;;;;;;2;732;292;43;260;1;1
URGENCES2;2020;080000110;080011174;GEN;156;432;1;IAO;14253;1766;3161;4389;1275;527;20;;;;;;;;;;3;1098;3196;1837;1442;1;0
URGENCES2;2020;080000219;080001969;GEN;336;336;0;;12012;1597;2353;3040;1364;84;28;21;0;0;0;0;210;26;9;;6;2196;2365;1295;1161;1;1
URGENCES2;2020;080000276;080001969;GEN;168;252;0;;7005;758;1016;624;291;3;19;12;0;7;7;0;102;19;12;;2;732;1184;862;346;1;1
URGENCES2;2020;080000425;080011174;GEN;348;1370;1;IAO;42398;5412;10100;3731;957;960;565;29;0;;;;1998;522;31;;14;5124;7154;4301;3001;1;1
URGENCES2;2020;090000175;090781774;GEN;476;724;1;IAO;30573;4327;5237;8775;2446;651;;;;;;;89;13;5;;8;2920;4696;2434;2357;0;1
URGENCES2;2020;090000183;090781816;GEN;336;336;;;9581;2002;1092;2198;;;;;;;;;;;;;3;;1099;573;537;;
URGENCES2;2020;090001629;090781774;GEN;168;168;1;IAO;3914;498;773;255;144;9;0;0;;;;;45;7;3;;0;;;;;1;1
URGENCES2;2020;100000090;100000017;GEN;914;1256;;;51197;6437;10768;11115;3474;1485;;;;;;;1494;243;161;;19;6592;6109;1804;6119;1;1
URGENCES2;2020;100000199;100006279;GEN;168;383;1;IAO;15792;2896;2749;2554;925;21;1;1;0;0;0;0;400;0;0;;4;732;517;299;246;1;1
URGENCES2;2020;110000023;110780061;GEN;376;812;1;IAOMAO;31200;4980;5906;6931;2379;765;;;;;;;;;;;9;3294;3337;1249;2312;1;1
URGENCES2;2020;110000049;110780087;GEN;168;238;1;IAO;9806;660;2270;288;;;0;;;;;;434;;;;2;730;952;501;456;0;0
URGENCES2;2020;110000056;110780137;GEN;215;499;1;IAOMAO;37009;4702;7910;8355;2594;860;288;16;1;0;0;0;987;441;4;;9;9;6397;3736;2975;1;0
URGENCES2;2020;110780228;110000114;GEN;168;455;1;IAO;17217;1799;2260;4127;936;104;2;;;1;;;93;8;3;;6;2190;1713;1284;435;1;1
URGENCES2;2020;110780483;110000155;GEN;168;324;1;IAO;16838;1553;2528;2794;507;89;;;;;;;;;;;4;1460;1203;1045;159;0;1
URGENCES2;2020;120000039;120780044;GEN;336;332;1;IAO;26800;4628;5328;7553;2707;699;25;1;23;0;0;0;2031;948;63;;4;1460;2032;657;1455;1;1
URGENCES2;2020;120000054;120780069;GEN;186;186;1;MAO;12136;2071;1667;2900;1124;62;;;;;;;;;;;2;732;500;272;236;1;0
URGENCES2;2020;120000070;120780085;GEN;195;336;1;IAO;9200;1477;1493;1247;633;11;;;;;;;;;;;2;730;634;261;396;;
URGENCES2;2020;120004569;120004528;GEN;168;252;1;IAO;14299;1968;2592;2452;680;50;85;;;;;;587;;;;3;906;1141;389;782;1;1
URGENCES2;2020;120004668;120004619;GEN;168;172;1;IAO;7545;1144;1414;1614;624;71;0;0;0;0;0;0;214;44;38;;2;730;829;469;384;1;1
URGENCES2;2020;130000409;130041916;GEN;854;1598;1;IAO;52959;6820;13692;15430;4638;1783;680;31;7;0;0;0;401;103;31;;8;4677;12275;5864;7119;1;1
URGENCES2;2020;130000565;130781446;GEN;260;420;1;IAO;31955;3207;9621;5927;1980;756;96;79;0;30;9;0;1249;493;48;;8;2920;2314;1001;1433;1;1
URGENCES2;2020;130001225;130782634;GEN;504;568;1;IAO;33579;4046;7607;8939;2728;1079;;;;;;;;;;;6;;3609;1020;2863;1;1
URGENCES2;2020;130002215;130785512;GEN;168;420;1;IAO;24570;3281;3779;4409;;;;;;7;;;630;;;;4;1460;2030;1019;1058;1;1
URGENCES2;2020;130002827;130789274;GEN;238;588;1;IAO;31510;3675;4596;4154;1775;44;495;34;26;;;;579;66;123;;4;1464;2976;1789;1257;1;1
URGENCES2;2020;130002835;130789316;GEN;588;11475;1;IAO;41327;4118;9688;1239;103;876;543;136;2;;;;1207;361;36;;10;;8250;4519;4031;1;0
URGENCES2;2020;130043664;130002157;GEN;504;850;1;IAO;33617;2541;640;4908;1061;39;;;;;;;1267;425;4;;6;2196;2173;1321;878;1;1
URGENCES2;2020;130780521;130786049;GEN;789;2049;1;IAO;83214;5235;25835;16477;3400;2140;;;;;;;;;;;15;5404;9421;5297;5347;1;1
URGENCES2;2020;130781479;130000599;GEN;252;420;1;IAO;13736;1816;966;2917;910;21;4;2;0;0;0;0;45;15;2;;2;;50;17;34;1;1
URGENCES2;2020;130782071;130002454;GEN;168;287;1;IAO;11940;1052;1038;759;484;0;0;0;0;0;0;0;91;0;18;;6;2190;196;146;55;1;1
URGENCES2;2020;130782147;130000979;GEN;336;595;1;IAO;28407;3378;2552;5366;1885;54;;;;;;;26;4;3;;6;2196;725;392;338;1;1
URGENCES2;2020;130783293;130786049;GEN;1060;2100;1;IAO;77261;8912;2220;23606;5827;345;71;4;;;;;1450;765;;;19;6337;19859;10094;12585;1;1
URGENCES2;2020;130784713;130038847;GEN;252;504;1;IAO;12888;1546;449;2571;773;17;;;;;;;;;;;4;1464;25;22;3;1;1
URGENCES2;2020;130785652;130014228;GEN;840;981;1;IAO;54277;5705;20486;11726;3799;2112;;;;;;;;;;;17;6222;5685;2862;3062;1;1
URGENCES2;2020;130786361;130002447;GEN;280;504;1;IAO;20722;2465;2320;4810;1368;130;;;;;;;117;25;1;;3;;380;89;299;1;0
URGENCES2;2020;130786742;750821092;GEN;364;663;1;IAO;23050;3632;760;3674;1574;20;62;2;2;;;;419;204;1;;10;3650;2943;945;2172;1;1
URGENCES2;2020;130804297;130786049;PED;;;;;27577;;;;;;;;;;;;;;;5344;8;2114;1940;688;1268;;
URGENCES2;2020;140000027;140000035;GEN;456;742;1;IAO;36194;3492;11759;11379;2678;1700;7;7;0;0;0;0;0;;;;9;3294;3918;2928;1046;1;0
URGENCES2;2020;140000209;140000100;GEN;562;1428;1;IAOMAO;51093;7913;993;14629;4633;192;476;11;23;;;;1416;116;15;;13;4745;11605;4060;8958;1;1
URGENCES2;2020;140000209;140000100;PED;288;584;1;IAO;18483;;;;;;;;;;;;;;;2950;3;1095;1307;748;562;;
URGENCES2;2020;140000233;140000118;GEN;168;246;1;IAO;15016;2076;4236;4229;1293;879;;;;;;;;;;;2;732;1456;786;700;1;0
URGENCES2;2020;140000373;140000159;GEN;168;252;1;IAO;9256;1980;1066;3009;1407;14;1;1;0;1;0;0;346;55;53;;2;732;1786;516;1375;1;1
URGENCES2;2020;140016759;140003146;GEN;196;319;;;15886;1711;2855;2048;;;;;;;;;;;;;6;806;802;610;212;0;0
URGENCES2;2020;140017237;140003278;GEN;203;483;1;IAO;26542;2414;3380;2569;541;45;;;;;;;;;;;5;1825;81;15;70;1;0
URGENCES2;2020;140024886;140000092;GEN;188;420;1;IAO;18888;2850;3826;4558;1643;419;59;12;0;0;0;0;146;24;13;;4;1464;1894;1131;844;1;0
URGENCES2;2020;140026410;140026279;GEN;336;336;;;15284;1328;1713;4711;;;;;;;;;858;;;;5;1830;3264;1916;1437;;
URGENCES2;2020;150000032;150780088;GEN;168;168;1;IAO;11397;1641;1908;2468;920;41;138;7;2;;;;266;49;47;;0;0;;;;1;1
URGENCES2;2020;150000040;150780096;GEN;282;509;1;IAO;22618;3597;4847;5957;2075;1130;548;59;34;6;3;0;301;79;18;;6;1794;1298;260;1147;1;1
URGENCES2;2020;150000164;150780468;GEN;48;35;1;IAO;7799;1103;1528;;;;;;;;;;;;;;6;2190;1086;241;865;;
URGENCES2;2020;160000253;160000451;GEN;803;1910;1;IAO;49426;5741;12984;11918;2948;1190;14;0;11;;;;;;;;18;6588;5581;2896;2776;1;1
URGENCES2;2020;160000303;160006037;GEN;168;252;1;IAO;8158;1367;1254;2209;;;;;;;;;;;;;2;732;358;324;37;1;1
URGENCES2;2020;160000311;160000485;GEN;168;207;1;IAO;9325;1389;1796;1230;633;11;17;10;0;;;;476;109;44;;2;732;848;847;1;1;0
URGENCES2;2020;160000337;160000493;GEN;168;168;0;;8782;1589;1449;1980;881;30;20;15;0;0;0;0;139;;;;5;;759;650;115;1;
URGENCES2;2020;160015368;160014411;GEN;84;140;1;IAO;15324;2367;1975;4479;1480;63;;;;;;;;;;;7;2555;3802;2070;1822;1;1
URGENCES2;2020;170000038;170780050;GEN;168;168;1;IAO;11331;2537;1484;2243;1364;38;31;;;;;;223;48;27;;4;1460;1149;269;961;1;0
URGENCES2;2020;170000087;170024194;GEN;777;1409;1;IAOMAO;46702;7700;11388;13922;4552;1811;1883;709;54;;;;116;8;7;;15;4308;3723;1087;2804;1;1
URGENCES2;2020;170000095;170780167;GEN;168;231;1;IAO;9207;1730;1075;1083;628;4;15;9;0;;;;513;125;23;;3;1098;1049;229;1013;1;1
URGENCES2;2020;170000103;170780175;GEN;504;840;1;IAO;39811;4283;10000;9016;1907;1846;218;2;1;;;;255;54;31;;8;3116;3145;711;3396;1;1
URGENCES2;2020;170000152;170780225;GEN;406;1008;1;IAO;31222;4477;7071;8525;2712;1050;;;;;;;237;21;17;;9;3294;3550;853;2993;0;1
URGENCES2;2020;170022065;170022057;GEN;336;672;1;IAO;17073;2793;1431;;;;;;;;;;4028;671;55;;;;0;0;0;1;0
URGENCES2;2020;170022818;170022057;GEN;84;98;1;IAO;5691;532;974;;;;;;;;;;349;100;14;;;;0;0;0;1;0
URGENCES2;2020;170022826;170022057;GEN;84;174;1;IAO;10147;782;1221;;;;;;;;;;1932;436;73;;0;;0;0;0;0;0
URGENCES2;2020;180000010;180000028;GEN;535;1106;1;IAOMAO;44378;9266;7722;11412;2573;1076;;;;;;;;;;;13;4758;5323;726;6108;1;1
URGENCES2;2020;180000200;180000051;GEN;312;354;1;IAO;18159;2413;3266;1792;;;;;;;;;228;;;;4;;2370;880;1636;0;1
URGENCES2;2020;180000283;180000069;GEN;168;284;1;IAO;12176;2254;1833;1990;1101;4;6;6;0;;;;761;176;68;;5;1830;2050;777;1450;1;1
URGENCES2;2020;190000018;190000042;GEN;288;742;1;IAO;34067;5623;5663;10529;3792;738;;;;;;;;;;;9;3290;2979;1044;2034;1;1
URGENCES2;2020;190000026;190000059;GEN;203;516;1;IAO;17443;2850;2888;5361;1977;331;287;13;;;;;255;;;;6;2190;1589;342;1378;1;1
URGENCES2;2020;190000091;190000075;GEN;168;168;1;IAO;11208;1818;1701;2786;1115;46;8;5;;;;;;54;37;;1;366;450;198;255;0;0
URGENCES2;2020;210012670;210011367;GEN;252;578;1;IAO;27306;2641;5918;2280;538;465;;;;;;;830;317;9;;6;;6676;5508;1254;1;1
URGENCES2;2020;210987558;210780581;GEN;574;1334;1;IAO;39454;6578;44;14846;4443;19;;;;;;;627;64;;;9;3285;4450;2440;2019;1;1
URGENCES2;2020;210987558;210780581;PED;184;936;1;IAO;16162;;;;;;;;;;;;;;;2740;7;1826;2601;1880;748;;
URGENCES2;2020;210987657;210012175;GEN;211;756;1;IAO;19031;2842;3626;3829;1414;497;6;;;3;;;486;;;;6;2196;2841;1525;1374;0;1
URGENCES2;2020;210987665;210012142;GEN;336;420;1;IAO;10891;;;1313;;;3;;;;;;349;;;;3;1095;518;448;70;1;0
URGENCES2;2020;210987699;210780706;GEN;406;609;1;IAO;18910;2352;3897;3227;1014;195;270;22;20;;;;536;256;57;;6;2196;1656;808;885;1;1
URGENCES2;2020;220000012;220000020;GEN;697;1323;1;IAO;60310;7486;15285;18347;4988;2676;0;0;0;0;0;0;21;2;8;;17;6222;4910;1864;3631;1;1
URGENCES2;2020;220000095;220000046;GEN;406;568;1;IAO;25078;3814;5146;7186;2458;485;;;;;;;;;;;8;2928;4226;1648;3068;0;1
URGENCES2;2020;220000343;220000079;GEN;399;525;1;IAOMAO;18777;3114;3690;4982;;;;;;;;;;;;;7;2555;1588;692;960;1;1
URGENCES2;2020;220000368;220000103;GEN;208;571;1;MAO;20140;3263;3306;5495;2029;362;;;;;;;155;31;11;;6;1854;1956;978;1009;1;1
URGENCES2;2020;220000541;220000152;GEN;336;252;0;;12804;2209;2208;2866;1296;4;4;4;;;;;843;152;104;;4;1460;604;449;156;1;1
URGENCES2;2020;230000820;230780041;GEN;168;672;1;IAO;17742;3206;2446;6266;2042;367;9;5;;0;;;;;;;6;2196;2844;1475;1459;1;1
URGENCES2;2020;230004657;230780058;GEN;168;168;1;IAO;5680;1464;753;;;;;;;;;;;;;;2;732;604;166;476;1;0
URGENCES2;2020;240000190;240000596;GEN;168;285;1;IAO;11456;1790;1296;2045;;;;;;;;;540;;;;4;1460;1902;1688;217;1;1
URGENCES2;2020;240000372;240000059;GEN;320;451;1;IAO;25783;3981;5573;6467;2370;595;;;;;;;521;76;38;;6;2196;3590;1741;2150;0;0
URGENCES2;2020;240000489;240000117;GEN;420;840;1;IAO;39960;5943;9026;10002;;1147;108;;;7;;;;;;;16;5856;5435;2165;3720;1;1
URGENCES2;2020;240000687;240000448;GEN;168;420;0;;12570;2093;2270;2666;1156;41;157;45;6;0;0;0;531;118;75;;6;2196;1219;293;1078;;
URGENCES2;2020;250000700;250000452;GEN;259;486;1;IAO;25884;2774;5449;6113;1517;884;79;5;;;;;;;;;6;2190;1795;614;1390;1;1
URGENCES2;2020;250006954;250000015;GEN;1218;1983;1;IAO;59796;7648;1901;;;;;;;;;;;;;;3;;6134;3924;2567;1;1
URGENCES2;2020;250006954;250000015;PED;192;536;1;IAO;14761;;;;;;;;;;;;;;;2943;4;1180;1009;363;727;;
URGENCES2;2020;260000013;260000021;GEN;668;1589;1;IAO;58902;;;15011;;;;;;;;;;;;;8;3060;3727;1377;2854;1;1
URGENCES2;2020;260000120;260016910;GEN;308;756;1;IAO;27163;3841;5257;6267;2115;732;;;;;;;;;;;10;3650;1903;97;2570;1;1
URGENCES2;2020;260000138;260000047;GEN;658;960;1;IAO;41690;4605;8978;6980;1982;1181;148;85;0;21;7;1;589;235;42;;13;4100;4890;1477;3923;0;1
URGENCES2;2020;260000146;260000054;GEN;168;174;0;;9315;906;1815;979;406;0;;;;;;;219;21;36;;2;730;420;132;310;0;0
URGENCES2;2020;260000203;260016910;GEN;70;336;0;;5952;371;1312;321;130;13;;;;;;;;;;;;;;;;0;0
URGENCES2;2020;260000286;260000104;GEN;168;168;0;;5380;647;1205;940;329;11;30;30;;;;;187;;;;2;730;631;328;380;1;1
URGENCES2;2020;270000326;270000680;GEN;168;424;1;IAO;20634;1262;2882;;;;;;;;;;;;;;4;1460;2;1;1;1;1
URGENCES2;2020;270000359;270023724;GEN;777;588;1;IAO;50282;3856;16905;8961;2112;1373;0;0;0;;;;;;;;9;3622;2435;941;2026;1;0
URGENCES2;2020;270000367;270000086;GEN;168;168;1;IAO;14816;2028;3634;;;;;;;;;;;;;;2;730;848;117;864;1;1
URGENCES2;2020;270000391;760024042;GEN;168;308;1;IAO;12616;614;2998;359;203;1;2;1;0;0;0;0;91;13;7;;1;365;118;110;10;1;1
URGENCES2;2020;270000425;270000102;GEN;168;168;1;;14878;;;;;;;;;;;;;;;;4;;1615;940;721;0;0
URGENCES2;2020;270000441;270000110;GEN;168;168;0;;12205;1336;2524;662;;;52;;;17;;;254;;;;4;1464;752;106;756;0;0
URGENCES2;2020;270000458;270023724;GEN;238;420;1;IAO;20968;2158;2667;3242;951;49;4;3;0;;;;;;;;4;1392;1208;494;824;1;1
URGENCES2;2020;280000084;280000183;GEN;770;1144;1;IAO;51713;4466;14945;8601;2547;953;189;8;;;;;;;;;11;4026;2588;543;2329;0;0
URGENCES2;2020;280000662;280500075;GEN;296;464;1;IAO;13614;;;3867;;;;;;;;;;;;;4;1460;2274;945;1475;;
URGENCES2;2020;280502998;280000589;GEN;168;168;1;IAO;13574;2303;2197;2729;1205;34;;;;;;;;;;;3;1095;1334;675;697;0;0
URGENCES2;2020;280504267;280000134;GEN;792;1016;1;IAO;49850;5648;12646;15557;3951;1473;31;24;0;;;;354;62;12;;16;5856;9020;3990;5879;1;1
URGENCES2;2020;280505777;280001199;GEN;252;840;1;IAO;21569;2111;4448;2195;;;;;;;;;;;;;8;2920;1035;276;820;1;1
URGENCES2;2020;290000025;290020700;GEN;551;1467;1;IAOMAO;51501;5866;11200;13841;3191;2380;;;;;;;1070;394;11;;24;8784;3559;1068;2615;1;1
URGENCES2;2020;290000033;290021542;GEN;277;750;1;IAO;29087;3507;6471;8024;2182;1517;1329;32;104;;;;253;40;28;;10;1977;1323;121;1417;1;1
URGENCES2;2020;290000058;290000017;PED;304;678;1;IAOMAO;19700;;;;;;;;;;;;;;;3683;8;1680;1353;432;927;;
URGENCES2;2020;290000066;290020700;GEN;71;147;1;IAO;5517;803;969;709;334;17;;;;;;;48;24;;;;;;;;1;1
URGENCES2;2020;290000173;290000041;GEN;253;427;1;IAO;15134;2510;1452;2802;1333;17;217;13;4;;;;146;34;4;;4;1464;1399;409;1068;0;1
URGENCES2;2020;290000181;290000074;GEN;218;448;1;IAO;12522;2534;1427;3317;1513;17;0;0;0;;;;361;65;39;;2;732;1277;641;694;;
URGENCES2;2020;290000256;290000017;GEN;336;341;1;IAO;11912;2981;1222;3864;1889;36;0;0;0;0;0;0;97;0;0;;4;1464;1419;283;1240;1;1
URGENCES2;2020;290000728;750821092;GEN;445;700;1;IAO;15233;1629;653;2975;979;40;29;0;1;;;;457;212;9;;6;1988;1828;372;1588;1;1
URGENCES2;2020;290000785;220020739;GEN;336;420;1;IAO;12988;;;2598;;;15;;;0;;;171;;;;2;732;1495;1168;327;;
URGENCES2;2020;290000934;560005746;GEN;273;487;1;IAO;18213;3108;3113;4547;2027;41;23;6;0;;;;17;1;2;;7;2555;1862;532;1727;1;1
URGENCES2;2020;290004324;290000017;GEN;650;1583;1;IAO;45996;10320;;16969;6797;;2291;;;;;;291;;;;16;5856;4050;404;4978;1;1
URGENCES2;2020;290019777;290022508;GEN;297;579;1;IAO;31314;2332;5101;2954;;;;;;;;;433;;;;6;2196;858;541;317;1;0
URGENCES2;2020;2A0000022;2A0000014;GEN;444;2016;1;MAO;29052;3476;3267;7273;2041;558;105;79;0;;;;1099;607;28;;8;2920;1515;394;1800;1;1
URGENCES2;2020;2A0000154;2A0000204;GEN;186;186;1;IAO;12387;924;2209;2323;514;128;;;;;;;52;4;19;;4;;1109;740;369;1;1
URGENCES2;2020;2B0000012;2B0000020;GEN;450;1095;1;IAO;28051;3489;3253;;;;;;;;;;;;;;6;2190;4036;2213;2142;1;1
URGENCES2;2020;2B0005359;2B0005342;GEN;336;336;1;IAO;12703;1056;2549;2090;536;79;;;;;;;;;;;3;1095;1944;1105;875;1;1
URGENCES2;2020;300000023;300780046;GEN;336;840;1;IAO;37219;6737;6864;8769;;;240;;;0;0;0;103;;;;8;2920;4042;1053;3258;1;1
URGENCES2;2020;300000031;300780053;GEN;117;238;1;IAO;27391;3157;6397;5661;1697;658;0;0;0;0;0;0;335;41;38;;6;2330;1942;847;1271;1;1
URGENCES2;2020;300780137;920028396;GEN;168;252;1;IAO;10256;598;1376;1142;;;0;;;0;;;;;;;2;;471;327;144;1;1
URGENCES2;2020;300782117;300780038;GEN;674;1603;1;IAO;74307;8368;3777;24412;;;173;;;;;;326;;;;10;3650;9823;7516;2700;1;1
URGENCES2;2020;300782117;300780038;PED;252;0;1;IAO;15988;;;;;;;;;;;;;;;3972;1;365;1323;1225;98;;
URGENCES2;2020;300788502;300017985;GEN;228;228;1;IAO;19366;990;4265;3146;394;214;;;;;;;;;;;5;1825;1;0;1;0;1
URGENCES2;2020;310000310;310780671;GEN;336;420;1;IAO;19195;3761;3197;5905;2421;147;;;;;;;;;;;6;2196;2944;1306;1714;1;1
URGENCES2;2020;310016977;310781406;PED;590;1200;1;IAO;38912;;;;;;;;;;;;;;;5485;14;5124;;;;;
URGENCES2;2020;310026927;310026794;GEN;240;576;1;IAO;22290;3804;2109;;;;;;;;;;;;;;6;2190;1497;666;898;1;1
URGENCES2;2020;310780283;310000112;GEN;260;694;1;IAO;29215;4002;2424;;;;;;;;;;;;;;10;3650;2147;256;2485;1;0
URGENCES2;2020;310780382;310000179;GEN;168;168;0;;12971;1116;705;2254;497;36;;;;;;;;;;;2;730;379;208;172;1;1
URGENCES2;2020;310781000;310788880;GEN;308;742;1;IAO;21545;2912;1115;8063;633;;;;;;;;;;;;6;2196;3523;2064;1482;1;1
URGENCES2;2020;310781067;310788898;GEN;271;455;1;IAO;11595;413;409;690;;;0;;;0;;;540;;;;5;1825;734;215;603;1;0
URGENCES2;2020;310781505;310000492;GEN;240;464;1;IAO;24469;1614;4113;;;;;;;;;;;;;;6;2190;1668;1025;644;1;1
URGENCES2;2020;310783048;310781406;GEN;1227;3649;1;IAO;62231;7368;2927;9529;3084;206;294;1;11;;;;2474;431;54;;34;9244;3976;1060;4800;1;1
URGENCES2;2020;310783055;310781406;GEN;692;1743;1;IAOMAO;33407;5299;854;7731;2065;91;2;;;;;;867;325;3;;14;4758;2616;1394;1485;1;1
URGENCES2;2020;320000086;320780117;GEN;336;588;1;IAO;18386;3846;2805;7254;2575;546;0;0;0;0;0;0;326;45;18;;3;1098;2368;1516;942;1;1
URGENCES2;2020;320000102;320780133;GEN;168;168;0;;8069;1400;1445;351;246;0;24;24;0;;0;0;665;209;50;;2;730;678;467;212;1;1
URGENCES2;2020;330000555;330781204;GEN;408;680;1;IAOMAO;31755;4852;5552;8590;2851;570;;;;;;;;;;;6;2190;4302;1963;2640;;1
URGENCES2;2020;330000571;330781220;GEN;168;252;1;IAO;14117;2246;2024;5015;1560;185;0;0;0;;;;451;54;55;;3;1098;2446;1751;701;1;1
