BOR;AN;nofinesset;nofinessej;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2017;620025346;620001834;GEN;420;617;1;IAO;23779;2822;5361;6297;;;1;;;;;;;;;;7;;2769;1758;1139;;1
URGENCES2;2017;620100735;620000265;GEN;168;280;1;IAO;16650;593;4125;2939;;;;;;;;;496;;;;6;2190;1064;745;330;1;1
URGENCES2;2017;630000404;630780989;GEN;48;1488;1;IAO;54116;6852;2228;11401;2112;208;733;144;34;0;0;0;4214;1994;17;;20;7300;9013;2355;7267;0;0
URGENCES2;2017;630000412;630780997;GEN;168;280;0;;10185;1098;2264;1474;;;;;;;;;382;;;;4;1460;674;181;593;0;1
URGENCES2;2017;630000420;630781003;GEN;168;168;1;IAO;17517;2461;3668;2498;1130;15;0;0;0;0;0;0;403;;;;2;730;1071;520;603;1;0
URGENCES2;2017;630000438;630781011;GEN;168;259;1;IAO;17364;;;;;;;;;;;;;;;;8;2920;1799;343;1847;;
URGENCES2;2017;630000446;630781029;GEN;168;168;1;IAO;14633;2061;2478;3084;1165;55;112;;;0;;;283;;;;4;1460;1447;359;1334;1;0
URGENCES2;2017;630780211;630000107;GEN;210;324;1;IAO;23031;821;2128;1649;243;13;;;;;;;19;;;;2;730;395;325;72;1;1
URGENCES2;2017;630781268;630780989;PED;0;525;1;IAO;29612;;;;;;;;;;;;;;;3167;4;1460;1105;320;830;;
URGENCES2;2017;640000162;640780417;GEN;742;994;;;46906;5344;5550;17833;3734;511;643;21;38;;;;;;;;8;2920;4186;1216;3241;1;1
URGENCES2;2017;640000162;640780417;PED;168;;0;;12209;;;;;;;;;;;;;;;3057;5;1825;1479;1058;436;;
URGENCES2;2017;640000402;640780813;GEN;168;336;0;;12992;2094;2848;2400;;;0;;;0;;;;;;;4;1460;1394;570;861;0;0
URGENCES2;2017;640000410;640780821;GEN;263;407;1;IAO;13936;;;;1403;148;;;;;;;;;;;2;730;1108;586;526;1;0
URGENCES2;2017;640000600;640781290;GEN;926;1320;1;IAO;65921;6715;23001;10262;3218;1857;;;;;;;;;;;13;4745;7369;3623;3949;;0
URGENCES2;2017;640017646;640017638;GEN;168;168;1;IAO;9260;1395;1949;2060;750;30;0;0;0;0;0;0;132;26;36;;2;730;853;729;213;0;0
URGENCES2;2017;640018206;640012209;GEN;168;245;1;IAO;12332;1241;2101;3725;756;175;;;;;;;;;;;4;1460;923;679;244;1;1
URGENCES2;2017;640780490;640000212;GEN;168;217;1;IAO;17984;1940;2991;1649;885;27;;;;;;;;;;;4;1460;3228;2857;374;1;1
URGENCES2;2017;640780748;640000360;GEN;263;346;0;;16132;2117;3001;5036;1507;226;0;0;0;0;0;0;116;26;40;;9;3285;5001;3395;1629;1;1
URGENCES2;2017;640780938;640000451;GEN;168;168;0;;11487;;;1618;;;;;;;;;;;;;2;730;371;293;78;1;0
URGENCES2;2017;650000045;650780158;GEN;336;504;1;IAO;18011;2849;3302;1660;868;19;21;20;0;;;;595;127;61;;6;2190;2217;907;1349;1;
URGENCES2;2017;650000052;650780166;GEN;168;168;0;;6929;782;1705;427;287;;4;;;;;;603;;;;2;730;32;31;1;0;0
URGENCES2;2017;650000417;650783160;GEN;406;888;1;IAO;39799;5434;12507;7485;2299;1610;33;23;0;0;0;0;269;51;12;;4;1460;4038;2157;2060;1;
URGENCES2;2017;650780679;650000243;GEN;168;336;1;IAO;9743;1662;696;;;;;;;;;;;;;;3;1095;377;237;149;1;1
URGENCES2;2017;650784218;650780174;GEN;168;546;1;IAO;13408;1713;2922;2389;821;94;190;69;22;;;;211;41;30;;2;730;1142;723;420;1;1
URGENCES2;2017;660000084;660780180;GEN;630;1442;1;IAO;56678;8608;6826;14796;5102;363;18;13;;30;7;;;;;;21;7665;7579;3663;4953;1;1
URGENCES2;2017;660000084;660780180;PED;168;336;1;IAO;20366;;;;;;;;;;;;;;;2252;5;1825;313;155;160;;
URGENCES2;2017;660780628;660000282;GEN;168;168;1;IAO;13034;1730;2639;1681;927;34;;;;;;;208;37;18;;2;730;488;304;187;1;1
URGENCES2;2017;660780776;660000399;GEN;168;168;1;IAO;9600;1000;2600;1440;;;;;;;;;;;;;2;730;295;212;86;1;1
URGENCES2;2017;660780784;660000407;GEN;399;413;1;IAO;27847;2530;4693;;;;;;;;;;;;;;2;;893;468;425;;
URGENCES2;2017;660790387;660790379;GEN;;;;;;;;;;;;;;;;;;;;;;;587;451;136;;
URGENCES2;2017;670000025;670780055;GEN;536;1330;1;MAO;32240;5112;817;9786;3137;36;89;9;2;;;;1419;443;5;;18;6570;17072;6980;12235;1;1
URGENCES2;2017;670000157;670780337;GEN;429;1130;1;IAO;47929;4775;15069;10087;3350;1147;;;;;;;;;;;11;4015;4468;485;4657;1;0
URGENCES2;2017;670000165;670780345;GEN;360;875;1;IAO;26814;2907;9275;5348;2042;640;122;88;;;;;939;427;38;;8;2920;2152;397;1996;1;0
URGENCES2;2017;670000272;670780543;GEN;240;175;1;IAO;13277;1580;2915;2571;986;59;9;5;0;0;0;0;319;35;61;;2;730;342;121;221;1;1
URGENCES2;2017;670000397;670017755;GEN;395;770;1;IAO;32359;3320;8578;7208;2119;856;0;0;0;0;0;0;743;172;104;;8;1464;3359;750;2830;1;1
URGENCES2;2017;670018068;670017847;GEN;224;575;1;IAO;28653;681;6233;433;78;51;12;7;0;0;0;0;4;1;0;;8;2920;1778;1096;691;1;1
URGENCES2;2017;670780212;670014604;GEN;168;35;1;IAO;17963;530;4604;2357;379;49;;;;;;;5;;;;5;1825;2339;1542;802;1;0
URGENCES2;2017;670783273;670780055;GEN;504;1505;1;MAO;56327;6338;2448;6448;1593;29;93;16;1;;;;2184;990;2;;14;5110;16035;8904;8587;1;1
URGENCES2;2017;670783273;670780055;PED;532;753;1;IAO;39127;;;;;;;;;;;;;;;4120;8;2920;4183;2332;1974;;
URGENCES2;2017;680000320;680000643;GEN;168;408;1;IAO;28527;2714;4445;6660;1700;59;;;;;;;236;29;52;;4;1460;3034;2326;787;1;1
URGENCES2;2017;680000494;680000643;GEN;168;168;1;IAO;8640;268;2085;754;41;121;;;;;;;;;;;2;360;0;0;0;1;0
URGENCES2;2017;680000544;680020336;GEN;168;266;1;IAO;15211;1797;2952;1945;765;89;;;;;;;31;1;0;;2;730;536;115;446;0;0
URGENCES2;2017;680000627;680020336;GEN;178;277;0;;16019;;16019;2255;;2255;;;;;;;;;;;2;730;909;375;567;;
URGENCES2;2017;680000684;680000973;GEN;816;1571;1;IAO;69770;6360;22974;15823;;3195;;;;;;;;;;;19;6935;5018;896;4682;1;1
URGENCES2;2017;680000700;680001005;GEN;168;336;;;16738;1742;3288;998;500;;4;;;;;;1083;;;;3;1095;485;168;321;0;0
URGENCES2;2017;680004546;680020336;GEN;574;1225;1;IAO;66848;8192;8234;10857;3448;463;;;;;;;;;;;15;5475;4478;739;4316;0;0
URGENCES2;2017;680020096;680020336;GEN;168;252;1;IAO;17891;1463;3689;264;76;17;;;;;;;1234;441;20;;;;0;0;0;1;0
URGENCES2;2017;690000013;690780036;GEN;336;84;0;;18304;1451;3865;2112;721;25;;;;;;;270;63;5;;3;1095;1239;514;757;1;1
URGENCES2;2017;690000575;690782222;GEN;639;1143;1;IAO;66951;6277;29060;11413;;;21;;;;;;1712;;;;15;5475;6237;1656;5065;1;1
URGENCES2;2017;690000625;690782271;GEN;322;336;0;;20083;2245;4248;884;;;145;;;;;;623;;;;6;;2156;497;1692;1;1
URGENCES2;2017;690007539;690781810;PED;476;1680;1;IAO;95145;;;;;;;;;;;;;;;7166;18;5840;3844;690;3609;;
URGENCES2;2017;690023411;690000252;GEN;276;413;1;IAO;27863;1926;4112;1787;362;11;0;0;0;0;0;0;409;205;5;;4;1460;1786;1219;599;1;0
URGENCES2;2017;690780093;750821092;GEN;276;564;1;IAO;27770;2673;;;;;;;;;;;;;;;4;1460;735;194;554;0;1
URGENCES2;2017;690780382;690006598;GEN;168;252;0;;20333;1756;7947;;;;;;;;;;;;;;2;;274;155;126;1;1
URGENCES2;2017;690780390;690000229;GEN;203;252;1;IAO;21038;1955;3632;2513;875;70;;;;;;;137;26;18;;5;1825;764;182;610;1;1
URGENCES2;2017;690780416;690031190;GEN;290;602;1;IAO;26967;2636;2937;2341;876;8;0;0;0;0;0;0;771;241;87;;8;2856;3087;828;2511;1;1
URGENCES2;2017;690780648;690036900;GEN;245;455;1;IAO;25078;2770;1668;4094;;;;;;;;;;;;;6;2190;1821;876;961;1;1
URGENCES2;2017;690780655;690000377;GEN;252;497;1;IAO;35200;2888;;;;;;;;;;;;;;;6;194;259;65;194;0;1
URGENCES2;2017;690782834;690000724;GEN;168;478;1;IAO;24242;1978;1740;238;78;1;;;;;;;;;;;4;1460;845;219;716;1;1
URGENCES2;2017;690783154;690781810;GEN;1191;1936;1;IAO;114274;8578;;17062;5150;;;;;0;0;;1940;189;;;24;7427;8537;1648;7784;1;1
URGENCES2;2017;690784137;690781810;GEN;541;419;1;IAO;34175;5326;;10273;3534;;;;;;;;305;70;;;18;6570;4233;654;5487;1;1
URGENCES2;2017;690784152;690781810;GEN;468;896;1;IAO;23912;3465;;5170;2149;;20;;;;;;102;42;;;8;2920;3840;645;3248;1;1
URGENCES2;2017;690805361;690805353;GEN;510;1414;1;IAO;38293;5123;978;5305;1762;32;;;;;;;2210;1216;45;;13;4745;4162;120;5809;1;1
URGENCES2;2017;690807367;690003447;GEN;168;287;1;IAO;17436;647;3226;1163;;;0;;;0;;;46;;;;2;730;289;267;23;1;1
URGENCES2;2017;700000011;700780026;GEN;168;168;1;IAO;10827;1888;1987;2181;1053;13;;;;;;;;;;;2;730;664;259;430;1;1
URGENCES2;2017;700000029;700004591;GEN;396;567;1;IAO;31697;4320;6790;12188;3266;2240;;;;;;;475;38;71;;10;3650;6131;2806;3599;1;1
URGENCES2;2017;710010067;710780644;GEN;218;300;1;IAO;25136;3480;6437;;;;;;;;;;;;;;5;1825;1704;556;1226;0;0
URGENCES2;2017;710010786;710781451;GEN;168;259;1;IAO;15276;2560;3872;3164;1330;374;1;1;;;;;464;166;45;;2;730;607;524;84;0;0
URGENCES2;2017;710978263;710780958;GEN;396;496;1;IAO;59639;5593;19095;12903;3264;2308;;;;;;;;;;;8;2598;4214;1031;3986;1;0
URGENCES2;2017;710978289;710780263;GEN;505;994;1;IAO;53519;;15804;;;;;;;;;;;;;;10;3650;569;501;68;1;1
URGENCES2;2017;710978313;710976705;GEN;168;168;1;IAO;24146;969;4532;5254;552;45;;;;;;;;;;;6;2160;2503;1009;1669;1;1
URGENCES2;2017;710978347;570010181;GEN;252;420;1;IAO;31274;3290;9344;5943;1912;224;0;0;0;0;0;0;579;92;113;;2;730;1475;1475;0;;
URGENCES2;2017;720000033;720000025;GEN;580;1721;1;IAO;58981;11260;139;15246;5990;31;16;13;;;;;1188;108;5;;22;8030;18405;9636;9381;1;1
URGENCES2;2017;720000033;720000025;PED;336;799;1;IAO;31579;;;;;;;;;;;;;;;5750;9;2625;3290;1489;1884;;
URGENCES2;2017;720000124;720000066;GEN;168;168;0;;9077;1327;1910;1153;576;2;25;16;;;;;542;112;74;;3;1095;477;160;341;0;0
URGENCES2;2017;720000470;610780082;GEN;112;220;0;;7198;1224;1345;1432;0;33;1;0;0;0;0;0;94;19;14;;3;1095;607;358;254;0;1
URGENCES2;2017;720000520;720000140;GEN;168;168;;;8215;1262;1756;893;566;;4;4;;;;;311;;;;4;1460;552;287;282;;
URGENCES2;2017;720001437;720006022;GEN;255;266;0;;13064;2361;2443;3117;1340;25;0;0;0;0;0;0;446;60;119;;4;1460;1359;210;1241;1;
URGENCES2;2017;720016179;720016724;GEN;238;545;1;IAO;25582;3385;6054;4081;1610;662;18;13;0;0;0;0;524;57;57;;4;1460;2531;572;2193;1;0
URGENCES2;2017;720017748;720000561;GEN;252;656;1;IAO;37591;3029;4374;4775;;;164;;;;;;;;;;7;2555;1754;516;1382;1;1
URGENCES2;2017;730000031;730000015;GEN;213;1240;1;IAO;68190;6565;19767;16713;4363;3539;7;4;0;2;2;0;;;;;16;5330;5243;760;4731;1;1
URGENCES2;2017;730000049;730002839;GEN;168;84;0;;1909;44;592;5;2;;;;;;;;4;;2;;0;0;0;0;0;0;0
URGENCES2;2017;730000080;730780103;GEN;336;504;1;IAO;15080;1578;3257;3528;;;12;;;0;;;518;;;;2;730;1141;591;593;1;1
URGENCES2;2017;730000098;730000015;GEN;168;342;1;IAO;18089;2412;3035;3189;1380;18;9;7;0;5;0;0;;;;;3;1095;954;176;796;1;0
URGENCES2;2017;730000247;730780525;GEN;196;247;1;IAO;15313;827;3418;3286;434;304;;;;;;;423;27;120;;6;2190;1467;567;938;1;1
URGENCES2;2017;730000262;730002839;GEN;288;490;1;IAO;29698;3030;7079;8315;1939;1270;0;0;0;0;0;0;772;82;53;;12;3352;1866;206;1684;0;0
URGENCES2;2017;730004298;730010048;GEN;188;420;1;IAO;25432;1991;7020;1956;265;121;;;;;;;;;;;6;2190;718;392;329;0;0
URGENCES2;2017;740000237;740781133;GEN;672;1365;1;IAO;73825;7263;20400;17150;3599;2974;277;3;4;;;;634;290;16;;16;5840;6522;2204;4961;1;1
URGENCES2;2017;740000294;740781208;GEN;63;63;0;;5363;378;1434;;;;;;;;;;;;;;;;0;0;0;0;0
URGENCES2;2017;740000302;740781133;GEN;406;160;1;IAO;24619;2393;5517;3834;1347;57;1;0;0;4;1;0;259;37;98;;8;2374;2194;537;1780;1;1
URGENCES2;2017;740000328;740790381;GEN;542;728;1;IAO;40515;3826;10098;8270;2105;1533;184;3;8;;;;247;29;17;;15;5475;1783;48;1823;1;1
URGENCES2;2017;740014345;740000617;GEN;252;420;1;IAO;43853;896;10153;3318;199;316;;;;;;;26;;;;6;185;184;47;153;1;1
URGENCES2;2017;740780424;740000120;GEN;168;272;1;IAO;17721;816;4097;884;138;53;0;;;0;;;;;;;4;1460;235;45;219;1;1
URGENCES2;2017;740781141;740790258;GEN;492;1307;1;IAO;54753;4275;17220;11121;2332;1623;;;;;;;;;;;9;3285;1960;46;2017;1;1
URGENCES2;2017;740781224;740001839;GEN;379;670;1;IAO;38924;3394;9365;9283;2105;1699;;;;;;;371;38;40;;10;3650;2369;274;2599;1;1
URGENCES2;2017;750000523;750150120;GEN;491;1352;1;IAO;51481;7947;1317;15107;5286;113;;;;;;;578;140;14;;10;3650;5212;2520;2700;1;1
URGENCES2;2017;750000549;750150229;GEN;170;205;1;IAO;45081;2829;7120;857;124;111;;;;;;;;;;;2;730;393;336;57;1;1
URGENCES2;2017;750100018;750712184;GEN;204;757;1;IAO;26318;394;1245;1326;;;;;;;;;;;;;4;1460;842;285;655;1;1
URGENCES2;2017;750100042;750712184;GEN;386;2084;1;IAO;172466;7973;5614;17064;3412;280;31;1;0;;;;1813;119;90;;24;8760;6937;824;6647;1;1
URGENCES2;2017;750100075;750712184;GEN;500;672;1;IAO;39204;2116;1142;5265;852;67;;;;;;;666;53;28;;7;2555;3081;1016;2771;1;1
URGENCES2;2017;750100091;750712184;GEN;805;1799;1;IAO;62886;6355;1316;13243;3819;100;50;0;0;0;0;0;1412;166;40;;11;4015;8550;2486;6629;1;1
URGENCES2;2017;750100109;750712184;PED;;953;1;IAO;54207;;;;;;;;;;;;;;;7339;12;2910;7074;3797;3399;;
URGENCES2;2017;750100125;750712184;GEN;647;1344;1;IAO;67300;7742;1240;12144;2771;;45;1006;;;;;1379;;;;20;7300;8616;1347;8662;1;1
URGENCES2;2017;750100166;750712184;GEN;484;1484;1;IAO;54707;5785;2339;5306;;;35;;;;;;2606;;;;23;8395;10673;4274;7324;1;1
URGENCES2;2017;750100208;750712184;PED;2890;4032;1;MAO;78602;;;;;;;;;;;;;;;8575;12;4380;5341;3187;2170;;
URGENCES2;2017;750100232;750712184;GEN;752;1512;1;IAO;85124;9454;78;;5059;1;;;;;;;;76;6;;24;;13504;5205;10885;1;1
URGENCES2;2017;750100273;750712184;GEN;455;1204;1;IAO;45349;3882;964;11417;2286;103;1;0;0;0;0;0;519;52;15;;14;5110;9995;4635;5460;1;1
URGENCES2;2017;750150237;750006728;GEN;264;468;1;IAO;23867;1717;440;1981;1566;13;;;;;;;331;286;12;;2;730;927;221;753;1;1
URGENCES2;2017;750803447;750712184;GEN;592;1531;1;IAO;55878;6034;1450;11185;2793;127;;;;;;;;;;;15;5475;6907;944;6790;1;1
URGENCES2;2017;750803454;750712184;PED;1266;1428;1;IAO;91284;;;;;;;;;;;;;;;9073;15;5475;6562;3518;3181;;
URGENCES2;2017;760000018;760780023;GEN;541;647;1;IAO;38207;4703;9463;9601;2775;1486;741;44;32;;;;;;;;2;730;1453;96;1574;1;1
URGENCES2;2017;760000042;760780056;GEN;168;168;1;IAO;20668;1305;6647;474;;;0;;;0;;;1220;;;;2;730;309;107;214;0;0
URGENCES2;2017;760000141;760780239;GEN;192;488;1;IAO;23242;2527;4885;4411;1554;119;;;;;;;;;;;5;1825;4410;3171;1272;0;1
URGENCES2;2017;760000158;760780239;GEN;824;2315;1;MAO;82599;11689;2728;37141;8571;649;;;;;;;;;;;18;6570;37430;24722;13150;0;1
URGENCES2;2017;760000158;760780239;PED;307;771;1;IAO;39354;;;;;;;;;;;;;;;7676;4;1460;7729;6910;835;;
URGENCES2;2017;760000364;760780734;GEN;168;370;1;IAO;21546;3494;3977;;;;;;;;;;;;;;4;1460;1842;293;1862;1;
URGENCES2;2017;760000372;760780742;GEN;336;385;0;;22093;2126;5281;3185;1125;21;18;15;0;;;;1050;212;179;;4;1460;2490;816;1850;0;0
URGENCES2;2017;760000463;760024042;GEN;787;1064;1;IAO;59130;4750;21172;10485;2492;1751;97;;;;;;424;;;;12;4380;2617;402;2642;0;1
URGENCES2;2017;760021329;760000448;GEN;312;602;1;IAO;39798;2369;6969;3683;;;;;;;;;25;;;;6;2190;253;125;143;1;1
URGENCES2;2017;760780510;760000257;GEN;212;244;1;IAO;16870;876;3899;896;;;;;;;;;27;;;;4;;307;106;202;;
URGENCES2;2017;760780791;760000414;GEN;209;365;1;IAO;27646;1177;3965;1409;216;43;0;;;0;;;99;11;5;;4;1460;1337;960;383;1;0
URGENCES2;2017;760805770;760780726;GEN;622;1216;1;IAO;44380;6508;1446;11574;4137;144;;;;;;;199;26;6;;8;2920;5470;2277;3322;1;1
URGENCES2;2017;760805770;760780726;PED;284;577;1;IAO;36908;;;;;;;;;;;;;;;3987;2;730;1107;990;117;;
URGENCES2;2017;760921809;760000273;GEN;339;503;1;IAO;40026;1237;7534;2476;359;76;;;;;;;;;;;7;2555;748;187;591;1;1
URGENCES2;2017;770000131;770021145;GEN;218;420;1;IAO;34817;2796;11338;4636;1602;151;;;;;;;;;;;2;730;630;154;544;;
URGENCES2;2017;770000131;770021145;PED;168;168;;;7829;;;;;;;;;;;;;;;853;;;0;0;0;;
URGENCES2;2017;770000149;770021152;GEN;238;420;1;IAO;26580;3006;3534;3780;1323;83;59;;;1;;;518;219;28;;4;1460;1309;377;950;1;1
URGENCES2;2017;770000149;770021152;PED;50;420;1;IAO;15422;;;;;;;;;;;;;;;1547;2;730;276;241;35;;
URGENCES2;2017;770000156;770110054;GEN;498;840;1;IAO;40672;4618;5348;8889;2846;238;611;6;37;;;;;;;;12;4380;5544;1176;5118;1;1
URGENCES2;2017;770000156;770110054;PED;168;336;1;IAO;16344;;;;;;;;;;;;;;;2348;2;730;766;636;134;;
URGENCES2;2017;770000164;770021152;GEN;218;420;1;IAO;32982;2591;11430;3780;283;1198;59;;;1;;;518;35;276;;4;1460;1272;700;594;1;0
URGENCES2;2017;770000172;770110070;GEN;208;336;1;MAO;27058;2770;3818;6043;1781;129;81;4;4;;;;185;;;;5;;2589;1448;1172;;
URGENCES2;2017;770000172;770110070;PED;168;81;1;IAO;9767;;;;;;;;;;;;;;;1196;1;365;131;115;18;;
URGENCES2;2017;770000214;770021152;GEN;238;252;0;;17516;2134;2820;1625;803;38;500;37;13;;;;297;44;10;;3;1095;1159;256;1094;1;0
URGENCES2;2017;770000446;770021145;GEN;120;183;1;IAO;42506;4179;5688;6334;1939;102;;;;;;;;;;;13;4745;2099;187;2724;1;0
URGENCES2;2017;770000446;770021145;PED;164;188;;;18315;;;;;;;;;;;;;;;2624;2;730;528;338;193;;
URGENCES2;2017;770019032;770021145;GEN;784;1596;1;IAO;71179;4364;21283;10947;2425;1901;;;;;;;;;;;12;4380;3744;732;3256;;
URGENCES2;2017;770300010;770004299;GEN;336;840;1;IAO;28149;1407;6193;2426;1205;62;;;;;;;;;;;4;1460;372;320;52;0;1
URGENCES2;2017;770300135;770000289;GEN;238;299;1;IAO;29483;1318;8342;873;;;;;;;;;;;;;3;;20;20;0;1;1
URGENCES2;2017;770790707;770000719;GEN;228;420;1;IAO;17039;;;1064;;;;;;;;;;;;;5;1825;1787;1274;515;1;0
URGENCES2;2017;780000287;780110011;GEN;518;754;1;IAO;47644;3966;;7095;2172;;365;4;;0;;;67;;;;8;2920;2965;583;2815;1;0
URGENCES2;2017;780000287;780110011;PED;208;406;1;IAO;20057;;;;;;;;;;;;;;;3887;4;560;1772;904;920;;
URGENCES2;2017;780000295;780002697;GEN;42;38;1;IAO;29782;1673;;2161;;;244;;;0;;;824;;;;9;3285;1957;371;1833;;
URGENCES2;2017;780000311;780001236;GEN;802;980;1;IAO;62435;6444;5105;12847;4504;4026;9;4;0;0;0;0;397;46;10;;9;3285;4483;1409;3587;0;1
URGENCES2;2017;780000311;780001236;PED;506;504;1;IAO;23351;;;;;;;;;;;;;;;3389;6;2190;1648;656;1056;;
URGENCES2;2017;780000329;780110052;GEN;406;840;1;IAO;28201;2945;4851;2076;620;57;;;;;;;75;8;6;;11;4015;4119;1400;3217;1;1
URGENCES2;2017;780000329;780110052;PED;168;504;;IAO;10291;;;;;;;;;;;;;;;1053;;;0;0;0;;
URGENCES2;2017;780022737;780000675;GEN;168;245;1;IAO;13402;980;3298;528;346;0;0;0;0;0;0;0;5;;0;;2;730;129;67;66;1;0
URGENCES2;2017;780300323;780003679;GEN;168;504;1;IAO;25182;;;;;;;;;;;;;;;;4;1460;516;166;365;1;1
URGENCES2;2017;780300406;780018032;GEN;175;252;1;IAO;16701;2145;2842;962;;;;;;;;;;;;;4;1460;379;67;353;1;0
URGENCES2;2017;780300414;780000675;GEN;168;322;1;IAO;18876;2188;3665;2450;467;25;0;0;0;0;0;0;0;0;0;;4;1460;292;157;141;1;0
URGENCES2;2017;780300422;780002259;GEN;364;672;1;IAO;40376;;;;;;;;;;;;;;;;6;2190;1609;811;862;1;1
URGENCES2;2017;780300455;780000717;GEN;168;168;0;;18622;;;2675;;;;;;;;;;;;;6;2190;523;362;171;1;1
URGENCES2;2017;780800256;780110078;GEN;914;2236;1;IAO;87009;8553;29412;11345;2568;2011;1417;46;117;;;;4127;2147;347;;13;4745;12620;5842;7416;1;1
URGENCES2;2017;780800256;780110078;PED;204;546;;;20472;;;;;;;;;;;;;;;;4;1460;1525;468;1266;;
URGENCES2;2017;790000087;790000012;GEN;512;1328;1;IAO;50410;7722;4999;12481;3966;142;1008;48;1;0;0;0;654;290;2;;12;4380;6765;1622;6164;1;1
URGENCES2;2017;790000087;790000012;PED;70;112;0;;50410;;;;;;;;;;;;;;;2298;2;730;222;177;45;;
URGENCES2;2017;790000095;790006654;GEN;168;282;1;IAO;18016;2163;4737;3076;1233;149;70;3;3;0;0;0;365;70;106;;4;1460;1591;538;1271;1;1
URGENCES2;2017;790000103;790006654;GEN;168;168;1;IAO;12973;1886;3162;2298;1121;57;18;13;1;0;0;0;336;39;91;;4;1460;1418;440;1190;1;1
URGENCES2;2017;790003537;790006654;GEN;168;225;1;IAO;14789;2304;3065;3394;1312;104;230;10;6;0;0;0;96;15;24;;4;;1350;376;1174;1;1
URGENCES2;2017;790009948;790001242;GEN;168;302;1;MAO;17390;1797;3693;2499;918;88;;;;;;;;;;;4;1460;368;218;151;1;1
URGENCES2;2017;800000143;800000028;GEN;168;672;1;IAO;39784;5773;9946;7816;2280;1094;500;224;1;84;34;0;1028;441;29;;8;2920;3069;776;2440;1;1
URGENCES2;2017;800000226;800000069;GEN;132;218;0;;14824;1621;4094;2035;825;16;9;6;0;0;0;0;0;0;0;;4;1460;924;304;660;1;1
URGENCES2;2017;800000390;800000085;GEN;168;336;0;;15275;2078;3549;2854;1092;17;91;55;0;0;0;0;626;124;95;;3;1095;1628;627;1085;0;0
URGENCES2;2017;800000432;800000093;GEN;336;409;1;IAO;15581;2121;2918;2594;973;47;240;126;1;71;38;0;480;101;77;;2;730;1251;491;809;0;1
URGENCES2;2017;800006124;800000044;GEN;67;1532;1;IAO;72093;8413;2588;20835;5140;222;;;;;;;;;;;18;6570;8808;4126;4843;1;1
URGENCES2;2017;800006124;800000044;PED;132;728;1;IAO;26194;;;;;;;;;;;;;;;5248;8;2920;2200;690;1537;;
URGENCES2;2017;800015729;800015679;GEN;240;512;1;IAO;26311;3197;4073;1529;608;2;;;;;;;4002;1057;124;;6;2190;2007;1296;725;1;1
URGENCES2;2017;810000224;810000471;GEN;35;35;1;IAO;19397;2594;4610;3324;598;1294;;;;;;;;;;;5;1825;1202;844;367;1;1
URGENCES2;2017;810000505;810000331;GEN;481;854;1;IAO;32603;5086;9713;6234;2619;1100;0;0;0;0;0;0;505;116;54;;8;2920;6680;4980;1772;1;1
URGENCES2;2017;810000521;810000380;GEN;456;928;1;IAO;41572;5947;10485;11307;4018;1352;4;4;;;;;335;35;15;;6;2190;3236;1426;1876;1;1
URGENCES2;2017;810000562;810000455;GEN;168;168;1;IAO;21152;1941;6348;2034;857;74;117;31;0;0;0;0;608;120;115;;4;1460;1186;424;812;;
URGENCES2;2017;810101444;810000992;GEN;182;223;1;IAO;14679;2498;2029;;;;;;;;;;;;;;5;1825;1251;934;323;1;1
URGENCES2;2017;820000032;820000016;GEN;406;840;1;IAO;36595;4256;10087;8802;2486;1404;362;12;25;0;0;0;0;0;0;;9;3285;2959;801;2423;1;1
URGENCES2;2017;820000057;820000131;GEN;181;420;1;IAO;19434;2195;4104;4208;1076;108;;;;;;;181;156;20;;6;2190;1561;363;1420;1;1
URGENCES2;2017;820000883;820004950;GEN;168;403;1;IAO;16106;2105;4142;1497;826;35;3;3;;;;;628;123;60;;4;1460;1300;453;918;1;0
URGENCES2;2017;830000279;830100517;GEN;324;420;1;IAO;30960;3381;6750;2884;;;22;;;;;;1544;;;;10;3650;2739;1333;1425;1;1
URGENCES2;2017;830000287;830100525;GEN;376;700;1;IAO;40119;4361;9785;8493;2477;1164;460;6;0;0;;;717;183;62;;2;668;1291;783;573;1;1
URGENCES2;2017;830000295;830100533;GEN;523;504;1;IAO;39829;;;10578;;;;;;;;;238;;;;10;3650;4363;3165;1202;1;1
URGENCES2;2017;830000311;830100566;GEN;437;756;1;IAO;44913;5446;12261;10523;3181;1177;189;124;8;0;0;0;;;;;4;1460;1063;525;544;1;1
URGENCES2;2017;830000337;830100590;GEN;168;336;1;IAO;26214;2573;5369;2888;1027;34;0;0;0;0;0;0;967;126;154;;4;1460;1719;450;1296;1;1
URGENCES2;2017;830000345;830100616;GEN;575;1330;1;IAO;54234;8112;1839;11013;3896;550;448;18;50;;;;808;278;33;;11;4015;9016;4143;5161;1;1
URGENCES2;2017;830000345;830100616;PED;218;420;1;IAO;26362;;;;;;;;;;;;;;;4198;4;1460;1891;1061;843;;
