BOR;AN;nofinesset;nofinessej;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2017;210987558;210780581;REAADU;57;20805;3460;3707;195;18678;15;33;522;36;;14.75;1;;1;148;;140.04;82;;77.69;12;;11.22;5;;4.86
REA;2017;210987558;210780581;REAENF;6;2190;446;465;45;1593;18;;;4;0;2.78;;;;;;;;;;19;;16.88;;;
REA;2017;210987558;210780581;SITOT;57;20805;4732;;;21638;;;;;;;;;;;;;;;;;;;;;
REA;2017;210987558;210780581;SIUNV;10;3650;1075;;;3137;;;;7;0;1.11;1;;1;13;;11.71;4;;3.44;;;;1;;0.92
REA;2017;210987558;210780581;SURVADU;48;17520;4732;;;22025;;;;14;0;1.94;1;;0.5;12;;6.93;8;;6.5;;;;;;
REA;2017;210987558;210780581;SURVENF;7;2555;582;;;3279;;;;1;0;0.3;;;;;;;;;;;;;;;
REA;2017;210987558;210780581;USIC;18;6570;2358;;;6232;;;;4;1;1.28;1;;0.33;30;;28.49;11;;9.71;;;;3;;3
FILTRE;2017;210987657;210012175;AUTSI;6;2190;487;;;1657;;;;1;;1;1;;1;14;3;16.1;5;2;6.6;;;;2;;2
REA;2017;210987657;210012175;SITOT;6;2190;487;;;1657;;;;;;;;;;;;;;;;;;;;;
REA;2017;210987657;210012175;SURVADU;2;730;81;;;75;;;;1;;1;1;;1;14;3;16.1;5;2;6.6;;;;2;;2
FILTRE;2017;210987665;210012142;SURVADU;3;1095;334;;;1968;;;;1;1;0.4;;;;;;;;;;;;;;;
FILTRE;2017;210987673;210012142;SURVADU;2;730;135;;;563;;;;1;;0.1;1;;1.24;;;;2;;1.48;;;;1;;0.25
FILTRE;2017;210987699;210780706;AUTSI;4;1460;320;;;1239;;;;3;2;1.48;1;0;0.12;9;2;6.36;5;2;6.36;0;0;0;7;0;3.76
REA;2017;210987699;210780706;SITOT;10;3650;783;;;2930;;;;;;;;;;;;;;;;;;;;;
REA;2017;210987699;210780706;USIC;6;2190;463;;;1691;;;;1;0;0.98;1;0;0.3;10;4;6.36;7;1;6.38;0;0;0;2;1;1.04
FILTRE;2017;210987731;210780417;SURVADU;6;1970;771;;;1729;;;;1;;1;;;;2;;2;;;;;;;;;
FILTRE;2017;220000012;220000020;REAADU;14;5110;683;716;66;4152;18;42;55;7;4;8.95;2;;1.6;36;21;28.69;25;6;23.99;;;;3;1;0.8
REA;2017;220000012;220000020;SITOT;16;4380;1954;;;4421;;;;;;;;;;;;;;;;;;;;;
REA;2017;220000012;220000020;SIUNV;6;2190;747;;;1482;;;;6;1;6.9;1;;1;5;1;5.04;6;1;6.04;1;;0.2;1;;0.5
REA;2017;220000012;220000020;SURVADU;7;2119;417;;;1575;;;;2;;2;2;;0.4;30;18;7.87;14;5;3.11;;;;;1;0.6
REA;2017;220000012;220000020;USIC;10;2190;1207;;;2939;;;;5;;3;;1;0.91;12;5;14.96;10;3;12.15;;;;;1;0.65
FILTRE;2017;220000095;220000046;SURVADU;6;2190;383;;;1559;;;;5;;3;;1;0.56;6;3;8.64;6;3;8.82;;;;;1;0.69
FILTRE;2017;220000111;220000376;SURVADU;4;1460;196;;;896;;;;;;0.5;;;;5;1;5.5;2;1;2.5;;3;0.2;;4;1
FILTRE;2017;220000343;220000079;SURVADU;10;3650;781;;;2571;;;;3;;2.6;2;;0.7;6;9;12.15;8;5;11.72;;;;;;
FILTRE;2017;220000368;220000103;SURVADU;8;2920;649;;;1976;;;;0;7;1.95;;2;0.25;4;7;8.74;5;2;6.2;;1;0.3;;3;0.66
FILTRE;2017;220000541;220000152;SURVADU;6;2190;441;;;1410;;;;;1;0.75;;2;0.34;;10;5.44;;5;2.73;;;;;3;0.61
FILTRE;2017;220005599;220017842;SURVADU;6;2190;321;;;1369;;;;5;;5;;1;0.5;2;;2;2;;2;;;;;;
FILTRE;2017;220022800;220000673;SURVADU;12;3115;826;;;3115;;;;1;0;1;1;;1;8;;8;8;0;8;0;0;0;0;0;0
FILTRE;2017;230000820;230780041;REAADU;8;2920;223;224;8;2017;12;53;68;5;1;3.44;1;1;1.28;21;5;24.36;15;;15;0;0;0;1;0;1
REA;2017;230000820;230780041;SITOT;8;2920;620;;;1999;;;;;;;;;;;;;;;;;;;;;
REA;2017;230000820;230780041;SURVADU;4;1460;279;;;1029;;;;5;1;1.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2017;230000820;230780041;USIC;8;2920;620;;;1999;;;;1;2;1;;1;0.15;11;0;11;0;0;0;0;0;0;0;0;0
FILTRE;2017;230780082;750005068;SURVADU;4;1460;190;;;953;;;;2;;1.1;1;;0.5;34;6;4.99;30;4;4.67;5;1;0.56;16;1;1.5
FILTRE;2017;230780157;230000861;SURVADU;2;730;22;;;79;;;;2;;1;1;;0.2;;;;;;;;;;;;
FILTRE;2017;240000190;240000596;SURVADU;12;4380;1589;;;3938;;;;;7;1;;;;6;;6;5;;5;;;;;;
FILTRE;2017;240000208;240000612;SURVADU;4;1460;219;;;534;;;;1;;1;;;;;;;;;;;;;;;
FILTRE;2017;240000372;240000059;SURVADU;12;4380;600;;;2828;;;;0;1;0.41;0;2;0.64;23;6;12.45;20;2;11.08;0;0;0;2;6;2.78
FILTRE;2017;240000489;240000117;REAADU;15;5475;696;715;41;5065;7;46;117;5;;3.22;1;0;1;40;0;38.95;21;1;21.93;0;0;0;6;0;5.2
REA;2017;240000489;240000117;SITOT;18;6570;1663;;;6183;;;;;;;;;;;;;;;;;;;;;
REA;2017;240000489;240000117;SIUNV;6;2190;421;;;1865;;;;1;;1;;;;;;;;;;;;;;;
REA;2017;240000489;240000117;SURVADU;4;1460;163;;;503;;;;1;;1;;;;;;;;;;;;;;;
REA;2017;240000489;240000117;SURVENF;4;1460;580;;;2080;;;;1;;1;;;;;;;;;;;;;;;
REA;2017;240000489;240000117;USIC;12;4380;1242;;;4318;;;;3;;3;1;0;0.5;14;0;14.95;13;0;12.75;0;0;0;3;0;2.5
FILTRE;2017;240000687;240000448;SURVADU;8;2920;599;;;2184;;;;;10;1.15;;1;0.27;;10;3.35;;11;2.95;;;;;6;1.43
FILTRE;2017;250000270;250000643;SITOT;8;2920;1276;;;2177;;;;;;;;;;;;;;;;;;;;;
REA;2017;250000270;250000643;SURVADU;8;2920;686;;;1616;;;;;;;;1;0.33;8;3;8.16;5;2;5.85;;;;;;
REA;2017;250000270;250000643;USIC;8;2920;1276;;;2177;;;;;;;;1;0.33;7;3;8.32;8;4;8.32;;;;;;
FILTRE;2017;250000700;250000452;SITOT;;;12;;;7;;;;;;;;;;;;;;;;;;;;;
REA;2017;250000700;250000452;SURVADU;5;1825;299;;;1266;;;;0;5;0.9;;2;0.35;;27;4.73;;18;2.75;;;;;9;0.77
REA;2017;250000700;250000452;USIC;;;12;;;7;;;;0;;;;;;;;;;;;;;;;;
FILTRE;2017;250006954;250000015;AUTSI;96;33577;3759;;;28188;;;;1;87;11.78;1;8;2.57;48;53;83.6;34;28;53.4;;9;1.96;9;20;18.19
REA;2017;250006954;250000015;REAADU;40;14478;1487;1586;78;11935;10;45;160;5;14;12.49;2;1;1.92;70;41;97.74;41;18;56.46;2;4;3.28;11;5;11.13
REA;2017;250006954;250000015;REAENF;3;1095;154;157;12;1069;25;;;0;7;1.2;2;3;3.55;1;2;2.75;2;5;3.7;;3;0.18;0;2;1.09
REA;2017;250006954;250000015;SITOT;123;43432;7889;;;36965;;;;;;;;;;;;;;;;;;;;;
REA;2017;250006954;250000015;SIUNV;10;3650;683;;;3318;;;;0;3;1;;1;0.13;9;3;10.83;7;4;9.08;;1;0.23;1;3;3.07
REA;2017;250006954;250000015;SURVADU;61;18254;3216;;;17359;;;;2;119;7.92;;3;1.62;23;22;37.57;16;10;23.34;;5;0.99;4;13;8.98
REA;2017;250006954;250000015;SURVENF;12;4380;554;;;2369;;;;0;16;2.1;6;8;3.82;8;6;14.92;5;6;8.49;;1;0.24;;8;4.2
REA;2017;250006954;250000015;USIC;17;6205;3447;;;5459;;;;0;10;1;1;;1;33;28;45.36;6;11;14.68;0;2;0.86;2;6;5.36
FILTRE;2017;250011848;250017803;SURVADU;6;2190;219;;;1135;;;;;;;;;;;5;4.65;;5;4.65;;;;;;
FILTRE;2017;260000013;260000021;REAADU;12;3687;409;424;23;4123;19;49;29;5;4;6.06;1;;0.6;24;12;28.9;13;;13;;;;;;
REA;2017;260000013;260000021;SITOT;20;7300;2117;;;6257;;;;;;;;;;;;;;;;;;;;;
REA;2017;260000013;260000021;SIUNV;8;2920;850;;;2315;;;;8;0;1.2;1;0;0.25;6;4;9.56;6;4;3.56;1;0;0.2;5;2;1.01
REA;2017;260000013;260000021;SURVADU;8;2920;540;;;2799;;;;5;4;1.47;1;;0.3;8;3;12.5;6;;6.5;;;;;;
REA;2017;260000013;260000021;SURVENF;8;1824;555;;;1776;;;;;3;1.2;7;2;7.49;;;;10;9;3.76;;;;;;
REA;2017;260000013;260000021;USIC;12;4380;1267;;;3942;;;;3;1;1.45;1;0;0.5;10;6;14.12;5;4;8.41;1;0;0.1;7;0;1.54
FILTRE;2017;260000120;260016910;SITOT;6;2190;673;;;1849;;;;;;;;;;;;;;;;;;;;;
REA;2017;260000120;260016910;SURVADU;10;365;584;;;3272;;;;3;;3;0;1;1.02;16;6;20.49;5;4;9.13;0;1;0.4;3;1;3.78
REA;2017;260000120;260016910;USIC;6;2190;673;;;1849;;;;3;1;1;;;;;;;;;;;;;;;
FILTRE;2017;260000138;260000047;REAADU;12;4380;470;489;18;3938;31;43;81;3;3;5.14;1;0;1;24;5;28.07;21;1;20.63;0;0;0;1;1;1.75
REA;2017;260000138;260000047;SITOT;8;2920;719;;;2458;;;;;;;;;;;;;;;;;;;;;
REA;2017;260000138;260000047;SIUNV;2;730;167;;;512;;;;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2017;260000138;260000047;SURVADU;6;2190;453;;;1857;;;;1;0;0.87;0;0;0;8;1;8.6;5;1;5.8;0;0;0;0;0;0
REA;2017;260000138;260000047;USIC;6;2190;552;;;1946;;;;4;1;4.6;0;0;0;6;0;6;5;1;5.7;0;0;0;0;0;0
FILTRE;2017;260000260;260000377;SURVADU;4;1460;55;;;526;;;;4;;4;;;;9;2;11.4;5;1;5.8;;;;;;
FILTRE;2017;260003017;260000781;SURVADU;8;2920;571;;;1613;;;;;;;;;;2;4;5.9;2;6;6.1;;;;;;
FILTRE;2017;270000326;270000680;SURVADU;4;1460;102;;;345;;;;4;2;5;1;;0.2;7;0;2;7;0;2;0;2;1;3;0;1
FILTRE;2017;270000359;270023724;AUTSI;4;1460;246;;;1022;;;;;;;;1;0.1;;15;5.56;;12;4.42;;;;;;
REA;2017;270000359;270023724;REAADU;12;3786;423;453;21;3505;15;45;82;6;;6;;1;0.7;28;5;26.62;18;2;18.67;;;;3;2;4.48
REA;2017;270000359;270023724;SITOT;16;4576;758;;;3674;;;;;;;;;;;;;;;;;;;;;
REA;2017;270000359;270023724;SIUNV;4;196;39;;;114;;;;6;2;6.7;;1;0.08;;18;0.82;;18;0.78;;;;;;
REA;2017;270000359;270023724;SURVADU;6;1930;495;;;1420;;;;2;1;2.2;;1;0.3;6;2;6.83;6;;6.17;;;;;1;0.8
REA;2017;270000359;270023724;USIC;8;2920;473;;;2538;;;;5;1;5.2;;1;0.5;1;21;9.49;1;15;6.15;;;;1;;1
FILTRE;2017;270000458;270023724;SURVADU;4;1348;243;;;1058;;;;3;1;3.6;;1;0.2;5;2;5.93;6;1;6.92;;;;;2;1.29
FILTRE;2017;270000862;270000953;SITOT;6;2190;675;;;2840;;;;;;;;;;;;;;;;;;;;;
REA;2017;270000862;270000953;USIC;6;2190;675;;;2840;;;;6;;1;;;;35;;7.87;16;;2.17;;1;0.1;;;
FILTRE;2017;280000084;280000183;REAADU;8;2920;328;339;17;2450;11;50;48;2;2;2.48;1;;1;20;4;20.48;11;;11.5;;;;;1;0.25
REA;2017;280000084;280000183;SITOT;11;4015;892;;;3170;;;;;;;;;;;;;;;;;;;;;
REA;2017;280000084;280000183;SIUNV;5;1825;366;;;1331;;;;5;2;1.4;;;;5;;6.14;4;;4.2;;;;;1;0.79
REA;2017;280000084;280000183;SURVADU;4;1460;317;;;1147;;;;1;1;1.36;;;;4;;4;3;;2.96;;;;;;
REA;2017;280000084;280000183;USIC;6;2190;526;;;1839;;;;6;3;2.55;;;;8;1;9.2;5;1;6.3;;;;1;;1.19
FILTRE;2017;280000449;920030269;SURVADU;8;2920;447;;;2395;;;;;2;1;;;;4;2;5.63;2;1;2.72;;;;;;
FILTRE;2017;280000662;280500075;SURVADU;4;1460;389;;;1039;;;;2;;1.8;;;;6;;6.03;7;;6.57;;;;;;
FILTRE;2017;280504267;280000134;REAADU;12;4380;557;585;34;3590;9;43;94;5;3;4.8;1;;0.97;29;3;30.21;18;2;19.6;8;;0.31;6;;6
REA;2017;280504267;280000134;SITOT;12;4380;1365;;;3601;;;;;;;;;;;;;;;;;;;;;
REA;2017;280504267;280000134;SIUNV;4;1460;376;;;1247;;;;5;0;2.66;;;0.5;1;2;2.85;6;;6;8;;0.16;1;;1.94
REA;2017;280504267;280000134;SURVADU;12;4380;743;;;3678;;;;5;2;1.7;;;0.3;5;1;6;5;;5;8;;0.22;1;1;2.66
REA;2017;280504267;280000134;SURVENF;4;1460;547;;;1454;;;;2;1;0.32;1;1;1.06;2;2;4.09;3;1;4.26;;;;1;1;1.08
REA;2017;280504267;280000134;USIC;8;2920;989;;;2354;;;;12;;1.1;;;;5;2;6.68;7;4;10;8;;0.01;1;;1.04
FILTRE;2017;280505777;280001199;SURVADU;10;3650;685;;;3903;;;;3;;0.75;;1;0.25;6;1;7.25;4;;5.44;;;;;;
FILTRE;2017;290000025;290020700;REAADU;12;4380;429;435;20;3918;7;39;39;;9;4.05;1;;1;30;2;33;19;2;20.75;;;;2;1;2.02
REA;2017;290000025;290020700;SITOT;14;5110;1450;;;4505;;;;;;;;;;;;;;;;;;;;;
REA;2017;290000025;290020700;SIUNV;6;2190;611;;;2288;;;;;3;1.88;1;;0.2;13;7;7.04;16;2;3.71;;;;2;3;0.7
REA;2017;290000025;290020700;SURVADU;3;1095;277;;;909;;;;4;5;0.95;;;;;;;;;;;;;;;
REA;2017;290000025;290020700;USIC;8;2920;839;;;2217;;;;;3;1;1;;0.5;22;9;10.77;20;6;8.88;;;;3;;0.72
FILTRE;2017;290000033;290021542;REAADU;6;2190;354;364;21;2449;11;36;72;4;1;2.7;1;;1.03;15;10;21.16;9;3;10.63;;1;0.9;2;1;2.24
REA;2017;290000033;290021542;SITOT;8;2920;849;;;1826;;;;;;;;;;;;;;;;;;;;;
REA;2017;290000033;290021542;SURVADU;4;1460;238;;;598;;;;4;1;1.8;;1;0.5;7;1;6.95;7;2;8.48;;;;;;
REA;2017;290000033;290021542;USIC;8;2920;849;;;1826;;;;4;;1.2;;;;;;;;;;;;;;;
FILTRE;2017;290000058;290000017;AUTSI;14;4927;231;;;3912;;;;3;;2.15;1;0;1;15;6;19.9;11;6;15.94;;;;0;1;0.8
REA;2017;290000058;290000017;REAENF;3;1095;149;150;6;860;17;;;5;1;0.98;;;;;;;;;;;;;;;
REA;2017;290000058;290000017;SITOT;14;4927;231;;;3912;;;;;;;;;;;;;;;;;;;;;
REA;2017;290000058;290000017;SURVENF;7;2555;687;;;2292;;;;3;;0.41;;;;;;;;;;;;;;;
FILTRE;2017;290000140;290000447;SURVADU;6;2190;330;;;554;;;;10;;10;;1;0.35;;17;16;;12;11.3;1;;1;;;
FILTRE;2017;290000181;290000074;SURVADU;6;2190;482;;;1860;;;;4;;0.2;1;;0.35;4;1;4.05;2;2;3.05;;;;1;;0.2
FILTRE;2017;290000207;290000520;SURVADU;6;2190;469;;;1315;;;;5;;5;1;;0.4;2;8;5.09;2;8;5.87;;;;;;
FILTRE;2017;290000215;290029974;SURVADU;10;3650;930;;;2539;;;;6;;6;;;;6;2;7.52;4;1;4.86;;;;;;
FILTRE;2017;290000256;290000017;SURVADU;4;1460;301;;;1215;;;;1;;0.2;;1;0.25;5;1;5.84;5;2;6.19;;;;;2;0.83
FILTRE;2017;290000728;750821092;REAADU;10;3344;405;423;18;2239;18;36;88;3;10;3.08;1;0;1.66;15;6;20.57;8;6;14.15;;;;3;5;4.17
REA;2017;290000728;750821092;SURVADU;;;21;;;131;;;;;;;;;;;;;;;;;;;;;
FILTRE;2017;290000785;220020739;SURVADU;4;1460;334;;;1282;;;;;2;1.2;;;;6;;5.77;2;1;2.76;;;;;;
FILTRE;2017;290004142;290022508;SURVADU;12;4380;634;;;2879;;;;;4;1;;1;1.01;9;;9.38;6;3;6.18;;;;1;;1
FILTRE;2017;290004324;290000017;AUTSI;8;2920;628;;;3684;;;;1;1;0.51;1;;1;8;7;13.45;6;8;12.42;;;;2;1;2.5
REA;2017;290004324;290000017;REAADU;36;13140;1938;2043;56;10940;13;33;157;19;2;11.96;2;1;2.99;55;31;82.75;36;26;56.34;;;;11;2;13.2
REA;2017;290004324;290000017;SITOT;31;11315;3529;;;11663;;;;;;;;;;;;;;;;;;;;;
REA;2017;290004324;290000017;SIUNV;8;2920;924;;;2846;;;;5;;0.95;;1;0.5;8;2;8.86;7;1;7.8;;;;1;4;2.86
REA;2017;290004324;290000017;SURVADU;8;2920;896;;;2071;;;;0;0;0;;;;8;;8.05;7;;7.64;;;;;;
REA;2017;290004324;290000017;USIC;15;5475;1977;;;5133;;;;2;;0.3;0;0;0.34;5;15;15.61;5;10;13.32;;;;3;0;3.17
FILTRE;2017;290019777;290022508;SITOT;8;2920;679;;;2252;;;;;;;;;;;;;;;;;;;;;
REA;2017;290019777;290022508;SURVADU;8;2920;398;;;2134;;;;;26;4.2;;1;0.5;6;1;6.33;4;3;5.33;;14;0.86;;;
REA;2017;290019777;290022508;USIC;8;2920;679;;;2252;;;;;17;3.2;;1;0.98;10;1;8.45;6;1;7.17;;14;0.86;;;
FILTRE;2017;290023431;290001049;SURVADU;6;2190;447;;;1268;;;;;16;3.2;;;;;5;4.8;;5;4.8;;;;;;
FILTRE;2017;2A0000022;2A0000014;REAADU;10;3650;373;385;24;3221;6;47;74;;9;4.9;;1;0.5;33;;33;19;;19;;;;8;;8
REA;2017;2A0000022;2A0000014;SITOT;11;4015;862;;;3066;;;;;;;;;;;;;;;;;;;;;
REA;2017;2A0000022;2A0000014;SIUNV;3;1095;200;;;443;;;;;4;1;;;;6;;6;6;;6;;;;;;
REA;2017;2A0000022;2A0000014;SURVADU;5;1825;338;;;1598;;;;;9;2.1;;1;0.5;9;;9;11;;11;;;;4;;4
REA;2017;2A0000022;2A0000014;USIC;8;2920;662;;;2623;;;;;2;1;;;;9;;9;9;;9;;;;;;
FILTRE;2017;2A0000139;2A0000063;SURVADU;8;2920;456;;;2710;;;;6;;6;;;;;;;;;;;;;;;
FILTRE;2017;2A0000154;2A0000204;AUTSI;4;1460;218;;;995;;;;2;;1;;;;;;;;;;;;;;;
REA;2017;2A0000154;2A0000204;SITOT;4;1460;218;;;995;;;;;;;;;;;;;;;;;;;;;
FILTRE;2017;2B0000012;2B0000020;REAADU;8;2920;291;295;11;3156;4;49;57;2;4;4.2;0;1;0.67;16;2;17.33;12;1;13;0;0;0;2;1;1.55
REA;2017;2B0000012;2B0000020;SITOT;6;2190;731;;;1568;;;;;;;;;;;;;;;;;;;;;
REA;2017;2B0000012;2B0000020;SURVADU;4;1460;209;;;738;;;;1;2;2.1;0;1;0.33;8;2;8.67;7;1;6.5;0;0;0;0;1;0.78
REA;2017;2B0000012;2B0000020;USIC;6;2190;731;;;1568;;;;0;1;0.5;0;1;0.13;0;15;4.16;0;12;3.12;0;0;0;0;3;0.63
FILTRE;2017;2B0000392;2B0000129;SURVADU;5;1825;98;;;597;;;;2;;0.5;;;;6;;1.5;4;;0.9;;3;0.1;2;;0.6
FILTRE;2017;300000023;300780046;REAADU;8;2920;297;299;10;2348;7;45;73;5;2;4.3;1;;0.2;20;8;19.17;10;5;7.8;1;1;1.08;4;3;2.93
REA;2017;300000023;300780046;SITOT;6;2190;568;;;1952;;;;;;;;;;;;;;;;;;;;;
REA;2017;300000023;300780046;SURVADU;4;1460;280;;;1072;;;;5;2;1.07;;;;19;8;6.2;9;5;4.95;;;;1;1;0.5
REA;2017;300000023;300780046;USIC;6;2190;568;;;1952;;;;6;2;1.67;2;;0.3;16;3;5.38;14;;4.72;;;;11;3;3.81
FILTRE;2017;300000031;300780053;SITOT;6;2190;624;;;1459;;;;;;;;;;;;;;;;;;;;;
REA;2017;300000031;300780053;SURVADU;6;2190;541;;;1554;;;;5;3;1.63;;;;6;4;8.62;4;6;6.96;0;0;0;1;2;1.64
REA;2017;300000031;300780053;USIC;6;2190;624;;;1459;;;;2;;0.5;;;;4;3;6.1;3;2;4.9;0;0;0;0;0;0
FILTRE;2017;300780137;920028396;SURVADU;10;3650;436;;;2506;;;;4;;1;1;;0.33;5;;6.61;4;2;4.34;;;;;;
FILTRE;2017;300780152;920029527;REAADU;10;3288;542;575;6;3259;8;31;76;12;1;5.47;2;;2;24;5;25.99;7;2;8.77;;;;;;
REA;2017;300780152;920029527;SITOT;8;2920;986;;;2474;;;;;;;;;;;;;;;;;;;;;
REA;2017;300780152;920029527;SURVADU;10;3100;925;;;1627;;;;12;1;1;;;;8;4;9.56;;1;0.57;;;;;;
REA;2017;300780152;920029527;USIC;8;2920;986;;;2474;;;;7;11;5.47;;;;12;6;13.89;2;;2;;;;;;
FILTRE;2017;300781465;300000726;SURVADU;6;2190;172;;;959;;;;0;5;0.4;0;1;0.5;2;1;2.4;2;1;2.4;0;1;0.2;0;2;0.5
FILTRE;2017;300782117;300780038;AUTSI;14;4380;399;;;3728;;;;;;;;;;5;4;8.03;6;2;7.38;;;;1;;1
REA;2017;300782117;300780038;REAADU;31;10100;1167;1237;61;8957;5;45;153;13;0;12.58;2;;2;80;11;74.37;43;4;41.08;;;;10;;11
REA;2017;300782117;300780038;SITOT;34;10222;2734;;;9526;;;;;;;;;;;;;;;;;;;;;
REA;2017;300782117;300780038;SIUNV;8;2920;948;;;2708;;;;1;;1;;;;9;;8.22;9;1;8.72;;;;2;2;3.25
REA;2017;300782117;300780038;SURVADU;36;10872;5657;;;11708;;;;1;;1;1;;1;21;6;25.98;26;5;26.83;;;;6;;3.92
REA;2017;300782117;300780038;USIC;12;2922;1387;;;3090;;;;1;;1;;;;12;1;11.27;8;3;6.41;;;;1;;1.67
FILTRE;2017;300788502;300788486;SURVADU;8;2920;625;;;1942;;;;14;1;0.9;;;;5;2;7.3;3;0;3.18;;7;1.8;2;0;2.05
FILTRE;2017;310000310;310780671;REAADU;6;2190;153;158;6;1922;18;41;63;1;1;1.57;1;;1;16;3;17.45;11;1;12.47;;;;;1;0.05
REA;2017;310000310;310780671;SURVADU;3;1095;173;;;840;;;;;;;;;;;;;;;;;;;;;
FILTRE;2017;310016977;310781406;AUTSI;22;7535;1372;;;5353;;;;4;2;4.8;22;7;27.6;0;0;0;17;2;18.6;;3;0.3;;0;0
REA;2017;310016977;310781406;REAENF;12;4290;585;617;19;3301;25;;;;8;4.55;19;5;23;15;3;17.4;9;3;11.4;;2;1;;1;0.1
REA;2017;310016977;310781406;SITOT;22;7535;1372;;;5353;;;;;;;;;;;;;;;;;;;;;
REA;2017;310016977;310781406;SURVENF;20;7241;693;;;4795;;;;0;5;1.7;8;5;11.7;13;4;16.2;20;1;19.8;;;;;1;0.4
FILTRE;2017;310019351;310781406;AUTSI;12;4352;994;;;4083;;;;10;;1.51;;;0.85;17;3;18.34;20;5;21.11;;1;1;;1;0.2
REA;2017;310019351;310781406;SITOT;12;4352;994;;;4083;;;;;;;;;;;;;;;;;;;;;
REA;2017;310019351;310781406;SURVADU;6;2000;435;;;1719;;;;5;;0.8;;1;0.39;9;6;6.19;9;4;6.09;;;;2;;1
FILTRE;2017;310025333;310781406;AUTSI;45;16425;1928;;;17775;;;;10;;7.65;3;;2.88;57;4;56.01;53;1;49.75;;;;;;0.13
REA;2017;310025333;310781406;REAADU;8;2920;406;423;20;2469;58;37;16;;8;3.1;;1;0.32;28;3;20.74;17;8;12.82;1;;1;;1;0.5
REA;2017;310025333;310781406;SITOT;45;16425;1928;;;17775;;;;;;;;;;;;;;;;;;;;;
REA;2017;310025333;310781406;SURVADU;4;1460;322;;;1211;;;;;8;0.67;;;0.02;27;1;6.76;17;8;6.91;;;;;;
FILTRE;2017;310026083;310026075;SURVADU;4;1460;361;;;996;;;;6;;6;;;;;;;;;;;;;;;
FILTRE;2017;310780101;310026794;SURVADU;6;2190;416;;;1654;;;;;;;;1;1;5;5;8.56;5;1;5.62;;;;2;;2
FILTRE;2017;310780150;310788799;SURVADU;5;1825;478;;;757;;;;;;;6;;3.81;;;;;;;;;;;;
REA;2017;310780150;310788799;SURVENF;2;730;49;;;54;;;;;;;6;;0.13;;;;;;;;;;;;
FILTRE;2017;310780259;310000096;REAADU;16;5840;1363;1399;16;5324;12;25;196;4;;4;1;;0.7;56;7;39.4;13;1;11.8;;;;2;1;3.3
REA;2017;310780259;310000096;SITOT;14;5110;1842;;;4700;;;;;;;;;;;;;;;;;;;;;
REA;2017;310780259;310000096;SURVADU;29;10585;2605;;;8216;;;;4;;4;1;;0.3;20;;17.3;5;;5.1;;;;2;;1.9
REA;2017;310780259;310000096;USIC;14;5110;1842;;;4700;;;;3;;3;1;;1;26;2;24.8;8;;7.3;;;;3;;2.7
FILTRE;2017;310780283;310000112;REAADU;8;2920;263;276;15;2524;14;41;70;10;5;13.5;;1;0.5;14;;13.4;10;;10.32;2;;2;;;
REA;2017;310780283;310000112;SURVADU;16;5840;846;;;4993;;;;10;5;13.5;;1;0.5;11;;11.45;6;2;7.52;2;;2;;;
FILTRE;2017;310780309;310026794;REAADU;8;2920;189;199;6;2177;51;42;62;;;;10;4;12.9;;;;9;1;7.66;;;;3;;2.68
REA;2017;310780309;310026794;SITOT;10;3650;1154;;;4368;;;;;;;;;;;;;;;;;;;;;
REA;2017;310780309;310026794;SURVADU;15;5475;731;;;5004;;;;8;;8;;;;;;;;;;;;;;;
REA;2017;310780309;310026794;USIC;10;3650;1154;;;4368;;;;8;;8;;;;;;;;;;;;;;;
FILTRE;2017;310780382;310000179;SURVADU;10;3650;736;;;2479;;;;;;;;;;6;3;7.23;;;;;;;;;
FILTRE;2017;310781000;310788880;REAADU;12;4380;544;566;21;4695;17;42;132;5;;5;1;;1.05;20;6;28.52;19;1;21.5;;;;2;;2.52
REA;2017;310781000;310788880;SITOT;17;6205;2083;;;6468;;;;;;;;;;;;;;;;;;;;;
REA;2017;310781000;310788880;SIUNV;5;1825;345;;;1954;;;;3;;3;;;;4;2;6.71;4;;5.42;;;;;;
REA;2017;310781000;310788880;SURVADU;12;4380;939;;;4568;;;;5;;5;;;;9;2;13.96;11;1;13.01;;;;2;;1.97
REA;2017;310781000;310788880;USIC;12;4380;1738;;;4514;;;;15;;15;;;;9;8;15.98;7;1;9.82;;;;;;
FILTRE;2017;310781067;310788898;SURVADU;4;;21;;;46;;;;;;;;;;;;;;;;;;;;;
FILTRE;2017;310781505;310000492;REAADU;8;2920;544;562;17;3391;3;31;162;4;;2;;;;;;;;;;;;;;;
REA;2017;310781505;310000492;SURVADU;10;3650;599;;;2705;;;;4;;2;;;;;;;;;;;;;;;
