BOR;AN;nofinesset;nofinessej;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2020;480000041;480780139;25;7161;17;18;;;5;;;;4;;;;;;8;;;;;;;;
USLD;2020;480000074;480780162;30;10030;20;19;;;20;;;;;;;;;;;;;;0;;19;;
USLD;2020;490000049;490000031;90;30869;34;41;;;14;;4;;19;;;;;;;;;;;;;;
USLD;2020;490000353;490000411;35;11286;33;24;;;;13;;;19;;;;;;1;;;;;;5;;
USLD;2020;490000569;440000313;36;12337;46;40;2;;;;;;32;1;;;;;11;;;5;10;;1;1;
USLD;2020;490000635;490000676;34;12288;19;15;0;0;7;;3;;7;;0;;0;;2;0;0;0;2;0;0;0;0
USLD;2020;490000650;490007689;30;8582;24;19;;;3;5;;;;1;;;;;15;;;;;;5;;
USLD;2020;490531910;490535093;60;21569;21;19;;;;4;;;4;4;;;;;6;;;;;;1;;
USLD;2020;500000021;500000054;70;24631;52;25;;;;2;2;;5;;;;;;9;;1;3;;;;1;
USLD;2020;500000260;500000054;50;17945;40;16;;;3;;1;;7;;;;;;7;;;;;;;;
USLD;2020;500000450;500000112;35;12363;28;27;;;6;4;;;7;1;;;;;10;;;;;;;;
USLD;2020;500000591;500000393;60;20456;31;21;;;12;1;;;6;1;;;;;11;;;;;;;;
USLD;2020;510000169;510000037;28;8535;24;20;;;;;3;;11;;;;;;4;0;0;10;16;0;0;0;0
USLD;2020;510000235;510000060;30;9456;32;31;;0;;18;;9;;13;;1;;1;11;0;0;1;16;0;0;0;0
USLD;2020;510000466;510000102;30;8553;14;17;0;0;5;0;0;0;6;0;0;0;0;0;4;0;0;11;0;0;0;0;1
USLD;2020;510011679;510000029;120;39925;41;64;0;0;1;2;1;0;10;17;0;0;0;0;0;;;409;23;0;7;0;0
USLD;2020;510024466;510000128;30;7815;12;10;0;0;0;2;0;0;3;2;0;0;0;0;5;0;0;0;4;0;4;0;0
USLD;2020;520000019;520780024;32;11186;19;16;;;3;16;;;;;;;;;;;;;;;;1;
USLD;2020;520000076;520780081;35;12599;15;20;;0;;2;;;3;;1;0;;;9;0;0;0;0;0;1;1;
USLD;2020;520782939;520780032;40;14183;15;15;;;1;;1;;3;;1;;;;9;;;;;;;;
USLD;2020;530000132;530007202;30;9903;7;9;;;2;;;;3;;;;;;2;;;;3;;1;;
USLD;2020;530000264;530000371;55;19480;24;22;0;0;8;1;7;0;3;;1;;;;4;;;;25;;2;;
USLD;2020;530031384;530000074;47;13467;12;13;0;;4;;0;;4;;0;;0;;4;0;0;0;14;0;1;;
USLD;2020;530032788;530000025;56;19667;34;24;;;;;2;;10;;;;;;22;;115;;15;;11;;
USLD;2020;540000072;540014081;43;13305;66;62;;;21;23;;;;10;;;;;12;;;1;;;4;;
USLD;2020;540000155;540000080;30;10599;20;42;;;5;1;;;;6;;;;;9;;;;;;1;;
USLD;2020;540000312;540000114;30;8173;15;17;;2;;5;5;;;;;;;;3;;;;;;;;
USLD;2020;540000395;540000122;60;18837;22;33;0;0;0;0;7;0;11;1;0;0;0;0;3;;;;;;;;
USLD;2020;540000668;540006707;56;17333;31;27;;0;;4;;3;9;3;;;1;;11;0;0;0;0;0;7;2;
USLD;2020;540006459;540023264;34;9851;16;19;0;0;6;0;1;0;4;1;0;0;0;0;1;47;0;0;18;0;0;0;0
USLD;2020;540006665;540019007;31;9583;20;18;;;;1;;;;8;;;;;11;;;;;;4;;
USLD;2020;540008364;540000049;36;12482;24;32;0;0;2;3;6;0;5;1;0;0;0;0;6;0;0;0;12;0;3;0;0
USLD;2020;540009859;570010181;30;9715;26;27;0;;10;1;0;;10;;1;;0;;4;;;;6;;0;0;0
USLD;2020;540013232;540023264;72;23149;43;45;0;0;4;0;9;0;16;1;1;0;0;0;3;106;0;0;36;0;2;;
USLD;2020;550000038;550000046;32;9744;20;27;;;8;1;;;8;;;;;;3;;;;;;;;
USLD;2020;550000251;550000095;30;10922;10;5;;;;;;;;;3;;0;;7;;;;1;;3;;
USLD;2020;550000434;550003354;30;9586;9;16;0;0;2;1;1;0;2;1;0;0;1;0;1;0;0;4;12;0;0;0;0
USLD;2020;550003370;550006795;48;8628;12;28;;;;;;;;;;;;;;;;;0;;;;
USLD;2020;560000127;560023210;60;21435;41;25;0;0;4;0;2;0;22;8;0;0;0;0;5;;;;;;;;
USLD;2020;560000200;560023210;30;10827;13;10;0;0;1;0;0;0;8;0;0;0;0;0;4;;;;;;;;
USLD;2020;560000275;560005746;45;16007;26;25;;;;;;;;;;;;;;;;;;;;;
USLD;2020;560000291;560000085;15;5014;7;10;;;;;;;2;;;;5;;;;;;;;;;
USLD;2020;560003980;560005746;40;13152;22;25;;;;;;;;;;;;;;;;;;;;;
USLD;2020;560010092;560002032;58;21123;8;8;;;1;;;;;;5;;;;1;;;;;;1;;
USLD;2020;560012122;560002677;50;17956;8;7;;;;;;1;;;6;;;;1;;;28;;;;;
USLD;2020;560014219;560014748;30;9819;18;15;;;;;;;;;;;;;;;;;;;;;
USLD;2020;560015422;560005746;30;9681;17;16;;;;;;;;;;;;;;;;;;;;;
USLD;2020;560027641;560000077;60;19190;27;42;;;;1;;;;22;;1;;;3;;;;;;0;0;0
USLD;2020;570000109;570000034;41;13005;22;20;;;4;;;;11;;;1;;;5;0;0;0;0;0;;;
USLD;2020;570000166;570010181;30;9176;27;34;;;6;;3;;18;;;;;;;;;;;;;;
USLD;2020;570000349;570005165;23;7047;6;10;;;;;;;;2;;;;;4;23;16;10;5;2;1;;
USLD;2020;570000448;750050759;30;8251;18;18;;;;8;;;;5;;1;;;4;;;;;;1;;
USLD;2020;570000455;570010181;30;10277;11;10;;;;2;;;8;;;1;;;;;;;;;;;
USLD;2020;570000562;570011353;30;10291;28;27;;;;14;;;;9;;;;;4;;;;;;;;
USLD;2020;570000661;570000158;30;9442;21;24;;;8;;;;10;2;;;;;1;;;;6;;;;
USLD;2020;570000893;570000141;30;9724;44;9;;;;1;;5;;2;14;;22;;;;;;;;;;
USLD;2020;570000968;570000430;30;10479;20;10;;;3;;;;11;1;;;;;2;;;;;;3;;
USLD;2020;570003079;570010181;60;18583;44;42;;;;2;1;;20;7;;;;;14;;;;;;3;;
USLD;2020;570003947;570023630;30;9277;20;19;;;1;4;2;;7;;;;;;6;;;;;;;;
USLD;2020;570005215;570005165;37;11817;22;10;;;9;1;1;;8;;;;;;3;;;;;;0;0;0
USLD;2020;570012369;570011387;30;8550;15;11;;;;1;;;9;;;;;;5;;;;;;6;1;
USLD;2020;570015776;750050759;60;15667;29;37;;;;;;;;16;;;;;13;;;;;;4;;
USLD;2020;580004836;580780039;108;31208;52;71;;;2;;12;1;25;6;;;;;6;;;;;;;;
USLD;2020;580972628;580780039;12;4306;25;2;;;;;;;;;;;;;;;;;;;;;
USLD;2020;580972644;580781136;30;10953;27;15;;;;;;;8;6;;;;;13;0;0;1;2;0;9;;
USLD;2020;580972651;580780047;30;8675;12;18;;;;;;;;;;;;;;;;;;;;;
USLD;2020;580972677;580780088;30;6526;21;24;1;;7;3;;;4;;;;;;5;;;;;;2;;
USLD;2020;580972685;580780096;30;10777;7;9;;;;;;;;;;;;;;12;;;;;;;
USLD;2020;580972701;580970978;30;10750;8;10;0;0;0;0;0;0;0;2;0;0;6;0;0;;;;;;0;0;0
USLD;2020;590000014;590780052;30;8955;22;15;0;1;1;3;4;3;7;0;1;0;0;2;0;0;0;0;0;0;6;0;0
USLD;2020;590000121;590780227;60;21312;37;36;0;0;0;0;10;0;13;1;0;0;0;0;5;2;0;4;0;0;3;0;0
USLD;2020;590000428;590781605;58;19095;32;31;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590000451;590781647;40;13354;25;25;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590000469;590781662;30;8927;10;14;;;;;;;;;;;;;;;;;;;1;;
USLD;2020;590000477;590781670;40;14398;26;19;;;;;;;21;;;;;;5;;;;;;4;;1
USLD;2020;590000527;590781795;30;9583;13;11;;;4;1;;;3;3;;;;;2;;;;;;;1;
USLD;2020;590000592;590782165;60;19751;34;31;;;2;1;3;;23;1;;;0;;4;;;3;10;;4;;
USLD;2020;590001004;590783239;60;19350;22;24;0;0;3;0;0;0;6;1;0;0;0;0;4;;;;1;;1;;
USLD;2020;590001582;590785663;60;15329;33;25;;;;;;4;19;;;;;;10;;;;;;2;;
USLD;2020;590001749;590788956;80;26468;46;51;;;4;12;6;;7;4;;;;;13;;;;;;2;;
USLD;2020;590044632;590782421;60;17643;27;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590788865;590782421;0;4632;0;5;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590791091;590780193;120;30718;46;37;3;;3;;5;;30;;1;;;;4;;3;4;;;;;
USLD;2020;590791323;590782637;60;14328;16;25;;;;;1;;11;1;;;;;;;;;;;;;
USLD;2020;590804696;590781902;60;20240;34;32;;;4;;3;;15;2;;;;;12;5;3;;;5;5;0;
USLD;2020;590812186;590782421;60;19274;27;21;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590812749;590782215;90;27147;43;51;0;0;2;3;13;0;3;6;0;0;0;0;15;;;;;;1;2;0
USLD;2020;600000020;600100085;30;10199;20;20;;;;;;;;;;;;;;;;;;;;;
USLD;2020;600000046;600100127;30;10651;17;17;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2020;600000053;600101984;73;25470;40;39;;;3;;1;;19;3;;;;;14;;;;2;;5;;
USLD;2020;600000152;600100572;86;30950;34;31;0;0;3;4;20;2;0;0;0;0;0;0;5;0;0;1;0;0;2;0;0
USLD;2020;600000186;600100648;88;29182;48;48;;;1;;;;9;23;;;;;15;;;;;;6;;
USLD;2020;600000285;600100721;47;15526;21;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;600001184;600108948;31;10145;25;24;;;;8;;1;;5;;;;10;;;;;;;5;;
USLD;2020;600100101;750712184;96;28676;64;32;;;;;;;99;;;;;;;;;;;;17;;
USLD;2020;600105381;600106611;51;17388;35;35;;;;1;;;18;15;;;;;1;;;;;;4;;
USLD;2020;600107494;600100713;100;35265;43;36;1;;1;;1;;16;6;;;;;18;0;0;0;10;0;5;3;0
USLD;2020;600107668;600100721;73;24817;37;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;610000044;610780074;30;9954;21;15;;;;2;5;1;10;1;;;;;1;6;2;3;2;0;0;0;1
USLD;2020;610784050;610780082;110;38145;26;26;;;4;4;;;3;1;;3;;;11;;1;10;;;2;;
USLD;2020;620000067;620100081;30;10012;32;22;;;;7;;;15;1;;;;1;9;;;;17;;1;;
USLD;2020;620000224;620100651;60;20577;44;49;1;0;2;1;4;0;19;7;0;;0;0;4;0;0;0;7;0;0;0;0
USLD;2020;620000240;620100677;60;18050;49;58;0;0;0;21;14;0;5;0;0;0;0;0;15;0;0;0;0;0;1;0;0
USLD;2020;620000323;620101337;30;10438;18;18;;;3;;;;4;;;;11;;;;;;7;;2;1;
USLD;2020;620000349;620101360;80;27923;40;41;;;1;;3;;13;1;;;;;22;;;;7;;;1;
USLD;2020;620000653;620103440;60;20876;30;27;0;;1;;2;;10;;1;;0;;11;;544;;0;;8;;
USLD;2020;620003350;620001834;88;26017;72;54;;;;;;;;;;;;;;;;;;;;;
USLD;2020;620106625;750050759;40;11396;8;14;;;;;;;8;;;;;;;;;;;;;1;
USLD;2020;620108357;620103432;25;5577;11;8;;;;;;;;;;;;;;;;;;;;;
USLD;2020;620111195;620100057;110;38024;101;93;;;9;3;2;;40;10;1;;;;3;;;85;74;;4;;
USLD;2020;630000016;630180032;30;10623;54;23;0;0;9;8;0;3;9;6;0;0;0;0;1;0;0;0;0;0;2;1;0
USLD;2020;630000412;630780997;40;13166;23;18;0;;1;;3;;13;;0;;0;;6;;0;;11;;1;0;0
USLD;2020;630000420;630781003;11;7926;11;9;0;0;0;0;4;0;0;4;0;0;0;0;3;0;0;0;4;0;14;0;0
USLD;2020;630000446;630781029;30;10215;15;19;0;0;6;0;2;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2020;630000560;630781367;66;23439;34;35;;;4;1;;;17;;;;;;12;;;;;;;;
USLD;2020;630781821;920030269;30;7300;16;10;;;15;;1;;;;;;;;;;;;;;1;;
USLD;2020;630783538;630780989;110;38279;48;58;0;0;1;0;9;0;17;3;0;0;0;0;3;0;0;0;1;0;0;1;0
USLD;2020;630790384;630786754;44;15664;13;9;;;;;;;;2;5;3;3;;;;;;;;;;
USLD;2020;640000162;640780417;96;29896;43;34;;;1;;2;;11;4;2;;;;5;;;;;;1;;
USLD;2020;640000402;640780813;55;19799;14;12;0;0;4;0;2;0;7;0;0;0;1;0;;;;;;;0;0;0
USLD;2020;640000410;640780821;37;12671;31;32;;;18;1;;;8;;;;;;4;;;;;;5;;
USLD;2020;640000600;640781290;80;22996;47;44;;;12;;;;33;2;;;;;;105;;4;8;;;1;
USLD;2020;640003836;640791976;20;6644;11;9;;;;4;;;;1;;2;;;7;;;;;;;;
USLD;2020;640780755;640780417;54;19455;24;21;;;1;1;;;17;3;;;;2;;;;;;;;;
USLD;2020;640786281;640791976;60;20859;33;20;;;;10;;;;5;;6;;;21;;;;;;;;
USLD;2020;650000045;650780158;33;11636;28;29;;;1;1;1;;19;;;;6;;;;;;220;;1;1;
USLD;2020;650000060;650780174;42;13704;38;26;0;0;2;1;18;0;6;0;20;0;0;0;8;;;;;;8;0;0
USLD;2020;650780141;650783160;47;15735;26;25;1;;7;2;1;;14;;0;;1;;;;;;;;;;
USLD;2020;650780182;650783160;101;35263;42;37;0;;1;;4;;14;;4;;0;;19;0;1344;0;0;21;0;0;0
USLD;2020;650786668;650780166;36;12124;31;20;;;;;;;16;;;;;;15;;;;;;;;
USLD;2020;660000084;660780180;38;12402;29;20;1;;3;1;9;;9;2;;;;;3;0;0;;0;0;;;3
USLD;2020;660000167;660780271;40;14470;34;20;;;8;;;;8;;;2;;;8;;;;;;6;;
USLD;2020;660007261;660010059;15;4887;3;7;;;1;;;;2;;;;;;;;;;;;;;
USLD;2020;660009341;660786799;60;15552;46;13;;;;12;;;11;14;;;;;9;;;;;;3;11;
USLD;2020;660781444;660780180;160;54555;87;62;1;;4;;10;;14;;;;;;18;;;;;;1;;2
USLD;2020;670000041;670780071;30;9631;13;11;;2;;;;;2;1;;;;;8;;;;;;1;;
USLD;2020;670000058;670013366;72;25827;20;19;;;;;;;;;;;;;;;;;;;;;
USLD;2020;670000157;670780337;31;10463;12;14;0;;2;;3;;6;;0;;0;;1;0;3;0;3;0;0;0;0
USLD;2020;670000165;670780345;30;10069;31;19;;;;;;;;;;;;;;;;;;;;;
USLD;2020;670000215;680000643;45;15428;27;27;;;1;2;;1;13;1;;;;;8;1;1;;2;;;;
USLD;2020;670000306;670780584;104;31989;60;66;0;0;5;2;0;0;31;5;0;0;11;1;5;0;0;2;51;0;3;2;0
USLD;2020;670000348;670780642;30;10025;22;25;;5;;;;;8;7;;;;;2;;;;;;1;;
USLD;2020;670000397;670017755;45;15978;26;23;;;;1;;;;14;;;;;11;;;;;;6;;
USLD;2020;670000603;670781152;40;13979;20;21;0;0;0;4;0;0;0;9;3;0;0;0;6;0;0;3;3;0;0;0;0
USLD;2020;670002278;920030269;50;16009;47;34;;;;12;;8;3;5;;1;1;0;16;;;;;;8;1;
USLD;2020;670014992;670780139;30;10270;35;35;;;;18;;;12;2;;;;;3;;;;;;;;
USLD;2020;670799550;670780055;124;45260;62;57;2;;25;2;11;1;8;9;;;;;3;;;20;;;4;;
USLD;2020;680000122;680020336;30;9690;25;21;;;3;;1;;12;;1;;;;6;;1;;;;;1;
USLD;2020;680000312;680015963;30;9789;35;29;0;;0;12;0;;7;0;0;;0;;10;;;;;;;;
USLD;2020;680000544;680020336;25;7712;35;27;;;4;;7;;11;;;;;;9;2;;;;;;2;
USLD;2020;680000627;680020336;30;10044;19;7;;;;;;;3;;;;;;2;;1;;;;1;;
USLD;2020;680000767;680001088;48;14269;46;44;0;0;0;21;0;0;19;2;0;0;0;0;4;0;0;1;0;2;0;6;0
USLD;2020;680000833;680001138;46;16190;62;31;;;;12;;;39;;;;;;11;;;;;;27;;
USLD;2020;680000882;680000643;30;10768;16;13;;;;;9;1;3;2;;;;;2;;;;;;2;;
USLD;2020;680004553;680020336;108;35236;73;66;1;;63;;19;;21;;1;;;;15;;9;;;;4;11;
USLD;2020;680020427;680014495;80;26266;83;59;0;2;0;11;0;0;32;11;0;0;0;0;27;;;;;;18;7;
USLD;2020;690000245;690780432;100;30971;57;74;;;;;14;;42;;;;;;1;;;;;;;;
USLD;2020;690000773;690782925;74;22878;49;64;;;;;4;;29;2;;;;;14;;;;;;3;;
USLD;2020;690007406;690781810;150;52329;70;68;;;;;20;1;24;1;;;;;2;;;;;;;;
USLD;2020;690780150;690000104;30;10172;25;17;0;0;0;10;0;0;11;4;0;0;0;0;3;0;0;0;0;0;2;0;0
USLD;2020;690782420;690793633;33;11830;11;6;;;;7;;;2;;;;;;2;;;;;;;;
USLD;2020;690784194;690781810;54;19764;28;23;;;;;;;;;;;;;;;;;;;;;
USLD;2020;690787429;690781810;59;20958;38;;;;5;1;27;1;;;;;;;2;;;1;;;;;
USLD;2020;690787478;690781810;125;45750;44;;;;;1;;;21;1;;;;;21;;;;;;;7;
USLD;2020;690791132;690001912;60;16721;47;49;;;;11;;15;;17;;;;;4;;;;;;1;;
USLD;2020;690797873;690043237;30;9820;31;24;;;;13;;;10;3;;1;;;4;0;0;0;0;0;2;2;
USLD;2020;690801709;690802715;60;18119;38;34;;;20;;;;9;;1;;;;8;;;7;2;;;1;
USLD;2020;690802251;690782222;40;14197;20;23;;;;1;;;13;4;;;;;2;;;;;;;;
USLD;2020;690802913;590019568;60;21605;22;21;;;;2;;1;;6;;;;;13;;;1;1;;1;;
USLD;2020;690803093;690780564;30;9571;8;9;;;;;;;;;;;;;;;;;;41;122;;
USLD;2020;700784341;700004096;30;10694;3;4;;;;1;;;;;;;;;2;;;;;;1;;
USLD;2020;710972365;710780644;70;24826;32;28;;;;;1;1;20;1;;;;;5;;;;;;2;;
USLD;2020;710972423;710780263;79;25619;33;8;;;8;;;;2;;;;;;23;;;;;;12;;
USLD;2020;710978248;710781451;54;15973;51;35;;;1;;2;;18;1;;;;;3;;;;;;;;
USLD;2020;720000033;720000025;64;22858;25;15;;;1;;4;;19;;;;;;1;0;0;0;7;0;8;0;0
USLD;2020;720000124;720000066;30;10021;10;15;;;5;1;3;;1;;;;;;;;;;;;;2;
USLD;2020;720000314;720000090;20;7062;11;10;;;;;;0;8;3;;;;;;;;;;;1;;
USLD;2020;720000470;610780082;30;10058;7;15;;;3;;;;;;;;;;5;;;10;10;;0;0;0
USLD;2020;720000520;720000140;55;20130;11;15;;;1;1;;;7;;;;;;4;;;1;;;;;
USLD;2020;720000801;720021963;30;10703;26;15;;;;16;;;1;;;;;;9;;;;;;;;
USLD;2020;720005909;720000025;126;42768;38;39;;;10;2;3;;16;2;;;;;5;0;0;0;1;0;0;8;0
USLD;2020;730000049;730002839;30;10019;39;35;;;15;;5;;10;;;;;;9;;;1;16;;5;;
USLD;2020;730000080;730780103;30;11426;23;25;;;11;;;;2;3;;;;;7;;;;24;;2;;
USLD;2020;730000098;730000015;30;9901;28;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;730783552;730000015;53;18765;40;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;730785276;730002839;30;10463;9;10;;;1;;2;;1;1;;;;;4;;;;;;;;
USLD;2020;740000286;740781190;30;10329;31;27;;;;;;;;;;;;;;;;;;;;;
USLD;2020;740000302;740781133;2;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
USLD;2020;740000401;740781893;50;17089;28;34;;;;5;;6;;4;;;;;1;;;;3;;1;;
USLD;2020;740001847;740780168;40;11371;15;15;;;2;1;;;3;;;;;;9;;;;;;;2;
USLD;2020;740011481;740781133;60;20219;52;28;0;0;6;1;4;0;15;3;0;0;0;0;0;0;0;0;0;0;12;0;0
USLD;2020;740788070;740790381;30;9766;24;21;;;4;;4;;5;;;;;;6;3;;;;;;;
USLD;2020;740789532;740781208;45;14009;16;22;;;;;;;9;1;;;;;9;;;;;;;;
USLD;2020;750041543;750712184;60;14697;35;26;0;0;0;0;5;0;30;0;0;0;0;0;;0;0;35;0;0;;;
USLD;2020;750100042;750712184;78;20635;29;17;;;;;6;;21;;;;;;3;;;;;;;;
USLD;2020;750100083;750712184;32;10764;11;17;;;;;;;;;;;;;;7;;;;;5;;
USLD;2020;750100125;750712184;37;1221;11;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;750100216;750712184;154;41907;55;49;;;;;;;10;44;;;;;1;;;;106;;5;;
USLD;2020;750100299;750712184;205;60508;48;83;0;;4;2;0;;32;6;;;;;4;;;;;;12;;0
USLD;2020;750150377;750721334;78;24305;57;59;;;;;;;;;;;;;;;;;;;;;
USLD;2020;750801441;750712184;232;71675;120;82;;;;8;;31;79;;;;;;2;;;;56;;13;3;
USLD;2020;760000133;760780213;39;12968;17;15;0;0;0;0;0;0;11;0;0;1;0;0;5;0;0;0;0;0;0;0;0
USLD;2020;760000141;760780239;145;51501;28;31;;;5;;;;12;3;;;;;8;;;2;;;;;
USLD;2020;760000356;760780726;136;48548;93;50;0;0;21;7;12;;25;6;2;1;0;0;11;;;;;;4;0;2
USLD;2020;760000380;760780759;35;12656;22;19;;;;3;;;8;;;;;;11;;;;;;1;;
USLD;2020;760023671;760780239;70;24535;28;27;;;3;;;;14;;;;;;11;;;4;1;;1;;
USLD;2020;760783530;760780239;90;31044;37;34;;;4;;;;18;2;;3;;;10;;;;;;;;
USLD;2020;760800938;760780023;130;44480;100;67;0;;8;;8;;19;;4;;0;;11;;;;;;3;0;0
USLD;2020;760806950;760780734;40;14363;25;21;;;10;3;;;9;2;;;;;1;;;;;;;;
USLD;2020;770000156;770110054;41;12080;36;33;;;;;;;;;;;;;;;;;;;;;
USLD;2020;770000164;770021152;51;18250;49;;;;1;1;1;;7;1;;;;4;;;;;;;1;;
USLD;2020;770022473;750720575;12;2386;18;0;;;;2;;;1;6;;;;4;;;;;;;;;
USLD;2020;770023059;440056455;57;19654;29;27;;;;;;;;;;;;;;;;;;;;;
USLD;2020;770700011;930027347;12;484;3;0;;;;1;;;2;;;;;;;;;;;;;;
USLD;2020;770813814;770021145;114;29568;30;43;;;3;1;5;;8;3;;;;10;;;;;;;1;;
USLD;2020;780000287;780110011;50;14778;19;21;;;1;;1;;4;;;;;;2;;;;;;;;
USLD;2020;780000303;780024113;64;20350;40;43;0;0;0;0;0;6;16;7;0;0;0;0;11;;;;29;;3;0;0
USLD;2020;780000311;780001236;90;28469;11;20;;;;;;;4;2;;;;;5;;;;;;1;;
USLD;2020;780000337;780001236;20;6090;5;8;;;1;;;;1;1;;;;;2;;;;;;;;
USLD;2020;780000352;780110094;42;9735;0;8;;;;;;;;;;;;;;;;;;;;;
USLD;2020;780000360;780130019;40;13024;17;20;;;;13;;2;;;;;;;2;;;;;;;;
USLD;2020;780000378;780130027;30;9099;35;27;;;;14;;;;;;;;;17;;;;;;;1;3
USLD;2020;780150033;780020715;40;10071;13;18;;;10;;;;;;3;;;;13;;;;;;;;
USLD;2020;780822748;780002697;32;10950;16;16;;;;;;;20;4;;0;4;;;;;;;;1;;
USLD;2020;790000087;790000012;71;18311;42;32;;;1;1;6;;18;;3;;;;;;;;;;;;
USLD;2020;790000103;790006654;67;24522;30;22;0;0;8;;;;18;;;;;;4;;;;;;5;1;
USLD;2020;790000111;790019491;35;11541;36;29;;;5;;;;21;4;;;;;6;;;;;;4;;
USLD;2020;790000145;790000079;30;9478;27;20;;;;;;;20;5;;;;;2;;;;;;6;;
USLD;2020;800000200;800000051;30;9456;30;25;0;0;4;6;;;5;5;;1;;;9;;;;;;;;
USLD;2020;800000226;800000069;35;12288;15;14;;;1;;;;10;1;;;;;3;;;;;;;;
USLD;2020;800000275;800000077;30;9076;26;22;0;0;6;1;0;0;19;0;0;0;0;0;1;0;0;0;30;0;5;1;2
USLD;2020;800000390;800000085;50;14691;73;29;0;0;11;0;0;0;21;7;0;1;0;0;33;0;0;0;0;0;2;1;0
USLD;2020;800000432;800000093;30;9785;18;13;;;2;2;;;12;;;;1;;2;;;;;;;;
USLD;2020;800000507;800000135;98;31788;51;55;;;8;27;;;9;3;;;;;4;;;;;;;;
USLD;2020;800000614;800000044;190;52380;74;89;;;5;1;5;1;26;7;;;29;;;;;;;;4;4;4
USLD;2020;800009417;800000085;35;5774;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
USLD;2020;810000505;810000331;74;24813;49;44;;;10;;5;;;23;;6;;;5;;;;;;5;;
USLD;2020;810000513;810000349;26;9096;8;8;;;4;1;;;;3;;;;;;;;;;;;;
USLD;2020;810000562;810000455;60;21877;17;17;0;0;0;0;0;0;12;2;0;0;0;0;3;1;1;0;0;0;1;0;0
USLD;2020;810099838;810000380;50;17220;29;26;;;3;;;;23;;;;;;3;;;;;;3;;
USLD;2020;810100370;810000380;70;24946;18;17;;;;;1;;11;;;1;;;5;;;;;;0;;
USLD;2020;820000032;820000016;30;10870;16;9;0;;10;;11;;9;;;;;;9;0;0;0;0;0;4;0;0
USLD;2020;820000438;820000214;35;10614;32;23;;;;21;;;;8;;;;;38;;;;;;14;;
USLD;2020;820000461;820000248;25;8634;30;18;;;;;;;6;;;;;;9;;;;;;3;;
USLD;2020;820009611;820004950;30;9181;20;18;;;5;5;;;5;2;;;;;3;;;;;;2;2;
USLD;2020;830000279;830100517;46;14641;10;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;830000337;830100590;40;13490;32;23;;;23;;;;;1;;;;;7;;;;;;3;;
USLD;2020;830009528;830100566;30;10419;18;15;;;;;;;12;1;;;;;5;;;;;;2;;
USLD;2020;830013629;130002041;26;8864;14;12;;;1;;;;11;;;;2;;;;;;;;;;
USLD;2020;830017372;750721235;100;34624;45;30;;;;8;;;21;2;;;;;14;;;;17;;2;;
USLD;2020;830100608;830100616;14;5124;3;0;1;;;;;;;;;;;;2;;;;;;1;;
USLD;2020;830100764;440052041;40;14640;10;11;;;;3;;;6;;;;;1;;;;;;;;;
USLD;2020;830202743;830100616;36;12294;30;17;;;10;;;;2;1;;;;;12;;;;22;;4;;
USLD;2020;830206983;830008819;30;9391;12;9;;;;1;;;1;;;;;;10;;;;;;;;
USLD;2020;830212783;830002432;23;7697;12;10;0;0;0;;0;1;0;5;0;0;0;0;6;;;;;;;;1
USLD;2020;830213989;830100525;34;11519;15;16;;;4;1;1;;;4;;;;;5;35;;;3;;8;1;
USLD;2020;840000392;840000046;30;10787;30;29;;;5;4;9;;;8;;;;;4;;;;2;;;;
USLD;2020;840000418;840004659;33;11431;59;14;0;0;0;0;0;0;17;3;0;0;0;0;3;0;0;0;0;0;3;1;0
USLD;2020;840000483;840000087;30;9576;35;19;5;;;;;;8;;;;;;21;;;;;;6;;
USLD;2020;840000491;130041916;50;16018;26;26;;;15;2;;;1;;;;;;8;;;;;;;3;
USLD;2020;840001861;840006597;67;23794;37;31;;;;;;;;;;;;;;;;;;;;;
USLD;2020;840007579;840000012;40;13379;21;25;1;;2;1;;;11;;;;;;1;;1;;1;;2;;
USLD;2020;850000142;850000019;80;28709;42;39;;;;;;;28;1;;;;;3;;;;14;;;;
USLD;2020;850000209;850000019;30;10235;23;20;6;;;;15;1;;;;;1;;;;;0;2;;1;;
