BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2020;060792900;060790797;M1110;;4;0.34;1;1
DIALYSE_P;2020;060792900;060790797;N4100;5;;0.35;;
DIALYSE_P;2020;060792900;060790797;NAUT;7;5;1.12;;
DIALYSE_P;2020;060792900;060790797;NCINF;;4;3.2;;
DIALYSE_P;2020;060792926;920033636;M1110;3;1;2.03;0;1
DIALYSE_P;2020;060792926;920033636;N2500;2;;0.54;;
DIALYSE_P;2020;060792926;920033636;N4100;;2;0.75;;
DIALYSE_P;2020;060792926;920033636;NAUT;8;5;6.6;;
DIALYSE_P;2020;060792926;920033636;NCINF;33;1;19.6;;
DIALYSE_P;2020;060801016;060790540;M1110;;;0.19;0;0
DIALYSE_P;2020;060801016;060790540;N4100;;;0.61;;
DIALYSE_P;2020;060801016;060790540;NAUT;;;0.27;;
DIALYSE_P;2020;060801016;060790540;NCINF;;;2.66;;
DIALYSE_P;2020;070000179;070780358;M1110;5;0;3.01;0;1
DIALYSE_P;2020;070000179;070780358;N2500;6;1;7.56;;
DIALYSE_P;2020;070000179;070780358;NAUT;4;6;7.11;;
DIALYSE_P;2020;070000179;070780358;NCINF;17;8;21.52;;
DIALYSE_P;2020;070004726;380793802;M1110;;2;1.56;0;1
DIALYSE_P;2020;070004726;380793802;NAUT;4;4;6.2;;
DIALYSE_P;2020;070004726;380793802;NCINF;11;5;14.31;;
DIALYSE_P;2020;070786231;690796552;M1110;;1;0.09;0;1
DIALYSE_P;2020;070786231;690796552;NAUT;;2;0.05;;
DIALYSE_P;2020;070786231;690796552;NCINF;;4;2.15;;
DIALYSE_P;2020;070786249;690796552;M1110;;3;0.62;0;1
DIALYSE_P;2020;070786249;690796552;NAUT;;1;0.5;;
DIALYSE_P;2020;070786249;690796552;NCINF;1;9;4.45;;
DIALYSE_P;2020;080000425;080011174;M1110;3;;0.95;0;1
DIALYSE_P;2020;080000425;080011174;N2500;15;;15.9;;
DIALYSE_P;2020;080000425;080011174;NAUT;;2;1.36;;
DIALYSE_P;2020;080000425;080011174;NCINF;18;5;22.52;;
DIALYSE_P;2020;080005846;510000953;M1110;;;0.04;0;0
DIALYSE_P;2020;080005846;510000953;NCINF;1;1;1.62;;
DIALYSE_P;2020;080006034;510000953;M1110;;;0.04;0;0
DIALYSE_P;2020;080006034;510000953;NCINF;2;;1.5;;
DIALYSE_P;2020;080008568;510000953;M1110;;4;0.32;0;0
DIALYSE_P;2020;080008568;510000953;N2500;;1;1;;
DIALYSE_P;2020;080008568;510000953;NCINF;13;1;10.41;;
DIALYSE_P;2020;090000175;090781774;M1110;2;;2.27;0;1
DIALYSE_P;2020;090000175;090781774;N2500;1;5;4.77;;
DIALYSE_P;2020;090000175;090781774;NCINF;8;1;11.06;;
DIALYSE_P;2020;090002833;310000633;M1110;;;0.46;1;1
DIALYSE_P;2020;090002833;310000633;N4100;;;0.18;;
DIALYSE_P;2020;090002833;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;090002833;310000633;NCINF;;9;5.83;;
DIALYSE_P;2020;090784125;310000633;M1110;;;0.04;1;1
DIALYSE_P;2020;090784125;310000633;N4100;;;0.18;;
DIALYSE_P;2020;090784125;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;090784125;310000633;NCINF;;2;1.35;;
DIALYSE_P;2020;090784679;310000633;M1110;;;0.06;1;1
DIALYSE_P;2020;090784679;310000633;N4100;;;0.18;;
DIALYSE_P;2020;090784679;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;090784679;310000633;NCINF;;3;1.62;;
DIALYSE_P;2020;100000090;100000017;M1110;0;2;0.4;0;1
DIALYSE_P;2020;100000090;100000017;N2500;11;1;11.21;;
DIALYSE_P;2020;100000090;100000017;NAUT;5;2;5.66;;
DIALYSE_P;2020;100000090;100000017;NCINF;15;3;16.64;;
DIALYSE_P;2020;100005958;510000953;M1110;;;0.01;0;0
DIALYSE_P;2020;100005958;510000953;NCINF;3;;3;;
DIALYSE_P;2020;100006550;510000953;M1110;;5;1.5;0;0
DIALYSE_P;2020;100006550;510000953;NCINF;18;2;16.06;;
DIALYSE_P;2020;110000023;110780061;M1110;0;3;1.15;0;1
DIALYSE_P;2020;110000023;110780061;N2500;12;;12;;
DIALYSE_P;2020;110000023;110780061;NAUT;1;0;1.14;;
DIALYSE_P;2020;110000023;110780061;NCINF;20;5;25.39;;
DIALYSE_P;2020;110004413;340000264;M1110;;5;0.33;0;1
DIALYSE_P;2020;110004413;340000264;N4100;;4;0.51;;
DIALYSE_P;2020;110004413;340000264;NAUT;;6;0.4;;
DIALYSE_P;2020;110004413;340000264;NCINF;;10;2.88;;
DIALYSE_P;2020;110004421;340000264;M1110;;4;0.46;0;1
DIALYSE_P;2020;110004421;340000264;N4100;;4;0.17;;
DIALYSE_P;2020;110004421;340000264;NAUT;;8;0.51;;
DIALYSE_P;2020;110004421;340000264;NCINF;;11;2.31;;
DIALYSE_P;2020;110005311;340000264;M1110;;6;1.11;;1
DIALYSE_P;2020;110005311;340000264;N4100;;4;0.9;;
DIALYSE_P;2020;110005311;340000264;NAUT;;7;1.38;;
DIALYSE_P;2020;110005311;340000264;NCINF;;17;9.9;;
DIALYSE_P;2020;110007259;110000114;M1110;;3;0.6;0;1
DIALYSE_P;2020;110007259;110000114;N4100;;2;0.1;;
DIALYSE_P;2020;110007259;110000114;NAUT;;2;0.5;;
DIALYSE_P;2020;110007259;110000114;NCINF;;19;4.48;;
DIALYSE_P;2020;110780228;110000114;M1110;;3;2.4;0;1
DIALYSE_P;2020;110780228;110000114;N2500;5;2;6.05;;
DIALYSE_P;2020;110780228;110000114;N4100;2;;1.5;;
DIALYSE_P;2020;110780228;110000114;NAUT;1;;1;;
DIALYSE_P;2020;110780228;110000114;NCINF;16;8;14.55;;
DIALYSE_P;2020;120000039;120780044;M1110;4;0;4;0;1
DIALYSE_P;2020;120000039;120780044;N2500;3;2;4.47;;
DIALYSE_P;2020;120000039;120780044;NAUT;1;2;1.65;;
DIALYSE_P;2020;120000039;120780044;NCINF;15;3;16.86;;
DIALYSE_P;2020;120001748;340000264;M1110;1;1;1.01;;
DIALYSE_P;2020;120001748;340000264;N4100;;6;0.59;;
DIALYSE_P;2020;120001748;340000264;NAUT;1;9;2.4;;
DIALYSE_P;2020;120001748;340000264;NCINF;;18;13.8;;
DIALYSE_P;2020;120005228;310000633;M1110;;;0.09;1;1
DIALYSE_P;2020;120005228;310000633;N4100;;;0.18;;
DIALYSE_P;2020;120005228;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;120005228;310000633;NCINF;;5;3.39;;
DIALYSE_P;2020;120007786;310000633;M1110;;;0.39;1;1
DIALYSE_P;2020;120007786;310000633;N4100;;;0.18;;
DIALYSE_P;2020;120007786;310000633;NAUT;;;0.62;;
DIALYSE_P;2020;120007786;310000633;NCINF;;5;2.27;;
DIALYSE_P;2020;130000409;130041916;M1110;0;2;0.6;1;0
DIALYSE_P;2020;130000409;130041916;N2500;6;3;6.9;;
DIALYSE_P;2020;130000409;130041916;NAUT;4;;4;;
DIALYSE_P;2020;130000409;130041916;NCINF;14;3;14.44;;
DIALYSE_P;2020;130002835;130789316;M1110;;4;1.83;;
DIALYSE_P;2020;130002835;130789316;N2500;;1;0.87;;
DIALYSE_P;2020;130002835;130789316;NAUT;4;5;6.33;;
DIALYSE_P;2020;130002835;130789316;NCINF;15;2;16.87;;
DIALYSE_P;2020;130008287;130006810;M1110;1;;1.4;0;1
DIALYSE_P;2020;130008287;130006810;N2500;;;0.08;;
DIALYSE_P;2020;130008287;130006810;N4100;;;0.51;;
DIALYSE_P;2020;130008287;130006810;NAUT;3;;3.73;;
DIALYSE_P;2020;130008287;130006810;NCINF;;3;2.43;;
DIALYSE_P;2020;130024268;130050545;M1110;1;;1.2;0;0
DIALYSE_P;2020;130024268;130050545;N2500;2;;2.63;;
DIALYSE_P;2020;130024268;130050545;N4100;;;0.15;;
DIALYSE_P;2020;130024268;130050545;NAUT;1;1;1.8;;
DIALYSE_P;2020;130024268;130050545;NCINF;6;;7.56;;
DIALYSE_P;2020;130034002;130006562;M1110;7;1;7.5;0;0
DIALYSE_P;2020;130034002;130006562;N4100;1;4;1.8;;
DIALYSE_P;2020;130034002;130006562;NAUT;4;1;4.33;;
DIALYSE_P;2020;130034002;130006562;NCINF;9;;9;;
DIALYSE_P;2020;130034044;130006562;M1110;7;1;7.5;0;0
DIALYSE_P;2020;130034093;130006562;M1110;;3;2.4;0;0
DIALYSE_P;2020;130034093;130006562;NAUT;3;;2.5;;
DIALYSE_P;2020;130034093;130006562;NCINF;7;;7;;
DIALYSE_P;2020;130034531;130006562;M1110;3;;3;0;0
DIALYSE_P;2020;130034531;130006562;N2500;7;;7;;
DIALYSE_P;2020;130034531;130006562;N4100;4;3;5.47;;
DIALYSE_P;2020;130034531;130006562;NAUT;6;1;6.5;;
DIALYSE_P;2020;130034531;130006562;NCINF;24;6;27.18;;
DIALYSE_P;2020;130034556;130016058;M1110;;1;0.1;0;0
DIALYSE_P;2020;130034556;130016058;NCINF;1;1;1.12;;
DIALYSE_P;2020;130034614;130006810;M1110;2;1;1.68;0;1
DIALYSE_P;2020;130034614;130006810;N4100;;3;0.85;;
DIALYSE_P;2020;130034614;130006810;NAUT;4;3;3.88;;
DIALYSE_P;2020;130034614;130006810;NCINF;2;4;2.53;;
DIALYSE_P;2020;130035223;130001415;M1110;;1;0.2;0;1
DIALYSE_P;2020;130035959;130006810;M1110;1;;1.31;0;1
DIALYSE_P;2020;130035959;130006810;N2500;;1;0.75;;
DIALYSE_P;2020;130035959;130006810;N4100;;;0.51;;
DIALYSE_P;2020;130035959;130006810;NAUT;1;2;3.56;;
DIALYSE_P;2020;130035959;130006810;NCINF;;5;3.41;;
DIALYSE_P;2020;130036650;130016058;M1110;;1;0.1;0;0
DIALYSE_P;2020;130036650;130016058;NCINF;4;;2.12;;
DIALYSE_P;2020;130038003;130029218;M1110;4;;4;0;1
DIALYSE_P;2020;130038003;130029218;N2500;8;1;8.5;;
DIALYSE_P;2020;130038003;130029218;N4100;;1;0.6;;
DIALYSE_P;2020;130038003;130029218;NAUT;2;2;2.35;;
DIALYSE_P;2020;130038003;130029218;NCINF;21;4;22.8;;
DIALYSE_P;2020;130044845;130016058;M1110;;1;0.2;0;0
DIALYSE_P;2020;130044845;130016058;NCINF;;5;3.12;;
DIALYSE_P;2020;130050396;130006810;M1110;;1;0.03;0;1
DIALYSE_P;2020;130050396;130006810;N4100;;;0.06;;
DIALYSE_P;2020;130050396;130006810;NAUT;;1;0.45;;
DIALYSE_P;2020;130050396;130006810;NCINF;;1;0.31;;
DIALYSE_P;2020;130781867;130000813;M1110;;2;1;0;0
DIALYSE_P;2020;130781867;130000813;NAUT;3;;1.62;;
DIALYSE_P;2020;130781867;130000813;NCINF;6;;5.15;;
DIALYSE_P;2020;130783236;130786049;M1110;2;1;2.23;;
DIALYSE_P;2020;130783236;130786049;N2500;16;2;16.54;;
DIALYSE_P;2020;130783236;130786049;NAUT;3;1;5.48;;
DIALYSE_P;2020;130783236;130786049;NCINF;51;11;57.91;;
DIALYSE_P;2020;130783327;130001415;M1110;;8;2;0;1
DIALYSE_P;2020;130783327;130001415;N2500;13;1;11.89;;
DIALYSE_P;2020;130783327;130001415;NAUT;9;6;7.84;;
DIALYSE_P;2020;130783327;130001415;NCINF;24;17;29.67;;
DIALYSE_P;2020;130784481;130006562;M1110;7;1;7.5;0;0
DIALYSE_P;2020;130784481;130006562;N2500;10;4;12.1;;
DIALYSE_P;2020;130784481;130006562;N4100;10;0;10;;
DIALYSE_P;2020;130784481;130006562;NAUT;11;;11;;
DIALYSE_P;2020;130784481;130006562;NCINF;57;11;62.96;;
DIALYSE_P;2020;130804297;130786049;M1110;;1;0.1;;
DIALYSE_P;2020;130804297;130786049;N2500;2;1;2.2;;
DIALYSE_P;2020;130804297;130786049;NAUT;;1;0.25;;
DIALYSE_P;2020;130804297;130786049;NCINF;5;1;5.9;;
DIALYSE_P;2020;130806029;130050545;M1110;;2;1.2;0;0
DIALYSE_P;2020;130806029;130050545;N2500;;1;1.03;;
DIALYSE_P;2020;130806029;130050545;N4100;;2;0.3;;
DIALYSE_P;2020;130806029;130050545;NAUT;3;;2.8;;
DIALYSE_P;2020;130806029;130050545;NCINF;4;5;6.79;;
DIALYSE_P;2020;130806078;130016058;M1110;;5;2;0;0
DIALYSE_P;2020;130806078;130016058;N4100;2;;2;;
DIALYSE_P;2020;130806078;130016058;NAUT;;2;0.2;;
DIALYSE_P;2020;130806078;130016058;NCINF;12;5;14.67;;
DIALYSE_P;2020;130806417;130006810;M1110;;1;0.37;0;1
DIALYSE_P;2020;130806417;130006810;N4100;;;0.06;;
DIALYSE_P;2020;130806417;130006810;NAUT;1;;0.85;;
DIALYSE_P;2020;130806417;130006810;NCINF;;1;0.31;;
DIALYSE_P;2020;130809809;130007156;M1110;3;1;3.5;0;1
DIALYSE_P;2020;130809809;130007156;N2500;7;;7;;
DIALYSE_P;2020;130809809;130007156;N4100;;1;0.5;;
DIALYSE_P;2020;130809809;130007156;NAUT;3;;3;;
DIALYSE_P;2020;130809809;130007156;NCINF;20;3;22;;
DIALYSE_P;2020;140000027;140000035;M1110;3;1;1.85;0;1
DIALYSE_P;2020;140000027;140000035;N2500;6;4;10.44;;
DIALYSE_P;2020;140000027;140000035;NAUT;;1;0.6;;
DIALYSE_P;2020;140000027;140000035;NCINF;6;5;11.74;;
DIALYSE_P;2020;140000209;140000100;M1110;2;;1.35;0;1
DIALYSE_P;2020;140000209;140000100;N2500;14;;11.67;;
DIALYSE_P;2020;140000209;140000100;NAUT;10;;7.99;;
DIALYSE_P;2020;140000209;140000100;NCINF;22;11;30.29;;
DIALYSE_P;2020;140002254;140000852;M1110;;2;0.4;0;1
DIALYSE_P;2020;140002254;140000852;NCINF;;17;15.7;;
DIALYSE_P;2020;140017237;140003278;M1110;3;;3;0;1
DIALYSE_P;2020;140017237;140003278;N2500;5;3;5.93;;
DIALYSE_P;2020;140017237;140003278;NAUT;;1;0.47;;
DIALYSE_P;2020;140017237;140003278;NCINF;15;6;16.17;;
DIALYSE_P;2020;140027434;140000852;M1110;;2;0.24;0;1
DIALYSE_P;2020;140027434;140000852;NCINF;;4;3;;
DIALYSE_P;2020;140028895;140000852;M1110;;2;0.16;0;1
DIALYSE_P;2020;140028895;140000852;NCINF;;6;5.6;;
DIALYSE_P;2020;150001758;630000990;M1110;;;0.67;0;0
DIALYSE_P;2020;150001758;630000990;NAUT;;4;1.6;;
DIALYSE_P;2020;150001758;630000990;NCINF;6;1;6.81;;
DIALYSE_P;2020;150780732;150000271;M1110;;;;0;1
DIALYSE_P;2020;150780732;150000271;N2500;5;;5;;
DIALYSE_P;2020;150780732;150000271;N4100;;1;0.5;;
DIALYSE_P;2020;150780732;150000271;NAUT;3;;3;;
DIALYSE_P;2020;150780732;150000271;NCINF;19;1;19.8;;
DIALYSE_P;2020;160000253;160000451;M1110;1;4;2.38;;
DIALYSE_P;2020;160000253;160000451;N2500;7;6;10.63;;
DIALYSE_P;2020;160000253;160000451;NAUT;4;4;5.46;;
DIALYSE_P;2020;160000253;160000451;NCINF;20;5;22.59;;
DIALYSE_P;2020;160006110;860000348;M1110;;5;0.96;0;1
DIALYSE_P;2020;160006110;860000348;N2500;;3;2.31;;
DIALYSE_P;2020;160006110;860000348;N4100;;;1.1;;
DIALYSE_P;2020;160006110;860000348;NAUT;3;;5.3;;
DIALYSE_P;2020;160006110;860000348;NCINF;7;11;14.3;;
DIALYSE_P;2020;160012159;860000348;M1110;0;0;0.41;0;1
DIALYSE_P;2020;160012159;860000348;N4100;;;0.65;;
DIALYSE_P;2020;160012159;860000348;NAUT;;1;2.62;;
DIALYSE_P;2020;160012159;860000348;NCINF;0;6;5.95;;
DIALYSE_P;2020;170000087;170024194;M1110;5;;5;0;1
DIALYSE_P;2020;170000087;170024194;N2500;6;12;11.91;;
DIALYSE_P;2020;170000087;170024194;NAUT;;4;0.56;;
DIALYSE_P;2020;170000087;170024194;NCINF;13;17;24.65;;
DIALYSE_P;2020;170000103;170780175;M1110;3;2;1.34;0;0
DIALYSE_P;2020;170000103;170780175;N2500;5;4;7.35;;
DIALYSE_P;2020;170000103;170780175;NAUT;1;;0.38;;
DIALYSE_P;2020;170000103;170780175;NCINF;18;6;20.54;;
DIALYSE_P;2020;170785059;170000988;M1110;;5;0.5;0;0
DIALYSE_P;2020;170785059;170000988;NCINF;14;11;6.5;;
DIALYSE_P;2020;170792212;170000988;M1110;;;0.1;0;0
DIALYSE_P;2020;170792212;170000988;NCINF;;;6;;
DIALYSE_P;2020;170794929;170000988;M1110;;;0.1;0;0
DIALYSE_P;2020;170794929;170000988;NCINF;;;3;;
DIALYSE_P;2020;170795165;170000988;M1110;;;0.1;0;0
DIALYSE_P;2020;170795165;170000988;NCINF;;;1.5;;
DIALYSE_P;2020;170802656;170000988;M1110;;;0.5;0;0
DIALYSE_P;2020;170802656;170000988;NCINF;;;2;;
DIALYSE_P;2020;170804090;170000988;M1110;;;0.5;0;0
DIALYSE_P;2020;170804090;170000988;NCINF;;;1.33;;
DIALYSE_P;2020;180000010;180000028;M1110;;3;1.8;0;1
DIALYSE_P;2020;180000010;180000028;N2500;5;1;5.88;;
DIALYSE_P;2020;180000010;180000028;NAUT;;1;0.48;;
DIALYSE_P;2020;180000010;180000028;NCINF;12;2;12.83;;
DIALYSE_P;2020;180005662;370001067;NCINF;1;5;4.6;;
DIALYSE_P;2020;180005811;370001067;NCINF;1;2;1.8;;
DIALYSE_P;2020;180005829;370001067;M1110;3;;2.1;;
DIALYSE_P;2020;180005829;370001067;NCINF;10;5;13.1;;
DIALYSE_P;2020;180006397;370001067;NCINF;3;;2.6;;
DIALYSE_P;2020;190000018;190000042;M1110;4;1;1.43;0;1
DIALYSE_P;2020;190000018;190000042;N2500;3;;3;;
DIALYSE_P;2020;190000018;190000042;NAUT;3;2;3.95;;
DIALYSE_P;2020;190000018;190000042;NCINF;22;4;23.48;;
DIALYSE_P;2020;190010512;870000700;N4100;3;;0.15;;
DIALYSE_P;2020;190010512;870000700;NAUT;14;;0.45;;
DIALYSE_P;2020;190010512;870000700;NCINF;;4;3.25;;
DIALYSE_P;2020;190010553;870000700;M1110;1;4;1.8;0;0
DIALYSE_P;2020;190010553;870000700;N4100;3;;0.66;;
DIALYSE_P;2020;190010553;870000700;NAUT;12;2;4.61;;
DIALYSE_P;2020;190010553;870000700;NCINF;18;1;19.69;;
DIALYSE_P;2020;210010484;210012290;M1110;3;45;12.9;0;0
DIALYSE_P;2020;210010484;210012290;N2500;1;2;2.4;;
DIALYSE_P;2020;210010484;210012290;N4100;7;0;7;;
DIALYSE_P;2020;210010484;210012290;NAUT;14;18;25.65;;
DIALYSE_P;2020;210010484;210012290;NCINF;141;38;166.55;;
DIALYSE_P;2020;210780789;210003208;M1110;;1;0.65;0;0
DIALYSE_P;2020;210780789;210003208;N2500;2;1;2.04;;
DIALYSE_P;2020;210780789;210003208;N4100;1;;1;;
DIALYSE_P;2020;210780789;210003208;NAUT;1;;1;;
DIALYSE_P;2020;210780789;210003208;NCINF;19;4;20.68;;
DIALYSE_P;2020;210987558;210780581;M1110;;4;1.85;0;1
DIALYSE_P;2020;210987558;210780581;N2500;11;;11.68;;
DIALYSE_P;2020;210987558;210780581;NAUT;9;;6.03;;
DIALYSE_P;2020;210987558;210780581;NCINF;20;;19.54;;
DIALYSE_P;2020;220000012;220000020;M1110;7;1;4.08;;
DIALYSE_P;2020;220000012;220000020;N2500;16;5;17.58;;
DIALYSE_P;2020;220000012;220000020;NAUT;5;5;6.25;;
DIALYSE_P;2020;220000012;220000020;NCINF;24;12;32.63;;
DIALYSE_P;2020;220013106;350000626;M1110;;;0.05;0;0
DIALYSE_P;2020;220013106;350000626;N4100;;;0.09;;
DIALYSE_P;2020;220013106;350000626;NAUT;;;0.26;;
DIALYSE_P;2020;220013106;350000626;NCINF;;;1.55;;
DIALYSE_P;2020;220013130;350000626;M1110;;;0.02;0;0
DIALYSE_P;2020;220013130;350000626;N4100;;;0.03;;
DIALYSE_P;2020;220013130;350000626;NAUT;;;0.11;;
DIALYSE_P;2020;220013130;350000626;NCINF;;;0.73;;
DIALYSE_P;2020;220013155;350000626;M1110;;;0.02;0;0
DIALYSE_P;2020;220013155;350000626;N4100;;;0.05;;
DIALYSE_P;2020;220013155;350000626;NAUT;;;0.13;;
DIALYSE_P;2020;220013155;350000626;NCINF;;;0.62;;
DIALYSE_P;2020;220016778;350000626;M1110;;;0.01;0;0
DIALYSE_P;2020;220016778;350000626;NCINF;;;0.02;;
DIALYSE_P;2020;220019558;350000626;M1110;2;2;0.92;0;0
