BOR;AN;nofinesset;nofinessej;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2014;020000162;020000063;SSR_A54;0;;;;;;;;
SSR;2014;020000162;020000063;SSR_A59;1;35;;;463;15178;26;;
SSR;2014;020000162;020000063;SSR_TOT;;70;;;887;24452;37;;
SSR;2014;020000246;020000071;SSR_A;;33;;;301;8717;6;;
SSR;2014;020000246;020000071;SSR_A50;1;33;;;301;8717;6;;
SSR;2014;020000246;020000071;SSR_TOT;;33;;;301;8717;6;;
SSR;2014;020000303;750814030;SSR_A;;350;;12;4874;116940;1590;6391;
SSR;2014;020000303;750814030;SSR_A50;1;8;;;455;6418;66;;
SSR;2014;020000303;750814030;SSR_A51;1;143;;6;2255;47756;568;2965;
SSR;2014;020000303;750814030;SSR_A52;1;23;;5;179;6934;104;3297;
SSR;2014;020000303;750814030;SSR_A53;1;12;;;42;2252;32;;
SSR;2014;020000303;750814030;SSR_A54;1;27;;;725;9556;146;;
SSR;2014;020000303;750814030;SSR_A55;1;31;;;216;7979;117;;
SSR;2014;020000303;750814030;SSR_A59;1;106;;1;1002;36045;557;129;
SSR;2014;020000303;750814030;SSR_TOT;;350;;12;4874;116940;1590;6391;
SSR;2014;020000519;020000261;SSR_A;;60;;;716;19134;;;
SSR;2014;020000519;020000261;SSR_A50;1;60;;;716;19134;;;
SSR;2014;020000519;020000261;SSR_TOT;;60;;;716;19134;;;
SSR;2014;020000535;020000287;SSR_A;;38;;0;383;11982;8;;
SSR;2014;020000535;020000287;SSR_A50;1;38;;0;383;11982;8;;
SSR;2014;020000535;020000287;SSR_TOT;;38;;0;383;11982;8;;
SSR;2014;020000915;020003620;SSR_A;;184;;16;1841;59567;199;7919;
SSR;2014;020000915;020003620;SSR_A50;1;184;;16;1841;59567;199;7919;
SSR;2014;020000915;020003620;SSR_TOT;;184;;16;1841;59567;199;7919;
SSR;2014;020001087;020004495;SSR_A;;30;;;327;9959;14;;
SSR;2014;020001087;020004495;SSR_A50;1;30;;;327;9959;14;;
SSR;2014;020001087;020004495;SSR_TOT;;30;;;327;9959;14;;
SSR;2014;020003877;020000253;SSR_A;;70;;8;606;21303;;1253;
SSR;2014;020003877;020000253;SSR_A50;1;;;;;;;;
SSR;2014;020003877;020000253;SSR_A53;1;;;8;;;;1253;
SSR;2014;020003877;020000253;SSR_A59;1;70;;;606;21303;;;
SSR;2014;020003877;020000253;SSR_TOT;;70;;8;606;21303;;1253;
SSR;2014;020010310;750719361;SSR_A;;14;;0;52;3695;8;0;
SSR;2014;020010310;750719361;SSR_A58;1;14;;0;52;3695;8;0;
SSR;2014;020010310;750719361;SSR_TOT;;14;;0;52;3695;8;0;
SSR;2014;030000012;030180020;SSR_A;;59;;10;611;14769;31;2592;
SSR;2014;030000012;030180020;SSR_A51;1;59;;10;611;14769;31;2592;
SSR;2014;030000012;030180020;SSR_TOT;;59;;10;611;14769;31;2592;
SSR;2014;030000061;030780092;SSR_A;;40;;7;374;13228;24;1474;
SSR;2014;030000061;030780092;SSR_A50;1;18;;;64;2268;4;;
SSR;2014;030000061;030780092;SSR_A51;1;;;;143;5062;9;;
SSR;2014;030000061;030780092;SSR_A59;1;22;;7;167;5898;11;1474;
SSR;2014;030000061;030780092;SSR_TOT;;40;;7;374;13228;24;1474;
SSR;2014;030000079;030780100;SSR_A;;30;;0;400;10962;20;0;
SSR;2014;030000079;030780100;SSR_A59;1;30;;0;400;10962;20;0;
SSR;2014;030000079;030780100;SSR_TOT;;30;;0;400;10962;20;0;
SSR;2014;030000087;030780118;SSR_A;;73;;0;847;30249;3;834;
SSR;2014;030000087;030780118;SSR_A50;1;21;;0;274;8266;;834;
SSR;2014;030000087;030780118;SSR_A59;1;52;;;573;21983;3;;
SSR;2014;030000087;030780118;SSR_TOT;;73;;0;847;30249;3;834;
SSR;2014;030000095;030780126;SSR_A;;35;;2;351;11864;10;468;
SSR;2014;030000095;030780126;SSR_A50;1;35;;2;351;11864;10;468;
SSR;2014;030000095;030780126;SSR_TOT;;35;;2;351;11864;10;468;
SSR;2014;030002208;030002158;SSR_A;;159;;;902;35839;75;0;
SSR;2014;030002208;030002158;SSR_A50;1;117;;;665;28480;70;;
SSR;2014;030002208;030002158;SSR_A58;1;42;;;237;7359;5;0;
SSR;2014;030002208;030002158;SSR_TOT;;159;;;902;35839;75;0;
SSR;2014;030780548;030000194;SSR_A;;50;;;442;14689;;;
SSR;2014;030780548;030000194;SSR_A50;1;50;;;442;14689;;;
SSR;2014;030780548;030000194;SSR_TOT;;50;;;442;14689;;;
SSR;2014;030781116;030000426;SSR_A;;65;;;763;20673;;;
SSR;2014;030781116;030000426;SSR_A50;1;65;;;763;20673;;;
SSR;2014;030781116;030000426;SSR_TOT;;65;;;763;20673;;;
SSR;2014;040000028;040780124;SSR_A;;20;;;175;5631;;;
SSR;2014;040000028;040780124;SSR_A50;1;20;;;175;5631;;;
SSR;2014;040000028;040780124;SSR_TOT;;20;;;175;5631;;;
SSR;2014;040000036;040780132;SSR_A;;10;;;109;3107;;;
SSR;2014;040000036;040780132;SSR_A50;1;10;;;109;3107;;;
SSR;2014;040000036;040780132;SSR_TOT;;10;;;109;3107;;;
SSR;2014;040000044;040780140;SSR_A;;5;;;60;2195;;;
SSR;2014;040000044;040780140;SSR_A50;1;5;;;60;2195;;;
SSR;2014;040000044;040780140;SSR_TOT;;5;;;60;2195;;;
SSR;2014;040000051;040780173;SSR_A;;15;;;135;3909;0;;
SSR;2014;040000051;040780173;SSR_A50;1;15;;;135;3909;0;;
SSR;2014;040000051;040780173;SSR_TOT;;15;;;135;3909;0;;
SSR;2014;040000069;040780181;SSR_A;;43;;;428;14290;;;
SSR;2014;040000069;040780181;SSR_A50;1;11;;;107;3572;;;
SSR;2014;040000069;040780181;SSR_A51;1;32;;;321;10718;;;
SSR;2014;040000069;040780181;SSR_TOT;;43;;;428;14290;;;
SSR;2014;040000077;040780199;SSR_A;;2;;0;45;751;0;;
SSR;2014;040000077;040780199;SSR_A50;1;2;;0;45;751;0;;
SSR;2014;040000077;040780199;SSR_TOT;;2;;0;45;751;0;;
SSR;2014;040000085;040780207;SSR_A;;10;;;95;2883;;;
SSR;2014;040000085;040780207;SSR_A50;1;10;;;95;2883;;;
SSR;2014;040000085;040780207;SSR_TOT;;10;;;95;2883;;;
SSR;2014;040000119;040780231;SSR_A;;15;;;296;5225;;;
SSR;2014;040000119;040780231;SSR_A50;1;15;;;296;5225;;;
SSR;2014;040000119;040780231;SSR_TOT;;15;;0;296;5225;;;
SSR;2014;040000135;050002948;SSR_A;;27;;10;336;8337;2;1050;
SSR;2014;040000135;050002948;SSR_A50;1;27;;;336;8337;2;;
SSR;2014;040000135;050002948;SSR_A53;1;;;10;;;;1050;
SSR;2014;040000135;050002948;SSR_TOT;;27;;10;336;8337;2;1050;
SSR;2014;040780389;040000150;SSR_A;;83;;;989;29356;53;;
SSR;2014;040780389;040000150;SSR_A50;1;;;;;;;;
SSR;2014;040780389;040000150;SSR_A59;1;83;;;989;29356;53;;
SSR;2014;040780389;040000150;SSR_TOT;;83;;;989;29356;53;;
SSR;2014;040780405;040000168;SSR_A;;70;;5;577;25216;63;1786;
SSR;2014;040780405;040000168;SSR_A50;1;70;;;577;25216;63;;
SSR;2014;040780405;040000168;SSR_A51;1;;;5;;;;1786;
SSR;2014;040780405;040000168;SSR_E;;;;5;;;;154;
SSR;2014;040780405;040000168;SSR_E51;1;;;5;;;;154;
SSR;2014;040780405;040000168;SSR_TOT;;70;;10;577;25216;63;1940;
SSR;2014;040780488;040000200;SSR_A;;80;;;663;27667;40;;
SSR;2014;040780488;040000200;SSR_A50;1;;;;;;;;
SSR;2014;040780488;040000200;SSR_A51;1;38;;;449;16102;25;;
SSR;2014;040780488;040000200;SSR_A52;1;42;;;214;11565;15;;
SSR;2014;040780488;040000200;SSR_TOT;;80;;;663;27667;40;;
SSR;2014;040780520;920000395;SSR_A;;40;;;433;14092;;;
SSR;2014;040780520;920000395;SSR_A50;1;40;;;433;14092;;;
SSR;2014;040780520;920000395;SSR_TOT;;40;;;433;14092;;;
SSR;2014;040782021;130037815;SSR_A;;60;;;604;19990;;;
SSR;2014;040782021;130037815;SSR_A50;1;30;;;517;15051;;;
SSR;2014;040782021;130037815;SSR_A59;1;30;;;87;4939;;;
SSR;2014;040782021;130037815;SSR_TOT;;60;;;604;19990;;;
SSR;2014;050000041;130037815;SSR_A;;120;;15;861;33333;;6013;
SSR;2014;050000041;130037815;SSR_A50;1;;;;15;123;;;
SSR;2014;050000041;130037815;SSR_A51;1;40;;9;438;15035;;4828;
SSR;2014;050000041;130037815;SSR_A52;1;42;;5;144;8773;;921;
SSR;2014;050000041;130037815;SSR_A53;1;4;;;7;220;;14;
SSR;2014;050000041;130037815;SSR_A54;1;34;;1;257;9182;;250;
SSR;2014;050000041;130037815;SSR_TOT;;120;;15;861;33333;;6013;
SSR;2014;050000058;050000033;SSR_A;;62;;;471;17341;0;0;
SSR;2014;050000058;050000033;SSR_A50;1;62;;;471;17341;0;0;
SSR;2014;050000058;050000033;SSR_TOT;;62;;;471;17341;0;0;
SSR;2014;050000066;050000082;SSR_A;;60;;;540;18870;0;;
SSR;2014;050000066;050000082;SSR_A50;1;60;;;540;18870;0;;
SSR;2014;050000066;050000082;SSR_TOT;;60;;;540;18870;0;;
SSR;2014;050000132;050007145;SSR_A;;12;;;85;3477;;;
SSR;2014;050000132;050007145;SSR_A50;1;12;;;85;3477;;;
SSR;2014;050000132;050007145;SSR_TOT;;12;;;85;3477;;;
SSR;2014;050000256;050000124;SSR_A;;34;;;294;10281;;;
SSR;2014;050000256;050000124;SSR_A50;1;20;;;169;5842;;;
SSR;2014;050000256;050000124;SSR_A59;1;14;;;125;4439;;;
SSR;2014;050000256;050000124;SSR_TOT;;34;;;294;10281;;;
SSR;2014;050000298;050000496;SSR_E;;53;;;233;15108;;;
SSR;2014;050000298;050000496;SSR_E54;1;53;;;233;15108;;;
SSR;2014;050000298;050000496;SSR_TOT;;53;;;233;15108;;;
SSR;2014;050000306;050000538;SSR_E;;78;;;336;13442;;;
SSR;2014;050000306;050000538;SSR_E54;1;78;;;336;13442;;;
SSR;2014;050000306;050000538;SSR_TOT;;78;;;336;13442;;;
SSR;2014;050000330;050007145;SSR_A;;12;;;85;3477;;;
SSR;2014;050000330;050007145;SSR_A50;1;12;;;85;3477;;;
SSR;2014;050000330;050007145;SSR_TOT;;12;;;85;3477;;;
SSR;2014;050000348;050002948;SSR_A;;20;;0;34;954;0;;
SSR;2014;050000348;050002948;SSR_A59;1;20;;0;34;954;0;;
SSR;2014;050000348;050002948;SSR_TOT;;20;;0;34;954;0;;
SSR;2014;050000371;050003508;SSR_E;;49;;;155;14398;63;;
SSR;2014;050000371;050003508;SSR_E54;1;49;;;155;14398;63;;
SSR;2014;050000371;050003508;SSR_TOT;;49;;;155;14398;63;;
SSR;2014;050000488;050000678;SSR_A;;77;;0;700;24967;51;0;
SSR;2014;050000488;050000678;SSR_A50;1;0;;0;0;0;0;0;
SSR;2014;050000488;050000678;SSR_A54;1;77;;0;700;24967;51;0;
SSR;2014;050000488;050000678;SSR_TOT;;77;;0;700;24967;51;0;
SSR;2014;050000637;050001163;SSR_A;;66;;;441;21328;;;
SSR;2014;050000637;050001163;SSR_A50;1;66;;;441;21328;;;
SSR;2014;050000637;050001163;SSR_TOT;;66;;;441;21328;;;
SSR;2014;050000991;050000546;SSR_A;;181;;4;1468;53968;;445;
SSR;2014;050000991;050000546;SSR_A50;1;56;;;441;16984;;;
SSR;2014;050000991;050000546;SSR_A55;1;84;;4;730;25436;;445;
SSR;2014;050000991;050000546;SSR_A58;1;16;;;157;4001;;;
SSR;2014;050000991;050000546;SSR_A59;1;25;;;140;7547;;;
SSR;2014;050000991;050000546;SSR_TOT;;181;;4;1468;53968;;445;
SSR;2014;050001064;050000561;SSR_A;;90;;;845;29343;36;;
SSR;2014;050001064;050000561;SSR_A50;1;90;;;845;29343;36;;
SSR;2014;050001064;050000561;SSR_TOT;;90;;;845;29343;36;;
SSR;2014;050002351;130037815;SSR_A;;25;;15;273;7954;;8115;
SSR;2014;050002351;130037815;SSR_A50;1;;;;;;;;
SSR;2014;050002351;130037815;SSR_A51;1;20;;7;244;6771;;6066;
SSR;2014;050002351;130037815;SSR_A52;1;5;;5;29;1183;;1799;
SSR;2014;050002351;130037815;SSR_A53;1;0;;3;;;;250;
SSR;2014;050002351;130037815;SSR_A54;1;0;;;;;;;
SSR;2014;050002351;130037815;SSR_TOT;;25;;15;273;7954;;8115;
SSR;2014;050006436;050002948;SSR_A;;0;;;169;5134;3;;
SSR;2014;050006436;050002948;SSR_A59;1;0;;;169;5134;3;;
SSR;2014;050006436;050002948;SSR_TOT;;0;;;169;5134;3;;
SSR;2014;060000163;060780327;SSR_A;;6;;;43;1150;;;
SSR;2014;060000163;060780327;SSR_A50;1;6;;;43;1150;;;
SSR;2014;060000163;060780327;SSR_TOT;;6;;;43;1150;;;
SSR;2014;060000296;060780640;SSR_A;;84;;;915;24213;;;
SSR;2014;060000296;060780640;SSR_A50;1;;;;;;;;
SSR;2014;060000296;060780640;SSR_A53;1;42;;;421;10180;;;
SSR;2014;060000296;060780640;SSR_A54;1;42;;;494;14033;;;
SSR;2014;060000296;060780640;SSR_TOT;;84;;;915;24213;;;
SSR;2014;060000304;060780657;SSR_A;;10;;;137;3311;;;
SSR;2014;060000304;060780657;SSR_A50;1;10;;;137;3311;;;
SSR;2014;060000304;060780657;SSR_TOT;;10;;;137;3311;;;
SSR;2014;060000445;060780814;SSR_A;;73;;;470;20297;;;
SSR;2014;060000445;060780814;SSR_A50;1;73;;;470;20297;;;
SSR;2014;060000445;060780814;SSR_TOT;;73;;;470;20297;;;
SSR;2014;060000478;060780897;SSR_A;;30;;;258;10497;;;
SSR;2014;060000478;060780897;SSR_A50;1;30;;;258;10497;;;
SSR;2014;060000478;060780897;SSR_A59;1;;;;;;;;
SSR;2014;060000478;060780897;SSR_TOT;;30;;;258;10497;;;
SSR;2014;060000486;060780905;SSR_A;;13;;;143;3756;2;;
SSR;2014;060000486;060780905;SSR_A50;1;13;;;143;3756;2;;
SSR;2014;060000486;060780905;SSR_TOT;;13;;;143;3756;2;;
SSR;2014;060000510;060780954;SSR_A;;25;;;340;10398;23;;
SSR;2014;060000510;060780954;SSR_A50;1;25;;;340;10398;23;;
SSR;2014;060000510;060780954;SSR_A59;1;;;;;;;;
SSR;2014;060000510;060780954;SSR_TOT;;25;;;340;10398;23;;
SSR;2014;060000536;060006889;SSR_A;;19;;;164;5615;6;0;
SSR;2014;060000536;060006889;SSR_A50;1;19;;;164;5615;6;0;
SSR;2014;060000536;060006889;SSR_TOT;;19;;;164;5615;6;0;
SSR;2014;060002102;060791761;SSR_A;;27;;;274;10565;11;;
SSR;2014;060002102;060791761;SSR_A50;1;27;;;274;10565;11;;
SSR;2014;060002102;060791761;SSR_TOT;;27;;;274;10565;11;;
SSR;2014;060005469;750043994;SSR_A;;90;;;1157;31835;1;;
SSR;2014;060005469;750043994;SSR_A50;1;90;;;1157;31835;1;;
SSR;2014;060005469;750043994;SSR_A59;1;;;;;;;;
SSR;2014;060005469;750043994;SSR_TOT;;90;;;1157;31835;1;;
SSR;2014;060010188;060000221;SSR_A;;55;;0;448;18336;119;0;
SSR;2014;060010188;060000221;SSR_A50;1;55;;0;448;18336;119;0;
SSR;2014;060010188;060000221;SSR_TOT;;55;;0;448;18336;119;0;
SSR;2014;060015328;060015278;SSR_E;;15;;25;104;2878;0;4841;
SSR;2014;060015328;060015278;SSR_E50;1;15;;25;104;2878;0;4841;
SSR;2014;060015328;060015278;SSR_TOT;;15;;25;104;2878;0;4841;
SSR;2014;060021201;060000155;SSR_A;;50;;25;736;17673;;4672;
SSR;2014;060021201;060000155;SSR_A50;1;20;;;159;3857;;;
SSR;2014;060021201;060000155;SSR_A51;1;30;;25;577;13816;;4672;
SSR;2014;060021201;060000155;SSR_TOT;;50;;25;736;17673;;4672;
SSR;2014;060780145;060000049;SSR_A;;82;;;946;28024;12;;
SSR;2014;060780145;060000049;SSR_A50;1;11;;;164;3971;1;;
SSR;2014;060780145;060000049;SSR_A59;1;71;;;782;24053;11;;
SSR;2014;060780145;060000049;SSR_TOT;;82;;;946;28024;12;;
SSR;2014;060780186;060006939;SSR_A;;52;;;599;19493;9;;
SSR;2014;060780186;060006939;SSR_A50;1;52;;;599;19493;9;;
SSR;2014;060780186;060006939;SSR_TOT;;52;;;599;19493;9;;
SSR;2014;060780277;750043994;SSR_A;;123;;;1217;44637;8;;
SSR;2014;060780277;750043994;SSR_A50;1;123;;;1217;44637;8;;
SSR;2014;060780277;750043994;SSR_TOT;;123;;;1217;44637;8;;
SSR;2014;060780343;060000171;SSR_A;;47;;;562;16654;9;0;
SSR;2014;060780343;060000171;SSR_A50;1;47;;;562;16654;9;0;
SSR;2014;060780343;060000171;SSR_TOT;;47;;;562;16654;9;0;
SSR;2014;060780350;920000395;SSR_A;;44;;;440;16192;;;
SSR;2014;060780350;920000395;SSR_A50;1;44;;;440;16192;;;
SSR;2014;060780350;920000395;SSR_TOT;;44;;;440;16192;;;
SSR;2014;060780392;060000205;SSR_A;;108;;;929;34148;35;;
SSR;2014;060780392;060000205;SSR_A50;1;108;;;929;34148;35;;
SSR;2014;060780392;060000205;SSR_TOT;;108;;;929;34148;35;;
SSR;2014;060780459;010783009;SSR_A;;102;;5;576;30176;;3118;
SSR;2014;060780459;010783009;SSR_A50;1;;;;101;4585;;218;
SSR;2014;060780459;010783009;SSR_A51;1;102;;5;295;14082;;1922;
SSR;2014;060780459;010783009;SSR_A52;1;;;;180;11509;;978;
SSR;2014;060780459;010783009;SSR_TOT;;102;;5;576;30176;;3118;
SSR;2014;060780558;750720575;SSR_A;;10;;1;123;4938;6;361;
SSR;2014;060780558;750720575;SSR_A50;1;10;;1;123;4938;6;361;
SSR;2014;060780558;750720575;SSR_E;;93;;6;657;24601;19;1831;
SSR;2014;060780558;750720575;SSR_E50;1;27;;3;207;9557;17;412;
SSR;2014;060780558;750720575;SSR_E55;1;66;;3;450;15044;2;1419;
SSR;2014;060780558;750720575;SSR_TOT;;103;;7;780;29539;25;2192;
SSR;2014;060780665;060000312;SSR_A;;30;;;477;10286;;;
SSR;2014;060780665;060000312;SSR_A50;1;30;;;477;10286;;;
SSR;2014;060780665;060000312;SSR_TOT;;30;;;477;10286;;;
SSR;2014;060780749;060000395;SSR_A;;43;;;448;15456;18;;
SSR;2014;060780749;060000395;SSR_A50;1;43;;;448;15456;18;;
SSR;2014;060780749;060000395;SSR_TOT;;43;;;448;15456;18;;
SSR;2014;060781374;060000718;SSR_A;;153;;10;1645;53664;73;2516;
SSR;2014;060781374;060000718;SSR_A50;1;153;;10;1645;53664;73;2516;
SSR;2014;060781374;060000718;SSR_A51;1;;;;;;;;
SSR;2014;060781374;060000718;SSR_A55;1;;;;;;;;
SSR;2014;060781374;060000718;SSR_TOT;;153;;10;1645;53664;73;2516;
SSR;2014;060785227;060001476;SSR_A;;108;;10;1357;35347;;1082;
SSR;2014;060785227;060001476;SSR_A50;1;87;;;1152;30383;;;
SSR;2014;060785227;060001476;SSR_A53;1;21;;10;205;4964;;1082;
SSR;2014;060785227;060001476;SSR_TOT;;108;;10;1357;35347;;1082;
SSR;2014;060788957;060785011;SSR_A;;171;;;1687;59929;77;;
SSR;2014;060788957;060785011;SSR_A50;1;;;;;;;;
SSR;2014;060788957;060785011;SSR_A59;1;171;;;1687;59929;77;;
SSR;2014;060788957;060785011;SSR_TOT;;171;;;1687;59929;77;;
SSR;2014;060789195;060785011;SSR_A;;24;;5;149;7589;;2622;
SSR;2014;060789195;060785011;SSR_A50;1;;;;;;;;
SSR;2014;060789195;060785011;SSR_A51;1;8;;5;42;2500;;2622;
SSR;2014;060789195;060785011;SSR_A52;1;16;;;107;5089;;;
SSR;2014;060789195;060785011;SSR_TOT;;24;;5;149;7589;;2622;
SSR;2014;060789674;130037815;SSR_A;;225;;20;1390;67850;226;9589;
SSR;2014;060789674;130037815;SSR_A50;1;225;;20;;;;;
SSR;2014;060789674;130037815;SSR_A51;1;;;;1068;45733;153;7625;
SSR;2014;060789674;130037815;SSR_A52;1;;;;322;22117;73;1964;
SSR;2014;060789674;130037815;SSR_TOT;;225;;20;1390;67850;226;9589;
SSR;2014;060790177;060785011;SSR_A;;80;;0;284;23560;;;
SSR;2014;060790177;060785011;SSR_A50;1;80;;0;284;23560;;;
SSR;2014;060790177;060785011;SSR_TOT;;80;;0;284;23560;;;
SSR;2014;060790862;060001997;SSR_A;;45;;45;517;15882;0;14993;
SSR;2014;060790862;060001997;SSR_A50;1;45;;45;517;15882;0;14993;
SSR;2014;060790862;060001997;SSR_A58;1;;;;;;;;
SSR;2014;060790862;060001997;SSR_TOT;;45;;45;517;15882;0;14993;
SSR;2014;060791811;750826638;SSR_A;;59;;;774;21305;15;;
SSR;2014;060791811;750826638;SSR_A59;1;59;;;774;21305;15;;
SSR;2014;060791811;750826638;SSR_TOT;;59;;;774;21305;15;;
SSR;2014;060794021;060780988;SSR_A;;20;;;153;6621;17;;
SSR;2014;060794021;060780988;SSR_A50;1;;;;;;;;
SSR;2014;060794021;060780988;SSR_A59;1;20;;;153;6621;17;;
SSR;2014;060794021;060780988;SSR_TOT;;20;;;153;6621;17;;
SSR;2014;060798881;060798873;SSR_A;;104;;;1560;38096;;;
SSR;2014;060798881;060798873;SSR_A50;1;104;;;1560;38096;;;
SSR;2014;060798881;060798873;SSR_TOT;;104;;;1560;38096;;;
SSR;2014;060800182;060002912;SSR_A;;130;;10;1205;41331;30;2279;
SSR;2014;060800182;060002912;SSR_A50;1;51;;;444;17140;30;;
SSR;2014;060800182;060002912;SSR_A55;1;79;;10;761;24191;;2279;
SSR;2014;060800182;060002912;SSR_TOT;;130;;10;1205;41331;30;2279;
SSR;2014;060800687;060000221;SSR_A;;38;;0;430;12816;24;0;
SSR;2014;060800687;060000221;SSR_A50;1;38;;0;430;12816;24;0;
SSR;2014;060800687;060000221;SSR_TOT;;38;;0;430;12816;24;0;
SSR;2014;070000021;070780101;SSR_A;;18;;;249;7013;5;;
SSR;2014;070000021;070780101;SSR_A50;1;18;;;249;7013;5;;
SSR;2014;070000021;070780101;SSR_TOT;;18;;;249;7013;5;;
SSR;2014;070000039;070780119;SSR_A;;10;;;786;4486;;;
SSR;2014;070000039;070780119;SSR_A50;1;10;;;786;4486;;;
SSR;2014;070000039;070780119;SSR_TOT;;10;;;786;4486;;;
SSR;2014;070000047;070780127;SSR_A;;35;;;367;10701;7;;
SSR;2014;070000047;070780127;SSR_A50;1;35;;;367;10701;7;;
SSR;2014;070000047;070780127;SSR_TOT;;35;;;367;10701;7;;
SSR;2014;070000062;070005558;SSR_A;;15;;0;201;4817;0;0;
SSR;2014;070000062;070005558;SSR_A50;1;15;;0;201;4817;0;0;
SSR;2014;070000062;070005558;SSR_TOT;;15;;0;201;4817;0;0;
SSR;2014;070000070;070780150;SSR_A;;15;;;146;4807;;;
SSR;2014;070000070;070780150;SSR_A50;1;15;;;146;4807;;;
SSR;2014;070000070;070780150;SSR_TOT;;15;;;146;4807;;;
SSR;2014;070000096;070780184;SSR_A;;17;;;198;5148;0;;
SSR;2014;070000096;070780184;SSR_A50;1;17;;;198;5148;0;;
SSR;2014;070000096;070780184;SSR_TOT;;17;;;198;5148;0;;
SSR;2014;070000146;070004742;SSR_A;;35;;;276;8843;14;;
SSR;2014;070000146;070004742;SSR_A50;1;35;;;276;8843;14;;
SSR;2014;070000146;070004742;SSR_TOT;;35;;;276;8843;14;;
SSR;2014;070000179;070780358;SSR_A;;15;;2;323;6483;;1037;
SSR;2014;070000179;070780358;SSR_A53;1;;;2;;;;1037;
SSR;2014;070000179;070780358;SSR_A59;1;15;;;323;6483;;;
SSR;2014;070000179;070780358;SSR_TOT;;15;;2;323;6483;;1037;
SSR;2014;070000187;070780366;SSR_A;;27;;0;309;8040;;;
SSR;2014;070000187;070780366;SSR_A50;1;27;;0;309;8040;;;
SSR;2014;070000187;070780366;SSR_TOT;;27;;0;309;8040;;;
SSR;2014;070000195;070780374;SSR_A;;23;;;224;8302;;;
SSR;2014;070000195;070780374;SSR_A50;1;23;;;224;8302;;;
SSR;2014;070000195;070780374;SSR_A59;1;;;;;;;;
SSR;2014;070000195;070780374;SSR_TOT;;23;;;224;8302;;;
SSR;2014;070000203;070780382;SSR_A;;24;;0;353;9160;1;;
SSR;2014;070000203;070780382;SSR_A50;1;24;;0;353;9160;1;;
SSR;2014;070000203;070780382;SSR_TOT;;24;;0;353;9160;1;;
SSR;2014;070000484;070005566;SSR_A;;130;;5;2006;41867;;2302;
SSR;2014;070000484;070005566;SSR_A51;1;30;;5;244;9851;;2302;
SSR;2014;070000484;070005566;SSR_A52;1;30;;;272;9324;;;
SSR;2014;070000484;070005566;SSR_A55;1;70;;;1490;22692;;;
SSR;2014;070000484;070005566;SSR_TOT;;130;;5;2006;41867;;2302;
SSR;2014;070006168;300016847;SSR_A;;;;5;;;;925;
SSR;2014;070006168;300016847;SSR_A50;1;;;;;;;;
SSR;2014;070006168;300016847;SSR_A54;1;;;5;;;;925;
SSR;2014;070006168;300016847;SSR_TOT;;;;5;;;;925;
SSR;2014;070006804;070005566;SSR_A;;12;;;167;4826;;;
SSR;2014;070006804;070005566;SSR_A59;1;12;;;167;4826;;;
SSR;2014;070006804;070005566;SSR_TOT;;12;;;167;4826;;;
SSR;2014;070780226;300016847;SSR_A;;60;;;574;17402;5;;
SSR;2014;070780226;300016847;SSR_A54;1;60;;;574;17402;5;;
SSR;2014;070780226;300016847;SSR_TOT;;60;;;574;17402;5;;
SSR;2014;070780234;750721300;SSR_A;;36;;;419;10442;3;;
SSR;2014;070780234;750721300;SSR_A50;1;36;;;419;10442;3;;
SSR;2014;070780234;750721300;SSR_TOT;;36;;;419;10442;3;;
SSR;2014;070780242;070000120;SSR_A;;58;;;523;19710;;;
SSR;2014;070780242;070000120;SSR_A50;1;58;;;523;19710;;;
SSR;2014;070780242;070000120;SSR_TOT;;58;;;523;19710;;;
SSR;2014;070780390;070000211;SSR_A;;33;;;479;12707;;;
SSR;2014;070780390;070000211;SSR_A50;1;33;;;479;12707;;;
SSR;2014;070780390;070000211;SSR_TOT;;33;;;479;12707;;;
SSR;2014;070783824;070002878;SSR_A;;22;;;247;7440;7;;
SSR;2014;070783824;070002878;SSR_A50;1;;;;;;;;
SSR;2014;070783824;070002878;SSR_A59;1;22;;;247;7440;7;;
SSR;2014;070783824;070002878;SSR_TOT;;22;;;247;7440;7;;
SSR;2014;070784897;750820680;SSR_A;;30;;0;165;9308;21;0;
SSR;2014;070784897;750820680;SSR_A50;1;;;;;;;;
SSR;2014;070784897;750820680;SSR_A58;1;30;;0;165;9308;21;0;
SSR;2014;070784897;750820680;SSR_TOT;;30;;0;165;9308;21;0;
SSR;2014;080000110;080000037;SSR_A;;30;;;358;10594;9;;
SSR;2014;080000110;080000037;SSR_A50;1;10;;;64;2042;5;;
SSR;2014;080000110;080000037;SSR_A59;1;20;;;294;8552;4;;
SSR;2014;080000110;080000037;SSR_TOT;;30;;;358;10594;9;;
SSR;2014;080000136;750055311;SSR_A;;15;;;194;7657;13;;
SSR;2014;080000136;750055311;SSR_A50;1;15;;;194;7657;13;;
SSR;2014;080000136;750055311;SSR_TOT;;15;;;194;7657;13;;
SSR;2014;080000219;080001969;SSR_A;;22;;0;209;7808;12;;
SSR;2014;080000219;080001969;SSR_A50;1;22;;0;209;7808;12;;
SSR;2014;080000219;080001969;SSR_TOT;;22;;0;209;7808;12;;
SSR;2014;080000250;540019726;SSR_A;;90;;30;682;27169;108;16403;
