BOR;AN;nofinesset;nofinessej;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2020;880000047;880780077;SSR_A55;1;5;;0;;347;;15;
SSR;2020;880000047;880780077;SSR_A59;1;;;;;0;;0;
SSR;2020;880000047;880780077;SSR_TOT;;30;9790;4;376;8154;2;1700;
SSR;2020;880000054;880007299;SSR_A;;26;9236;10;276;6742;4;2719;
SSR;2020;880000054;880007299;SSR_A50;1;6;;4;;1292;;1284;
SSR;2020;880000054;880007299;SSR_A51;1;20;;6;;5450;;1435;
SSR;2020;880000054;880007299;SSR_TOT;;26;9236;10;276;6742;4;2719;
SSR;2020;880000062;880780093;SSR_A;;30;10950;0;350;8382;5;1509;
SSR;2020;880000062;880780093;SSR_A50;1;30;;0;;8382;;1509;
SSR;2020;880000062;880780093;SSR_TOT;;30;10950;0;350;8382;5;1509;
SSR;2020;880000070;880007299;SSR_A;;114;40092;;919;23969;17;0;
SSR;2020;880000070;880007299;SSR_A50;1;60;;;;13631;;0;
SSR;2020;880000070;880007299;SSR_A52;1;28;;;;7923;;0;
SSR;2020;880000070;880007299;SSR_A55;1;26;;;;2415;;0;
SSR;2020;880000070;880007299;SSR_E;;4;0;;0;0;0;0;
SSR;2020;880000070;880007299;SSR_E55;1;4;;;;0;;0;
SSR;2020;880000070;880007299;SSR_TOT;;118;40092;;919;23969;17;0;1
SSR;2020;880000104;880780259;SSR_A;;28;10248;;247;8858;14;0;
SSR;2020;880000104;880780259;SSR_A50;1;28;;;;8858;;0;
SSR;2020;880000104;880780259;SSR_TOT;;28;10248;;247;8858;14;0;0
SSR;2020;880000112;880780267;SSR_A;;58;21170;;542;18498;39;0;
SSR;2020;880000112;880780267;SSR_A50;1;58;;;;18498;;0;
SSR;2020;880000112;880780267;SSR_TOT;;58;21170;;542;18498;39;0;0
SSR;2020;880000138;880006325;SSR_A;;29;10614;;199;6398;5;0;
SSR;2020;880000138;880006325;SSR_A50;1;29;;;;6398;;0;
SSR;2020;880000138;880006325;SSR_TOT;;29;10614;;199;6398;5;0;0
SSR;2020;880000146;880008230;SSR_A;;30;10950;;401;7064;0;0;
SSR;2020;880000146;880008230;SSR_A50;1;30;;;;7064;;0;
SSR;2020;880000146;880008230;SSR_TOT;;30;10950;;401;7064;0;0;0
SSR;2020;880000187;880780333;SSR_A;;18;6570;0;158;5222;5;0;
SSR;2020;880000187;880780333;SSR_A50;1;18;;0;;5222;;0;
SSR;2020;880000187;880780333;SSR_TOT;;18;6570;0;158;5222;5;0;
SSR;2020;880000203;880007786;SSR_A;;18;6588;;168;5270;11;0;
SSR;2020;880000203;880007786;SSR_A50;1;18;;;;5270;;0;
SSR;2020;880000203;880007786;SSR_TOT;;18;6588;;168;5270;11;0;0
SSR;2020;880000211;880008230;SSR_A;;20;7300;;247;4685;1;0;
SSR;2020;880000211;880008230;SSR_A50;1;20;;;;4685;;0;
SSR;2020;880000211;880008230;SSR_TOT;;20;7300;;247;4685;1;0;0
SSR;2020;880000336;880007059;SSR_A;;140;51240;20;1131;38947;89;3154;
SSR;2020;880000336;880007059;SSR_A50;1;60;;8;;15669;;401;
SSR;2020;880000336;880007059;SSR_A51;1;17;;8;;2969;;1338;
SSR;2020;880000336;880007059;SSR_A52;1;18;;4;;6769;;1415;
SSR;2020;880000336;880007059;SSR_A59;1;45;;;;13540;;0;
SSR;2020;880000336;880007059;SSR_TOT;;140;51240;20;1131;38947;89;3154;
SSR;2020;880780465;540019726;SSR_E;;48;11088;;407;4700;0;1538;
SSR;2020;880780465;540019726;SSR_E50;1;;;;;0;;0;
SSR;2020;880780465;540019726;SSR_E55;1;48;;;;4700;;1538;
SSR;2020;880780465;540019726;SSR_TOT;;48;11088;;407;4700;0;1538;0
SSR;2020;880780507;880000237;SSR_A;;81;29646;;800;26240;30;0;
SSR;2020;880780507;880000237;SSR_A50;1;81;;;;26240;;0;
SSR;2020;880780507;880000237;SSR_TOT;;81;29646;;800;26240;30;0;0
SSR;2020;890000250;750721334;SSR_A;;30;10950;;265;10019;19;0;
SSR;2020;890000250;750721334;SSR_A50;1;30;;;;10019;;0;
SSR;2020;890000250;750721334;SSR_TOT;;30;10950;;265;10019;19;0;0
SSR;2020;890000292;890006315;SSR_A;;65;23790;0;451;21766;85;0;
SSR;2020;890000292;890006315;SSR_A50;1;65;;0;;21766;;0;
SSR;2020;890000292;890006315;SSR_TOT;;65;23790;0;451;21766;85;0;0
SSR;2020;890000300;890000193;SSR_A;;52;18980;;162;9082;49;0;
SSR;2020;890000300;890000193;SSR_A50;1;;;;;0;;0;
SSR;2020;890000300;890000193;SSR_A58;1;52;;;;9082;;0;
SSR;2020;890000300;890000193;SSR_TOT;;52;18980;;162;9082;49;0;0
SSR;2020;890000318;920030269;SSR_A;;90;32940;10;852;31694;86;1520;
SSR;2020;890000318;920030269;SSR_A50;1;60;;;;27265;;0;
SSR;2020;890000318;920030269;SSR_A59;1;30;;10;;4429;;1520;
SSR;2020;890000318;920030269;SSR_TOT;;90;32940;10;852;31694;86;1520;0
SSR;2020;890002389;890000730;SSR_A;;36;13140;;288;7300;1;0;
SSR;2020;890002389;890000730;SSR_A50;1;36;;;;7300;;0;
SSR;2020;890002389;890000730;SSR_TOT;;36;13140;;288;7300;1;0;0
SSR;2020;890973258;890970569;SSR_A;;50;18300;;442;12490;13;0;
SSR;2020;890973258;890970569;SSR_A50;1;;;;;0;;0;
SSR;2020;890973258;890970569;SSR_A59;1;50;;;;12490;;0;
SSR;2020;890973258;890970569;SSR_TOT;;50;18300;;442;12490;13;0;0
SSR;2020;890975501;890000466;SSR_A;;26;9516;;238;7757;14;0;
SSR;2020;890975501;890000466;SSR_A50;1;26;;;;7757;;0;
SSR;2020;890975501;890000466;SSR_TOT;;26;9516;;238;7757;14;0;0
SSR;2020;890975527;890000037;SSR_A;;80;29200;10;701;19881;22;2125;
SSR;2020;890975527;890000037;SSR_A50;1;;;;;0;;0;
SSR;2020;890975527;890000037;SSR_A59;1;80;;10;;19881;;2125;
SSR;2020;890975527;890000037;SSR_TOT;;80;29200;10;701;19881;22;2125;
SSR;2020;890975535;890000409;SSR_A;;40;14640;;297;11312;20;0;
SSR;2020;890975535;890000409;SSR_A50;1;40;;;;11312;;0;
SSR;2020;890975535;890000409;SSR_TOT;;40;14640;;297;11312;20;0;0
SSR;2020;890975543;890000417;SSR_A;;24;8784;22;251;6707;1;3235;
SSR;2020;890975543;890000417;SSR_A50;1;;;;;0;;0;
SSR;2020;890975543;890000417;SSR_A53;1;;;11;;0;;3234;
SSR;2020;890975543;890000417;SSR_A54;1;;;11;;0;;1;
SSR;2020;890975543;890000417;SSR_A59;1;24;;;;6707;;0;
SSR;2020;890975543;890000417;SSR_TOT;;24;8784;22;251;6707;1;3235;0
SSR;2020;890975568;890000433;SSR_A;;55;20130;10;469;15302;22;658;
SSR;2020;890975568;890000433;SSR_A50;1;0;;;;;;;
SSR;2020;890975568;890000433;SSR_A51;1;20;;5;;8489;;432;
SSR;2020;890975568;890000433;SSR_A52;1;20;;5;;3254;;226;
SSR;2020;890975568;890000433;SSR_A59;1;15;;;;3559;;0;
SSR;2020;890975568;890000433;SSR_TOT;;55;20130;10;469;15302;22;658;
SSR;2020;900000035;900003880;SSR_A;;30;10950;;243;7537;7;0;
SSR;2020;900000035;900003880;SSR_A50;1;30;;;;7537;;0;
SSR;2020;900000035;900003880;SSR_TOT;;30;10950;;243;7537;7;0;0
SSR;2020;900003070;900000365;SSR_A;;66;23482;15;503;20901;62;1052;
SSR;2020;900003070;900000365;SSR_A50;1;;;;;0;;0;
SSR;2020;900003070;900000365;SSR_A59;1;66;;15;;20901;;1052;
SSR;2020;900003070;900000365;SSR_TOT;;66;23482;15;503;20901;62;1052;
SSR;2020;910000272;910110014;SSR_A;;35;12135;10;328;11019;14;1303;
SSR;2020;910000272;910110014;SSR_A59;1;35;;10;;11019;;1303;
SSR;2020;910000272;910110014;SSR_TOT;;35;12135;10;328;11019;14;1303;0
SSR;2020;910000280;910019447;SSR_A;;20;7300;;263;3258;1;0;
SSR;2020;910000280;910019447;SSR_A50;1;20;;;;3210;;0;
SSR;2020;910000280;910019447;SSR_A59;1;0;;;;48;;0;
SSR;2020;910000280;910019447;SSR_TOT;;20;7300;;263;3258;1;0;0
SSR;2020;910000298;910110055;SSR_A;;26;9157;;165;7811;30;0;
SSR;2020;910000298;910110055;SSR_A50;1;6;;;;1825;;0;
SSR;2020;910000298;910110055;SSR_A59;1;20;;;;5986;;0;
SSR;2020;910000298;910110055;SSR_TOT;;26;9157;;165;7811;30;0;
SSR;2020;910001973;910019447;SSR_A;;36;13140;;248;6260;3;0;
SSR;2020;910001973;910019447;SSR_A59;1;36;;;;6260;;0;
SSR;2020;910001973;910019447;SSR_TOT;;36;13140;;248;6260;3;0;0
SSR;2020;910009919;910009869;SSR_A;;120;43800;45;722;45216;183;7148;
SSR;2020;910009919;910009869;SSR_A50;1;;;;;0;;0;
SSR;2020;910009919;910009869;SSR_A51;1;45;;15;;11199;;2825;
SSR;2020;910009919;910009869;SSR_A52;1;75;;30;;34017;;4323;
SSR;2020;910009919;910009869;SSR_TOT;;120;43800;45;722;45216;183;7148;0
SSR;2020;910015965;920030269;SSR_A;;141;51606;20;1612;52692;86;4614;
SSR;2020;910015965;920030269;SSR_A50;1;43;;;;20482;;0;
SSR;2020;910015965;920030269;SSR_A51;1;33;;10;;12109;;2437;
SSR;2020;910015965;920030269;SSR_A59;1;65;;10;;20101;;2177;
SSR;2020;910015965;920030269;SSR_TOT;;141;51606;20;1612;52692;86;4614;0
SSR;2020;910018423;910110055;SSR_A;;22;6319;;187;5858;4;0;
SSR;2020;910018423;910110055;SSR_A50;1;2;;;;582;;0;
SSR;2020;910018423;910110055;SSR_A59;1;20;;;;5276;;0;
SSR;2020;910018423;910110055;SSR_TOT;;22;6319;;187;5858;4;0;
SSR;2020;910020254;910002773;SSR_A;;49;17885;20;625;16382;19;5178;
SSR;2020;910020254;910002773;SSR_A51;1;8;;5;;2953;;925;
SSR;2020;910020254;910002773;SSR_A52;1;12;;5;;3463;;494;
SSR;2020;910020254;910002773;SSR_A53;1;19;;10;;6305;;3759;
SSR;2020;910020254;910002773;SSR_A59;1;10;;;;3661;;0;
SSR;2020;910020254;910002773;SSR_TOT;;49;17885;20;625;16382;19;5178;0
SSR;2020;910023407;910023399;SSR_A;;;;80;0;0;0;4026;
SSR;2020;910023407;910023399;SSR_A50;1;;;;;0;;0;
SSR;2020;910023407;910023399;SSR_A51;1;;;35;;0;;2157;
SSR;2020;910023407;910023399;SSR_A52;1;;;25;;0;;1193;
SSR;2020;910023407;910023399;SSR_A59;1;;;20;;0;;676;
SSR;2020;910023407;910023399;SSR_TOT;;;;80;0;0;0;4026;0
SSR;2020;910100015;750712184;SSR_A;;195;67710;20;636;43059;190;1835;
SSR;2020;910100015;750712184;SSR_A50;1;;;;;0;;0;
SSR;2020;910100015;750712184;SSR_A52;1;35;;;;5913;;0;
SSR;2020;910100015;750712184;SSR_A59;1;160;;20;;37146;;1835;
SSR;2020;910100015;750712184;SSR_TOT;;195;67710;20;636;43059;190;1835;0
SSR;2020;910100031;750712184;SSR_A;;319;116754;9;1458;93141;410;1509;
SSR;2020;910100031;750712184;SSR_A50;1;;;;;0;;0;
SSR;2020;910100031;750712184;SSR_A59;1;319;;9;;93141;;1509;
SSR;2020;910100031;750712184;SSR_TOT;;319;116754;9;1458;93141;410;1509;0
SSR;2020;910150010;910014919;SSR_A;;30;10980;30;324;8116;13;2421;
SSR;2020;910150010;910014919;SSR_A50;1;10;;;;5182;;0;
SSR;2020;910150010;910014919;SSR_A55;1;10;;20;;1467;;1315;
SSR;2020;910150010;910014919;SSR_A58;1;10;;10;;1467;;1106;
SSR;2020;910150010;910014919;SSR_TOT;;30;10980;30;324;8116;13;2421;0
SSR;2020;910150028;750811184;SSR_A;;224;67274;12;2135;64636;180;2945;
SSR;2020;910150028;750811184;SSR_A50;1;115;;;;36083;;0;
SSR;2020;910150028;750811184;SSR_A53;1;34;;10;;6249;;2467;
SSR;2020;910150028;750811184;SSR_A54;1;32;;2;;8699;;478;
SSR;2020;910150028;750811184;SSR_A56;1;20;;;;6754;;0;
SSR;2020;910150028;750811184;SSR_A59;1;23;;;;6851;;0;
SSR;2020;910150028;750811184;SSR_TOT;;224;67274;12;2135;64636;180;2945;
SSR;2020;910150069;910000033;SSR_A;;106;38796;8;930;26581;29;721;
SSR;2020;910150069;910000033;SSR_A50;1;;;;;0;;0;
SSR;2020;910150069;910000033;SSR_A59;1;106;;8;;26581;;721;
SSR;2020;910150069;910000033;SSR_TOT;;106;38796;8;930;26581;29;721;0
SSR;2020;910150077;750720575;SSR_E;;60;16715;15;277;8032;11;416;
SSR;2020;910150077;750720575;SSR_E50;1;;;;;0;;0;
SSR;2020;910150077;750720575;SSR_E51;1;;;;;0;;0;
SSR;2020;910150077;750720575;SSR_E52;1;;;;;0;;0;
SSR;2020;910150077;750720575;SSR_E55;1;60;;15;;8032;;416;
SSR;2020;910150077;750720575;SSR_TOT;;60;16715;15;277;8032;11;416;0
SSR;2020;910150085;910009539;SSR_A;;55;20075;45;481;16914;21;3869;
SSR;2020;910150085;910009539;SSR_A50;1;30;;15;;8726;;691;
SSR;2020;910150085;910009539;SSR_A51;1;25;;30;;8188;;3178;
SSR;2020;910150085;910009539;SSR_TOT;;55;20075;45;481;16914;21;3869;
SSR;2020;910300029;910000355;SSR_A;;65;23725;;616;23843;67;0;
SSR;2020;910300029;910000355;SSR_A50;1;50;;;;7055;;0;
SSR;2020;910300029;910000355;SSR_A59;1;15;;;;16788;;0;
SSR;2020;910300029;910000355;SSR_TOT;;65;23725;;616;23843;67;0;0
SSR;2020;910300045;910002419;SSR_A;;79;28914;15;651;26776;86;3955;
SSR;2020;910300045;910002419;SSR_A50;1;;;15;;;;3955;
SSR;2020;910300045;910002419;SSR_A56;1;34;;;;13649;;0;
SSR;2020;910300045;910002419;SSR_A59;1;45;;;;13127;;;
SSR;2020;910300045;910002419;SSR_TOT;;79;28914;15;651;26776;86;3955;
SSR;2020;910300060;920030269;SSR_A;;59;21594;10;426;23527;89;166;
SSR;2020;910300060;920030269;SSR_A59;1;59;;10;;23527;;166;
SSR;2020;910300060;920030269;SSR_TOT;;59;21594;10;426;23527;89;166;0
SSR;2020;910300151;310021308;SSR_A;;83;30295;11;417;25518;100;5106;
SSR;2020;910300151;310021308;SSR_A50;1;;;;;0;;0;
SSR;2020;910300151;310021308;SSR_A51;1;53;;6;;9452;;3411;
SSR;2020;910300151;310021308;SSR_A52;1;30;;5;;16066;;1695;
SSR;2020;910300151;310021308;SSR_TOT;;83;30295;11;417;25518;100;5106;
SSR;2020;910300219;910003888;SSR_A;;;;15;0;0;0;5475;
SSR;2020;910300219;910003888;SSR_A53;1;;;15;;0;;5475;
SSR;2020;910300219;910003888;SSR_TOT;;;;15;0;0;0;5475;
SSR;2020;910300235;310021282;SSR_A;;90;32850;;571;30622;119;0;
SSR;2020;910300235;310021282;SSR_A50;1;45;;;;12806;;0;
SSR;2020;910300235;310021282;SSR_A59;1;45;;;;17816;;0;
SSR;2020;910300235;310021282;SSR_TOT;;90;32850;;571;30622;119;0;0
SSR;2020;910300276;910019702;SSR_A;;157;57462;65;1027;48984;145;17200;
SSR;2020;910300276;910019702;SSR_A50;1;157;;65;;0;;0;
SSR;2020;910300276;910019702;SSR_A51;1;;;;;19030;;12060;
SSR;2020;910300276;910019702;SSR_A52;1;;;;;15395;;3166;
SSR;2020;910300276;910019702;SSR_A53;1;;;;;2339;;784;
SSR;2020;910300276;910019702;SSR_A55;1;;;;;0;;0;
SSR;2020;910300276;910019702;SSR_A59;1;;;;;12220;;1190;
SSR;2020;910300276;910019702;SSR_TOT;;157;57462;65;1027;48984;145;17200;
SSR;2020;910300326;910000553;SSR_A;;48;17568;;804;20487;55;0;
SSR;2020;910300326;910000553;SSR_A50;1;48;;;;20487;;0;
SSR;2020;910300326;910000553;SSR_TOT;;48;17568;;804;20487;55;0;0
SSR;2020;910500040;910009539;SSR_A;;83;30295;;489;20204;61;0;
SSR;2020;910500040;910009539;SSR_A54;1;30;;;;9321;;0;
SSR;2020;910500040;910009539;SSR_A56;1;53;;;;10883;;0;
SSR;2020;910500040;910009539;SSR_TOT;;83;30295;;489;20204;61;0;
SSR;2020;910800986;910110055;SSR_A;;44;16223;6;412;14894;30;530;
SSR;2020;910800986;910110055;SSR_A50;1;3;;1;;1190;;61;
SSR;2020;910800986;910110055;SSR_A52;1;17;;5;;5392;;469;
SSR;2020;910800986;910110055;SSR_A59;1;24;;;;8312;;0;
SSR;2020;910800986;910110055;SSR_TOT;;44;16223;6;412;14894;30;530;
SSR;2020;910811322;830013678;SSR_A;;80;29200;;662;25915;77;0;
SSR;2020;910811322;830013678;SSR_A50;1;20;;;;5419;;0;
SSR;2020;910811322;830013678;SSR_A59;1;60;;;;20496;;0;
SSR;2020;910811322;830013678;SSR_TOT;;80;29200;;662;25915;77;0;0
SSR;2020;920000569;920026374;SSR_A;;82;28533;9;785;28533;57;1198;
SSR;2020;920000569;920026374;SSR_A51;1;29;;9;;8753;;1198;
SSR;2020;920000569;920026374;SSR_A59;1;53;;;;19780;;0;
SSR;2020;920000569;920026374;SSR_TOT;;82;28533;9;785;28533;57;1198;0
SSR;2020;920000577;920110020;SSR_A;;39;13578;;374;13131;22;0;
SSR;2020;920000577;920110020;SSR_A50;1;39;;;;13131;;0;
SSR;2020;920000577;920110020;SSR_TOT;;39;13578;;374;13131;22;0;
SSR;2020;920000601;920110053;SSR_A;;84;29010;8;926;24424;16;4491;
SSR;2020;920000601;920110053;SSR_A50;1;;;;;0;;0;
SSR;2020;920000601;920110053;SSR_A51;1;9;;1;;1364;;801;
SSR;2020;920000601;920110053;SSR_A52;1;10;;1;;4586;;1181;
SSR;2020;920000601;920110053;SSR_A53;1;17;;4;;6149;;1968;
SSR;2020;920000601;920110053;SSR_A59;1;48;;2;;12325;;541;
SSR;2020;920000601;920110053;SSR_TOT;;84;29010;8;926;24424;16;4491;0
SSR;2020;920000627;920009909;SSR_A;;68;12810;5;504;16180;22;119;
SSR;2020;920000627;920009909;SSR_A50;1;;;;;0;;0;
SSR;2020;920000627;920009909;SSR_A58;1;17;;;;2148;;0;
SSR;2020;920000627;920009909;SSR_A59;1;51;;5;;14032;;119;
SSR;2020;920000627;920009909;SSR_TOT;;68;12810;5;504;16180;22;119;0
SSR;2020;920000635;920150026;SSR_A;;77;22050;5;727;19162;6;225;
SSR;2020;920000635;920150026;SSR_A50;1;49;;5;;11146;;225;
SSR;2020;920000635;920150026;SSR_A55;1;28;;;;8016;;0;
SSR;2020;920000635;920150026;SSR_TOT;;77;22050;5;727;19162;6;225;0
SSR;2020;920001369;920710654;SSR_A;;75;27450;10;455;24222;99;785;
SSR;2020;920001369;920710654;SSR_A50;1;;;;;0;;0;
SSR;2020;920001369;920710654;SSR_A59;1;75;;10;;24222;;785;
SSR;2020;920001369;920710654;SSR_TOT;;75;27450;10;455;24222;99;785;0
SSR;2020;920004058;920031564;SSR_A;;44;16104;10;481;15237;26;1659;
SSR;2020;920004058;920031564;SSR_A58;1;44;;10;;15237;;1659;
SSR;2020;920004058;920031564;SSR_TOT;;44;16104;10;481;15237;26;1659;0
SSR;2020;920005238;920030269;SSR_A;;128;46848;15;1122;43997;113;1280;
SSR;2020;920005238;920030269;SSR_A50;1;78;;;;25136;;0;
SSR;2020;920005238;920030269;SSR_A51;1;;;;;0;;0;
SSR;2020;920005238;920030269;SSR_A56;1;;;;;0;;0;
SSR;2020;920005238;920030269;SSR_A59;1;50;;15;;18861;;1280;
SSR;2020;920005238;920030269;SSR_TOT;;128;46848;15;1122;43997;113;1280;0
SSR;2020;920007549;920007499;SSR_A;;62;22692;0;401;17157;52;0;
SSR;2020;920007549;920007499;SSR_A50;1;0;;0;;0;;0;
SSR;2020;920007549;920007499;SSR_A51;1;0;;0;;0;;0;
SSR;2020;920007549;920007499;SSR_A53;1;0;;0;;0;;0;
SSR;2020;920007549;920007499;SSR_A54;1;0;;0;;0;;0;
SSR;2020;920007549;920007499;SSR_A55;1;0;;0;;0;;0;
SSR;2020;920007549;920007499;SSR_A59;1;62;;0;;17157;;0;
SSR;2020;920007549;920007499;SSR_TOT;;62;22692;0;401;17157;52;0;0
SSR;2020;920014099;920030269;SSR_A;;94;34404;40;720;33036;74;4052;
SSR;2020;920014099;920030269;SSR_A50;1;20;;;;1826;;0;
SSR;2020;920014099;920030269;SSR_A51;1;34;;20;;12731;;1646;
SSR;2020;920014099;920030269;SSR_A52;1;40;;20;;18479;;2406;
SSR;2020;920014099;920030269;SSR_TOT;;94;34404;40;720;33036;74;4052;0
SSR;2020;920016698;930019484;SSR_A;;60;21900;40;389;17568;57;6849;
SSR;2020;920016698;930019484;SSR_A50;1;;;;;0;;0;
SSR;2020;920016698;930019484;SSR_A51;1;30;;20;;8642;;4384;
SSR;2020;920016698;930019484;SSR_A52;1;30;;20;;8926;;2465;
SSR;2020;920016698;930019484;SSR_TOT;;60;21900;40;389;17568;57;6849;1
SSR;2020;920024205;920808037;SSR_A;;30;10980;10;313;10978;6;1745;
SSR;2020;920024205;920808037;SSR_A50;1;;;;;0;;0;
SSR;2020;920024205;920808037;SSR_A59;1;30;;10;;10978;;1745;
SSR;2020;920024205;920808037;SSR_TOT;;30;10980;10;313;10978;6;1745;0
SSR;2020;920100047;750712184;SSR_A;;70;25620;;251;13641;46;0;
SSR;2020;920100047;750712184;SSR_A50;1;;;;;0;;0;
SSR;2020;920100047;750712184;SSR_A59;1;70;;;;13641;;0;
SSR;2020;920100047;750712184;SSR_TOT;;70;25620;;251;13641;46;0;
SSR;2020;920100054;750712184;SSR_A;;71;25620;33;323;11600;44;8390;
SSR;2020;920100054;750712184;SSR_A50;1;;;;;0;;0;
SSR;2020;920100054;750712184;SSR_A52;1;71;;33;;11600;;8390;
SSR;2020;920100054;750712184;SSR_E;;8;2928;78;108;1093;0;10856;
SSR;2020;920100054;750712184;SSR_E50;1;;;;;0;;0;
SSR;2020;920100054;750712184;SSR_E52;1;8;;78;;1093;;10856;
SSR;2020;920100054;750712184;SSR_TOT;;79;28548;111;431;12693;44;19246;
SSR;2020;920100062;750712184;SSR_A;;223;81618;19;2172;69312;125;6335;
SSR;2020;920100062;750712184;SSR_A51;1;51;;4;;12604;;2637;
SSR;2020;920100062;750712184;SSR_A53;1;70;;15;;18717;;3243;
SSR;2020;920100062;750712184;SSR_A59;1;102;;0;;37991;;455;
SSR;2020;920100062;750712184;SSR_TOT;;223;81618;19;2172;69312;125;6335;0
SSR;2020;920120011;750821092;SSR_A;;30;10980;5;299;4709;3;572;
SSR;2020;920120011;750821092;SSR_A50;1;26;;;;14;;0;
SSR;2020;920120011;750821092;SSR_A51;1;2;;2;;3416;;397;
SSR;2020;920120011;750821092;SSR_A52;1;1;;2;;1165;;150;
SSR;2020;920120011;750821092;SSR_A57;1;1;;1;;114;;25;
SSR;2020;920120011;750821092;SSR_TOT;;30;10980;5;299;4709;3;572;0
SSR;2020;920150018;750720492;SSR_A;;94;34310;;944;26901;17;0;
SSR;2020;920150018;750720492;SSR_A50;1;29;;;;5386;;0;
SSR;2020;920150018;750720492;SSR_A55;1;65;;;;21515;;0;
SSR;2020;920150018;750720492;SSR_TOT;;94;34310;;944;26901;17;0;0
SSR;2020;920150075;780020715;SSR_A;;100;32785;10;734;29064;56;389;
SSR;2020;920150075;780020715;SSR_A50;1;;;;;0;;0;
SSR;2020;920150075;780020715;SSR_A59;1;100;;10;;29064;;389;
SSR;2020;920150075;780020715;SSR_TOT;;100;32785;10;734;29064;56;389;1
SSR;2020;920300258;920000809;SSR_A;;80;29280;20;660;25413;58;2230;
SSR;2020;920300258;920000809;SSR_A50;1;32;;;;11222;;0;
SSR;2020;920300258;920000809;SSR_A53;1;48;;20;;14191;;2230;
SSR;2020;920300258;920000809;SSR_TOT;;80;29280;20;660;25413;58;2230;0
SSR;2020;920300266;920000940;SSR_A;;60;21960;10;1197;23608;19;1975;
SSR;2020;920300266;920000940;SSR_A50;1;45;;;;18511;;0;
SSR;2020;920300266;920000940;SSR_A59;1;15;;10;;5097;;1975;
SSR;2020;920300266;920000940;SSR_TOT;;60;21960;10;1197;23608;19;1975;0
SSR;2020;920300381;920005378;SSR_A;;66;24156;15;509;18728;48;12;
SSR;2020;920300381;920005378;SSR_A50;1;32;;;;3198;;0;
SSR;2020;920300381;920005378;SSR_A59;1;34;;15;;15530;;12;
SSR;2020;920300381;920005378;SSR_TOT;;66;24156;15;509;18728;48;12;0
SSR;2020;920300423;920030269;SSR_A;;95;34770;6;830;34686;87;410;
SSR;2020;920300423;920030269;SSR_A50;1;15;;;;3241;;0;
SSR;2020;920300423;920030269;SSR_A52;1;;;;;0;;0;
SSR;2020;920300423;920030269;SSR_A59;1;80;;6;;31445;;410;
SSR;2020;920300423;920030269;SSR_TOT;;95;34770;6;830;34686;87;410;0
SSR;2020;920300464;910014919;SSR_A;;61;21149;26;470;18494;53;5083;
SSR;2020;920300464;910014919;SSR_A50;1;;;;;0;;0;
SSR;2020;920300464;910014919;SSR_A51;1;42;;20;;12302;;4018;
SSR;2020;920300464;910014919;SSR_A52;1;19;;6;;6192;;1065;
SSR;2020;920300464;910014919;SSR_TOT;;61;21149;26;470;18494;53;5083;
SSR;2020;920300480;920000924;SSR_A;;72;26280;;591;20657;56;0;
SSR;2020;920300480;920000924;SSR_A50;1;36;;;;13341;;0;
SSR;2020;920300480;920000924;SSR_A59;1;36;;;;7316;;0;
SSR;2020;920300480;920000924;SSR_TOT;;72;26280;;591;20657;56;0;0
SSR;2020;920300563;920000932;SSR_A;;66;24156;8;675;18974;12;3074;
SSR;2020;920300563;920000932;SSR_A51;1;66;;8;;18974;;3074;
SSR;2020;920300563;920000932;SSR_TOT;;66;24156;8;675;18974;12;3074;0
SSR;2020;920300597;920000940;SSR_A;;4;506;;62;517;;;
SSR;2020;920300597;920000940;SSR_A50;1;2;;;;237;;;
SSR;2020;920300597;920000940;SSR_A59;1;2;;;;280;;;
SSR;2020;920300597;920000940;SSR_TOT;;4;506;;62;517;;;0
SSR;2020;920300845;780020715;SSR_A;;20;7300;;74;4303;9;0;
SSR;2020;920300845;780020715;SSR_A50;1;;;;;0;;0;
SSR;2020;920300845;780020715;SSR_A52;1;20;;;;4303;;0;
SSR;2020;920300845;780020715;SSR_TOT;;20;7300;;74;4303;9;0;0
SSR;2020;920300886;920030269;SSR_A;;142;51972;10;1028;48318;177;783;
SSR;2020;920300886;920030269;SSR_A50;1;30;;;;12997;;0;
SSR;2020;920300886;920030269;SSR_A54;1;20;;;;4101;;0;
SSR;2020;920300886;920030269;SSR_A59;1;92;;10;;31220;;783;
SSR;2020;920300886;920030269;SSR_TOT;;142;51972;10;1028;48318;177;783;0
SSR;2020;920300936;920006848;SSR_A;;9;792;3;37;702;0;182;
SSR;2020;920300936;920006848;SSR_A54;1;9;;3;;702;;182;
SSR;2020;920300936;920006848;SSR_TOT;;9;792;3;37;702;0;182;0
SSR;2020;920300985;920810330;SSR_A;;76;27740;10;497;22958;60;561;
SSR;2020;920300985;920810330;SSR_A50;1;22;;4;;6479;;290;
SSR;2020;920300985;920810330;SSR_A52;1;24;;3;;7525;;187;
SSR;2020;920300985;920810330;SSR_A59;1;30;;3;;8954;;84;
SSR;2020;920300985;920810330;SSR_TOT;;76;27740;10;497;22958;60;561;0
SSR;2020;920600061;920001146;SSR_E;;36;13176;20;123;11710;47;3048;
SSR;2020;920600061;920001146;SSR_E50;1;36;;20;;11710;;3048;
SSR;2020;920600061;920001146;SSR_TOT;;36;13176;20;123;11710;47;3048;
