BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2017;650000417;650783160;M9999;25;19;38.1;;1
URGENCES_P;2017;650000417;650783160;N1220;5;0;5.8;;0
URGENCES_P;2017;650000417;650783160;N2120;1;;1.44;;0
URGENCES_P;2017;650000417;650783160;N2500;16;2;16.84;;
URGENCES_P;2017;650000417;650783160;N9999;52;12;59.65;;
URGENCES_P;2017;650000417;650783160;NINF;25;5;28.15;;0
URGENCES_P;2017;650780679;650000243;M9999;3;4;4.26;;
URGENCES_P;2017;650780679;650000243;N2120;;1;0.5;;
URGENCES_P;2017;650780679;650000243;N2500;;2;1;;
URGENCES_P;2017;650780679;650000243;N9999;8;5;9.01;;
URGENCES_P;2017;650780679;650000243;NINF;8;2;7.51;;
URGENCES_P;2017;650784218;650780174;M9999;;12;4.35;2;1
URGENCES_P;2017;650784218;650780174;N1220;1;2;2.31;2;1
URGENCES_P;2017;650784218;650780174;N2120;;1;0.25;2;1
URGENCES_P;2017;650784218;650780174;N2500;7;;6.94;;
URGENCES_P;2017;650784218;650780174;N3120;;1;0.5;;
URGENCES_P;2017;650784218;650780174;N9999;18;7;21.29;;
URGENCES_P;2017;650784218;650780174;NINF;8;3;9.42;2;1
URGENCES_P;2017;660000084;660780180;M9999;36;16;22.46;;
URGENCES_P;2017;660000084;660780180;N1220;2;6;6;;
URGENCES_P;2017;660000084;660780180;N2120;3;1;3.1;;
URGENCES_P;2017;660000084;660780180;N2500;38;5;40.05;;
URGENCES_P;2017;660000084;660780180;N2620;7;;7;;
URGENCES_P;2017;660000084;660780180;N3120;;2;1;;
URGENCES_P;2017;660000084;660780180;N9999;116;28;131.05;;
URGENCES_P;2017;660000084;660780180;NINF;66;14;73.9;;
URGENCES_P;2017;660780628;660000282;M9999;3;6;5;;
URGENCES_P;2017;660780628;660000282;N1220;2;1;2.5;;
URGENCES_P;2017;660780628;660000282;N2120;0;1;0.2;;
URGENCES_P;2017;660780628;660000282;N2500;2;1;2.5;;
URGENCES_P;2017;660780628;660000282;N2620;0;1;0.2;;
URGENCES_P;2017;660780628;660000282;N3120;0;1;0.1;;
URGENCES_P;2017;660780628;660000282;N9999;8;7;10.5;;
URGENCES_P;2017;660780628;660000282;NINF;4;2;5;;
URGENCES_P;2017;660780776;660000399;M9999;2;2;3;;
URGENCES_P;2017;660780776;660000399;N1220;1;;0.5;;
URGENCES_P;2017;660780776;660000399;N2120;1;;0.5;;
URGENCES_P;2017;660780776;660000399;N2500;2;;2;;
URGENCES_P;2017;660780776;660000399;N9999;7;3;7;;
URGENCES_P;2017;660780776;660000399;NINF;3;3;4;;
URGENCES_P;2017;660780784;660000407;M9999;9;;9;;
URGENCES_P;2017;660780784;660000407;N1220;4;;4;;
URGENCES_P;2017;660780784;660000407;N2120;1;;1;;
URGENCES_P;2017;660780784;660000407;N2500;4;;4;;
URGENCES_P;2017;660780784;660000407;N2620;1;;1;;
URGENCES_P;2017;660780784;660000407;N3120;1;;1;;
URGENCES_P;2017;660780784;660000407;N9999;23;2;23.8;;
URGENCES_P;2017;660780784;660000407;NINF;12;2;12.8;;
URGENCES_P;2017;670000025;670780055;M9999;4;9;8.74;3;1
URGENCES_P;2017;670000025;670780055;N1220;2;1;2.8;;0
URGENCES_P;2017;670000025;670780055;N2120;2;;2;;0
URGENCES_P;2017;670000025;670780055;N2500;22;4;22.39;;
URGENCES_P;2017;670000025;670780055;N9999;88;14;91.75;;
URGENCES_P;2017;670000025;670780055;NINF;51;3;52.01;;0
URGENCES_P;2017;670000157;670780337;M1140;1;1;1.5;3;0
URGENCES_P;2017;670000157;670780337;M9999;9;3;10.63;3;1
URGENCES_P;2017;670000157;670780337;N1220;6;3;6.85;3;1
URGENCES_P;2017;670000157;670780337;N2120;;3;1.43;3;1
URGENCES_P;2017;670000157;670780337;N2500;18;2;17.25;;
URGENCES_P;2017;670000157;670780337;N3120;;1;0.4;;
URGENCES_P;2017;670000157;670780337;N9999;75;18;77.45;;
URGENCES_P;2017;670000157;670780337;NINF;44;7;42.92;3;1
URGENCES_P;2017;670000165;670780345;M1140;4;;1.15;;0
URGENCES_P;2017;670000165;670780345;M9999;5;1;5.55;;0
URGENCES_P;2017;670000165;670780345;N1220;2;0;2;;0
URGENCES_P;2017;670000165;670780345;N2120;2;0;1.3;;0
URGENCES_P;2017;670000165;670780345;N2500;8;2;7.35;;
URGENCES_P;2017;670000165;670780345;N9999;43;22;42.85;;
URGENCES_P;2017;670000165;670780345;NINF;24;18;29.8;;0
URGENCES_P;2017;670000272;670780543;M9999;6;5;5.92;1;1
URGENCES_P;2017;670000272;670780543;N1220;1;1;1.5;2;1
URGENCES_P;2017;670000272;670780543;N2120;;1;0.3;2;1
URGENCES_P;2017;670000272;670780543;N3120;1;;0.1;;
URGENCES_P;2017;670000272;670780543;N9999;9;9;11.13;;
URGENCES_P;2017;670000272;670780543;NINF;7;7;9.23;1;1
URGENCES_P;2017;670000397;670017755;M9999;10;6;10.56;;0
URGENCES_P;2017;670000397;670017755;N1220;1;0;1.08;;0
URGENCES_P;2017;670000397;670017755;N2120;0;1;0.98;2;1
URGENCES_P;2017;670000397;670017755;N2500;12;2;12.66;;
URGENCES_P;2017;670000397;670017755;N9999;34;16;44.85;;
URGENCES_P;2017;670000397;670017755;NINF;21;11;28.75;;0
URGENCES_P;2017;670018068;670017847;N1220;0;;0.81;;0
URGENCES_P;2017;670018068;670017847;N2120;2;;2;;0
URGENCES_P;2017;670018068;670017847;N2500;5;1;5.25;;
URGENCES_P;2017;670018068;670017847;N9999;41;5;42.44;;
URGENCES_P;2017;670018068;670017847;NINF;34;4;34.38;;0
URGENCES_P;2017;670780212;670014604;M9999;4;;4;;
URGENCES_P;2017;670780212;670014604;N1220;4;2;4.04;;
URGENCES_P;2017;670780212;670014604;N2120;1;;1;;
URGENCES_P;2017;670780212;670014604;N9999;19;7;21.65;;
URGENCES_P;2017;670780212;670014604;NINF;14;5;16.61;;
URGENCES_P;2017;670783273;670780055;M1140;4;;1.9;;0
URGENCES_P;2017;670783273;670780055;M9999;17;24;17.32;;0
URGENCES_P;2017;670783273;670780055;N1220;4;2;3.62;;0
URGENCES_P;2017;670783273;670780055;N2120;2;;2.42;;0
URGENCES_P;2017;670783273;670780055;N2500;33;5;30.85;;
URGENCES_P;2017;670783273;670780055;N9999;137;29;153.97;;
URGENCES_P;2017;670783273;670780055;NINF;81;20;92.2;;0
URGENCES_P;2017;680000320;680000643;M9999;3;4;5.6;;
URGENCES_P;2017;680000320;680000643;N1220;3;3;4.65;;
URGENCES_P;2017;680000320;680000643;N2120;1;;1;;
URGENCES_P;2017;680000320;680000643;N9999;14;10;20.71;;
URGENCES_P;2017;680000320;680000643;NINF;10;7;15.05;;
URGENCES_P;2017;680000494;680000643;M9999;7;0;7;;0
URGENCES_P;2017;680000494;680000643;N1220;2;2;3.1;;0
URGENCES_P;2017;680000494;680000643;N2120;0;1;0.5;;0
URGENCES_P;2017;680000494;680000643;N9999;12;6;16.1;;
URGENCES_P;2017;680000494;680000643;NINF;10;3;12.5;;0
URGENCES_P;2017;680000544;680020336;M9999;4;0;2.07;;
URGENCES_P;2017;680000544;680020336;N1220;3;;2.37;;
URGENCES_P;2017;680000544;680020336;N2120;;1;0.5;;
URGENCES_P;2017;680000544;680020336;N2500;8;;6.46;;
URGENCES_P;2017;680000544;680020336;N9999;21;2;19.69;;
URGENCES_P;2017;680000544;680020336;NINF;9;1;9.53;;
URGENCES_P;2017;680000627;680020336;M1140;1;1;1;;
URGENCES_P;2017;680000627;680020336;M9999;3;1;2.35;;
URGENCES_P;2017;680000627;680020336;N1220;3;2;3.37;;
URGENCES_P;2017;680000627;680020336;N2120;;1;0.1;;
URGENCES_P;2017;680000627;680020336;N2500;3;;2.8;;
URGENCES_P;2017;680000627;680020336;N9999;27;7;27.34;;
URGENCES_P;2017;680000627;680020336;NINF;16;1;16.07;;
URGENCES_P;2017;680000684;680000973;M1140;11;7;2.33;;
URGENCES_P;2017;680000684;680000973;M3020;1;0;1;;
URGENCES_P;2017;680000684;680000973;M9999;34;10;25.27;3;1
URGENCES_P;2017;680000684;680000973;N1220;10;2;10.93;;
URGENCES_P;2017;680000684;680000973;N2120;1;3;2.03;;
URGENCES_P;2017;680000684;680000973;N2500;9;6;9.46;;
URGENCES_P;2017;680000684;680000973;N9999;88;64;106.67;;
URGENCES_P;2017;680000684;680000973;NINF;45;46;70.21;;
URGENCES_P;2017;680000700;680001005;M9999;3;1;3.61;;
URGENCES_P;2017;680000700;680001005;N1220;2;2;2.3;;
URGENCES_P;2017;680000700;680001005;N2120;1;;0.2;;
URGENCES_P;2017;680000700;680001005;N9999;9;13;16.24;;
URGENCES_P;2017;680000700;680001005;NINF;6;11;13.74;;
URGENCES_P;2017;680004546;680020336;M9999;25;5;12.3;1;1
URGENCES_P;2017;680004546;680020336;N1220;10;1;8.86;;
URGENCES_P;2017;680004546;680020336;N2120;1;1;1.55;;
URGENCES_P;2017;680004546;680020336;N2500;16;1;14.79;;
URGENCES_P;2017;680004546;680020336;N9999;72;41;82.01;;
URGENCES_P;2017;680004546;680020336;NINF;33;36;45.99;1;1
URGENCES_P;2017;680020096;680020336;M9999;2;2;2.98;;
URGENCES_P;2017;680020096;680020336;N2120;1;;1;;
URGENCES_P;2017;680020096;680020336;N2500;3;;2.8;;
URGENCES_P;2017;680020096;680020336;N9999;14;;13.2;;
URGENCES_P;2017;680020096;680020336;NINF;10;;9.4;;
URGENCES_P;2017;690000013;690780036;M9999;6;8;7.13;;
URGENCES_P;2017;690000013;690780036;N1220;2;2;3.5;;
URGENCES_P;2017;690000013;690780036;N2120;1;;0.16;;
URGENCES_P;2017;690000013;690780036;N2500;5;;5.31;;
URGENCES_P;2017;690000013;690780036;N9999;17;4;18.51;;
URGENCES_P;2017;690000013;690780036;NINF;9;2;9.54;;
URGENCES_P;2017;690000575;690782222;M1140;4;13;9.57;;0
URGENCES_P;2017;690000575;690782222;M9999;8;36;26.7;1;1
URGENCES_P;2017;690000575;690782222;N1220;2;1;1.74;;0
URGENCES_P;2017;690000575;690782222;N2120;2;;1.14;;0
URGENCES_P;2017;690000575;690782222;N2500;20;6;15.38;;
URGENCES_P;2017;690000575;690782222;N9999;56;42;43.07;;
URGENCES_P;2017;690000575;690782222;NINF;32;35;24.81;1;1
URGENCES_P;2017;690000625;690782271;M9999;10;4;11.27;2;1
URGENCES_P;2017;690000625;690782271;N1220;3;;3;2;
URGENCES_P;2017;690000625;690782271;N2120;1;;1;2;
URGENCES_P;2017;690000625;690782271;N2500;7;3;9.67;;
URGENCES_P;2017;690000625;690782271;N9999;26;5;26.65;;
URGENCES_P;2017;690000625;690782271;NINF;15;2;12.98;2;1
URGENCES_P;2017;690007539;690781810;M1140;4;8;8.65;;
URGENCES_P;2017;690007539;690781810;M9999;7;9;13.04;;
URGENCES_P;2017;690007539;690781810;N1220;;1;0.83;;
URGENCES_P;2017;690007539;690781810;N2120;2;;2;;
URGENCES_P;2017;690007539;690781810;N2500;39;3;33.12;;
URGENCES_P;2017;690007539;690781810;N9999;111;28;116.31;;
URGENCES_P;2017;690007539;690781810;NINF;59;18;67.85;;
URGENCES_P;2017;690023411;690000252;M9999;7;;7;;
URGENCES_P;2017;690023411;690000252;N1220;2;;1.98;;
URGENCES_P;2017;690023411;690000252;N2120;1;;1;;
URGENCES_P;2017;690023411;690000252;N2500;3;;2.71;;
URGENCES_P;2017;690023411;690000252;N2620;1;;1.01;;
URGENCES_P;2017;690023411;690000252;N9999;20;;19.29;;
URGENCES_P;2017;690023411;690000252;NINF;13;;12.59;;
URGENCES_P;2017;690780093;750821092;M9999;9;;8.38;;
URGENCES_P;2017;690780093;750821092;N1220;1;;1.08;;
URGENCES_P;2017;690780093;750821092;N2120;2;;1.18;;
URGENCES_P;2017;690780093;750821092;N2500;11;;9.83;;
URGENCES_P;2017;690780093;750821092;N2620;4;;5.67;;
URGENCES_P;2017;690780093;750821092;N9999;38;;36.69;;
URGENCES_P;2017;690780093;750821092;NINF;20;;18.93;;
URGENCES_P;2017;690780382;690006598;M9999;3;3;4.5;;0
URGENCES_P;2017;690780382;690006598;N1220;3;0;3;;0
URGENCES_P;2017;690780382;690006598;N2120;1;;1;;0
URGENCES_P;2017;690780382;690006598;N2500;1;;1;;
URGENCES_P;2017;690780382;690006598;N3120;;1;0.15;;
URGENCES_P;2017;690780382;690006598;N9999;13;1;13.15;;
URGENCES_P;2017;690780382;690006598;NINF;8;;8;;0
URGENCES_P;2017;690780390;690000229;M9999;5;2;6;;
URGENCES_P;2017;690780390;690000229;N1220;2;;2;;
URGENCES_P;2017;690780390;690000229;N2120;1;;1;;
URGENCES_P;2017;690780390;690000229;N2500;2;;1.89;;
URGENCES_P;2017;690780390;690000229;N9999;17;2;17.68;;
URGENCES_P;2017;690780390;690000229;NINF;12;2;12.79;;
URGENCES_P;2017;690780416;690031190;M9999;1;16;8.2;;
URGENCES_P;2017;690780416;690031190;N1220;4;2;5.8;;
URGENCES_P;2017;690780416;690031190;N2120;1;1;1.4;;
URGENCES_P;2017;690780416;690031190;N2500;1;4;3.17;;
URGENCES_P;2017;690780416;690031190;N9999;17;25;31.13;;
URGENCES_P;2017;690780416;690031190;NINF;11;18;18.2;;
URGENCES_P;2017;690780648;690036900;M9999;1;5;6;;0
URGENCES_P;2017;690780648;690036900;N1220;4;;4;;0
URGENCES_P;2017;690780648;690036900;N2120;1;;1;;0
URGENCES_P;2017;690780648;690036900;N2500;3;1;3.8;;
URGENCES_P;2017;690780648;690036900;N9999;21;2;22.6;;
URGENCES_P;2017;690780648;690036900;NINF;13;1;13.8;;0
URGENCES_P;2017;690780655;690000377;M9999;7;2;8;;0
URGENCES_P;2017;690780655;690000377;N1220;3;;3;;0
URGENCES_P;2017;690780655;690000377;N2120;1;;1;;0
URGENCES_P;2017;690780655;690000377;N9999;19;2;20;;
URGENCES_P;2017;690780655;690000377;NINF;15;2;16;;0
URGENCES_P;2017;690782834;690000724;M9999;6;1;7;;
URGENCES_P;2017;690782834;690000724;N1220;2;1;2.67;;
URGENCES_P;2017;690782834;690000724;N2120;1;;1;;
URGENCES_P;2017;690782834;690000724;N2500;1;1;1.33;;
URGENCES_P;2017;690782834;690000724;N2620;9;;9.2;;
URGENCES_P;2017;690782834;690000724;N9999;29;6;33.03;;
URGENCES_P;2017;690782834;690000724;NINF;16;4;18.83;;
URGENCES_P;2017;690783154;690781810;M9999;15;10;14.3;;0
URGENCES_P;2017;690783154;690781810;N1220;2;;1.99;;0
URGENCES_P;2017;690783154;690781810;N2120;2;;1.99;;0
URGENCES_P;2017;690783154;690781810;N2500;58;5;57.49;;
URGENCES_P;2017;690783154;690781810;N9999;156;16;148.95;;
URGENCES_P;2017;690783154;690781810;NINF;78;;69.03;;0
URGENCES_P;2017;690784137;690781810;M3020;1;1;1.03;;
URGENCES_P;2017;690784137;690781810;M9999;3;1;3.03;;0
URGENCES_P;2017;690784137;690781810;N1220;2;;1.5;;0
URGENCES_P;2017;690784137;690781810;N2120;1;;1;;0
URGENCES_P;2017;690784137;690781810;N2500;31;;26.73;;
URGENCES_P;2017;690784137;690781810;N9999;80;12;72.52;;
URGENCES_P;2017;690784137;690781810;NINF;37;10;34.22;;0
URGENCES_P;2017;690784152;690781810;M9999;2;1;1.52;;0
URGENCES_P;2017;690784152;690781810;N1220;1;1;1.75;;0
URGENCES_P;2017;690784152;690781810;N2120;3;;2.19;;0
URGENCES_P;2017;690784152;690781810;N2500;16;1;9.46;;
URGENCES_P;2017;690784152;690781810;N9999;47;13;43.41;;
URGENCES_P;2017;690784152;690781810;NINF;26;10;27.42;;0
URGENCES_P;2017;690805361;690805353;M3020;;4;1.9;;
URGENCES_P;2017;690805361;690805353;M9999;24;14;17.61;;0
URGENCES_P;2017;690805361;690805353;N1220;3;1;2.74;;0
URGENCES_P;2017;690805361;690805353;N2120;1;2;1.64;;0
URGENCES_P;2017;690805361;690805353;N2500;7;14;14.65;;
URGENCES_P;2017;690805361;690805353;N2620;6;2;6.85;;1
URGENCES_P;2017;690805361;690805353;N3120;;1;0.6;;
URGENCES_P;2017;690805361;690805353;N9999;44;44;67.28;;
URGENCES_P;2017;690805361;690805353;NINF;27;24;40.8;;0
URGENCES_P;2017;690807367;690003447;M9999;3;1;3.3;;
URGENCES_P;2017;690807367;690003447;N1220;1;2;2.64;;
URGENCES_P;2017;690807367;690003447;N2120;1;1;1;;
URGENCES_P;2017;690807367;690003447;N3120;;1;0.1;;
URGENCES_P;2017;690807367;690003447;N9999;8;6;11.24;;
URGENCES_P;2017;690807367;690003447;NINF;6;2;7.5;;
URGENCES_P;2017;700000011;700780026;M9999;4;5;5.3;3;1
URGENCES_P;2017;700000011;700780026;N1220;;3;0.86;3;1
URGENCES_P;2017;700000011;700780026;N2500;1;2;1.32;;
URGENCES_P;2017;700000011;700780026;N3120;;1;0.46;;
URGENCES_P;2017;700000011;700780026;N9999;6;7;7.73;;
URGENCES_P;2017;700000011;700780026;NINF;5;1;5.09;3;1
URGENCES_P;2017;700000029;700004591;M9999;11;1;11.5;;
URGENCES_P;2017;700000029;700004591;N1220;2;1;2.83;;
URGENCES_P;2017;700000029;700004591;N2120;;0;0.39;;
URGENCES_P;2017;700000029;700004591;N2500;6;2;1.22;;
URGENCES_P;2017;700000029;700004591;N2620;4;2;4.54;;
URGENCES_P;2017;700000029;700004591;N9999;28;8;34.11;;
URGENCES_P;2017;700000029;700004591;NINF;16;2;17.62;;
URGENCES_P;2017;710010067;710780644;M9999;24;2;7.19;1;1
URGENCES_P;2017;710010067;710780644;N1220;2;1;2.23;2;1
URGENCES_P;2017;710010067;710780644;N2120;1;;1;2;1
URGENCES_P;2017;710010067;710780644;N2500;3;1;3.51;;
URGENCES_P;2017;710010067;710780644;N2620;;;0.56;1;1
URGENCES_P;2017;710010067;710780644;N9999;34;7;26.6;;
URGENCES_P;2017;710010067;710780644;NINF;28;5;17.1;1;1
URGENCES_P;2017;710010786;710781451;M1140;;;;3;
URGENCES_P;2017;710010786;710781451;M9999;5;2;5.98;3;1
URGENCES_P;2017;710010786;710781451;N1220;1;1;1.85;2;1
URGENCES_P;2017;710010786;710781451;N2120;2;;0.45;3;1
URGENCES_P;2017;710010786;710781451;N2500;2;;0.01;;
URGENCES_P;2017;710010786;710781451;N2620;11;1;5.3;3;1
URGENCES_P;2017;710010786;710781451;N9999;40;2;18.34;;
URGENCES_P;2017;710010786;710781451;NINF;24;;10.73;3;1
URGENCES_P;2017;710978263;710780958;M9999;8;3;7.1;3;1
URGENCES_P;2017;710978263;710780958;N1220;3;;2.8;;
URGENCES_P;2017;710978263;710780958;N2120;1;;0.5;;
URGENCES_P;2017;710978263;710780958;N2500;12;3;11.67;;
URGENCES_P;2017;710978263;710780958;N9999;63;10;66.86;;
URGENCES_P;2017;710978263;710780958;NINF;47;7;51.89;;
URGENCES_P;2017;710978289;710780263;M9999;18;4;10.8;;
URGENCES_P;2017;710978289;710780263;N1220;9;5;9.92;;
URGENCES_P;2017;710978289;710780263;N2120;2;;1;;
URGENCES_P;2017;710978289;710780263;N2500;10;4;10.36;;
URGENCES_P;2017;710978289;710780263;N9999;53;19;55.98;;
URGENCES_P;2017;710978289;710780263;NINF;32;10;34.7;;
URGENCES_P;2017;710978313;710976705;M9999;6;3;7.08;2;1
URGENCES_P;2017;710978313;710976705;N1220;1;;1;;
URGENCES_P;2017;710978313;710976705;N2120;1;;1;;
URGENCES_P;2017;710978313;710976705;N2500;5;;3.05;;
URGENCES_P;2017;710978313;710976705;N9999;29;2;28.07;;
URGENCES_P;2017;710978313;710976705;NINF;18;2;19.02;2;1
URGENCES_P;2017;710978347;570010181;M9999;3;3;5.01;3;1
URGENCES_P;2017;710978347;570010181;N2120;1;;1;;
URGENCES_P;2017;710978347;570010181;N2500;2;;2;;
URGENCES_P;2017;710978347;570010181;N2620;6;;5;;
URGENCES_P;2017;710978347;570010181;N9999;30;7;34.53;;
URGENCES_P;2017;710978347;570010181;NINF;11;7;16.53;;
URGENCES_P;2017;720000033;720000025;M1140;1;8;3.47;;0
URGENCES_P;2017;720000033;720000025;M9999;7;34;21.46;1;1
URGENCES_P;2017;720000033;720000025;N1220;1;2;2.1;;
URGENCES_P;2017;720000033;720000025;N2120;1;2;2.68;;
URGENCES_P;2017;720000033;720000025;N2500;3;57;50.53;;
URGENCES_P;2017;720000033;720000025;N9999;18;169;158.94;;
URGENCES_P;2017;720000033;720000025;NINF;11;97;93.54;;
URGENCES_P;2017;720000124;720000066;M9999;1;38;4.43;;
URGENCES_P;2017;720000124;720000066;N1220;2;;2;;
URGENCES_P;2017;720000124;720000066;N2120;1;;0.5;;
URGENCES_P;2017;720000124;720000066;N2500;6;1;5.71;;
URGENCES_P;2017;720000124;720000066;N9999;18;1;14.56;;
URGENCES_P;2017;720000124;720000066;NINF;8;;6.16;;
URGENCES_P;2017;720000470;610780082;M9999;3;;3;;
URGENCES_P;2017;720000470;610780082;N1220;1;1;1.43;;0
URGENCES_P;2017;720000470;610780082;N2120;1;;1;2;1
URGENCES_P;2017;720000470;610780082;N2500;;11;6.1;;
URGENCES_P;2017;720000470;610780082;N9999;2;27;15.95;;
URGENCES_P;2017;720000470;610780082;NINF;;14;7.41;2;1
URGENCES_P;2017;720000520;720000140;M9999;2;14;4.04;;
URGENCES_P;2017;720000520;720000140;N1220;;1;0.15;;
URGENCES_P;2017;720000520;720000140;N2120;2;;0.43;;
URGENCES_P;2017;720000520;720000140;N2500;5;1;5.81;;
URGENCES_P;2017;720000520;720000140;N9999;15;5;14.67;;
URGENCES_P;2017;720000520;720000140;NINF;6;3;7.16;;
URGENCES_P;2017;720001437;720006022;M9999;2;4;5.84;;
URGENCES_P;2017;720001437;720006022;N1220;3;;2.24;;
URGENCES_P;2017;720001437;720006022;N2120;1;;1;;
URGENCES_P;2017;720001437;720006022;N2500;5;4;6.83;;
URGENCES_P;2017;720001437;720006022;N2620;;3;2.08;;
URGENCES_P;2017;720001437;720006022;N3120;;2;0.19;;
URGENCES_P;2017;720001437;720006022;N9999;26;14;23.32;;
URGENCES_P;2017;720001437;720006022;NINF;17;5;10.98;;
URGENCES_P;2017;720016179;720016724;M9999;3;2;5.34;;0
URGENCES_P;2017;720016179;720016724;N1220;3;;1.51;;
URGENCES_P;2017;720016179;720016724;N2120;1;;0.7;;
URGENCES_P;2017;720016179;720016724;N2500;17;2;16.33;;
URGENCES_P;2017;720016179;720016724;N9999;32;8;32.59;;
URGENCES_P;2017;720016179;720016724;NINF;9;6;13.15;;
URGENCES_P;2017;720017748;720000561;M9999;7;;7;;
URGENCES_P;2017;720017748;720000561;N1220;5;1;5.86;;
URGENCES_P;2017;720017748;720000561;N2120;1;;0.33;;
URGENCES_P;2017;720017748;720000561;N2500;9;1;9.3;;
URGENCES_P;2017;720017748;720000561;N9999;29;9;35.88;;
URGENCES_P;2017;720017748;720000561;NINF;14;7;20.39;;
URGENCES_P;2017;730000031;730000015;M1140;6;8;3.28;1;1
URGENCES_P;2017;730000031;730000015;M9999;28;17;22.93;;1
URGENCES_P;2017;730000031;730000015;N2120;2;0;1.25;;
URGENCES_P;2017;730000031;730000015;N2500;22;7;26.18;;
URGENCES_P;2017;730000031;730000015;N3120;0;2;1.5;;
URGENCES_P;2017;730000031;730000015;N9999;63;32;83.98;;
URGENCES_P;2017;730000031;730000015;NINF;39;23;55.05;;
URGENCES_P;2017;730000049;730002839;M9999;;;1.74;;0
URGENCES_P;2017;730000049;730002839;N2120;;;0.05;;0
URGENCES_P;2017;730000049;730002839;N9999;;;1.01;;
URGENCES_P;2017;730000049;730002839;NINF;;;0.53;;0
URGENCES_P;2017;730000080;730780103;M9999;4;1;4.8;;1
URGENCES_P;2017;730000080;730780103;N1220;2;2;2.55;;
URGENCES_P;2017;730000080;730780103;N2120;;1;0.75;;
URGENCES_P;2017;730000080;730780103;N2500;7;;6.02;;
URGENCES_P;2017;730000080;730780103;N9999;20;6;22.38;;
URGENCES_P;2017;730000080;730780103;NINF;11;3;13.06;;
URGENCES_P;2017;730000098;730000015;M9999;4;1;4.42;;
URGENCES_P;2017;730000098;730000015;N1220;1;0;1;;
URGENCES_P;2017;730000098;730000015;N2120;1;0;1;;
URGENCES_P;2017;730000098;730000015;N2500;7;3;9.62;;
URGENCES_P;2017;730000098;730000015;N9999;21;17;32.13;;
URGENCES_P;2017;730000098;730000015;NINF;11;10;18.4;;
URGENCES_P;2017;730000247;730780525;M9999;7;1;4.25;3;1
URGENCES_P;2017;730000247;730780525;N2120;1;0;0.5;3;1
URGENCES_P;2017;730000247;730780525;N2500;5;2;6.23;;
URGENCES_P;2017;730000247;730780525;N9999;26;3;18.36;;
URGENCES_P;2017;730000247;730780525;NINF;20;1;11.63;3;1
URGENCES_P;2017;730000262;730002839;M1140;;4;0.17;;
URGENCES_P;2017;730000262;730002839;M9999;;43;9.3;1;1
URGENCES_P;2017;730000262;730002839;N2120;;1;0.54;1;1
URGENCES_P;2017;730000262;730002839;N2500;10;3;10.01;;
URGENCES_P;2017;730000262;730002839;N9999;21;42;37.87;;
URGENCES_P;2017;730000262;730002839;NINF;1;34;16.64;1;1
URGENCES_P;2017;730004298;730010048;M9999;4;3;4.75;;
URGENCES_P;2017;730004298;730010048;N1220;2;;2;;
URGENCES_P;2017;730004298;730010048;N2120;1;;1;;
URGENCES_P;2017;730004298;730010048;N2500;4;1;4.5;;
URGENCES_P;2017;730004298;730010048;N2620;2;;2;;
URGENCES_P;2017;730004298;730010048;N9999;19;1;19.5;;
URGENCES_P;2017;730004298;730010048;NINF;10;;10;;
URGENCES_P;2017;740000237;740781133;M1140;10;0;1.81;;0
URGENCES_P;2017;740000237;740781133;M9999;20;18;21.42;3;1
URGENCES_P;2017;740000237;740781133;N1220;11;5;12.19;;0
URGENCES_P;2017;740000237;740781133;N2120;2;0;1.04;;0
URGENCES_P;2017;740000237;740781133;N2500;26;6;28.71;;
URGENCES_P;2017;740000237;740781133;N2620;28;3;26.15;;0
URGENCES_P;2017;740000237;740781133;N3120;1;0;1;;
URGENCES_P;2017;740000237;740781133;N9999;136;24;128.56;;
URGENCES_P;2017;740000237;740781133;NINF;68;10;59.47;;0
URGENCES_P;2017;740000294;740781208;M9999;2;;2;;
URGENCES_P;2017;740000294;740781208;N9999;;3;2.1;;
URGENCES_P;2017;740000294;740781208;NINF;;3;2.1;;
URGENCES_P;2017;740000302;740781133;M9999;20;3;9.02;2;1
URGENCES_P;2017;740000302;740781133;N1220;7;1;6.22;2;1
URGENCES_P;2017;740000302;740781133;N2120;1;;0.75;2;1
URGENCES_P;2017;740000302;740781133;N2500;7;5;14.53;;
URGENCES_P;2017;740000302;740781133;N2620;8;;4.81;2;1
URGENCES_P;2017;740000302;740781133;N9999;48;12;51.83;;
URGENCES_P;2017;740000302;740781133;NINF;25;6;25.52;2;1
URGENCES_P;2017;740000328;740790381;M9999;9;7;12.59;3;1
URGENCES_P;2017;740000328;740790381;N1220;;4;3.3;3;1
URGENCES_P;2017;740000328;740790381;N2120;;;0.88;2;1
URGENCES_P;2017;740000328;740790381;N2500;10;1;11.33;;
URGENCES_P;2017;740000328;740790381;N9999;35;9;42.27;;
URGENCES_P;2017;740000328;740790381;NINF;25;4;24.95;;0
URGENCES_P;2017;740014345;740000617;M9999;6;;6;;0
URGENCES_P;2017;740014345;740000617;N1220;2;1;2.4;;0
URGENCES_P;2017;740014345;740000617;N2120;1;;1;;0
URGENCES_P;2017;740014345;740000617;N2500;4;2;5.45;;
URGENCES_P;2017;740014345;740000617;N9999;19;5;22.11;;
URGENCES_P;2017;740014345;740000617;NINF;12;2;13.26;;0
