BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2019;780300422;780002259;M1160;7;;7;1;1;1;1
IMAGES_P;2019;780300422;780002259;N4130;9;1;9.8;0;1;;
IMAGES_P;2019;780300422;780002259;N4160;1;;1;;;;
IMAGES_P;2019;780300422;780002259;NAUT;7;;7;;;;
IMAGES_P;2019;780300455;780000717;M1160;0;7;6;;;;
IMAGES_P;2019;780300455;780000717;N4130;9;2;9.8;;;;
IMAGES_P;2019;780300455;780000717;N4160;1;;1;;;;
IMAGES_P;2019;780300455;780000717;NAUT;11;2;8.79;;;;
IMAGES_P;2019;780630026;750803900;NAUT;;1;0.85;;;;
IMAGES_P;2019;780800256;780110078;M1160;14;3;15.88;1;0;0;0
IMAGES_P;2019;780800256;780110078;M1210;4;1;4.27;0;0;;
IMAGES_P;2019;780800256;780110078;N4130;24;13;36.6;1;1;;
IMAGES_P;2019;780800256;780110078;N4160;2;1;2.4;;;;
IMAGES_P;2019;780800256;780110078;NAUT;21;2;22.97;;;;
IMAGES_P;2019;790000087;790000012;M1160;;;;0;1;0;
IMAGES_P;2019;790000087;790000012;N4130;33;5;37.18;1;1;;
IMAGES_P;2019;790000087;790000012;N4160;1;;1.32;;;;
IMAGES_P;2019;790000087;790000012;NAUT;25;3;27.22;;;;
IMAGES_P;2019;790019848;790006654;M1160;1;;1.95;1;0;0;0
IMAGES_P;2019;790019848;790006654;N4130;20;6;24.93;1;0;;
IMAGES_P;2019;790019848;790006654;N4160;1;;1;;;;
IMAGES_P;2019;790019848;790006654;NAUT;6;5;8.66;;;;
IMAGES_P;2019;800000143;800000028;M1160;4;1;4.81;1;0;0;0
IMAGES_P;2019;800000143;800000028;M1210;0;0;0;1;;;
IMAGES_P;2019;800000143;800000028;N4130;17;3;18.32;0;1;;
IMAGES_P;2019;800000143;800000028;N4160;1;0;1;;;;
IMAGES_P;2019;800000143;800000028;NAUT;4;2;4.51;;;;
IMAGES_P;2019;800000184;800000036;N4130;1;;1;0;0;;
IMAGES_P;2019;800000184;800000036;NAUT;;1;0.47;;;;
IMAGES_P;2019;800000192;800000044;M1160;0;1;0.03;1;1;1;1
IMAGES_P;2019;800000192;800000044;NAUT;1;;1;;;;
IMAGES_P;2019;800000200;800000051;M1160;;2;0.93;0;0;0;0
IMAGES_P;2019;800000200;800000051;N4130;1;1;1.8;0;0;;
IMAGES_P;2019;800000200;800000051;NAUT;;1;1.09;;;;
IMAGES_P;2019;800000226;800000069;M1160;;7;1.41;0;0;0;0
IMAGES_P;2019;800000226;800000069;N4130;4;1;5.48;0;1;;
IMAGES_P;2019;800000226;800000069;N4160;;1;0.1;;;;
IMAGES_P;2019;800000226;800000069;NAUT;2;;1.93;;;;
IMAGES_P;2019;800000275;800000077;M1160;;1;0.33;0;0;;
IMAGES_P;2019;800000275;800000077;N4130;1;1;1.35;0;0;;
IMAGES_P;2019;800000275;800000077;NAUT;1;1;0.13;;;;
IMAGES_P;2019;800000390;800000085;M1160;0;8;1;0;0;0;0
IMAGES_P;2019;800000390;800000085;N4130;4;1;4.6;0;1;;
IMAGES_P;2019;800000390;800000085;N4160;0;1;0.28;;;;
IMAGES_P;2019;800000390;800000085;NAUT;3;1;3.05;;;;
IMAGES_P;2019;800000432;800000093;M1160;1;8;2.92;0;0;0;0
IMAGES_P;2019;800000432;800000093;N4130;8;;8;0;1;;
IMAGES_P;2019;800000432;800000093;NAUT;3;2;3.54;;;;
IMAGES_P;2019;800000507;800000135;N4130;;1;0.3;0;0;;
IMAGES_P;2019;800006124;800000044;M1160;12;21;19.24;1;1;1;1
IMAGES_P;2019;800006124;800000044;M1210;3;1;2.1;1;1;;
IMAGES_P;2019;800006124;800000044;N4130;75;18;83.61;1;0;;
IMAGES_P;2019;800006124;800000044;N4160;3;1;3.67;;;;
IMAGES_P;2019;800006124;800000044;NAUT;49;13;56.85;;;;
IMAGES_P;2019;800009920;800003071;M1160;;2;1.5;0;1;0;0
IMAGES_P;2019;800009920;800003071;N4130;;4;0.25;0;0;;
IMAGES_P;2019;800009920;800003071;NAUT;;1;0.51;;;;
IMAGES_P;2019;800015729;800015679;M1160;;9;0.5;0;1;1;1
IMAGES_P;2019;800015729;800015679;N4130;4;;4;;;;
IMAGES_P;2019;810000224;810000471;M1160;7;1;7.5;0;1;0;0
IMAGES_P;2019;810000224;810000471;M1210;7;1;7.5;0;1;;
IMAGES_P;2019;810000448;810099945;M1160;1;1;1.1;0;0;0;0
IMAGES_P;2019;810000448;810099945;N4130;2;;2;0;0;;
IMAGES_P;2019;810000505;810000331;M1160;5;0;4.27;0;1;0;0
IMAGES_P;2019;810000505;810000331;M1210;3;0;3;0;0;;
IMAGES_P;2019;810000505;810000331;N4130;20;8;25.13;;;;
IMAGES_P;2019;810000505;810000331;N4160;1;0;1;;;;
IMAGES_P;2019;810000505;810000331;NAUT;7;5;9.71;;;;
IMAGES_P;2019;810000513;810000349;M1160;1;0;0.05;;;0;0
IMAGES_P;2019;810000521;810000380;M1160;4;1;4.5;0;1;1;1
IMAGES_P;2019;810000521;810000380;N4130;16;1;17.04;1;1;;
IMAGES_P;2019;810000521;810000380;N4160;2;;1.24;;;;
IMAGES_P;2019;810000521;810000380;NAUT;5;8;8.16;;;;
IMAGES_P;2019;810000562;810000455;M1160;1;1;1.08;1;1;0;0
IMAGES_P;2019;810000562;810000455;N4130;4;4;7.52;0;1;;
IMAGES_P;2019;810000562;810000455;N4160;1;;0.5;;;;
IMAGES_P;2019;810000562;810000455;NAUT;2;2;3.05;;;;
IMAGES_P;2019;820000032;820000016;M1160;4;2;6.37;0;1;0;0
IMAGES_P;2019;820000032;820000016;N4130;19;2;20.44;1;0;;
IMAGES_P;2019;820000032;820000016;N4160;1;0;1;;;;
IMAGES_P;2019;820000032;820000016;NAUT;8;1;8.42;;;;
IMAGES_P;2019;820000883;820004950;M1160;1;2;2.31;0;1;0;0
IMAGES_P;2019;820000883;820004950;N4130;12;;11.13;0;1;;
IMAGES_P;2019;820000883;820004950;N4160;;;0.08;;;;
IMAGES_P;2019;820000883;820004950;NAUT;2;8;5.75;;;;
IMAGES_P;2019;820002350;820000578;N4130;;1;0.22;0;0;;
IMAGES_P;2019;830000279;830100517;M1160;1;2;2.11;;;;
IMAGES_P;2019;830000279;830100517;N4130;8;0;8;;;;
IMAGES_P;2019;830000279;830100517;N4160;0;1;0.45;;;;
IMAGES_P;2019;830000279;830100517;NAUT;5;4;3.22;;;;
IMAGES_P;2019;830000287;830100525;M1160;5;1;4.33;0;1;;
IMAGES_P;2019;830000287;830100525;N4130;19;2;20.01;1;0;;
IMAGES_P;2019;830000287;830100525;N4160;1;0;1;;;;
IMAGES_P;2019;830000287;830100525;NAUT;1;2;2.57;;;;
IMAGES_P;2019;830000295;830100533;M1160;0;10;5.47;0;1;0;0
IMAGES_P;2019;830000295;830100533;N4130;13;5;15.76;1;0;;
IMAGES_P;2019;830000295;830100533;N4160;0;1;0.8;;;;
IMAGES_P;2019;830000295;830100533;NAUT;2;7;4.53;;;;
IMAGES_P;2019;830000303;830100541;N4130;2;;1.93;0;0;;
IMAGES_P;2019;830000311;830100566;M1160;5;4;5.8;0;1;0;0
IMAGES_P;2019;830000311;830100566;M1210;2;0;2;0;0;;
IMAGES_P;2019;830000311;830100566;N4130;24;6;28.48;;;;
IMAGES_P;2019;830000311;830100566;N4160;2;;2;;;;
IMAGES_P;2019;830000311;830100566;NAUT;16;1;15.21;;;;
IMAGES_P;2019;830000337;830100590;N4130;1;1;1.86;1;;;
IMAGES_P;2019;830000345;830100616;M1160;1;12;5.37;1;0;0;0
IMAGES_P;2019;830000345;830100616;M1210;4;;4;1;0;;
IMAGES_P;2019;830000345;830100616;N4130;21;33;37.85;1;1;;
IMAGES_P;2019;830000345;830100616;N4160;;2;1.9;;;;
IMAGES_P;2019;830000345;830100616;NAUT;8;13;13.04;;;;
IMAGES_P;2019;830100012;750712184;N4130;1;;1;0;0;;
IMAGES_P;2019;830100012;750712184;NAUT;1;;1;;;;
IMAGES_P;2019;830100103;830000022;M1160;;11;5.5;0;1;0;0
IMAGES_P;2019;830100103;830000022;N4130;2;;2.87;0;0;;
IMAGES_P;2019;830100103;830000022;NAUT;4;;3.81;;;;
IMAGES_P;2019;830100251;830000063;M1160;;48;;0;0;0;0
IMAGES_P;2019;830100251;830000063;N4130;7;1;7.6;;;;
IMAGES_P;2019;830100251;830000063;N4160;;1;0.05;;;;
IMAGES_P;2019;830100251;830000063;NAUT;1;9;7.3;;;;
IMAGES_P;2019;830100319;830020855;M1160;;48;7.8;0;1;0;0
IMAGES_P;2019;830100392;830000154;M1160;4;;4;0;1;0;0
IMAGES_P;2019;830100392;830000154;N4130;;1;0.05;0;1;;
IMAGES_P;2019;830100459;830000212;M1160;;23;7;0;0;0;0
IMAGES_P;2019;830100558;690781810;M1160;;1;0.6;1;0;0;0
IMAGES_P;2019;830100558;690781810;N4130;3;1;3.73;0;1;;
IMAGES_P;2019;830100558;690781810;N4160;;;0.5;;;;
IMAGES_P;2019;830100558;690781810;NAUT;2;;2.02;;;;
IMAGES_P;2019;830100574;750821092;M1160;8;;6.4;1;1;;
IMAGES_P;2019;830100574;750821092;M1210;4;1;4;0;0;;
IMAGES_P;2019;830100574;750821092;N4130;31;2;29.04;1;1;;
IMAGES_P;2019;830100574;750821092;N4160;;1;0.88;;;;
IMAGES_P;2019;830100574;750821092;NAUT;11;;9.68;;;;
IMAGES_P;2019;830100608;830100616;M1160;;5;0.4;;;0;0
IMAGES_P;2019;830100608;830100616;N4130;10;3;11.17;;;;
IMAGES_P;2019;830100608;830100616;N4160;;1;0.1;;;;
IMAGES_P;2019;830100608;830100616;NAUT;1;4;4.04;;;;
IMAGES_P;2019;830100855;830000493;N4130;;1;0.25;0;0;;
IMAGES_P;2019;830200523;830210084;M1160;1;1;2.96;0;1;;
IMAGES_P;2019;830200523;830210084;M1210;;;;0;1;;
IMAGES_P;2019;830200523;830210084;N4130;5;;5;0;1;;
IMAGES_P;2019;830200523;830210084;NAUT;3;;3;;;;
IMAGES_P;2019;840000285;840000608;M1160;;2;0.5;0;1;0;0
IMAGES_P;2019;840000285;840000608;NAUT;1;2;1;;;;
IMAGES_P;2019;840000327;840000640;N4130;1;;1;0;1;;
IMAGES_P;2019;840000343;840000012;M1160;0;3;1;0;1;0;1
IMAGES_P;2019;840000343;840000012;N4130;3;3;5.2;0;1;;
IMAGES_P;2019;840000343;840000012;NAUT;5;;5;;;;
IMAGES_P;2019;840000350;840000657;M1160;;37;4.21;;;;
IMAGES_P;2019;840000350;840000657;N4130;10;2;6.58;;;;
IMAGES_P;2019;840000350;840000657;N4160;1;;1;;;;
IMAGES_P;2019;840000350;840000657;NAUT;6;;5.5;;;;
IMAGES_P;2019;840000418;840004659;M1160;2;4;2.5;0;1;0;0
IMAGES_P;2019;840000418;840004659;N4130;5;2;6.3;0;1;;
IMAGES_P;2019;840000418;840004659;NAUT;;2;1.65;;;;
IMAGES_P;2019;840000483;840000087;M1160;2;2;1.9;0;1;1;0
IMAGES_P;2019;840000483;840000087;N4130;10;2;11.5;0;1;;
IMAGES_P;2019;840000483;840000087;N4160;1;1;1.28;;;;
IMAGES_P;2019;840000483;840000087;NAUT;5;3;7.53;;;;
IMAGES_P;2019;840000491;130041916;M1160;0;1;0.2;0;1;1;1
IMAGES_P;2019;840000491;130041916;N4130;2;3;4.44;0;1;;
IMAGES_P;2019;840000491;130041916;N4160;;2;0.25;;;;
IMAGES_P;2019;840000491;130041916;NAUT;1;4;1.92;;;;
IMAGES_P;2019;840000525;840000111;N4130;3;;3;0;1;;
IMAGES_P;2019;840000533;840000129;N4130;3;1;3;;1;;
IMAGES_P;2019;840000533;840000129;N4160;1;;0.19;;;;
IMAGES_P;2019;840000541;840000137;M1160;;1;0.3;0;0;0;0
IMAGES_P;2019;840000541;840000137;N4130;2;;1.9;0;0;;
IMAGES_P;2019;840000558;840004659;N4130;;1;0.4;0;0;;
IMAGES_P;2019;840001861;840006597;M1160;6;12;10.76;1;;;
IMAGES_P;2019;840001861;840006597;M1210;1;3;3.26;;;;
IMAGES_P;2019;840001861;840006597;N4130;9;45;45.97;1;;;
IMAGES_P;2019;840001861;840006597;N4160;2;3;3.35;;;;
IMAGES_P;2019;840001861;840006597;NAUT;42;50;57.41;;;;
IMAGES_P;2019;850000142;850000019;M1160;5;22;11.69;;;;
IMAGES_P;2019;850000142;850000019;N4130;2;49;39.97;;;;
IMAGES_P;2019;850000142;850000019;N4160;2;3;2.83;;;;
IMAGES_P;2019;850000142;850000019;NAUT;16;22;25.53;;;;
IMAGES_P;2019;850000175;850009010;M1160;1;0;1.96;0;0;1;1
IMAGES_P;2019;850000175;850009010;N4130;3;18;19.03;0;0;;
IMAGES_P;2019;850000175;850009010;N4160;0;1;0.6;;;;
IMAGES_P;2019;850000175;850009010;NAUT;5;7;10.4;;;;
IMAGES_P;2019;850000191;850000043;M1160;;1;0.04;0;0;0;0
IMAGES_P;2019;850000209;850000019;M1160;;8;1.98;;;;
IMAGES_P;2019;850000209;850000019;N4130;9;4;12.51;;;;
IMAGES_P;2019;850000209;850000019;N4160;;1;0.5;;;;
IMAGES_P;2019;850000209;850000019;NAUT;5;2;6.33;;;;
IMAGES_P;2019;850000225;850000019;M1160;;4;0.68;;;;
IMAGES_P;2019;850000225;850000019;N4130;5;1;5.45;;;;
IMAGES_P;2019;850000225;850000019;NAUT;;1;0.92;;;;
IMAGES_P;2019;850000241;850000084;M1160;5;;4.16;0;1;1;0
IMAGES_P;2019;850000241;850000084;M1210;;;;0;1;;
IMAGES_P;2019;850000241;850000084;N4130;13;8;19.09;0;0;;
IMAGES_P;2019;850000241;850000084;N4160;1;;1;;;;
IMAGES_P;2019;850000241;850000084;NAUT;8;5;9.96;;;;
IMAGES_P;2019;850000258;850000092;M1160;;1;0.1;0;;;
IMAGES_P;2019;850000258;850000092;N4130;;1;0.97;0;0;;
IMAGES_P;2019;850000647;850025867;M1160;;1;0.1;0;0;0;1
IMAGES_P;2019;850000647;850025867;N4130;;2;0.92;0;0;;
IMAGES_P;2019;850000647;850025867;NAUT;;2;0.5;;;;
IMAGES_P;2019;860000017;860780048;M1160;;0;0.2;0;0;;
IMAGES_P;2019;860000017;860780048;N4130;;2;2;0;0;;
IMAGES_P;2019;860000017;860780048;NAUT;2;2;2.7;;;;
IMAGES_P;2019;860000025;860013382;M1160;2;;3.75;;;1;0
IMAGES_P;2019;860000025;860013382;N4130;14;4;13.33;1;0;;
IMAGES_P;2019;860000025;860013382;NAUT;5;;3.52;;;;
IMAGES_P;2019;860000033;860013382;M1160;1;;1;;;;
IMAGES_P;2019;860000033;860013382;N4130;4;2;5.99;0;1;;
IMAGES_P;2019;860000033;860013382;N4160;1;0;0.5;;;;
IMAGES_P;2019;860000033;860013382;NAUT;2;1;2.92;;;;
IMAGES_P;2019;860000058;860014208;M1160;1;2;1.29;0;1;0;0
IMAGES_P;2019;860000058;860014208;M1210;;1;0.18;0;0;;
IMAGES_P;2019;860000058;860014208;N4130;8;2;6.07;0;1;;
IMAGES_P;2019;860000058;860014208;N4160;1;;0.5;;;;
IMAGES_P;2019;860000058;860014208;NAUT;1;3;2.52;;;;
IMAGES_P;2019;860000223;860014208;M1160;18;14;20.02;1;1;1;1
IMAGES_P;2019;860000223;860014208;M1210;9;1;7.23;0;0;;
IMAGES_P;2019;860000223;860014208;N4130;66;24;80.26;1;1;;
IMAGES_P;2019;860000223;860014208;N4160;6;;4.37;;;;
IMAGES_P;2019;860000223;860014208;NAUT;53;8;46.86;;;;
IMAGES_P;2019;860010321;860010313;M1160;8;7;13;0;1;;
IMAGES_P;2019;860010321;860010313;N4130;9;;9;0;1;;
IMAGES_P;2019;860010321;860010313;NAUT;6;;6;;;;
IMAGES_P;2019;870000064;870000015;M1160;8;4;6.96;0;1;1;1
IMAGES_P;2019;870000064;870000015;M1210;5;0;2.43;0;0;;
IMAGES_P;2019;870000064;870000015;N4130;62;13;71;1;1;;
IMAGES_P;2019;870000064;870000015;N4160;4;0;4.68;;;;
IMAGES_P;2019;870000064;870000015;NAUT;54;5;73.74;;;;
IMAGES_P;2019;870000098;870000023;M1160;2;3;3;0;1;0;0
IMAGES_P;2019;870000098;870000023;N4130;6;6;10.13;0;1;;
IMAGES_P;2019;870000098;870000023;NAUT;7;1;7.3;;;;
IMAGES_P;2019;870000270;870000031;M1160;3;2;4;0;1;1;0
IMAGES_P;2019;870000270;870000031;N4130;5;2;6.34;1;1;;
IMAGES_P;2019;870000288;870017415;M1160;21;2;22.8;;1;;
IMAGES_P;2019;870000288;870017415;N4130;11;;11;;1;;
IMAGES_P;2019;870000288;870017415;NAUT;8;;8;;;;
IMAGES_P;2019;870000411;870017415;M1160;21;2;22.8;;;;
IMAGES_P;2019;870000411;870017415;N4130;9;;9;;;;
IMAGES_P;2019;870000411;870017415;NAUT;5;;5;;;;
IMAGES_P;2019;870000601;870014248;N4130;1;;1;0;0;;
IMAGES_P;2019;870003514;870000015;N4130;1;;1.12;0;0;;
IMAGES_P;2019;870003514;870000015;NAUT;;;1;;;;
IMAGES_P;2019;870006137;870002466;M1160;;2;0.3;0;;0;0
IMAGES_P;2019;870006137;870002466;N4130;2;;2.67;0;0;;
IMAGES_P;2019;870006137;870002466;NAUT;;3;0.2;;;;
IMAGES_P;2019;870014859;870000015;M1160;2;3;1.74;0;1;;
IMAGES_P;2019;870014859;870000015;N4130;5;4;8.77;0;1;;
IMAGES_P;2019;870014859;870000015;N4160;1;;1.27;;;;
IMAGES_P;2019;870014859;870000015;NAUT;6;;7;;;;
IMAGES_P;2019;880000021;880007059;M1160;;5;2.6;0;1;1;1
IMAGES_P;2019;880000021;880007059;M1210;;4;1.7;0;0;;
IMAGES_P;2019;880000021;880007059;N4130;17;10;24.4;;1;;
IMAGES_P;2019;880000021;880007059;NAUT;5;3;6.87;;;;
IMAGES_P;2019;880000039;880780069;M1160;;2;0.5;;;;
IMAGES_P;2019;880000039;880780069;N4130;3;;3;;;;
IMAGES_P;2019;880000039;880780069;N4160;;1;0.1;;;;
IMAGES_P;2019;880000039;880780069;NAUT;1;1;1.5;;;;
IMAGES_P;2019;880000047;880780077;M1160;;1;0.8;;1;1;1
IMAGES_P;2019;880000047;880780077;N4130;12;3;13.91;;;;
IMAGES_P;2019;880000047;880780077;N4160;1;;0.6;;;;
IMAGES_P;2019;880000047;880780077;NAUT;4;2;0.08;;;;
IMAGES_P;2019;880000054;880007299;M1160;;1;0.94;0;1;1;1
IMAGES_P;2019;880000054;880007299;N4130;6;9;11.93;0;1;;
IMAGES_P;2019;880000054;880007299;N4160;;2;0.8;;;;
IMAGES_P;2019;880000054;880007299;NAUT;5;4;8.63;;;;
IMAGES_P;2019;880000062;880780093;M1160;2;4;4.38;0;1;1;0
IMAGES_P;2019;880000062;880780093;N4130;13;5;17.94;1;0;;
IMAGES_P;2019;880000062;880780093;N4160;0;1;0.85;;;;
IMAGES_P;2019;880000062;880780093;NAUT;10;0;8.42;;;;
IMAGES_P;2019;880000070;880007299;M1160;;1;0.8;0;1;1;1
IMAGES_P;2019;880000070;880007299;N4130;2;4;4.05;0;1;;
IMAGES_P;2019;880000070;880007299;N4160;;2;0.4;;;;
IMAGES_P;2019;880000070;880007299;NAUT;2;3;2.8;;;;
IMAGES_P;2019;890975527;890000037;M1160;4;3;4.76;0;1;0;0
IMAGES_P;2019;890975527;890000037;N4130;22;2;23.77;;;;
IMAGES_P;2019;890975527;890000037;N4160;2;;2;;;;
IMAGES_P;2019;890975527;890000037;NAUT;11;1;11.86;;;;
IMAGES_P;2019;890975535;890000409;M1210;0;0;0;0;1;;
IMAGES_P;2019;890975535;890000409;N4130;2;;2.24;0;1;;
IMAGES_P;2019;890975535;890000409;NAUT;;3;0.56;;;;
IMAGES_P;2019;890975543;890000417;M1160;2;;2.13;;;;
IMAGES_P;2019;890975543;890000417;N4130;8;1;8.88;;;;
IMAGES_P;2019;890975543;890000417;N4160;1;;1;;;;
IMAGES_P;2019;890975543;890000417;NAUT;4;0;3.92;;;;
IMAGES_P;2019;890975550;890970569;M1160;4;4;4.42;0;1;0;0
IMAGES_P;2019;890975550;890970569;N4130;19;5;21.96;;;;
IMAGES_P;2019;890975550;890970569;N4160;1;;1;;;;
IMAGES_P;2019;890975550;890970569;NAUT;17;4;20.25;;;;
IMAGES_P;2019;900003039;900000365;M1160;3;4;4.76;1;1;;
IMAGES_P;2019;900003039;900000365;M1210;0;3;1.5;0;;;
IMAGES_P;2019;900003039;900000365;N4130;51;22;68.19;;;;
IMAGES_P;2019;900003039;900000365;N4160;3;0;3;;;;
IMAGES_P;2019;900003039;900000365;NAUT;14;7;18.28;;;;
IMAGES_P;2019;910000272;910110014;M1160;4;2;4.17;;1;0;0
IMAGES_P;2019;910000272;910110014;N4130;9;3;11.44;0;0;;
IMAGES_P;2019;910000272;910110014;N4160;1;;0.85;;;;
IMAGES_P;2019;910000272;910110014;NAUT;5;;4.92;;;;
IMAGES_P;2019;910000280;910019447;M1160;2;1;2.95;;;;
IMAGES_P;2019;910000280;910019447;N4130;9;1;10.69;;;;
IMAGES_P;2019;910000280;910019447;N4160;1;;0.41;;;;
IMAGES_P;2019;910000280;910019447;NAUT;2;3;4.74;;;;
IMAGES_P;2019;910000298;910110055;M1160;8;5;11.1;1;0;1;1
IMAGES_P;2019;910000298;910110055;N4130;15;2;16.75;;;;
IMAGES_P;2019;910000298;910110055;N4160;2;;2;;;;
IMAGES_P;2019;910000298;910110055;NAUT;11;;10;;;;
IMAGES_P;2019;910000306;910110055;M1160;;4;1.75;0;0;0;0
IMAGES_P;2019;910000306;910110055;N4130;7;3;9.68;;;;
IMAGES_P;2019;910000306;910110055;N4160;1;;1;;;;
IMAGES_P;2019;910000306;910110055;NAUT;6;1;6.62;;;;
IMAGES_P;2019;910001973;910019447;M1160;4;;3;;;;
IMAGES_P;2019;910001973;910019447;N4130;12;2;12.55;;;;
IMAGES_P;2019;910001973;910019447;N4160;1;;0.4;;;;
IMAGES_P;2019;910001973;910019447;NAUT;5;;4.57;;;;
IMAGES_P;2019;910008028;910001221;M1160;0;6;3;0;0;;
IMAGES_P;2019;910018423;910110055;M1160;1;;1;0;0;1;1
IMAGES_P;2019;910018423;910110055;N4130;3;2;6.72;;;;
IMAGES_P;2019;910018423;910110055;N4160;;;0.17;;;;
IMAGES_P;2019;910018423;910110055;NAUT;9;3;10.06;;;;
IMAGES_P;2019;910020254;910002773;M1160;17;4;19.8;1;1;0;0
IMAGES_P;2019;910020254;910002773;M1210;2;2;3;;;;
IMAGES_P;2019;910020254;910002773;N4130;52;7;51.88;1;1;;
IMAGES_P;2019;910020254;910002773;N4160;2;0;2;;;;
IMAGES_P;2019;910020254;910002773;NAUT;30;0;27.78;;;;
IMAGES_P;2019;910100015;750712184;M1160;;1;0.2;;;;
IMAGES_P;2019;910100015;750712184;N4130;1;1;1.8;0;0;;
IMAGES_P;2019;910100015;750712184;N4160;1;;0.2;;;;
IMAGES_P;2019;910100023;750712184;M1160;;1;0.2;0;0;0;0
IMAGES_P;2019;910100023;750712184;N4130;1;;1;0;0;;
IMAGES_P;2019;910100023;750712184;N4160;1;;0.1;;;;
IMAGES_P;2019;910100023;750712184;NAUT;1;;1;;;;
IMAGES_P;2019;910150028;750811184;M1160;;1;0.4;0;0;0;0
IMAGES_P;2019;910150028;750811184;N4130;4;1;4.57;0;1;;
IMAGES_P;2019;910150028;750811184;N4160;1;;1.02;;;;
IMAGES_P;2019;910150028;750811184;NAUT;2;;2;;;;
IMAGES_P;2019;910150069;910000033;M1160;;2;0.42;0;0;0;0
IMAGES_P;2019;910150069;910000033;N4130;;1;0.78;0;0;;
IMAGES_P;2019;910150069;910000033;NAUT;;1;0.5;;;;
IMAGES_P;2019;910300144;910000447;M1160;7;2;8;0;1;1;0
IMAGES_P;2019;910300144;910000447;N4130;2;8;6;0;1;;
IMAGES_P;2019;910300144;910000447;N4160;1;;1;;;;
IMAGES_P;2019;910300219;910003888;M1160;4;9;4;0;1;0;0
IMAGES_P;2019;910300219;910003888;N4130;7;2;8.6;0;1;;
IMAGES_P;2019;910300219;910003888;N4160;1;;1;;;;
IMAGES_P;2019;910300219;910003888;NAUT;8;;8;;;;
IMAGES_P;2019;910300276;910019702;N4130;;1;0.26;0;0;;
IMAGES_P;2019;910300300;910000538;M1160;3;;3;0;1;1;0
IMAGES_P;2019;910300300;910000538;N4130;3;;3;0;1;;
IMAGES_P;2019;910300359;910000587;NAUT;;1;0.42;;;;
IMAGES_P;2019;910803543;910017615;M1160;5;1;5.5;;;;
IMAGES_P;2019;910803543;910017615;M1210;;2;0.8;;;;
IMAGES_P;2019;910803543;910017615;N4130;1;1;1.8;;;;
IMAGES_P;2019;910803543;910017615;NAUT;1;;1;;;;
IMAGES_P;2019;920000460;750813321;M1160;8;19;13.94;;;;
IMAGES_P;2019;920000460;750813321;M1210;5;;4.17;;;;
IMAGES_P;2019;920000460;750813321;N4130;22;3;25.53;;;;
IMAGES_P;2019;920000460;750813321;N4160;4;1;4.8;;;;
IMAGES_P;2019;920000460;750813321;NAUT;12;1;12.72;;;;
IMAGES_P;2019;920000569;920026374;M1160;2;;1.95;;;;
IMAGES_P;2019;920000569;920026374;N4130;3;;2.56;;;;
IMAGES_P;2019;920000569;920026374;N4160;;;0.2;;;;
IMAGES_P;2019;920000569;920026374;NAUT;3;1;3.9;;;;
IMAGES_P;2019;920000577;920110020;M1160;3;3;4.9;1;0;0;0
IMAGES_P;2019;920000577;920110020;N4130;8;3;10;1;0;;
IMAGES_P;2019;920000577;920110020;N4160;1;;0.51;;;;
IMAGES_P;2019;920000577;920110020;NAUT;6;2;6.06;;;;
IMAGES_P;2019;920000585;920026374;M1160;4;1;4.45;;;;
IMAGES_P;2019;920000585;920026374;N4130;14;4;9.01;;;;
IMAGES_P;2019;920000585;920026374;NAUT;4;1;4.68;;;;
IMAGES_P;2019;920000601;920110053;M1160;;1;0.33;;;;
IMAGES_P;2019;920000601;920110053;N4130;2;;2;0;0;;
IMAGES_P;2019;920000601;920110053;N4160;;1;0.1;;;;
IMAGES_P;2019;920000601;920110053;NAUT;;1;0.3;;;;
IMAGES_P;2019;920000635;920150026;M1160;1;1;1.5;0;1;0;0
IMAGES_P;2019;920000635;920150026;N4130;1;;1;0;1;;
IMAGES_P;2019;920000635;920150026;N4160;1;;1;;;;
IMAGES_P;2019;920000635;920150026;NAUT;2;;1;;;;
IMAGES_P;2019;920000650;920150059;M1160;6;14;9.44;0;0;;
IMAGES_P;2019;920000650;920150059;M1210;1;2;2.3;0;0;;
IMAGES_P;2019;920000650;920150059;N4130;49;7;49.23;0;0;;
IMAGES_P;2019;920000650;920150059;N4160;3;;3;;;;
IMAGES_P;2019;920000650;920150059;NAUT;32;;33.36;;;;
IMAGES_P;2019;920000684;920150091;M1160;3;3;4.59;;;;
IMAGES_P;2019;920000684;920150091;M1210;;4;2.8;;;;
IMAGES_P;2019;920000684;920150091;N4130;15;1;20.17;;;;
IMAGES_P;2019;920000684;920150091;N4160;2;;2;;;;
IMAGES_P;2019;920000684;920150091;NAUT;18;6;22.75;;;;
IMAGES_P;2019;920001369;920710654;N4130;;2;0.5;0;0;;
IMAGES_P;2019;920100013;750712184;M1160;4;23;12.8;1;1;1;1
IMAGES_P;2019;920100013;750712184;N4130;27;9;34.47;1;0;;
IMAGES_P;2019;920100013;750712184;N4160;2;1;1.97;;;;
IMAGES_P;2019;920100013;750712184;NAUT;26;4;26.71;;;;
IMAGES_P;2019;920100021;750712184;M1160;5;11;9.4;;;;1
IMAGES_P;2019;920100021;750712184;M1210;2;0;2;;;;
