BOR;AN;nofinesset;nofinessej;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2016;060785003;060785011;1;1;0;0;0;;0;1;574;574;574;4;4;1;0;3367;2621;;238;266;;6492;1670;365;23;352;930;2670;;;1741;929;375467;;375467;;231552;191818;59031;603;322;208;1008;0;6;;8655;0
SMURSAMU;2016;060789195;060785011;1;1;0;1;0;;0;0;48;84;;;;;;;465;296;0;90;;851;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;070000013;070002878;1;1;0;0;0;;0;1;168;168;;;1;;;448;26;;;;;474;111;67;14;24;6;337;24;85;268;69;120381;;109258;98332;97250;74368;25923;848;165;119;304;0;80;;700;1
SMURSAMU;2016;070000179;070780358;1;1;0;0;0;;0;0;168;168;0;;1;;;528;12;;;;;540;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;070000609;070005566;1;1;0;0;0;;0;0;168;168;168;;;;;625;62;;;;;687;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;080000110;080000037;1;1;0;0;0;;0;0;168;169;169;1;1;0;0;723;3;3;0;0;0;729;133;80;9;44;0;589;32;120;501;88;;;;;;;;;;;;;;;;
SMURSAMU;2016;080000219;080001969;1;1;0;0;0;;0;0;168;168;168;1;1;;;487;15;10;0;0;0;512;407;38;8;22;0;419;38;82;351;68;;;;;;;;;;;;;;;;
SMURSAMU;2016;080000276;080001969;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;297;22;0;;;;319;60;26;4;40;10;297;26;112;234;63;;;;;;;;;;;;;;;;
SMURSAMU;2016;080000425;080000615;1;1;0;0;0;;0;1;336;296;361;2;1;;;1930;474;0;;47;;2451;768;194;13;242;304;1042;;;881;161;115612;;115612;;97053;53157;0;168;168;0;249;0;0;;880;0
SMURSAMU;2016;080009814;080000615;1;0;0;0;1;80000615;0;0;168;168;168;;;;;772;0;;;;;772;391;49;;77;230;401;33;72;165;236;;;;;;;;;;;;;;;;
SMURSAMU;2016;090000175;090781774;1;1;0;0;0;;0;1;182;168;222;1;2;;;1059;434;;121;;;1614;224;127;2;58;;933;84;135;734;199;120166;;120166;;35030;25567;9463;195;168;27;216;1;0;;808;1
SMURSAMU;2016;090000183;090781816;1;1;0;0;0;;0;0;168;168;168;1;1;;;336;146;12;;;;494;153;48;1;24;80;263;31;75;228;35;;;;;;;;;;;;;;;;
SMURSAMU;2016;100000090;100000017;1;1;0;0;0;;0;1;336;336;372;2;3;0;0;1590;456;;;;;2046;1199;265;11;423;500;391;80;8;380;11;135516;;135516;;87091;53007;8479;216;168;48;364;0;11;;950;0
SMURSAMU;2016;100000199;100006279;1;1;0;0;0;;0;0;168;168;0;;1;;;439;26;;;;;465;170;61;1;29;111;361;47;146;204;157;;;;;;;;;;;;;;;;
SMURSAMU;2016;100010206;100000017;1;0;0;0;1;100000017;0;0;168;168;0;0;0;0;0;299;21;;;;;320;198;28;0;37;133;101;17;20;91;10;;;;;;;;;;;;;;;;
SMURSAMU;2016;110000023;110780061;1;1;0;0;0;;0;1;336;336;336;2;2;1;;1652;234;34;156;72;;2148;704;185;15;154;394;1069;76;208;982;87;119744;;116050;116050;92701;69366;18746;224;168;57;552;0;7;;2425;1
SMURSAMU;2016;110000056;110780137;1;1;0;0;0;;0;0;337;337;0;0;1;0;0;1654;317;;124;51;;2146;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;110007580;110780061;1;0;0;0;1;110780061;0;0;84;84;84;;1;;;420;29;0;0;1;;450;287;38;6;43;208;150;9;25;70;80;;;;;;;;;;;;;;;;
SMURSAMU;2016;110007598;110780061;1;0;0;0;1;110780061;0;0;168;168;0;;1;;;500;0;0;0;0;;500;412;32;6;76;262;137;11;27;110;27;;;;;;;;;;;;;;;;
SMURSAMU;2016;120000039;120780044;1;1;0;0;0;;0;1;168;336;168;1;3;1;0;1069;225;0;254;387;0;1935;650;167;;92;391;1160;92;229;1031;129;99335;;86908;64070;51983;47957;21939;268;168;124;292;1;;;980;0
SMURSAMU;2016;120000054;120780069;1;1;0;0;0;;0;0;186;186;0;;;;;310;22;;;;;332;63;45;1;17;;247;16;66;226;21;;;;;;;;;;;;;;;;
SMURSAMU;2016;120000070;120780085;1;1;0;0;0;;0;0;208;336;0;;;;;299;;;;;;299;;40;;19;57;248;14;72;215;33;;;;;;;;;;;;;;;;
SMURSAMU;2016;120004569;120004528;1;1;0;0;0;;0;0;168;168;0;;1;;;337;30;5;;;;372;65;42;;10;13;255;22;90;241;14;;;;;;;;;;;;;;;;
SMURSAMU;2016;120004668;120004619;1;1;0;0;0;;0;0;168;168;0;2;1;1;;201;16;16;;;;233;;23;1;18;16;160;25;54;134;26;;;;;;;;;;;;;;;;
SMURSAMU;2016;130000409;130041916;1;1;0;1;0;;0;0;252;235;0;;;;;2493;351;0;0;;;2844;1686;193;168;343;982;1603;236;737;779;824;;;;;;;;;;;;;;;;
SMURSAMU;2016;130000565;130781446;1;1;0;0;0;;0;0;170;170;168;1;2;0;0;1763;191;;;;;1954;785;157;16;77;535;978;;;312;666;;;;;;;;;;;;;;;;
SMURSAMU;2016;130001225;130782634;1;1;0;0;0;;0;0;168;168;0;2;11;0;0;1244;86;;;;;1330;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;130002827;130789274;1;1;0;0;0;;0;0;168;168;168;1;1;;;1329;183;;;;;1512;786;150;8;199;429;908;;;735;173;;;;;;;;;;;;;;;;
SMURSAMU;2016;130002835;130789316;1;1;0;0;0;;0;0;252;263;0;0;0;0;0;1576;250;0;0;0;0;1826;443;160;24;259;0;1133;67;317;752;381;;;;;;;;;;;;;;;;
SMURSAMU;2016;130044977;130786049;1;0;0;0;1;130786049;0;0;168;168;168;1;1;0;0;1473;90;;;;;1563;910;130;15;145;620;617;45;116;235;382;;;;;;;;;;;;;;;;
SMURSAMU;2016;130044985;130786049;1;0;0;0;1;130786049;0;0;168;168;168;1;;;1;1948;536;;;;3;2487;1189;170;22;136;861;803;47;206;465;338;;;;;;;;;;;;;;;;
SMURSAMU;2016;130044993;130786049;1;0;0;0;1;130786049;0;0;168;168;168;1;;;;2522;217;;;;;2739;1908;267;45;277;1319;972;93;184;608;364;;;;;;;;;;;;;;;;
SMURSAMU;2016;130045008;130786049;1;0;0;0;1;130786049;0;0;168;168;168;1;;;;1608;241;;;;;1849;1008;138;29;99;742;630;30;149;394;236;;;;;;;;;;;;;;;;
SMURSAMU;2016;130045016;130786049;1;0;0;0;1;130786049;0;0;168;168;168;;;1;;0;;;429;30;;459;210;50;3;55;102;287;36;10;210;77;;;;;;;;;;;;;;;;
SMURSAMU;2016;130045040;130786049;1;0;0;0;1;130786049;0;0;120;120;120;2;;;;1300;344;;;;;1644;695;118;19;76;482;634;39;132;297;337;;;;;;;;;;;;;;;;
SMURSAMU;2016;130780521;130786049;1;0;0;0;1;130783293;0;0;168;168;168;2;0;0;0;1411;0;589;0;0;0;2000;832;109;9;83;631;611;45;138;429;182;;;;;;;;;;;;;;;;
SMURSAMU;2016;130783293;130786049;1;1;0;1;0;;0;1;336;336;336;8;2;1;0;3325;1649;;66;384;;5424;1931;362;43;253;1273;1612;88;339;1022;590;754443;;556771;419273;510328;324021;79542;504;504;162;1176;0;31;;15288;0
SMURSAMU;2016;130804297;130786049;1;0;0;1;0;;0;0;168;168;168;2;0;1;0;254;806;;7;126;;1193;126;9;;33;84;160;145;;143;17;;;;;;;;;;;;;;;;
SMURSAMU;2016;140000027;140000035;1;1;0;0;0;;0;0;168;168;168;;2;;;548;6;;;;;554;103;82;4;0;17;451;45;138;400;51;;;;;;;;;;;;;;;;
SMURSAMU;2016;140000209;140000100;1;1;0;1;0;;0;1;366;351;643;3;3;0;0;2569;1229;550;57;187;4;4596;582;;;;;2038;;;;;291012;;230987;196673;139160;136697;48151;376;168;208;444;0;0;;4564;0
SMURSAMU;2016;140000233;140000118;1;1;0;0;0;;0;0;168;168;168;2;2;;;352;15;;;;;367;73;49;4;20;;289;19;46;205;84;;;;;;;;;;;;;;;;
SMURSAMU;2016;140000373;140000159;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;322;31;0;0;0;0;353;74;62;12;;;248;;;182;66;;;;;;;;;;;;;;;;
SMURSAMU;2016;140024886;140000092;1;1;0;0;0;;0;0;168;168;168;;1;;;467;20;;;;;487;84;64;20;;;383;19;123;309;74;;;;;;;;;;;;;;;;
SMURSAMU;2016;140026410;140026279;1;1;0;0;0;;0;0;168;168;168;;;;;428;10;;;;;438;63;54;;9;;365;18;84;239;126;;;;;;;;;;;;;;;;
SMURSAMU;2016;150000032;150780088;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;429;101;0;0;1;0;531;178;43;3;14;104;370;31;102;320;50;;;;;;;;;;;;;;;;
SMURSAMU;2016;150000040;150780096;1;1;0;0;0;;0;1;238;168;168;3;3;0;0;902;607;0;229;330;0;2068;502;115;17;212;158;994;65;235;918;76;82740;;70907;64228;44224;31900;7412;203;168;35;168;1;13;;456;0
SMURSAMU;2016;150003267;150780096;1;0;0;0;1;150780096;0;0;48;35;0;;1;;;336;115;;;;;451;121;45;13;13;50;215;;;129;86;;;;;;;;;;;;;;;;
SMURSAMU;2016;160000253;160000451;1;1;0;0;0;;0;1;336;336;336;3;3;0;0;1819;598;205;15;14;0;2651;458;170;18;132;138;1361;98;285;1315;46;177502;;145744;118052;62428;60813;25787;284;168;116;356;0;0;;117;0
SMURSAMU;2016;160000303;160006037;1;1;0;0;0;;0;0;168;168;;;1;;;337;1;2;;;;340;67;;;;;251;;;114;137;;;;;;;;;;;;;;;;
SMURSAMU;2016;160000311;160000485;1;1;0;0;0;;0;0;168;160;8;1;1;;;372;71;;;;;443;129;43;0;45;36;243;17;63;107;136;;;;;;;;;;;;;;;;
SMURSAMU;2016;160000337;160000493;1;1;0;0;0;;0;0;168;210;0;1;1;0;0;589;4;0;;;;593;105;79;12;14;;484;38;105;153;331;;;;;;;;;;;;;;;;
SMURSAMU;2016;160015368;160014411;1;1;0;0;0;;0;0;168;168;168;1;1;;;491;8;43;;;;542;175;75;2;59;39;359;26;104;262;97;;;;;;;;;;;;;;;;
SMURSAMU;2016;170000038;170780050;1;1;0;0;0;;0;0;173;213;173;;2;;;460;7;;;;;467;144;57;2;21;60;284;33;47;155;129;;;;;;;;;;;;;;;;
SMURSAMU;2016;170000087;170024194;1;1;1;0;0;;0;1;358;336;336;2;2;0;0;1860;529;0;167;256;4;2816;837;238;18;183;419;1105;95;143;1033;72;265838;;225807;215260;155963;99293;56650;381;219;162;587;0;2;;3042;0
SMURSAMU;2016;170000095;170780167;1;1;0;0;0;170780167;0;0;168;672;336;;1;;;382;9;0;0;0;0;391;100;57;4;18;21;282;15;54;215;67;;;;;;;;;;;;;;;;
SMURSAMU;2016;170000103;170780175;1;1;0;0;0;;0;0;336;366;294;2;1;;;825;775;4;7;13;;1624;168;32;134;;2;660;82;161;617;43;;;;;;;;;;;;;;;;
SMURSAMU;2016;170000129;170780191;1;1;0;0;0;;0;0;168;168;168;;2;;;723;25;3;;;;751;323;117;;35;171;400;32;46;315;85;;;;;;;;;;;;;;;;
SMURSAMU;2016;170000152;170780225;1;1;0;0;0;;;0;168;168;168;;2;;;796;;;;;;796;392;96;3;46;247;651;59;100;506;145;;;;;;;;;;;;;;;;
SMURSAMU;2016;170024590;170780225;1;0;0;0;1;170780225;1;0;168;168;168;;1;;;134;;;;;;134;123;7;0;18;105;116;14;10;99;17;;;;;;;;;;;;;;;;
SMURSAMU;2016;180000010;180000028;1;1;0;0;0;180000028;0;1;222;303;252;2;2;0;0;1487;614;;;;;2101;468;137;11;83;219;1183;62;174;1174;9;;;;;91072;79023;8425;196;168;28;384;0;1;;902;1
SMURSAMU;2016;180000200;180000051;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;590;73;2;0;0;0;665;135;74;9;35;17;455;23;161;389;66;;;;;;;;;;;;;;;;
SMURSAMU;2016;180000283;180000069;1;1;0;0;0;;0;0;168;172;0;1;;;;534;83;42;;;;659;195;79;4;40;107;344;42;121;266;78;;;;;;;;;;;;;;;;
SMURSAMU;2016;190000018;190000042;1;1;0;0;0;;0;0;336;168;336;2;3;0;0;1114;339;42;7;44;0;1546;172;115;0;50;7;876;81;237;832;44;;;;;;;;;;;;;;;;
SMURSAMU;2016;190000026;190000059;1;1;0;0;0;;0;1;168;168;168;2;2;;;948;193;;;;;1141;502;88;23;390;1;446;22;98;353;93;99528;;94159;94159;59364;46512;22279;260;168;92;342;0;2;;2205;1
SMURSAMU;2016;190010892;190000059;1;0;0;0;1;190000059;0;0;840;2856;0;;2;;;339;121;;;;;460;73;53;;12;;268;;;195;73;;;;;;;;;;;;;;;;
SMURSAMU;2016;210987558;210780581;1;1;0;1;0;;0;1;581;459;420;5;5;1;0;3949;1002;416;121;435;0;5923;;;;;;;;;;;256540;;;;144949;107350;26338;344;218;126;552;0;0;;3138;0
SMURSAMU;2016;210987657;210012175;1;1;0;0;0;;0;0;168;168;228;1;1;0;0;901;47;0;0;0;0;948;384;82;0;79;223;686;;;545;141;;;;;;;;;;;;;;;;
SMURSAMU;2016;210987665;210012142;1;1;0;0;0;210012142;0;0;168;420;168;;1;;;305;3;;;;;308;89;28;0;61;0;212;;;171;41;;;;;;;;;;;;;;;;
SMURSAMU;2016;210987699;210780706;1;1;0;0;0;;0;0;168;175;168;2;1;;;520;32;;;;;552;102;62;6;23;11;427;37;98;402;25;;;;;;;;;;;;;;;;
SMURSAMU;2016;220000012;220000020;1;1;0;0;0;;0;1;336;220;373;3;3;1;0;1938;857;198;302;267;0;3562;1036;231;2;63;667;1046;86;145;978;68;197382;;189703;176595;98657;92829;36332;312;168;144;508;0;1;;1500;0
SMURSAMU;2016;220000095;220000046;1;1;0;0;0;;0;0;18;22;24;2;;;;703;52;0;4;0;0;759;114;86;2;10;1;589;54;116;364;220;;;;;;;;;;;;;;;;
SMURSAMU;2016;220000343;220000079;1;1;0;0;0;;0;0;20;20;20;0;2;0;0;426;10;0;0;0;0;436;95;74;1;20;0;360;33;80;242;118;;;;;;;;;;;;;;;;
SMURSAMU;2016;220000368;220000103;1;1;0;0;0;;0;0;168;168;84;;1;;;713;16;;;;;729;294;99;6;15;174;465;;;360;105;;;;;;;;;;;;;;;;
SMURSAMU;2016;220000541;220000152;1;1;0;0;0;;0;0;168;168;168;;1;;;350;11;;;;;361;74;46;;28;;274;19;58;184;90;;;;;;;;;;;;;;;;
SMURSAMU;2016;230000820;230780041;1;1;0;0;0;;0;1;218;168;0;0;3;0;0;863;279;;;;;1142;264;142;5;17;100;599;;;452;147;36662;;36662;;37967;30363;6789;168;168;44;252;1;3;;1100;0
SMURSAMU;2016;240000372;240000059;1;1;0;0;0;;0;0;168;175;175;;2;;;643;145;0;0;0;0;788;229;111;6;38;96;478;21;89;382;96;;;;;;;;;;;;;;;;
SMURSAMU;2016;240000489;240000117;1;1;0;0;0;;0;1;504;336;336;2;3;1;0;1952;918;47;274;322;0;3513;1576;286;15;72;1203;2019;145;295;1807;212;175816;;153576;129822;116963;82764;34199;168;;77;528;0;0;;1238;0
SMURSAMU;2016;240000687;240000448;1;1;0;0;0;;0;0;168;168;168;;2;;;396;44;;;;;440;81;60;;22;;317;21;77;252;65;;;;;;;;;;;;;;;;
SMURSAMU;2016;250000114;900000365;1;1;0;0;0;;0;0;168;168;168;1;2;;;1450;43;;;;;1493;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;250000700;250000452;1;1;0;0;0;250000452;0;0;168;168;168;1;4;0;0;819;194;;;0;0;1013;81;69;3;9;206;819;116;165;721;98;;;;;;;;;;;;;;;;
SMURSAMU;2016;250006954;250000015;1;1;0;0;0;;0;1;504;504;504;2;3;1;0;3468;457;0;899;679;0;5503;1550;235;43;364;908;3555;391;525;3383;172;610120;;543926;504926;305117;233736;95354;745;409;336;1332;1;15;;8605;0
SMURSAMU;2016;260000013;260000021;1;1;0;0;0;;0;1;336;336;336;2;2;1;;1336;521;;203;356;;2416;;;;;;;211;730;;;178404;;156842;156842;105315;78060;27255;220;168;52;472;0;18;;472;0
SMURSAMU;2016;260000120;260016910;1;1;0;0;0;;0;0;168;168;168;2;;;;839;34;;;;;873;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;260000138;260000047;1;1;0;0;0;;0;0;168;168;168;1;1;;;844;125;;9;;;978;347;146;;40;145;651;46;103;527;124;;;;;;;;;;;;;;;;
SMURSAMU;2016;260000203;260016910;1;1;0;0;0;;0;0;48;50;50;0;1;0;0;109;6;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;270000045;270000060;1;1;0;0;0;;0;0;134;168;98;;;;;474;21;;1;3;;499;215;66;3;21;125;279;20;68;160;119;;;;;;;;;;;;;;;;
SMURSAMU;2016;270000359;270023724;1;1;0;0;0;;0;1;336;218;336;2;5;0;0;1142;822;0;4;44;0;2012;633;141;2;60;431;517;33;69;377;140;223794;;208955;183604;104907;102618;17950;272;168;104;528;1;0;;2511;0
SMURSAMU;2016;270000367;270000086;1;1;0;0;0;;0;0;168;168;168;;1;;;604;;;;;;604;281;61;4;16;195;318;51;66;115;203;;;;;;;;;;;;;;;;
SMURSAMU;2016;270000425;270000102;1;1;0;0;0;270000102;0;0;168;168;168;;1;;;551;;;;;;551;110;78;1;31;;458;;;141;317;;;;;;;;;;;;;;;;
SMURSAMU;2016;270000441;270000110;1;1;0;0;0;;0;0;168;168;168;;2;;;392;5;;;5;;402;227;53;0;42;132;203;14;40;35;168;;;;;;;;;;;;;;;;
SMURSAMU;2016;270000458;270023724;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;787;;;;;;787;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;280000084;280000183;1;1;0;0;0;;0;1;336;336;168;1;3;1;0;1142;265;105;112;433;;2057;654;175;55;103;404;600;45;99;414;186;195130;;150132;138983;91107;78603;18819;226;168;58;420;0;0;;1967;0
SMURSAMU;2016;280000662;280500075;1;1;0;0;0;;0;0;40;40;40;;;;;613;3;;;;;616;293;103;5;51;134;485;50;151;255;230;;;;;;;;;;;;;;;;
SMURSAMU;2016;280502998;280000589;1;1;0;0;0;;0;0;168;168;0;0;1;;;599;41;0;0;67;0;707;181;97;28;28;181;394;32;143;144;250;;;;;;;;;;;;;;;;
SMURSAMU;2016;280504267;280000134;1;1;0;0;0;;0;0;336;336;168;3;1;;;1374;298;;;;;1672;754;230;17;102;397;1061;83;159;993;68;;;;;;;;;;;;;;;;
SMURSAMU;2016;290000025;290020700;1;1;0;0;0;;0;0;168;168;168;1;1;;;1128;67;;23;2;;1220;471;111;32;26;302;981;89;176;926;55;;;;;;;;;;;;;;;;
SMURSAMU;2016;290000033;290021542;1;1;0;0;0;;0;0;168;168;168;1;1;;;1032;133;;3;;;1168;512;118;0;62;118;523;42;83;387;136;;;;;;;;;;;;;;;;
SMURSAMU;2016;290000066;290020700;1;1;0;0;1;290020700;0;0;168;168;168;;1;;;637;45;;11;1;2;696;289;38;25;21;205;566;54;107;49;517;;;;;;;;;;;;;;;;
SMURSAMU;2016;290000256;290000017;1;1;0;0;0;;0;0;168;168;168;1;1;;;522;69;34;;;;625;;76;;38;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;290000785;220020739;1;1;0;0;0;290000785;0;0;168;168;168;1;;;;495;86;0;10;19;0;610;79;45;1;32;1;425;37;89;236;189;;;;;;;;;;;;;;;;
SMURSAMU;2016;290000934;290000306;1;1;0;0;0;;0;0;20;20;20;;1;;;662;186;;21;9;;878;203;71;1;6;125;532;58;79;275;257;;;;;;;;;;;;;;;;
SMURSAMU;2016;290004324;290000017;1;1;0;0;0;290000017;0;1;465;578;410;2;3;1;0;2806;1769;350;496;350;30;5801;1140;251;86;9;775;2309;232;1720;2045;313;310982;;297565;288954;188845;147994;52813;313;168;145;801;0;0;;1814;0
SMURSAMU;2016;290029982;290020700;1;1;0;0;1;290020700;0;0;168;168;168;;1;;;579;124;0;43;58;0;804;268;47;23;17;181;535;48;138;201;334;;;;;;;;;;;;;;;;
SMURSAMU;2016;2A0000022;2A0000014;1;1;0;0;0;;0;1;336;336;588;3;4;1;;2159;443;117;419;967;;4105;276;113;5;48;110;2301;672;1806;2273;28;60939;;57512;57151;57107;57107;13668;217;168;49;336;0;5;;;0
SMURSAMU;2016;2A0003125;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;;1;;;331;5;;;;;336;75;23;1;27;24;254;32;128;246;8;;;;;;;;;;;;;;;;
SMURSAMU;2016;2A0003133;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;;1;;;533;25;0;;;;558;88;18;1;31;38;443;97;35;11;432;;;;;;;;;;;;;;;;
SMURSAMU;2016;2A0003141;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;;1;;;196;56;0;;;;252;39;9;0;16;14;157;25;41;41;116;;;;;;;;;;;;;;;;
SMURSAMU;2016;2B0000012;2B0000020;1;1;0;0;0;;0;1;353;252;588;2;2;2;0;2505;1834;126;592;267;0;5324;142;93;22;27;0;3097;0;0;2943;154;87688;;85100;83600;37027;36000;4502;188;160;20;336;1;0;;302;0
SMURSAMU;2016;2B0003420;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;457;62;0;0;0;0;519;28;20;1;7;0;457;0;0;71;386;;;;;;;;;;;;;;;;
SMURSAMU;2016;2B0004907;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;260;53;0;0;0;;313;26;17;0;9;0;234;;;181;53;;;;;;;;;;;;;;;;
SMURSAMU;2016;2B0005409;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;1092;0;;;;;1092;565;33;17;477;0;665;;;665;;;;;;;;;;;;;;;;;
SMURSAMU;2016;300000023;300780046;1;1;0;0;0;;0;0;168;168;0;;2;;;1945;23;0;0;0;0;1968;;220;16;248;923;1538;97;452;1212;326;;;;;;;;;;;;;;;;
SMURSAMU;2016;300000031;300780053;1;1;0;0;0;;0;0;210;168;0;;1;;;956;;;;;;956;188;100;9;79;;768;62;76;622;146;;;;;;;;;;;;;;;;
SMURSAMU;2016;300782117;300780038;1;1;0;0;0;;0;1;504;600;604;4;3;1;;5851;885;;281;428;;7445;784;235;36;513;;4213;291;777;3850;363;298149;;242281;184270;242281;166512;51994;292;168;124;913;0;10;;1825;0
SMURSAMU;2016;310000310;310780671;1;1;0;0;0;;0;0;168;168;168;1;1;;;927;352;121;;;;1400;308;141;4;39;296;439;57;285;284;155;;;;;;;;;;;;;;;;
SMURSAMU;2016;310016977;310781406;1;1;0;1;0;;0;0;218;170;840;1;1;2;0;544;950;139;30;137;0;1800;261;8;;128;147;343;276;;273;70;;;;;;;;;;;;;;;;
SMURSAMU;2016;310783048;310781406;1;1;0;0;0;;0;1;272;672;840;4;8;2;0;6954;1475;1387;724;237;0;10777;3604;689;28;847;2486;4086;216;764;1282;2804;542667;;479030;402287;235982;216328;92242;861;526;355;1352;1;94;;3264;0
SMURSAMU;2016;320000086;320780117;1;1;0;0;0;;0;1;168;168;168;0;2;0;0;1017;63;;;;;1080;637;59;3;78;497;329;10;41;278;51;90132;;87754;;39352;31783;7569;168;;;168;1;0;;2278;1
SMURSAMU;2016;320004922;320780117;1;0;0;0;1;320780117;0;0;168;168;168;0;1;0;0;423;93;;;;;516;200;22;3;38;137;355;10;25;323;32;;;;;;;;;;;;;;;;
SMURSAMU;2016;330000555;330781204;1;1;0;0;0;;0;0;168;168;168;;1;;;766;;;7;;;773;147;97;53;;;624;43;139;421;203;;;;;;;;;;;;;;;;
SMURSAMU;2016;330000571;330781220;1;1;0;0;0;;0;0;168;168;168;;1;;;536;0;0;0;0;0;536;530;74;0;530;268;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;330000589;330027509;1;1;0;0;0;;0;0;168;168;168;;1;;;754;;;;;;754;159;113;0;40;3;595;72;156;399;196;;;;;;;;;;;;;;;;
SMURSAMU;2016;330000605;330781253;1;1;0;0;0;;0;0;168;182;168;1;2;0;0;1093;21;0;0;0;0;1114;361;113;2;55;190;730;39;160;681;49;;;;;;;;;;;;;;;;
SMURSAMU;2016;330058355;330781253;1;0;0;0;1;330781253;0;0;168;168;168;;1;;;330;58;;;;;388;109;34;0;16;58;221;11;49;206;15;;;;;;;;;;;;;;;;
SMURSAMU;2016;330780495;330796392;1;1;0;0;0;;0;0;168;168;168;;5;;;579;;;;;;579;;55;3;42;71;468;32;91;326;142;;;;;;;;;;;;;;;;
SMURSAMU;2016;330780537;330000324;1;1;0;0;0;;0;0;168;168;168;1;0;0;0;423;;;;;;423;151;39;40;12;60;272;9;70;189;83;;;;;;;;;;;;;;;;
SMURSAMU;2016;330781360;330781196;1;1;0;1;0;;0;1;773;588;588;6;4;1;;5483;2748;0;457;440;0;9128;2441;567;75;323;1460;3531;191;499;1616;1915;515269;;497484;433037;354538;303145;156506;677;336;341;1529;0;0;;10960;0
SMURSAMU;2016;340000033;340780055;1;1;0;0;0;;0;0;336;336;336;1;2;;;2141;178;146;0;0;0;2465;587;261;8;162;;1554;137;383;1310;244;;;;;;;;;;;;;;;;
SMURSAMU;2016;340000223;340011295;1;1;0;0;0;;0;0;168;168;0;0;0;0;0;1036;0;0;0;0;0;1036;509;135;11;52;311;527;;;422;105;;;;;;;;;;;;;;;;
SMURSAMU;2016;340022763;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;1564;;;;;;1564;1083;91;7;116;545;470;17;110;114;356;;;;;;;;;;;;;;;;
SMURSAMU;2016;340022771;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;667;;;;;;667;471;54;2;33;1751;190;7;49;33;157;;;;;;;;;;;;;;;;
SMURSAMU;2016;340780436;340011295;1;0;0;0;1;340011295;1;0;168;168;0;0;0;0;0;1156;0;0;0;0;0;1156;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2016;340785161;340780477;1;1;1;0;0;;0;1;336;336;1008;7;1;1;;3620;3219;807;210;491;0;8347;1777;212;25;342;590;2106;153;435;1210;896;441776;;363186;257140;245358;202357;50998;404;336;71;958;0;18;;2387;1
SMURSAMU;2016;350000147;350000022;1;1;0;0;0;;0;0;168;168;168;2;0;0;0;918;42;;5;;;965;114;113;;29;;781;63;203;745;36;;;;;;;;;;;;;;;;
SMURSAMU;2016;350000154;350000030;1;1;0;0;0;;0;0;168;168;168;1;;;;460;58;0;0;1;0;519;84;61;7;3;13;383;39;90;278;105;;;;;;;;;;;;;;;;
SMURSAMU;2016;350000162;350000048;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;585;74;;;;;659;35;;;;;340;;;240;100;;;;;;;;;;;;;;;;
SMURSAMU;2016;350000188;350000055;1;1;0;0;0;;0;0;168;168;168;;1;;;435;46;;;;;481;110;56;18;5;31;336;21;69;254;82;;;;;;;;;;;;;;;;
SMURSAMU;2016;350000741;350005179;1;1;0;1;0;;0;1;336;336;588;3;2;;;3291;1583;191;9;11;;5085;1187;322;;;731;2312;218;292;2036;276;286110;;247306;214850;145953;138359;58441;436;248;188;504;0;0;;0;0
