BOR;AN;nofinesset;nofinessej;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;AUTOBS;AUTSSR;AUTCAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2019;970100442;970100228;0;;;;;141382;1;1;1;0;1;1;;;1;0;0;0;35;133;0;25;12;10783;0;2610;552;99;0;20;8;45;10;1;0;0;0;0
HAD;2019;970102596;970100491;1;2;970111563;970115002;;124700;0;0;0;0;0;0;0;0;1;0;0;0;97;431;0;209;2;34088;0;12854;20;320;0;175;1;141;90;0;20;0;16;0
HAD;2019;970111217;970111209;0;;;;;;0;0;0;0;1;1;;;1;0;1;1;20;62;0;40;0;6165;0;4464;0;46;0;32;0;25;23;0;1;0;1;0
HAD;2019;970111365;970111969;0;;;;;92846;0;0;0;0;1;1;;;1;;;;60;260;0;32;0;17851;0;557;0;216;0;24;0;99;7;0;0;0;0;0
HAD;2019;970111563;970100491;0;;;;;;0;0;0;0;1;0;0;0;1;0;0;0;58;367;5;86;18;20256;109;3501;472;244;5;55;6;52;19;0;10;0;4;0
HAD;2019;970112033;970100210;0;;;;;;0;0;0;0;0;1;0;0;1;0;0;0;20;118;0;63;1;10752;0;4495;225;96;0;56;1;49;28;1;3;0;3;0
HAD;2019;970212833;970212825;0;;;;;376480;0;0;0;0;1;1;;;0;0;0;0;155;842;0;347;26;53514;0;15941;1092;609;0;300;13;253;142;2;40;0;20;0
HAD;2019;970303608;970303590;0;;;;;44094;0;0;0;0;1;1;;;1;0;0;1;50;214;120;27;0;10813;3917;2618;0;163;98;21;0;19;9;0;0;0;0;0
HAD;2019;970303640;970303590;0;;;;;;0;0;0;0;1;1;1;0;1;1;0;1;100;635;214;122;3;35198;6421;6780;135;518;190;98;2;62;24;0;4;0;3;0
HAD;2019;970303657;970303590;0;;;;;77382;0;0;0;0;1;1;1;1;1;1;1;1;70;343;138;43;0;17848;2658;2762;0;251;124;29;0;18;4;0;0;0;0;0
HAD;2019;970304614;970304739;0;;;;;255000;0;0;0;;1;1;;;1;0;1;1;65;131;0;30;1;12903;0;1914;256;102;0;28;1;53;16;1;0;0;0;0
HAD;2019;970403119;970463600;1;4;970404851;970406625;970403119;860000;0;0;0;0;1;1;;;1;0;0;0;50;391;0;193;7;16889;0;8383;322;290;0;155;3;98;69;1;3;0;1;0
HAD;2019;970404711;970400396;1;4;970407318;970405395;970407565;177684;1;0;0;0;1;1;;;1;0;0;0;30;223;0;78;7;8778;0;2444;529;121;0;49;3;37;24;1;2;0;1;0
HAD;2019;970404851;970463600;1;4;970406625;970403119;970410783;860000;0;0;0;0;1;1;;;1;0;0;0;30;269;0;164;5;13331;0;9414;212;186;0;131;2;70;60;0;7;0;5;0
HAD;2019;970405395;970400396;1;4;970407318;970407565;970404711;270975;1;0;0;0;1;1;;;1;0;0;0;45;447;1;178;0;14448;16;5416;0;294;1;137;0;65;46;0;14;0;4;0
HAD;2019;970406625;970463600;1;4;970404851;970403119;970410783;860000;0;0;0;0;1;1;;;1;0;0;0;50;329;0;183;4;13251;0;6295;244;246;0;143;4;88;61;1;13;0;6;0
HAD;2019;970407318;970400396;1;4;970404711;970407656;970405395;245373;1;0;0;0;1;1;;;1;0;0;0;40;361;0;154;2;13744;0;4705;20;253;0;123;2;80;53;0;22;0;14;0
HAD;2019;970407656;970400396;1;4;970404711;970407318;970405395;148735;1;0;0;0;1;1;;;1;0;0;0;30;221;2;91;1;10738;36;4041;43;126;1;60;1;30;20;0;2;0;0;0
HAD;2019;970410783;970463600;1;4;970404851;970406625;970403119;860000;0;0;0;0;1;1;;;1;0;0;0;60;306;0;176;4;14614;0;9709;222;189;0;134;4;80;65;1;6;0;6;0
HAD;2018;010000024;010780054;0;;;;;234972;1;1;0;0;1;1;;;1;0;0;1;45;610;0;149;352;12839;0;2955;5353;283;0;108;103;85;41;26;15;0;8;1
HAD;2018;010005379;010010718;1;2;10005379;10005429;;130860;0;0;0;0;1;1;;;1;0;0;0;60;267;0;78;43;10840;0;2140;1321;175;0;65;19;65;31;0;34;0;18;1
HAD;2018;020000089;020000022;0;;;;;;1;0;0;0;1;0;0;0;1;0;1;1;15;109;0;62;1;5837;0;2440;36;78;0;42;1;26;15;1;0;0;0;0
HAD;2018;020000105;020000055;1;1;20000055;;;44000;0;0;0;0;1;0;0;1;1;;;;15;100;0;54;0;3555;0;1904;0;71;0;41;0;29;23;0;14;0;10;0
HAD;2018;020004297;020005179;1;2;20004297;20004297;;300488;1;0;0;0;1;0;1;0;1;0;0;0;70;372;0;115;5;11353;0;3814;78;294;0;89;4;58;34;0;12;0;4;0
HAD;2018;020010898;750721334;0;;;;;54000;1;0;0;0;1;0;0;0;1;1;;1;25;181;2;43;13;5225;46;856;360;115;1;30;8;19;10;0;4;0;1;0
HAD;2018;020014767;590805065;0;0;;;;300000;0;0;0;0;1;0;1;0;1;0;0;0;40;282;0;98;1;10350;0;3090;98;186;0;72;1;67;36;0;20;0;9;0
HAD;2018;030000061;030780092;0;;;;;;1;1;0;0;1;1;;;1;0;0;0;12;272;0;49;10;3991;0;550;96;180;0;46;4;47;20;0;26;0;12;0
HAD;2018;030000079;030780100;0;;;;;127571;1;1;0;0;1;1;0;0;1;0;0;0;30;227;0;25;6;5134;0;274;56;146;0;24;5;42;11;1;5;0;0;0
HAD;2018;030000087;030780118;1;2;630000446;630000412;;;1;0;0;0;1;1;;;1;0;0;0;50;466;1;123;25;14295;2;4520;1042;314;1;86;22;103;33;3;64;0;17;1
HAD;2018;050000348;050002948;1;3;50000348;;;165684;1;1;0;0;1;1;;;1;;;;40;407;0;139;37;11141;0;3196;1028;267;0;125;16;112;68;5;29;0;16;1
HAD;2018;060000478;060780897;0;;;;;60945;1;1;0;0;1;0;1;1;1;0;0;0;15;106;0;18;2;4016;0;511;6;78;0;17;1;32;3;0;28;0;2;0
HAD;2018;060000544;060780988;0;;;;;185000;1;1;0;0;1;0;0;0;1;0;0;1;25;142;0;41;22;6358;0;1147;453;92;0;34;9;45;19;2;0;0;0;0
HAD;2018;060006558;060798865;0;;;;;379000;0;0;0;0;1;;1;1;1;0;0;0;30;211;0;131;1;8743;0;4464;85;160;0;99;1;58;41;0;25;0;17;0
HAD;2018;060785243;060001484;1;1;;;;772000;0;0;0;0;1;0;1;0;0;0;0;0;160;1186;0;326;43;53189;0;8785;1034;807;0;254;21;416;145;6;198;0;44;3
HAD;2018;070000609;070005566;0;;;;;85000;1;1;0;0;1;1;;;1;0;0;0;24;312;0;145;20;8468;0;3802;498;225;0;120;16;84;58;3;26;0;19;0
HAD;2018;080008279;080001969;0;;;;;60000;1;1;0;0;1;0;1;0;1;0;0;1;18;162;0;78;2;5795;0;2972;19;118;0;57;2;52;28;0;24;0;15;0
HAD;2018;080010267;080010242;0;;;;;216000;0;0;0;0;1;0;1;0;1;0;0;0;50;288;0;111;0;15404;0;3919;0;183;0;76;0;38;22;0;8;0;4;0
HAD;2018;090000175;090781774;0;2;90000175;;;129690;0;0;0;0;1;0;1;0;1;0;0;0;53;430;0;92;207;9405;0;3122;2202;215;0;79;46;64;28;10;1;0;1;0
HAD;2018;100007699;100006279;0;;;;;;1;1;0;0;1;1;;;1;0;0;0;40;406;0;16;1;5202;0;271;27;168;0;14;1;56;8;0;33;0;1;0
HAD;2018;100010578;100010347;0;;;;;261931;0;0;0;0;1;1;;;1;0;0;0;45;882;0;147;1;11658;0;3782;5;294;0;116;1;63;34;0;29;0;15;0
HAD;2018;110000247;110780772;0;;;;;39315;0;0;0;0;1;;;;1;0;0;0;10;92;0;20;5;2875;0;611;165;58;0;15;1;12;5;0;2;0;0;0
HAD;2018;110005048;110000114;0;;;;;115135;0;0;0;0;1;1;;;1;1;0;1;16;298;0;109;6;9726;0;2951;192;203;0;74;5;62;38;0;19;0;10;0
HAD;2018;110005394;750056335;0;;;;;190000;1;1;0;0;1;1;0;0;1;0;0;0;45;371;0;228;3;15859;0;10517;38;299;0;180;3;100;74;1;35;0;17;0
HAD;2018;120783618;120784616;0;;;;;;0;0;0;0;1;1;;;1;1;0;0;72;643;112;173;0;16892;2087;4360;0;484;103;122;0;157;55;0;70;0;26;0
HAD;2018;130000409;130041916;0;;;;;;0;0;0;0;1;1;0;0;1;1;0;1;30;293;0;70;60;8995;0;1616;1684;194;0;62;32;56;29;4;27;0;15;0
HAD;2018;130000565;130781446;0;;;;;92629;1;0;0;0;;0;1;0;1;1;0;0;20;224;72;12;25;4773;1343;197;152;151;57;12;3;46;8;1;47;0;6;1
HAD;2018;130001647;130784127;0;;;;;;1;1;0;0;0;1;0;0;1;0;0;1;20;362;0;86;233;9952;0;2217;6640;177;0;57;116;35;13;23;0;0;0;0
HAD;2018;130002215;130785512;0;;;;;;0;0;0;0;1;0;0;0;1;1;0;0;20;92;0;28;5;3418;0;758;61;70;0;25;3;43;17;0;25;0;9;0
HAD;2018;130021488;130021439;0;;;;;334000;1;0;0;0;1;0;1;0;1;0;0;0;40;345;0;40;5;12072;0;1001;151;239;0;37;3;153;21;1;135;0;1;1
HAD;2018;130021819;130021769;0;;;;;570000;1;0;0;0;1;1;;;1;;;;60;481;0;83;11;14555;0;1828;289;352;0;77;8;145;42;1;103;0;29;0
HAD;2018;130022619;130045339;0;;;;;106833;0;0;0;0;1;0;0;0;1;0;0;0;40;81;0;30;0;3105;0;618;0;62;0;28;0;30;14;0;18;0;4;0
HAD;2018;130024458;130804396;0;;;;;;0;0;0;0;1;1;1;0;1;0;0;0;0;233;0;103;2;7104;0;1407;29;185;0;84;2;129;63;1;99;0;50;0
HAD;2018;130782071;130002454;0;;;;;200000;1;1;;;1;1;;;1;0;0;0;25;216;0;20;0;6997;0;293;0;134;0;17;0;68;8;0;43;0;4;0
HAD;2018;130783236;130786049;0;;;;;;0;0;0;0;1;1;;;1;1;0;0;65;1050;166;8;76;16697;2921;176;638;698;144;7;19;134;2;10;21;0;0;0
HAD;2018;130785652;130014228;0;;;;;864134;1;1;0;0;1;1;0;0;1;0;0;1;48;565;0;78;198;15757;0;2264;730;261;0;62;20;142;42;6;39;0;8;0
HAD;2018;130802143;130804396;0;;;;;866644;0;0;0;0;1;1;0;0;1;0;0;0;100;559;1;182;10;19827;7;4673;152;443;1;148;9;194;84;1;98;0;46;0
HAD;2018;130809015;130001928;0;;;;;900000;0;0;0;0;1;1;0;0;1;0;0;0;25;325;0;51;1;13518;0;1346;7;264;0;50;1;216;43;0;233;0;38;0
HAD;2018;140000027;140000035;0;;;;;;1;1;0;0;1;1;;;1;1;1;1;42;388;0;103;73;7919;0;2368;644;249;0;92;21;126;57;6;26;0;13;1
HAD;2018;140000076;140000092;0;;;;;45000;1;0;0;0;1;1;0;0;1;0;0;0;12;104;0;45;6;3242;0;922;168;68;0;35;2;28;16;0;15;0;9;0
HAD;2018;140000209;140000100;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;5;93;0;0;0;1319;0;0;0;82;0;0;0;0;0;0;0;0;0;0
HAD;2018;140000233;140000118;0;;;;;67000;1;1;0;1;1;1;;;1;;;;15;209;0;100;2;4493;0;2462;15;164;0;84;2;70;47;1;32;0;25;0
HAD;2018;140000373;140000159;1;4;500021274;500021282;610007312;;0;0;0;0;1;1;;;1;;;1;20;161;0;60;12;5194;0;1631;317;112;0;44;4;43;20;0;12;0;4;0
HAD;2018;140002619;750721334;0;;;;;300000;0;0;0;0;1;1;0;0;0;0;0;0;60;665;0;237;10;27614;0;7392;153;480;0;207;6;197;101;0;89;0;31;0
HAD;2018;140016155;140027426;0;;;;;87000;1;1;0;1;1;1;;;1;0;0;0;40;280;0;150;4;13460;0;5428;140;191;0;102;3;83;46;0;17;0;10;0
HAD;2018;140026709;140000415;0;;;;;72935;1;1;0;0;1;1;;;1;0;0;0;30;305;0;125;34;11903;0;3445;154;209;0;115;9;112;76;5;55;0;43;0
HAD;2018;150000040;150780096;1;2;150000040;;;146000;1;1;0;0;1;0;1;0;1;0;0;0;15;201;0;17;58;3457;0;304;211;115;0;13;21;28;3;5;15;0;2;1
HAD;2018;160002036;160009908;0;;;;;354243;1;0;0;0;1;0;0;0;0;0;0;0;90;878;0;308;98;34983;0;10118;3633;609;0;232;69;210;87;10;69;0;17;1
HAD;2018;170000087;170024194;1;3;170000087;170000111;;363100;0;0;0;0;1;0;1;0;1;1;1;1;85;753;0;358;33;24755;0;11330;213;506;0;256;14;130;72;0;49;0;14;0
HAD;2018;170000103;170780175;1;3;170000095;170000038;170000129;289000;1;0;0;;0;;;;1;0;1;1;72;641;0;163;54;21290;0;3592;409;425;0;138;20;114;44;2;35;0;17;0
HAD;2018;180000010;180000028;0;;;;;183632;1;1;0;0;1;0;1;0;1;0;0;1;22;374;0;50;155;6558;0;1615;503;136;0;44;16;29;9;4;9;0;2;0
HAD;2018;180008278;750056335;0;;;;;180000;1;1;0;0;1;1;;;1;0;0;1;43;253;0;126;15;9219;0;3862;413;173;0;98;9;50;40;0;20;0;16;0
HAD;2018;190000026;190000059;0;;;;;243551;1;0;0;0;1;0;1;0;1;0;0;1;76;664;0;242;18;27403;0;5501;114;476;0;221;3;265;146;1;145;0;96;0
HAD;2018;190010629;190010579;0;;;;;240000;1;0;0;0;1;0;1;0;1;;;1;60;1357;0;109;786;12618;0;2769;2379;340;0;100;106;129;60;29;35;0;22;2
HAD;2018;210003059;210987400;0;;;;;380000;1;1;0;0;1;1;;;1;1;0;0;43;494;0;192;7;18177;0;7626;172;294;0;148;4;96;72;0;51;0;30;0
HAD;2018;210780789;210003208;0;;;;;250000;1;0;0;0;1;1;;;1;0;0;0;30;405;0;158;20;10369;0;3622;570;271;0;117;17;79;43;3;20;0;12;0
HAD;2018;210987657;210012175;0;;;;;105000;1;1;0;0;1;1;;;1;0;0;1;35;284;0;119;13;6845;0;2257;486;204;0;104;10;100;59;2;63;0;39;0
HAD;2018;210987731;210780417;0;;;;;;1;1;0;0;1;1;;;1;0;0;1;18;523;0;106;352;4740;0;1671;1564;146;0;56;91;22;10;12;0;0;0;0
HAD;2018;220000368;220000103;1;1;220000541;;;;1;1;0;0;1;1;;;1;0;0;0;25;391;0;133;26;9491;0;3314;622;269;0;118;17;90;52;3;18;0;6;0
HAD;2018;220000541;220000152;0;;;;;;1;0;0;0;1;0;1;0;1;0;0;0;10;111;0;53;6;2698;0;1209;118;75;0;42;2;29;18;0;12;0;6;0
HAD;2018;220019616;220019608;0;;;;;233755;0;0;0;0;1;0;1;0;1;0;0;0;70;545;0;338;14;15529;0;9000;303;424;0;271;12;150;104;2;49;0;12;1
HAD;2018;220020341;350000626;0;;;;;75603;0;0;0;0;1;0;1;0;;;;;25;246;0;139;5;7496;0;3892;100;202;0;120;3;83;61;0;32;0;24;0
HAD;2018;230782617;920028560;1;4;230782617;;;120872;0;1;0;0;1;0;1;0;1;1;1;1;35;439;0;145;129;11683;0;5345;407;244;0;115;24;83;53;7;17;0;9;2
HAD;2018;240000489;240000117;1;2;240000489;;;188000;1;1;0;0;1;0;1;0;1;0;0;1;44;837;0;162;404;14306;0;3280;2094;388;0;148;50;204;95;11;92;0;45;2
HAD;2018;240000687;240000448;0;;;;;75000;1;0;0;0;1;0;1;0;1;0;1;1;30;186;0;94;1;6089;0;2619;17;148;0;82;1;72;45;0;37;0;24;0
HAD;2018;240011668;240000612;0;;;;;;;0;0;0;1;1;;;;;;;30;371;0;142;3;13539;0;4300;17;262;0;123;3;128;71;0;61;0;24;0
HAD;2018;250012069;250017803;0;;;;;;1;1;0;0;1;1;0;0;;;;;10;97;0;31;0;3462;0;821;0;74;0;27;0;21;12;0;17;0;8;0
HAD;2018;250012838;250017803;0;;;;;227067;0;0;0;0;1;1;1;0;0;0;0;0;5;106;106;0;0;991;991;0;0;99;99;0;0;0;0;0;0;0;0;0
HAD;2018;250016037;250017803;0;;;;;;1;1;0;0;1;1;0;0;;;;;35;204;0;79;0;9890;0;3089;0;152;0;63;0;38;16;0;4;0;0;0
HAD;2018;250016045;250017803;0;;;;;;1;1;0;0;1;1;0;0;0;0;0;0;40;396;157;104;3;12489;1092;3989;64;308;137;80;2;57;34;0;10;0;2;0
HAD;2018;260000138;260000047;0;;;;;182337;1;0;0;0;1;0;1;0;1;0;0;0;22;280;4;69;65;9609;138;1606;2855;195;2;61;38;36;24;5;11;0;8;0
HAD;2018;260000146;260000054;1;4;;;;480000;1;0;0;0;1;1;;;1;1;0;1;130;1782;382;443;243;47626;4519;11573;3985;1192;357;373;85;273;142;20;55;0;32;1
HAD;2018;270000425;270000102;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;30;273;0;146;16;6857;0;3506;172;216;0;121;5;86;55;0;2;0;2;0
HAD;2018;270000441;270000110;0;;;;;55000;1;1;0;0;1;0;1;0;1;0;1;1;16;145;0;42;41;3832;0;1000;1278;89;0;34;14;30;13;3;19;0;10;0
HAD;2018;270016058;750047367;0;;;;;270000;1;0;0;0;1;1;;;;;;;35;334;0;199;3;12917;0;7046;38;231;0;131;3;73;45;0;24;0;11;0
HAD;2018;280001678;370001638;1;1;;;;445083;1;1;0;0;1;1;;;1;1;1;1;70;975;242;183;263;19899;3096;5681;1070;566;214;125;37;73;37;8;20;0;9;2
HAD;2018;290000785;220020739;0;;;;;300000;1;1;0;0;1;1;;;1;0;0;1;90;1114;0;379;349;20545;0;9925;1221;595;0;302;64;206;134;6;31;0;18;0
HAD;2018;290032838;350000626;0;;;;;167451;0;0;0;0;1;0;1;0;1;0;0;0;50;475;0;161;19;12084;0;3992;76;331;0;142;3;129;77;0;89;0;49;0
HAD;2018;290036375;290000447;0;;;;;;0;0;0;1;1;1;;;1;0;0;1;120;1410;28;458;52;34366;463;7754;284;985;23;421;12;439;288;3;360;0;259;1
HAD;2018;2A0001988;2A0001848;0;;;;;90000;1;1;0;0;1;0;1;0;1;0;0;0;30;217;0;69;0;9538;0;2783;0;127;0;54;0;68;35;0;26;0;9;0
HAD;2018;2A0002614;2A0002606;0;;;;;60000;0;0;0;0;0;1;0;0;1;0;0;0;25;102;0;63;0;2886;0;1946;0;60;0;43;0;15;13;0;1;0;0;0
HAD;2018;2B0000038;2B0004246;0;;;;;23000;;;;;;;;;1;0;1;1;20;74;0;48;4;2753;0;895;130;44;0;23;2;8;5;0;0;0;0;0
HAD;2018;2B0001739;2B0001689;0;;;;;142977;1;1;0;0;1;1;;;0;0;0;0;50;280;1;11;34;9940;56;178;1123;204;1;11;13;67;5;1;4;0;0;0
HAD;2018;2B0003289;2B0003198;0;;;;;;0;0;0;0;1;1;;;1;;;;35;427;0;207;147;18429;0;8213;6190;259;0;123;86;83;32;10;29;0;3;0
HAD;2018;300000031;300780053;1;3;300000031;300000056;300000064;178000;1;0;0;0;1;1;;;1;0;0;0;13;234;0;29;139;5735;0;744;2150;93;0;25;33;20;5;6;0;0;0;0
HAD;2018;300000056;300780079;1;2;300000031;;;20000;1;1;0;0;1;1;1;0;1;0;0;1;5;64;0;13;27;1757;0;278;34;31;0;12;3;45;3;0;33;0;16;2
HAD;2018;300000064;300780087;0;;;;;93000;1;1;0;0;1;1;;;1;0;1;1;8;107;0;59;0;2935;0;1215;0;84;0;48;0;3;23;0;0;0;0;0
HAD;2018;300012309;420002438;0;;;;;;0;0;0;1;1;1;;;1;0;0;0;30;309;0;119;3;15214;0;4713;27;244;0;109;3;101;61;0;44;0;26;0
HAD;2018;300013745;420002438;0;;;;;70000;0;0;0;1;1;1;;;1;0;0;0;30;316;0;129;5;10720;0;4108;96;229;0;105;5;81;50;0;27;0;17;0
HAD;2018;300013778;300013760;0;;;;;380000;0;0;0;0;1;1;1;;1;;;;40;485;0;261;14;13483;0;6100;197;381;0;216;4;171;120;2;86;0;61;2
HAD;2018;310000310;310780671;0;;;;;80000;1;1;0;0;1;0;1;0;1;0;0;0;20;225;0;91;27;6949;0;2432;1068;164;0;77;17;58;28;4;16;0;3;0
HAD;2018;310005459;310021886;1;1;310005459;;;900000;0;0;0;0;1;1;;;;0;;;120;1843;196;283;640;36316;4363;7865;3448;922;178;217;113;180;72;35;55;0;20;2
HAD;2018;310016977;310781406;0;;;;;;1;1;0;0;0;1;;;1;0;0;0;10;248;236;1;0;2802;1885;54;0;208;198;1;0;0;0;0;0;0;0;0
HAD;2018;310780259;310000096;1;2;310780259;310780259;;887472;0;0;0;0;1;1;0;0;1;0;0;1;85;1897;0;548;418;31048;0;9423;2289;501;0;139;78;104;41;6;18;0;3;1
HAD;2018;320004328;310000096;0;;;;;196930;0;0;0;0;1;1;0;0;1;0;0;0;30;145;0;48;0;3206;0;922;0;28;0;9;0;5;2;0;2;0;0;0
HAD;2018;330000332;330780545;1;2;330000332;;;333000;1;0;0;0;1;1;0;0;1;0;0;1;90;971;0;327;49;29042;0;9838;1128;538;0;241;16;177;102;1;67;0;34;0
HAD;2018;330000340;330780552;1;1;330000340;;;933266;1;1;0;0;0;1;;;1;1;0;1;230;4759;296;615;2518;79643;7133;22827;7539;1695;237;446;311;417;185;47;155;0;45;4
HAD;2018;330000589;330027509;0;;;;;128000;1;1;0;0;1;1;;;1;1;0;0;40;382;135;84;17;10698;3008;1722;217;281;99;70;11;60;28;2;33;0;13;0
HAD;2018;330025958;330025859;1;1;330025958;;;325000;1;1;0;0;1;1;;;1;0;0;1;90;770;1;261;109;21445;15;7118;661;482;1;210;20;184;114;3;114;0;80;0
HAD;2018;340000223;340011295;0;;;;;185000;1;0;0;0;1;0;1;0;1;0;0;0;30;153;0;55;10;6891;0;2028;493;116;0;45;6;60;28;1;39;0;20;0
HAD;2018;340016476;340016468;0;;;;;200000;0;0;0;1;1;1;;;1;0;0;0;50;459;0;246;16;18149;0;8597;524;350;0;213;10;128;92;1;52;0;39;0
HAD;2018;340017839;420002438;0;;;;;;0;0;0;1;1;1;;;1;0;0;0;30;389;0;181;10;15749;0;4249;66;329;0;178;3;188;123;1;159;0;107;0
HAD;2018;340017847;340018175;0;;;;;;0;0;0;0;1;1;;;1;0;0;1;30;252;0;100;19;8134;0;3000;564;215;0;89;14;69;37;3;20;0;10;0
HAD;2018;340021211;340780055;1;1;340016476;;;;1;0;0;0;1;1;0;0;1;0;0;1;15;250;0;49;40;7402;0;741;520;180;0;46;12;77;25;5;28;0;13;0
HAD;2018;340780154;340000116;0;;;;;;1;0;0;1;1;1;;;1;0;0;0;10;222;0;81;2;8861;0;2624;36;177;0;74;2;77;49;0;40;0;25;0
HAD;2018;340782036;340780477;1;2;340782036;340796663;;532000;1;0;1;0;1;1;;;1;1;0;1;68;1093;169;118;213;21807;2679;2133;2974;671;139;113;71;111;52;9;37;0;17;1
HAD;2018;350042628;350042578;0;;;;;832000;0;0;0;0;1;1;;;1;1;1;1;249;1721;88;677;98;45094;2495;15966;2324;1204;78;625;53;514;363;5;365;0;279;0
HAD;2018;350044772;350000626;0;;;;;257867;0;0;0;0;1;0;0;1;1;0;0;0;80;709;0;233;36;27160;0;6191;1558;466;0;201;23;210;92;1;80;0;24;1
HAD;2018;360000137;360000053;1;3;360000137;360000103;360000160;217312;1;1;0;0;1;1;;;1;1;0;0;30;288;0;71;0;6521;0;1380;0;217;0;62;0;76;27;0;26;0;11;0
HAD;2018;370009938;440052041;0;;;;;420000;1;1;0;0;1;1;0;0;1;0;1;1;120;843;0;440;55;29122;0;13012;991;588;0;364;17;281;212;5;153;0;110;0
HAD;2018;370103673;370001638;1;3;;;;619004;1;1;0;0;1;1;;;1;0;1;1;104;805;0;352;43;24844;0;9959;259;526;0;284;9;196;125;2;64;0;31;1
HAD;2018;380000067;380780080;0;;;;;570344;1;1;0;0;1;1;;;1;1;0;0;82;2785;330;134;1540;24451;6249;3092;2466;803;256;113;162;102;35;17;20;0;1;1
HAD;2018;380000174;380781435;0;;;;;190640;1;1;0;0;1;1;;;1;0;0;0;30;352;0;131;79;12925;0;4846;2702;206;0;101;37;57;37;6;14;0;9;1
HAD;2018;380000406;380784751;0;;;;;200000;1;1;0;0;1;0;1;0;1;0;0;0;30;221;0;53;30;6404;0;1492;365;136;0;46;14;53;16;3;22;0;6;0
HAD;2018;390004349;390004299;0;;;;;260204;1;0;0;0;1;1;;;1;0;0;0;53;450;0;248;37;19437;0;11796;1155;287;0;180;12;109;82;2;60;0;44;1
HAD;2018;400008199;400008108;0;;;;;150000;0;0;0;0;1;0;1;0;;;;;55;455;0;161;33;14593;0;5149;196;279;0;127;5;104;54;0;52;0;24;0
HAD;2018;400780888;400000535;0;;;;;225000;0;0;0;0;1;1;0;0;0;0;0;0;195;1245;0;442;9;71537;0;21229;98;835;0;347;9;357;166;2;27;0;18;0
HAD;2018;410005003;440052041;1;2;410008163;410008171;;335500;1;1;0;0;1;1;0;0;1;0;0;1;120;888;0;374;15;29285;0;11504;272;480;0;267;11;176;99;1;63;0;22;0
HAD;2018;420000010;420780033;1;5;420000010;;;;1;0;0;0;1;1;1;0;1;0;1;1;50;523;0;145;180;15705;0;4064;4167;309;0;115;60;83;39;13;15;0;3;1
HAD;2018;420002479;420002438;0;;;;;3000000;1;0;0;0;1;1;;;1;1;1;1;190;1797;150;355;174;55740;2953;13399;7291;962;114;256;110;182;95;16;89;0;32;4
HAD;2018;420010258;420010209;1;1;420010308;;;411821;0;0;0;0;1;1;;;1;0;0;0;100;564;0;248;44;24936;0;10702;2166;420;0;203;35;177;105;7;61;0;28;0
HAD;2018;420010308;420010209;1;1;420010308;;;59579;0;0;0;0;1;1;;;1;0;0;0;30;61;0;32;3;3714;0;2469;193;41;0;25;3;18;13;1;3;0;1;0
HAD;2018;430000117;430000018;1;2;430000117;430000117;;227000;0;0;0;0;1;1;;;1;0;0;1;35;413;0;99;55;12545;0;2186;2426;293;0;89;35;76;38;5;36;0;18;0
HAD;2018;440000271;440000289;0;;;;;;0;0;0;0;;;;;1;0;0;0;12;1028;75;13;386;5988;672;51;2727;182;67;4;47;0;0;0;0;0;0;0
HAD;2018;440012128;440003960;1;3;440012128;;;1064785;0;0;0;0;1;0;1;0;1;0;0;0;300;3997;19;906;1266;70361;404;25856;3434;2097;17;726;161;521;277;14;236;0;91;1
HAD;2018;440017440;440000057;0;;;;;300000;1;0;0;0;1;1;1;0;1;0;0;0;35;1593;0;284;837;16630;0;3644;1417;707;0;271;109;247;159;20;169;0;134;2
HAD;2018;450018528;370001638;0;1;;;;585665;1;1;0;0;1;1;;;1;1;1;1;90;1064;607;127;36;18583;6385;3957;217;824;557;93;10;53;30;0;18;0;7;0
HAD;2018;450018536;440052041;1;1;450018536;;;660000;1;0;0;0;1;1;0;0;1;;;;140;1442;146;599;41;51150;1184;19618;715;1011;142;479;21;412;273;5;242;0;162;0
HAD;2018;460000110;460780216;0;;;;;94868;1;1;0;0;1;0;1;0;1;1;0;1;20;270;20;81;19;6259;332;1596;168;212;17;70;4;75;34;0;29;0;10;0
HAD;2018;460006075;460006067;1;1;460006075;;;97000;0;0;0;0;1;1;;;1;0;0;0;35;202;0;80;3;8414;0;3117;87;147;0;60;3;59;22;2;36;0;11;0
HAD;2018;470009358;470009309;1;3;470009358;470009358;470009358;330866;0;0;0;0;1;1;0;0;1;0;0;0;100;917;1;350;15;33636;1;11705;104;631;1;263;9;216;96;3;86;0;29;2
HAD;2018;480001825;750047367;0;;;;;77000;1;0;0;0;1;1;;;1;;;;17;148;0;58;3;6422;0;1512;101;102;0;48;3;39;24;1;17;0;10;0
