BOR;AN;nofinesset;nofinessej;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;AUTOBS;AUTSSR;AUTCAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2016;510020548;750047367;0;;;;;110000;1;0;0;0;1;1;;;1;;;;39;250;0;124;6;10211;0;4595;262;156;0;81;5;44;25;0;2;0;2;0
HAD;2016;520003823;750047367;0;;;;;116000;1;0;0;0;1;1;;;1;;;;41;280;0;131;4;11542;0;4098;373;187;0;79;4;70;31;1;16;0;1;0
HAD;2016;530000017;530000025;0;;;;;81000;1;0;0;0;1;0;1;0;1;1;;;11;166;0;0;0;5186;0;0;0;86;0;0;0;21;0;0;0;0;0;0
HAD;2016;530000173;530000074;0;;;;;;;;;;;;;;;;;;12;101;0;21;13;2551;0;292;259;79;0;20;13;21;9;0;12;0;4;0
HAD;2016;530000264;530000371;1;2;530000173;530000017;;150000;1;0;0;0;1;0;0;0;1;0;1;1;19;342;0;109;8;7674;0;2092;136;205;0;100;6;82;48;1;47;0;34;1
HAD;2016;540000155;540000080;0;;;;;79400;1;0;0;0;1;0;1;1;1;0;0;1;20;210;0;67;8;4994;0;989;142;124;0;43;6;44;20;1;15;0;5;0
HAD;2016;540001096;570010181;0;;;;;120000;1;1;0;0;1;1;;;1;0;0;0;10;129;0;51;2;2726;0;705;44;107;0;45;2;35;20;0;21;0;13;0
HAD;2016;540001104;540000882;0;;;;;;1;0;0;0;1;1;;;1;;;;30;207;84;51;2;3048;1292;529;11;157;62;34;1;30;15;0;12;0;6;0
HAD;2016;540010568;540010519;0;;;;;540000;1;0;0;0;1;1;;;1;1;0;1;106;1509;385;429;252;38659;8320;11420;2745;933;285;297;66;202;113;9;56;0;27;0
HAD;2016;540020146;540006707;0;;;;;500000;0;0;0;0;1;1;;;1;0;0;0;50;483;0;79;12;14763;0;2129;157;389;0;62;7;207;32;1;14;0;5;0
HAD;2016;550000012;550006795;0;;;;;90000;1;1;0;0;1;1;;;1;1;0;1;15;313;107;48;11;7060;1913;982;84;240;85;42;4;43;14;1;11;0;3;0
HAD;2016;550000434;550003354;1;1;550000434;;;;1;1;0;0;1;1;0;0;1;0;0;0;40;290;0;157;5;9359;0;4157;70;213;0;116;3;82;52;1;34;0;25;0
HAD;2016;560000192;560000044;0;;;;;77400;1;1;0;0;1;1;0;0;1;0;0;0;20;205;0;93;13;6600;0;3168;179;131;0;66;9;46;19;0;12;0;1;1
HAD;2016;560008799;560013989;0;;;;;320000;1;1;0;0;1;0;1;0;1;1;1;1;80;865;106;452;5;28102;1998;17026;95;669;92;343;5;175;96;1;50;0;11;0
HAD;2016;560018509;560018459;1;1;560018509;;;285000;1;1;0;0;1;1;;;0;0;0;0;129;1271;224;488;84;46979;1439;18864;2825;1000;222;429;63;312;217;11;97;0;82;0
HAD;2016;560022188;350000626;1;4;350044772;290033679;220020341;144337;0;0;0;0;1;1;0;0;1;0;0;0;30;301;1;90;17;7438;8;2083;506;207;1;70;7;46;16;0;10;0;0;0
HAD;2016;570000091;750050759;0;;;;;250000;1;0;0;0;1;1;;;1;0;;;30;286;0;127;4;8525;0;2708;173;199;0;96;4;48;28;1;23;0;9;0
HAD;2016;570000117;570015099;0;;;;;64417;1;0;0;0;1;1;;;1;;;;20;168;0;53;5;6471;0;1353;221;114;0;42;4;29;14;0;21;0;5;0
HAD;2016;570000281;570005165;0;;;;;217925;;;;;;;;;1;1;1;1;32;466;165;147;1;8342;2876;3094;4;374;127;128;1;80;62;0;35;0;33;0
HAD;2016;570000901;570000158;0;;;;;100236;1;0;0;0;1;1;0;0;1;0;0;0;30;207;0;107;1;9066;0;4083;21;150;0;78;1;46;26;0;9;0;2;0
HAD;2016;570001099;570023630;0;;;;;400000;1;0;0;0;1;1;;;1;0;1;1;45;638;0;241;34;14441;0;4311;447;469;0;196;16;143;91;2;109;0;74;0
HAD;2016;580001899;750721334;0;;;;;209000;1;1;0;0;1;1;;;1;0;0;0;30;230;0;94;13;10682;0;3545;371;145;0;67;7;36;21;1;6;0;2;0
HAD;2016;580972669;580780070;0;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;15;13;0;5;0;375;0;106;0;11;0;4;0;4;1;0;1;0;1;0
HAD;2016;590025128;620001834;0;;;;;;0;0;0;0;1;0;0;0;1;0;0;0;40;678;0;240;33;15463;0;4113;250;521;0;211;16;145;80;0;62;0;44;0
HAD;2016;590025458;590782652;0;;;;;209322;;;0;0;1;1;;;1;0;0;0;30;862;0;216;389;14959;0;5642;1034;402;0;185;47;169;102;3;104;0;68;0
HAD;2016;590032108;590024469;0;;;;;247279;;;;;;;;;;;;;40;603;0;269;9;24885;0;8825;287;389;0;189;4;128;71;0;44;0;23;0
HAD;2016;590032199;590024469;0;;;;;162607;;;;;;;;;;;;;40;387;0;157;8;18348;0;4508;72;259;0;128;4;81;46;0;29;0;19;0
HAD;2016;590035838;590000485;0;;;;;24000;1;0;0;0;1;1;;;1;0;0;0;40;355;0;140;3;11094;0;2857;25;275;0;122;3;73;40;0;12;0;8;0
HAD;2016;590043469;590024469;0;;;;;252851;;;;;;;;;;;;;45;553;0;169;5;24796;0;4735;39;383;0;136;2;130;68;0;68;0;45;0
HAD;2016;590045407;590780193;0;;;;;126;1;0;0;0;1;0;0;0;1;;;1;65;1411;413;79;281;20299;7134;1891;1339;836;338;61;51;40;13;14;4;0;0;0
HAD;2016;590046124;590799995;0;;;;;;0;0;0;0;1;0;1;0;;;;;35;511;7;166;4;15474;26;4449;39;382;7;129;3;103;65;1;50;0;29;0
HAD;2016;590048476;590046785;0;;;;;;1;0;;;0;0;0;0;1;0;0;0;60;922;0;285;182;20441;0;7484;1138;610;0;235;38;196;107;11;99;0;64;1
HAD;2016;590812509;590799995;0;;;;;;0;0;0;0;1;0;1;0;;;;;120;930;0;297;4;29135;0;8021;13;646;0;236;2;168;98;0;72;0;42;0
HAD;2016;600000194;600100713;0;;;;;;1;1;0;0;1;0;0;0;1;;;;20;469;0;141;111;11096;0;4046;884;253;0;112;27;71;37;8;14;0;7;0
HAD;2016;600003008;600113278;0;;;;;400000;0;0;0;0;1;1;0;0;1;;;;78;594;15;245;12;22170;241;6774;459;380;12;162;8;88;54;1;14;0;7;0
HAD;2016;600010102;600100721;1;2;600000285;600113476;;180149;1;1;0;0;1;0;0;0;1;1;0;0;43;373;53;120;7;11119;1280;3225;179;256;44;87;7;55;27;1;15;0;7;0
HAD;2016;610004269;610787038;0;;;;;53800;1;0;0;1;1;1;;;1;0;0;1;20;154;0;62;0;4997;0;1531;0;106;0;46;0;46;14;0;6;0;3;0
HAD;2016;610005837;610005811;1;1;610007155;;;;1;0;1;0;1;1;;;1;;;;19;166;0;87;12;4312;0;2084;241;105;0;57;8;35;20;0;5;0;5;0
HAD;2016;610006256;610006769;1;1;610006777;;;;1;1;0;0;1;0;1;0;1;0;0;0;30;182;0;69;2;5600;0;1587;43;131;0;56;2;47;20;1;2;0;1;0
HAD;2016;610007155;610005811;1;1;610005837;;;;1;0;0;1;1;1;;;1;0;0;0;11;42;0;23;0;1548;0;950;0;32;0;15;0;11;3;0;3;0;2;0
HAD;2016;610007312;140000159;0;;;;;;0;0;0;1;1;1;;;1;;;;15;174;0;86;3;4029;0;1960;86;120;0;63;2;52;37;0;27;0;15;0
HAD;2016;620003889;590799995;0;;;;;;1;0;0;0;1;0;1;0;;;;;60;540;0;228;0;16676;0;7186;0;369;0;177;0;96;59;0;24;0;12;0
HAD;2016;620010348;590024469;1;1;620010348;;;283251;;;;;1;1;;;;;;;60;664;0;214;4;27197;0;5849;50;389;0;185;3;123;78;0;15;0;12;0
HAD;2016;620010389;590799995;0;;;;;280000;0;0;;0;1;0;1;0;;;;;80;777;118;311;1;27622;3241;8792;2;552;87;229;1;157;93;1;21;0;6;0
HAD;2016;620013649;620013599;0;;;;;280000;0;0;0;0;1;1;1;;;;;;75;850;0;426;2;33189;0;12766;10;559;0;329;2;200;142;0;67;0;47;0
HAD;2016;620105981;620000968;0;;;;;400000;1;1;0;0;1;0;0;0;1;;;1;126;1214;0;468;40;46148;0;12866;226;784;0;375;5;283;164;1;60;0;31;1
HAD;2016;630008118;630011153;0;;;;;600000;1;1;0;0;1;1;;;1;;;;80;449;0;359;19;26128;0;19336;448;307;0;247;12;86;68;0;9;0;6;0
HAD;2016;630010296;630001188;0;;;;;661248;0;0;0;0;1;1;1;0;0;0;0;1;;996;0;121;348;16309;0;3275;1581;551;0;100;52;110;44;9;22;0;7;1
HAD;2016;630010528;630000990;0;;;;;500000;0;0;0;0;1;0;1;0;1;0;0;0;50;351;0;132;9;14203;0;3828;231;220;0;94;8;73;43;2;7;0;4;0
HAD;2016;640000162;640780417;0;;;;;;1;1;0;0;1;0;0;0;0;1;0;0;6;258;258;0;0;3135;3135;0;0;199;199;0;0;0;0;0;0;0;0;0
HAD;2016;640000402;640780813;1;2;640780813;;;;1;0;0;0;1;0;0;0;1;0;0;1;40;280;0;87;11;11005;0;2551;609;201;0;67;8;79;36;2;17;0;7;0
HAD;2016;640000600;640781290;0;;;;;170984;1;0;0;0;1;0;0;0;1;0;1;1;46;489;0;92;7;16177;0;3812;20;237;0;66;2;57;21;1;14;0;3;0
HAD;2016;640013298;640011508;1;2;640013298;640013298;;122000;0;0;0;0;1;0;0;0;1;0;0;0;46;408;0;134;3;15406;0;2996;46;298;0;106;3;123;47;0;36;0;14;0
HAD;2016;640789699;640003570;0;;;;;310000;1;0;0;0;1;1;1;1;1;0;0;0;100;805;0;371;5;38895;0;14534;373;496;0;226;2;193;98;1;67;0;27;0
HAD;2016;650001779;650001738;1;2;650001779;650001779;;228854;0;0;0;0;1;1;;;0;0;0;0;50;690;0;197;34;18219;0;5723;299;453;0;165;14;162;71;3;41;0;21;0
HAD;2016;660000084;660780180;1;1;660000167;;;;1;0;0;0;1;1;;;1;1;0;0;60;492;75;123;0;14033;1617;2770;0;373;66;103;0;72;26;0;17;0;6;0
HAD;2016;660006172;660790379;0;;;;;240000;1;0;0;0;1;0;1;0;1;;;;45;318;0;110;2;10949;0;3506;22;249;0;99;2;99;44;0;16;0;2;0
HAD;2016;670005479;670000652;0;;;;;550000;1;0;0;0;1;0;1;0;1;;;;100;859;0;216;4;29245;0;5499;160;564;0;154;4;162;29;0;71;0;4;0
HAD;2016;670008838;670000785;0;;;;;350000;1;0;0;0;1;0;0;0;1;0;1;1;60;359;0;118;3;10150;0;3991;169;237;0;76;3;50;17;0;13;0;2;0
HAD;2016;670780113;670780055;0;;;;;473475;1;1;0;0;1;1;;;0;1;0;0;18;392;392;0;0;4846;4846;0;0;327;327;0;0;0;0;0;0;0;0;0
HAD;2016;670798636;670014604;0;;;;;119319;1;1;0;0;;;;;1;;;;25;181;0;70;5;4836;0;1437;232;144;0;57;3;45;19;0;23;0;10;0
HAD;2016;680007648;680007598;0;0;;;;375000;1;0;0;0;1;0;0;0;1;0;1;1;60;608;0;171;11;15539;0;3940;282;495;0;142;6;151;54;1;33;0;10;0
HAD;2016;680017829;680017811;0;;;;;490400;0;0;0;0;1;0;1;0;;;;;75;702;0;257;52;20767;0;6414;658;490;0;191;18;100;40;4;9;0;1;0
HAD;2016;690000880;690783220;0;;;;;1952727;1;1;0;0;1;1;0;0;;;;1;201;2701;0;895;884;72411;0;34033;9008;1300;0;652;336;122;83;18;7;0;7;0
HAD;2016;690019799;690007182;1;1;420013005;;;2000000;1;0;;;1;1;0;0;1;0;1;;100;451;0;20;0;9044;0;766;0;144;0;10;0;0;0;0;0;0;0;0
HAD;2016;690788930;690001623;1;2;690007588;380008979;;2000000;1;0;0;0;1;1;;;1;0;0;0;342;2892;0;834;274;125223;0;28717;5370;1822;0;721;140;650;344;24;96;0;37;0
HAD;2016;700000698;250017803;0;;;;;;1;1;0;0;1;0;0;0;0;0;0;0;25;241;0;110;6;13085;0;5421;183;170;0;87;2;51;37;1;6;0;2;0
HAD;2016;710010067;710780644;1;1;;;;;1;1;0;0;1;1;;;1;0;0;1;20;115;0;63;4;4319;0;1957;38;72;0;42;2;30;21;0;15;0;12;0
HAD;2016;710780917;710000274;0;;;;;;1;1;0;0;1;;;;1;0;0;0;25;177;0;39;4;4275;0;835;58;117;0;34;3;25;12;0;14;0;2;0
HAD;2016;710978263;710780958;0;;;;;145000;1;1;0;0;1;0;1;0;1;1;;;17;218;0;60;4;6142;0;1306;53;125;0;40;2;29;11;0;11;0;3;0
HAD;2016;710978289;710780263;1;1;710978289;;;210000;1;1;0;0;1;0;0;0;0;0;0;0;40;385;0;56;59;8493;0;1409;534;208;0;41;12;38;12;0;27;0;9;0
HAD;2016;710978347;570010181;0;;;;;146877;1;1;0;0;;;;;1;1;0;0;45;666;187;134;39;14672;1599;5002;1045;422;170;97;19;88;36;4;17;0;4;0
HAD;2016;720000124;720000066;0;;;;;208133;1;0;0;0;1;1;;;1;0;1;1;30;220;0;107;8;5552;0;2323;81;146;0;85;4;54;38;0;42;0;34;0
HAD;2016;720016856;720008390;1;4;720016856;;;450000;1;0;0;0;0;0;1;0;1;0;0;0;75;1033;0;523;19;18672;0;13353;208;445;0;285;10;126;105;0;56;0;43;1
HAD;2016;730000031;730000015;0;;;;;;1;1;0;0;1;1;;;1;;;;30;505;0;125;64;9604;0;2270;532;290;0;96;27;81;29;5;6;0;1;0
HAD;2016;730000049;730002839;0;;;;;128596;1;0;0;0;1;0;1;0;1;0;1;1;15;182;0;34;53;4875;0;969;475;98;0;29;10;27;8;1;3;0;0;0
HAD;2016;730000080;730780103;0;;;;;41607;1;1;;;1;1;;;1;1;1;0;15;241;0;44;99;3923;0;1258;507;90;0;39;16;31;19;0;5;0;2;0
HAD;2016;740000237;740781133;0;;;;;294920;1;0;0;0;1;1;0;0;1;0;0;0;30;390;0;118;126;8409;0;2418;1480;246;0;103;52;78;38;11;30;0;18;0
HAD;2016;740000302;740781133;0;;;;;143420;1;0;0;0;1;1;0;0;1;0;0;0;20;169;0;40;59;3014;0;896;740;94;0;38;16;26;13;1;7;0;2;0
HAD;2016;740000328;740790381;0;;;;;138000;1;1;0;0;1;1;;;1;0;0;1;20;622;0;100;385;5660;0;1542;1298;214;0;60;64;36;19;7;10;0;7;0
HAD;2016;740010475;740000203;0;0;;;;290000;0;0;0;0;1;1;;;1;0;0;0;52;404;0;189;8;17464;0;6070;204;258;0;143;5;107;68;1;31;0;19;0
HAD;2016;740781141;740790258;0;;;;;200000;1;1;1;0;1;1;;;1;0;0;1;20;417;0;80;180;5784;0;1205;664;207;0;77;43;54;30;5;29;0;14;0
HAD;2016;740781224;740001839;0;;;;;110000;0;0;0;0;1;1;;;1;1;0;0;18;164;9;50;30;3477;150;866;640;122;9;48;14;38;22;2;7;0;5;0
HAD;2016;750042459;750712341;1;4;750042459;750042459;750042459;;0;0;1;0;1;1;;;1;1;1;1;300;6502;3432;869;538;105285;17573;22225;12431;5228;3405;611;191;491;263;24;169;0;62;0
HAD;2016;750806226;750712184;0;;;;;12142802;0;0;1;0;1;1;;;1;1;1;1;820;16396;3049;1535;6299;264318;38495;48451;37210;7574;2687;1059;1082;1185;438;227;208;0;57;12
HAD;2016;760000463;760024042;0;;;;;210000;1;0;;;1;1;;;1;0;1;1;30;338;0;215;13;8802;0;4699;69;253;0;173;5;96;81;1;41;0;35;0
HAD;2016;760016659;760027359;0;;;;;182000;0;0;0;0;1;1;;;1;0;0;0;30;224;0;80;14;6002;0;1974;74;144;0;52;5;28;10;0;2;0;0;0
HAD;2016;760020529;760000257;0;;;;;207250;0;0;0;0;1;0;0;0;1;0;0;;30;293;0;158;0;9439;0;4665;0;221;0;125;0;73;57;0;12;0;10;0
HAD;2016;760021329;760000448;0;;;;;260000;0;0;0;0;1;0;1;0;1;0;0;;25;327;0;89;2;7448;0;1642;2;227;0;79;1;67;34;0;38;0;19;0
HAD;2016;760027938;760780734;0;;;;;170000;1;1;0;0;1;1;;;1;1;1;1;30;239;0;141;1;7267;0;3692;60;177;0;92;1;52;36;0;9;0;5;0
HAD;2016;760783035;750721334;0;;;;;;1;0;0;0;1;0;1;0;1;;0;0;60;827;303;248;19;20585;1948;7109;597;675;283;209;14;149;113;2;55;0;46;0
HAD;2016;760805770;760780726;0;;;;;;;;;;;;;;0;1;0;0;5;267;267;0;0;1928;1928;0;0;243;243;0;0;0;0;0;0;0;0;0
HAD;2016;770000164;770110062;0;;;;;250000;1;1;0;0;1;0;1;0;1;1;0;0;30;243;0;97;2;6316;0;2845;6;186;0;71;1;57;27;0;35;0;15;0
HAD;2016;770000446;770700185;1;1;770700185;;;0;0;0;0;0;0;0;0;0;;1;;;6;463;438;0;0;3260;2989;0;0;419;398;0;0;0;0;0;0;0;0;0
HAD;2016;770016475;770014207;0;;;;;298000;1;1;0;0;1;1;0;0;1;0;0;0;80;194;0;87;18;6811;0;2872;268;120;0;58;12;41;22;1;25;0;13;0
HAD;2016;770700011;750042590;0;;;;;277379;0;0;0;0;1;1;0;0;;;1;;30;190;0;6;1;9540;0;312;2;141;0;4;1;26;0;0;5;0;0;0
HAD;2016;780004529;310021233;0;;;;;1000000;0;0;0;0;1;1;;;1;0;0;0;72;313;0;88;13;16615;0;5507;969;178;0;65;7;84;34;4;24;0;8;0
HAD;2016;790000087;790000012;0;;;;;151323;1;0;0;0;1;1;1;1;1;0;0;0;33;315;0;107;38;12040;0;3822;1718;189;0;74;21;59;26;6;17;0;5;0
HAD;2016;790000111;790019491;0;;;;;;1;1;0;0;1;0;1;0;1;0;0;0;10;95;0;47;5;3409;0;1435;111;71;0;32;5;26;11;0;4;0;0;0
HAD;2016;790000137;790019491;0;;;;;;1;1;0;0;1;0;1;0;1;;;;10;100;0;57;1;3564;0;2246;5;76;0;48;1;26;20;0;5;0;1;0
HAD;2016;790017289;790017271;0;;;;;160000;1;1;0;0;1;0;1;0;0;0;0;0;20;288;0;129;15;8844;0;4153;378;192;0;76;11;60;28;0;12;0;1;0
HAD;2016;800000226;800000069;0;;;;;79664;1;1;0;0;1;1;0;0;1;0;0;0;30;192;0;66;10;7151;0;1836;122;118;0;54;5;37;20;1;6;0;1;0
HAD;2016;800000523;800000853;0;;;;;;1;0;0;0;1;1;;;1;0;0;0;52;758;0;342;15;41022;0;14651;657;435;0;221;12;154;91;3;14;0;10;0
HAD;2016;800015448;800000093;0;;;;;85217;1;0;0;0;1;1;0;0;1;0;0;0;10;202;0;54;0;3898;0;1371;0;162;0;46;0;65;25;0;12;0;2;0
HAD;2016;800015489;800000036;0;;;;;29900;1;1;0;0;1;1;0;0;1;0;1;1;10;119;0;30;1;4065;0;1683;7;91;0;28;1;32;15;0;16;0;6;0
HAD;2016;800015539;800000028;0;;;;;134733;1;1;0;0;1;0;1;1;1;0;0;0;30;346;0;101;22;7927;0;2296;144;262;0;93;11;59;21;1;0;0;0;0
HAD;2016;800015588;800000077;0;;;;;;1;0;0;0;1;1;;;1;0;0;0;10;125;0;56;0;3824;0;1943;0;83;0;35;0;34;18;0;12;0;7;0
HAD;2016;800016768;800003071;0;;;;;61625;1;1;0;0;1;1;;;1;0;0;0;15;156;0;65;9;5675;0;1967;297;94;0;44;6;27;13;1;7;0;2;0
HAD;2016;800016776;800000085;0;;;;;61625;1;1;0;0;1;1;;;1;0;0;0;15;149;0;76;7;6102;0;2029;318;101;0;53;3;42;24;0;8;0;3;0
HAD;2016;810000505;810000331;1;2;810000505;810000448;;173978;0;0;0;0;1;0;1;0;1;0;0;0;30;334;37;66;11;9323;174;1532;30;199;34;29;2;55;9;1;37;0;1;0
HAD;2016;810000521;810000380;0;;;;;114460;0;0;0;0;1;1;;;0;1;0;0;3;53;53;0;0;996;996;0;0;50;50;0;0;0;0;0;0;0;0;0
HAD;2016;810007989;750056335;0;;;;;215000;0;0;0;0;1;1;0;0;1;0;0;0;51;224;0;50;10;7199;0;2138;450;153;0;40;7;45;20;1;7;0;1;0
HAD;2016;820000032;820000016;0;;;;;175068;1;0;0;0;1;0;1;0;1;0;0;1;26;312;0;84;36;7336;0;2764;211;169;0;65;6;53;25;0;13;0;4;0
HAD;2016;820000883;820004950;0;;;;;54000;1;1;0;0;1;1;;;1;0;0;1;21;270;0;111;23;7516;0;2928;444;201;0;90;9;89;44;2;10;0;5;0
HAD;2016;830012498;830014049;0;;;;;;1;0;0;0;1;0;1;0;0;0;0;0;100;375;0;109;19;11020;0;2051;758;260;0;88;11;105;44;0;38;0;14;0
HAD;2016;830019600;830000063;0;;;;;;0;0;0;0;1;0;1;0;1;0;0;1;45;295;1;125;14;14014;35;5443;554;193;1;82;7;72;38;0;2;0;0;0
HAD;2016;830100392;830000154;0;;;;;110000;1;0;0;0;1;0;0;0;1;0;0;1;40;291;0;107;4;15926;0;3086;110;209;0;93;2;90;45;0;33;0;5;0
HAD;2016;830207114;830001855;1;2;830207114;;;700000;0;0;0;0;1;0;1;0;1;0;0;0;190;1240;0;283;33;66168;0;11036;1362;795;0;209;21;353;108;3;163;0;42;1
HAD;2016;840011340;840003164;0;;;;;;1;0;0;0;1;0;1;0;1;;;;140;704;0;349;39;41201;0;18828;454;435;0;232;5;176;100;1;69;0;13;0
HAD;2016;850006008;850005968;0;;;;;597840;1;0;0;0;1;0;1;0;1;0;1;0;131;1631;0;561;131;48704;0;21179;273;1165;0;442;22;235;134;3;50;0;11;0
HAD;2016;860000025;860013382;1;1;860000033;;;120516;1;0;0;0;1;1;;;1;;;;27;282;0;109;15;6927;0;2436;112;213;0;89;8;82;35;3;25;0;3;0
HAD;2016;860000223;860014208;1;2;860011014;860000058;;150000;1;1;0;0;0;0;0;0;1;0;0;0;25;728;0;36;258;9821;0;565;787;374;0;29;40;109;6;18;46;0;1;3
HAD;2016;860008929;860008879;0;;;;;259068;0;0;0;0;1;1;;;1;1;1;0;40;318;0;56;19;11564;0;1804;310;236;0;44;15;108;20;1;15;0;2;0
HAD;2016;870003514;870000015;1;1;870000270;;;376199;1;0;0;0;1;0;1;0;1;0;0;0;40;950;0;171;348;20117;0;4739;1536;387;0;123;54;130;50;17;11;0;7;0
HAD;2016;870004231;870004074;1;3;870004231;870004231;870004231;35000;1;1;0;0;1;1;0;0;1;;;1;60;812;0;154;466;20675;0;5610;1048;248;0;101;53;88;50;14;1;0;0;0
HAD;2016;880000039;880780069;0;;;;;168729;1;0;0;0;1;1;;;1;;;;18;274;88;81;4;7603;1357;2245;310;224;82;62;2;43;21;1;0;0;0;0
HAD;2016;880006606;750056335;0;;;;;130000;1;0;0;0;;;;;1;0;0;0;30;252;0;113;20;9605;0;4639;340;161;0;81;9;42;18;2;10;0;4;0
HAD;2016;880006721;750056335;0;;;;;75000;1;1;0;0;1;1;;;1;0;0;0;18;173;1;81;6;6523;39;2260;126;105;1;46;2;24;12;0;13;0;3;0
HAD;2016;890009178;750047367;0;;;;;170000;1;0;0;0;1;1;;;1;;;;60;208;0;124;2;5240;0;2562;11;152;0;88;2;51;34;1;25;0;13;0
HAD;2016;890975527;890000037;0;;;;;;;;0;0;;;;;1;0;0;0;20;72;0;36;4;1280;0;565;96;64;0;33;3;29;20;0;11;0;7;0
HAD;2016;890975543;890000417;1;2;890975543;890975550;;;;;;;;;;;1;0;0;0;50;292;0;142;15;7026;0;2260;390;214;0;122;10;87;68;2;45;0;42;0
HAD;2016;890975550;890970569;0;;;;;39500;0;0;0;0;1;1;;;1;0;0;0;0;77;0;35;8;1428;0;478;218;62;0;33;5;30;22;1;16;0;15;0
HAD;2016;890975568;890000433;0;;;;;38075;1;0;0;0;1;0;1;0;1;0;0;;10;50;0;28;4;1011;0;702;27;43;0;25;4;20;9;2;7;0;5;0
HAD;2016;920000585;920026374;0;;;;;541486;0;0;0;0;0;0;1;0;;;;;6;755;755;0;0;3119;3119;0;0;714;714;0;0;0;0;0;0;0;0;0
HAD;2016;920000619;920009909;0;;;;;1591403;0;0;0;0;0;1;1;0;0;1;0;0;4;72;72;0;0;470;470;0;0;61;61;0;0;0;0;0;0;0;0;0
HAD;2016;920300043;920001526;0;;;;;400704;0;0;0;0;1;1;0;0;0;1;0;0;6;206;206;0;0;1283;1283;0;0;192;192;0;0;0;0;0;0;0;0;0
HAD;2016;920813623;920029097;0;;;;;12010000;0;0;0;0;1;1;;;0;0;0;0;1450;28551;4208;2443;13239;530951;25755;97004;79034;13095;4145;1613;2006;1751;514;280;251;0;15;8
HAD;2016;930000286;930021480;0;;;;;385000;1;1;0;0;1;0;0;0;1;0;0;0;20;334;0;52;93;6013;0;1047;832;210;0;46;43;56;17;6;11;0;2;1
HAD;2016;930706239;930110051;0;;;;;;1;0;0;0;0;1;1;0;;;1;;20;140;0;2;0;4264;0;20;0;109;0;2;0;34;1;0;0;0;0;0
HAD;2016;950000323;950013870;0;;;;;573895;1;1;0;0;1;1;0;1;;;1;;20;277;0;69;0;4835;0;695;0;223;0;67;0;134;56;0;114;0;57;0
HAD;2016;970100020;970100152;0;;;;;74728;0;1;0;0;1;1;0;0;1;1;1;1;30;208;0;102;1;18909;0;5338;2;149;0;82;1;74;45;0;2;0;2;0
HAD;2016;970100418;970100194;0;;;;;61000;0;0;0;0;1;1;;;1;0;0;0;45;161;2;59;0;16559;87;3984;0;112;1;44;0;50;21;0;0;0;0;0
HAD;2016;970100442;970100228;0;;;;;141382;1;1;0;0;;;;;;;;;35;166;1;57;11;11653;20;2635;477;130;1;47;9;72;32;1;0;0;0;0
HAD;2016;970102596;970100491;1;1;970111563;;;124700;0;0;0;0;0;0;1;0;;;;;75;340;0;156;12;27268;0;10794;278;249;0;130;5;115;71;1;17;0;14;0
HAD;2016;970103099;970100525;0;;;;;72918;0;0;0;0;1;0;0;0;1;1;1;1;60;273;0;100;6;12983;0;3423;315;199;0;93;4;106;59;0;16;0;9;0
HAD;2016;970111217;970111209;0;;;;;11066;0;0;0;0;1;1;;;1;0;1;1;20;44;0;35;0;3420;0;2359;0;26;0;20;0;6;5;0;1;0;1;0
HAD;2016;970111365;970111969;0;;;;;99786;0;0;0;0;1;1;;;;;;;50;243;0;115;0;18202;0;6774;0;167;0;90;1;76;49;0;0;0;0;0
HAD;2016;970111563;970100491;0;;;;;44900;0;0;0;0;1;0;0;0;;;;;29;171;2;52;3;9354;43;2918;34;140;2;44;2;32;20;0;10;0;7;0
HAD;2016;970112033;970100210;0;;;;;;0;0;0;0;1;1;;;1;0;0;;40;129;0;70;7;14250;0;5270;821;98;0;59;6;54;37;0;0;0;0;0
HAD;2016;970212833;970212825;0;;;;;386486;0;0;0;0;1;0;1;0;0;0;0;0;64;323;0;123;13;13622;0;4303;267;222;0;92;3;91;47;1;1;0;1;0
HAD;2016;970303608;970303590;0;;;;;30533;0;0;0;0;1;1;;;1;1;;;45;225;136;16;;11925;4629;1426;37;206;120;15;;16;;0;0;0;0;0
HAD;2016;970303640;970303590;0;;;;;126764;0;0;0;0;1;1;0;0;1;1;1;1;170;600;143;145;0;27861;4293;9684;0;497;124;103;0;43;7;0;1;0;1;0
HAD;2016;970303657;970303590;0;;;;;95000;0;0;0;0;1;1;;;0;;;;50;293;102;50;0;12274;2584;3503;0;200;99;30;0;10;3;0;0;0;0;0
HAD;2016;970304614;970304739;0;;;;;;0;1;0;0;1;1;0;0;1;0;1;1;40;45;0;7;0;4428;0;337;0;35;0;5;0;14;5;0;0;0;0;0
HAD;2016;970403119;970463600;1;3;970404851;970406625;;321900;0;0;0;0;1;1;;;1;0;0;0;50;363;0;140;15;16609;0;5536;813;246;0;114;10;55;42;0;2;0;1;0
