BOR;AN;nofinesset;nofinessej;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2018;310000310;310780671;1;446;;414;1.65;1;30;0;998;0;10431;2;;2;;3.71;;;;1;;11;22;;;4;3;;;;5;11.83;19.01;;;7.31
MCOGER;2018;310013628;310786256;1;273;30;269;0.95;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;310022298;310781406;1;1095;186;1169;5.8;1;18;4;588;865;6422;2;2;5;4;2.67;2.17;0;0;0;0;8;14;;;1;3;6;2;;4;11.42;16.84;0.2;;1.65
MCOGER;2018;310026927;310026794;1;63;0;63;0.5;1;26;;135;0;1024;2;2;;;2;2;0;0;1;1;12;9;;;;;1;;;;12.16;10.58;;;
MCOGER;2018;310780101;310026794;1;91;0;123;0.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;310780309;310026794;0;;;;;1;12;3;;;;;;;;;;;;;;1;2;;;;;;;;;11.31;5.97;;;
MCOGER;2018;310780366;310000153;0;;;;;1;10;1;;;;;;2;2;1;0.7;0;0;1;1;6;6;;;;;;;;2;5;5;0;0;0.5
MCOGER;2018;310781000;310788880;1;472;0;472;1.5;1;24;0;88;0;660;2;2;3;3;3.78;3.78;;;;;6;10;;;;1;;;;;8.29;13.41;;;
MCOGER;2018;310782347;310789136;1;2;239;227;0.19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;310783048;310781406;1;1062;228;1002;4.1;1;68;5;3012;2161;23205;2;2;11;8;8.59;4.69;0;0;1;1;45;52;;;5;7;6;1;;9;43.46;50.66;0.5;;8.96
MCOGER;2018;310783055;310781406;0;;;;;1;20;;1476;0;7259;3;2;2;2;2.77;2.18;0;0;1;1;13;13;;;1;2;1;;;1;13.99;13.12;;;1.27
MCOGER;2018;310783063;310781406;0;;;;;1;;8;0;2308;0;;;7;5;3.97;2.17;0;0;0;0;3;3;;;1;1;1;;;7;3.76;3.5;;;5.1
MCOGER;2018;310786389;310001433;0;;;;;1;5;;190;0;773;;;;;;;0;;1;;19;17;1;;;5;14;1;;;2.83;2.49;0.22;;
MCOGER;2018;320000086;320780117;1;381;0;372;1.6;1;20;0;692;0;7100;3;;0;;3;;0;0;1;1;;;;;1;13;18;;;;7.45;12.32;;;1
MCOGER;2018;320000102;320780133;0;;;;;1;20;;729;0;7067;1;;1;;1.5;;;;;;7;10;;;3;5;1;;;4;10.15;10.87;;;4.06
MCOGER;2018;330000340;330780552;0;;;;;1;32;0;1020;0;9677;2;2;;;3.24;3.24;0;0;1;1;12;12;;;5;2;1;;;4;13.18;13.18;;;2.55
MCOGER;2018;330000555;330781204;1;685;37;695;2.7;1;28;;951;0;10029;4;4;;;3.1;3.1;0;0;0;0;11;16;;;2;;2;;;2;10.2;17.2;;;2.52
MCOGER;2018;330000589;330027509;1;191;0;114;1.83;1;;;545;0;6280;0;0;3;0;3.34;0.97;0;0;1;1;0;0;0;0;4;12;16;0;0;2;6.45;8.96;0;0;1.12
MCOGER;2018;330000597;330027509;0;;;;;1;12;;70;46;709;1;1;0;0;0.22;0.22;;;;;2;7;0;0;1;1;0;0;0;1;0.59;1.26;0;0;0.57
MCOGER;2018;330000605;330781253;1;358;17;315;2.5;1;71;5;2792;431;25898;9;9;;;8.41;8.41;0;0;1;1;32;40;3;1;12;2;1;0;0;6;35.68;40.47;3.29;1.06;20.89
MCOGER;2018;330000613;330781261;0;;;;;1;19;0;671;0;6654;1;1;2;;1.9;1;0;0;1;1;;;;;;17;22;;;10;7.53;11.62;;;4.33
MCOGER;2018;330780354;330000225;0;;;;;1;37;;672;0;6566;;;8;4;3.6;2.56;0;;1;;7;9;;;;4;8;;;;9.3;12.22;;;
MCOGER;2018;330780370;750034589;0;;;;;1;;3;0;1205;0;;;2;;1.37;;0;0;0;0;;;;;;2;;;;8;1.18;;;;3.9
MCOGER;2018;330780495;330796392;0;;;;;1;12;4;11;28;50;1;1;;;0.25;0.25;;;;;;;;;;;;;;;;;;;
MCOGER;2018;330781337;330781196;1;2531;1224;1847;18.47;1;60;4;1171;724;19516;6;;6;;10.98;;0;0;1;1;30;26;2;;24;5;1;1;;3;35;31.02;1.5;;30.9
MCOGER;2018;330781352;330781196;0;;;;;1;15;0;585;0;5261;2;2;;;1.53;1.33;0;0;1;1;10;13;;;4;;1;;;1;9.51;12.54;;;4.37
MCOGER;2018;340000033;340780055;1;334;385;719;3;1;12;0;512;0;4155;;;4;;1.33;;0;0;1;1;6;3;;;1;2;2;1;;8;6.49;4.54;0.08;;2.84
MCOGER;2018;340000207;340780493;1;466;0;418;0.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;340000223;340011295;1;1494;0;498;2.39;1;14;0;512;0;4958;1;0;1;1;1.5;0.5;;;;;7;5;0;0;1;3;1;0;0;5;6.24;5.47;0;0;3.09
MCOGER;2018;340008275;340780477;1;893;0;;8.4;1;44;7;1281;1215;15772;9;2;4;;6.58;1.18;0;0;1;1;28;24;1;;5;1;1;2;;6;26.4;22.69;1.32;;5.45
MCOGER;2018;340022979;340000306;0;;;;;1;15;0;585;0;4681;2;2;;;2;2;0;0;1;1;4;4;;;;1;;;;1;4.77;4;;;0.5
MCOGER;2018;340780436;340011295;0;;;;;1;10;;267;0;3559;0;0;1;1;0.45;0.45;;;;;3;2;0;0;0;9;9;0;0;6;5.68;5.93;0;0;2.17
MCOGER;2018;350000147;350000022;1;686;0;512;2.15;1;52;;1702;24;19193;;;6;6;5.28;5.28;0;0;0;0;14;17;2;;14;8;13;;;6;18.52;23.73;1;;9.2
MCOGER;2018;350000154;350000030;1;1379;;571;2.8;1;30;;908;0;11120;4;1;;;2.53;0.65;0;0;1;1;6;13;;;5;8;6;;;1;12.3;17.6;;;4.9
MCOGER;2018;350000162;350000048;1;434;19;427;2.3;1;30;1;739;85;10741;1;1;;;2.04;1;;;1;1;11;17;;;4;6;3;;;3;12.67;16.36;;;5.76
MCOGER;2018;350000188;350000055;1;270;82;258;1.3;1;16;;653;0;5601;2;1;0;0;0.65;0.29;0;0;1;1;8;7;1;;3;3;3;0;;1;6.4;8.49;0.2;;3.05
MCOGER;2018;350000741;350005179;1;1163;;944;4;1;30;5;720;657;10820;7;5;4;4;4.83;4.23;0;0;1;1;15;14;1;0;13;10;4;1;0;2;21.47;15.07;0.89;0;10.63
MCOGER;2018;350002192;220020739;1;230;0;224;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;350005021;440042844;0;;;;;1;;7;0;1448;0;4;;10;;14.75;;0;;1;;21;20;1;1;5;8;12;2;2;0;27.05;29.5;1.2;1.7;5
MCOGER;2018;360000038;360000046;0;;;;;1;20;0;462;0;6091;2;2;;;1.44;1;0;0;1;1;7;8;;;5;;;;;;5.64;8.45;;;4.9
MCOGER;2018;360000137;360000053;1;632;0;632;2;1;16;;485;0;5309;;;;;;;;;;;14;9;;;9;;;;;1;14;9;;;9.5
MCOGER;2018;370000531;370000606;0;;;;;1;12;1;393;35;4206;1;1;0;0;1;1;0;0;1;0;2;7;0;0;0;1;2;1;0;6;3.65;8.06;0.5;0;2.19
MCOGER;2018;370000580;370000564;0;;;;;1;25;;679;0;6450;2;;;;1.7;;0;;1;;8;17;;;6;4;1;;;3;10.6;14.9;;;5.57
MCOGER;2018;370000861;370000481;1;2;412;414;6.5;1;25;;821;0;9170;5;2;1;;3.7;1.5;0;0;0;0;8;20;;;5;5;6;;;1;9.45;20.98;;;5.44
MCOGER;2018;370000879;370000564;0;;;;;1;28;2;1083;276;8602;2;;;;2;;0;;1;;14;20;;;10;;1;;;;10.3;17.15;;;9.06
MCOGER;2018;370000903;370000614;0;;;;;1;0;3;0;107;0;;;1;1;0.2;0.2;0;0;0;0;;;;;;1;;;;2;0.3;;;;0.3
MCOGER;2018;370004467;370000481;1;500;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;380000034;380780049;1;285;173;;4.96;1;27;1;771;4;9574;1;0;5;0;3.63;0.01;;;1;1;8;8;0;0;1;1;2;0;0;3;8.7;9.24;0;0;2.81
MCOGER;2018;380000042;380780056;0;;;;;1;26;0;750;0;8312;2;2;;;2;2;1;0;1;0;12;11;;;8;2;3;;;1;10.51;11.93;;;6.86
MCOGER;2018;380000067;380780080;1;1219;351;1033;6;1;46;4;809;629;8938;8;3;1;;7.41;1.7;1;1;1;1;18;13;;;19;10;4;1;;13;17.72;11.73;0.65;;18.32
MCOGER;2018;380000174;380781435;1;1206;239;1062;6.22;1;36;2;959;129;12570;;;11;11;5.58;5.58;0;0;0;0;5;;1;;1;40;41;5;;32;23.8;19.05;2.53;0;15.98
MCOGER;2018;380000406;380784751;1;806;85;857;5.11;1;20;;678;0;7159;0;0;9;0;4.44;0.02;;;;;9;9;0;0;0;3;3;1;0;6;10.01;10.57;0.28;0;1.81
MCOGER;2018;380012658;380012609;1;111;0;105;0.15;1;18;0;563;0;6097;1;0;2;2;2;1;0;0;1;1;3;6;0;0;;6;1;0;0;3;7.1;7.7;0;0;0.45
MCOGER;2018;380020388;380784751;0;;;;;1;;1;0;54;0;;;;;;;;;;;1;;;;;;;;;;0.2;;;;
MCOGER;2018;380785956;380795211;0;;;;;1;20;0;454;0;5432;2;2;1;0;2.8;2;0;0;1;1;16;9;0;0;0;0;0;0;0;1;9;9;0;0;0.5
MCOGER;2018;390000040;390780146;1;1241;301;754;4.15;1;27;0;797;0;9729;3;2;2;2;3.59;3.33;0;0;0;0;7;9;;;6;6;6;2;;6;9.94;11.89;0.8;;6.7
MCOGER;2018;390000214;390780146;0;;;;;1;0;0;561;0;6874;0;;2;;0.25;;0;;0;;0;0;;;0;0;0;;;0;9.01;8.32;;;6.09
MCOGER;2018;390000222;390780609;1;;;;1.8;1;24;0;857;0;7937;3;1;;;2.5;1.83;0;0;1;1;8;9;;;9;1;;;;1;8.68;8.77;;;9.03
MCOGER;2018;400000105;400780193;1;659;6;573;3.7;1;24;;609;0;8670;1;1;1;1;1.5;1.5;0;0;1;1;8;12;0;0;5;3;4;0;0;3;10.46;15.2;0;0;6.64
MCOGER;2018;400000139;400011177;1;517;0;476;3.68;1;29;1;1042;112;10121;3;3;1;0;2.62;2.62;0;;1;;9;16;0;0;8;7;2;0;0;4;14.15;16.84;0;0;10.69
MCOGER;2018;400000147;400780268;0;;;;;1;15;0;984;0;4570;;;2;1;1.3;0.8;1;1;1;1;6;10;;1;2;;1;;;;6;10.9;;0.1;0.9
MCOGER;2018;400000261;400780458;0;;;;;1;;1;0;100;0;;;1;1;0.17;0.17;;;;;;;;;;;;;;1;;;;;0.1
MCOGER;2018;400787354;400780193;0;;;;;1;;2;0;305;0;;;2;2;1.12;1.12;0;0;1;1;1;;;;;1;;;;3;1.55;;;;2.07
MCOGER;2018;410000020;410000087;1;1002;0;773;2.25;1;25;0;758;0;9195;3;0;0;0;3.02;0;0;0;0;0;12;11;0;0;3;2;7;0;0;3;12.53;14.4;0;0;4.62
MCOGER;2018;410000038;410000095;0;;;;;1;15;;449;0;5322;0;0;2;2;0.75;0.75;0;0;0;0;5;7;0;0;0;1;4;0;0;3;5.53;9.43;0;0;1.75
MCOGER;2018;420000010;420780033;1;147;135;282;3.07;1;25;0;554;0;9253;2;1;1;0;1.99;0.96;0;0;1;1;11;12;;;6;2;5;;;3;11.63;13.02;;;5.98
MCOGER;2018;420000192;750034589;0;;;;;1;18;;454;0;5397;;;5;2;1.46;0.68;0;0;1;1;;;;;;12;15;;;40;4.96;3.54;;;6.21
MCOGER;2018;420000234;420780652;1;630;0;575;3.55;1;21;6;922;107;11443;2;;1;;2.65;;0;0;1;0;7;7;;;4;4;6;;;3;8.91;10.06;;;5.45
MCOGER;2018;420000267;420013831;1;186;75;254;2.49;1;14;2;427;246;5031;0;;2;1;1.45;0.75;0;;0;;1;;;;4;1;;;;;1.15;;;;1.34
MCOGER;2018;420009599;420002495;1;;;;;1;3;0;56;0;684;3;3;1;1;1.7;1.7;0;0;0;0;;;;0;;1;1;1;0;5;0.67;0.56;0.1;0;1.41
MCOGER;2018;420011413;420011405;0;;;;;1;10;;481;0;6399;1;1;1;;2.12;1.16;;;;;4;2;;;;11;14;;;;15.75;15.96;;;
MCOGER;2018;420780637;420002495;1;263;115;306;2.5;1;26;0;62;0;753;1;1;2;2;2.3;2.3;1;0;0;0;1;1;0;0;1;1;1;1;0;5;1.16;2.13;0.6;0;3.09
MCOGER;2018;420782567;420784878;1;;297;;3.45;1;55;3;1437;617;18007;10;;6;;4.49;;0;;1;;39;51;1;0;24;9;8;0;0;8;23.39;28.9;0.4;0;12.22
MCOGER;2018;420785354;420784878;1;1081;0;1081;2.35;1;15;;377;0;5255;5;;3;;2.38;;0;;1;;12;14;0;0;2;2;2;0;0;1;5.69;7.51;0;0;0.77
MCOGER;2018;430000117;430000018;1;377;0;377;0.95;1;32;1;1141;62;11530;0;0;3;2;1.55;1.1;0;0;1;1;11;14;0;0;0;7;7;0;0;9;17.47;17.39;0;0;3.27
MCOGER;2018;430000190;430000034;1;68;25;79;1.07;1;15;0;454;0;5126;1;1;;;1.12;1;;;;;4;6;;;4;2;3;;;4;6.5;7.65;;;6.65
MCOGER;2018;440000016;440000057;1;2743;;;3.9;1;75;0;2332;0;27147;18;17;1;1;10.31;9.61;0;0;1;1;18;33;;;8;19;19;3;;13;31.53;42.5;1.6;;12.69
MCOGER;2018;440000271;440000289;1;2405;572;1969;6.08;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;440000396;440053643;1;71;0;71;0.9;1;22;;588;0;7629;;;4;3;2.39;1.59;0;0;1;1;4;6;;;1;11;7;1;;3;10.17;11.45;0.1;;2.5
MCOGER;2018;440000453;440000289;0;;;;;1;36;5;1397;742;12907;7;;4;;4.15;;0;;1;;12;15;0;1;8;7;9;0;0;9;17.86;21.4;0;0.5;9.55
MCOGER;2018;440000503;440000313;1;245;2;237;0.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;440000560;850009010;0;;;;;1;22;3;689;486;7813;2;;1;0;2.63;0;0;;1;;8;6;;;7;5;10;;;6;10.3;13.76;;;8
MCOGER;2018;440017598;440000289;0;;;;;1;30;;1148;0;10687;16;;;;6.6;;;;;;9;13;0;0;5;7;7;0;0;0;14.99;17.44;0;0;5.08
MCOGER;2018;440029338;440053411;1;;365;272;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;450000047;450000096;1;529;;493;1.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;450000062;450000104;1;478;0;199;1.8;1;30;;925;0;11040;2;2;2;2;4.37;3.82;0;0;0;0;9;9;;;8;0;2;;;3;9.09;10.88;;;10.66
MCOGER;2018;450000070;450000112;0;;;;;1;6;0;170;0;1436;2;2;;;0.35;0.35;;;;;2;2;;;;;1;;;;1.62;1.58;;;0.2
MCOGER;2018;450000120;450000138;0;;;;;1;12;;70;0;1666;;;2;2;0.55;0.55;0;0;0;0;5;11;1;;6;2;;1;;2;3.3;5.5;0.41;;3.31
MCOGER;2018;450000260;450000161;0;;;;;1;11;;209;0;3592;;;1;;0.4;;;;1;;7;2;;;;2;3;1;;;9.3;4;0.8;;
MCOGER;2018;450002613;450000088;1;1756;;1540;3.89;1;75;6;1682;33;23223;0;0;11;2;8.28;1.1;;;;;35;37;0;0;6;1;3;0;0;3;33.98;36.4;0;0;8.27
MCOGER;2018;460000102;460780208;0;;;;;1;7;2;321;168;3769;;;3;3;0.1;0.1;0;0;1;1;;;;;;9;13;;;8;2.43;0.98;;;1.69
MCOGER;2018;460000110;460780216;1;824;65;695;3;1;14;1;519;90;4096;2;1;1;0;2.26;0.24;0;0;1;1;6;8;0;0;6;5;3;0;0;2;10.21;10.55;0;0;7.78
MCOGER;2018;470000423;470016171;0;;;;;1;26;;1003;0;8941;1;1;2;2;1.98;1.98;;;1;1;13;20;;;3;5;8;;;8;13.65;21.68;;;4.82
MCOGER;2018;470000431;470000324;1;504;30;430;2.06;1;30;0;735;0;10502;4;;1;;3.14;;0;;1;;7;13;;;2;5;4;1;;2;10.61;16.17;0.2;;2.97
MCOGER;2018;470000480;470001660;1;280;219;280;1.93;1;37;;1442;0;13098;4;2;0;0;3.48;1.4;0;0;0;0;20;24;0;0;9;1;0;0;0;1;14.82;19.59;0;0;8.49
MCOGER;2018;480000017;480780097;1;;;;2.41;1;13;2;611;7;4135;2;1;1;;1.03;1;0;;1;;10;10;;;3;0;1;;;2;7.07;8.33;;;1.27
MCOGER;2018;490000049;490000031;1;1783;44;1655;5.9;1;44;2;1062;294;10089;9;1;;;6.83;1;0;0;0;0;18;19;0;;7;9;9;2;;12;16.18;18.01;0.7;;11.56
MCOGER;2018;490000262;490000171;1;1017;282;446;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;490000635;490000676;1;231;47;205;1.93;1;30;;893;0;10861;6;5;;;2.61;1.86;0;0;0;0;7;9;;;1;13;13;;;5;16.29;19.11;;;2.38
MCOGER;2018;490001765;490528452;1;712;10;606;2.28;1;34;1;1272;175;11130;;;7;7;2.98;2.98;0;0;0;0;6;12;;;6;3;1;;;1;9.35;10.21;;;7.35
MCOGER;2018;500000021;500000054;1;611;144;249;3.8;1;26;;760;0;9420;1;1;;;2.05;2.05;0;0;0;0;6;9;;;4;6;6;;;5;11.09;13.42;;;6.19
MCOGER;2018;500000187;500000013;1;480;0;480;5.47;1;30;;792;0;10773;3;3;2;2;4.51;4.51;0;0;1;1;10;18;0;0;2;3;3;0;0;;11.63;20.52;0;0;1.86
MCOGER;2018;500000260;500000054;1;1125;267;462;3.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;500000450;500000112;1;857;0;382;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;500000468;500000013;0;;;;;1;3;;29;0;225;0;0;0;0;0.06;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0.7;0.43;;;0.09
MCOGER;2018;500000591;500000393;0;;;;;1;45;0;1139;0;15697;2;2;;;2;2;0;0;1;1;10;18;;;9;7;7;1;;5;14.78;22.07;0.7;;10.04
MCOGER;2018;510000235;510000060;0;;;;;1;26;;858;0;9203;3;1;3;1;2.75;1.36;0;;1;;12;11;;;1;3;4;;;4;12.58;12.7;;;1.57
MCOGER;2018;510000250;510000078;0;;;;;1;11;0;184;0;1626;1;1;1;;0.53;0.2;0;0;0;0;1;;;;;;;;;;1;;;;
MCOGER;2018;510004302;510000029;1;1325;0;584;4;1;49;5;1388;871;16738;9;5;;;4.75;3.8;0;0;0;0;20;17;;;20;5;8;;;3;23.39;22.84;;;16.11
MCOGER;2018;510012040;510000532;0;;;;;1;23;;316;24;3029;1;;1;;1.3;;0;0;1;1;5;7;;;1;4;5;;;2;5.7;7.58;;;1.51
MCOGER;2018;520000027;520780032;1;;;;1.3;1;21;0;688;0;7261;2;2;1;1;2.8;2.8;0;0;1;1;9;12;;;1;3;2;;;2;11.55;13.76;;;2.39
MCOGER;2018;520000043;520780057;1;180;8;182;1.96;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;520000068;520780073;1;;;;;1;4;0;270;0;1038;4;4;2;2;3;3;0;0;1;1;9;16;1;;6;6;2;;;4;13.39;15.17;0.3;;5.8
MCOGER;2018;530000017;530000025;1;315;13;290;2.8;1;10;0;318;0;3563;0;0;5;3;1.19;1.01;0;0;;;0;3;0;0;1;3;4;1;0;3;2.4;5;0.1;0;2.68
MCOGER;2018;530000173;530000074;1;431;0;258;2.59;1;33;0;1079;0;10995;16;1;2;;9.68;0.28;0;0;1;0;22;21;0;;76;18;19;1;;27;29.01;28.74;0.49;;57.21
MCOGER;2018;530000264;530000371;1;834;249;980;1.84;1;29;;1194;0;11859;0;0;3;2;2.4;1.8;;;;;6;10;0;0;2;8;6;0;0;0;11.17;13.02;0;0;2.33
MCOGER;2018;540000023;540000049;1;720;0;626;1.47;1;17;0;478;0;6136;1;0;1;1;1.65;0.61;0;0;1;0;4;6;0;0;0;26;15;0;0;7;9.72;8.57;0;0;1.74
MCOGER;2018;540000395;540000122;0;;;;;1;20;5;418;1032;6755;;;4;1;1.4;0.9;;;;;5;9;;;;;;;;;5;9;;;
MCOGER;2018;540001070;540000767;1;496;0;469;1.5;1;48;;1506;0;16341;2;1;1;1;2.9;1.9;0;0;1;1;8;9;;;2;16;22;;;8;18.32;19.97;;;6.69
MCOGER;2018;540001096;570010181;0;;;;;1;30;;523;0;9322;4;;;;1.68;;0;0;1;1;10;13;;;;;1;;;;10;12.5;;;
MCOGER;2018;540002698;540023264;1;2448;0;2147;6.86;1;55;5;1213;1272;20147;3;2;21;10;9.98;5.55;0;0;1;1;29;23;;;13;14;20;;;26;40.41;37.72;;;35.38
MCOGER;2018;550000012;550006795;1;722;0;634;2.75;1;20;4;598;0;6700;2;;;;2;;0;;1;;7;11;;;4;1;2;;;;7.81;11.85;;;3
MCOGER;2018;550000434;550003354;1;304;0;;2.37;1;18;1;463;225;7137;;;1;1;0.24;0.24;0;0;1;1;14;8;;;2;;6;;;12;11.81;12.27;;;3.7
MCOGER;2018;560000127;560023210;1;1539;0;1603;1.3;1;30;0;1050;0;10806;4;;0;;3;;0;;1;;0;0;;;;20;15;;;;12.13;12.17;;;0.17
MCOGER;2018;560000135;560005746;1;755;;549;2.1;1;54;;1438;0;17439;2;2;6;3;5.39;4.06;0;0;1;1;18;20;;;;17;10;;;2;30.01;25.04;;;1.31
MCOGER;2018;560000143;560014748;1;620;0;583;2;1;29;1;950;9;10673;3;2;;;2.7;1.9;0;;1;;9;11;;;3;2;9;;;;10.48;18.93;;;2.22
MCOGER;2018;560000184;560006017;1;580;1;581;0.2;1;26;5;729;800;8714;2;;1;;2.4;;1;1;1;1;6;4;;;1;13;14;1;;9;14.79;12.39;0.25;;6.06
MCOGER;2018;560000192;560000044;1;651;2;581;2.34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2018;560000275;560005746;0;;;;;1;;10;0;926;0;1;0;3;3;2.35;1.35;0;0;1;1;1;;;;1;1;1;;;3;1.21;0.86;;;2.66
MCOGER;2018;560000465;560005746;0;;;;;1;15;;236;0;3970;;;4;1;1.21;0.4;0;0;0;0;;;;;;;;;;;;;;;
MCOGER;2018;560015422;560005746;0;;;;;1;10;;233;0;2985;;;1;1;0.14;0.11;0;0;0;0;3;4;;;1;4;;;;3;4.49;3.93;;;1.84
MCOGER;2018;570000059;570025254;1;591;0;532;1.4;1;6;0;191;0;2090;2;2;;;0.47;0.47;1;1;0;0;3;1;0;0;1;0;4;0;0;2;3;2.17;0;0;2.45
MCOGER;2018;570000117;570015099;1;391;;361;2.2;1;8;;317;0;2643;;;1;;0.5;;0;;1;;1;;;;;;;;;1;1;;;;0.3
MCOGER;2018;570000166;570010181;0;;;;;1;;5;0;602;0;;;1;1;0.5;0.5;0;0;0;0;;;;;1;2;1;;;1;0.73;0.75;0.2;;0.68
MCOGER;2018;570000216;570010181;0;;;;;1;45;5;1041;158;13221;6;4;1;1;6.67;4.67;0;0;1;1;18;22;1;;4;2;4;0;;5;17.83;19.75;1;;4.96
MCOGER;2018;570000349;570005165;1;46;;46;2.15;1;49;3;1489;362;17436;10;10;0;0;8.42;8.42;0;0;1;1;19;18;0;0;5;4;4;0;0;0;20.77;19.32;0;0;3.21
MCOGER;2018;570000687;570025254;0;;;;;1;20;5;511;1103;6406;4;4;1;1;2.59;2.59;1;1;0;0;6;8;4;0;15;2;3;0;0;5;7.52;9.84;0.44;0;9.45
MCOGER;2018;570001099;570023630;0;;;;;1;40;;787;0;11873;3;;;;3;;0;0;1;1;21;16;;;;;;;;1;18.8;15.3;;;0.7
MCOGER;2018;570003079;570010181;0;;;;;1;46;0;1661;0;14938;5;3;0;0;5;3;0;0;1;1;19;16;;;7;4;11;;;5;21.3;17.25;;;9.63
MCOGER;2018;570005215;570005165;0;;;;;1;;5;0;494;0;0;;0;;0.85;;0;;1;;1;1;0;0;1;1;0;0;0;0;1.55;1;0;0;0.5
MCOGER;2018;570026682;570005165;1;871;;787;1.5;1;44;;1745;0;16044;3;3;0;0;3;3;0;0;1;1;20;20;0;0;4;3;5;0;0;1;21.36;23.4;0;0;2.91
MCOGER;2018;580004836;580780039;1;662;643;801;0.73;1;23;7;778;457;7814;;;6;6;3.45;3.45;0;0;1;1;8;9;;;1;5;2;1;;10;12.19;11.84;0.41;;5.87
MCOGER;2018;580972677;580780088;0;;;;;1;13;;238;0;2843;1;;;;1;;0;0;0;0;;;;;;;;;;;;;;;
MCOGER;2018;580972685;580780096;0;;;;;1;12;;177;0;2145;;;1;;2.74;;0;;1;;19;22;;;2;1;2;;;;5.9;7.7;;;0.68
MCOGER;2018;590000121;590780227;1;;;;1.93;1;40;5;1295;234;13555;3;2;2;1;5.47;2.8;0;0;0;0;33;29;;;4;1;4;;;;23.03;22.88;;;6.16
MCOGER;2018;590000337;590781415;1;1160;46;954;1.45;1;25;2;1014;244;8102;4;0;;;4;0;0;0;1;1;11;15;;;8;9;1;1;;2;16;15.91;0.2;;7.1
MCOGER;2018;590000428;590781605;1;770;;727;1;1;24;0;751;0;8226;3;;2;;3.85;;0;;1;;16;13;;;1;0;0;;;2;14.58;12.79;;;2.3
MCOGER;2018;590000436;590781621;1;;0;;1;1;20;0;587;0;6173;1;;2;2;3.07;2.41;;;;;5;9;;;1;1;;;;5;6.63;7.91;;;1.84
MCOGER;2018;590000469;590781662;0;;;;;1;15;0;555;0;4854;2;2;0;0;2;2;;;;;4;3;0;0;0;4;3;0;0;0;6.34;3.47;0;0;0
MCOGER;2018;590000477;590781670;0;;;;;1;14;3;;;;4;3;1;1;4.9;3.9;1;1;1;1;7;7;;;5;4;4;1;;13;6;6.5;0.05;;5.36
MCOGER;2018;590000527;590781795;1;0;0;0;;1;28;5;1259;108;13037;4;3;;;1.83;1.13;;;;;17;20;;0;20;;1;1;0;4;12.12;10.69;0.17;0;5.95
MCOGER;2018;590000535;590781803;1;852;;;1.2;1;20;0;625;0;7178;2;1;4;4;3.46;2.95;0;0;1;1;11;13;;;3;2;0;;;0;13.3;12.83;0.3;;3
MCOGER;2018;590000592;590782165;1;347;;299;1.8;1;35;0;922;6;9741;3;2;1;;3.8;2;;;;;1;1;0;0;1;18;23;0;0;10;10.6;15.85;0;0;6.34
MCOGER;2018;590000600;590782207;0;;;;;1;29;;1033;0;8677;3;1;0;0;3;1;0;0;0;0;9;9;0;0;2;5;6;0;0;3;11.91;12.99;0;0;2.74
MCOGER;2018;590000618;590782215;1;2098;;1812;4.53;1;54;4;2189;477;18127;12;7;;;7.46;5.5;;;;;31;25;3;1;15;10;13;;;5;34.49;33.62;1.52;0.5;13.79
MCOGER;2018;590000758;590782637;1;182;0;169;3.09;1;29;1;817;66;9243;2;1;3;2;4.07;2.1;0;0;1;1;9;10;;;5;2;4;;;2;11.86;8.6;;;3.5
MCOGER;2018;590000766;590782645;0;;;;;1;24;4;668;0;6818;3;2;;;2.5;1.5;0;0;1;0;14;14;;;9;;;;;1;9.97;11.2;;;10.42
