BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2020;130002215;130785512;M1140;;3;2.07;0;1;;
PERINAT_P;2020;130002215;130785512;M2050;1;6;3.51;0;1;;
PERINAT_P;2020;130002215;130785512;MIVG;;1;0.5;;;;
PERINAT_P;2020;130002215;130785512;N2530;14;2;15.6;;;;
PERINAT_P;2020;130002215;130785512;N2700;;1;0.4;;;;
PERINAT_P;2020;130002215;130785512;N2800;15;6;19.66;;;;
PERINAT_P;2020;130002215;130785512;N280H;6;;6;;;;
PERINAT_P;2020;130002215;130785512;NAUT;4;4;7.1;;;;
PERINAT_P;2020;130002827;130789274;M1140;2;0;2;;1;;
PERINAT_P;2020;130002827;130789274;M2050;2;3;2.57;1;;;
PERINAT_P;2020;130002827;130789274;N2200;1;0;0.33;;;;
PERINAT_P;2020;130002827;130789274;N2340;1;3;2.88;;;;
PERINAT_P;2020;130002827;130789274;N2530;15;2;14.78;;;;
PERINAT_P;2020;130002827;130789274;N2700;0;1;0.8;;;;
PERINAT_P;2020;130002827;130789274;N2800;12;8;17.38;;;;
PERINAT_P;2020;130002827;130789274;N280H;12;8;17.38;;;;
PERINAT_P;2020;130002827;130789274;NAUT;6;4;8.3;;;;
PERINAT_P;2020;130002835;130789316;M1030;;9;1;1;0;0;0
PERINAT_P;2020;130002835;130789316;M1140;6;3;6.13;1;0;;
PERINAT_P;2020;130002835;130789316;M2050;4;6;6.83;1;0;;
PERINAT_P;2020;130002835;130789316;MIVG;;2;0.1;;;;
PERINAT_P;2020;130002835;130789316;N2200;11;5;14.66;;;;
PERINAT_P;2020;130002835;130789316;N2340;5;5;8.46;;;;
PERINAT_P;2020;130002835;130789316;N2530;17;9;24.47;;;;
PERINAT_P;2020;130002835;130789316;N2800;18;18;30.51;;;;
PERINAT_P;2020;130002835;130789316;N280H;18;18;15.25;;;;
PERINAT_P;2020;130002835;130789316;NAUT;25;24;40.14;;;;
PERINAT_P;2020;130008253;130001084;M1030;7;;7;1;0;1;0
PERINAT_P;2020;130008253;130001084;M1140;;8;4;0;1;;
PERINAT_P;2020;130008253;130001084;M2050;6;;6;1;0;;
PERINAT_P;2020;130008253;130001084;N2700;;1;0.55;;;;
PERINAT_P;2020;130008253;130001084;N2800;8;15;15.58;;;;
PERINAT_P;2020;130008253;130001084;N280H;4;7;8.11;;;;
PERINAT_P;2020;130780521;130786049;M1030;;2;1.6;;;;
PERINAT_P;2020;130780521;130786049;M1140;4;5;6.21;;;;
PERINAT_P;2020;130780521;130786049;M2050;1;12;3.9;;;;
PERINAT_P;2020;130780521;130786049;MAUT;1;3;1.13;;;;
PERINAT_P;2020;130780521;130786049;MIVG;;5;0.88;;;;
PERINAT_P;2020;130780521;130786049;N2200;38;29;49.15;;;;
PERINAT_P;2020;130780521;130786049;N2340;36;26;50.74;;;;
PERINAT_P;2020;130780521;130786049;N2530;25;6;25.46;;;;
PERINAT_P;2020;130780521;130786049;N2700;1;2;2;;;;
PERINAT_P;2020;130780521;130786049;N2800;8;54;30.09;;;;
PERINAT_P;2020;130780521;130786049;N280H;8;54;30.09;;;;
PERINAT_P;2020;130780521;130786049;NAUT;28;57;53.37;;;;
PERINAT_P;2020;130781479;130000599;M1030;;;;0;1;;0
PERINAT_P;2020;130781479;130000599;M1140;;2;1;0;0;;
PERINAT_P;2020;130781479;130000599;M2050;;3;1.5;0;1;;
PERINAT_P;2020;130781479;130000599;MIVG;;3;0.2;;;;
PERINAT_P;2020;130781479;130000599;N2200;1;;0.2;;;;
PERINAT_P;2020;130781479;130000599;N2700;1;;0.1;;;;
PERINAT_P;2020;130781479;130000599;N2800;1;;0.2;;;;
PERINAT_P;2020;130783236;130786049;M1140;9;4;9.71;;;;
PERINAT_P;2020;130783236;130786049;M2050;6;16;8.91;;;;
PERINAT_P;2020;130783236;130786049;MAUT;;7;1.08;;;;
PERINAT_P;2020;130783236;130786049;N2200;54;10;57.28;;;;
PERINAT_P;2020;130783236;130786049;N2340;55;12;59.85;;;;
PERINAT_P;2020;130783236;130786049;N2530;41;2;42.45;;;;
PERINAT_P;2020;130783236;130786049;N2700;4;;3.83;;;;
PERINAT_P;2020;130783236;130786049;N2800;24;38;43.76;;;;
PERINAT_P;2020;130783236;130786049;N280H;24;38;43.76;;;;
PERINAT_P;2020;130783236;130786049;NAUT;58;10;58.78;;;;
PERINAT_P;2020;130783327;130001415;M1030;;13;3;1;0;0;1
PERINAT_P;2020;130783327;130001415;M1140;;8;2;1;0;;
PERINAT_P;2020;130783327;130001415;M2050;;21;4;1;0;;
PERINAT_P;2020;130783327;130001415;MAUT;1;4;1.6;;;;
PERINAT_P;2020;130783327;130001415;MIVG;;9;2;;;;
PERINAT_P;2020;130783327;130001415;N2200;2;3;2.31;;;;
PERINAT_P;2020;130783327;130001415;N2340;2;1;3.07;;;;
PERINAT_P;2020;130783327;130001415;N2530;13;13;16.51;;;;
PERINAT_P;2020;130783327;130001415;N2700;1;;1;;;;
PERINAT_P;2020;130783327;130001415;N2800;10;33;18.68;;;;
PERINAT_P;2020;130783327;130001415;N280H;5;16;9.83;;;;
PERINAT_P;2020;130783327;130001415;NAUT;7;13;13.01;;;;
PERINAT_P;2020;130783665;130043722;M1030;;2;0.25;0;0;;
PERINAT_P;2020;130783665;130043722;M1140;;2;0.5;0;0;;
PERINAT_P;2020;130783665;130043722;M2050;;6;0.69;0;0;;
PERINAT_P;2020;130783665;130043722;N2700;;2;0.2;;;;
PERINAT_P;2020;130784713;130038847;M1030;10;1;10.5;1;;1;
PERINAT_P;2020;130784713;130038847;M1140;;8;4;0;1;;
PERINAT_P;2020;130784713;130038847;M2050;26;;28.5;1;;;
PERINAT_P;2020;130784713;130038847;MIVG;4;1;4.5;;;;
PERINAT_P;2020;130784713;130038847;N2200;10;3;10.18;;;;
PERINAT_P;2020;130784713;130038847;N2340;4;3;8.56;;;;
PERINAT_P;2020;130784713;130038847;N2530;21;2;27.07;;;;
PERINAT_P;2020;130784713;130038847;N2700;;1;0.5;;;;
PERINAT_P;2020;130784713;130038847;N2800;20;10;32.64;;;;
PERINAT_P;2020;130784713;130038847;N280H;17;7;22.54;;;;
PERINAT_P;2020;130784713;130038847;NAUT;1;2;1.53;;;;
PERINAT_P;2020;130785652;130014228;M1140;2;20;8.3;1;0;;
PERINAT_P;2020;130785652;130014228;M2050;;31;11.7;1;0;;
PERINAT_P;2020;130785652;130014228;N2200;6;;5.24;;;;
PERINAT_P;2020;130785652;130014228;N2530;14;1;12.18;;;;
PERINAT_P;2020;130785652;130014228;N2700;1;;1;;;;
PERINAT_P;2020;130785652;130014228;N2800;77;28;80.61;;;;
PERINAT_P;2020;130785652;130014228;N280H;16;10;19.44;;;;
PERINAT_P;2020;130785652;130014228;NAUT;8;;8.44;;;;
PERINAT_P;2020;130786361;130002447;M2050;;2;0.62;0;0;;
PERINAT_P;2020;130786445;130002488;M1030;3;2;4;1;0;;
PERINAT_P;2020;130786445;130002488;M1140;;8;5.5;1;0;;
PERINAT_P;2020;130786445;130002488;M2050;8;;8;1;1;;
PERINAT_P;2020;130786445;130002488;N2200;2;4;5;;;;
PERINAT_P;2020;130786445;130002488;N2340;3;6;6;;;;
PERINAT_P;2020;130786445;130002488;N2530;12;18;24;;;;
PERINAT_P;2020;130786445;130002488;N2700;;2;1;;;;
PERINAT_P;2020;130786445;130002488;N2800;23;15;31.5;;;;
PERINAT_P;2020;130786445;130002488;N280H;17;11;21;;;;
PERINAT_P;2020;140000027;140000035;M1030;;;;1;0;0;
PERINAT_P;2020;140000027;140000035;M1140;1;2;1.53;1;0;;
PERINAT_P;2020;140000027;140000035;M2050;7;5;5.99;1;0;;
PERINAT_P;2020;140000027;140000035;MIVG;2;2;;;;;
PERINAT_P;2020;140000027;140000035;N2200;3;2;3.83;;;;
PERINAT_P;2020;140000027;140000035;N2340;5;5;7.69;;;;
PERINAT_P;2020;140000027;140000035;N2530;5;1;5.8;;;;
PERINAT_P;2020;140000027;140000035;N2700;0;1;0.16;;;;
PERINAT_P;2020;140000027;140000035;N2800;18;14;26.76;;;;
PERINAT_P;2020;140000027;140000035;N280H;18;14;26.76;;;;
PERINAT_P;2020;140000076;140000092;M2050;;1;0.37;0;0;;
PERINAT_P;2020;140000076;140000092;N2800;;3;1.3;;;;
PERINAT_P;2020;140000076;140000092;NAUT;;2;0.2;;;;
PERINAT_P;2020;140000209;140000100;M1030;;;;1;0;1;0
PERINAT_P;2020;140000209;140000100;M1140;9;4;10.58;1;0;;
PERINAT_P;2020;140000209;140000100;M2050;7;5;6.52;1;0;;
PERINAT_P;2020;140000209;140000100;MIVG;1;1;0.7;;;;
PERINAT_P;2020;140000209;140000100;N2200;9;11;16.78;;;;
PERINAT_P;2020;140000209;140000100;N2340;25;36;52.57;;;;
PERINAT_P;2020;140000209;140000100;N2530;48;29;67.99;;;;
PERINAT_P;2020;140000209;140000100;N2700;3;;2.45;;;;
PERINAT_P;2020;140000209;140000100;N2800;51;30;70.31;;;;
PERINAT_P;2020;140000209;140000100;N280H;13;11;19.8;;;;
PERINAT_P;2020;140000209;140000100;NAUT;33;16;45.37;;;;
PERINAT_P;2020;140000233;140000118;M2050;;1;0.85;;;;
PERINAT_P;2020;140000233;140000118;MAUT;2;;2;;;;
PERINAT_P;2020;140000233;140000118;N2700;;1;0.1;;;;
PERINAT_P;2020;140000233;140000118;N2800;2;;2;;;;
PERINAT_P;2020;140000233;140000118;NAUT;;3;1.06;;;;
PERINAT_P;2020;140000373;140000159;N2700;;1;0.2;;;;
PERINAT_P;2020;140000373;140000159;N2800;;2;1.79;;;;
PERINAT_P;2020;140016759;140003146;M1030;1;15;12.2;1;1;0;
PERINAT_P;2020;140016759;140003146;M1140;6;1;3;0;1;;
PERINAT_P;2020;140016759;140003146;M2050;11;;4.8;1;1;;
PERINAT_P;2020;140016759;140003146;MIVG;3;;0.3;;;;
PERINAT_P;2020;140016759;140003146;N2340;3;4;5.4;;;;
PERINAT_P;2020;140016759;140003146;N2530;17;11;27.05;;;;
PERINAT_P;2020;140016759;140003146;N2700;;1;0.59;;;;
PERINAT_P;2020;140016759;140003146;N2800;14;14;24;;;;
PERINAT_P;2020;140016759;140003146;N280H;14;14;24;;;;
PERINAT_P;2020;140024886;140000092;M1030;;;;;1;;0
PERINAT_P;2020;140024886;140000092;M1140;;3;0.65;0;1;;
PERINAT_P;2020;140024886;140000092;M2050;;5;2.63;0;1;;
PERINAT_P;2020;140024886;140000092;MAUT;;1;0.2;;;;
PERINAT_P;2020;140024886;140000092;N2530;4;4;6.19;;;;
PERINAT_P;2020;140024886;140000092;N2700;;1;0.2;;;;
PERINAT_P;2020;140024886;140000092;N2800;8;10;15.43;;;;
PERINAT_P;2020;140024886;140000092;N280H;5;1;5.85;;;;
PERINAT_P;2020;140024886;140000092;NAUT;4;5;7.86;;;;
PERINAT_P;2020;140026410;140026279;M1140;1;1;1.6;;;;
PERINAT_P;2020;140026410;140026279;M2050;1;1;1.2;;;;
PERINAT_P;2020;140026410;140026279;N2700;;1;0.25;;;;
PERINAT_P;2020;140026410;140026279;N2800;2;2;3.71;;;;
PERINAT_P;2020;140026410;140026279;NAUT;1;3;2.1;;;;
PERINAT_P;2020;140026709;140000415;M2050;;1;0.2;;;;
PERINAT_P;2020;150000032;150780088;M1030;2;2;0.18;0;1;;
PERINAT_P;2020;150000032;150780088;M1140;0;2;1;0;1;;
PERINAT_P;2020;150000032;150780088;M2050;1;2;2;0;1;;
PERINAT_P;2020;150000032;150780088;MIVG;2;2;0.14;;;;
PERINAT_P;2020;150000032;150780088;N2530;5;0;4.89;;;;
PERINAT_P;2020;150000032;150780088;N2800;10;2;10.53;;;;
PERINAT_P;2020;150000032;150780088;N280H;8;2;8.53;;;;
PERINAT_P;2020;150000032;150780088;NAUT;8;2;6.48;;;;
PERINAT_P;2020;150000040;150780096;M1030;4;;1;1;;;
PERINAT_P;2020;150000040;150780096;M1140;1;1;1.11;;1;;
PERINAT_P;2020;150000040;150780096;M2050;3;2;2.65;;1;;
PERINAT_P;2020;150000040;150780096;N2200;1;4;2.07;;;;
PERINAT_P;2020;150000040;150780096;N2340;5;1;5.23;;;;
PERINAT_P;2020;150000040;150780096;N2530;5;9;12.27;;;;
PERINAT_P;2020;150000040;150780096;N2700;;1;0.5;;;;
PERINAT_P;2020;150000040;150780096;N2800;16;4;17.63;;;;
PERINAT_P;2020;150000040;150780096;N280H;9;1;8.27;;;;
PERINAT_P;2020;150000040;150780096;NAUT;4;30;22.83;;;;
PERINAT_P;2020;150000164;150780468;N2800;2;;1.73;;;;
PERINAT_P;2020;150780732;150000271;M2050;1;;1;0;0;;
PERINAT_P;2020;160000253;160000451;M1140;0;5;1.78;;;;
PERINAT_P;2020;160000253;160000451;M2050;0;10;5.4;;;;
PERINAT_P;2020;160000253;160000451;MAUT;0;1;0.8;;;;
PERINAT_P;2020;160000253;160000451;N2200;14;4;14.72;;;;
PERINAT_P;2020;160000253;160000451;N2340;6;1;7.57;;;;
PERINAT_P;2020;160000253;160000451;N2530;8;3;9.88;;;;
PERINAT_P;2020;160000253;160000451;N2700;0;1;0.5;;;;
PERINAT_P;2020;160000253;160000451;N2800;29;6;32.39;;;;
PERINAT_P;2020;160000253;160000451;N280H;9;3;11.49;;;;
PERINAT_P;2020;160000253;160000451;NAUT;25;20;37.56;;;;
PERINAT_P;2020;160000303;160006037;NAUT;2;;2;;;;
PERINAT_P;2020;160013207;160001632;M1030;;8;2;0;1;0;0
PERINAT_P;2020;160013207;160001632;M1140;3;;3;0;1;;
PERINAT_P;2020;160013207;160001632;M2050;7;;7;0;1;;
PERINAT_P;2020;160013207;160001632;MIVG;;9;1;;;;
PERINAT_P;2020;160013207;160001632;N2200;1;;1;;;;
PERINAT_P;2020;160013207;160001632;N2530;11;1;10.95;;;;
PERINAT_P;2020;160013207;160001632;N2700;;3;0.98;;;;
PERINAT_P;2020;160013207;160001632;N2800;8;5;11.77;;;;
PERINAT_P;2020;160013207;160001632;N280H;8;5;11.77;;;;
PERINAT_P;2020;160013207;160001632;NAUT;;1;0.71;;;;
PERINAT_P;2020;160015368;160014411;M1030;;;;0;1;;1
PERINAT_P;2020;160015368;160014411;M1140;;;;0;1;;
PERINAT_P;2020;160015368;160014411;M2050;;;;0;1;;
PERINAT_P;2020;160015368;160014411;MAUT;2;2;4.29;;;;
PERINAT_P;2020;160015368;160014411;MIVG;3;0;0.8;;;;
PERINAT_P;2020;160015368;160014411;N2530;13;0;12.81;;;;
PERINAT_P;2020;160015368;160014411;N2800;14;4;15.42;;;;
PERINAT_P;2020;160015368;160014411;N280H;14;4;15.42;;;;
PERINAT_P;2020;160015368;160014411;NAUT;5;1;5.39;;;;
PERINAT_P;2020;170000038;170780050;M1140;;;0.2;0;0;;
PERINAT_P;2020;170000038;170780050;M2050;1;;1.4;0;0;;
PERINAT_P;2020;170000038;170780050;MIVG;;1;0.2;;;;
PERINAT_P;2020;170000038;170780050;N2800;2;1;3.02;;;;
PERINAT_P;2020;170000087;170024194;M1030;16;2;17.6;1;0;1;0
PERINAT_P;2020;170000087;170024194;M1140;6;5;9.9;1;0;;
PERINAT_P;2020;170000087;170024194;M2050;9;1;9.8;1;0;;
PERINAT_P;2020;170000087;170024194;N2200;2;5;4.66;;;;
PERINAT_P;2020;170000087;170024194;N2340;8;9;17.5;;;;
PERINAT_P;2020;170000087;170024194;N2530;19;6;24.27;;;;
PERINAT_P;2020;170000087;170024194;N2700;;2;1.5;;;;
PERINAT_P;2020;170000087;170024194;N2800;19;25;37.54;;;;
PERINAT_P;2020;170000087;170024194;N280H;18;20;29.69;;;;
PERINAT_P;2020;170000087;170024194;NAUT;14;10;17.21;;;;
PERINAT_P;2020;170000095;170780167;M2050;;1;0.1;0;0;;
PERINAT_P;2020;170000103;170780175;M1030;7;1;1.5;1;0;0;0
PERINAT_P;2020;170000103;170780175;M1140;1;1;0.7;1;0;;
PERINAT_P;2020;170000103;170780175;M2050;7;3;6.36;1;0;;
PERINAT_P;2020;170000103;170780175;MIVG;1;;0.9;;;;
PERINAT_P;2020;170000103;170780175;N2200;21;11;11.5;;;;
PERINAT_P;2020;170000103;170780175;N2340;9;12;8.61;;;;
PERINAT_P;2020;170000103;170780175;N2530;25;10;16.72;;;;
PERINAT_P;2020;170000103;170780175;N2700;2;;0.5;;;;
PERINAT_P;2020;170000103;170780175;N2800;16;19;31.06;;;;
PERINAT_P;2020;170000103;170780175;N280H;16;19;31.06;;;;
PERINAT_P;2020;170000103;170780175;NAUT;30;10;14.23;;;;
PERINAT_P;2020;170000152;170780225;M1140;3;5;5.9;1;1;;
PERINAT_P;2020;170000152;170780225;M2050;1;2;4;1;0;;
PERINAT_P;2020;170000152;170780225;N2700;;;1;;;;
PERINAT_P;2020;170000152;170780225;N2800;22;9;28.55;;;;
PERINAT_P;2020;170000152;170780225;NAUT;23;;23.22;;;;
PERINAT_P;2020;170780621;170000285;M2050;;1;0.5;;;;
PERINAT_P;2020;180000010;180000028;M1030;;7;0.5;1;0;0;
PERINAT_P;2020;180000010;180000028;M1140;;5;1.7;0;1;;
PERINAT_P;2020;180000010;180000028;M2050;;9;3.96;0;1;;
PERINAT_P;2020;180000010;180000028;MIVG;;9;0.5;;;;
PERINAT_P;2020;180000010;180000028;N2200;5;2;8.84;;;;
PERINAT_P;2020;180000010;180000028;N2340;5;3;7.31;;;;
PERINAT_P;2020;180000010;180000028;N2530;12;3;13.82;;;;
PERINAT_P;2020;180000010;180000028;N2700;;1;0.5;;;;
PERINAT_P;2020;180000010;180000028;N2800;19;6;23.32;;;;
PERINAT_P;2020;180000010;180000028;N280H;18;6;21.07;;;;
PERINAT_P;2020;180000010;180000028;NAUT;7;6;16.03;;;;
PERINAT_P;2020;180000200;180000051;M1030;0;0;0;0;1;;
PERINAT_P;2020;180000200;180000051;M1140;0;1;0.1;0;1;;
PERINAT_P;2020;180000200;180000051;M2050;3;2;3.35;;1;;
PERINAT_P;2020;180000200;180000051;MIVG;0;2;0.15;;;;
PERINAT_P;2020;180000200;180000051;N2530;9;0;8.16;;;;
PERINAT_P;2020;180000200;180000051;N2800;7;3;9.62;;;;
PERINAT_P;2020;180000200;180000051;N280H;7;3;9.62;;;;
PERINAT_P;2020;180000200;180000051;NAUT;5;2;6.02;;;;
PERINAT_P;2020;180000283;180000069;M1030;;6;1.06;0;1;0;1
PERINAT_P;2020;180000283;180000069;M1140;3;;1.32;0;1;;
PERINAT_P;2020;180000283;180000069;M2050;3;1;2.54;0;1;;
PERINAT_P;2020;180000283;180000069;N2530;5;2;6.14;;;;
PERINAT_P;2020;180000283;180000069;N2800;3;6;6.85;;;;
PERINAT_P;2020;180000283;180000069;N280H;3;5;6.05;;;;
PERINAT_P;2020;180000283;180000069;NAUT;9;1;9.59;;;;
PERINAT_P;2020;180004145;180000887;M1140;;2;1.6;;;;
PERINAT_P;2020;180004145;180000887;M2050;;3;3;;;;
PERINAT_P;2020;180004145;180000887;N2800;9;4;10;;;;
PERINAT_P;2020;180004145;180000887;N280H;7;0;7;;;;
PERINAT_P;2020;190000018;190000042;M1140;4;2;0.92;0;1;;
PERINAT_P;2020;190000018;190000042;M2050;6;1;2.26;1;0;;
PERINAT_P;2020;190000018;190000042;MIVG;;1;0.1;;;;
PERINAT_P;2020;190000018;190000042;N2200;13;2;14.83;;;;
PERINAT_P;2020;190000018;190000042;N2340;1;;1;;;;
PERINAT_P;2020;190000018;190000042;N2530;25;2;25.62;;;;
PERINAT_P;2020;190000018;190000042;N2700;;1;0.8;;;;
PERINAT_P;2020;190000018;190000042;N2800;24;2;24.55;;;;
PERINAT_P;2020;190000018;190000042;NAUT;29;13;38.99;;;;
PERINAT_P;2020;190000026;190000059;M2050;4;1;1.58;0;1;;
PERINAT_P;2020;190000026;190000059;N2200;;6;1.33;;;;
PERINAT_P;2020;190000026;190000059;N2340;;9;4.05;;;;
PERINAT_P;2020;190000026;190000059;N2700;;1;0.14;;;;
PERINAT_P;2020;190000026;190000059;N2800;13;5;14.27;;;;
PERINAT_P;2020;190000026;190000059;N280H;5;;5;;;;
PERINAT_P;2020;190000026;190000059;NAUT;10;22;19.55;;;;
PERINAT_P;2020;190000091;190000075;M1030;3;0;2.42;0;1;0;0
PERINAT_P;2020;190000091;190000075;M1140;1;0;1;0;0;;
PERINAT_P;2020;190000091;190000075;M2050;2;2;2.34;0;1;;
PERINAT_P;2020;190000091;190000075;N2800;6;5;9.61;;;;
PERINAT_P;2020;190000091;190000075;N280H;6;5;9.61;;;;
PERINAT_P;2020;190000091;190000075;NAUT;11;1;11.54;;;;
PERINAT_P;2020;190000224;190000901;M1030;1;;0.1;0;1;;0
PERINAT_P;2020;190000224;190000901;M2050;4;;0.2;0;1;;
PERINAT_P;2020;190013219;190000042;M1140;1;;1;0;0;;
PERINAT_P;2020;190013219;190000042;N2200;5;;1.14;;;;
PERINAT_P;2020;190013219;190000042;N2340;9;;4.05;;;;
PERINAT_P;2020;190013219;190000042;N2700;1;;0.14;;;;
PERINAT_P;2020;190013219;190000042;NAUT;15;;5.2;;;;
PERINAT_P;2020;210012670;210011367;M1030;3;;3;1;0;1;0
PERINAT_P;2020;210012670;210011367;M1140;4;1;4;1;0;;
PERINAT_P;2020;210012670;210011367;M2050;7;;7;1;0;;
PERINAT_P;2020;210012670;210011367;N2200;5;1;5.5;;;;
PERINAT_P;2020;210012670;210011367;N2340;5;1;5.5;;;;
PERINAT_P;2020;210012670;210011367;N2530;11;6;11;;;;
PERINAT_P;2020;210012670;210011367;N2800;10;12;18;;;;
PERINAT_P;2020;210012670;210011367;N280H;6;9;11;;;;
PERINAT_P;2020;210012670;210011367;NAUT;2;;2;;;;
PERINAT_P;2020;210987558;210780581;M1030;;;;1;0;;
PERINAT_P;2020;210987558;210780581;M1140;1;14;14.9;1;0;;
PERINAT_P;2020;210987558;210780581;M2050;9;10;19.31;1;0;;
PERINAT_P;2020;210987558;210780581;MIVG;;3;0.44;;;;
PERINAT_P;2020;210987558;210780581;N2200;31;37;54.87;;;;
PERINAT_P;2020;210987558;210780581;N2340;21;32;45.53;;;;
PERINAT_P;2020;210987558;210780581;N2530;40;13;47.99;;;;
PERINAT_P;2020;210987558;210780581;N2700;2;3;3.54;;;;
PERINAT_P;2020;210987558;210780581;N2800;50;31;71.84;;;;
PERINAT_P;2020;210987558;210780581;NAUT;78;24;85.86;;;;
PERINAT_P;2020;210987657;210012175;M2050;4;1;3.85;0;1;;
PERINAT_P;2020;210987657;210012175;N2800;18;4;19.4;;;;
PERINAT_P;2020;210987657;210012175;N280H;18;4;19.4;;;;
PERINAT_P;2020;210987657;210012175;NAUT;22;4;22.08;;;;
PERINAT_P;2020;210987665;210012142;M1140;;1;0.15;0;0;;
PERINAT_P;2020;210987665;210012142;M2050;;2;0.15;0;0;;
PERINAT_P;2020;210987665;210012142;N2530;;1;0.5;;;;
PERINAT_P;2020;210987665;210012142;N2800;1;2;2.44;;;;
PERINAT_P;2020;210987699;210780706;M1030;4;2;0.1;1;0;0;0
PERINAT_P;2020;210987699;210780706;M1140;1;1;0.64;0;1;;
PERINAT_P;2020;210987699;210780706;M2050;2;2;3.26;0;1;;
PERINAT_P;2020;210987699;210780706;MAUT;0;0;0.1;;;;
PERINAT_P;2020;210987699;210780706;MIVG;0;0;0.1;;;;
PERINAT_P;2020;210987699;210780706;N2530;3;2;4.85;;;;
PERINAT_P;2020;210987699;210780706;N2700;1;0;0.36;;;;
PERINAT_P;2020;210987699;210780706;N2800;16;3;16.67;;;;
PERINAT_P;2020;210987699;210780706;N280H;16;3;6.06;;;;
PERINAT_P;2020;210987699;210780706;NAUT;11;1;10.92;;;;
PERINAT_P;2020;220000012;220000020;M1030;5;0;5;1;0;1;0
PERINAT_P;2020;220000012;220000020;M1140;18;4;16.16;1;0;;
PERINAT_P;2020;220000012;220000020;M2050;11;4;10.33;1;0;;
PERINAT_P;2020;220000012;220000020;N2200;14;4;8.57;;;;
PERINAT_P;2020;220000012;220000020;N2340;61;32;41.76;;;;
PERINAT_P;2020;220000012;220000020;N2530;26;7;27.04;;;;
PERINAT_P;2020;220000012;220000020;N2700;1;1;1.03;;;;
PERINAT_P;2020;220000012;220000020;N2800;29;21;43.54;;;;
PERINAT_P;2020;220000012;220000020;N280H;25;15;36.16;;;;
PERINAT_P;2020;220000012;220000020;NAUT;33;7;28.84;;;;
PERINAT_P;2020;220000095;220000046;MIVG;;1;0.03;;;;
PERINAT_P;2020;220000095;220000046;N2200;3;0;3;;;;
PERINAT_P;2020;220000095;220000046;N2530;12;6;15.61;;;;
PERINAT_P;2020;220000095;220000046;N2700;0;1;0.4;;;;
PERINAT_P;2020;220000095;220000046;N2800;3;16;15.59;;;;
PERINAT_P;2020;220000095;220000046;NAUT;5;3;7.94;;;;
PERINAT_P;2020;220000343;220000079;M1030;;;;0;1;0;0
PERINAT_P;2020;220000343;220000079;M1140;0;0;0;0;1;;
PERINAT_P;2020;220000343;220000079;M2050;4;;4;0;1;;
PERINAT_P;2020;220000343;220000079;N2340;1;;1;;;;
PERINAT_P;2020;220000343;220000079;N2700;;1;0.25;;;;
PERINAT_P;2020;220000343;220000079;N2800;13;6;15.96;;;;
PERINAT_P;2020;220000343;220000079;N280H;6;;6;;;;
PERINAT_P;2020;220000368;220000103;M1030;;2;0.83;0;1;;
PERINAT_P;2020;220000368;220000103;M1140;;1;0.43;0;1;;
PERINAT_P;2020;220000368;220000103;M2050;;5;1.83;1;0;;
PERINAT_P;2020;220000368;220000103;N2530;9;8;13.52;;;;
PERINAT_P;2020;220000368;220000103;N2800;1;18;13.45;;;;
PERINAT_P;2020;220000368;220000103;N280H;1;18;13.45;;;;
PERINAT_P;2020;220000368;220000103;NAUT;5;2;6;;;;
PERINAT_P;2020;220000483;560014748;N2800;;1;0.6;;;;
PERINAT_P;2020;220000483;560014748;NAUT;;2;1.1;;;;
PERINAT_P;2020;220000541;220000152;M2050;;7;0.79;0;0;;
PERINAT_P;2020;220000541;220000152;N2800;1;2;2.07;;;;
PERINAT_P;2020;220000541;220000152;NAUT;1;3;3.27;;;;
PERINAT_P;2020;220022800;220000673;M1030;6;0;6;0;1;0;0
PERINAT_P;2020;220022800;220000673;M1140;7;0;7;0;1;;
PERINAT_P;2020;220022800;220000673;M2050;4;0;5;0;1;;
PERINAT_P;2020;220022800;220000673;MIVG;4;0;4;;;;
PERINAT_P;2020;220022800;220000673;N2200;2;1;3.15;;;;
PERINAT_P;2020;220022800;220000673;N2340;4;1;4.57;;;;
PERINAT_P;2020;220022800;220000673;N2530;11;0;10.32;;;;
PERINAT_P;2020;220022800;220000673;N2700;0;0;0.2;;;;
PERINAT_P;2020;220022800;220000673;N2800;13;1;14.37;;;;
PERINAT_P;2020;220022800;220000673;N280H;6;0;6.75;;;;
PERINAT_P;2020;220022800;220000673;NAUT;2;0;1;;;;
PERINAT_P;2020;230000820;230780041;M1140;2;0;0.8;0;1;;
PERINAT_P;2020;230000820;230780041;M2050;1;1;0.52;0;1;;
PERINAT_P;2020;230000820;230780041;MIVG;0;1;0.2;;;;
PERINAT_P;2020;230000820;230780041;N2530;5;1;5.24;;;;
PERINAT_P;2020;230000820;230780041;N2800;1;12;7.22;;;;
PERINAT_P;2020;230000820;230780041;NAUT;9;2;9.88;;;;
PERINAT_P;2020;240000190;240000596;M1030;8;;0.05;0;1;0;0
PERINAT_P;2020;240000190;240000596;M2050;3;;0.05;0;1;;
PERINAT_P;2020;240000372;240000059;M2050;6;1;4.91;0;1;;
PERINAT_P;2020;240000372;240000059;N2700;0;1;0.5;;;;
PERINAT_P;2020;240000372;240000059;N2800;18;2;18.1;;;;
