BOR;AN;nofinesset;nofinessej;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2015;590000105;590780193;PEN;;;;;60;;;;;;;20;;2;686;17305;;;;;;;3397;;;0;2;;0;;;;17971;;;;3210;2704;437;5;10;2;9.77;2;;1.86;;;161;15;164.74;81.7;39.75;13.88;0.2;4.23;;;;;;;;;;;;;;
PSY;2015;590000105;590780193;TOT;1;;;1;125;;;;12;;;71;;4;1681;32431;;;;2833;;;10618;;;0;6;;2;23876;;2205;19386;37;12579;23;11450;9710;924;10;38;9;34.17;2;2;2.15;;;381;89;434.71;194.27;89.49;46.6;15.49;21.74;;;;;;;;;;;;;;
PSY;2015;590000428;590781605;GEN;;3;;;90;9;;;;;;20;0;1;1094;31186;1755;;;;;20;3989;;;2;4;;2;21204;;4193;15260;2306;963;0;4285;4104;629;20;8;1;7.42;;;;;;102;31;118.73;86.67;8.09;6.53;1;4.06;;;;;;;73;16;74.08;58.48;7.09;1.25;;0.89
PSY;2015;590000428;590781605;INF;;1;;;8;6;;;;;;16;1;;314;954;840;;;;;68;2757;46;;1;3;;2;13642;;2118;107;535;667;154;1966;1963;42;0;4;;4;;;;;;44;17;53.6;31.06;0;9.43;4.78;4.33;;;;;;;12;3;12.52;11.39;;0.79;0.21;0.12
PSY;2015;590000428;590781605;TOT;1;;2;0;98;15;;;;;;36;1;1;1408;32140;2595;;;;;88;6746;46;;3;7;;4;34846;;6311;15367;2841;1630;154;6251;6067;671;20;12;1;11.42;;;;;;146;48;172.33;117.73;8.09;15.96;5.78;8.39;;;;;;;85;19;86.6;69.87;7.09;2.04;0.21;1.01
PSY;2015;590000469;590781662;GEN;;1;;;18;0;0;0;0;0;;0;0;1;367;4621;;;;;;;;;239;;1;;1;3234;;239;577;;355;;1014;801;213;1;1;6;0;0;0;0;0;1;25;6;26.17;14.97;7.58;0.62;0;0.5;0;0;0;0;0;0;31;6;26.17;14.97;7.58;0.62;0;0.5
PSY;2015;590000469;590781662;TOT;1;;;0;18;0;0;0;0;0;;0;0;1;367;4621;;;;;;;;;239;;1;;1;3234;;239;577;;355;;1014;;;;1;6;0;;;0;;;25;6;26.17;14.97;7.58;0.62;0;0.5;;;0;;;0;31;6;26.17;14.97;7.58;0.62;0;0.5
PSY;2015;590000535;590781803;GEN;;3;;;90;2;;;;;;16;;;1008;25380;365;;;;;;3939;;;;6;;5;13699;;1842;5205;878;1441;266;4587;3605;982;5;9;;9.35;1;;0.25;0;1;146;27;161.51;105.37;13.85;9.99;;2.3;9;;7.63;1;;0.25;87;15;93.02;60.39;8.91;5.16;;1.36
PSY;2015;590000535;590781803;INF;;1;;;;;;;;;;15;;;;;;;;;;;2048;;;3;;;2;10394;;4834;180;21;156;173;1237;1216;21;;2;1;1.7;;;;0;0;40;15;47.46;10.54;;12.41;;7.94;;;;;;;;;;;;;;
PSY;2015;590000535;590781803;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1221;;;;;225;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2015;590000535;590781803;TOT;1;;2;1;90;2;;;;;;31;;;1008;25380;365;;;;;;5987;;;3;6;;8;24093;;7897;5385;899;1597;439;4942;4725;686;5;11;1;11.05;1;;0.25;;;186;42;208.97;115.91;13.85;22.4;;10.24;9;;7.63;1;;0.25;87;15;93.02;60.39;8.91;5.16;;1.36
PSY;2015;590000592;590782165;GEN;;2;;;58;5;;;;;;30;;;571;16083;1430;;;;;;5496;;0;2;;;2;10091;;1614;7625;416;1388;0;1842;1427;381;9;5;2;6.32;0;0;0;0;1;86;37;101.71;59.62;18.73;5.77;0.51;4.87;5;2;6.32;0;0;0;57;27;75.44;38.88;15.73;3.17;0;3.15
PSY;2015;590000592;590782165;INF;;1;;;15;;;;;;;15;;;36;2132;;;;;;;3055;;;2;;;;7442;;;12;;75;255;914;848;9;27;2;0;2;0;0;0;0;0;28;7;25.8;8.45;0;5.53;5.86;4.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2015;590000592;590782165;TOT;1;;2;0;73;5;;;;;;45;;;607;18215;1430;;;;;;8551;;0;4;;;2;17533;;1614;7637;416;1463;255;2756;2275;390;36;7;2;8.32;0;0;0;;;114;44;127.51;68.07;18.73;11.3;6.37;9.78;5;2;6.32;0;0;0;57;27;75.44;38.88;15.73;3.17;0;3.15
PSY;2015;590000600;590782207;GEN;;1;;;54;8;7;;;;;25;1;;775;14354;404;1620;;;;;5379;7;;1;3;;4;11908;;4214;1117;;2670;;3478;2788;541;1;8;0;8;1;1;1.6;0;1;83;41;109.46;72.98;10.6;7.28;2.42;2.86;5;;4;1;1;1.6;66;22;75.29;48.39;10;3.85;1.92;1.67
PSY;2015;590000600;590782207;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2015;590000600;590782207;TOT;1;;1;1;54;8;7;;;;;25;1;;775;14354;404;1620;;;;;5379;7;;1;3;;4;11908;;4214;1117;;2670;;3478;2788;541;1;8;;8;1;1;1.6;;;83;41;109.46;72.98;10.6;7.28;2.42;2.86;5;;4;1;1;1.6;66;22;75.29;48.39;10;3.85;1.92;1.67
PSY;2015;590000782;590782660;GEN;;9;;;233;17;44;10;8;;;126;0;3;3080;61285;4024;10551;2822;2076;;6;20754;29;2782;15;12;;12;135688;;41571;37392;7080;3372;62;17842;14718;2065;36;56;2;53.25;6;2;7.21;0;1;659;172;752.36;546.46;94.6;40.85;25.4;45.05;42;1;13.18;6;1;4.44;337;54;335.54;260.59;58;3.15;4.05;9.75
PSY;2015;590000782;590782660;INF;;1;;;8;3;;;;;;46;;;163;680;305;;;;;66;4969;;;2;3;;3;27379;;2032;317;215;905;191;3255;3101;26;0;5;1;5.2;1;;1;0;1;77;29;99.45;50.1;9.6;14;12.05;13.7;2;;0.3;1;;0.2;15;5;17.56;15.35;;0.8;1;0.41
PSY;2015;590000782;590782660;TOT;1;;1;0;241;20;44;10;8;;;172;0;3;3243;61965;4329;10551;2822;2076;;72;25723;29;2782;17;15;;15;163067;;43603;37709;7295;4277;253;21097;17819;2091;36;61;3;58.45;7;2;8.21;;;736;201;851.81;596.56;104.2;54.85;37.45;58.75;44;1;13.48;7;1;4.64;352;59;353.1;275.94;58;3.95;5.05;10.16
PSY;2015;590000790;590782678;GEN;;6;;;218;44;59;0;0;0;;55;13;0;2573;79501;6598;6439;0;0;0;0;6941;0;0;2;8;;8;55924;;11925;9925;2023;3049;3;9129;7815;1458;147;23;3;27.03;4;7;7.24;0;1;396;61;444.71;358.29;52.22;15.81;2.13;15.27;22;3;12.85;4;6;;284;49;307.2;254.12;43.32;5.13;0.59;4.03
PSY;2015;590000790;590782678;INF;;2;;;0;3;;;0;0;;40;0;0;0;0;103;;;0;0;0;5302;0;0;0;9;;3;30079;;1419;115;118;1023;312;5065;4970;0;0;8;1;7.59;0;0;0;0;1;80;24;97.44;50.28;0.38;14.94;18.4;11.9;0;0;0;0;0;;0;0;0;0;0;0;0;0
PSY;2015;590000790;590782678;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;137;0;0;0;0;1;0.2;0;0;0;;;1;0;1.9;1.04;0;0.86;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
PSY;2015;590000790;590782678;TOT;1;;0;1;218;47;59;0;0;0;;95;13;0;2573;79501;6701;6439;0;0;0;0;12243;0;0;2;17;;11;86003;;13344;10040;2141;4072;315;14331;12785;1458;147;31;5;34.82;4;7;7.24;;;477;85;544.05;409.61;52.6;31.61;20.53;27.17;22;3;12.85;4;6;;284;49;307.2;254.12;43.32;5.13;0.59;4.03
PSY;2015;590001004;590783239;GEN;;2;;;60;7;8;;10;;;20;;2;1221;14669;1563;2096;;2027;;;4060;;508;;;;2;26077;;6771;3783;1200;2642;4;4477;3644;89;18;7;9;11.65;;;;0;1;105;50;150.19;116.2;3.93;15.49;;5.35;;;;;;;;;;;;;;
PSY;2015;590001004;590783239;INF;;1;;;;;;;;;;15;;3;;;;;;;;;2792;;1273;;;;;28618;;;597;2712;2763;369;4129;3796;;;6;6;6.2;;;;;;19;45;52.33;12.5;;11.54;15.25;8.98;;;;;;;;;;;;;;
PSY;2015;590001004;590783239;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;619;615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2015;590001004;590783239;TOT;1;;;1;60;7;8;;10;;;35;;5;1221;14669;1563;2096;;2027;;;6852;;1781;;;;2;54695;;6771;4380;3912;5405;373;9011;;;;13;15;17.85;;;;;;124;95;202.52;128.7;3.93;27.03;15.25;14.33;;;;;;;;;;;;;;
PSY;2015;590001418;590034740;GEN;;8;;;332;6;24;;;;;58;8;10;4678;85333;1636;4273;;;;230;9630;3769;622;;10;;8;98586;;24233;20494;2439;4264;40;14598;12393;2370;98;52;5;55.94;4;10;6.91;0;0;623;124;717.22;483.98;96;28.45;7.3;31.27;46;4;35.1;4;1;4.75;431;62;469.37;301.23;92.5;4.82;3.94;9.54
PSY;2015;590001418;590034740;INF;;4;;;9;3;;;;;;64;;;127;1865;680;;;;;;6655;;;;13;;2;81236;;116;2624;1276;610;1945;7476;7295;74;;21;2;22.19;0;0;0.15;0;0;126;46;159.73;40.3;3.5;36.91;39.17;30.36;2;0;1.11;0;0;0.15;22;1;26.08;13.67;1.73;1;0;6.66
PSY;2015;590001418;590034740;TOT;1;;3;1;341;9;24;;;;;122;8;10;4805;87198;2316;4273;;;;230;16285;3769;622;;23;;10;179822;;24349;23118;3715;4874;1985;22274;19688;2444;98;73;7;78.13;4;10;7.06;;;749;170;876.95;524.28;99.5;65.36;46.47;61.63;48;4;36.21;4;1;4.9;453;63;495.45;314.9;94.23;5.82;3.94;16.2
PSY;2015;590002317;590799912;INF;;1;;;;;;;;;;15;;;;;;;;;;;2856;;;;;;;;;;;;;;27;;;;;2;0.44;;;;;;7;5;9.5;4;0.5;1;1;3;;;;;;;;;;;;;;
PSY;2015;590002317;590799912;TOT;1;;0;0;;;;;;;;15;;;;;;;;;;;2856;;;;;;;;;;;;;;27;;;;;2;0.44;;;;;;7;5;9.5;4;0.5;1;1;3;;;;;;;;;;;;;;
PSY;2015;590005245;;GEN;;;;;96;;;;;;;12;;;635;29948;;;;;;;3299;;;;;;;;;;;;;;585;;537;0;;5;3.32;;1;0.8;0;1;41;12;45.6;27;12.5;3.8;1.15;1.15;;5;3.32;;1;0.8;;;;;;;;
PSY;2015;590005245;;TOT;0;;;0;96;;;;;;;12;;;635;29948;;;;;;;3299;;;;;;;;;;;;;;585;;537;;;5;3.32;;1;0.8;;;41;12;45.6;27;12.5;3.8;1.15;1.15;;5;3.32;;1;0.8;;;;;;;;
PSY;2015;590009148;810002519;GEN;;;;;40;;;;;;;;;;88;13810;;;;;;;;;;;;;;;;;;;;;78;;78;;;2;1;;;;0;1;19;1;20;6;6;2;5;1;;2;1;;;;19;1;20;6;6;2;5;1
PSY;2015;590009148;810002519;TOT;0;;;0;40;;;;;;;;;;88;13810;;;;;;;;;;;;;;;;;;;;;78;;78;;;2;1;;;;;;19;1;20;6;6;2;5;1;;2;1;;;;19;1;20;6;6;2;5;1
PSY;2015;590016408;590016358;GEN;;;;;30;;;;;;;12;5;;627;11409;;;;;;;607;183;;;;;;;;;;;;;311;;300;;2;1;;;;;0;1;23;5;;13.8;3;3.8;2.3;4.7;3;;;;;;21;2;;10.8;3;3;1.8;4
PSY;2015;590016408;590016358;INF;;;;;;;;;;;;3;;;2;;;;;;;;1385;;;;;;;;;;;;;;33;;2;;1;1;;;;;0;1;;;;;;;;;1;;;;;;;;;;;;;
PSY;2015;590016408;590016358;TOT;0;;;0;30;;;;;;;15;5;;629;11409;;;;;;;1992;183;;;;;;;;;;;;;340;;302;;3;2;;;;;;;23;5;;13.8;3;3.8;2.3;4.7;4;;;;;;21;2;;10.8;3;3;1.8;4
PSY;2015;590044665;750720575;GEN;;;;;25;;;;;;;25;;;275;7121;;;;;;;5125;;;;1;;;66;;;;;;;135;74;61;;4;;4;;1;0.3;0;1;26;8;27.94;19.2;1;4.51;0.43;2.8;;;;;;;13;12;21.13;16.2;;2.5;0.43;2
PSY;2015;590044665;750720575;TOT;0;;;0;25;;;;;;;25;;;275;7121;;;;;;;5125;;;;1;;;66;;;;;;;135;;;;4;;4;;1;0.3;;;26;8;27.94;19.2;1;4.51;0.43;2.8;;;;;;;13;12;21.13;16.2;;2.5;0.43;2
PSY;2015;590049060;810003319;GEN;;;;;40;;;;;;;;;;84;12018;;;;;;;;;;;;;;;;;;;;;46;;46;;1;2;;;;;0;0;29;;;;;;;;1;2;;;;;29;;;;;;;
PSY;2015;590049060;810003319;TOT;0;;;0;40;;;;;;;;;;84;12018;;;;;;;;;;;;;;;;;;;;;46;;46;;1;2;;;;;;;29;;;;;;;;1;2;;;;;29;;;;;;;
PSY;2015;590053955;;GEN;;;;;120;;;;;;;40;;;982;47130;;;;;;;17144;;;;;;;;;;;;;;1038;;834;0;;13;;;5;;0;1;86;56;118.1;39.5;29;20.7;15;1.5;;9;;;5;;62;41;89.6;38.6;31;11.7;8.2;0.5
PSY;2015;590053955;;TOT;0;;;0;120;;;;;;;40;;;982;47130;;;;;;;17144;;;;;;;;;;;;;;1038;;;;;13;;;5;;;;86;56;118.1;39.5;29;20.7;15;1.5;;9;;;5;;62;41;89.6;38.6;31;11.7;8.2;0.5
PSY;2015;590785341;750005068;GEN;;;;;;;;;;;;33;;;;;;;;;;;5069;;;;;;;3567;;;;;;;546;539;;;2;2;3.07;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2015;590785341;750005068;TOT;0;;;0;;;;;;;;33;;;;;;;;;;;5069;;;;;;;3567;;;;;;;546;;;;2;2;3.07;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2015;590787529;590782215;GEN;;3;;;110;25;7;0;10;5;;62;2;1;1623;28859;4192;1993;0;2941;1377;311;10038;525;792;;4;;4;42047;;6950;3339;8085;5012;17;7743;7146;1468;0;21;3;19.31;;;;0;1;225;65;271.35;159.21;45.74;14.03;1.5;9.9;15;1;9.12;;;;110;27;128.2;87.51;29.93;1.87;;3.61
PSY;2015;590787529;590782215;INF;;1;;;;10;;;;;;30;;;8;;1317;;;;;;8026;;;;3;;3;15813;;2556;42;;691;;1982;1962;14;0;7;1;7.5;;;;0;1;50;18;63.55;7.85;;11.31;10.79;18.93;;;;;;;;;;;;;;
PSY;2015;590787529;590782215;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;1001;1001;0;0;5;;0.93;;;;;;3;;2.5;;;2.5;;;;;;;;;;;;;;;;
PSY;2015;590787529;590782215;TOT;1;;2;1;110;35;7;0;10;5;;92;2;1;1631;28859;5509;1993;0;2941;1377;311;18064;525;792;;9;;7;57860;;9506;3381;8085;5703;17;9624;9454;1332;0;28;4;27.74;;;;;;278;83;337.4;167.06;45.74;27.84;12.29;28.83;15;1;9.12;;;;110;27;128.2;87.51;29.93;1.87;;3.61
PSY;2015;590797353;590051801;GEN;;;;;15;;;;;;;;;;178;3976;;;;;;;;;;;;;;;;;;;;;127;;18;;6;2;6.32;;;;;;19;42;39.78;19.46;2.42;12.06;4.84;;;;;;;;;;;;;;;
PSY;2015;590797353;590051801;INF;;;;;7;;;;;;;5;;;113;681;;;;;;;501;;;;;;;;;;;;;;73;;11;;1;5;4.03;;;;;;14;5;16.16;5.79;4.93;4.19;;1.25;;;;;;;;;;;;;;
PSY;2015;590797353;590051801;TOT;0;;;0;22;;;;;;;5;;;291;4657;;;;;;;501;;;;;;;;;;;;;;200;;29;;7;7;10.35;;;;;;33;47;55.94;25.25;7.35;16.25;4.84;1.25;;;;;;;;;;;;;;
PSY;2015;590816427;590781829;GEN;;;;;74;;;;;;;20;;;591;21192;;;;;;;2940;;;;;;;;;;;;;;487;;475;;3;2;2.36;;;0.1;;;31;1;27;17.6;5.32;1.56;1.86;1;3;2;;;;;26;;;;;;;
PSY;2015;590816427;590781829;TOT;0;;;0;74;;;;;;;20;;;591;21192;;;;;;;2940;;;;;;;;;;;;;;487;;475;;3;2;2.36;;;0.1;;;31;1;27;17.6;5.32;1.56;1.86;1;3;2;;;;;26;;;;;;;
PSY;2015;600000012;600100028;GEN;;12;;;803;30;;34;;117;;191;33;;4378;214155;7360;;9275;;23100;127;26792;1375;;0;18;;24;142451;;62022;10661;90;15354;8;18015;15923;2953;341;70;6;72.38;19;;18.21;1;0;1340;109;1392.39;834.4;295.09;50.22;6.9;45.15;68;1;49.06;17;0;12.12;935;75;942.38;533.32;259.78;11.5;0.21;25.43
PSY;2015;600000012;600100028;INF;;3;;;36;24;;;;;;162;7;;84;6071;2784;;;;;174;13104;223;;0;6;;10;28080;;7094;101;86;1561;367;2761;2590;72;17;11;1;11.72;3;;1.47;1;0;234;41;260.77;114.99;19.74;28.21;6.34;57.95;11;0;4.78;2;0;0.5;89;7;81.58;43.12;13.47;1.63;0.3;14.9
PSY;2015;600000012;600100028;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1710;1710;0;0;1;;1;1;;1;;;20;2;18.13;7.03;1;9;0;1.1;;;;;;;0;0;0;0;0;0;0;0
PSY;2015;600000012;600100028;TOT;1;;10;1;839;54;;34;;117;;353;40;;4462;220226;10144;;9275;;23100;301;39896;1598;;0;24;;34;170531;;69116;10762;176;16915;375;22185;20024;3021;357;82;7;85.1;23;;20.68;;;1590;152;1671.29;956.42;315.83;87.43;13.24;104.2;79;1;53.84;19;;12.62;1024;82;1023.96;576.44;273.25;13.13;0.51;40.33
PSY;2015;600009054;600000798;GEN;;;;;47;;;;;;;;;;422;16816;;;;;;;;;;;;;;;;;;;;;422;;422;;;3;1.5;;;;0;0;12;7;16.39;12.94;2.49;0.5;0;0.46;;;;;;;;;;;;;;
PSY;2015;600009054;600000798;TOT;0;;;0;47;;;;;;;;;;422;16816;;;;;;;;;;;;;;;;;;;;;422;;422;;;3;1.5;;;;;;12;7;16.39;12.94;2.49;0.5;0;0.46;;;;;;;;;;;;;;
PSY;2015;600107049;;INF;;1;;;;15;;;;;;53;8;;;;991;;;;;230;8449;1050;;;5;;2;9581;;1674;;;;;2086;2058;17;;2;3;3.45;0;1;0.1;0;1;;;53.17;5.5;;12.97;4.26;31.07;;;;;;;;;;;;;;
PSY;2015;600107049;;TOT;1;;0;0;;15;;;;;;53;8;;;;991;;;;;230;8449;1050;;;5;;2;9581;;1674;;;;;2086;2058;17;;2;3;3.45;;1;0.1;;;;;53.17;5.5;;12.97;4.26;31.07;;;;;;;;;;;;;;
PSY;2015;610000028;610780025;GEN;;2;;;144;20;;;;;;97;;2;1221;52841;3375;;;;;30;12402;37;0;0;10;;8;43110;;7118;19236;490;5706;0;7478;6707;1076;73;10;3;11.09;12;1;8.29;1;1;323;35;332.77;191.38;61.3;16.04;0.81;9.12;6;1;3.45;7;;5.29;188;20;198.28;104.76;52.33;1.51;;3.13
PSY;2015;610000028;610780025;INF;;2;;;5;2;;;;;;22;;;54;1370;;;;;;;2582;;;0;9;;7;27694;;4292;1562;1735;798;831;3387;3311;38;;1;2;2.58;4;1;2.59;1;1;93;31;112.44;35;7.5;21.44;9.37;23.7;1;;0.04;1;;0.82;15;;13.71;5.22;7.5;;;0.4
PSY;2015;610000028;610780025;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4987;;;;762;746;16;;1;1;0.53;2;;0.32;;;7;;4.6;1.17;;3.43;;;;;;;;;;;;;;;;
PSY;2015;610000028;610780025;TOT;1;;2;1;149;22;;;;;;119;;2;1275;54211;3375;;;;;30;14984;37;0;0;19;;15;70804;;11410;25785;2225;6504;831;11541;;;;11;5;14.2;16;2;11.2;;;416;66;449.81;227.55;68.8;40.91;10.18;32.82;7;1;3.49;8;;6.11;203;20;211.99;109.98;59.83;1.51;;3.53
PSY;2015;610788325;610780165;GEN;;1;;;38;;;;;;;35;2;;467;13542;;;;;;;6227;35;;;4;;1;20540;;566;1903;268;4280;162;3202;3176;255;8;4;;4.7;;;;;;88;31;107.84;69.31;19.87;6.57;1;2;4;;4.7;;;;;;;;;;;
PSY;2015;610788325;610780165;TOT;1;;0;0;38;;;;;;;35;2;;467;13542;;;;;;;6227;35;;;4;;1;20540;;566;1903;268;4280;162;3202;3176;255;8;4;;4.7;;;;;;88;31;107.84;69.31;19.87;6.57;1;2;4;;4.7;;;;;;;;;;;
PSY;2015;620000034;620100057;GEN;;3;;;90;10;;;8;;;36;8;0;1868;30054;3156;0;0;1349;0;0;3627;0;0;0;1;;1;17698;;3678;15675;165;3340;;5291;4274;1017;14;4;8;9.26;;;;0;1;139;25;161.58;111.51;13.39;4.88;1;4.6;4;1;4.9;;;;88;16;121.93;85.06;11.39;1;1;4.6
PSY;2015;620000034;620100057;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;12291;;1641;0;0;0;;1037;1037;;;2;1;0.7;;;;0;1;9;11;18.79;1;0;6.24;3.71;2.98;;;;;;;;;;;;;;
PSY;2015;620000034;620100057;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2015;620000034;620100057;TOT;1;;1;1;90;10;;;8;;;36;8;0;1868;30054;3156;0;0;1349;0;0;3627;0;0;0;5;;3;29989;;5319;15675;165;3340;;6328;5311;1017;;6;13;10.76;;;;;;148;36;180.37;112.51;13.39;11.12;4.71;7.58;4;1;4.9;;;;88;16;121.93;85.06;11.39;1;1;4.6
PSY;2015;620000059;620100073;GEN;;1;;;20;4;;;;;;;;;48;6950;1095;;;;;;;;;;1;;1;3062;;2593;949;80;9;;529;504;29;13;2;;2;;;;0;1;28;8;35.16;12.81;7.6;0.7;1;4.66;;;;;;;22;5;25.7;9.5;8.43;0;0;2.33
PSY;2015;620000059;620100073;TOT;1;;;0;20;4;;;;;;;;;48;6950;1095;;;;;;;;;;1;;1;3062;;2593;949;80;9;;529;504;29;13;2;;2;;;;;;28;8;35.16;12.81;7.6;0.7;1;4.66;;;;;;;22;5;25.7;9.5;8.43;0;0;2.33
PSY;2015;620000240;620100677;GEN;;2;;;90;;12;;;;;20;6;;1138;25736;;3343;;;;;5229;328;;;4;;1;16628;;6698;3138;165;12;;3756;3602;640;14;11;1;10.56;;;;;;146;27;167.64;120.49;13.07;3.63;;3.85;11;1;7.87;;;;103;21;119.8;90.54;6.84;0.43;;2.12
PSY;2015;620000240;620100677;INF;;1;;;;;;;;;;15;;;;;;;;;;;2305;;;2;2;;2;15554;;2280;1046;65;48;27;2293;2293;34;;6;1;6;;;;;;31;17;45.55;10.48;0.8;7.12;6.13;5.6;;;;;;;;;;;;;;
PSY;2015;620000240;620100677;TOT;1;;1;0;90;;12;;;;;35;6;;1138;25736;;3343;;;;;7534;328;;2;6;;3;32182;;8978;4184;230;60;27;5980;5831;674;;17;2;16.56;;;;;;177;44;213.19;130.97;13.87;10.75;6.13;9.45;11;1;7.87;;;;103;21;119.8;90.54;6.84;0.43;;2.12
PSY;2015;620000257;620100685;GEN;;2;;;96;;;;1;;;50;2;1;601;33114;;;;354;;;9524;543;3513;1;1;;2;10951;;5441;14385;;1042;;1809;938;746;38;7;1;8.08;1;;1;0;1;131;21;142.95;114.97;16.57;4.6;3.6;4.6;;;;;;;;;;;;;;
PSY;2015;620000257;620100685;INF;;1;;;;10;;;;;;16;;1;;;3650;;;;;;5587;;4994;;9;;1;37134;;5638;2403;948;1250;1050;2333;1823;;;1;1;2.63;;;;0;1;36;11;41.82;15.78;;5.7;6.54;13.38;;;;;;;;;;;;;;
PSY;2015;620000257;620100685;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2015;620000257;620100685;TOT;1;;;1;96;10;;;1;;;66;2;2;601;33114;3650;;;354;;;15111;543;8507;1;10;;3;48085;;11079;16788;948;2292;1050;4142;2761;746;38;8;2;10.71;1;;1;;;167;32;184.77;130.75;16.57;10.3;10.14;17.98;;;;;;;;;;;;;;
PSY;2015;620000281;620101287;GEN;;7;;;365;24;9;;;;;84;2;;4007;110854;8063;1043;;;;;15801;350;;4;13;;9;54493;;34936;20168;3577;6305;290;12442;9857;2635;121;30;5;30.22;10;2;10.97;0;1;414;152;538.45;412.31;83.18;17.56;10.56;14.84;30;5;30.72;10;2;10.97;338;111;421.43;317.95;82.18;4.03;7.25;10.03
PSY;2015;620000281;620101287;INF;;2;;;15;;;;;;;60;;;151;3298;;;;;;;5491;143;;;8;;9;40470;;11631;3095;58;1570;2600;6625;6351;120;1;9;3;11.09;0;1;0.1;0;1;69;60;123.58;66.58;12.12;11.23;15.15;18.5;9;3;11.09;0;1;0.1;26;15;33.3;24.4;5;1.4;1.2;1.3
PSY;2015;620000281;620101287;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9244;;;;1803;;;;0;1;0.25;0;0;0;;;8;2;8.07;5.68;;2.39;;;;;;;;;;;;;;;;
PSY;2015;620000281;620101287;TOT;1;;4;1;380;24;9;;;;;144;2;;4158;114152;8063;1043;;;;;21292;493;;4;21;;18;94963;;46567;32507;3635;7875;2890;20810;;2755;122;39;9;41.56;10;3;11.07;;;491;214;670.1;484.57;95.3;31.18;25.71;33.34;39;8;41.81;10;3;11.07;364;126;454.73;342.35;87.18;5.43;8.45;11.33
PSY;2015;620000323;620101337;GEN;;2;;;80;5;7;;;;;15;;;886;21353;929;2272;;;;0;3685;;;;1;;1;22669;;5520;4247;;3518;9;1916;1288;628;9;6;7;7.4;;;;;;72;83;112.65;87.09;1;3.84;5.47;2;;;;;;;56;38;79.47;62.17;1;1.83;2.97;1.2
PSY;2015;620000323;620101337;INF;;1;;;;;;;;0;;;;;;;;;;;478;0;;;;;1;;1;3408;;1282;;;1879;909;2615;2601;14;0;1;;1;;;;;;8;8;12.2;8.6;;3.1;;;;;;;;;;;;;;;;
PSY;2015;620000323;620101337;TOT;1;;0;0;80;5;7;;;0;;15;;;886;21353;929;2272;;;478;0;3685;;;;2;;2;26077;;6802;4247;;5397;918;4531;3889;642;9;7;7;8.4;;;;;;80;91;124.85;95.69;1;6.94;5.47;2;;;;;;;56;38;79.47;62.17;1;1.83;2.97;1.2
