BOR;AN;nofinesset;nofinessej;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2018;170782981;170024194;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2234;;;;270;270;;;3;;0.9;;;;;;9;5;10.54;7.03;0.5;1.5;;;;;;;;;;;;;;;;
PSY;2018;170782981;170024194;TOT;1;;4;1;250;;11;;;;;148;0;;3253;86425;;2995;;;;329;24427;297;;3;14;0;11;51941;6561;5712;19392;2085;4790;1131;12591;10308;1850;98;27;8;29.6;2;6;4.1;;;555;155;632.51;386.15;63.78;27.13;13.75;33.55;;;;;;;361;64;393.49;230.72;63.28;11.99;0.9;12.58
PSY;2018;170783146;170780050;GEN;;2;;;68;;;;;;;40;2;;1068;14006;;;;;;64;7301;299;;6;3;;5;32793;;3203;2311;362;1001;27;4924;3636;570;5;8;1;7.98;1;;1;0;1;114;11;119.34;86.94;4;10.2;8.8;8.4;;;;;;;51;2;52.39;48.29;2;1.4;;0.7
PSY;2018;170783146;170780050;INF;;1;;;;5;;;;;;15;;;;;97;;;;;;2101;;;1;3;;5;15064;;2256;74;19;2;72;1362;1219;;;1;;;1;;1;0;1;33;10;40.9;14;;11.9;5.6;9.4;;;;;;;;;;;;;;
PSY;2018;170783146;170780050;PEN;;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;;;;;;;;;;216;216;;;;;0.1;;;;;;1;2;2.05;1.05;;1;;;;;;;;;;;;;;;;
PSY;2018;170783146;170780050;TOT;1;;3;1;68;5;;;;;;55;2;1;1068;14006;97;;;;;64;9402;299;1;7;7;;10;47857;;5459;2385;381;1003;99;6472;5699;570;;9;1;8.08;2;;2;;;148;23;162.29;101.99;4;23.1;14.4;17.8;;;;;;;51;2;52.39;48.29;2;1.4;;0.7
PSY;2018;170784086;330785072;INF;;;;;15;;;;;;;;;;60;3731;;;;;;;;;;;;;;;;;;;;;27;;27;15;;2;0.45;;;;0;0;17;;17;6;2;1;;8;;2;0.45;;;;17;;17;6;2;1;;8
PSY;2018;170784086;330785072;TOT;0;;;0;15;;;;;;;;;;60;3731;;;;;;;;;;;;;;;;;;;;;27;;;;;2;0.45;;;;;;17;;17;6;2;1;;8;;2;0.45;;;;17;;17;6;2;1;;8
PSY;2018;180000176;180001158;GEN;;5;;;248;245;0;0;14;0;;110;2;0;2051;84054;78305;0;0;5030;0;77;21175;0;0;1;9;5;0;61517;63571;3599;12962;977;3927;4;12088;10117;1352;109;19;4;21.8;2;3;4.17;0;0;567;119;640.29;271.98;121.81;31.19;2.34;18.77;6;3;7.8;2;3;4.17;306;46;341.88;162.86;99.87;11.01;1.26;9.2
PSY;2018;180000176;180001158;INF;;1;;;8;0;;;0;0;;57;0;0;160;2362;0;;;0;0;101;3258;0;0;2;4;1;0;11656;4202;13052;59;14;118;108;1952;1764;72;;1;4;5.51;0;0;0;0;0;81;27;97.57;40.92;7.89;8.88;8.2;22.49;0;0;0.42;0;0;0;17;5;19.21;10.15;5.1;0.1;0;0.96
PSY;2018;180000176;180001158;PEN;;;;;0;;;;;;;0;;0;;;;;;;;;;;;;;;1;;;104;1555;;;;335;;;;0;1;0.3;0;0;0;;;5;2;4;1.6;0;2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;180000176;180001158;TOT;1;;5;1;256;245;0;0;14;0;;167;2;0;2211;86416;78305;0;0;5030;0;178;24433;0;0;3;13;6;1;73173;67773;16755;14576;991;4045;112;13886;11729;1337;;20;9;27.61;2;3;4.17;;;653;148;741.86;314.5;129.7;42.07;10.94;41.26;6;3;8.22;2;3;4.17;323;51;361.09;173.01;104.97;11.11;1.26;10.16
PSY;2018;180000382;180008518;GEN;;;;;38;0;0;0;0;0;;12;0;0;359;11620;0;0;0;0;0;0;2545;0;0;0;0;0;0;0;0;0;;0;0;0;375;0;320;0;2;0;0;0;0;0;0;1;19;9;20.87;11.5;6;0.41;0;1.1;2;0;0;0;0;0;16;3;15.2;8.7;6;0.21;0;0.5
PSY;2018;180000382;180008518;TOT;0;;;0;38;0;0;0;0;0;;12;0;0;359;11620;0;0;0;0;0;0;2545;0;0;0;0;0;0;0;0;0;;0;0;0;375;0;0;0;2;0;0;0;0;0;;;19;9;20.87;11.5;6;0.41;0;1.1;2;0;0;0;0;0;16;3;15.2;8.7;6;0.21;0;0.5
PSY;2018;180004533;580780971;GEN;;1;;;;;;;;;;5;;;;;;;;;;;1416;;;;;;;;;;;;;;13;;;;1;0;0.1;0;0;0;;;4;;3.93;2.42;0.52;;;;;;;;;;;;;;;;;
PSY;2018;180004533;580780971;TOT;1;;;0;;;;;;;;5;;;;;;;;;;;1416;;;;;;;;;;;;;;13;;;;1;0;0.1;0;0;0;;;4;;3.93;2.42;0.52;;;;;;;;;;;;;;;;;
PSY;2018;190000026;190000059;GEN;;1;;;31;;;;;;;30;;;556;8454;;;;;;;6625;;;;1;5;;8415;2213;;2074;2329;880;;2521;2029;400;0;3;2;2.95;1;;0.29;;1;60;10;69.78;44.35;0.16;3.6;1.5;15.17;;;;;;;40;3;38.48;25.51;0.09;0.6;0.6;9.68
PSY;2018;190000026;190000059;TOT;1;;;1;31;;;;;;;30;;;556;8454;;;;;;;6625;;;;1;5;;8415;2213;;2074;2329;880;;2521;2029;400;0;3;2;2.95;1;;0.29;;;60;10;69.78;44.35;0.16;3.6;1.5;15.17;;;;;;;40;3;38.48;25.51;0.09;0.6;0.6;9.68
PSY;2018;190000117;;GEN;;1;;;183;;13;;;;;24;5;;1244;49019;;2491;;;;;7494;103;;3;0;1;3;6783;1739;5080;3616;824;287;1;1576;1180;615;58;8;2;8.58;4;3;5.03;0;1;346;44;363.35;169.43;116.22;9.36;3.15;22.35;;;;;;;;;;;;;;
PSY;2018;190000117;;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5221;;;;876;876;;;;;0.2;;;;;;;;5.14;;;;;;;;;;;;;;;;;;;
PSY;2018;190000117;;TOT;1;;0;1;183;;13;;;;;24;5;;1244;49019;;2491;;;;;7494;103;;3;0;1;3;6783;1739;5080;8837;824;287;1;2424;2050;615;58;8;2;8.78;4;3;5.03;;;346;44;368.49;169.43;116.22;9.36;3.15;22.35;;;;;;;;;;;;;;
PSY;2018;190011601;190000042;GEN;;1;;;42;;;;;;;20;;1;711;12631;;;;;;26;2687;73;318;;1;;;13775;;;4604;236;3373;;3029;2496;493;67;6;2;5.06;1;;0.5;0;1;87;8;92.85;50.84;17.28;4.52;1;5.72;;;;;;;;;;;;;;
PSY;2018;190011601;190000042;INF;;1;;;;5;;;;;;12;;;;;683;;;;;;1202;;;1;;3;1;114;11359;41;;35;635;58;1215;1160;;;2;2;2.33;;1;0.04;0;1;29;14;36.93;4.86;;7.39;5.31;12.29;;;;;;;;;;;;;;
PSY;2018;190011601;190000042;TOT;1;;2;0;42;5;;;;;;32;;1;711;12631;683;;;;;26;3889;73;318;1;1;3;1;13889;11359;41;4604;271;4008;58;4196;3610;493;67;8;4;7.39;1;1;0.54;;;116;22;129.78;55.7;17.28;11.91;6.31;18.01;;;;;;;;;;;;;;
PSY;2018;210013157;210780706;GEN;;1;;;31;;;;;;;25;;;553;9304;;;;;;;3234;;;;1;;1;5478;;692;1249;255;644;;1482;1090;342;0;4;0;3.64;1;2;0.9;0;1;49;16;54.77;34.48;3.81;2.3;0;1.71;3;0;1.81;1;2;0.4;32;12;36.51;21.2;3.81;0.57;0;0.16
PSY;2018;210013157;210780706;INF;;1;;;;;;;;;;25;4;;42;;;;;;;148;3627;627;;;1;;1;6505;;1593;;;113;2;411;331;31;0;2;0;2;0;0;0;0;1;33;6;35.05;8.68;10.08;3.36;1.56;4.68;2;0;0.35;0;0;0;10;1;8.47;3.49;1;0;0;1.83
PSY;2018;210013157;210780706;TOT;1;;;0;31;;;;;;;50;4;;595;9304;;;;;;148;6861;627;;;2;;2;11983;;2285;1249;255;757;2;1866;1399;373;;6;0;5.64;1;2;0.9;;;82;22;89.82;43.16;13.89;5.66;1.56;6.39;5;0;2.16;1;2;0.4;42;13;44.98;24.69;4.81;0.57;0;1.99
PSY;2018;210780425;210781282;INF;;0;;;;;;;;;;23;0;0;;;;;;;;;4944;;;;;;1;;;386;;;;;83;;;;0;3;0.7;0;1;0.13;0;0;11;11;16.82;5.8;2.5;1.27;0.5;6.97;;;;;;;;;;;;;;
PSY;2018;210780425;210781282;TOT;0;;0;0;;;;;;;;23;0;0;;;;;;;;;4944;;;;;;1;;;386;;;;;83;;;;;3;0.7;;1;0.13;;;11;11;16.82;5.8;2.5;1.27;0.5;6.97;;;;;;;;;;;;;;
PSY;2018;210987558;210780581;GEN;;1;;;43;;;;;;;15;;2;931;14252;;;;;;;1044;;0;1;;1;1;6342;3498;2817;1191;300;3023;;3407;3365;258;7;8;1;6.92;;1;0.75;1;0;87;20;96.8;50.26;20.79;5.97;1.13;4.29;5;;2.49;;1;0.3;70;7;70.52;34.35;19.54;2.53;0.4;1.3
PSY;2018;210987558;210780581;INF;;1;;;10;;;;;;;12;;;78;2673;;;;;;;1561;;;1;;1;1;3190;1294;1591;;;399;593;885;867;66;;2;1;2.58;;0;0;0;0;31;21;44.79;28.38;1.44;5.95;2.49;5.42;2;;0.5;;0;;21;4;22.87;19.2;1.44;0.3;;0.83
PSY;2018;210987558;210780581;TOT;1;;1;0;53;;;;;;;27;;2;1009;16925;;;;;;;2605;;0;2;;2;2;9532;4792;4408;1191;300;3422;593;4292;4232;324;7;10;2;9.5;;1;0.75;;;118;41;141.59;78.64;22.23;11.92;3.62;9.71;7;;2.99;;1;0.3;91;11;93.39;53.55;20.98;2.83;0.4;2.13
PSY;2018;210987632;210780607;GEN;;5;;;233;;;;;;;105;5;;2702;88217;;;;;;187;11168;93;;;16;31;15;46935;14965;39231;7653;2776;531;26;9512;9137;1981;78;29;3;28.72;;1;0.2;1;1;453;69;520.42;296.22;72.45;22.18;7.31;12.74;;;;;;;274;37;287.3;167.45;55.08;3.99;;1.9
PSY;2018;210987632;210780607;INF;;1;;;;;;;;;;68;0;;;;;;;;;499;3721;;;;10;11;8;11767;819;14485;44;9;374;14;1973;1670;;;7;1;7.68;;;;1;1;66;30;82.57;28.04;;10.33;;18.65;;;;;;;;;;;;;;
PSY;2018;210987632;210780607;PEN;;;;;;;;;;;;20;;;;;;;;;;;4845;;;;2;;;;;;12176;;;;679;661;;;3;;2.5;;;;;;8;1;9.8;6.75;;1.1;0.4;0.5;;;;;;;;;;;;;;
PSY;2018;210987632;210780607;TOT;1;;1;0;233;;;;;;;193;5;;2702;88217;;;;;;686;19734;93;;;28;42;23;58702;15784;53716;19873;2785;905;40;12074;9532;1981;78;39;4;38.9;;1;0.2;;;527;100;612.79;331.01;72.45;33.61;7.71;31.89;;;;;;;274;37;287.3;167.45;55.08;3.99;;1.9
PSY;2018;220000210;;GEN;;2;;;141;8;;;;;;67;;;2387;46696;1121;;;;;;11528;31;;5;3;14;8;45830;2883;9565;5847;1853;9710;;9091;7435;1542;9;9;7;12.74;9;7;10.03;0;1;425;87;439.88;205.16;50.98;12.3;3.77;18.65;5;3;5.84;6;3;5.83;148;33;151.24;77.92;25.23;4.43;0.32;6.83
PSY;2018;220000210;;INF;;1;;;;;;;;;;30;;;;;;;;;;;6650;;;;3;;3;17869;;2569;4;16;5;96;2603;2454;;;2;4;5;;;0.57;0;0;54;20;66.38;28.37;0.99;9.44;9.94;9.97;;;;;;;;;;;;;;
PSY;2018;220000210;;TOT;1;;1;0;141;8;;;;;;97;;;2387;46696;1121;;;;;;18178;31;;5;6;14;11;63699;2883;12134;5851;1869;9715;96;11595;9801;1542;9;11;11;17.74;9;7;10.6;;;479;107;506.26;233.53;51.97;21.74;13.71;28.62;5;3;5.84;6;3;5.83;148;33;151.24;77.92;25.23;4.43;0.32;6.83
PSY;2018;220000236;220017974;GEN;;2;;;150;15;;;;;;;6;;1382;49261;4332;;;;;;;32;;;;3;;;1289;;123;2910;140;;2233;1239;994;34;2;13;8.27;;17;7.26;;;231;102;274.68;175.79;25.9;4.76;8.82;11.24;2;13;8.27;;14;5.48;176;72;230;159.33;24.98;0.88;3.88;3.57
PSY;2018;220000236;220017974;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;600;;64;5;;69;82;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;220000236;220017974;TOT;1;;2;0;150;15;;;;;;;6;;1382;49261;4332;;;;;;;32;;;;4;;;1889;;187;2915;140;69;2313;1319;994;34;2;13;8.27;;17;7.26;;;231;102;274.68;175.79;25.9;4.76;8.82;11.24;2;13;8.27;;14;5.48;176;72;230;159.33;24.98;0.88;3.88;3.57
PSY;2018;220000319;220000681;GEN;;;;;66;;;;;;;;;;604;22821;;;;;;;;;;;;;;;;;;;;;459;;;;3;;3;;;1;0;1;;;;;;;;;3;3;;;;;;;;;;;;
PSY;2018;220000319;220000681;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;220000319;220000681;TOT;0;;;0;66;;;;;;;;;;604;22821;;;;;;;;;;;;;;;;;;;;;459;;;;3;;3;;;2;;;;;;;;;;;3;3;;;;;;;;;;;;
PSY;2018;220000327;220000699;GEN;;;;;96;;;;;;;36;;;1208;32710;;;;;;;8837;;;;;;;;;;;;;;883;;;;7;;7;1;2;1.45;0;1;66;12;56.31;26.9;25.51;1.4;2;0.5;7;;7;1;2;1.45;;;;;;;;
PSY;2018;220000327;220000699;TOT;0;;;0;96;;;;;;;36;;;1208;32710;;;;;;;8837;;;;;;;;;;;;;;883;;;;7;;7;1;2;1.45;;;66;12;56.31;26.9;25.51;1.4;2;0.5;7;;7;1;2;1.45;;;;;;;;
PSY;2018;220012751;220017974;GEN;;1;;;;;;;;;;35;;;;;;;;;;;8725;;;;4;2;3;23032;159;1358;2550;139;6;;2387;2278;;;2;4;2.84;;;;;;26;16;30.36;18.53;0;2.86;1.95;3.69;;;;;;;;;;;;;;
PSY;2018;220012751;220017974;INF;;1;;;;;;;;;;12;;;;;;;;;;;1811;;;;2;1;2;5601;163;101;314;8;23;254;827;789;;;1;3;2.11;;;;;;14;9;16.88;6.75;0;3.55;2.88;1.67;;;;;;;;;;;;;;
PSY;2018;220012751;220017974;TOT;1;;1;0;;;;;;;;47;;;;;;;;;;;10536;;;;6;3;5;28633;322;1459;2864;147;29;254;3207;3067;;;3;7;4.95;;;;;;40;25;47.24;25.28;0;6.41;4.83;5.36;;;;;;;;;;;;;;
PSY;2018;230000853;230780074;GEN;;2;;;120;3;;;;;;95;2;;1078;33859;;;;;;;18599;197;;;7;;11;17234;;6014;8393;409;1495;;3646;2671;684;11;7;2;1.25;9;3;3.56;0;0;225;30;231.02;137.41;52.75;8.89;2.82;7.8;2;1;2;8;;1.95;148;17;148.94;80.43;43.94;2.06;1.88;4.67
PSY;2018;230000853;230780074;INF;;1;;;;7;;;;;;26;;;;;;;;;;48;2332;;;;4;;;6714;;;39;5;114;62;720;625;;;1;;1.66;2;1;0.61;0;0;35;3;32.86;18.57;0;4.04;2;6.15;;;;;;;;;;;;;;
PSY;2018;230000853;230780074;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;142;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;230000853;230780074;TOT;1;;;1;120;10;;;;;;121;2;;1078;33859;;;;;;48;20931;197;;;11;;11;23948;;6014;8574;414;1609;62;4366;3340;684;11;8;2;2.91;11;4;4.17;;;260;33;263.88;155.98;52.75;12.93;4.82;13.95;2;1;2;8;;1.95;148;17;148.94;80.43;43.94;2.06;1.88;4.67
PSY;2018;230780181;230000879;GEN;;;;;48;;;;;;;;;;595;15612;;;;;;;;;;;;;;;;;;;;;595;;;;2;;2;;2;0.4;0;0;21;4;23.85;12.85;10;;0.2;;;;;;;;;;;;;;;
PSY;2018;230780181;230000879;TOT;0;;;0;48;;;;;;;;;;595;15612;;;;;;;;;;;;;;;;;;;;;595;;;;2;;2;;2;0.4;;;21;4;23.85;12.85;10;;0.2;;;;;;;;;;;;;;;
PSY;2018;240000463;240000083;GEN;;2;;;173;;8;;;;;85;;;1830;58322;;2417;;;;77;16598;;;;9;3;5;37342;5403;24618;7058;2822;1873;;7562;6140;1221;;9;1;11.88;10;3;10.26;;;387;26;354.94;184.02;129.57;12.14;10.9;27.83;;;;;;;;;;;;;;
PSY;2018;240000463;240000083;INF;;1;;;6;;;;;;;39;;;219;1696;;;;;;47;6500;;;3;7;1;3;19679;823;2094;77;2;175;3;1974;1755;92;;2;1;2.44;;;;;;86;7;73.1;49.96;4;15.55;10.3;15.91;;;;;;;;;;;;;;
PSY;2018;240000463;240000083;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11788;;;;877;869;7;;3;;0.6;;;;;;5;5;6.54;4.1;;2.4;;;;;;;;;;;;;;;;
PSY;2018;240000463;240000083;TOT;1;;2;1;179;;8;;;;;124;;;2049;60018;;2417;;;;124;23098;;;3;16;4;8;57021;6226;26712;18923;2824;2048;3;9500;7873;1309;37;14;2;14.92;10;3;10.26;;;478;38;434.58;238.08;133.57;30.09;21.2;43.74;;;;;;;;;;;;;;
PSY;2018;240000489;240000117;GEN;;2;;;75;;;;;;;20;;1;1124;23080;;;;;;16;750;;423;2;2;1;1;14709;582;4664;3066;54;3975;0;3455;2818;594;1;4;3;6.2;2;1;1.66;0;1;152;17;162.59;79.39;43.18;8.35;2.58;1.5;;;;;;;97;7;96.1;38.37;35.18;1.45;1.14;0.8
PSY;2018;240000489;240000117;INF;;1;;;;;;;;;;12;;;;;;;;;;;1225;;;6;1;1;1;17274;88;6697;18;104;1090;227;1611;1580;0;0;3;1;4.44;;1;0.15;0;1;41;14;49.41;8.38;2.59;14.13;13.66;2;;;;;;;10;2;9.5;3.93;1.59;1;0.48;1
PSY;2018;240000489;240000117;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112;;;;;;0.1;;;;;;8;7;12.6;10.58;0;0.66;0;0;;;;;;;;;;;;;;
PSY;2018;240000489;240000117;TOT;1;;1;1;75;;;;;;;32;;1;1124;23080;;;;;;16;1975;;423;8;3;2;2;31983;670;11361;3084;158;5065;227;4955;;;;7;4;10.74;2;1;1.81;;;201;38;224.6;98.35;45.77;23.14;16.24;3.5;;;;;;;107;9;105.6;42.3;36.77;2.45;1.62;1.8
PSY;2018;240000646;240000265;GEN;;;;;327;;;;;;;17;;;1060;92400;;;;;;;703;;;;;;;;;;;;;;409;;;;;;2.75;;;;0;1;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;240000646;240000265;TOT;0;;;0;327;;;;;;;17;;;1060;92400;;;;;;;703;;;;;;;;;;;;;;409;;;;;;2.75;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;240000687;240000448;GEN;;1;;;39;;;;;;;10;4;;295;12059;;;;;;;2358;;;;1;1;1;6832;142;94;1890;343;20;0;1070;968;248;27;1;2;2.67;;;;0;1;42;19;54.04;33.69;15.15;2.39;;0.5;1;2;2.67;;;;32;14;40.29;22.78;15.15;0.5;;0.5
PSY;2018;240000687;240000448;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;240000687;240000448;TOT;1;;;1;39;;;;;;;10;4;;295;12059;;;;;;;2358;;;;1;1;1;6832;142;94;1901;343;20;0;1070;;;;1;2;2.67;;;;;;42;19;54.04;33.69;15.15;2.39;;0.5;1;2;2.67;;;;32;14;40.29;22.78;15.15;0.5;;0.5
PSY;2018;250000023;250000015;GEN;;1;;;45;;;;;;;;;;969;13958;;;;;;;;;;;;;1;;;142;;;;;614;154;460;;;8;2.95;;;;0;1;33;21;49.21;24.29;14.55;2.3;0.5;0.66;;8;2.95;;;;31;21;43.02;20.92;13.4;1.4;0.5;0.66
PSY;2018;250000023;250000015;INF;;0;;;15;;;;;;;;;;224;3470;;;;;;;;;;;;;1;;;1642;;;;;138;10;128;;;5;2.13;;;;0;1;20;23;30.45;15.71;6.56;1.6;0.8;1.25;;5;2.13;;;;13;15;17.91;6.71;6.32;0.6;0;0.75
PSY;2018;250000023;250000015;TOT;1;;1;1;60;;;;;;;;;;1193;17428;;;;;;;;;;;;;2;;;1784;;;;;733;164;572;;;13;5.08;;;;;;53;44;79.66;40;21.11;3.9;1.3;1.91;;13;5.08;;;;44;36;60.93;27.63;19.72;2;0.5;1.41
PSY;2018;250000619;250000452;GEN;;;;;37;;;;;;;20;1;;421;12223;;;;;;;4052;179;;;2;;1;11482;;2488;;;;;1379;1042;337;13;1;4;2.76;;;;0;1;46;18;74.84;43.12;17.02;3.38;;1.74;1;4;2.76;;;;42;12;49.2;25.27;12.82;1.43;;1.43
PSY;2018;250000619;250000452;TOT;0;;;0;37;;;;;;;20;1;;421;12223;;;;;;;4052;179;;;2;;1;11482;;2488;;;;;1379;1042;337;13;1;4;2.76;;;;;;46;18;74.84;43.12;17.02;3.38;;1.74;1;4;2.76;;;;42;12;49.2;25.27;12.82;1.43;;1.43
PSY;2018;250000718;250000460;GEN;;3;;;217;;8;21;;;;40;7;;1975;68011;;808;3767;;;161;7584;160;;5;4;13;7;28902;6495;5789;4587;3480;5175;;6577;5236;1051;61;14;6;18.81;3;6;4.62;0;0;333;104;413.33;254.71;81.15;9.42;1;6.5;;17;9.88;3;2;3.7;237;82;314.88;182.6;71.16;2.74;;4.3
PSY;2018;250000718;250000460;INF;;1;;;7;;;;;;;28;;;122;1636;;;;;;68;2892;;;1;5;11;11;19805;5462;3944;45;161;162;303;3465;3255;63;0;8;2;8.33;;3;1.37;0;0;62;41;92.68;48.58;2.49;19.1;4.52;9.97;;1;0.7;;;;15;7;18.82;13.48;1.63;0.5;;1.1
PSY;2018;250000718;250000460;TOT;1;;1;0;224;;8;21;;;;68;7;;2097;69647;;808;3767;;;229;10476;160;;6;9;24;18;48707;11957;9733;4632;3641;5337;303;9877;8331;1113;61;22;8;27.14;3;9;5.99;;;395;145;506.01;303.29;83.64;28.52;5.52;16.47;;18;10.58;3;2;3.7;252;89;333.7;196.08;72.79;3.24;;5.4
PSY;2018;250005196;250001013;GEN;;;;;;;;;;;;12;;;;;;;;;;;2920;;;;;;;;;;;;;;30;;;;;3;1.35;;;;0;0;5;2;5.75;3;;2;;0.75;;;;;;;;;;;;;;
PSY;2018;250005196;250001013;TOT;0;;;0;;;;;;;;12;;;;;;;;;;;2920;;;;;;;;;;;;;;30;;;;;3;1.35;;;;;;5;2;5.75;3;;2;;0.75;;;;;;;;;;;;;;
PSY;2018;250006954;250000015;GEN;;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;5879;;;;;;1483;1353;;;;7;3.87;;;;0;1;1;9;6.13;1.5;0;1.58;0;0;;;;;;;;;;;;;;
PSY;2018;250006954;250000015;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;4329;;;;;;645;590;;;;7;2.73;;;;0;1;1;4;3.05;1;0;0;0;0;;;;;;;;;;;;;;
PSY;2018;250006954;250000015;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;339;;;;;943;943;;;;2;1.8;;;;;;0;2;0.83;0.79;0.04;0;0;0;;;;;;;;;;;;;;
PSY;2018;250006954;250000015;TOT;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;6;1;;10208;339;;;;;2969;2796;;;;16;8.4;;;;;;2;15;10.01;3.29;0.04;1.58;0;0;;;;;;;;;;;;;;
PSY;2018;250014008;700004096;GEN;;1;;;75;1;;;;;;10;;;824;25522;211;;;;;;1991;;;;2;1;;9200;1148;;2257;33;387;;1786;1169;574;26;4;4;6.57;1;4;2.28;;;123;13;134.94;67.13;41.92;5.25;2.89;3.43;4;2;4.7;1;4;2.28;96;12;106.24;46.11;39.92;3;1.89;2
PSY;2018;250014008;700004096;INF;;1;;;7;;;;;;;10;;;61;1654;;;;;;;456;;;;2;;;5895;3;;29;1;412;12;632;588;29;;3;;2.99;;;;;;32;13;40.39;15.02;7.72;7.98;2.05;2;2;;1.1;;;;23;7;27.36;12.13;7.72;1.9;;
PSY;2018;250014008;700004096;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;377;;;;55;51;4;;;1;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;250014008;700004096;TOT;1;;1;1;82;1;;;;;;20;;;885;27176;211;;;;;;2447;;;;4;1;;15095;1151;;2663;34;799;12;2444;1798;599;26;7;5;9.61;1;4;2.28;;;155;26;175.33;82.15;49.64;13.23;4.94;5.43;6;2;5.8;1;4;2.28;119;19;133.6;58.24;47.64;4.9;1.89;2
PSY;2018;260000302;260000161;GEN;;;;;165;;;;;;;;;;642;37465;;;;;;;;;;;;1;;;1456;;;;;;1252;693;559;;3;2;4.24;6;6;6.05;0;1;;;;62.96;10.66;5.3;6.55;47.27;3;2;4.24;6;6;6.05;;;;62.96;10.66;5.3;6.55;47.27
PSY;2018;260000302;260000161;TOT;0;;;0;165;;;;;;;;;;642;37465;;;;;;;;;;;;1;;;1456;;;;;;1252;;;;3;2;4.24;6;6;6.05;;;;;;62.96;10.66;5.3;6.55;47.27;3;2;4.24;6;6;6.05;;;;62.96;10.66;5.3;6.55;47.27
PSY;2018;260000823;260003264;GEN;;3;;;205;8;;;;;;84;0;;2717;69833;2913;;;;;;16112;0;;2;11;1;10;50432;1968;10162;5659;1240;5927;;8774;7909;1482;66;27;5;32.24;2;3;4.83;1;1;336;74;423.41;282.43;39.88;19.77;2.47;14.84;13;1;13.84;2;;2.14;233;49;291.64;178.29;39.88;5.64;0.1;7
PSY;2018;260000823;260003264;INF;;2;;;8;;;;;;;38;;;87;1774;;;;;;;4369;;;2;8;1;5;30878;634;4173;1181;210;839;109;3185;3173;57;1;12;;11.2;;;;1;1;86;26;98.25;50.11;0.49;11.63;7.48;13.45;2;;1;;;;19;5;20.12;15.8;0.41;0.34;;2.52
PSY;2018;260000823;260003264;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;806;4409;;;;;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
