BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST
CHIRCAR_P;2020;010000024;010780054;M1040;;1;0.2;;
CHIRCAR_P;2020;010000024;010780054;N2510;;1;0.58;;
CHIRCAR_P;2020;010000024;010780054;N4130;1;1;1.16;;
CHIRCAR_P;2020;010780195;010000156;M103X;9;3;10.5;1;1
CHIRCAR_P;2020;010780195;010000156;M1040;3;0;3;1;1
CHIRCAR_P;2020;010780195;010000156;N2200;3;1;4.05;;
CHIRCAR_P;2020;010780195;010000156;N2320;5;1;4.05;;
CHIRCAR_P;2020;010780195;010000156;N4130;1;0;1.09;;
CHIRCAR_P;2020;020000162;020000063;M103X;1;0;1;0;0
CHIRCAR_P;2020;020000162;020000063;M1040;4;0;4;0;1
CHIRCAR_P;2020;020000162;020000063;N2120;1;0;0.2;;
CHIRCAR_P;2020;020000162;020000063;N2200;6;5;2;;
CHIRCAR_P;2020;020000162;020000063;N2310;16;10;1.4;;
CHIRCAR_P;2020;020000519;020000261;M1040;2;1;2.6;0;1
CHIRCAR_P;2020;020000519;020000261;N2120;1;0;1;;
CHIRCAR_P;2020;020000519;020000261;N2200;23;7;23.66;;
CHIRCAR_P;2020;020000519;020000261;N2510;11;2;12.53;;
CHIRCAR_P;2020;020000519;020000261;NAUT;9;1;9.64;;
CHIRCAR_P;2020;030000061;030780092;M1040;1;7;2.03;1;0
CHIRCAR_P;2020;030000061;030780092;N2120;0;1;0.48;;
CHIRCAR_P;2020;030000061;030780092;N2200;10;1;9.91;;
CHIRCAR_P;2020;030000061;030780092;N2510;8;1;8.22;;
CHIRCAR_P;2020;030000061;030780092;NAUT;3;2;3.75;;
CHIRCAR_P;2020;030000079;030780100;M1040;2;4;1.5;0;1
CHIRCAR_P;2020;030000079;030780100;N2120;1;;0.12;;
CHIRCAR_P;2020;030000079;030780100;N2200;4;1;1.5;;
CHIRCAR_P;2020;030000079;030780100;N4130;5;;1.5;;
CHIRCAR_P;2020;030000079;030780100;NAUT;2;;0.94;;
CHIRCAR_P;2020;030000087;030780118;M1040;3;0;1.37;0;1
CHIRCAR_P;2020;030000087;030780118;N2120;0;1;0.15;;
CHIRCAR_P;2020;030000087;030780118;N2200;7;3;10.58;;
CHIRCAR_P;2020;030000087;030780118;N2510;4;1;4.34;;
CHIRCAR_P;2020;030000087;030780118;N4130;3;2;4.75;;
CHIRCAR_P;2020;030000087;030780118;NAUT;2;3;3.2;;
CHIRCAR_P;2020;060000510;060780954;M1040;7;3;7.19;1;1
CHIRCAR_P;2020;060000544;060780988;M1040;;9;2.8;0;1
CHIRCAR_P;2020;060000544;060780988;N2120;;1;0.2;;
CHIRCAR_P;2020;060000544;060780988;N2200;;9;4.19;;
CHIRCAR_P;2020;060000544;060780988;N4130;1;1;1.6;;
CHIRCAR_P;2020;060780715;060000361;M103X;;7;2.8;0;1
CHIRCAR_P;2020;060780715;060000361;M1040;8;20;11;1;1
CHIRCAR_P;2020;060780715;060000361;M1160;;14;2.8;0;1
CHIRCAR_P;2020;060780715;060000361;N2120;;1;0.2;;
CHIRCAR_P;2020;060780715;060000361;N2320;2;1;2.2;;
CHIRCAR_P;2020;060780715;060000361;N4130;4;1;4.2;;
CHIRCAR_P;2020;060780715;060000361;NAUT;2;;2;;
CHIRCAR_P;2020;060785003;060785011;M1040;10;6;11.39;1;1
CHIRCAR_P;2020;060785003;060785011;N2120;4;;1.4;;
CHIRCAR_P;2020;060785003;060785011;N2200;17;2;14.85;;
CHIRCAR_P;2020;060785003;060785011;N2510;10;4;13.83;;
CHIRCAR_P;2020;060785003;060785011;N4130;2;2;2.21;;
CHIRCAR_P;2020;060785003;060785011;NAUT;12;1;6.25;;
CHIRCAR_P;2020;060794013;060790797;M103X;5;;6.65;1;1
CHIRCAR_P;2020;060794013;060790797;M1040;6;2;6.42;1;1
CHIRCAR_P;2020;060794013;060790797;M104H;4;2;4.56;1;1
CHIRCAR_P;2020;060794013;060790797;M2140;3;;2.5;0;1
CHIRCAR_P;2020;060794013;060790797;N2120;1;;1.5;;
CHIRCAR_P;2020;060794013;060790797;N2200;16;;17.52;;
CHIRCAR_P;2020;060794013;060790797;N2310;2;;2.64;;
CHIRCAR_P;2020;060794013;060790797;N2510;1;;0.97;;
CHIRCAR_P;2020;060794013;060790797;N4130;3;;2.69;;
CHIRCAR_P;2020;060794013;060790797;NAUT;2;;2.04;;
CHIRCAR_P;2020;060800166;060780608;M103X;;10;0.2;0;1
CHIRCAR_P;2020;060800166;060780608;M1040;4;;4;0;1
CHIRCAR_P;2020;060800166;060780608;M1160;;1;0.1;0;1
CHIRCAR_P;2020;060800166;060780608;N2120;;1;0.5;;
CHIRCAR_P;2020;060800166;060780608;N2200;9;;8.54;;
CHIRCAR_P;2020;060800166;060780608;N2510;6;3;7.75;;
CHIRCAR_P;2020;060800166;060780608;NAUT;3;;3;;
CHIRCAR_P;2020;080000425;080011174;M1040;;3;0.08;0;1
CHIRCAR_P;2020;080000425;080011174;N2200;;3;2.58;;
CHIRCAR_P;2020;080000425;080011174;N2510;1;3;3.58;;
CHIRCAR_P;2020;100000090;100000017;M1040;0;5;1.09;0;1
CHIRCAR_P;2020;100000090;100000017;N2200;0;5;2.33;;
CHIRCAR_P;2020;100000090;100000017;N4130;1;0;1;;
CHIRCAR_P;2020;110000023;110780061;M1040;0;5;1.8;1;1
CHIRCAR_P;2020;110000023;110780061;N2120;0;1;0.04;;
CHIRCAR_P;2020;110000023;110780061;N2200;0;9;3.93;;
CHIRCAR_P;2020;110000023;110780061;N2510;0;1;0.2;;
CHIRCAR_P;2020;110000023;110780061;N4130;0;4;1.12;;
CHIRCAR_P;2020;110000023;110780061;NAUT;0;2;1.24;;
CHIRCAR_P;2020;120000039;120780044;M1040;0;5;2;0;1
CHIRCAR_P;2020;130000409;130041916;M1040;0;9;3.15;1;1
CHIRCAR_P;2020;130000409;130041916;N2120;;1;0.17;;
CHIRCAR_P;2020;130000409;130041916;N2200;2;8;4.88;;
CHIRCAR_P;2020;130000409;130041916;N2510;3;;2.08;;
CHIRCAR_P;2020;130000409;130041916;N4130;4;1;4.04;;
CHIRCAR_P;2020;130000409;130041916;NAUT;;1;0.45;;
CHIRCAR_P;2020;130002827;130789274;M2140;0;1;0.2;;
CHIRCAR_P;2020;130002835;130789316;M1040;;2;0.1;;1
CHIRCAR_P;2020;130002835;130789316;N2200;;3;0.15;;
CHIRCAR_P;2020;130041767;130041262;M103X;1;18;1;0;1
CHIRCAR_P;2020;130041767;130041262;M1040;3;2;3.6;1;1
CHIRCAR_P;2020;130041767;130041262;N2120;2;0;2;;
CHIRCAR_P;2020;130041767;130041262;N2200;4;0;4.12;;
CHIRCAR_P;2020;130041767;130041262;N4130;6;;3.44;;
CHIRCAR_P;2020;130041767;130041262;NAUT;5;;4.53;;
CHIRCAR_P;2020;130042096;130042062;M103X;5;0;5;0;1
CHIRCAR_P;2020;130042096;130042062;M1040;11;0;11;1;0
CHIRCAR_P;2020;130042096;130042062;N2120;1;0;1;;
CHIRCAR_P;2020;130042096;130042062;N2200;5;1;5.1;;
CHIRCAR_P;2020;130042096;130042062;N4130;4;0;4;;
CHIRCAR_P;2020;130042096;130042062;NAUT;1;0;1;;
CHIRCAR_P;2020;130780521;130786049;M1040;4;8;4.85;;
CHIRCAR_P;2020;130780521;130786049;M104H;4;8;4.85;;
CHIRCAR_P;2020;130780521;130786049;M2140;;2;0.47;;
CHIRCAR_P;2020;130780521;130786049;MAUT;4;2;1.65;;
CHIRCAR_P;2020;130780521;130786049;N2120;2;1;2.42;;
CHIRCAR_P;2020;130780521;130786049;N2200;41;17;48.41;;
CHIRCAR_P;2020;130780521;130786049;N2510;25;17;30.9;;
CHIRCAR_P;2020;130780521;130786049;N4130;5;1;5.93;;
CHIRCAR_P;2020;130780521;130786049;NAUT;4;16;11.76;;
CHIRCAR_P;2020;130781479;130000599;M103X;4;10;9;1;1
CHIRCAR_P;2020;130781479;130000599;M1040;8;10;13;1;1
CHIRCAR_P;2020;130781479;130000599;M1160;;;;0;1
CHIRCAR_P;2020;130781479;130000599;N2120;1;;1;;
CHIRCAR_P;2020;130781479;130000599;N2200;8;3;9.42;;
CHIRCAR_P;2020;130781479;130000599;N2510;1;1;1.1;;
CHIRCAR_P;2020;130781479;130000599;N4130;1;1;1.1;;
CHIRCAR_P;2020;130781479;130000599;NAUT;1;1;1.1;;
CHIRCAR_P;2020;130782147;130000979;M103X;3;4;5;1;1
CHIRCAR_P;2020;130782147;130000979;M1040;1;3;3;1;1
CHIRCAR_P;2020;130782147;130000979;M1160;;5;2.5;1;0
CHIRCAR_P;2020;130782147;130000979;MAUT;;;;1;1
CHIRCAR_P;2020;130782147;130000979;N2120;;1;0.5;;
CHIRCAR_P;2020;130782147;130000979;N2200;1;1;1.5;;
CHIRCAR_P;2020;130782147;130000979;N4130;;7;2;;
CHIRCAR_P;2020;130782147;130000979;NAUT;;1;0.5;;
CHIRCAR_P;2020;130783293;130786049;M1040;4;1;3.33;;
CHIRCAR_P;2020;130783293;130786049;M104H;4;1;3.33;;
CHIRCAR_P;2020;130783293;130786049;M2140;;2;0.6;;
CHIRCAR_P;2020;130783293;130786049;N2120;1;;1;;
CHIRCAR_P;2020;130783293;130786049;N2200;23;7;27.04;;
CHIRCAR_P;2020;130783293;130786049;N2510;18;1;17.9;;
CHIRCAR_P;2020;130783293;130786049;NAUT;3;2;3.99;;
CHIRCAR_P;2020;130784051;130037823;M103X;8;6;6;0;0
CHIRCAR_P;2020;130784051;130037823;M1040;5;5;7.5;0;0
CHIRCAR_P;2020;130784051;130037823;M104H;2;2;3;0;0
CHIRCAR_P;2020;130784051;130037823;M1160;;6;0.3;0;0
CHIRCAR_P;2020;130784051;130037823;M2140;3;;4;0;0
CHIRCAR_P;2020;130784051;130037823;N2120;4;;4;;
CHIRCAR_P;2020;130784051;130037823;N2200;36;2;38.04;;
CHIRCAR_P;2020;130784051;130037823;N2320;;1;0.79;;
CHIRCAR_P;2020;130784051;130037823;N2510;12;2;18.34;;
CHIRCAR_P;2020;130784051;130037823;NAUT;8;1;7.74;;
CHIRCAR_P;2020;130784713;130038847;M103X;3;5;5.5;;1
CHIRCAR_P;2020;130784713;130038847;M1040;;5;2.5;;1
CHIRCAR_P;2020;130784713;130038847;M1160;1;1;1.5;;1
CHIRCAR_P;2020;130784713;130038847;N2200;4;1;3.51;;
CHIRCAR_P;2020;130784713;130038847;N2310;;1;0.52;;
CHIRCAR_P;2020;130784713;130038847;N4130;2;;2;;
CHIRCAR_P;2020;130785652;130014228;M103X;7;2;7.2;1;0
CHIRCAR_P;2020;130785652;130014228;M1040;3;14;7.9;1;0
CHIRCAR_P;2020;130785652;130014228;M104H;3;;3;1;0
CHIRCAR_P;2020;130785652;130014228;M1140;;;;1;0
CHIRCAR_P;2020;130785652;130014228;M1160;;;;1;0
CHIRCAR_P;2020;130785652;130014228;M2140;3;;3;1;0
CHIRCAR_P;2020;130785652;130014228;N2120;;2;0.66;;
CHIRCAR_P;2020;130785652;130014228;N2200;7;;6.02;;
CHIRCAR_P;2020;130785652;130014228;N2310;1;;1;;
CHIRCAR_P;2020;130785652;130014228;N4130;5;;4.92;;
CHIRCAR_P;2020;130785652;130014228;NAUT;5;;2.77;;
CHIRCAR_P;2020;130804297;130786049;M1040;;2;0.62;;
CHIRCAR_P;2020;130804297;130786049;M104H;;2;0.62;;
CHIRCAR_P;2020;130804297;130786049;M1140;2;2;0.72;;
CHIRCAR_P;2020;130804297;130786049;MAUT;;2;0.54;;
CHIRCAR_P;2020;130804297;130786049;N4130;1;;1;;
CHIRCAR_P;2020;130804297;130786049;NAUT;3;;2.08;;
CHIRCAR_P;2020;140000209;140000100;M1040;5;;2.75;1;1
CHIRCAR_P;2020;140000209;140000100;M2140;5;;4.65;1;0
CHIRCAR_P;2020;140000209;140000100;N2120;3;;3.13;;
CHIRCAR_P;2020;140000209;140000100;N2200;30;12;38.6;;
CHIRCAR_P;2020;140000209;140000100;N2510;21;10;27.07;;
CHIRCAR_P;2020;140000209;140000100;NAUT;12;2;16.68;;
CHIRCAR_P;2020;140017237;140003278;M103X;18;;18;;
CHIRCAR_P;2020;140017237;140003278;M1040;9;2;10.6;;
CHIRCAR_P;2020;140017237;140003278;M2140;3;;3;;
CHIRCAR_P;2020;140017237;140003278;N2120;1;;0.94;;
CHIRCAR_P;2020;140017237;140003278;N2200;37;14;41.44;;
CHIRCAR_P;2020;140017237;140003278;N2320;8;31;22.28;;
CHIRCAR_P;2020;140017237;140003278;N2510;28;7;32.76;;
CHIRCAR_P;2020;150000040;150780096;M1040;3;;0.8;0;1
CHIRCAR_P;2020;150000040;150780096;N2200;7;1;7.03;;
CHIRCAR_P;2020;160000253;160000451;M1040;3;;1.42;;
CHIRCAR_P;2020;160000253;160000451;N2200;5;;5;;
CHIRCAR_P;2020;160000253;160000451;N2510;3;;3;;
CHIRCAR_P;2020;160000253;160000451;N4130;1;1;1;;
CHIRCAR_P;2020;160000253;160000451;NAUT;1;;0.5;;
CHIRCAR_P;2020;170000087;170024194;M1040;9;1;9.1;1;
CHIRCAR_P;2020;170000087;170024194;M104H;;;;;1
CHIRCAR_P;2020;170000087;170024194;N2120;;1;0.5;;
CHIRCAR_P;2020;170000087;170024194;N2200;16;6;20.64;;
CHIRCAR_P;2020;170000087;170024194;N2510;2;10;7.88;;
CHIRCAR_P;2020;170000087;170024194;N4130;2;2;3.11;;
CHIRCAR_P;2020;170000087;170024194;NAUT;3;2;4.24;;
CHIRCAR_P;2020;170000103;170780175;M1040;2;2;1.6;0;1
CHIRCAR_P;2020;170000103;170780175;M104H;2;2;1.6;;1
CHIRCAR_P;2020;170000103;170780175;MAUT;3;0;0.62;0;1
CHIRCAR_P;2020;170000103;170780175;N2120;1;;0.39;;
CHIRCAR_P;2020;170000103;170780175;N2200;10;1;10.72;;
CHIRCAR_P;2020;170000103;170780175;N2510;9;0;1.94;;
CHIRCAR_P;2020;170000103;170780175;N4130;0;1;0.8;;
CHIRCAR_P;2020;170000103;170780175;NAUT;3;0;1.37;;
CHIRCAR_P;2020;180000010;180000028;M1040;;6;1.6;1;1
CHIRCAR_P;2020;180000010;180000028;N2200;3;5;6.13;;
CHIRCAR_P;2020;180000010;180000028;N4130;;1;0.64;;
CHIRCAR_P;2020;180000010;180000028;NAUT;;1;0.5;;
CHIRCAR_P;2020;190000018;190000042;M1040;4;2;1.78;;
CHIRCAR_P;2020;190000018;190000042;N2120;1;;0.38;;
CHIRCAR_P;2020;190000018;190000042;N2200;9;;9;;
CHIRCAR_P;2020;190000018;190000042;N2510;;1;0.8;;
CHIRCAR_P;2020;190000026;190000059;M1040;1;;0.2;1;0
CHIRCAR_P;2020;210012670;210011367;M103X;;17;8;0;1
CHIRCAR_P;2020;210012670;210011367;M1040;5;12;11;1;1
CHIRCAR_P;2020;210012670;210011367;M1160;;9;5;0;
CHIRCAR_P;2020;210012670;210011367;N2120;1;;1;;
CHIRCAR_P;2020;210012670;210011367;N2200;5;;4.5;;
CHIRCAR_P;2020;210012670;210011367;N2510;2;;2.2;;
CHIRCAR_P;2020;210987558;210780581;M103X;11;;3.77;;
CHIRCAR_P;2020;210987558;210780581;M1040;18;;4.55;1;1
CHIRCAR_P;2020;210987558;210780581;M104H;10;;2.07;1;1
CHIRCAR_P;2020;210987558;210780581;M2140;6;;5.11;0;1
CHIRCAR_P;2020;210987558;210780581;N2120;1;;1;;
CHIRCAR_P;2020;210987558;210780581;N2200;23;;14.85;;
CHIRCAR_P;2020;210987558;210780581;N2510;1;;1;;
CHIRCAR_P;2020;210987558;210780581;N4130;3;;2.51;;
CHIRCAR_P;2020;210987558;210780581;NAUT;3;;3;;
CHIRCAR_P;2020;220000012;220000020;M1040;4;0;4;1;1
CHIRCAR_P;2020;220000012;220000020;N2200;6;6;10.38;;
CHIRCAR_P;2020;220000012;220000020;N2510;5;1;5.9;;
CHIRCAR_P;2020;220000012;220000020;N4130;2;2;1.24;;
CHIRCAR_P;2020;220000012;220000020;NAUT;5;2;5.25;;
CHIRCAR_P;2020;230000820;230780041;M1040;2;2;3.3;0;1
CHIRCAR_P;2020;230000820;230780041;N2120;0;2;0.74;;
CHIRCAR_P;2020;230000820;230780041;N2200;10;0;9.87;;
CHIRCAR_P;2020;230000820;230780041;N2510;10;0;9.64;;
CHIRCAR_P;2020;230000820;230780041;NAUT;1;3;4.16;;
CHIRCAR_P;2020;240000489;240000117;M1040;4;;1.6;;1
CHIRCAR_P;2020;240000489;240000117;N2120;1;0;0.5;;
CHIRCAR_P;2020;240000489;240000117;N2200;10;1;11.74;;
CHIRCAR_P;2020;240000489;240000117;N2510;4;1;5.08;;
CHIRCAR_P;2020;250000270;250000643;M103X;;10;2;;
CHIRCAR_P;2020;250000270;250000643;M1040;;8;2;1;
CHIRCAR_P;2020;250000270;250000643;N2120;;1;0.3;;
CHIRCAR_P;2020;250000270;250000643;N2200;6;4;8.2;;
CHIRCAR_P;2020;250000270;250000643;N2510;1;1;1.5;;
CHIRCAR_P;2020;250006954;250000015;M103X;0;10;4.16;;
CHIRCAR_P;2020;250006954;250000015;M1040;;29;5.82;1;0
CHIRCAR_P;2020;250006954;250000015;M2140;;9;3.99;1;1
CHIRCAR_P;2020;250006954;250000015;N2120;1;0;1;;
CHIRCAR_P;2020;250006954;250000015;N2200;4;2;5.8;;
CHIRCAR_P;2020;250006954;250000015;N2310;4;6;9.07;;
CHIRCAR_P;2020;250006954;250000015;N2320;1;2;2.4;;
CHIRCAR_P;2020;250006954;250000015;N2510;2;1;2.69;;
CHIRCAR_P;2020;250006954;250000015;NAUT;3;1;3.62;;
CHIRCAR_P;2020;260000013;260000021;M103X;0;1;0.1;0;0
CHIRCAR_P;2020;260000013;260000021;M1040;5;1;3.39;1;0
CHIRCAR_P;2020;260000013;260000021;N2120;1;;0.75;;
CHIRCAR_P;2020;260000013;260000021;N2200;8;7;13.76;;
CHIRCAR_P;2020;260000013;260000021;N2310;0;1;0.1;;
CHIRCAR_P;2020;260000013;260000021;N2510;6;2;7.67;;
CHIRCAR_P;2020;260000013;260000021;N4130;3;1;3.8;;
CHIRCAR_P;2020;260000013;260000021;NAUT;5;3;2.98;;
CHIRCAR_P;2020;270000862;270000953;M103X;;5;1;;1
CHIRCAR_P;2020;270000862;270000953;M1040;;5;2;;1
CHIRCAR_P;2020;270000862;270000953;M1160;;3;0.5;;
CHIRCAR_P;2020;270000862;270000953;N2200;4;;4;;
CHIRCAR_P;2020;270000862;270000953;N4130;2;;2;;
CHIRCAR_P;2020;270000862;270000953;NAUT;4;;4;;
CHIRCAR_P;2020;280504267;280000134;M1040;6;0;3.1;1;1
CHIRCAR_P;2020;280504267;280000134;N2200;4;1;3.86;;
CHIRCAR_P;2020;280504267;280000134;N2510;3;1;3.36;;
CHIRCAR_P;2020;280504267;280000134;N4130;2;1;2.26;;
CHIRCAR_P;2020;280504267;280000134;NAUT;1;0;1;;
CHIRCAR_P;2020;290000025;290020700;M1040;;5;4;1;1
CHIRCAR_P;2020;290000025;290020700;N2200;;5;3.64;;
CHIRCAR_P;2020;290000025;290020700;N2510;;5;1.19;;
CHIRCAR_P;2020;290004324;290000017;M103X;;;;1;
CHIRCAR_P;2020;290004324;290000017;M1040;;;;1;1
CHIRCAR_P;2020;290004324;290000017;M2140;4;;3.5;;1
CHIRCAR_P;2020;290004324;290000017;N2120;1;;1;;
CHIRCAR_P;2020;290004324;290000017;N2200;11;8;17.14;;
CHIRCAR_P;2020;290004324;290000017;N2510;8;8;13.88;;
CHIRCAR_P;2020;290004324;290000017;NAUT;4;2;5.48;;
CHIRCAR_P;2020;290019777;290022508;M1040;3;;3;;
CHIRCAR_P;2020;290019777;290022508;N2320;;11;1.7;;
CHIRCAR_P;2020;290019777;290022508;N4130;3;;3.03;;
CHIRCAR_P;2020;2A0000022;2A0000014;M1040;4;7;2.6;0;1
CHIRCAR_P;2020;2A0000022;2A0000014;M2140;1;;1;0;0
CHIRCAR_P;2020;2A0000022;2A0000014;N2200;5;;4.8;;
CHIRCAR_P;2020;2A0000022;2A0000014;N4130;2;;2;;
CHIRCAR_P;2020;2A0000022;2A0000014;NAUT;4;;4;;
CHIRCAR_P;2020;2B0000012;2B0000020;M1040;0;4;1.3;0;1
CHIRCAR_P;2020;2B0000012;2B0000020;N2120;0;1;1;;
CHIRCAR_P;2020;2B0000012;2B0000020;N2200;13;1;13.19;;
CHIRCAR_P;2020;2B0000012;2B0000020;N2510;0;1;0.5;;
CHIRCAR_P;2020;300780152;300017985;M103X;11;1;11.5;1;1
CHIRCAR_P;2020;300780152;300017985;M1040;8;9;12.5;1;1
CHIRCAR_P;2020;300780152;300017985;M1160;3;26;14.5;0;1
CHIRCAR_P;2020;300780152;300017985;M2140;3;;3;0;1
CHIRCAR_P;2020;300780152;300017985;N2120;1;;1;;
CHIRCAR_P;2020;300780152;300017985;N2200;6;0;5.52;;
CHIRCAR_P;2020;300780152;300017985;N2320;5;1;5.2;;
CHIRCAR_P;2020;300780152;300017985;N2510;6;0;5.52;;
CHIRCAR_P;2020;300782117;300780038;M1040;13;6;11.5;1;1
CHIRCAR_P;2020;300782117;300780038;M2140;;;0.08;;
CHIRCAR_P;2020;300782117;300780038;N2200;7;;6.85;;
CHIRCAR_P;2020;310016977;310781406;M103X;7;1;6.6;1;1
CHIRCAR_P;2020;310016977;310781406;M1040;3;2;4;;
CHIRCAR_P;2020;310016977;310781406;M1140;3;1;3.7;;
CHIRCAR_P;2020;310016977;310781406;M2140;2;1;1.5;;
CHIRCAR_P;2020;310016977;310781406;NAUT;;3;0.3;;
CHIRCAR_P;2020;310026927;310026794;M103X;;;;;1
CHIRCAR_P;2020;310026927;310026794;M1040;17;;17;1;
CHIRCAR_P;2020;310026927;310026794;M1160;;;;;1
CHIRCAR_P;2020;310026927;310026794;N2120;1;;0.83;;
CHIRCAR_P;2020;310026927;310026794;N2200;28;2;29.5;;
CHIRCAR_P;2020;310026927;310026794;N2510;14;1;14.54;;
CHIRCAR_P;2020;310780259;310000096;M103X;;14;7;1;1
CHIRCAR_P;2020;310780259;310000096;M1040;24;4;26;1;1
CHIRCAR_P;2020;310780259;310000096;M104H;2;1;3;;1
CHIRCAR_P;2020;310780259;310000096;M1140;1;1;1.5;;
CHIRCAR_P;2020;310780259;310000096;M1160;;10;5;;
CHIRCAR_P;2020;310780259;310000096;M2140;5;;5;;1
CHIRCAR_P;2020;310780259;310000096;N2120;5;;4.48;;
CHIRCAR_P;2020;310780259;310000096;N2200;72;2;55.19;;
CHIRCAR_P;2020;310780259;310000096;N2320;2;;1.04;;
CHIRCAR_P;2020;310780259;310000096;N4130;4;;4.15;;
CHIRCAR_P;2020;310780259;310000096;NAUT;12;;8.37;;
CHIRCAR_P;2020;310781000;310788880;M103X;16;;16;;
CHIRCAR_P;2020;310781000;310788880;M1040;14;;14;;
CHIRCAR_P;2020;310781000;310788880;M1160;2;;2;;
CHIRCAR_P;2020;310781000;310788880;N2120;1;;1.01;;
CHIRCAR_P;2020;310781000;310788880;N2200;7;1;9.2;;
CHIRCAR_P;2020;310781000;310788880;N2510;3;2;5.3;;
CHIRCAR_P;2020;310781000;310788880;NAUT;1;1;1.55;;
CHIRCAR_P;2020;310783055;310781406;M103X;2;8;5.93;1;1
CHIRCAR_P;2020;310783055;310781406;M1040;15;13;13.39;1;1
CHIRCAR_P;2020;310783055;310781406;M104H;15;13;13.39;1;1
CHIRCAR_P;2020;310783055;310781406;M1160;;6;1.57;1;1
CHIRCAR_P;2020;310783055;310781406;M2140;11;3;5.25;1;1
CHIRCAR_P;2020;310783055;310781406;MAUT;3;3;4.76;;
CHIRCAR_P;2020;310783055;310781406;N2120;6;2;8.69;;
CHIRCAR_P;2020;310783055;310781406;N2200;132;30;147.6;;
CHIRCAR_P;2020;310783055;310781406;N2310;8;8;11.36;;
CHIRCAR_P;2020;310783055;310781406;N2320;8;2;9.7;;
CHIRCAR_P;2020;310783055;310781406;N2510;111;14;112.93;;
CHIRCAR_P;2020;310783055;310781406;N4130;13;5;13.97;;
CHIRCAR_P;2020;310783055;310781406;NAUT;7;3;7.9;;
CHIRCAR_P;2020;330000605;330781253;M1040;0;6;2.05;0;1
CHIRCAR_P;2020;330000605;330781253;N2200;6;3;8.15;;
CHIRCAR_P;2020;330000605;330781253;N4130;2;2;3.59;;
CHIRCAR_P;2020;330780081;330000043;M103X;6;;6;1;1
CHIRCAR_P;2020;330780081;330000043;M1040;13;2;14;1;1
CHIRCAR_P;2020;330780081;330000043;M104H;6;;6;0;1
CHIRCAR_P;2020;330780081;330000043;M1160;;4;0.1;0;1
CHIRCAR_P;2020;330780081;330000043;M2140;8;;8;0;1
CHIRCAR_P;2020;330780081;330000043;N2120;3;;3;;
CHIRCAR_P;2020;330780081;330000043;N2200;51;2;52.6;;
CHIRCAR_P;2020;330780081;330000043;N2310;3;;3;;
CHIRCAR_P;2020;330780081;330000043;N2320;1;;1;;
CHIRCAR_P;2020;330780081;330000043;N2510;29;1;29.8;;
CHIRCAR_P;2020;330780081;330000043;N4130;6;;6;;
CHIRCAR_P;2020;330780081;330000043;NAUT;;2;1;;
CHIRCAR_P;2020;330780479;330000274;M103X;0;16;;1;1
CHIRCAR_P;2020;330780479;330000274;M1040;;12;;1;1
CHIRCAR_P;2020;330780479;330000274;N2200;5;;5;;
CHIRCAR_P;2020;330780503;330000308;M103X;16;;16;1;0
CHIRCAR_P;2020;330780503;330000308;M1040;2;2;3;1;1
CHIRCAR_P;2020;330780503;330000308;M1160;;;;0;1
CHIRCAR_P;2020;330780503;330000308;MAUT;;;;;1
CHIRCAR_P;2020;330780503;330000308;N2200;5;1;5.8;;
CHIRCAR_P;2020;330780503;330000308;N4130;2;;2;;
CHIRCAR_P;2020;330781352;330781196;M1040;3;1;1.6;1;1
CHIRCAR_P;2020;330781352;330781196;N2120;1;;0.96;;
CHIRCAR_P;2020;330781352;330781196;N2200;24;4;15.09;;
CHIRCAR_P;2020;330781352;330781196;N2510;20;4;10.72;;
CHIRCAR_P;2020;330781352;330781196;NAUT;5;2;2.29;;
CHIRCAR_P;2020;330783648;330781196;M103X;;;;1;1
CHIRCAR_P;2020;330783648;330781196;M1040;15;1;11.66;;
CHIRCAR_P;2020;330783648;330781196;M2140;7;;4.7;1;1
CHIRCAR_P;2020;330783648;330781196;MAUT;;1;0.1;;
CHIRCAR_P;2020;330783648;330781196;N2120;6;;6;;
CHIRCAR_P;2020;330783648;330781196;N2200;127;30;148.35;;
CHIRCAR_P;2020;330783648;330781196;N2310;2;1;2.9;;
CHIRCAR_P;2020;330783648;330781196;N2320;5;2;6.5;;
CHIRCAR_P;2020;330783648;330781196;N2510;82;13;91.05;;
CHIRCAR_P;2020;330783648;330781196;NAUT;29;8;34.75;;
CHIRCAR_P;2020;340015502;340000512;M103X;9;;9;1;1
CHIRCAR_P;2020;340015502;340000512;M1040;24;14;31;1;1
CHIRCAR_P;2020;340015502;340000512;M104H;3;;3;1;1
CHIRCAR_P;2020;340015502;340000512;M1160;5;;5;0;1
CHIRCAR_P;2020;340015502;340000512;M2140;3;;3;0;1
CHIRCAR_P;2020;340015502;340000512;MAUT;4;3;5.6;0;0
CHIRCAR_P;2020;340015502;340000512;N2120;6;;6;;
CHIRCAR_P;2020;340015502;340000512;N2200;31;6;24.4;;
CHIRCAR_P;2020;340015502;340000512;N2310;9;;9;;
CHIRCAR_P;2020;340015502;340000512;N2320;2;;2;;
CHIRCAR_P;2020;340015502;340000512;N2510;25;3;19.1;;
CHIRCAR_P;2020;340015502;340000512;N4130;6;;6;;
CHIRCAR_P;2020;340015502;340000512;NAUT;15;3;17.7;;
