BOR;AN;nofinesset;nofinessej;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2017;690000088;690780101;RADIO;1;1;1460;;;;;
IMAGES;2017;690000096;690780119;RADIO;1;1;7691;;;;;0
IMAGES;2017;690000245;690780432;RADIO;1;1;3100;0;0;0;0;0
IMAGES;2017;690000401;920028560;RADIO;1;1;2014;31;;21;;0
IMAGES;2017;690000575;690782222;IRM;1;1;1507;19;;4520;8;1
IMAGES;2017;690000575;690782222;MAMM;1;1;;;;1365;;
IMAGES;2017;690000575;690782222;RADIO;4;4;18775;254;5;33396;899;1
IMAGES;2017;690000575;690782222;SCAN;2;2;9114;137;56;8075;153;1
IMAGES;2017;690000575;690782222;VASC;2;2;2407;18;;272;;1
IMAGES;2017;690000591;690782248;RADIO;1;1;275;217;20;;;
IMAGES;2017;690000625;690782271;MAMM;1;1;;;;273;;
IMAGES;2017;690000625;690782271;RADIO;2;2;3323;;;16117;187;
IMAGES;2017;690000625;690782271;SCAN;1;1;1572;;;2300;27;
IMAGES;2017;690000773;690782925;RADIO;1;1;1587;;;;;
IMAGES;2017;690000880;690783220;CAM;3;3;1223;;;4515;;0
IMAGES;2017;690000880;690783220;IRM;1;1;898;;;4695;;0
IMAGES;2017;690000880;690783220;MAMM;1;1;;;;4931;;
IMAGES;2017;690000880;690783220;RADIO;2;2;12499;;;3132;;0
IMAGES;2017;690000880;690783220;SCAN;2;2;2329;;;5328;;1
IMAGES;2017;690000880;690783220;TOMO;2;2;453;;;6907;;0
IMAGES;2017;690007539;690781810;IRM;1;1;2474;86;;3303;16;0
IMAGES;2017;690007539;690781810;MAMM;1;1;;;;1035;;
IMAGES;2017;690007539;690781810;RADIO;4;4;9250;148;;35893;237;0
IMAGES;2017;690007539;690781810;SCAN;1;1;3191;67;;3094;176;1
IMAGES;2017;690007539;690781810;VASC;1;1;660;64;;851;2;1
IMAGES;2017;690023239;690000146;IRM;1;;;;;;;
IMAGES;2017;690023239;690000146;RADIO;6;;;;;;;
IMAGES;2017;690023239;690000146;SCAN;1;;;;;;;
IMAGES;2017;690780093;750821092;IRM;1;1;343;;;3370;0;
IMAGES;2017;690780093;750821092;RADIO;3;3;3982;;;;;
IMAGES;2017;690780093;750821092;SCAN;1;1;3751;;;3927;32;
IMAGES;2017;690780150;690000104;RADIO;2;2;539;86;;;;0
IMAGES;2017;690780200;690000112;MAMM;1;1;;;;1244;;
IMAGES;2017;690780200;690000112;RADIO;1;1;1260;;10;13975;;0
IMAGES;2017;690780200;690000112;SCAN;1;1;503;;;13458;117;0
IMAGES;2017;690781026;690029723;RADIO;1;1;3658;;;;;
IMAGES;2017;690781737;750721334;RADIO;2;2;589;;;;;
IMAGES;2017;690781836;690006598;MAMM;1;1;;;;;;
IMAGES;2017;690781836;690006598;RADIO;3;3;2643;;;;;
IMAGES;2017;690781836;690006598;SCAN;1;1;2035;210;0;5464;0;0
IMAGES;2017;690782420;690793633;RADIO;1;1;945;;;;;
IMAGES;2017;690783154;690781810;IRM;2;2;3403;637;;11232;26;0
IMAGES;2017;690783154;690781810;RADIO;8;8;19793;398;;38499;458;0
IMAGES;2017;690783154;690781810;SCAN;3;3;22163;1115;;13675;753;1
IMAGES;2017;690783154;690781810;VASC;2;2;2139;94;;311;3;1
IMAGES;2017;690783154;690781810;dtIRM2;1;1;1279;263;;5371;;
IMAGES;2017;690784137;690781810;CAM;2;2;;;;2746;;0
IMAGES;2017;690784137;690781810;IRM;1;1;1706;170;;4947;23;0
IMAGES;2017;690784137;690781810;MAMM;1;1;;;;1743;;
IMAGES;2017;690784137;690781810;RADIO;6;6;24009;292;;32433;229;0
IMAGES;2017;690784137;690781810;SCAN;2;2;15336;586;;10509;346;0
IMAGES;2017;690784137;690781810;TOMO;1;1;;;;4143;;0
IMAGES;2017;690784137;690781810;VASC;1;1;890;111;;198;6;1
IMAGES;2017;690784152;690781810;IRM;1;1;2245;93;;11027;22;0
IMAGES;2017;690784152;690781810;MAMM;1;1;;;;1441;;
IMAGES;2017;690784152;690781810;RADIO;6;6;12737;205;;19737;31;0
IMAGES;2017;690784152;690781810;SCAN;2;2;10907;193;;8824;99;1
IMAGES;2017;690784152;690781810;VASC;2;2;1108;27;;77;;1
IMAGES;2017;690784178;690781810;IRM;2;2;5160;1011;;3899;50;0
IMAGES;2017;690784178;690781810;RADIO;1;1;1942;39;;692;;0
IMAGES;2017;690784178;690781810;SCAN;1;1;7427;279;;1381;28;0
IMAGES;2017;690784178;690781810;VASC;2;2;1597;88;;9;19;1
IMAGES;2017;690784186;690781810;CAM;3;3;;;;6873;;0
IMAGES;2017;690784186;690781810;RADIO;1;1;10800;68;;4918;1;0
IMAGES;2017;690784186;690781810;SCAN;1;1;6208;127;;2941;27;0
IMAGES;2017;690784186;690781810;TOMO;1;1;;;;;;0
IMAGES;2017;690784186;690781810;VASC;3;3;5289;52;;77;11;1
IMAGES;2017;690784194;690781810;RADIO;1;1;1400;;;32;;1
IMAGES;2017;690784202;690781810;RADIO;1;1;1625;9;;150;0;
IMAGES;2017;690787452;690781810;RADIO;1;1;2461;;29;47;0;0
IMAGES;2017;690793468;690002068;CAM;2;;;;;;;
IMAGES;2017;690793468;690002068;IRM;2;;;;;;;
IMAGES;2017;690793468;690002068;LITHO;1;1;292;;;;;1
IMAGES;2017;690793468;690002068;MAMM;2;;;;;;;
IMAGES;2017;690793468;690002068;RADIO;2;;;;;;;
IMAGES;2017;690793468;690002068;SCAN;1;;;;;;;
IMAGES;2017;690793468;690002068;TOMO;1;;;;;;;
IMAGES;2017;690793468;690002068;VASC;5;4;7479;;;;;1
IMAGES;2017;690793468;690002068;dtIRM1;1;;;;;;;
IMAGES;2017;690796727;;RADIO;1;1;646;;;;0;0
IMAGES;2017;690805361;690805353;IRM;1;1;1308;;;4231;68;0
IMAGES;2017;690805361;690805353;MAMM;1;1;;;;696;;
IMAGES;2017;690805361;690805353;RADIO;3;3;14703;;;22794;974;0
IMAGES;2017;690805361;690805353;SCAN;2;2;8451;;;12165;618;1
IMAGES;2017;690805361;690805353;VASC;1;1;816;;;562;58;1
IMAGES;2017;690807367;690003447;IRM;1;0;;;;;;
IMAGES;2017;690807367;690003447;LITHO;1;1;176;;;;;
IMAGES;2017;690807367;690003447;MAMM;1;0;;;;;;
IMAGES;2017;690807367;690003447;RADIO;3;0;;;;;;
IMAGES;2017;690807367;690003447;SCAN;1;0;;;;;;
IMAGES;2017;690807367;690003447;VASC;1;0;;;;;;
IMAGES;2017;700000011;700780026;RADIO;1;1;1795;;;6925;;
IMAGES;2017;700000011;700780026;SCAN;1;1;1960;;;5164;;0
IMAGES;2017;700000029;700004591;CAM;1;;;;;;;
IMAGES;2017;700000029;700004591;IRM;2;2;794;133;0;5080;18;0
IMAGES;2017;700000029;700004591;LITHO;1;;;;;;;
IMAGES;2017;700000029;700004591;MAMM;1;1;;;;747;;
IMAGES;2017;700000029;700004591;RADIO;3;3;8167;30;0;23632;432;1
IMAGES;2017;700000029;700004591;SCAN;1;1;3451;349;0;11224;221;1
IMAGES;2017;700000029;700004591;dtIRM1;1;1;113;28;0;2503;;1
IMAGES;2017;700780042;250006335;RADIO;1;1;107;;;;;1
IMAGES;2017;700780059;700004591;RADIO;1;1;241;0;0;5630;22;0
IMAGES;2017;700780208;700004591;RADIO;2;2;862;0;0;5623;24;0
IMAGES;2017;710010067;710780644;IRM;1;1;665;;;7806;;
IMAGES;2017;710010067;710780644;RADIO;2;2;11258;34;;16870;;
IMAGES;2017;710010067;710780644;SCAN;1;1;4787;20;;2831;;
IMAGES;2017;710010786;710781451;RADIO;1;1;2438;;;5906;;0
IMAGES;2017;710010786;710781451;SCAN;1;0;;;;;;
IMAGES;2017;710781139;750721334;RADIO;1;1;840;;;;;0
IMAGES;2017;710978255;710781568;RADIO;1;0;;;;;;
IMAGES;2017;710978263;710780958;IRM;1;1;2030;;;3189;;0
IMAGES;2017;710978263;710780958;MAMM;1;1;;;;3900;;
IMAGES;2017;710978263;710780958;RADIO;7;6;11748;;;34251;455;1
IMAGES;2017;710978263;710780958;SCAN;1;1;10441;;;20825;280;0
IMAGES;2017;710978271;710781014;RADIO;1;1;300;;;;;
IMAGES;2017;710978289;710780263;MAMM;1;1;;;;920;;
IMAGES;2017;710978289;710780263;RADIO;5;5;21636;603;;23773;764;1
IMAGES;2017;710978289;710780263;SCAN;1;1;8031;165;;6180;182;1
IMAGES;2017;710978289;710780263;VASC;1;1;3283;2;;47;6;1
IMAGES;2017;710978313;710976705;IRM;1;1;364;;98;6690;;
IMAGES;2017;710978313;710976705;MAMM;1;1;;;;;;
IMAGES;2017;710978313;710976705;RADIO;3;3;3601;;;19521;;
IMAGES;2017;710978313;710976705;SCAN;1;1;2944;;;9034;;
IMAGES;2017;710978347;570010181;CAM;1;0;;;;;;
IMAGES;2017;710978347;570010181;IRM;1;0;;;;;;
IMAGES;2017;710978347;570010181;LITHO;1;1;56;;;;;
IMAGES;2017;710978347;570010181;RADIO;2;0;;;;;;
IMAGES;2017;710978347;570010181;SCAN;1;0;;;;;;
IMAGES;2017;720000033;720000025;CAM;2;2;2694;;;7994;5;0
IMAGES;2017;720000033;720000025;IRM;1;1;1173;;;7044;26;0
IMAGES;2017;720000033;720000025;MAMM;1;1;;;;3189;;
IMAGES;2017;720000033;720000025;RADIO;5;5;34941;;;46648;1281;0
IMAGES;2017;720000033;720000025;SCAN;2;2;14394;;;9106;357;1
IMAGES;2017;720000033;720000025;TOMO;1;1;543;;;3365;9;0
IMAGES;2017;720000033;720000025;VASC;2;2;1015;;;14;4;1
IMAGES;2017;720000124;720000066;RADIO;1;1;2248;173;;5818;62;0
IMAGES;2017;720000389;720012749;RADIO;1;1;667;;;624;;
IMAGES;2017;720000413;720008390;RADIO;1;1;418;;;;;0
IMAGES;2017;720000470;610780082;MAMM;1;1;;;;618;;
IMAGES;2017;720000470;610780082;RADIO;3;3;2094;133;32;5966;58;
IMAGES;2017;720000520;720000140;MAMM;1;1;;;;772;;
IMAGES;2017;720000520;720000140;RADIO;2;2;1056;;;6926;53;1
IMAGES;2017;720000520;720000140;SCAN;1;1;633;;;1779;9;
IMAGES;2017;720000520;720000140;VASC;1;1;95;;;461;0;
IMAGES;2017;720000744;720000454;RADIO;1;1;564;;;117;;0
IMAGES;2017;720001437;720006022;MAMM;1;1;;;;795;;
IMAGES;2017;720001437;720006022;RADIO;4;4;1369;244;0;14589;136;0
IMAGES;2017;720001437;720006022;SCAN;1;1;910;71;0;5579;250;0
IMAGES;2017;720014729;720002294;CAM;2;2;0;0;6151;;;
IMAGES;2017;720016179;720016724;IRM;1;1;101;;;1969;0;0
IMAGES;2017;720016179;720016724;MAMM;1;1;;;;1148;;
IMAGES;2017;720016179;720016724;RADIO;4;4;6510;;;20422;291;1
IMAGES;2017;720016179;720016724;SCAN;1;1;3091;;;4836;92;1
IMAGES;2017;730000031;730000015;CAM;3;3;758;411;187;9985;0;0
IMAGES;2017;730000031;730000015;IRM;2;1;3192;;159;9178;8;
IMAGES;2017;730000031;730000015;LITHO;1;1;277;;;;;
IMAGES;2017;730000031;730000015;MAMM;1;1;;;;;;
IMAGES;2017;730000031;730000015;RADIO;4;4;20741;;163;42309;905;
IMAGES;2017;730000031;730000015;SCAN;3;3;12586;;69;11205;267;
IMAGES;2017;730000031;730000015;TOMO;1;1;651;114;129;7485;0;0
IMAGES;2017;730000031;730000015;VASC;2;2;2615;;;;;
IMAGES;2017;730000049;730002839;RADIO;1;1;576;29;;5383;1;0
IMAGES;2017;730000049;730002839;SCAN;1;1;342;17;;1481;0;0
IMAGES;2017;730000080;730780103;RADIO;2;2;4997;;;11134;;
IMAGES;2017;730000080;730780103;SCAN;1;1;3973;;;9285;;
IMAGES;2017;730000098;730000015;IRM;1;1;518;;;;;
IMAGES;2017;730000098;730000015;RADIO;4;4;5074;;;;;
IMAGES;2017;730000098;730000015;SCAN;1;1;1062;;;;;
IMAGES;2017;730000247;730780525;RADIO;1;1;4265;;;7962;47;0
IMAGES;2017;730000247;730780525;SCAN;1;1;3867;;;6288;26;1
IMAGES;2017;730000262;730002839;IRM;1;1;287;69;;1900;0;0
IMAGES;2017;730000262;730002839;RADIO;3;3;7793;17;;14584;231;0
IMAGES;2017;730000262;730002839;SCAN;1;1;3817;12;;4233;64;1
IMAGES;2017;730000304;730780582;RADIO;1;1;282;;11;;;
IMAGES;2017;730004298;730010048;IRM;1;0;;;;;;
IMAGES;2017;730004298;730010048;LITHO;1;1;105;;;;;
IMAGES;2017;730004298;730010048;MAMM;1;0;;;;;;
IMAGES;2017;730004298;730010048;RADIO;3;0;;;;;;
IMAGES;2017;730004298;730010048;SCAN;1;0;;;;;;
IMAGES;2017;730004298;730010048;VASC;1;0;;;;;;
IMAGES;2017;730004298;730010048;dtIRM2;1;0;;;;;;
IMAGES;2017;740000237;740781133;IRM;1;1;1558;0;;3793;7;0
IMAGES;2017;740000237;740781133;LITHO;1;1;67;;;;;0
IMAGES;2017;740000237;740781133;MAMM;1;1;;;;2382;;
IMAGES;2017;740000237;740781133;RADIO;5;5;27782;238;;24390;478;1
IMAGES;2017;740000237;740781133;SCAN;2;2;22378;333;;19010;186;1
IMAGES;2017;740000237;740781133;VASC;2;2;884;;;;;1
IMAGES;2017;740000294;740781208;RADIO;1;1;949;143;;3901;;
IMAGES;2017;740000302;740781133;IRM;1;1;856;5;;3009;;0
IMAGES;2017;740000302;740781133;MAMM;1;1;;;;227;;
IMAGES;2017;740000302;740781133;RADIO;2;2;5333;48;;9489;66;0
IMAGES;2017;740000302;740781133;SCAN;1;1;5755;10;;4684;217;1
IMAGES;2017;740000328;740790381;IRM;1;1;1030;;;2032;;0
IMAGES;2017;740000328;740790381;MAMM;1;1;;;;1184;;
IMAGES;2017;740000328;740790381;RADIO;3;3;8348;;;33962;;1
IMAGES;2017;740000328;740790381;SCAN;1;1;4070;;;5162;;1
IMAGES;2017;740780192;740780168;RADIO;1;1;189;;;;;0
IMAGES;2017;740780416;740000112;LITHO;1;1;;;;;;
IMAGES;2017;740780416;740000112;RADIO;1;;;;;;;
IMAGES;2017;740780416;740000112;SCAN;1;0;;;;;;
IMAGES;2017;740780416;740000112;VASC;1;;;;;;;
IMAGES;2017;740780424;740000120;RADIO;2;;;;;;;
IMAGES;2017;740780424;740000120;SCAN;1;;;;;;;
IMAGES;2017;740781141;740790258;CAM;3;3;1238;0;744;14352;;
IMAGES;2017;740781141;740790258;IRM;1;1;968;;;6246;101;0
IMAGES;2017;740781141;740790258;MAMM;1;1;;;;3087;;
IMAGES;2017;740781141;740790258;RADIO;4;4;8235;;;31913;613;0
IMAGES;2017;740781141;740790258;SCAN;1;1;4897;;;11734;357;1
IMAGES;2017;740781166;740001839;RADIO;1;1;129;;;3076;0;0
IMAGES;2017;740781224;740001839;IRM;1;0;598;;;2149;0;0
IMAGES;2017;740781224;740001839;MAMM;1;1;;;;1076;;
IMAGES;2017;740781224;740001839;RADIO;3;3;9653;5;68;15201;254;1
IMAGES;2017;740781224;740001839;SCAN;1;1;4758;90;60;5534;53;1
IMAGES;2017;750000481;750110025;IRM;1;1;89;;9;7826;277;0
IMAGES;2017;750000481;750110025;SCAN;1;1;175;;;5036;165;0
IMAGES;2017;750000481;750110025;dtIRM2;1;1;89;;9;7826;;0
IMAGES;2017;750000499;750140014;IRM;2;2;4567;;3402;4578;62;0
IMAGES;2017;750000499;750140014;RADIO;1;1;2245;;539;104;6;0
IMAGES;2017;750000499;750140014;SCAN;1;1;3270;;621;693;36;1
IMAGES;2017;750000499;750140014;VASC;1;1;1663;;192;183;26;0
IMAGES;2017;750000499;750140014;dtIRM2;1;1;891;;791;2314;;0
IMAGES;2017;750000523;750150120;IRM;3;3;6880;;16175;24896;1245;0
IMAGES;2017;750000523;750150120;RADIO;4;4;12764;;1486;42595;845;1
IMAGES;2017;750000523;750150120;SCAN;2;2;24113;;3127;48639;11678;1
IMAGES;2017;750000523;750150120;VASC;3;3;4675;;;;12;1
IMAGES;2017;750000523;750150120;dtIRM2;1;1;3000;;3579;7762;;1
IMAGES;2017;750000549;750150229;IRM;2;2;16090;;;52688;594;
IMAGES;2017;750000549;750150229;RADIO;1;1;2733;;;1492;37;
IMAGES;2017;750000549;750150229;SCAN;1;1;15709;;;27637;100;1
IMAGES;2017;750000549;750150229;dtIRM2;1;1;13974;;;20706;;
IMAGES;2017;750014128;750014078;RADIO;1;1;814;0;0;0;;
IMAGES;2017;750100018;750712184;CAM;2;2;655;224;;1797;;1
IMAGES;2017;750100018;750712184;IRM;1;1;62;37;;5849;4;0
IMAGES;2017;750100018;750712184;MAMM;1;1;;;;1315;;
IMAGES;2017;750100018;750712184;RADIO;4;4;1262;146;;16146;298;1
IMAGES;2017;750100018;750712184;SCAN;1;1;1080;402;;6258;49;0
IMAGES;2017;750100042;750712184;CAM;2;2;1102;12;0;3482;0;0
IMAGES;2017;750100042;750712184;IRM;2;2;4829;42;7;4263;5;0
IMAGES;2017;750100042;750712184;MAMM;1;1;;;;1357;;
IMAGES;2017;750100042;750712184;RADIO;8;8;35962;65;23;40687;1281;1
IMAGES;2017;750100042;750712184;SCAN;3;3;15298;35;19;11307;607;1
IMAGES;2017;750100042;750712184;VASC;2;2;782;30;28;1165;18;1
IMAGES;2017;750100042;750712184;dtIRM2;1;1;3615;;;929;;0
IMAGES;2017;750100075;750712184;CAM;2;2;537;3;0;2430;0;0
IMAGES;2017;750100075;750712184;IRM;1;1;1130;3;1;3221;3;
IMAGES;2017;750100075;750712184;LITHO;1;1;220;;1;;;1
IMAGES;2017;750100075;750712184;MAMM;1;1;;;;3322;;
IMAGES;2017;750100075;750712184;RADIO;4;4;22647;14;1;18307;514;1
IMAGES;2017;750100075;750712184;SCAN;2;2;9276;8;14;5887;335;1
IMAGES;2017;750100075;750712184;TOMO;1;1;565;1;0;3600;0;0
IMAGES;2017;750100083;750712184;RADIO;2;2;2350;2;32;2172;;0
IMAGES;2017;750100091;750712184;IRM;2;2;5424;140;43;7539;95;0
IMAGES;2017;750100091;750712184;RADIO;4;4;32431;109;185;33257;801;1
IMAGES;2017;750100091;750712184;SCAN;2;2;16189;249;38;11742;433;1
IMAGES;2017;750100091;750712184;VASC;1;1;867;28;4;2;0;1
IMAGES;2017;750100091;750712184;dtIRM2;1;1;3362;83;20;3734;;0
IMAGES;2017;750100109;750712184;CAM;3;3;193;0;27;1404;;0
IMAGES;2017;750100109;750712184;IRM;1;1;1184;11;6;2726;1;0
IMAGES;2017;750100109;750712184;RADIO;4;4;17324;65;55;24612;802;1
IMAGES;2017;750100109;750712184;SCAN;1;1;1154;604;43;1335;27;1
IMAGES;2017;750100125;750712184;CAM;2;2;1332;8;0;3239;;0
IMAGES;2017;750100125;750712184;IRM;6;6;10641;88;259;14762;233;1
IMAGES;2017;750100125;750712184;LITHO;1;1;6;;;;;
IMAGES;2017;750100125;750712184;MAMM;1;1;;;;2189;;
IMAGES;2017;750100125;750712184;RADIO;7;7;31464;9;8;49953;889;1
IMAGES;2017;750100125;750712184;SCAN;4;4;22105;115;5;24670;883;1
IMAGES;2017;750100125;750712184;TOMO;3;3;1619;92;5;5198;;0
IMAGES;2017;750100125;750712184;VASC;9;6;7671;1375;1061;1264;71;1
IMAGES;2017;750100125;750712184;dtIRM2;3;3;5640;19;213;7603;;0
IMAGES;2017;750100166;750712184;CAM;3;3;1316;122;;3920;;0
IMAGES;2017;750100166;750712184;IRM;2;2;2976;154;;5799;;0
IMAGES;2017;750100166;750712184;RADIO;8;8;63953;702;;38148;;1
IMAGES;2017;750100166;750712184;SCAN;3;3;16642;548;;14973;;1
IMAGES;2017;750100166;750712184;VASC;1;1;787;15;;225;;1
IMAGES;2017;750100166;750712184;dtIRM2;1;1;1147;81;;3683;;0
IMAGES;2017;750100208;750712184;IRM;3;3;6017;26;187;9444;;0
IMAGES;2017;750100208;750712184;MAMM;1;1;;;;739;;
IMAGES;2017;750100208;750712184;RADIO;5;5;33404;8;406;26327;;0
IMAGES;2017;750100208;750712184;SCAN;2;2;6671;43;160;6732;;1
IMAGES;2017;750100208;750712184;VASC;2;2;1562;3;7;170;;0
IMAGES;2017;750100208;750712184;dtIRM2;1;1;1190;2;60;3160;;0
IMAGES;2017;750100216;750712184;RADIO;1;1;1497;;;7;;0
IMAGES;2017;750100232;750712184;CAM;3;3;5644;;;8028;;0
IMAGES;2017;750100232;750712184;IRM;2;2;5566;;;2271;;0
IMAGES;2017;750100232;750712184;RADIO;3;3;63173;;;28197;;0
IMAGES;2017;750100232;750712184;SCAN;3;3;21305;;;9435;;1
IMAGES;2017;750100232;750712184;TOMO;1;1;1698;;;1788;;0
IMAGES;2017;750100232;750712184;VASC;2;2;3603;;;42;;1
IMAGES;2017;750100232;750712184;dtIRM2;1;1;2156;;;1097;;0
IMAGES;2017;750100273;750712184;CAM;2;2;431;0;0;2026;;0
IMAGES;2017;750100273;750712184;IRM;2;2;1609;110;2;7978;5;1
IMAGES;2017;750100273;750712184;LITHO;1;1;278;11;0;;;
IMAGES;2017;750100273;750712184;MAMM;1;1;;;;4352;;
IMAGES;2017;750100273;750712184;RADIO;4;4;27549;252;1;25239;288;1
IMAGES;2017;750100273;750712184;SCAN;2;2;11381;66;1;12740;210;1
IMAGES;2017;750100273;750712184;TOMO;2;2;927;0;0;5263;;0
IMAGES;2017;750100273;750712184;VASC;1;1;934;126;2;23;9;1
IMAGES;2017;750100273;750712184;dtIRM2;1;1;725;48;0;4266;;0
IMAGES;2017;750100299;750712184;RADIO;3;3;3427;2;0;1102;0;0
IMAGES;2017;750150104;750720476;IRM;1;1;1389;;;8325;0;0
IMAGES;2017;750150104;750720476;RADIO;3;3;24163;;;13595;98;1
IMAGES;2017;750150104;750720476;SCAN;2;2;8037;;;15890;8;1
IMAGES;2017;750150104;750720476;VASC;4;4;8432;;;4;13;1
IMAGES;2017;750150237;750006728;MAMM;1;1;;;;4484;;
IMAGES;2017;750150237;750006728;RADIO;3;3;13641;6;;33753;151;1
IMAGES;2017;750150237;750006728;SCAN;1;1;3939;14;;10955;47;1
IMAGES;2017;750150252;750720575;RADIO;1;;;;;;;
IMAGES;2017;750150344;750720468;RADIO;1;1;483;0;0;0;0;0
IMAGES;2017;750160012;750813321;CAM;1;;;;;;;
IMAGES;2017;750160012;750813321;IRM;1;;;;;;;0
IMAGES;2017;750160012;750813321;RADIO;2;;;;;;;1
IMAGES;2017;750160012;750813321;SCAN;1;;;;;;;1
IMAGES;2017;750160012;750813321;TOMO;1;;;;;;;
IMAGES;2017;750300071;750000598;RADIO;2;2;4157;;;;0;0
IMAGES;2017;750300071;750000598;SCAN;1;1;924;;;;3;0
IMAGES;2017;750300089;750000606;IRM;1;1;32;;;;;
IMAGES;2017;750300089;750000606;RADIO;3;;;;;;;
IMAGES;2017;750300089;750000606;SCAN;1;;;;;;;
IMAGES;2017;750300097;750813305;MAMM;1;1;;;;;;
IMAGES;2017;750300097;750813305;SCAN;1;1;1;0;0;10601;0;0
IMAGES;2017;750300121;750052037;MAMM;1;;;;;;;
IMAGES;2017;750300121;750052037;RADIO;1;1;4358;;;;;1
IMAGES;2017;750300139;750000655;IRM;1;1;14;0;0;1960;;
IMAGES;2017;750300139;750000655;LITHO;1;1;220;;;;;
IMAGES;2017;750300139;750000655;RADIO;1;1;;;;;;
IMAGES;2017;750300139;750000655;SCAN;1;1;248;0;0;6505;;
IMAGES;2017;750300139;750000655;VASC;2;2;189;;;;;
IMAGES;2017;750300154;750000671;IRM;1;1;102;0;;12211;189;0
IMAGES;2017;750300154;750000671;RADIO;2;;;;;;;
IMAGES;2017;750300154;750000671;SCAN;1;;0;;;;;0
IMAGES;2017;750300154;750000671;VASC;2;2;3885;;;;;0
IMAGES;2017;750300360;750026569;IRM;1;;;;;;;
IMAGES;2017;750300360;750026569;MAMM;1;1;;;;;;
IMAGES;2017;750300360;750026569;RADIO;2;;;;;;;
IMAGES;2017;750300360;750026569;SCAN;1;;;;;;;
IMAGES;2017;750300410;750000770;RADIO;1;1;172;;;;;
IMAGES;2017;750300493;750000796;RADIO;3;;;;;;;
IMAGES;2017;750300592;750000820;LITHO;1;1;360;;;;;
IMAGES;2017;750300592;750000820;MAMM;1;;;;;;;
IMAGES;2017;750300592;750000820;RADIO;2;;;;;;;
IMAGES;2017;750300741;750000861;RADIO;1;;;;;;;
IMAGES;2017;750300766;750056145;IRM;1;1;192;;320;7078;63;0
IMAGES;2017;750300766;750056145;MAMM;1;1;;;;687;;
IMAGES;2017;750300766;750056145;RADIO;2;2;3000;;118;5293;;
IMAGES;2017;750300766;750056145;SCAN;1;1;1577;;58;8008;33;1
IMAGES;2017;750300774;750000895;RADIO;2;0;;;;;;
IMAGES;2017;750300857;750000911;RADIO;1;;;;;;;0
IMAGES;2017;750300881;750000937;RADIO;2;2;1645;;;1065;7;1
IMAGES;2017;750300915;750000960;RADIO;2;2;3464;;170;8212;;1
IMAGES;2017;750300915;750000960;SCAN;1;1;763;;120;6485;;0
IMAGES;2017;750300915;750000960;VASC;1;1;1218;;;;;1
IMAGES;2017;750301137;750001034;IRM;1;1;400;;;8507;;
IMAGES;2017;750301137;750001034;RADIO;1;1;1623;;;5253;;
IMAGES;2017;750301137;750001034;SCAN;1;1;1231;;;6429;;
IMAGES;2017;750301137;750001034;VASC;2;2;5734;;;;;
IMAGES;2017;750801441;750712184;RADIO;1;1;2377;;;544;0;0
IMAGES;2017;750803447;750712184;CAM;2;2;1487;59;4;2061;;0
IMAGES;2017;750803447;750712184;IRM;2;2;2286;57;;4992;39;1
IMAGES;2017;750803447;750712184;MAMM;1;1;;;;1855;;
IMAGES;2017;750803447;750712184;RADIO;10;10;31477;16;;34764;999;1
IMAGES;2017;750803447;750712184;SCAN;3;3;17919;15;;6272;591;1
IMAGES;2017;750803447;750712184;TOMO;2;2;770;401;6;3658;;0
IMAGES;2017;750803447;750712184;VASC;3;3;9581;277;20;509;46;1
IMAGES;2017;750803447;750712184;dtIRM2;1;1;1203;20;;2708;;0
IMAGES;2017;750803454;750712184;IRM;2;2;2182;;;2045;0;
IMAGES;2017;750803454;750712184;RADIO;3;3;20256;;;33739;815;
IMAGES;2017;750803454;750712184;SCAN;1;1;1387;;;1573;31;0
IMAGES;2017;750803454;750712184;dtIRM2;1;1;722;;;476;;
IMAGES;2017;750808578;750813032;RADIO;2;2;826;;;323;;0
IMAGES;2017;760000018;760780023;IRM;2;2;671;;;4438;0;0
IMAGES;2017;760000018;760780023;MAMM;1;1;;;;2422;;
IMAGES;2017;760000018;760780023;RADIO;2;2;9455;;;29299;593;1
IMAGES;2017;760000018;760780023;SCAN;2;2;3474;;;17712;214;0
IMAGES;2017;760000042;760780056;RADIO;1;1;771;0;0;7631;65;0
IMAGES;2017;760000059;760780064;RADIO;1;1;838;;;3540;;1
IMAGES;2017;760000141;760780239;RADIO;2;2;4557;;;9920;;0
IMAGES;2017;760000141;760780239;SCAN;1;1;1322;;;2698;;0
IMAGES;2017;760000158;760780239;IRM;4;4;5011;;;11270;;0
IMAGES;2017;760000158;760780239;LITHO;1;1;296;;;;;1
IMAGES;2017;760000158;760780239;MAMM;2;2;;;;1514;;
IMAGES;2017;760000158;760780239;RADIO;9;9;67303;;;60853;;1
IMAGES;2017;760000158;760780239;SCAN;3;3;25528;;;12241;;1
IMAGES;2017;760000158;760780239;VASC;2;2;3951;;;255;;1
IMAGES;2017;760000158;760780239;dtIRM2;1;1;1351;;;2932;;0
IMAGES;2017;760000166;760780247;CAM;3;3;656;;;8490;;0
IMAGES;2017;760000166;760780247;IRM;1;1;102;;;1663;;0
IMAGES;2017;760000166;760780247;MAMM;2;2;;;;3911;;
