BOR;AN;nofinesset;nofinessej;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2018;420000226;420013831;N2120;1;;0.2;1;;;
SMURSAMU_P;2018;420000226;420013831;N2223;4;3;6.24;1;;;
SMURSAMU_P;2018;420000226;420013831;N9999;5;3;6.44;;;;
SMURSAMU_P;2018;420000267;420013831;M9999;0;7;2.5;1;0;0;0
SMURSAMU_P;2018;420000267;420013831;N2120;1;;0.2;1;;;
SMURSAMU_P;2018;420000267;420013831;N2223;4;2;5.85;0;;;
SMURSAMU_P;2018;420000267;420013831;N9999;5;2;6.05;;;;
SMURSAMU_P;2018;420785354;420784878;M9999;20;1;8.59;0;20;1;4.22
SMURSAMU_P;2018;420785354;420784878;N1220;0;0;0;0;21;1;21.45
SMURSAMU_P;2018;420785354;420784878;N2120;2;0;0.57;0;2;0;0.57
SMURSAMU_P;2018;420785354;420784878;N2223;18;0;17.96;0;0;0;0
SMURSAMU_P;2018;420785354;420784878;N2500;0;0;0.04;;1;0;1
SMURSAMU_P;2018;420785354;420784878;N5140;14;1;14.99;0;0;0;0
SMURSAMU_P;2018;420785354;420784878;N9999;34;1;33.56;0;25;1;24.02
SMURSAMU_P;2018;430000117;430000018;M9999;0;12;6.23;1;0;13;4.15
SMURSAMU_P;2018;430000117;430000018;MREG;0;12;6.23;1;0;13;4.15
SMURSAMU_P;2018;430000117;430000018;N1220;0;0;0;0;9;5;10.64
SMURSAMU_P;2018;430000117;430000018;N2120;0;1;0.19;1;0;0;0
SMURSAMU_P;2018;430000117;430000018;N2223;0;37;6.79;1;0;0;0
SMURSAMU_P;2018;430000117;430000018;N9999;0;38;6.98;1;9;5;10.64
SMURSAMU_P;2018;430000190;430000034;M9999;6;;5.8;;;;
SMURSAMU_P;2018;430000190;430000034;N2223;5;;5;;;;
SMURSAMU_P;2018;430000190;430000034;N9999;5;;5;;;;
SMURSAMU_P;2018;440000016;440000057;M9999;27;3;10.42;1;;;
SMURSAMU_P;2018;440000016;440000057;N2223;9;;9;1;;;
SMURSAMU_P;2018;440000016;440000057;N2500;9;;9;;;;
SMURSAMU_P;2018;440000016;440000057;N9999;18;;18;1;;;
SMURSAMU_P;2018;440000271;440000289;M1140;6;1;3;;;;
SMURSAMU_P;2018;440000271;440000289;M9999;48;1;25.78;1;39;1;11.78
SMURSAMU_P;2018;440000271;440000289;MREG;42;;22.78;1;39;1;11.78
SMURSAMU_P;2018;440000271;440000289;N1220;0;0;0;;33;20;37.58
SMURSAMU_P;2018;440000271;440000289;N2120;0;0;0;;0;1;0.5
SMURSAMU_P;2018;440000271;440000289;N2223;20;4;22;;3;0;2.67
SMURSAMU_P;2018;440000271;440000289;N5140;21;0;21.47;;0;0;0
SMURSAMU_P;2018;440000271;440000289;N9999;43;4;45.8;;36;23;42.25
SMURSAMU_P;2018;440000503;440000313;M9999;;9;3.64;1;;;
SMURSAMU_P;2018;440000503;440000313;N2223;5;3;5.85;;;;
SMURSAMU_P;2018;440000503;440000313;N2620;2;8;5.2;;;;
SMURSAMU_P;2018;440000503;440000313;N5140;;1;0.5;0;;;
SMURSAMU_P;2018;440000503;440000313;N9999;7;12;11.55;;;;
SMURSAMU_P;2018;440053007;440000289;M9999;;;0.24;;;;
SMURSAMU_P;2018;450000047;450000096;M9999;4;1;5.4;1;;;
SMURSAMU_P;2018;450000047;450000096;N2120;1;0;1;1;;;
SMURSAMU_P;2018;450000047;450000096;N2223;9;0;9;1;;;
SMURSAMU_P;2018;450000047;450000096;N9999;10;0;10;1;;;
SMURSAMU_P;2018;450000062;450000104;M9999;;12;5;1;;;
SMURSAMU_P;2018;450000062;450000104;N1220;;1;0.4;1;;;
SMURSAMU_P;2018;450000062;450000104;N2120;;1;0.5;1;;;
SMURSAMU_P;2018;450000062;450000104;N2223;;6;4.82;1;;;
SMURSAMU_P;2018;450000062;450000104;N2500;;7;4;;;;
SMURSAMU_P;2018;450000062;450000104;N9999;;15;9.72;1;;;
SMURSAMU_P;2018;450000070;450000112;M9999;3;;1.85;;;;
SMURSAMU_P;2018;450000070;450000112;N1220;1;;0.3;;;;
SMURSAMU_P;2018;450000070;450000112;N2120;;;0.25;;;;
SMURSAMU_P;2018;450000070;450000112;N2223;7;;6.24;;;;
SMURSAMU_P;2018;450000070;450000112;N2500;4;;4;;;;
SMURSAMU_P;2018;450000070;450000112;N9999;12;;10.79;;;;
SMURSAMU_P;2018;450002613;450000088;M9999;0;33;6.39;;0;25;7.19
SMURSAMU_P;2018;450002613;450000088;N1220;0;0;0;;19;2;18.81
SMURSAMU_P;2018;450002613;450000088;N2120;0;3;0.7;;0;1;0.5
SMURSAMU_P;2018;450002613;450000088;N2223;11;20;17.83;;0;0;0
SMURSAMU_P;2018;450002613;450000088;N2500;0;0;0;;1;0;1
SMURSAMU_P;2018;450002613;450000088;N5140;19;0;18.5;;0;0;0.16
SMURSAMU_P;2018;450002613;450000088;N9999;31;23;38.03;;20;3;20.47
SMURSAMU_P;2018;460000045;460780083;M9999;3;;3;;;;
SMURSAMU_P;2018;460000045;460780083;N2223;5;1;5.53;;;;
SMURSAMU_P;2018;460000045;460780083;N9999;5;1;5.53;;;;
SMURSAMU_P;2018;460000052;460780091;M9999;4;;1.64;1;;;
SMURSAMU_P;2018;460000052;460780091;N2223;12;;3.44;1;;;
SMURSAMU_P;2018;460000052;460780091;N5140;6;;1.8;1;;;
SMURSAMU_P;2018;460000052;460780091;N9999;18;;5.24;;;;
SMURSAMU_P;2018;460000102;460780208;M9999;0;6;1.78;1;;;
SMURSAMU_P;2018;460000102;460780208;N1220;;;;1;;;
SMURSAMU_P;2018;460000102;460780208;N2120;;1;0.1;1;;;
SMURSAMU_P;2018;460000102;460780208;N2223;0;2;1.25;1;;;
SMURSAMU_P;2018;460000102;460780208;N2500;1;;1;;;;
SMURSAMU_P;2018;460000102;460780208;N2620;;;;1;;;
SMURSAMU_P;2018;460000102;460780208;N3120;;;;1;;;
SMURSAMU_P;2018;460000102;460780208;N5140;;;;1;;;
SMURSAMU_P;2018;460000102;460780208;N9999;1;3;2.35;1;;;
SMURSAMU_P;2018;460000110;460780216;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2018;460000110;460780216;M9999;2;1;2.5;1;1;0;1
SMURSAMU_P;2018;460000110;460780216;MREG;2;1;2.5;1;1;0;1
SMURSAMU_P;2018;460000110;460780216;N1220;0;0;0;0;8;0;8
SMURSAMU_P;2018;460000110;460780216;N2120;1;0;0.29;1;1;0;0.29
SMURSAMU_P;2018;460000110;460780216;N2223;7;2;8.04;1;0;0;0
SMURSAMU_P;2018;460000110;460780216;N2620;0;0;0;1;;;
SMURSAMU_P;2018;460000110;460780216;N5140;5;0;4.99;1;0;0;0
SMURSAMU_P;2018;460000110;460780216;N9999;14;2;14.32;1;9;0;8.29
SMURSAMU_P;2018;470000423;470016171;M9999;9;13;7.98;1;4;6;3.58
SMURSAMU_P;2018;470000423;470016171;N1220;0;1;0.34;;13;2;12.65
SMURSAMU_P;2018;470000423;470016171;N2120;0;2;0.34;;0;1;0.2
SMURSAMU_P;2018;470000423;470016171;N2223;6;4;5.96;;;;
SMURSAMU_P;2018;470000423;470016171;N2500;8;1;8.87;;1;2;1.38
SMURSAMU_P;2018;470000423;470016171;N5140;;;;;1;0;1
SMURSAMU_P;2018;470000423;470016171;N9999;14;8;15.51;;15;5;15.23
SMURSAMU_P;2018;470000431;470000324;M9999;;2;0.43;1;;;
SMURSAMU_P;2018;470000431;470000324;N2500;1;;1;;;;
SMURSAMU_P;2018;470000431;470000324;N9999;2;;2;;;;
SMURSAMU_P;2018;470000480;470001660;M9999;2;2;3;;;;
SMURSAMU_P;2018;470000480;470001660;N1220;;1;0.33;1;;;
SMURSAMU_P;2018;470000480;470001660;N2120;;1;0.25;1;;;
SMURSAMU_P;2018;470000480;470001660;N2223;;5;1.2;;;;
SMURSAMU_P;2018;470000480;470001660;N5140;3;4;5;1;;;
SMURSAMU_P;2018;470000480;470001660;N9999;3;11;6.78;;;;
SMURSAMU_P;2018;470016205;470016171;M9999;4;6;3.58;;;;
SMURSAMU_P;2018;470016205;470016171;N2120;;1;0.1;;;;
SMURSAMU_P;2018;470016205;470016171;N2223;6;;6;;;;
SMURSAMU_P;2018;470016205;470016171;N9999;6;1;6.1;;;;
SMURSAMU_P;2018;480000017;480780097;M9999;11;4;4.47;1;11;4;4.28
SMURSAMU_P;2018;480000017;480780097;N1220;;;;;7;2;8.47
SMURSAMU_P;2018;480000017;480780097;N2120;;1;0.18;1;;1;0.27
SMURSAMU_P;2018;480000017;480780097;N2223;18;3;6.64;1;;;
SMURSAMU_P;2018;480000017;480780097;N5140;9;;9.09;1;;;
SMURSAMU_P;2018;480000017;480780097;N9999;27;4;15.92;1;8;3;8.95
SMURSAMU_P;2018;490000049;490000031;M9999;;37;11.43;1;;37;7.51
SMURSAMU_P;2018;490000049;490000031;MREG;;37;11.43;1;;37;7.51
SMURSAMU_P;2018;490000049;490000031;N1220;0;1;0.5;0;18;7;23.6
SMURSAMU_P;2018;490000049;490000031;N2120;1;0;1;0;0;0;0
SMURSAMU_P;2018;490000049;490000031;N2223;9;10;14.6;0;0;0;0
SMURSAMU_P;2018;490000049;490000031;N5140;13;2;14.6;0;0;0;0
SMURSAMU_P;2018;490000049;490000031;N9999;23;13;30.7;0;19;7;23.7
SMURSAMU_P;2018;490000635;490000676;M9999;17;3;2.83;1;;;
SMURSAMU_P;2018;490000635;490000676;N1220;1;;1;;;;
SMURSAMU_P;2018;490000635;490000676;N2223;3;1;3.6;1;;;
SMURSAMU_P;2018;490000635;490000676;N9999;4;1;4.6;1;;;
SMURSAMU_P;2018;490001765;490528452;M9999;;14;2.43;0;;;
SMURSAMU_P;2018;490001765;490528452;N2223;;3;2.59;0;;;
SMURSAMU_P;2018;490001765;490528452;N5140;5;;5;0;;;
SMURSAMU_P;2018;490001765;490528452;N9999;5;3;7.59;0;;;
SMURSAMU_P;2018;500000021;500000054;M9999;;12;4.67;1;;;
SMURSAMU_P;2018;500000021;500000054;N2223;0;25;5.48;1;;;
SMURSAMU_P;2018;500000021;500000054;N5140;3;1;4.16;0;;;
SMURSAMU_P;2018;500000021;500000054;N9999;5;26;11.64;1;;;
SMURSAMU_P;2018;500000187;500000013;M9999;;11;8;1;0;0;0
SMURSAMU_P;2018;500000187;500000013;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2018;500000187;500000013;N2223;6;1;6.86;1;0;0;0
SMURSAMU_P;2018;500000187;500000013;N2500;6;0;6;;0;0;0
SMURSAMU_P;2018;500000187;500000013;N9999;12;1;12.86;1;0;0;0
SMURSAMU_P;2018;500000260;500000054;M9999;;9;4.39;1;;;
SMURSAMU_P;2018;500000260;500000054;N2223;0;21;5.21;1;;;
SMURSAMU_P;2018;500000260;500000054;N2500;0;14;2.66;;;;
SMURSAMU_P;2018;500000260;500000054;N9999;0;35;7.87;1;;;
SMURSAMU_P;2018;500000427;500000096;M9999;2;0;1.79;1;0;0;0
SMURSAMU_P;2018;500000427;500000096;MREG;2;0;1.79;;0;0;0
SMURSAMU_P;2018;500000427;500000096;N1220;1;0;0.5;1;0;0;0
SMURSAMU_P;2018;500000427;500000096;N2120;1;0;0.02;1;0;0;0
SMURSAMU_P;2018;500000427;500000096;N2223;6;0;6.35;1;0;0;0
SMURSAMU_P;2018;500000427;500000096;N2500;2;1;3.01;;0;0;0
SMURSAMU_P;2018;500000427;500000096;N9999;10;1;9.88;1;0;0;0
SMURSAMU_P;2018;500000450;500000112;M9999;14;;2.08;1;14;;4.16
SMURSAMU_P;2018;500000450;500000112;N1220;;;;;14;2;15.58
SMURSAMU_P;2018;500000450;500000112;N2120;1;;0.44;0;1;;0.5
SMURSAMU_P;2018;500000450;500000112;N2223;24;9;5.4;1;;;
SMURSAMU_P;2018;500000450;500000112;N2500;15;1;1.95;;;;
SMURSAMU_P;2018;500000450;500000112;N9999;40;10;7.8;1;15;2;16.08
SMURSAMU_P;2018;500000468;500000013;M9999;;8;8;1;;;
SMURSAMU_P;2018;500000468;500000013;N2120;0;0;0;1;;;
SMURSAMU_P;2018;500000468;500000013;N2223;6;;5.7;1;;;
SMURSAMU_P;2018;500000468;500000013;N2500;6;0;6;;;;
SMURSAMU_P;2018;500000468;500000013;N2620;0;0;0;1;;;
SMURSAMU_P;2018;500000468;500000013;N9999;12;;11.7;1;;;
SMURSAMU_P;2018;500000591;500000393;N2223;1;;1.17;;;;
SMURSAMU_P;2018;500000591;500000393;N9999;1;;1.17;;;;
SMURSAMU_P;2018;510000169;510000037;M9999;2;15;7.97;1;;;
SMURSAMU_P;2018;510000169;510000037;N2120;;1;0.1;1;;;
SMURSAMU_P;2018;510000169;510000037;N2223;4;;3.88;1;;;
SMURSAMU_P;2018;510000169;510000037;N5140;9;1;8.62;1;;;
SMURSAMU_P;2018;510000169;510000037;N9999;13;2;12.6;1;;;
SMURSAMU_P;2018;510000235;510000060;M9999;;7;2.47;1;;;
SMURSAMU_P;2018;510000235;510000060;N2120;;1;0.08;1;;;
SMURSAMU_P;2018;510000235;510000060;N2223;;22;6.05;1;;;
SMURSAMU_P;2018;510000235;510000060;N5140;;8;2.4;1;;;
SMURSAMU_P;2018;510000235;510000060;N9999;;31;8.53;1;;;
SMURSAMU_P;2018;510000250;510000078;M9999;3;1;1.94;;;;
SMURSAMU_P;2018;510000250;510000078;N2120;1;;1;;;;
SMURSAMU_P;2018;510000250;510000078;N2223;5;0;5;;;;
SMURSAMU_P;2018;510000250;510000078;N9999;6;0;6;;;;
SMURSAMU_P;2018;510004302;510000029;M1140;4;;0.4;0;;;
SMURSAMU_P;2018;510004302;510000029;M9999;23;;9.38;0;19;1;5.79
SMURSAMU_P;2018;510004302;510000029;N1220;3;0;2;0;9;0;7.5
SMURSAMU_P;2018;510004302;510000029;N2120;2;0;0.55;1;3;0;0.55
SMURSAMU_P;2018;510004302;510000029;N2223;15;5;16.85;0;1;0;1
SMURSAMU_P;2018;510004302;510000029;N2500;1;0;0.8;;1;0;0.2
SMURSAMU_P;2018;510004302;510000029;N5140;15;0;14.5;0;0;0;0
SMURSAMU_P;2018;510004302;510000029;N9999;42;5;36.15;0;30;0;18.78
SMURSAMU_P;2018;510023914;510000037;M9999;9;2;3.14;1;;;
SMURSAMU_P;2018;510023914;510000037;N2120;1;;0.2;1;;;
SMURSAMU_P;2018;510023914;510000037;N2223;7;1;7.04;1;;;
SMURSAMU_P;2018;510023914;510000037;N5140;4;;3.08;1;;;
SMURSAMU_P;2018;510023914;510000037;N9999;14;4;10.76;1;;;
SMURSAMU_P;2018;510023922;100006279;M9999;9;1;3.69;;;;
SMURSAMU_P;2018;510023922;100006279;N2223;3;;3;;;;
SMURSAMU_P;2018;510023922;100006279;N9999;6;;6.48;;;;
SMURSAMU_P;2018;520000027;520780032;M9999;;13;6.08;1;;5;1.52
SMURSAMU_P;2018;520000027;520780032;N1220;;;;;7;;6.98
SMURSAMU_P;2018;520000027;520780032;N2120;;1;0.33;1;;;
SMURSAMU_P;2018;520000027;520780032;N2223;;13;6.32;1;;;0.37
SMURSAMU_P;2018;520000027;520780032;N5140;10;1;9.01;0;2;1;2.73
SMURSAMU_P;2018;520000027;520780032;N9999;10;15;15.66;1;9;1;10.09
SMURSAMU_P;2018;520000043;520780057;M9999;;9;4.03;1;;;
SMURSAMU_P;2018;520000043;520780057;N2223;;14;5.85;1;;;
SMURSAMU_P;2018;520000043;520780057;N5140;3;;1.47;1;;;
SMURSAMU_P;2018;520000043;520780057;N9999;3;14;7.32;;;;
SMURSAMU_P;2018;520000068;520780073;M9999;6;2;3.31;1;;;
SMURSAMU_P;2018;520000068;520780073;N2223;5;1;5.67;1;;;
SMURSAMU_P;2018;520000068;520780073;N2500;8;;7.99;;;;
SMURSAMU_P;2018;520000068;520780073;N9999;13;1;13.66;1;;;
SMURSAMU_P;2018;530000017;530000025;M9999;9;3;5.5;1;0;0;0
SMURSAMU_P;2018;530000017;530000025;MREG;9;3;5.5;;0;0;0
SMURSAMU_P;2018;530000017;530000025;N2223;2;10;5.8;;0;0;0
SMURSAMU_P;2018;530000017;530000025;N9999;2;10;5.8;;0;0;0
SMURSAMU_P;2018;530000173;530000074;M9999;6;3;3.07;1;;;
SMURSAMU_P;2018;530000173;530000074;N1220;0;0;0.01;1;;;
SMURSAMU_P;2018;530000173;530000074;N2120;1;0;0.1;0;;;
SMURSAMU_P;2018;530000173;530000074;N2223;18;0;5.39;0;;;
SMURSAMU_P;2018;530000173;530000074;N9999;19;0;5.51;0;;;
SMURSAMU_P;2018;530000264;530000371;M9999;5;8;3.45;0;5;8;3.95
SMURSAMU_P;2018;530000264;530000371;N1220;;;;;13;2;14.11
SMURSAMU_P;2018;530000264;530000371;N2120;;;0.02;;;;
SMURSAMU_P;2018;530000264;530000371;N2223;2;15;7.34;;;;0.08
SMURSAMU_P;2018;530000264;530000371;N2500;1;;0.77;;1;;1
SMURSAMU_P;2018;530000264;530000371;N5140;6;1;6.8;;;;
SMURSAMU_P;2018;530000264;530000371;N9999;9;16;14.93;;14;2;15.19
SMURSAMU_P;2018;540000015;540023264;M1140;;5;0.92;1;;;
SMURSAMU_P;2018;540000015;540023264;M9999;;5;0.92;1;;;
SMURSAMU_P;2018;540000015;540023264;MREG;;;;1;;;
SMURSAMU_P;2018;540000015;540023264;N1220;;;;1;;;
SMURSAMU_P;2018;540000015;540023264;N2120;;;;1;;;
SMURSAMU_P;2018;540000015;540023264;N2223;4;2;5.86;1;;;
SMURSAMU_P;2018;540000015;540023264;N3120;;;;1;;;
SMURSAMU_P;2018;540000015;540023264;N9999;4;2;5.86;1;;;
SMURSAMU_P;2018;540000023;540000049;M9999;0;6;4.5;1;;;
SMURSAMU_P;2018;540000023;540000049;N1220;0;1;0.2;1;;;
SMURSAMU_P;2018;540000023;540000049;N2120;0;1;0.2;1;;;
SMURSAMU_P;2018;540000023;540000049;N2223;0;6;5.9;1;;;
SMURSAMU_P;2018;540000023;540000049;N2500;0;7;6.6;;;;
SMURSAMU_P;2018;540000023;540000049;N9999;0;15;12.9;1;;;
SMURSAMU_P;2018;540000155;540000080;M9999;;14;5.4;1;;;
SMURSAMU_P;2018;540000155;540000080;N1220;;1;0.05;1;;;
SMURSAMU_P;2018;540000155;540000080;N2120;;1;0.1;1;;;
SMURSAMU_P;2018;540000155;540000080;N2223;;12;6;1;;;
SMURSAMU_P;2018;540000155;540000080;N2500;;12;6;;;;
SMURSAMU_P;2018;540000155;540000080;N9999;;26;12.15;1;;;
SMURSAMU_P;2018;540000296;540000106;M9999;;18;4.4;1;;;
SMURSAMU_P;2018;540000296;540000106;N2223;8;3;4.75;;;;
SMURSAMU_P;2018;540000296;540000106;N5140;6;1;6.8;;;;
SMURSAMU_P;2018;540000296;540000106;N9999;15;4;11.95;;;;
SMURSAMU_P;2018;540001070;540000767;M9999;;12;2.23;1;;;
SMURSAMU_P;2018;540001070;540000767;N1220;;1;0.02;1;;;
SMURSAMU_P;2018;540001070;540000767;N2120;;1;0.18;1;;;
SMURSAMU_P;2018;540001070;540000767;N2223;;25;6.94;1;;;
SMURSAMU_P;2018;540001070;540000767;N2500;;12;6.13;;;;
SMURSAMU_P;2018;540001070;540000767;N9999;;39;13.27;1;;;
SMURSAMU_P;2018;540001096;570010181;M9999;6;3;7.4;1;;;
SMURSAMU_P;2018;540001096;570010181;N1220;;1;0.9;1;;;
SMURSAMU_P;2018;540001096;570010181;N2120;;1;0.2;1;;;
SMURSAMU_P;2018;540001096;570010181;N2223;6;;6;1;;;
SMURSAMU_P;2018;540001096;570010181;N2500;6;;6;;;;
SMURSAMU_P;2018;540001096;570010181;N3120;;1;0.5;1;;;
SMURSAMU_P;2018;540001096;570010181;N9999;12;3;13.6;;;;
SMURSAMU_P;2018;540001138;540023264;M9999;2;46;12.16;1;;42;9.42
SMURSAMU_P;2018;540001138;540023264;MREG;2;46;12.16;1;;42;9.42
SMURSAMU_P;2018;540001138;540023264;N1220;1;;1;1;24;5;26.41
SMURSAMU_P;2018;540001138;540023264;N2120;;1;0.5;1;;;
SMURSAMU_P;2018;540001138;540023264;N2223;14;9;17.18;1;;1;0.5
SMURSAMU_P;2018;540001138;540023264;N2500;1;;1;;1;;0.18
SMURSAMU_P;2018;540001138;540023264;N2620;;1;0.82;0;;;
SMURSAMU_P;2018;540001138;540023264;N5140;18;1;18.94;1;1;;0.5
SMURSAMU_P;2018;540001138;540023264;N9999;34;12;39.44;1;26;6;27.59
SMURSAMU_P;2018;540002698;540023264;M1140;;3;0.8;0;;;
SMURSAMU_P;2018;540002698;540023264;M9999;;3;0.8;0;;;
SMURSAMU_P;2018;540002698;540023264;N2223;;46;5.83;0;;;
SMURSAMU_P;2018;540002698;540023264;N9999;;46;5.83;0;;;
SMURSAMU_P;2018;550000012;550006795;M9999;15;;4.5;;19;;4.3
SMURSAMU_P;2018;550000012;550006795;N1220;1;;0.4;;11;1;11.71
SMURSAMU_P;2018;550000012;550006795;N2120;2;;0.06;;2;;0.06
SMURSAMU_P;2018;550000012;550006795;N2223;5;;5.58;;1;;1
SMURSAMU_P;2018;550000012;550006795;N2500;;;;;2;;2
SMURSAMU_P;2018;550000012;550006795;N5140;6;;6;;;;
SMURSAMU_P;2018;550000012;550006795;N9999;14;;12.04;;16;1;14.77
SMURSAMU_P;2018;550000434;550003354;M9999;;4;0.95;1;;;
SMURSAMU_P;2018;550000434;550003354;N1220;;4;0.5;1;;;
SMURSAMU_P;2018;550000434;550003354;N2120;;1;0.3;1;;;
SMURSAMU_P;2018;550000434;550003354;N2223;;23;6.48;1;;;
SMURSAMU_P;2018;550000434;550003354;N5140;6;;6;1;;;
SMURSAMU_P;2018;550000434;550003354;N9999;6;29;14.28;;;;
SMURSAMU_P;2018;560000127;560023210;M9999;4;0;3.08;1;7;2;7.72
SMURSAMU_P;2018;560000127;560023210;MREG;4;0;3.08;1;7;2;7.72
SMURSAMU_P;2018;560000127;560023210;N1220;;;;0;20;9;24.29
SMURSAMU_P;2018;560000127;560023210;N2120;;;;;1;0;1
SMURSAMU_P;2018;560000127;560023210;N2223;;7;0.07;1;;;
SMURSAMU_P;2018;560000127;560023210;N5140;16;4;12.67;0;;;
SMURSAMU_P;2018;560000127;560023210;N9999;16;11;12.74;;21;9;25.29
SMURSAMU_P;2018;560000135;560005746;M9999;7;17;9.73;1;;;
SMURSAMU_P;2018;560000135;560005746;N2223;6;;2;;;;
SMURSAMU_P;2018;560000135;560005746;N2500;6;;2;;;;
SMURSAMU_P;2018;560000135;560005746;N9999;12;;4;;;;
SMURSAMU_P;2018;560000143;560014748;M9999;8;1;5.6;1;;;
SMURSAMU_P;2018;560000143;560014748;N1220;4;3;0.3;1;;;
SMURSAMU_P;2018;560000143;560014748;N2120;2;;0.15;1;;;
SMURSAMU_P;2018;560000143;560014748;N2223;27;5;8.18;1;;;
SMURSAMU_P;2018;560000143;560014748;N2500;6;;5.83;;;;
SMURSAMU_P;2018;560000143;560014748;N5140;2;;2.35;1;;;
SMURSAMU_P;2018;560000143;560014748;N9999;41;8;16.81;1;;;
SMURSAMU_P;2018;560000192;560000044;M9999;2;14;9.69;1;;;
SMURSAMU_P;2018;560000192;560000044;N1220;2;1;2.63;1;;;
SMURSAMU_P;2018;560000192;560000044;N2120;1;;0.6;1;;;
SMURSAMU_P;2018;560000192;560000044;N2223;10;9;19.1;1;;;
SMURSAMU_P;2018;560000192;560000044;N2500;12;2;14.45;;;;
SMURSAMU_P;2018;560000192;560000044;N3120;1;1;0.5;1;;;
SMURSAMU_P;2018;560000192;560000044;N9999;26;13;46.43;1;;;
SMURSAMU_P;2018;560000200;560023210;M9999;5;0;4.32;1;;;
SMURSAMU_P;2018;560000200;560023210;N2120;;;0.1;;;;
SMURSAMU_P;2018;560000200;560023210;N2223;0;66;13.54;1;;;
SMURSAMU_P;2018;560000200;560023210;N5140;;5;5.35;1;;;
SMURSAMU_P;2018;560000200;560023210;N9999;;71;18.99;1;;;
SMURSAMU_P;2018;570000059;570025254;M1140;4;3;0.1;1;;;
SMURSAMU_P;2018;570000059;570025254;M9999;9;7;6.67;1;;;
SMURSAMU_P;2018;570000059;570025254;N2223;9;0;9;1;;;
SMURSAMU_P;2018;570000059;570025254;N5140;10;0;10;1;;;
SMURSAMU_P;2018;570000059;570025254;N9999;19;0;19;;;;
SMURSAMU_P;2018;570000117;570015099;M9999;7;5;3.57;1;;;
SMURSAMU_P;2018;570000117;570015099;N1220;3;;0.2;1;;;
SMURSAMU_P;2018;570000117;570015099;N2120;1;;0.2;1;;;
SMURSAMU_P;2018;570000117;570015099;N2223;21;4;5.85;1;;;
SMURSAMU_P;2018;570000117;570015099;N2500;6;;2.71;;;;
SMURSAMU_P;2018;570000117;570015099;N9999;31;9;8.96;1;;;
SMURSAMU_P;2018;570000349;570005165;M9999;;19;10.6;1;;;
SMURSAMU_P;2018;570000349;570005165;N1220;0;1;0.5;1;;;
SMURSAMU_P;2018;570000349;570005165;N2120;1;;1;0;;;
SMURSAMU_P;2018;570000349;570005165;N2223;9;0;10.74;0;;;
SMURSAMU_P;2018;570000349;570005165;N5140;26;1;26.22;0;;;
SMURSAMU_P;2018;570000349;570005165;N9999;39;2;39.72;0;;;
SMURSAMU_P;2018;570000661;570000158;M9999;17;2;2;;;;
SMURSAMU_P;2018;570000661;570000158;N1220;1;;1;1;;;
SMURSAMU_P;2018;570000661;570000158;N2223;5;3;7.22;1;;;
SMURSAMU_P;2018;570000661;570000158;N2500;3;3;4.85;;;;
SMURSAMU_P;2018;570000661;570000158;N9999;9;6;13.07;1;;;
SMURSAMU_P;2018;570000901;570000158;M9999;17;2;3;1;;;
SMURSAMU_P;2018;570000901;570000158;N2120;;;0.3;1;;;
SMURSAMU_P;2018;570000901;570000158;N2223;4;1;5.67;1;;;
SMURSAMU_P;2018;570000901;570000158;N2500;8;;7.5;;;;
SMURSAMU_P;2018;570000901;570000158;N9999;12;1;13.47;1;;;
SMURSAMU_P;2018;570026682;570005165;M9999;;25;10.6;1;;43;14.1
SMURSAMU_P;2018;570026682;570005165;MREG;;;;;;43;14.1
SMURSAMU_P;2018;570026682;570005165;N1220;0;1;0.5;1;;;
SMURSAMU_P;2018;570026682;570005165;N2223;0;30;12;1;;;
SMURSAMU_P;2018;570026682;570005165;N2500;;;;;2;0;2
SMURSAMU_P;2018;570026682;570005165;N5140;17;1;17.48;0;;;
SMURSAMU_P;2018;570026682;570005165;N9999;17;32;29.98;1;37;3;36.06
SMURSAMU_P;2018;580972669;580780070;M9999;1;2;2.78;1;;;
SMURSAMU_P;2018;580972669;580780070;N1220;1;;0.25;1;;;
SMURSAMU_P;2018;580972669;580780070;N2120;1;;0.05;1;;;
SMURSAMU_P;2018;580972669;580780070;N2223;3;;2.8;1;;;
SMURSAMU_P;2018;580972669;580780070;N9999;5;;3.1;;;;
SMURSAMU_P;2018;580972677;580780088;M9999;;25;9.83;1;;;
SMURSAMU_P;2018;580972677;580780088;N2120;;1;0.5;1;;;
SMURSAMU_P;2018;580972677;580780088;N2223;;15;7.47;1;;;
SMURSAMU_P;2018;580972677;580780088;N2620;;1;0.38;1;;;
SMURSAMU_P;2018;580972677;580780088;N5140;;1;0.5;1;;;
SMURSAMU_P;2018;580972677;580780088;N9999;;18;8.84;1;;;
SMURSAMU_P;2018;580972685;580780096;M9999;5;4;5.22;1;;;
SMURSAMU_P;2018;580972685;580780096;N2120;2;;0.15;;;;
SMURSAMU_P;2018;580972685;580780096;N2223;13;3;6.48;1;;;
SMURSAMU_P;2018;580972685;580780096;N5140;7;1;7.71;1;;;
