BOR;AN;nofinesset;nofinessej;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2015;590782298;590000675;TYPE1;;;26;;;;4;1296;112;0;0;0;0;0;0;;;4958;0;0;0;;891;4299;231;1368;0;883;8;4;;904;;;;5;0;0;0;0;0;0;;23;1;388
PERINAT;2015;590782553;590000741;TYPE1;;;;;;;;2496;176;0;0;0;0;0;0;;;9663;0;0;0;;1966;8783;382;1969;2;1953;13;14;;1979;;;;11;0;0;0;0;0;0;;4;0;0
PERINAT;2015;590791562;590782421;TYPE2;;;59;20;6;0;6;3443;198;491;14;202;11;0;0;;;13203;4294;3545;0;;2604;11390;423;2591;22;2562;42;9;;2652;9826;17885;1884;338;0;1;1121;1192;639;53;7;6;0;0
PERINAT;2015;590797353;590051801;TYPE2;;;35;15;6;;4;3177;659;551;22;229;10;0;0;;;10387;3302;1800;0;;1998;8916;307;1940;4;1974;24;2;;2027;;;;44;0;0;0;0;0;0;;10;0;0
PERINAT;2015;590804696;590781902;TYPE2;;;37;6;;;5;2728;426;305;25;0;0;0;0;;;9255;1980;0;0;;1813;8313;274;1519;1;1792;21;15;;1840;9961;38710;74;51;0;1;654;616;431;20;0;4;0;0
PERINAT;2015;590813382;590000386;TYPE1;;;34;;;;4;1617;65;0;0;0;0;0;0;;;5524;0;0;0;;1397;5107;322;1442;0;1383;14;32;;1416;;;;11;0;0;0;1;0;0;;15;0;0
PERINAT;2015;590813507;590000485;TYPE1;;;21;;;;4;1408;99;0;0;0;0;0;0;;;5519;0;0;0;;968;4598;296;1738;0;954;14;19;;982;;;;8;0;1;69;128;1;0;;8;0;0
PERINAT;2015;590816310;590000048;TYPE1;;;33;;;;;1569;130;0;0;0;0;0;0;;;5976;0;0;0;;1171;5293;223;1283;0;1162;9;18;;1188;;;;4;0;0;0;0;0;0;;1;0;0
PERINAT;2015;590817839;590053955;TYPE1;;;30;;;;5;1020;66;0;0;0;0;0;0;;;3726;0;0;0;;682;3162;164;980;0;678;4;10;;683;;;;7;0;0;0;0;0;0;;1;0;0
PERINAT;2015;600000053;600101984;TYPE2;;;36;6;;;5;2367;353;191;10;0;0;0;0;;;9221;1287;0;0;;1845;8748;324;1877;0;1816;29;6;;1874;6138;4451;;25;0;1;274;306;230;14;;20;1;271
PERINAT;2015;600000186;600100648;TYPE1;;;9;;;;2;542;82;0;0;0;0;0;0;;;1751;0;0;0;;369;1543;52;267;0;366;3;5;;373;200;4339;23;2;0;1;172;186;105;12;;17;0;0
PERINAT;2015;600000194;600100713;TYPE2;INT;;41;9;6;;5;2920;127;350;3;140;24;0;0;;;13477;3531;1271;0;;2388;12230;500;3343;3;2354;34;14;;2452;20914;11557;136;15;9;1;571;639;325;78;;8;0;0
PERINAT;2015;600000285;600100721;CPPR;;;;;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;32;0;0;;0;0;0
PERINAT;2015;600000467;600101984;TYPE3;INT;;34;6;4;4;4;2107;82;502;27;147;5;101;18;;;9525;3186;1190;594;;1650;8119;291;1875;4;1623;27;10;;1704;4417;2745;0;19;0;1;332;351;171;58;0;6;0;0
PERINAT;2015;600100754;600000228;TYPE1;;;23;;;;;1594;104;0;0;0;0;0;0;;;5992;0;0;0;;1324;5513;189;994;0;1312;12;16;;1341;;;;32;0;0;0;0;0;0;;3;0;0
PERINAT;2015;600113476;600100721;TYPE2;;;29;9;6;;;1905;45;291;10;340;22;0;0;;;8435;1720;2171;0;;1486;7049;316;2106;4;1449;37;12;;1530;2978;6144;;24;6;1;372;426;271;12;2;10;0;0
PERINAT;2015;610000044;610780074;TYPE1;;;12;;;;3;683;64;0;0;0;0;0;0;;;2798;0;0;0;;435;2295;139;837;0;431;4;12;;444;2511;4722;5;2;0;1;103;105;53;2;0;4;0;0
PERINAT;2015;610000051;610780082;TYPE2;EXT;;20;6;;;4;1445;103;220;8;0;0;0;0;;;5081;1464;0;0;;1039;4370;211;1152;1;1030;9;6;;1062;16031;8828;48;20;0;1;243;266;166;28;0;0;0;0
PERINAT;2015;610000069;610780090;TYPE1;;;15;;;;3;899;101;0;0;0;0;0;0;;;3205;0;0;0;;589;2841;119;708;0;584;5;6;;594;11297;4608;46;4;0;1;88;99;83;4;1;0;0;0
PERINAT;2015;610000119;610780165;TYPE2;;;22;8;;;3;1175;98;208;12;0;0;0;0;;;5034;1664;0;0;;914;4665;188;1295;3;902;12;6;;933;;2325;;11;0;1;192;188;137;11;;4;0;0
PERINAT;2015;610780116;610790594;CPPR;;;;;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;1784;1992;65;0;0;0;0;;0;0;;0;0;0
PERINAT;2015;620000034;620100057;TYPE3;;;35;13;11;8;5;3099;488;836;29;363;13;258;12;;;11806;4695;2607;2488;;2027;10008;376;2465;52;1976;51;1;;2082;12406;1549;342;31;35;1;799;835;555;51;0;6;0;0
PERINAT;2015;620000224;620100651;TYPE2;;;22;6;0;0;3;1680;345;112;7;0;0;0;0;;;5951;1053;0;0;;992;5070;194;1116;2;977;15;19;;1008;3992;613;;8;0;1;483;532;251;37;;19;0;0
PERINAT;2015;620000257;620100685;TYPE3;;;56;24;12;8;6;3238;112;378;26;446;22;284;13;;;13803;3139;3131;2595;;2562;12047;491;3256;5;2494;68;2;;2632;23330;4306;4583;48;0;1;807;840;378;69;;21;1;633
PERINAT;2015;620000323;620101337;TYPE3;;;42;8;14;11;5;2897;300;382;14;345;12;345;9;;;12534;2218;4330;4052;;2086;10679;389;2785;68;2029;57;1;;2150;9543;8856;333;23;37;1;254;297;38;10;;10;1;188
PERINAT;2015;620000349;620101360;TYPE2;;;32;6;;;4;2159;251;294;23;0;0;0;0;;;8280;1731;0;0;;1382;7165;244;1680;0;1368;14;17;;1398;;;;9;0;1;274;288;184;8;;2;0;0
PERINAT;2015;620000653;620103440;TYPE2;;;30;12;3;0;4;1653;299;269;7;135;12;0;0;;;6312;1879;1155;0;;1117;5663;218;1432;5;1104;13;7;;1133;12286;6838;148;12;0;1;607;624;477;32;1;12;1;81
PERINAT;2015;620003202;620103432;TYPE2;;;23;4;;;3;1292;111;173;13;0;0;0;0;;;4933;1009;0;0;;961;4343;162;921;0;950;11;4;;977;11472;3755;;7;0;1;271;291;157;19;;2;0;0
PERINAT;2015;620003350;620001834;TYPE1;;;25;;;;3;1494;143;0;0;0;0;0;0;;;5405;0;0;0;;1094;4842;216;1137;0;1086;8;28;;1106;;;;12;0;0;0;0;0;0;;0;0;0
PERINAT;2015;620025346;620001834;TYPE1;;;24;;;;3;1509;216;0;0;0;0;0;0;;;4984;0;0;0;;992;4308;116;620;0;981;11;18;;1013;8893;8776;;7;0;0;0;0;0;0;;1;0;0
PERINAT;2015;620100099;620014779;TYPE1;;;21;;;;4;1282;120;0;0;0;0;0;0;;;4795;0;0;0;;949;4291;192;1049;0;942;7;18;;960;;;;4;0;0;0;0;0;0;;0;0;0
PERINAT;2015;620100735;620000265;TYPE1;;;40;;;;4;1339;125;0;0;0;0;0;0;;;4994;0;0;0;;855;3975;298;1567;0;848;7;15;;862;;;;3;0;1;6;3;3;0;;0;0;0
PERINAT;2015;620118513;620002915;TYPE1;;;30;;;;4;1307;55;0;0;0;0;0;0;;;5626;0;0;0;;993;4974;280;1763;0;981;12;20;;1006;;;;3;0;0;0;0;0;0;;6;1;152
PERINAT;2015;630000412;630780997;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;296;18554;73;;;1;8;9;8;0;;0;0;
PERINAT;2015;630000420;630781003;TYPE1;;;18;;;;2;820;63;0;0;0;0;0;0;;;3197;0;0;0;;625;2962;96;518;1;616;9;6;;636;4962;2787;45;3;0;1;248;203;159;11;0;7;0;0
PERINAT;2015;630000446;630781029;TYPE1;;;11;;;;2;653;47;0;0;0;0;0;0;;;2598;0;0;0;;501;2256;75;468;0;496;5;6;;506;1068;3710;;20;0;1;116;111;86;5;;0;0;0
PERINAT;2015;630781268;630780989;TYPE3;;;72;21;12;10;9;4783;326;658;17;211;2;327;21;;;22131;7665;3510;2565;;3719;19586;624;4397;10;3630;89;13;;3853;10449;18423;248;58;0;1;1068;1138;340;52;7;32;1;632
PERINAT;2015;630781839;630000826;TYPE2;;;71;6;;;6;2602;264;175;17;0;0;0;0;;;10766;1149;0;0;;2001;9546;378;2314;1;1980;21;12;;2027;;;;7;0;1;250;270;158;6;;24;1;328
PERINAT;2015;640000162;640780417;TYPE3;INT;;35;10;4;6;5;2874;137;468;28;211;8;143;3;;;11999;1784;2154;1318;;2304;10523;350;2454;22;2243;61;5;;2377;10298;6065;;257;140;1;655;627;265;37;1;13;0;0
PERINAT;2015;640000402;640780813;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;;;;0;0;1;50;53;50;0;0;0;0;0
PERINAT;2015;640000600;640781290;TYPE3;;;30;8;3;6;4;2047;160;182;8;68;5;148;12;;;8909;1813;924;1443;;1518;7291;317;2293;37;1471;47;1;;1580;16107;4417;338;122;0;1;627;716;243;39;;13;0;0
PERINAT;2015;640015921;640780821;TYPE1;;;15;;;;3;418;46;0;0;0;0;0;0;;;1662;0;0;0;;311;1454;51;359;0;309;2;0;;314;1712;4619;645;10;0;1;52;77;33;;;24;0;0
PERINAT;2015;640017646;640017638;TYPE1;;;7;;;;2;366;44;0;0;0;0;0;0;;;1168;0;0;0;;268;1052;55;285;0;268;0;5;;271;4688;12486;;29;0;1;6;11;6;0;;0;0;0
PERINAT;2015;640018206;640012209;TYPE1;;;24;;;;5;516;36;0;0;0;0;0;0;;;1927;0;0;0;;431;1820;87;500;0;421;10;2;;441;;;;13;0;1;57;;0;3;;1;1;127
PERINAT;2015;640780482;640012209;TYPE1;;;;;;;;892;78;0;0;0;0;0;0;;;3287;0;0;0;;720;3026;149;847;0;707;13;13;;736;;;;18;0;1;76;190;0;3;;4;1;205
PERINAT;2015;640780755;640780417;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382;;;;0;;;;;;;0;
PERINAT;2015;640780946;640000469;TYPE1;;;39;;;;5;2030;130;0;0;0;0;0;0;;;9001;0;0;0;;1696;7991;300;1925;0;1672;24;18;;1723;;;;39;0;1;101;119;71;2;;9;1;405
PERINAT;2015;650000045;650780158;TYPE1;;;0;;;;2;228;19;0;0;0;0;0;0;;;900;0;0;0;;158;801;29;202;0;158;0;3;;160;;;;3;0;1;54;96;41;0;;0;0;0
PERINAT;2015;650000417;650783160;TYPE2;EXT;;21;6;3;;3;1352;117;168;7;40;9;0;0;;;5531;1399;130;0;;915;4654;217;1421;23;894;21;5;;948;11564;2604;252;17;0;1;319;302;210;19;;30;0;0
PERINAT;2015;650780679;650000243;TYPE1;;;23;0;0;0;3;1067;93;0;0;0;0;0;0;;;4127;0;0;0;;817;3735;175;1011;0;806;11;1;;828;;;;7;0;1;220;207;167;7;;0;0;0
PERINAT;2015;650784218;650780174;CPPR;;;;;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;1291;2261;;0;0;1;7;35;6;0;;0;0;0
PERINAT;2015;660000084;660780180;TYPE3;;;44;17;5;6;4;3015;418;553;7;192;10;179;9;;;12975;5714;1443;2320;;1956;10335;395;3400;14;1884;72;5;;2051;12293;13221;526;73;0;1;1241;1394;880;82;2;44;0;0
PERINAT;2015;660780669;660000324;TYPE1;;;48;;;;4;1919;158;0;0;0;0;0;0;;;7757;0;0;0;;1462;6752;328;1878;0;1452;10;17;;1479;;;;19;0;1;256;263;168;2;;7;0;0
PERINAT;2015;660780784;660000407;TYPE1;;;24;;;;3;1639;128;0;0;0;0;0;0;;;6703;0;0;0;;1278;6179;263;1634;0;1266;12;0;;1290;;;;22;0;1;129;105;40;6;;8;1;221
PERINAT;2015;670000025;670780055;;;;;;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;;0;0;;;;;;;1;0;0
PERINAT;2015;670000082;670780147;TYPE1;;;30;;;;6;1695;202;0;0;0;0;0;0;;;6144;0;0;0;;1314;5514;280;1421;33;1310;4;9;;1318;;;;44;0;1;192;203;124;2;;1;0;0
PERINAT;2015;670000157;670780337;TYPE2;;;43;6;4;;5;2209;170;355;5;152;8;0;0;;;9302;2172;624;0;;1484;7480;281;1931;2;1457;27;2;;1515;10322;1886;;16;0;1;296;374;247;12;;9;0;0
PERINAT;2015;670000165;670780345;TYPE2;;;16;4;;;3;1252;144;176;15;0;0;0;0;;;4226;894;0;0;;847;3593;163;996;2;837;10;8;;859;;;;18;0;1;166;168;138;4;;7;0;0
PERINAT;2015;670000215;680000643;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137;1532;80;;;0;;;;;;;0;
PERINAT;2015;670000272;670780543;TYPE1;;;10;;;;2;508;49;0;0;0;0;0;0;;;2060;0;0;0;;369;1597;63;330;0;363;6;3;;375;7696;3288;;23;0;1;48;56;36;0;;0;0;0
PERINAT;2015;670000397;670780691;TYPE1;;;26;;;;3;1453;170;58;3;0;0;0;0;;;5148;195;0;0;;1058;4648;148;872;0;1044;14;7;;1076;17444;4100;23;44;0;1;222;220;205;9;0;5;0;0
PERINAT;2015;670000405;670780709;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;1293;89;;;1;5;19;5;;;0;0;
PERINAT;2015;670780113;670780055;TYPE2;;;50;6;;;9;4222;291;459;16;0;0;0;0;;;16549;2167;0;0;;3335;15099;527;3288;0;3280;55;0;;3318;10397;9038;;237;49;1;853;1044;767;53;14;28;1;908
PERINAT;2015;670780212;670014604;TYPE2;;;38;6;;;6;2028;123;213;18;0;0;0;0;;;8283;609;0;0;;1693;7655;365;2230;49;1679;14;4;;1709;;;;74;1;0;0;0;0;0;;0;0;0
PERINAT;2015;670783273;670780055;TYPE3;;;59;19;18;16;9;4287;366;816;31;540;42;406;33;;;18506;5892;5138;3957;;2864;14892;651;5259;5;2746;118;1;;2917;18492;7585;;135;17;1;845;771;706;45;14;18;0;0
PERINAT;2015;670798636;670014604;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;
PERINAT;2015;680000320;680000643;TYPE2;;;42;6;;;4;2331;174;220;12;0;0;0;0;;;9186;1037;0;0;;1772;8261;411;2405;0;1746;26;9;;1796;;;;21;0;0;0;0;0;0;;0;0;0
PERINAT;2015;680000494;680000643;;;;;;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;1;334
PERINAT;2015;680000544;680000395;TYPE1;;;10;;;;2;533;53;0;0;0;0;0;0;;;1794;0;0;0;;411;1658;82;446;0;411;0;6;;411;;1373;124;33;0;1;96;94;80;4;0;1;0;0
PERINAT;2015;680000601;680020336;TYPE1;;;10;;;;3;676;41;0;0;0;0;0;0;;;2522;0;0;0;;442;2137;93;568;0;439;3;1;;445;3160;4821;;14;0;1;118;94;79;2;;0;0;0
PERINAT;2015;680000627;680020336;TYPE3;EXT;;58;16;9;6;8;4030;314;590;5;171;5;224;24;;;18388;4388;2371;1725;;2855;15808;754;6194;3;2785;70;4;;2944;27734;8248;;50;0;1;979;1097;850;68;7;21;0;0
PERINAT;2015;680000700;680001005;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;14;12;14;0;;0;0;
PERINAT;2015;680001195;680016011;TYPE1;;;20;;;;3;957;54;0;0;0;0;0;0;;;3490;0;0;0;;809;3264;147;745;0;804;5;4;;816;4759;5031;415;26;0;0;0;0;0;0;;0;0;0
PERINAT;2015;680001245;680000973;TYPE2;INT;;46;12;6;;5;2701;259;415;20;123;17;0;0;;;11291;3172;1276;0;;1958;9933;395;2771;0;1900;58;6;;2032;18930;16524;161;27;0;1;540;482;313;47;1;0;0;0
PERINAT;2015;680004546;680020336;TYPE3;;;;;;;;73;6;0;0;0;0;0;0;;;636;0;0;0;;35;493;22;390;0;33;2;0;;37;;;;0;0;0;0;;0;0;;0;0;0
PERINAT;2015;680020088;680020062;TYPE1;EXT;;10;;;;2;482;37;0;0;0;0;0;0;;;1788;0;0;0;;335;1531;78;491;0;333;2;2;;340;;;;10;0;0;0;0;0;0;;5;0;0
PERINAT;2015;690000013;690780036;TYPE1;;;14;;;;3;1296;83;0;0;0;0;0;0;;;4498;0;0;0;;1053;4098;164;932;0;1053;0;11;;1061;1844;5214;88;80;0;1;116;117;69;1;;0;0;0
PERINAT;2015;690000021;690780044;TYPE1;;;23;;;;4;1650;148;0;0;0;0;0;0;;;6251;0;0;0;;1236;5444;263;1433;3;1225;11;17;;1251;4283;3256;242;13;0;1;150;221;95;7;;1;0;0
PERINAT;2015;690000575;690782222;TYPE2;;;26;18;9;;4;2486;136;304;10;212;11;0;0;;;10689;2906;2310;0;;1845;9015;383;2996;13;1808;37;13;;1913;;;;37;0;1;350;288;257;13;;0;0;0
PERINAT;2015;690000625;690782271;CPPR;;;;;;;;7;6;0;0;0;0;0;0;;;1;0;0;0;;0;0;0;0;0;0;0;0;;0;3516;3601;;0;0;1;93;73;58;0;0;0;0;0
PERINAT;2015;690007539;690781810;TYPE3;;;93;32;18;14;8;6558;791;463;6;480;19;499;27;;;30399;6274;6527;4804;;4266;24312;934;7876;27;4042;224;93;;4548;23028;40791;;120;2;1;1237;1254;677;148;;90;1;1436
PERINAT;2015;690022959;690000732;TYPE2;;;78;15;;;8;5222;319;421;29;0;0;0;0;;;24067;4626;0;0;;4167;21209;1158;7894;17;4101;66;26;;4233;;;;17;1;1;432;511;146;10;;27;1;622
PERINAT;2015;690780150;690000104;CPPR;;;;;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;2899;1708;76;0;0;0;0;;0;0;;0;0;0
PERINAT;2015;690780358;690000195;TYPE2;;;70;9;;;10;3537;257;282;19;0;0;0;0;;;14010;2478;0;0;;2979;12258;527;3339;25;2917;62;127;;3056;;;;54;0;0;0;0;0;0;;7;1;820
PERINAT;2015;690780390;690000229;TYPE1;;;18;;;;3;696;52;0;0;0;0;0;0;;;2815;0;0;0;;497;2238;123;795;0;496;1;2;;503;;;;4;0;0;0;0;0;0;;1;0;0
PERINAT;2015;690780416;690031190;TYPE1;;;30;;;;5;2162;125;0;0;0;0;0;0;;;8478;0;0;0;;1747;7459;423;2536;1;1733;14;20;;1764;;;;61;0;1;122;151;38;7;;0;0;0
PERINAT;2015;690782834;690000724;TYPE1;;;20;;;;4;1172;103;0;0;0;0;0;0;;;4207;0;0;0;;947;3809;143;758;1;942;5;9;;955;;;;14;0;0;0;0;0;0;;1;1;414
PERINAT;2015;690783154;690781810;;;;0;0;0;0;;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1492;1675;496;53;9;0;0;0
PERINAT;2015;690784137;690781810;TYPE2;;;43;12;9;0;5;3273;519;227;2;276;6;0;0;;;13014;4290;2686;0;;2180;10671;490;3273;32;2137;43;5;;2279;8215;11865;;18;1;1;520;400;128;100;1;28;0;0
PERINAT;2015;690784152;690781810;TYPE3;EXT;;76;33;18;15;7;5196;591;463;6;366;8;380;9;;;23952;5664;6661;5268;;3920;20118;802;6462;40;3772;148;12;;4122;8867;21871;;67;3;1;1001;983;410;100;22;70;0;0
PERINAT;2015;690805361;690805353;TYPE1;;;26;;;;4;2197;253;0;0;0;0;0;0;;;6845;0;0;0;;1785;6470;259;1185;1;1771;14;8;;1799;7230;2952;92;45;0;0;0;0;0;0;;4;0;0
PERINAT;2015;690807367;690003447;TYPE1;;;20;;;;3;1175;72;0;0;0;0;0;0;;;4519;0;0;0;;919;3949;207;1213;0;913;6;8;;925;;;;15;0;0;0;0;0;0;;1;0;0
PERINAT;2015;690807599;690006598;TYPE1;;;22;0;0;0;4;1529;75;0;0;0;0;0;0;;;5812;0;0;0;;1225;5148;257;1481;2;1219;6;13;;1234;7478;5996;155;88;0;1;120;125;57;12;0;0;0;0
PERINAT;2015;700000029;700004591;TYPE2;;;25;6;;;4;1740;115;178;6;0;0;0;0;;;7169;1794;0;0;;1142;5932;189;1382;0;1128;14;5;;1161;;25986;;5;0;1;134;137;27;24;3;5;0;0
PERINAT;2015;700780059;700004591;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9;5;9;0;;0;0;
PERINAT;2015;700780208;700004591;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;11;6;0;;0;0;
PERINAT;2015;710010067;710780644;TYPE1;;;15;;;;2;833;62;0;0;0;0;0;0;;;2970;0;0;0;;630;2669;122;695;0;624;6;6;;636;;;;16;0;1;128;158;99;4;;8;0;0
PERINAT;2015;710010786;710781451;TYPE1;;;10;0;0;0;3;411;46;0;0;0;0;0;0;;;1430;0;0;0;;298;1313;72;394;0;295;3;7;;303;3344;1888;10;10;0;1;71;77;40;2;0;0;0;0
PERINAT;2015;710978263;710780958;TYPE2;;;42;7;7;;1;2590;198;300;10;223;18;0;0;;;10885;2048;2807;0;;1921;9154;349;2329;14;1883;38;9;;1963;8885;11373;373;13;27;1;390;413;153;11;0;9;0;0
PERINAT;2015;710978289;710780263;TYPE2;;;38;7;3;;4;2077;141;238;64;111;9;0;0;;;8646;1588;1192;0;;1569;7526;210;1522;6;1542;27;7;;1599;9321;5106;;21;0;1;344;422;174;20;;12;0;0
PERINAT;2015;710978313;710976705;CPPR;;;;;;;;9;7;0;0;0;0;0;0;;;2;0;0;0;;0;0;0;0;0;0;0;0;;0;;;;0;0;1;95;91;71;7;;0;0;0
PERINAT;2015;710978347;710781204;TYPE1;;;20;;;;3;1126;84;0;0;0;0;0;0;;;4028;0;0;0;;815;3476;153;938;1;804;11;12;;829;9331;5791;128;49;0;1;86;83;32;6;0;0;0;0
PERINAT;2015;720000033;720000025;TYPE3;;;82;16;6;8;9;5093;587;527;21;198;6;211;19;;;21240;4477;1785;2106;;3756;18640;604;4403;24;3682;74;2;;3878;4246;10931;297;72;0;1;973;1002;417;109;1;23;0;0
PERINAT;2015;720000231;720000637;TYPE2;;;41;9;3;;11;2258;186;383;9;144;3;0;0;;;8966;2668;914;0;;1704;7815;387;2241;1;1676;28;5;;1737;;;;10;0;1;135;90;69;4;;18;1;352
PERINAT;2015;720016179;720016724;TYPE1;;;22;;;;3;847;120;0;0;0;0;0;0;;;3101;0;0;0;;554;2635;107;697;0;546;8;4;;569;3384;3770;111;6;0;1;64;108;35;1;;1;0;0
PERINAT;2015;730000031;730000015;TYPE3;;;68;12;6;10;7;4237;328;468;10;233;13;271;8;;;19191;4332;1769;3380;;3200;16043;703;5507;19;3131;69;4;;3320;;;;89;0;1;395;430;130;45;;23;0;0
PERINAT;2015;730000080;730780103;TYPE1;;;16;;;;2;360;43;0;0;0;0;0;0;;;1324;0;0;0;;278;1246;53;302;0;278;0;3;;280;2808;789;58;3;0;1;96;87;75;2;0;0;0;0
PERINAT;2015;730000098;730000015;CPPR;;;;;;;;2;1;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;917;4084;188;0;0;1;87;80;44;2;;0;0;0
PERINAT;2015;730000247;730780525;TYPE1;;;12;;;;2;348;52;0;0;0;0;0;0;;;1209;0;0;0;;245;1112;49;288;0;245;0;5;;247;3747;1420;5;2;0;1;104;112;82;0;2;2;0;0
PERINAT;2015;730000262;730002839;TYPE2;;;26;6;;;3;1407;194;551;22;0;0;0;0;;;5334;3092;0;0;;989;4746;217;1366;3;972;17;10;;1010;3232;35614;;19;0;1;253;271;176;9;2;4;0;0
PERINAT;2015;740000237;740781133;TYPE2;;;40;12;6;;5;3382;119;448;23;156;18;0;0;;;15467;5274;1247;0;;2765;14015;536;3602;15;2691;74;15;;2847;5863;7052;;67;0;1;653;707;203;71;8;23;0;0
PERINAT;2015;740000302;740781133;TYPE1;;;20;;;;4;1150;100;0;0;0;0;0;0;;;4179;0;0;0;;900;3853;134;782;1;899;1;7;;901;1401;8200;;47;0;1;350;320;253;14;0;1;0;0
PERINAT;2015;740000328;740790381;TYPE2;;;29;6;;;4;2009;189;229;11;0;0;0;0;;;7256;1988;0;0;;1502;6458;275;1625;0;1482;20;6;;1522;9713;11508;83;88;0;1;416;444;327;11;2;29;0;0
PERINAT;2015;740014345;740000617;TYPE1;;;27;0;0;0;7;1702;195;0;0;0;0;0;0;;;6227;0;0;0;;1291;5687;336;1815;0;1273;18;6;;1315;;;;35;0;1;168;174;107;8;2;1;0;0
PERINAT;2015;740780424;740000120;TYPE1;;;22;;;;4;1585;141;0;0;0;0;0;0;;;5656;0;0;0;;1356;5428;240;1195;0;1346;10;15;;1373;;;;64;0;1;20;18;0;2;;11;0;0
PERINAT;2015;740781141;740790258;TYPE2;;;35;12;;;7;2523;195;414;30;0;0;0;0;;;10635;3515;0;0;;1999;9511;310;2072;3;1956;43;17;;2049;6185;43149;1890;30;0;1;372;405;202;42;;11;1;473
PERINAT;2015;740781166;740001839;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;446;386;;;;0;;;;;;;0;
PERINAT;2015;740781224;740001839;TYPE2;;;26;6;;;4;1679;202;208;28;0;0;0;0;;;6802;1419;0;0;;1237;5907;212;1462;4;1218;19;11;;1265;7553;5935;120;40;0;1;284;302;220;15;;4;0;0
PERINAT;2015;750000523;750150120;TYPE2;;;42;21;6;;6;4208;505;530;63;237;21;0;0;;;14991;5011;2166;0;;3366;14095;607;3207;3;3311;55;22;;3431;;;;108;71;0;0;0;0;0;;2;0;0
PERINAT;2015;750100042;750712184;TYPE2;;;42;9;;;5;3383;157;510;14;0;0;0;0;;;14505;2923;0;0;;2535;12286;541;3624;4;2508;27;2;;2586;21479;12213;57;99;0;1;1108;1151;768;43;15;7;0;0
PERINAT;2015;750100075;750712184;;;;;;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;2622;;;0;0;1;612;618;175;90;5;0;0;0
PERINAT;2015;750100109;750712184;TYPE3;;;63;26;15;8;7;5407;470;951;42;384;29;370;3;;;22955;8429;4736;2868;;3905;19711;936;6839;27;3712;193;15;;4155;11461;16602;180;195;8;1;471;447;134;65;40;115;0;126
PERINAT;2015;750100125;750712184;TYPE2;;;34;9;;;5;3385;636;386;23;0;0;0;0;;;11720;2797;0;0;;2268;10491;574;3465;2;2246;22;28;;2313;7636;12394;1229;155;0;1;1000;1115;324;123;10;17;0;0
PERINAT;2015;750100166;750712184;TYPE3;INT;;100;21;21;21;13;8398;1470;783;54;492;59;577;42;;;33079;4979;5569;8469;;5016;26906;1190;8874;17;4779;237;6;;5384;24893;20157;;188;0;1;2075;2131;911;264;;101;1;1041
PERINAT;2015;750100208;750712184;TYPE3;EXT;;45;20;24;16;6;4029;233;770;32;633;14;543;18;;;15327;6152;8327;5464;;3136;13729;1051;5866;2;2905;231;4;;3425;16436;19858;659;220;0;0;0;0;0;0;;141;0;0
