BOR;AN;nofinesset;nofinessej;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2018;290019777;290022508;TYPE2;;;44;6;;;9;2466;199;251;5;0;0;0;0;1724;0;9486;1360;0;0;6277;1951;8710;371;2194;0;1923;28;4;;1979;;;;25;2;1;267;245;208;9;9;26;0;0
PERINAT;2018;2A0000022;2A0000014;TYPE2;;;19;3;3;;3;1364;181;162;10;42;6;0;0;859;0;4833;1034;162;0;3100;971;4392;181;1107;4;952;19;3;;1001;12825;354;3306;20;0;1;375;353;265;14;9;6;0;0
PERINAT;2018;2A0000154;2A0000204;TYPE1;;;8;;;;2;373;61;0;0;0;0;0;0;236;11;1132;0;0;0;862;234;993;59;319;0;233;1;10;;236;;;;3;0;1;59;22;41;0;;1;0;0
PERINAT;2018;2B0000012;2B0000020;TYPE2;;;24;0;7;0;3;1319;97;0;0;143;8;0;0;861;0;5308;0;865;0;3422;971;4812;180;1245;8;955;16;3;;997;;;;11;0;1;469;513;395;6;;14;0;0
PERINAT;2018;2B0000145;2B0000053;TYPE1;;;16;;;;2;759;72;0;0;0;0;0;0;595;2;2955;0;0;0;2330;595;2747;184;942;0;591;4;2;;596;;;;5;0;1;176;182;148;6;;10;0;0
PERINAT;2018;300000023;300780046;TYPE2;;;30;6;0;0;3;1779;181;195;12;0;0;0;0;1077;4;6531;1418;0;0;3952;1167;5250;276;1534;0;1156;11;9;;1190;9251;3321;29;9;0;1;459;473;289;19;0;0;0;0
PERINAT;2018;300000031;300780053;TYPE2;;;21;6;;;3;1103;131;251;13;0;0;0;0;569;0;4174;1076;0;0;2094;746;3607;102;697;0;738;8;6;;756;5090;3377;;14;0;1;195;183;98;13;;1;0;0
PERINAT;2018;300780137;920028396;;;;0;;;;;25;21;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;37;30;0;1;;0;0;0
PERINAT;2018;300781465;300000726;TYPE2;;;23;6;0;0;3;1216;106;174;13;0;0;0;0;893;4;4606;993;0;0;3264;966;4203;224;1192;8;952;14;9;;989;;;;15;0;1;134;139;107;1;;1;0;0
PERINAT;2018;300782117;300780038;TYPE3;;;38;15;9;6;5;3705;726;388;2;48;1;300;4;2005;6;15455;5352;456;3939;7309;2289;12271;530;4322;17;2202;87;8;;2402;10469;9310;191;42;0;1;551;539;218;80;2;115;1;345
PERINAT;2018;300788502;300017985;TYPE1;;;33;;;;4;1683;161;0;0;0;0;0;0;1384;2;5970;0;0;0;5018;1395;5735;307;1610;4;1389;6;0;;1401;;;;30;0;1;263;269;211;1;;7;0;0
PERINAT;2018;310009279;310780671;TYPE1;;;14;;;;2;740;73;0;0;0;0;0;0;454;7;2859;0;0;0;1962;459;2206;83;562;1;458;1;4;;460;6019;5040;;8;0;1;66;62;27;4;4;2;0;0
PERINAT;2018;310016977;310781406;TYPE3;EXT;;109;22;21;14;9;8015;1224;757;25;662;41;461;13;4373;22;35153;6139;6367;5601;16599;5043;27925;1078;9190;142;4863;180;16;45;5309;8551;8203;821;126;0;1;820;695;289;142;;164;1;686
PERINAT;2018;310026083;310026075;TYPE2;;;47;9;;;12;4267;301;411;22;0;0;0;0;3335;46;16197;2229;0;0;10985;3631;14909;517;3320;9;3596;35;16;;3674;;;;211;0;1;318;415;207;9;28;19;0;0
PERINAT;2018;310026927;310026794;TYPE1;;;22;;;;10;331;26;0;0;0;0;0;0;240;2;1123;0;0;0;847;276;1071;63;317;0;273;3;0;;279;;;;28;0;1;32;;17;0;;2;1;131
PERINAT;2018;310780101;310026794;TYPE1;;;24;;;;5;692;88;0;0;0;0;0;0;508;5;2320;0;0;0;1882;500;2064;132;697;0;494;6;3;;509;;;;38;0;1;125;215;75;6;;2;1;592
PERINAT;2018;310780283;310000112;TYPE2;;;21;6;0;0;4;1219;84;175;2;0;0;0;0;921;6;4781;1442;0;0;3122;983;4106;181;1016;6;976;7;8;;990;;;;18;0;1;17;21;12;0;;3;0;0
PERINAT;2018;310780309;310026794;;;;1;;;;;12;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;35;39;25;0;;0;0;0
PERINAT;2018;310780382;310000179;TYPE2;;;38;9;6;;;3474;176;453;13;203;2;0;0;2555;14;14744;3347;1023;0;9114;2851;13021;540;3480;29;2816;35;14;;2897;;;;28;0;1;330;433;215;2;;3;0;0
PERINAT;2018;310781067;310788898;TYPE1;;;39;0;0;0;5;2847;171;0;0;0;0;0;0;2453;22;10960;0;0;0;9225;2449;10502;341;1884;1;2437;12;20;;2461;15635;6632;;121;0;1;1169;1136;498;113;;4;0;0
PERINAT;2018;310781505;310000492;TYPE1;;;20;;;;3;780;46;0;0;0;0;0;0;590;9;3143;0;0;0;2427;593;2869;141;867;0;590;3;2;;596;;;;3;0;1;105;134;86;2;;5;0;0
PERINAT;2018;320000086;320780117;TYPE2;;;20;4;;;5;1151;109;91;11;0;0;0;0;817;4;4516;783;0;0;3076;867;4021;166;1129;1;860;7;9;;876;8647;5417;88;22;0;1;226;232;157;12;5;2;0;0
PERINAT;2018;320780067;320000052;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;34;35;27;1;;2;0;0
PERINAT;2018;330000340;330780552;TYPE1;INT;;40;;;;6;2956;238;0;0;0;0;0;0;2437;15;11012;0;0;0;9228;2446;10414;402;2289;0;2437;9;15;;2462;;;;68;1;1;338;324;25;38;;47;0;0
PERINAT;2018;330000555;330781204;TYPE1;;;22;;;;3;1256;127;0;0;0;0;0;0;987;14;4348;0;0;0;3649;972;4048;214;1112;0;960;12;11;;989;4302;2736;;43;0;1;296;345;160;20;;39;0;0
PERINAT;2018;330000571;330781220;TYPE1;;;15;;;;2;605;119;0;0;0;0;0;0;380;9;1685;0;0;0;1316;373;1488;74;378;0;371;2;7;;379;6886;2614;258;26;0;1;142;149;81;8;;6;0;0
PERINAT;2018;330000589;330027509;TYPE1;;;18;;;;4;1171;136;0;0;0;0;0;0;717;6;3813;0;0;0;2690;704;3144;124;725;0;699;5;6;;719;2461;5254;174;17;24;1;240;239;153;31;2;0;0;0
PERINAT;2018;330000597;330027509;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;516;32;0;0;1;17;8;17;0;1;0;0;0
PERINAT;2018;330000605;330781253;TYPE2;;;30;9;3;;5;2015;154;173;16;211;9;0;0;1419;0;7689;862;2285;0;5072;1553;6888;364;2190;12;1521;32;3;;1591;17230;6000;304;85;0;1;418;381;169;40;4;7;0;0
PERINAT;2018;330780263;330000134;TYPE1;;;30;;;;6;2070;248;0;0;0;0;0;0;1530;8;7299;0;0;0;5827;1530;6654;279;1548;0;1530;0;1;;1533;;;;48;0;0;0;42;0;0;;10;0;0
PERINAT;2018;330780479;330000274;TYPE2;;;46;6;;;7;3532;322;320;11;0;0;0;0;2589;1;13267;1977;0;0;8764;2840;12285;584;3393;35;2808;32;9;;2885;;;;85;0;1;66;86;59;0;;28;0;0
PERINAT;2018;330780495;330796392;TYPE1;;;12;0;0;0;2;362;36;0;0;0;0;0;0;251;4;1269;0;0;0;960;250;1072;48;307;0;248;2;4;;253;7520;670;;11;0;1;99;131;55;5;;0;0;0
PERINAT;2018;330780503;330000308;;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;2;0;0;;0;0;0
PERINAT;2018;330780537;330000324;TYPE1;;;13;;;;2;528;78;0;0;0;0;0;0;337;0;1753;0;0;0;1359;342;1565;66;416;0;342;0;2;0;344;39;823;0;7;0;1;97;98;13;8;0;15;0;0
PERINAT;2018;330781360;330781196;TYPE3;;;72;58;37;18;13;9183;2033;794;21;708;48;842;214;4592;1;35172;4783;11017;6015;17783;5571;30514;1139;9117;51;5357;214;37;37;5837;;9683;;259;0;1;1652;1651;748;290;51;166;1;708
PERINAT;2018;330782582;330000928;TYPE1;;;25;;;;4;1528;245;0;0;0;0;0;0;1069;5;4856;0;0;0;3868;1057;4355;212;1099;4;1042;15;5;;1075;;;;41;0;1;174;125;0;19;;16;1;767
PERINAT;2018;340000033;340780055;TYPE2;;;26;6;;;3;1813;152;435;44;0;0;0;0;1101;1;6743;3163;0;0;3742;1279;5722;200;1387;4;1245;34;5;;1324;;7465;;34;0;1;719;711;439;35;4;18;0;0
PERINAT;2018;340000223;340011295;TYPE2;;;19;6;;;3;909;81;187;14;0;0;0;0;509;0;3130;844;0;0;1840;598;2544;113;590;0;589;9;3;;618;;;;10;0;1;364;336;273;3;;15;0;0
PERINAT;2018;340009885;340009877;TYPE1;;;32;;;;4;1944;229;0;0;0;0;0;0;1427;17;6392;0;0;0;4850;1415;5565;300;1577;0;1402;13;15;;1431;;;;25;0;1;102;113;54;2;11;27;0;0
PERINAT;2018;340022979;340000306;TYPE2;;;71;6;;;10;4325;401;460;35;0;0;0;0;3142;0;17420;2736;0;0;11637;3503;16252;695;4084;3;3453;50;12;;3558;;;;29;0;1;670;744;402;14;;4;1;894
PERINAT;2018;340780675;340000298;TYPE2;;;58;6;0;0;11;2322;210;280;9;0;0;0;0;1648;0;9276;1276;0;0;6148;1888;8629;388;2350;9;1874;14;7;;1916;;;;42;0;1;630;599;396;13;;7;0;0
PERINAT;2018;340780717;340023225;TYPE1;;;10;;;;2;410;72;0;0;0;0;0;0;287;3;1219;0;0;0;1050;282;1119;50;264;0;280;2;0;;287;;;;22;0;1;86;114;79;2;;1;0;0
PERINAT;2018;340780741;340000348;TYPE1;;;25;0;0;0;2;747;105;0;0;0;0;0;0;476;5;2345;0;0;0;1731;474;1949;91;505;0;469;5;4;0;479;;;;17;0;1;237;225;156;28;2;0;0;0
PERINAT;2018;340796663;340780477;TYPE3;;;74;20;18;14;10;4996;615;648;5;582;24;432;25;3049;6;23915;7237;6463;4991;11625;3712;20943;825;7245;16;3584;128;5;;3907;;;;106;0;1;1044;1109;624;54;;105;1;708
PERINAT;2018;350000121;350000303;TYPE2;;;48;9;;;5;2509;147;527;89;0;0;0;0;1534;10;10477;2389;0;0;5692;2000;9497;319;1876;3;1979;21;17;;2031;;;;54;0;1;37;32;0;3;;13;0;0
PERINAT;2018;350000139;350001137;TYPE2;;;57;9;;;8;4187;285;522;7;0;0;0;0;3099;30;17746;3302;0;0;11594;3537;16663;553;3586;0;3480;57;12;;3611;11033;21177;948;220;0;0;0;1;0;0;;60;1;941
PERINAT;2018;350000147;350000022;TYPE2;;;21;6;0;0;4;1606;138;173;19;0;0;0;0;1166;8;6795;1171;0;0;4575;1228;5980;268;1668;1;1210;18;15;;1248;7470;5325;225;21;2;1;357;333;266;6;;1;0;0
PERINAT;2018;350000154;350000030;TYPE2;;;14;4;0;0;4;1019;93;163;9;0;0;0;0;642;8;3773;836;0;0;2454;762;3320;120;655;0;758;4;8;;767;7957;5486;209;9;0;1;28;47;20;1;;1;0;0
PERINAT;2018;350000162;350000048;TYPE1;;;12;;;;3;677;84;0;0;0;0;0;0;460;6;2544;0;0;0;1821;510;2366;71;447;0;509;1;3;;515;7590;4091;66;24;1;1;142;108;118;2;;9;0;0
PERINAT;2018;350000188;350000055;TYPE2;;;17;4;;;2;972;105;207;9;0;0;0;0;540;1;3828;1253;0;0;2193;697;3446;148;934;0;685;12;7;0;712;9264;2963;149;4;0;1;81;62;58;1;;3;0;0
PERINAT;2018;350007084;350005179;TYPE3;EXT;;73;18;21;12;15;5223;383;492;13;397;16;223;9;3156;3;23582;5846;7016;3527;13355;3649;19985;682;5417;0;3551;98;3;;3779;10199;15777;470;158;4;1;1863;1761;789;96;45;28;1;495
PERINAT;2018;360000038;360000046;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;973;1791;50;0;0;1;28;23;28;0;;0;0;0
PERINAT;2018;360000137;360000053;TYPE2;INT;;38;6;0;0;5;1762;99;249;30;0;0;0;0;1110;0;7395;1478;0;0;4363;1302;6356;238;1612;2;1286;16;18;56;1315;6956;5797;440;12;0;1;327;337;270;24;0;22;0;0
PERINAT;2018;360000160;360000053;TYPE1;;;13;;;;1;188;25;0;0;0;0;0;0;135;2;696;0;0;0;542;135;632;16;111;0;135;0;2;;135;;1396;30;2;0;1;39;44;34;1;;4;0;0
PERINAT;2018;370000499;370000481;TYPE3;;;;;;;;0;0;18;0;22;0;30;2;0;0;0;191;283;424;0;0;0;0;0;0;0;0;0;;3;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2018;370000531;370000606;TYPE1;;;12;0;0;0;3;688;54;0;0;0;0;0;0;561;9;2539;0;0;0;2127;550;2363;59;338;0;550;0;9;9;556;4447;1654;86;11;0;1;68;61;43;1;0;0;0;0
PERINAT;2018;370000861;370000481;TYPE3;EXT;;67;18;9;16;7;4657;374;500;12;248;12;345;19;2920;106;21854;5147;2648;4055;10406;3463;18361;748;6204;13;3379;84;99;;3547;6917;22950;193;95;3;1;1129;996;336;88;8;43;1;602
PERINAT;2018;370000879;370000564;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2141;2564;834;0;0;1;60;48;36;4;;0;0;0
PERINAT;2018;370000903;370000614;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;38;20;30;0;0;0;0;0
PERINAT;2018;370007569;370007528;TYPE2;;;55;6;;;6;2995;230;532;6;0;0;0;0;1806;26;12605;3094;0;0;6919;2310;10784;434;2714;1;2279;31;29;;2341;;;;18;0;0;0;0;0;0;;25;1;254
PERINAT;2018;380000026;380780031;CPPR;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;828;1186;9;;;0;;;;;;;0;
PERINAT;2018;380000034;380780049;TYPE1;;;31;0;;;1;1743;136;0;0;0;0;0;0;1346;57;6700;0;0;0;4786;1317;5903;276;1603;2;1308;9;40;;1356;;;;58;0;1;179;241;40;27;;6;0;0
PERINAT;2018;380000042;380780056;CPPR;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;117;;0;0;0;0;;0;0;;0;0;0
PERINAT;2018;380000067;380780080;TYPE3;;;61;14;12;12;6;3953;285;400;19;384;20;301;11;2362;6;17927;3309;4854;3864;9177;2740;14033;647;4626;36;2666;74;0;;2824;5771;13477;11;125;2;1;1429;1336;414;85;23;33;1;547
PERINAT;2018;380000091;380780171;CPPR;;;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;0;0;354;3161;136;;;1;2;;2;0;;0;0;
PERINAT;2018;380000174;380781435;TYPE2;;;28;9;;;4;2085;147;188;26;0;0;0;0;1416;4;8035;1322;0;0;4832;1539;6832;276;1684;5;1519;20;15;;1565;7945;14029;433;22;0;1;309;343;138;29;1;2;0;0
PERINAT;2018;380000406;380784751;TYPE2;;;23;6;;;4;1563;210;111;5;0;0;0;0;1086;2;5914;1390;0;0;4272;1142;5278;241;1520;1;1132;10;4;;1157;;;;48;0;1;331;274;188;19;;14;0;0
PERINAT;2018;380012658;380012609;TYPE1;;;29;;;;6;2100;187;0;0;0;0;0;0;1673;25;8097;0;0;0;6616;1669;7371;250;1353;3;1658;11;7;;1692;;;;78;0;1;158;125;132;0;;17;0;0
PERINAT;2018;380020123;380021139;CPPR;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2018;380780197;380798173;TYPE2;;;33;6;;;4;1523;101;120;4;0;0;0;0;1225;13;6451;1766;0;0;4946;1234;5729;276;1646;0;1216;18;13;;1259;;;;10;0;0;0;0;0;0;;0;0;0
PERINAT;2018;380780288;380019224;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;11;19;0;0;;0;0;0
PERINAT;2018;380785956;380795211;TYPE1;;;31;;;;8;1333;92;0;0;0;0;0;0;1020;11;4948;0;0;0;3925;1022;4440;235;1250;0;1015;7;11;;1031;;;;12;0;1;27;45;0;2;;5;0;0
PERINAT;2018;380786442;380798025;TYPE2;;;40;6;;;5;2422;204;168;11;0;0;0;0;1845;6;11472;1338;0;0;8046;1949;10196;375;2550;13;1916;33;10;0;1994;;;;31;0;1;10;16;0;1;;31;1;548
PERINAT;2018;390000040;390780146;TYPE2;;;16;6;6;0;5;1332;99;123;4;50;12;0;0;918;6;4954;1408;180;0;3126;1013;4304;136;848;2;994;19;4;0;1037;8502;6353;485;90;0;1;267;316;196;11;3;0;0;0
PERINAT;2018;390000065;390780161;CPPR;;;0;0;0;0;0;87;7;0;0;0;0;0;0;65;1;303;0;0;0;253;65;280;8;45;0;65;0;1;;65;3071;2292;40;0;0;1;37;;37;1;0;0;0;0
PERINAT;2018;390000222;390780609;TYPE2;;;19;6;;;3;1094;114;199;12;0;0;0;0;713;1;4010;1229;0;0;2579;853;3766;114;689;2;842;11;3;;864;;;;18;0;1;195;219;135;21;;0;0;0
PERINAT;2018;400000105;400780193;TYPE2;;;21;4;0;0;3;1305;120;147;21;0;0;0;0;914;1;5235;1065;0;0;3636;995;4796;198;1281;4;977;18;4;0;1018;10157;5739;31;22;0;1;312;305;113;12;0;5;0;0
PERINAT;2018;400000139;400011177;TYPE2;EXT;;18;6;3;;4;1703;254;381;9;85;4;0;0;932;1;6384;1954;1051;0;3368;1239;5727;210;1349;5;1210;29;1;0;1285;10337;8706;345;40;0;1;358;337;237;29;2;11;0;0
PERINAT;2018;400782769;400014213;CPPR;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2018;410000020;410000087;TYPE2;;;25;12;3;;4;1853;120;176;7;56;8;0;0;1276;4;7466;2528;296;0;4923;1382;6410;223;1405;9;1356;26;10;;1412;;;;12;0;1;609;548;396;39;;7;0;0
PERINAT;2018;410000046;410000103;TYPE1;;;13;0;0;0;2;566;67;0;0;0;0;0;0;402;2;2043;0;0;0;1659;397;1806;73;427;0;393;4;1;;405;6571;3046;66;5;0;1;53;57;46;0;1;0;0;0
PERINAT;2018;410000202;410000319;TYPE1;;;20;;;;5;870;66;0;0;0;0;0;0;690;9;3217;0;0;0;2669;692;2904;118;553;0;692;0;9;;692;;;;1;0;0;0;0;0;0;;0;0;0
PERINAT;2018;410004998;410000871;TYPE1;;;19;;;;3;678;38;0;0;0;0;0;0;559;8;2396;0;0;0;2012;554;2262;106;557;0;551;3;8;;562;;;;12;0;1;42;35;41;0;;2;0;0
PERINAT;2018;420000010;420780033;TYPE2;;;31;6;3;;5;2128;123;80;4;100;7;0;0;1599;2;8972;717;1688;0;6482;1675;7944;362;2268;1;1642;33;9;;1716;6335;10874;;19;1;1;292;293;192;21;;1;1;102
PERINAT;2018;420000226;420013831;TYPE1;;;15;;;;4;1131;152;0;0;0;0;0;0;0;0;3588;0;0;0;0;837;3262;185;881;0;829;8;16;;853;;;;50;0;1;147;157;110;4;;1;0;0
PERINAT;2018;420000234;420780652;TYPE1;;;25;;;;4;1434;83;0;0;0;0;0;0;1175;28;5365;0;0;0;4210;1170;4876;206;1123;0;1166;4;28;;1177;6310;5044;218;22;0;1;217;215;120;11;;4;0;0
PERINAT;2018;420000267;420013831;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;0;0;0;0;;0;0;0
PERINAT;2018;420011413;420011405;TYPE2;;;44;16;;;5;2311;206;370;15;0;0;0;0;1424;5;8799;3357;0;0;4948;1696;7424;409;2359;12;1661;35;19;;1731;;;;43;0;1;76;63;1;9;;2;0;0
PERINAT;2018;420780637;420002495;TYPE1;;;19;0;0;0;3;880;76;0;0;0;0;0;0;637;7;3069;0;0;0;2255;636;2571;92;472;0;633;3;7;0;639;5721;6190;0;13;0;1;96;120;55;0;;11;0;0
PERINAT;2018;420782310;420000853;;;;0;;;;;19;13;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;13;29;3;2;;0;0;0
PERINAT;2018;420785354;420784878;TYPE3;;;60;22;9;10;11;4588;753;764;3;92;0;347;15;2387;8;16415;7117;806;6330;8464;3065;13963;595;3967;39;2969;96;11;14;3181;5002;4819;850;84;1;1;747;723;417;58;1;68;1;514
PERINAT;2018;430000117;430000018;TYPE2;;;21;6;;;3;1550;129;178;5;0;0;0;0;967;4;5768;1440;0;0;3490;1094;4864;277;1517;0;1076;18;7;0;1118;6358;4002;60;12;0;1;258;252;180;13;;1;0;0
PERINAT;2018;430000190;430000034;CPPR;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;404;1652;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2018;440000016;440000057;TYPE2;EXT;;41;8;4;0;7;3378;506;287;32;240;31;0;0;2246;1;12127;2805;687;0;7933;2431;10934;431;2687;2;2388;43;11;;2485;16890;9104;134;126;0;1;717;621;453;57;;2;0;0
PERINAT;2018;440000271;440000289;TYPE3;EXT;;72;18;21;18;11;5444;397;520;38;696;52;409;15;3316;17;25868;4535;8702;6078;12590;3984;21765;839;7138;19;3835;149;14;;4225;10017;7387;;264;1;1;1674;1730;590;132;;91;1;1069
PERINAT;2018;440000396;440053643;TYPE1;;;15;;;;2;760;44;0;0;0;0;0;0;613;3;2952;0;0;0;2424;603;2687;70;404;0;603;0;3;;603;5729;5998;222;7;0;1;175;104;136;4;;5;0;0
PERINAT;2018;440000412;440000941;TYPE1;;;33;;;;5;1809;171;0;0;0;0;0;0;1505;13;7173;0;0;0;6065;1490;6761;241;1354;13;1475;15;12;;1514;;;;28;0;1;128;131;98;3;;22;1;149
PERINAT;2018;440000503;440000313;TYPE2;;;15;4;;;4;863;87;111;12;0;0;0;0;497;0;3181;592;0;0;2022;569;2733;113;666;0;565;4;8;;575;9849;7174;;15;0;1;123;98;63;3;;7;0;0
PERINAT;2018;440029338;440053411;TYPE2;;;50;6;;;9;3814;306;359;53;0;0;0;0;3028;8;14786;1693;0;0;11287;3290;14283;482;2885;3;3250;40;36;;3368;;;;240;0;1;756;788;189;36;;2;1;320
PERINAT;2018;440033819;440006344;TYPE2;;;93;6;;;12;5509;475;488;33;0;0;0;0;3825;2;21530;3091;0;0;15052;4204;19421;748;4561;8;4151;53;27;;4264;;;;51;0;0;0;0;0;0;;41;1;661
PERINAT;2018;450000047;450000096;TYPE1;;;20;;;;2;1078;91;0;0;0;0;0;0;802;19;3978;0;0;0;3142;791;3521;181;1035;0;783;8;18;;793;4888;4919;54;12;0;1;156;158;100;0;0;0;0;0
PERINAT;2018;450000062;450000104;TYPE2;;;25;7;3;0;3;1861;107;183;10;50;6;0;0;1158;0;6441;1531;523;0;3840;1300;5502;273;1623;2;1280;20;8;0;1322;1055;6474;1442;58;10;1;320;306;311;13;0;12;0;0
PERINAT;2018;450000070;450000112;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1220;4493;69;0;0;1;75;64;75;0;;0;0;0
PERINAT;2018;450002613;450000088;TYPE3;EXT;;99;19;9;14;8;6633;718;736;17;413;10;256;8;4197;0;28831;6268;3199;4042;15458;4849;24932;770;5977;40;4748;101;0;;5002;25115;21835;11909;125;390;1;1193;1114;785;86;5;19;1;344
PERINAT;2018;450010079;450000195;TYPE2;;;30;6;0;0;4;815;115;159;4;0;0;0;0;448;0;3072;632;0;0;1895;592;2853;169;962;0;584;8;1;;604;;;;4;0;0;0;0;0;0;;5;1;82
PERINAT;2018;460000045;460780083;CPPR;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2076;1932;79;0;0;1;30;46;29;0;;0;0;0
PERINAT;2018;460000052;460780091;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1817;54;;;0;;;;;;;0;
PERINAT;2018;460000102;460780208;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;729;599;25;0;0;1;2;6;2;0;;0;0;0
PERINAT;2018;460000110;460780216;TYPE2;;;18;4;;;3;1032;109;179;30;0;0;0;0;595;0;3676;971;0;0;2297;705;3208;121;711;1;696;9;9;;716;8195;3001;21;14;0;1;273;238;173;10;;3;0;0
PERINAT;2018;470000027;470014069;TYPE1;;;26;;;;4;854;90;0;0;0;0;0;0;587;6;3243;0;0;0;2376;586;2781;115;786;0;574;12;5;;598;;;;9;0;1;120;137;87;2;;4;0;0
PERINAT;2018;470000423;470016171;TYPE2;;;20;9;3;;3;1397;119;227;9;191;10;0;0;955;0;5283;2458;1020;0;3320;1080;4596;186;1148;23;1050;30;4;;1110;9749;6047;52;40;0;1;408;326;293;16;;21;0;0
PERINAT;2018;470000431;470000324;TYPE1;;;25;;;;3;905;58;0;0;0;0;0;0;643;13;3285;0;0;0;2280;681;2853;127;733;0;674;7;13;;688;11996;7961;382;27;0;1;271;256;225;14;;4;0;0
PERINAT;2018;470000480;470001660;TYPE1;;;18;;;;4;1014;106;0;0;0;0;0;0;650;5;3762;0;0;0;2732;687;3269;146;938;0;677;10;11;;700;;8296;284;16;0;1;143;115;88;2;2;0;0;0
PERINAT;2018;480000017;480780097;TYPE2;;;11;4;;;2;645;77;101;13;0;0;0;0;355;0;2675;500;0;0;1385;423;2124;103;711;1;419;4;3;;427;2075;4512;2072;10;0;1;94;149;81;1;;4;0;0
PERINAT;2018;490000049;490000031;TYPE3;;;86;17;8;15;11;4864;225;697;54;179;22;369;10;3206;4;21953;6185;1140;5093;12570;3717;18888;815;6064;53;3630;87;0;0;3840;3119;8159;181;180;1;1;1175;1124;581;104;1;35;1;463
PERINAT;2018;490000635;490000676;TYPE2;;;30;10;3;;5;2361;98;246;19;118;23;0;0;1837;5;9405;2184;712;0;6446;1987;8558;288;1831;0;1946;41;15;0;2034;19440;9692;392;35;0;1;374;338;236;26;0;3;0;0
PERINAT;2018;490001765;490528452;TYPE2;;;18;6;;;4;1284;80;175;20;0;0;0;0;923;2;4433;1112;0;0;3055;1020;4066;199;1004;0;1008;12;10;0;1044;8694;5283;100;50;0;1;251;227;175;11;;1;0;0
PERINAT;2018;490002037;490000890;TYPE1;;;50;;;;;825;68;0;0;0;0;0;0;666;3;3001;0;0;0;2474;662;2736;111;593;0;658;4;3;;666;;;;6;0;0;;1;;;;4;0;0
PERINAT;2018;490014909;490008109;TYPE2;;;40;7;;;5;2364;198;248;27;0;0;0;0;1727;2;10158;1560;0;0;6941;1905;9029;385;2264;0;1886;19;16;;1924;;;;16;0;0;0;0;0;0;;12;0;0
