BOR;AN;nofinesset;nofinessej;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2020;010000024;010780054;M9999;1;3;2.1;152
HAD_P;2020;010000024;010780054;MAUT;;3;1.1;152
HAD_P;2020;010000024;010780054;Mcoor;1;;1;
HAD_P;2020;010000024;010780054;N2120;1;;1;
HAD_P;2020;010000024;010780054;N2210;5;4;7.86;
HAD_P;2020;010000024;010780054;N2710;;1;0.3;
HAD_P;2020;010000024;010780054;N3120;;1;0.5;
HAD_P;2020;010000024;010780054;N9999;8;6;11.66;
HAD_P;2020;010000024;010780054;NAUT;2;;2;
HAD_P;2020;010005379;010010718;M3050;;1;0.6;
HAD_P;2020;010005379;010010718;M9999;1;1;1.68;
HAD_P;2020;010005379;010010718;Mcoor;1;;1.08;
HAD_P;2020;010005379;010010718;N2120;1;;0.52;
HAD_P;2020;010005379;010010718;N2710;;1;0.21;
HAD_P;2020;010005379;010010718;N3120;;2;0.99;
HAD_P;2020;010005379;010010718;N9999;5;6;7.53;
HAD_P;2020;010005379;010010718;NAUT;2;1;1.99;
HAD_P;2020;010005379;010010718;Ncoor;2;2;3.82;
HAD_P;2020;020000089;020000022;M9999;1;0;0.33;38
HAD_P;2020;020000089;020000022;MAUT;1;0;0.33;38
HAD_P;2020;020000089;020000022;N2120;1;0;0.5;
HAD_P;2020;020000089;020000022;N2210;4;0;1.99;95
HAD_P;2020;020000089;020000022;N2410;0;0;0;40
HAD_P;2020;020000089;020000022;N2510;29;0;18.99;
HAD_P;2020;020000089;020000022;N2710;0;0;0;1
HAD_P;2020;020000089;020000022;N9999;34;0;21.48;148
HAD_P;2020;020000089;020000022;NAUT;0;0;0;12
HAD_P;2020;020000105;020000055;M9999;;1;0.12;
HAD_P;2020;020000105;020000055;Mcoor;;1;0.12;
HAD_P;2020;020000105;020000055;N2120;0;;0.18;
HAD_P;2020;020000105;020000055;N2460;0;;0.12;
HAD_P;2020;020000105;020000055;N2510;0;;6.19;
HAD_P;2020;020000105;020000055;N2710;0;;0.06;
HAD_P;2020;020000105;020000055;N3120;0;;0.18;
HAD_P;2020;020000105;020000055;N9999;0;0;7.5;
HAD_P;2020;020000105;020000055;NAUT;0;;0.09;
HAD_P;2020;020000105;020000055;Ncoor;0;0;0.68;
HAD_P;2020;020004297;020005179;M3050;;1;0.09;
HAD_P;2020;020004297;020005179;M9999;;4;0.62;
HAD_P;2020;020004297;020005179;Mcoor;;3;0.53;
HAD_P;2020;020004297;020005179;N2120;1;;1;
HAD_P;2020;020004297;020005179;N2210;7;3;5.97;
HAD_P;2020;020004297;020005179;N2510;16;;13.15;
HAD_P;2020;020004297;020005179;N2710;;1;0.57;
HAD_P;2020;020004297;020005179;N3120;;1;0.6;
HAD_P;2020;020004297;020005179;N9999;28;6;25.37;
HAD_P;2020;020004297;020005179;NAUT;2;1;2.32;
HAD_P;2020;020004297;020005179;Ncoor;2;;1.76;
HAD_P;2020;020010898;750721334;M9999;0;1;0.3;0
HAD_P;2020;020010898;750721334;Mcoor;0;1;0.3;
HAD_P;2020;020010898;750721334;N2120;;1;0.8;
HAD_P;2020;020010898;750721334;N2510;0;12;2;
HAD_P;2020;020010898;750721334;N2710;0;1;0.4;0
HAD_P;2020;020010898;750721334;N9999;0;16;4.3;0
HAD_P;2020;020010898;750721334;Ncoor;0;2;1.1;
HAD_P;2020;020014767;590805065;M3050;;;;39
HAD_P;2020;020014767;590805065;M9999;;2;0.3;39
HAD_P;2020;020014767;590805065;Mcoor;;2;0.3;
HAD_P;2020;020014767;590805065;N2120;1;;1;
HAD_P;2020;020014767;590805065;N2210;;;;156
HAD_P;2020;020014767;590805065;N2410;;;;41
HAD_P;2020;020014767;590805065;N2460;;;;1
HAD_P;2020;020014767;590805065;N2510;6;5;9;
HAD_P;2020;020014767;590805065;N2710;;1;0.5;1
HAD_P;2020;020014767;590805065;N3120;;1;0.8;
HAD_P;2020;020014767;590805065;N9999;12;8;16.98;199
HAD_P;2020;020014767;590805065;NAUT;3;1;3.68;
HAD_P;2020;020014767;590805065;Ncoor;2;;2;
HAD_P;2020;030000061;030780092;M9999;0;1;0.4;0
HAD_P;2020;030000061;030780092;Mcoor;0;1;0.4;
HAD_P;2020;030000061;030780092;N2120;0;1;0.5;
HAD_P;2020;030000061;030780092;N2210;6;0;5.75;
HAD_P;2020;030000061;030780092;N2510;2;0;2;
HAD_P;2020;030000061;030780092;N9999;8;2;8.75;0
HAD_P;2020;030000061;030780092;NAUT;0;1;0.5;0
HAD_P;2020;030000079;030780100;M9999;1;;0.5;1
HAD_P;2020;030000079;030780100;MAUT;;;;1
HAD_P;2020;030000079;030780100;Mcoor;1;;0.5;
HAD_P;2020;030000079;030780100;N2120;1;;0.41;
HAD_P;2020;030000079;030780100;N2210;2;1;3.22;167
HAD_P;2020;030000079;030780100;N2410;;;;1
HAD_P;2020;030000079;030780100;N9999;8;2;8.55;169
HAD_P;2020;030000079;030780100;NAUT;3;1;2.92;1
HAD_P;2020;030000079;030780100;Ncoor;2;;2;
HAD_P;2020;030000087;030780118;M9999;;2;1.08;
HAD_P;2020;030000087;030780118;Mcoor;;2;1.08;
HAD_P;2020;030000087;030780118;N2120;2;0;1.18;
HAD_P;2020;030000087;030780118;N2210;3;3;5.46;
HAD_P;2020;030000087;030780118;N2510;3;0;3;
HAD_P;2020;030000087;030780118;N3120;;1;0.3;
HAD_P;2020;030000087;030780118;N9999;9;6;12.42;
HAD_P;2020;030000087;030780118;NAUT;1;2;2.48;
HAD_P;2020;030781116;030000426;M3050;1;;1;
HAD_P;2020;030781116;030000426;M9999;2;;2;
HAD_P;2020;030781116;030000426;Mcoor;1;;1;
HAD_P;2020;030781116;030000426;N2120;1;;1;
HAD_P;2020;030781116;030000426;N2510;1;;1;
HAD_P;2020;030781116;030000426;N9999;6;;3.4;
HAD_P;2020;030781116;030000426;NAUT;3;;0.4;
HAD_P;2020;030781116;030000426;Ncoor;1;;1;
HAD_P;2020;050000348;050002948;M9999;0;2;0.83;
HAD_P;2020;050000348;050002948;MAUT;0;2;0.83;
HAD_P;2020;050000348;050002948;N2120;1;0;1;
HAD_P;2020;050000348;050002948;N2210;4;6;7.32;
HAD_P;2020;050000348;050002948;N2510;4;5;6.37;
HAD_P;2020;050000348;050002948;N2710;0;2;0.45;
HAD_P;2020;050000348;050002948;N3120;1;0;0.5;
HAD_P;2020;050000348;050002948;N9999;12;13;16.86;
HAD_P;2020;050000348;050002948;NAUT;2;0;1.22;
HAD_P;2020;060000478;060780897;M9999;1;0;0.1;30
HAD_P;2020;060000478;060780897;MAUT;0;0;0;30
HAD_P;2020;060000478;060780897;Mcoor;1;0;0.1;
HAD_P;2020;060000478;060780897;N2210;4;9;5.77;
HAD_P;2020;060000478;060780897;N2510;3;6;5.21;
HAD_P;2020;060000478;060780897;N3120;1;0;0.09;
HAD_P;2020;060000478;060780897;N9999;9;15;12.07;
HAD_P;2020;060000478;060780897;NAUT;1;0;1;
HAD_P;2020;060000544;060780988;M9999;0;1;0.5;
HAD_P;2020;060000544;060780988;Mcoor;0;1;0.5;
HAD_P;2020;060000544;060780988;N2120;;1;0.54;
HAD_P;2020;060000544;060780988;N2210;8;2;8.83;
HAD_P;2020;060000544;060780988;N2510;6;;5.99;
HAD_P;2020;060000544;060780988;N2710;;1;0.5;
HAD_P;2020;060000544;060780988;N3120;;1;0.1;
HAD_P;2020;060000544;060780988;N9999;14;8;16.79;
HAD_P;2020;060000544;060780988;NAUT;;3;0.83;
HAD_P;2020;060006558;060798865;M3050;;;;18
HAD_P;2020;060006558;060798865;M9999;;1;0.76;18
HAD_P;2020;060006558;060798865;Mcoor;;1;0.76;
HAD_P;2020;060006558;060798865;N2120;;1;0.1;
HAD_P;2020;060006558;060798865;N2210;10;2;1.24;25
HAD_P;2020;060006558;060798865;N2410;;;;42
HAD_P;2020;060006558;060798865;N2510;9;1;0.36;
HAD_P;2020;060006558;060798865;N2710;;1;0.5;
HAD_P;2020;060006558;060798865;N3120;;1;0.26;
HAD_P;2020;060006558;060798865;N9999;22;10;4.96;67
HAD_P;2020;060006558;060798865;NAUT;1;4;0.5;
HAD_P;2020;060006558;060798865;Ncoor;2;;2;
HAD_P;2020;060785243;060001484;M3050;;1;0.8;
HAD_P;2020;060785243;060001484;M9999;1;3;3.1;
HAD_P;2020;060785243;060001484;Mcoor;1;2;2.3;
HAD_P;2020;060785243;060001484;N2120;1;0;1;
HAD_P;2020;060785243;060001484;N2210;28;7;34.5;494
HAD_P;2020;060785243;060001484;N2410;1;0;1;196
HAD_P;2020;060785243;060001484;N2510;18;10;26.5;
HAD_P;2020;060785243;060001484;N2710;1;0;1;7
HAD_P;2020;060785243;060001484;N3120;3;;2.5;
HAD_P;2020;060785243;060001484;N9999;87;21;103.8;697
HAD_P;2020;060785243;060001484;NAUT;23;3;24.5;
HAD_P;2020;060785243;060001484;Ncoor;12;1;12.8;
HAD_P;2020;070000609;070005566;M9999;2;;1.46;
HAD_P;2020;070000609;070005566;MAUT;2;;1.46;
HAD_P;2020;070000609;070005566;N2120;1;;0.99;
HAD_P;2020;070000609;070005566;N2210;5;1;5.31;
HAD_P;2020;070000609;070005566;N2460;;;0.05;
HAD_P;2020;070000609;070005566;N2510;2;2;2.72;
HAD_P;2020;070000609;070005566;N3120;1;;0.65;
HAD_P;2020;070000609;070005566;N9999;10;5;12.42;
HAD_P;2020;070000609;070005566;NAUT;1;2;2.7;
HAD_P;2020;080011257;080011224;M9999;;1;0.2;
HAD_P;2020;080011257;080011224;Mcoor;;1;0.2;
HAD_P;2020;080011257;080011224;N2510;7;2;7.13;
HAD_P;2020;080011257;080011224;N2710;;1;0.15;
HAD_P;2020;080011257;080011224;N9999;18;7;18.61;
HAD_P;2020;080011257;080011224;NAUT;1;;1.01;
HAD_P;2020;080011257;080011224;Ncoor;10;4;10.32;
HAD_P;2020;080011265;080011224;M9999;1;1;1.15;
HAD_P;2020;080011265;080011224;Mcoor;1;1;1.15;
HAD_P;2020;080011265;080011224;N2210;13;1;13.8;
HAD_P;2020;080011265;080011224;N2510;5;;5;
HAD_P;2020;080011265;080011224;N2710;;1;0.5;
HAD_P;2020;080011265;080011224;N3120;;1;0.6;
HAD_P;2020;080011265;080011224;N9999;21;5;24.2;
HAD_P;2020;080011265;080011224;NAUT;1;1;1.5;
HAD_P;2020;080011265;080011224;Ncoor;2;1;2.8;
HAD_P;2020;090000175;090781774;M9999;3;;2.08;
HAD_P;2020;090000175;090781774;Mcoor;3;;2.08;
HAD_P;2020;090000175;090781774;N2120;;1;0.72;
HAD_P;2020;090000175;090781774;N2210;7;;7.66;
HAD_P;2020;090000175;090781774;N2510;5;1;6.54;
HAD_P;2020;090000175;090781774;N2710;;1;0.5;
HAD_P;2020;090000175;090781774;N3120;;1;0.7;
HAD_P;2020;090000175;090781774;N9999;16;4;20.12;
HAD_P;2020;090000175;090781774;NAUT;2;;2;
HAD_P;2020;090000175;090781774;Ncoor;2;;2;
HAD_P;2020;100007699;100006279;M9999;1;2;0.74;
HAD_P;2020;100007699;100006279;MAUT;1;2;0.74;
HAD_P;2020;100007699;100006279;N2210;8;;9.37;
HAD_P;2020;100007699;100006279;N2510;3;7;9.06;
HAD_P;2020;100007699;100006279;N9999;13;8;20.12;
HAD_P;2020;100007699;100006279;NAUT;1;1;1.19;
HAD_P;2020;100007699;100006279;Ncoor;1;;0.5;
HAD_P;2020;100010578;100010347;M9999;1;;0.34;
HAD_P;2020;100010578;100010347;Mcoor;1;;0.34;
HAD_P;2020;100010578;100010347;N2120;1;;1;
HAD_P;2020;100010578;100010347;N2210;5;2;6.55;
HAD_P;2020;100010578;100010347;N2510;6;8;11.25;
HAD_P;2020;100010578;100010347;N2710;;1;0.4;
HAD_P;2020;100010578;100010347;N3120;;1;0.5;
HAD_P;2020;100010578;100010347;N9999;21;14;29.95;
HAD_P;2020;100010578;100010347;NAUT;6;1;6.5;
HAD_P;2020;100010578;100010347;Ncoor;3;1;3.75;
HAD_P;2020;110000247;110780772;M9999;1;;0.2;
HAD_P;2020;110000247;110780772;Mcoor;1;;0.2;
HAD_P;2020;110000247;110780772;N2120;1;;0.5;
HAD_P;2020;110000247;110780772;N2210;9;1;7.31;
HAD_P;2020;110000247;110780772;N2510;3;;0.69;
HAD_P;2020;110000247;110780772;N2710;;1;0.07;
HAD_P;2020;110000247;110780772;N3120;1;;0.1;
HAD_P;2020;110000247;110780772;N9999;15;2;8.77;
HAD_P;2020;110000247;110780772;NAUT;1;;0.1;
HAD_P;2020;110005048;110000114;M9999;;3;1.58;
HAD_P;2020;110005048;110000114;Mcoor;;3;1.58;
HAD_P;2020;110005048;110000114;N2120;1;;1;
HAD_P;2020;110005048;110000114;N2210;8;;7.45;
HAD_P;2020;110005048;110000114;N2510;8;;6.01;
HAD_P;2020;110005048;110000114;N2710;;1;0.1;
HAD_P;2020;110005048;110000114;N3120;;1;0.1;
HAD_P;2020;110005048;110000114;N9999;22;2;18.95;
HAD_P;2020;110005048;110000114;NAUT;2;;2.13;
HAD_P;2020;110005048;110000114;Ncoor;3;;2.16;
HAD_P;2020;110005394;750056335;M3050;0;0;0;118
HAD_P;2020;110005394;750056335;M9999;1;0;1.42;118
HAD_P;2020;110005394;750056335;Mcoor;1;0;1.42;
HAD_P;2020;110005394;750056335;N2120;1;;1.65;
HAD_P;2020;110005394;750056335;N2210;1;;0.87;401
HAD_P;2020;110005394;750056335;N2410;0;0;0;85
HAD_P;2020;110005394;750056335;N2510;10;;11.92;
HAD_P;2020;110005394;750056335;N2710;;1;0.5;0
HAD_P;2020;110005394;750056335;N3120;;1;0.63;
HAD_P;2020;110005394;750056335;N9999;19;2;23.9;486
HAD_P;2020;110005394;750056335;Ncoor;7;;8.33;
HAD_P;2020;120783618;120784616;M3050;0;1;0.5;
HAD_P;2020;120783618;120784616;M9999;1;3;1.79;
HAD_P;2020;120783618;120784616;Mcoor;1;2;1.29;
HAD_P;2020;120783618;120784616;N2120;1;;1;
HAD_P;2020;120783618;120784616;N2510;;2;1.55;
HAD_P;2020;120783618;120784616;N2710;1;;1;
HAD_P;2020;120783618;120784616;N3120;0;1;0.9;
HAD_P;2020;120783618;120784616;N9999;10;4;12.55;
HAD_P;2020;120783618;120784616;NAUT;3;1;3.1;
HAD_P;2020;120783618;120784616;Ncoor;5;;5;
HAD_P;2020;130000409;130041916;M9999;1;1;1.05;161
HAD_P;2020;130000409;130041916;MAUT;;1;0.05;161
HAD_P;2020;130000409;130041916;Mcoor;1;;1;
HAD_P;2020;130000409;130041916;N2210;3;1;3.94;339
HAD_P;2020;130000409;130041916;N2410;;;;19
HAD_P;2020;130000409;130041916;N2510;2;1;2.06;
HAD_P;2020;130000409;130041916;N2710;;1;0.34;
HAD_P;2020;130000409;130041916;N3120;;1;0.8;
HAD_P;2020;130000409;130041916;N9999;6;7;9.02;358
HAD_P;2020;130000409;130041916;NAUT;1;3;1.88;
HAD_P;2020;130000565;130781446;M9999;1;;0.2;
HAD_P;2020;130000565;130781446;Mcoor;1;;0.2;
HAD_P;2020;130000565;130781446;N2120;;1;0.2;
HAD_P;2020;130000565;130781446;N2210;3;1;3.66;50
HAD_P;2020;130000565;130781446;N2410;;;;7
HAD_P;2020;130000565;130781446;N2460;;;;1
HAD_P;2020;130000565;130781446;N2710;;;;1
HAD_P;2020;130000565;130781446;N9999;4;2;4.86;59
HAD_P;2020;130000565;130781446;NAUT;1;;1;
HAD_P;2020;130001647;130784127;M9999;;1;0.9;
HAD_P;2020;130001647;130784127;Mcoor;;1;0.9;
HAD_P;2020;130001647;130784127;N2210;3;1;3.46;
HAD_P;2020;130001647;130784127;N9999;7;2;7.21;
HAD_P;2020;130001647;130784127;NAUT;3;1;2.75;
HAD_P;2020;130001647;130784127;Ncoor;1;;1;
HAD_P;2020;130002215;130785512;M9999;1;;0.5;
HAD_P;2020;130002215;130785512;Mcoor;1;;0.5;
HAD_P;2020;130002215;130785512;N2120;1;;0.5;
HAD_P;2020;130002215;130785512;N2210;5;;2.5;7
HAD_P;2020;130002215;130785512;N2410;;;;98
HAD_P;2020;130002215;130785512;N2510;4;;3.5;
HAD_P;2020;130002215;130785512;N9999;10;;6.5;105
HAD_P;2020;130021488;130021439;M3050;0;1;0.6;0
HAD_P;2020;130021488;130021439;M9999;0;3;1.53;0
HAD_P;2020;130021488;130021439;Mcoor;0;2;0.93;
HAD_P;2020;130021488;130021439;N2210;0;0;0;214
HAD_P;2020;130021488;130021439;N2410;0;0;0;36
HAD_P;2020;130021488;130021439;N2510;2;0;2;
HAD_P;2020;130021488;130021439;N2710;0;1;0.11;0
HAD_P;2020;130021488;130021439;N3120;0;1;0.5;
HAD_P;2020;130021488;130021439;N9999;6;3;7.11;253
HAD_P;2020;130021488;130021439;NAUT;0;1;0.5;3
HAD_P;2020;130021488;130021439;Ncoor;4;0;4;
HAD_P;2020;130021819;130021769;M3050;;;;19
HAD_P;2020;130021819;130021769;M9999;0;3;1.5;71
HAD_P;2020;130021819;130021769;MAUT;;;;52
HAD_P;2020;130021819;130021769;Mcoor;0;3;1.5;
HAD_P;2020;130021819;130021769;N2120;1;;1;
HAD_P;2020;130021819;130021769;N2210;;;;74
HAD_P;2020;130021819;130021769;N2410;;;;22
HAD_P;2020;130021819;130021769;N2510;3;;3.2;
HAD_P;2020;130021819;130021769;N2710;;;;2
HAD_P;2020;130021819;130021769;N3120;1;;0.8;
HAD_P;2020;130021819;130021769;N9999;17;3;16.7;108
HAD_P;2020;130021819;130021769;NAUT;3;3;4.2;10
HAD_P;2020;130021819;130021769;Ncoor;9;;7.5;
HAD_P;2020;130022619;130045339;M3050;;1;0.1;13
HAD_P;2020;130022619;130045339;M9999;;4;0.59;13
HAD_P;2020;130022619;130045339;MAUT;;2;0.3;
HAD_P;2020;130022619;130045339;Mcoor;;1;0.19;
HAD_P;2020;130022619;130045339;N2120;;1;0.47;
HAD_P;2020;130022619;130045339;N2210;5;1;6.78;238
HAD_P;2020;130022619;130045339;N2410;;;;53
HAD_P;2020;130022619;130045339;N2510;2;2;4.16;
HAD_P;2020;130022619;130045339;N2710;;;;7
HAD_P;2020;130022619;130045339;N3120;;1;0.16;
HAD_P;2020;130022619;130045339;N9999;11;21;18.2;298
HAD_P;2020;130022619;130045339;NAUT;3;16;5.63;
HAD_P;2020;130022619;130045339;Ncoor;1;;1;
HAD_P;2020;130782071;130002454;M3050;;1;0.2;
HAD_P;2020;130782071;130002454;M9999;;2;0.7;
HAD_P;2020;130782071;130002454;Mcoor;;1;0.5;
HAD_P;2020;130782071;130002454;N2120;1;;1;
HAD_P;2020;130782071;130002454;N2210;;;;42
HAD_P;2020;130782071;130002454;N2410;;;;10
HAD_P;2020;130782071;130002454;N2710;;;;2
HAD_P;2020;130782071;130002454;N3120;;1;0.2;
HAD_P;2020;130782071;130002454;N9999;2;2;2.7;54
HAD_P;2020;130782071;130002454;NAUT;1;;1;
HAD_P;2020;130782071;130002454;Ncoor;;1;0.5;
HAD_P;2020;130783236;130786049;M9999;1;2;1.8;
HAD_P;2020;130783236;130786049;Mcoor;1;2;1.8;
HAD_P;2020;130783236;130786049;N2120;1;;0.32;
HAD_P;2020;130783236;130786049;N2210;10;2;11.9;
HAD_P;2020;130783236;130786049;N2510;4;;3.19;
HAD_P;2020;130783236;130786049;N9999;23;3;22.26;
HAD_P;2020;130783236;130786049;NAUT;8;1;6.85;
HAD_P;2020;130785652;130014228;M9999;;1;0.84;
HAD_P;2020;130785652;130014228;Mcoor;;1;0.84;
HAD_P;2020;130785652;130014228;N2120;1;;1;
HAD_P;2020;130785652;130014228;N2510;;1;0.68;
HAD_P;2020;130785652;130014228;N2710;;1;0.3;
HAD_P;2020;130785652;130014228;N9999;11;3;9.8;
HAD_P;2020;130785652;130014228;NAUT;6;1;3.69;
HAD_P;2020;130785652;130014228;Ncoor;4;;4.13;
HAD_P;2020;130802143;130804396;M9999;;2;1.42;
HAD_P;2020;130802143;130804396;Mcoor;;2;1.42;
HAD_P;2020;130802143;130804396;N2120;4;;3.78;
HAD_P;2020;130802143;130804396;N2710;1;1;1.63;
HAD_P;2020;130802143;130804396;N3120;2;;1.6;
HAD_P;2020;130802143;130804396;N9999;7;1;7.01;
HAD_P;2020;130809015;130001928;M9999;;2;1;
HAD_P;2020;130809015;130001928;MAUT;;1;0.4;
HAD_P;2020;130809015;130001928;Mcoor;;1;0.6;
HAD_P;2020;130809015;130001928;N2120;;1;0.5;
HAD_P;2020;130809015;130001928;N2210;;1;0.6;31
HAD_P;2020;130809015;130001928;N2410;;;;15
HAD_P;2020;130809015;130001928;N2460;;;;1
HAD_P;2020;130809015;130001928;N2710;;1;0.2;
HAD_P;2020;130809015;130001928;N9999;5;5;7.3;47
HAD_P;2020;130809015;130001928;NAUT;2;2;3;
HAD_P;2020;130809015;130001928;Ncoor;3;;3;
HAD_P;2020;140000027;140000035;M9999;1;1;1.12;0
HAD_P;2020;140000027;140000035;MAUT;1;;0.7;0
HAD_P;2020;140000027;140000035;Mcoor;;1;0.42;
HAD_P;2020;140000027;140000035;N2120;1;0;1;
HAD_P;2020;140000027;140000035;N2210;14;4;12.6;
HAD_P;2020;140000027;140000035;N2410;1;1;0.2;
HAD_P;2020;140000027;140000035;N2510;12;3;11.1;
HAD_P;2020;140000027;140000035;N2710;1;1;0.1;
HAD_P;2020;140000027;140000035;N3120;1;1;0.2;
HAD_P;2020;140000027;140000035;N9999;36;12;30.8;
HAD_P;2020;140000027;140000035;NAUT;2;1;1.8;
HAD_P;2020;140000027;140000035;Ncoor;4;1;3.8;
HAD_P;2020;140000076;140000092;M9999;;1;0.27;
HAD_P;2020;140000076;140000092;Mcoor;;1;0.27;
HAD_P;2020;140000076;140000092;N2120;;1;0.2;
HAD_P;2020;140000076;140000092;N2210;3;7;6.75;
HAD_P;2020;140000076;140000092;N2410;;1;0.4;
HAD_P;2020;140000076;140000092;N2510;5;;5;
HAD_P;2020;140000076;140000092;N2710;;1;0.3;
HAD_P;2020;140000076;140000092;N3120;;1;0.18;
HAD_P;2020;140000076;140000092;N9999;8;13;13.43;
HAD_P;2020;140000076;140000092;NAUT;;2;0.6;
HAD_P;2020;140000209;140000100;M9999;1;;0.05;
HAD_P;2020;140000209;140000100;Mcoor;1;;0.05;
HAD_P;2020;140000209;140000100;N2120;1;;0.1;
HAD_P;2020;140000209;140000100;N2210;3;;2.8;
HAD_P;2020;140000209;140000100;N9999;4;;2.9;
HAD_P;2020;140000233;140000118;M9999;;2;0.5;
HAD_P;2020;140000233;140000118;Mcoor;;2;0.5;
HAD_P;2020;140000233;140000118;N2120;;2;0.23;
HAD_P;2020;140000233;140000118;N2210;5;1;5.62;
HAD_P;2020;140000233;140000118;N2510;4;1;4.9;
HAD_P;2020;140000233;140000118;N9999;10;5;12.55;
HAD_P;2020;140000233;140000118;NAUT;;1;0.8;
HAD_P;2020;140000233;140000118;Ncoor;1;;1;
HAD_P;2020;140000373;140000159;M9999;1;;0.4;
HAD_P;2020;140000373;140000159;Mcoor;1;;0.4;
HAD_P;2020;140000373;140000159;N2120;;2;0.53;
HAD_P;2020;140000373;140000159;N2210;6;1;5.26;
HAD_P;2020;140000373;140000159;N2510;5;;5;
HAD_P;2020;140000373;140000159;N2710;;1;0.1;
HAD_P;2020;140000373;140000159;N9999;11;5;11.73;
HAD_P;2020;140000373;140000159;NAUT;;;0.34;
HAD_P;2020;140000373;140000159;Ncoor;;1;0.5;
HAD_P;2020;140002619;750721334;M9999;0;2;1.85;
HAD_P;2020;140002619;750721334;Mcoor;0;2;1.85;
HAD_P;2020;140002619;750721334;N2120;4;;3.11;
HAD_P;2020;140002619;750721334;N2210;9;1;8.4;
HAD_P;2020;140002619;750721334;N2510;21;5;20.43;
HAD_P;2020;140002619;750721334;N3120;1;;1;
HAD_P;2020;140002619;750721334;N9999;47;8;49.17;
HAD_P;2020;140002619;750721334;NAUT;6;1;9.35;
HAD_P;2020;140002619;750721334;Ncoor;6;1;6.88;
HAD_P;2020;140016155;140027426;M3050;;1;0.08;31
HAD_P;2020;140016155;140027426;M9999;;4;1;31
HAD_P;2020;140016155;140027426;Mcoor;;3;0.92;
HAD_P;2020;140016155;140027426;N2120;;1;0.75;
HAD_P;2020;140016155;140027426;N2210;;;;129
HAD_P;2020;140016155;140027426;N2410;;;;24
HAD_P;2020;140016155;140027426;N2510;6;10;12.81;
HAD_P;2020;140016155;140027426;N2710;;1;0.47;
HAD_P;2020;140016155;140027426;N3120;1;;1.01;
HAD_P;2020;140016155;140027426;N9999;11;13;19.38;165
HAD_P;2020;140016155;140027426;NAUT;;1;0.3;12
HAD_P;2020;140016155;140027426;Ncoor;4;;4.04;
HAD_P;2020;140026709;140000415;M3050;;1;0.5;
HAD_P;2020;140026709;140000415;M9999;;3;1.75;
HAD_P;2020;140026709;140000415;Mcoor;;2;1.25;
HAD_P;2020;140026709;140000415;N2120;1;;1;
HAD_P;2020;140026709;140000415;N2210;8;;7.93;
HAD_P;2020;140026709;140000415;N2460;;1;0.5;
HAD_P;2020;140026709;140000415;N2510;8;1;8.21;
HAD_P;2020;140026709;140000415;N2710;;1;0.5;
HAD_P;2020;140026709;140000415;N3120;;1;0.4;
HAD_P;2020;140026709;140000415;N9999;18;5;20.9;
HAD_P;2020;140026709;140000415;NAUT;1;;1.15;
HAD_P;2020;140026709;140000415;Ncoor;;1;1.21;
HAD_P;2020;150000040;150780096;M9999;1;;0.6;
HAD_P;2020;150000040;150780096;Mcoor;1;;0.6;
HAD_P;2020;150000040;150780096;N2120;1;1;1.05;
HAD_P;2020;150000040;150780096;N2210;5;;5.22;
HAD_P;2020;150000040;150780096;N2510;3;;2.56;
HAD_P;2020;150000040;150780096;N3120;;1;0.05;
HAD_P;2020;150000040;150780096;N9999;9;3;9;
HAD_P;2020;150000040;150780096;NAUT;;1;0.12;
HAD_P;2020;160002036;160009908;M3050;;1;0.5;125
HAD_P;2020;160002036;160009908;M9999;3;2;3.62;125
HAD_P;2020;160002036;160009908;Mcoor;3;1;3.12;
HAD_P;2020;160002036;160009908;N2210;;;;398
HAD_P;2020;160002036;160009908;N2410;;;;48
HAD_P;2020;160002036;160009908;N2510;24;10;29.9;
HAD_P;2020;160002036;160009908;N2710;;1;0.8;
HAD_P;2020;160002036;160009908;N3120;1;;1;
HAD_P;2020;160002036;160009908;N9999;43;18;56.03;462
HAD_P;2020;160002036;160009908;NAUT;8;3;9.9;16
HAD_P;2020;160002036;160009908;Ncoor;10;4;14.43;
HAD_P;2020;170000087;170024194;M3050;;1;0.5;
HAD_P;2020;170000087;170024194;M9999;2;2;3.4;
HAD_P;2020;170000087;170024194;MAUT;2;;2;
HAD_P;2020;170000087;170024194;Mcoor;;1;0.9;
HAD_P;2020;170000087;170024194;N2120;2;;2;
HAD_P;2020;170000087;170024194;N2210;6;15;18.91;
HAD_P;2020;170000087;170024194;N2410;;1;0.2;
HAD_P;2020;170000087;170024194;N2510;12;8;16.33;
HAD_P;2020;170000087;170024194;N2710;1;2;1.67;
HAD_P;2020;170000087;170024194;N3120;1;3;3.11;
HAD_P;2020;170000087;170024194;N9999;26;32;48.26;
HAD_P;2020;170000087;170024194;NAUT;4;3;6.04;
HAD_P;2020;170000103;170780175;M3050;;;0.1;122
HAD_P;2020;170000103;170780175;M9999;1;2;2.23;186
HAD_P;2020;170000103;170780175;MAUT;;2;1.33;64
HAD_P;2020;170000103;170780175;Mcoor;1;;0.8;
HAD_P;2020;170000103;170780175;N2120;1;;1;
HAD_P;2020;170000103;170780175;N2210;5;2;5.66;365
HAD_P;2020;170000103;170780175;N2410;4;2;5.68;48
HAD_P;2020;170000103;170780175;N2510;12;4;15.68;
HAD_P;2020;170000103;170780175;N9999;26;10;31.23;416
