BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2018;560007510;560001307;M1030;4;;4;;
BLOCS_P;2018;560007510;560001307;N2200;12;1;15.15;;
BLOCS_P;2018;560007510;560001307;N2310;1;;1;;
BLOCS_P;2018;560007510;560001307;N4160;1;;1;;
BLOCS_P;2018;560007510;560001307;NAUT;2;1;2.5;;
BLOCS_P;2018;560008799;560013989;M100H;;;;0;1
BLOCS_P;2018;560008799;560013989;M1030;;;;1;0
BLOCS_P;2018;560008799;560013989;M200H;;;;0;1
BLOCS_P;2018;560008799;560013989;N2200;29;15;38.46;0;1
BLOCS_P;2018;560008799;560013989;N2310;2;1;2.5;0;0
BLOCS_P;2018;560008799;560013989;N2320;1;2;2.64;0;1
BLOCS_P;2018;560008799;560013989;N2510;5;2;6.3;0;0
BLOCS_P;2018;560008799;560013989;N4160;2;;2;0;0
BLOCS_P;2018;570000059;570025254;M100H;8;;0.8;0;1
BLOCS_P;2018;570000059;570025254;M1030;5;;3;1;0
BLOCS_P;2018;570000059;570025254;M200H;14;7;4.73;0;1
BLOCS_P;2018;570000059;570025254;N2200;12;5;12.22;0;0
BLOCS_P;2018;570000059;570025254;N2310;8;3;8.06;0;0
BLOCS_P;2018;570000059;570025254;N2320;6;4;9.49;0;0
BLOCS_P;2018;570000059;570025254;NAUT;3;5;7.74;0;0
BLOCS_P;2018;570000083;570000729;M100H;3;4;5;0;0
BLOCS_P;2018;570000083;570000729;M1030;;10;5;0;1
BLOCS_P;2018;570000083;570000729;M200H;10;5;12.5;0;1
BLOCS_P;2018;570000083;570000729;N2200;22;2;23.6;0;1
BLOCS_P;2018;570000083;570000729;N2310;;5;1;0;0
BLOCS_P;2018;570000083;570000729;N2510;2;1;2.3;0;0
BLOCS_P;2018;570000083;570000729;N4160;1;;1;0;1
BLOCS_P;2018;570000117;570015099;M100H;2;3;2.9;0;1
BLOCS_P;2018;570000117;570015099;M1030;4;;4;1;0
BLOCS_P;2018;570000117;570015099;M200H;10;3;11.3;0;1
BLOCS_P;2018;570000117;570015099;N2200;10;5;13.35;1;1
BLOCS_P;2018;570000117;570015099;N2310;5;2;6.6;0;1
BLOCS_P;2018;570000117;570015099;N2320;4;;4;1;1
BLOCS_P;2018;570000117;570015099;N2510;1;;1;0;0
BLOCS_P;2018;570000117;570015099;N4160;2;;1.5;0;0
BLOCS_P;2018;570000117;570015099;NAUT;3;1;3.8;0;0
BLOCS_P;2018;570000216;570010181;M100H;;3;1.06;0;0
BLOCS_P;2018;570000216;570010181;M1030;2;2;3.81;0;1
BLOCS_P;2018;570000216;570010181;M200H;10;8;13.11;0;1
BLOCS_P;2018;570000216;570010181;N2200;9;7;15;0;1
BLOCS_P;2018;570000216;570010181;N2310;5;1;6.17;0;1
BLOCS_P;2018;570000216;570010181;N2320;4;1;5.03;0;1
BLOCS_P;2018;570000216;570010181;N4160;1;;1;0;0
BLOCS_P;2018;570000216;570010181;NAUT;4;1;5.02;0;0
BLOCS_P;2018;570000349;570005165;M100H;6;1;1.58;0;0
BLOCS_P;2018;570000349;570005165;M1030;11;1;11.5;1;1
BLOCS_P;2018;570000349;570005165;M200H;24;1;7.14;0;0
BLOCS_P;2018;570000349;570005165;N2200;7;5;9.6;0;1
BLOCS_P;2018;570000349;570005165;N2310;24;4;25.3;1;1
BLOCS_P;2018;570000349;570005165;N2320;17;8;22.39;1;1
BLOCS_P;2018;570000349;570005165;N2510;10;3;10.34;0;0
BLOCS_P;2018;570000349;570005165;NAUT;1;0;1;0;0
BLOCS_P;2018;570000356;570000919;M1030;3;1;3.75;0;1
BLOCS_P;2018;570000356;570000919;M200H;17;12;22.1;0;1
BLOCS_P;2018;570000356;570000919;N2200;15;7;20.35;0;1
BLOCS_P;2018;570000356;570000919;N2310;3;;3;0;0
BLOCS_P;2018;570000356;570000919;N2510;3;1;3.8;0;1
BLOCS_P;2018;570000356;570000919;NAUT;5;2;6.6;0;0
BLOCS_P;2018;570000364;570011569;M1030;7;;7;;
BLOCS_P;2018;570000364;570011569;M200H;28;;28;;
BLOCS_P;2018;570000364;570011569;N2200;13;4;18.89;;
BLOCS_P;2018;570000364;570011569;N2510;2;;2;;
BLOCS_P;2018;570000364;570011569;NAUT;4;;4.2;;
BLOCS_P;2018;570000646;570001115;M100H;11;;11;1;1
BLOCS_P;2018;570000646;570001115;M1030;11;;11;;1
BLOCS_P;2018;570000646;570001115;M200H;28;;33;1;1
BLOCS_P;2018;570000646;570001115;N2200;53;4;51.64;;
BLOCS_P;2018;570000646;570001115;N2320;2;1;3.2;;
BLOCS_P;2018;570000646;570001115;N2510;2;;1.97;;
BLOCS_P;2018;570000646;570001115;N4160;2;;2.33;;
BLOCS_P;2018;570000646;570001115;NAUT;1;;1;;
BLOCS_P;2018;570000901;570000158;M100H;6;1;1;0;1
BLOCS_P;2018;570000901;570000158;M1030;13;;7;1;
BLOCS_P;2018;570000901;570000158;M200H;17;4;13;0;1
BLOCS_P;2018;570000901;570000158;N2200;17;22;32.12;1;
BLOCS_P;2018;570000901;570000158;N2310;10;5;12.17;1;
BLOCS_P;2018;570000901;570000158;N2320;13;3;15.07;1;
BLOCS_P;2018;570000901;570000158;N2510;9;2;9.67;0;
BLOCS_P;2018;570000901;570000158;NAUT;14;9;20.56;0;
BLOCS_P;2018;570000950;570000398;M100H;;3;0.58;0;0
BLOCS_P;2018;570000950;570000398;N2200;;2;1.3;0;0
BLOCS_P;2018;570001057;570023630;M1030;6;;6;0;1
BLOCS_P;2018;570001057;570023630;M200H;;7;5.24;0;1
BLOCS_P;2018;570001057;570023630;N2200;15;8;19.93;0;0
BLOCS_P;2018;570001057;570023630;N2310;9;1;9.8;1;1
BLOCS_P;2018;570001057;570023630;N2320;1;3;2.9;0;1
BLOCS_P;2018;570001057;570023630;N2510;1;;1;0;0
BLOCS_P;2018;570001057;570023630;N4160;2;;2;0;1
BLOCS_P;2018;570001057;570023630;NAUT;5;;4.86;0;0
BLOCS_P;2018;570026252;570023630;M100H;;;;0;1
BLOCS_P;2018;570026252;570023630;M1030;17;2;17.58;1;1
BLOCS_P;2018;570026252;570023630;M200H;9;16;22.78;0;1
BLOCS_P;2018;570026252;570023630;N2200;39;10;41.73;0;1
BLOCS_P;2018;570026252;570023630;N2310;26;4;28.49;0;1
BLOCS_P;2018;570026252;570023630;N2320;8;4;10.7;0;1
BLOCS_P;2018;570026252;570023630;N2510;2;;2;0;0
BLOCS_P;2018;570026252;570023630;N4160;3;;3;0;0
BLOCS_P;2018;570026252;570023630;NAUT;3;1;3.75;0;0
BLOCS_P;2018;570026682;570005165;M100H;16;1;3.65;0;0
BLOCS_P;2018;570026682;570005165;M1030;17;0;16.58;1;0
BLOCS_P;2018;570026682;570005165;M200H;40;2;14.83;0;0
BLOCS_P;2018;570026682;570005165;N2200;21;15;31.37;1;1
BLOCS_P;2018;570026682;570005165;N2310;42;8;44.39;1;1
BLOCS_P;2018;570026682;570005165;N2320;23;17;36.48;1;1
BLOCS_P;2018;570026682;570005165;N2510;16;3;17.75;0;0
BLOCS_P;2018;570026682;570005165;N4130;2;0;1.97;;
BLOCS_P;2018;570026682;570005165;NAUT;6;0;6;0;0
BLOCS_P;2018;580780138;580000024;M100H;1;2;2;0;1
BLOCS_P;2018;580780138;580000024;M1030;5;;5;0;1
BLOCS_P;2018;580780138;580000024;M200H;9;12;15;0;1
BLOCS_P;2018;580780138;580000024;N2200;22;2;24.8;;
BLOCS_P;2018;580780138;580000024;N2310;3;2;4.3;;
BLOCS_P;2018;580780138;580000024;N2320;;1;0.2;;
BLOCS_P;2018;580780138;580000024;N4160;;2;1;;
BLOCS_P;2018;580780138;580000024;NAUT;;10;10;;
BLOCS_P;2018;580780195;580005148;M100H;;4;4;;0
BLOCS_P;2018;580780195;580005148;M1030;1;1;2;;1
BLOCS_P;2018;580780195;580005148;M200H;4;7;11;;1
BLOCS_P;2018;580780195;580005148;N2200;7;4;11;;1
BLOCS_P;2018;580780195;580005148;N2310;1;;1;;0
BLOCS_P;2018;580780195;580005148;N2320;1;1;2;;1
BLOCS_P;2018;580780195;580005148;N2510;1;;1;;0
BLOCS_P;2018;580780195;580005148;NAUT;2;;2;;0
BLOCS_P;2018;580972685;580780096;M100H;3;2;0.9;;1
BLOCS_P;2018;580972685;580780096;M1030;;1;2.38;;1
BLOCS_P;2018;580972685;580780096;M200H;2;8;1.25;;1
BLOCS_P;2018;580972685;580780096;N2200;10;;5.45;0;1
BLOCS_P;2018;580972685;580780096;N2310;5;;3.7;0;1
BLOCS_P;2018;580972685;580780096;N2320;3;;2.41;0;1
BLOCS_P;2018;580972685;580780096;N2510;3;;0.51;0;0
BLOCS_P;2018;580972685;580780096;N4130;;;;0;1
BLOCS_P;2018;580972685;580780096;N4160;1;;0.75;0;0
BLOCS_P;2018;580972685;580780096;NAUT;2;;0.15;0;0
BLOCS_P;2018;580972693;580780039;M100H;;12;2.29;0;1
BLOCS_P;2018;580972693;580780039;M1030;2;2;8.23;1;0
BLOCS_P;2018;580972693;580780039;M200H;;34;7.8;0;1
BLOCS_P;2018;580972693;580780039;N2200;31;17;36.99;0;1
BLOCS_P;2018;580972693;580780039;N2310;15;2;16.13;0;1
BLOCS_P;2018;580972693;580780039;N2320;2;2;3.8;0;1
BLOCS_P;2018;580972693;580780039;N2510;;1;0.8;0;0
BLOCS_P;2018;580972693;580780039;N4160;;1;0.2;;1
BLOCS_P;2018;580972693;580780039;NAUT;13;2;15.44;0;0
BLOCS_P;2018;590000014;590780052;N2200;;1;0.2;;
BLOCS_P;2018;590000121;590780227;M100H;7;3;8.22;;
BLOCS_P;2018;590000121;590780227;M1030;2;12;7.82;1;1
BLOCS_P;2018;590000121;590780227;M200H;17;14;23.77;1;1
BLOCS_P;2018;590000121;590780227;N2200;1;;3.51;0;0
BLOCS_P;2018;590000121;590780227;N2310;9;3;12.62;0;1
BLOCS_P;2018;590000121;590780227;N2320;11;6;15.96;0;1
BLOCS_P;2018;590000121;590780227;N2510;9;;9;0;0
BLOCS_P;2018;590000121;590780227;N4130;;;;1;1
BLOCS_P;2018;590000121;590780227;N4160;;;0.33;0;0
BLOCS_P;2018;590000121;590780227;NAUT;2;;0.86;0;0
BLOCS_P;2018;590000188;590780334;M100H;0;2;0.6;0;1
BLOCS_P;2018;590000188;590780334;M1030;9;2;7.62;0;1
BLOCS_P;2018;590000188;590780334;M200H;18;0;16.26;0;1
BLOCS_P;2018;590000188;590780334;N2200;11;1;8.82;0;0
BLOCS_P;2018;590000188;590780334;N2310;10;3;11.94;0;1
BLOCS_P;2018;590000188;590780334;N2320;9;2;10.53;0;1
BLOCS_P;2018;590000188;590780334;N2510;8;;7.32;0;0
BLOCS_P;2018;590000188;590780334;N4160;3;;3;0;0
BLOCS_P;2018;590000188;590780334;NAUT;4;0;3.91;0;0
BLOCS_P;2018;590000337;590781415;M1030;5;7;5.37;1;1
BLOCS_P;2018;590000337;590781415;M200H;27;24;30.97;1;1
BLOCS_P;2018;590000337;590781415;N2200;12;6;21.4;0;1
BLOCS_P;2018;590000337;590781415;N2310;11;5;13.4;0;1
BLOCS_P;2018;590000337;590781415;N2320;13;12;21.93;0;1
BLOCS_P;2018;590000337;590781415;N2510;1;1;1.8;0;0
BLOCS_P;2018;590000337;590781415;N4130;;;;0;1
BLOCS_P;2018;590000337;590781415;N4160;1;0;1;0;0
BLOCS_P;2018;590000337;590781415;NAUT;9;5;11.88;0;0
BLOCS_P;2018;590000428;590781605;N2200;7;1;7.8;;1
BLOCS_P;2018;590000428;590781605;N2310;9;;9.22;1;
BLOCS_P;2018;590000428;590781605;N2320;7;1;7.57;;1
BLOCS_P;2018;590000428;590781605;N2510;6;1;6.8;;
BLOCS_P;2018;590000428;590781605;NAUT;3;2;2.77;;
BLOCS_P;2018;590000436;590781621;M1030;2;5;2.61;;
BLOCS_P;2018;590000436;590781621;N2310;1;;3.25;;
BLOCS_P;2018;590000469;590781662;M1030;3;3;3.94;;
BLOCS_P;2018;590000469;590781662;N2310;2;0;2.67;;
BLOCS_P;2018;590000469;590781662;N2510;1;0;1;;
BLOCS_P;2018;590000469;590781662;NAUT;1;0;1;;
BLOCS_P;2018;590000535;590781803;M100H;2;0;2;;
BLOCS_P;2018;590000535;590781803;M1030;11;1;12.3;1;0
BLOCS_P;2018;590000535;590781803;M200H;13;0;11.23;1;0
BLOCS_P;2018;590000535;590781803;N2200;9;3;9.52;0;1
BLOCS_P;2018;590000535;590781803;N2310;7;3;8.52;0;1
BLOCS_P;2018;590000535;590781803;N2320;6;3;8.48;0;1
BLOCS_P;2018;590000535;590781803;N2510;7;4;9.38;0;0
BLOCS_P;2018;590000535;590781803;NAUT;20;7;22.39;0;0
BLOCS_P;2018;590000592;590782165;M100H;1;10;0.98;0;0
BLOCS_P;2018;590000592;590782165;M1030;4;2;4.36;1;0
BLOCS_P;2018;590000592;590782165;M200H;8;20;4.83;0;1
BLOCS_P;2018;590000592;590782165;N2200;11;5;14.35;0;0
BLOCS_P;2018;590000592;590782165;N2310;9;;8.93;0;1
BLOCS_P;2018;590000592;590782165;N2320;4;1;5.6;0;1
BLOCS_P;2018;590000592;590782165;N2510;3;;1.99;0;0
BLOCS_P;2018;590000592;590782165;NAUT;4;48;20.74;0;0
BLOCS_P;2018;590000618;590782215;M100H;22;6;7.25;1;1
BLOCS_P;2018;590000618;590782215;M1030;27;10;22.8;1;0
BLOCS_P;2018;590000618;590782215;M200H;87;29;73.74;1;1
BLOCS_P;2018;590000618;590782215;N2200;55;9;58.61;1;1
BLOCS_P;2018;590000618;590782215;N2310;39;5;37.86;1;1
BLOCS_P;2018;590000618;590782215;N2320;12;9;19.49;1;1
BLOCS_P;2018;590000618;590782215;N2510;29;10;37.98;1;1
BLOCS_P;2018;590000618;590782215;N4130;1;;1;0;0
BLOCS_P;2018;590000618;590782215;NAUT;26;16;36.06;0;0
BLOCS_P;2018;590000758;590782637;M100H;2;1;2.95;0;1
BLOCS_P;2018;590000758;590782637;M1030;2;5;5.68;1;0
BLOCS_P;2018;590000758;590782637;M200H;9;17;8.44;1;1
BLOCS_P;2018;590000758;590782637;N2200;5;1;5.8;0;0
BLOCS_P;2018;590000758;590782637;N2310;3;6;7.46;0;1
BLOCS_P;2018;590000758;590782637;N2320;10;1;10.8;0;1
BLOCS_P;2018;590000758;590782637;N2510;3;;3;0;0
BLOCS_P;2018;590000758;590782637;N4160;1;;1;0;0
BLOCS_P;2018;590000758;590782637;NAUT;1;;1.17;0;0
BLOCS_P;2018;590000774;590782652;M100H;;4;1.17;0;1
BLOCS_P;2018;590000774;590782652;M1030;2;;2;1;0
BLOCS_P;2018;590000774;590782652;M200H;7;;7;0;1
BLOCS_P;2018;590000774;590782652;N2200;2;;2;0;1
BLOCS_P;2018;590000774;590782652;N2310;6;;6;0;1
BLOCS_P;2018;590000774;590782652;N2320;7;1;8.18;0;1
BLOCS_P;2018;590000774;590782652;N2510;4;;3.33;0;0
BLOCS_P;2018;590001004;590783239;N2200;7;;7.8;;
BLOCS_P;2018;590001004;590783239;N2310;6;10;14.34;;
BLOCS_P;2018;590001004;590783239;N2320;9;9;15.97;;
BLOCS_P;2018;590001004;590783239;N2510;10;1;9.91;;
BLOCS_P;2018;590001004;590783239;N4160;2;;2;;
BLOCS_P;2018;590001004;590783239;NAUT;1;1;1.55;;
BLOCS_P;2018;590001749;590788956;M100H;;3;1.7;;
BLOCS_P;2018;590001749;590788956;N2320;5;;5;;
BLOCS_P;2018;590001749;590788956;N2510;4;2;5.3;;
BLOCS_P;2018;590006607;590780193;M100H;1;1;1.31;;
BLOCS_P;2018;590006607;590780193;M1030;5;5;10.44;;
BLOCS_P;2018;590006607;590780193;M200H;13;4;9.29;;
BLOCS_P;2018;590006607;590780193;N2200;15;3;16.44;;
BLOCS_P;2018;590006607;590780193;N2310;21;10;28.65;;
BLOCS_P;2018;590006607;590780193;N2320;5;4;8.42;;
BLOCS_P;2018;590006607;590780193;N2510;26;8;28.8;;
BLOCS_P;2018;590006607;590780193;NAUT;43;9;50.34;;
BLOCS_P;2018;590006896;590000519;M1030;2;;2;;1
BLOCS_P;2018;590006896;590000519;M200H;5;8;11;;1
BLOCS_P;2018;590006896;590000519;N2200;8;0;7.59;;1
BLOCS_P;2018;590006896;590000519;N2310;1;0;1;0;0
BLOCS_P;2018;590006896;590000519;N2510;3;1;4.45;0;0
BLOCS_P;2018;590006896;590000519;N4160;1;1;1;;
BLOCS_P;2018;590008041;590008033;M100H;57;;57;1;1
BLOCS_P;2018;590008041;590008033;M1030;11;;11;0;1
BLOCS_P;2018;590008041;590008033;M200H;17;34;34;0;1
BLOCS_P;2018;590008041;590008033;N2200;;;;0;1
BLOCS_P;2018;590008041;590008033;N2310;2;;2;0;1
BLOCS_P;2018;590008041;590008033;N2320;1;;1;0;1
BLOCS_P;2018;590008041;590008033;N2510;1;1;1.34;0;0
BLOCS_P;2018;590008041;590008033;N4160;1;1;1.6;0;0
BLOCS_P;2018;590008041;590008033;NAUT;5;;5;0;
BLOCS_P;2018;590046538;590781415;M1030;;;;1;0
BLOCS_P;2018;590046538;590781415;M200H;;;;1;0
BLOCS_P;2018;590046538;590781415;N2200;;;2.26;0;0
BLOCS_P;2018;590046538;590781415;N2310;;;0;0;1
BLOCS_P;2018;590046538;590781415;N2320;;;0.82;0;1
BLOCS_P;2018;590046538;590781415;N2510;;;0.33;0;0
BLOCS_P;2018;590052056;590051801;M1030;;8;3.19;0;0
BLOCS_P;2018;590052056;590051801;M200H;;20;10;0;0
BLOCS_P;2018;590052056;590051801;N2200;14;5;18.14;0;0
BLOCS_P;2018;590052056;590051801;N2310;2;4;2.8;0;0
BLOCS_P;2018;590052056;590051801;N2320;;1;0.33;0;0
BLOCS_P;2018;590052056;590051801;N2510;1;;0.93;0;0
BLOCS_P;2018;590052056;590051801;N4160;1;;1.59;0;0
BLOCS_P;2018;590052056;590051801;NAUT;7;6;9.86;0;0
BLOCS_P;2018;590780060;590000022;M1030;5;;5;;1
BLOCS_P;2018;590780060;590000022;M200H;12;7;15.5;;1
BLOCS_P;2018;590780060;590000022;N2200;10;;8.48;;1
BLOCS_P;2018;590780060;590000022;N2510;5;1;5.04;;
BLOCS_P;2018;590780060;590000022;N4160;1;;1;;
BLOCS_P;2018;590780250;590053955;M1030;;10;;0;1
BLOCS_P;2018;590780250;590053955;M200H;;36;;0;1
BLOCS_P;2018;590780250;590053955;N2200;18;10;25.2;0;1
BLOCS_P;2018;590780250;590053955;N4160;1;;1;0;1
BLOCS_P;2018;590780250;590053955;NAUT;13;1;13.3;0;0
BLOCS_P;2018;590780268;590053955;M100H;;122;;1;1
BLOCS_P;2018;590780268;590053955;M1030;16;12;;1;1
BLOCS_P;2018;590780268;590053955;M200H;;57;;0;1
BLOCS_P;2018;590780268;590053955;N2200;61;12;69.7;0;1
BLOCS_P;2018;590780268;590053955;N2510;;1;0.9;0;0
BLOCS_P;2018;590780268;590053955;N4160;7;;7;0;1
BLOCS_P;2018;590780268;590053955;NAUT;21;1;21.7;0;0
BLOCS_P;2018;590780284;590051801;M1030;16;3;18.32;;
BLOCS_P;2018;590780284;590051801;M200H;22;14;25.85;;
BLOCS_P;2018;590780284;590051801;N2200;9;2;9.34;;
BLOCS_P;2018;590780284;590051801;N2310;10;3;14.05;;
BLOCS_P;2018;590780284;590051801;N2320;10;7;13.86;;
BLOCS_P;2018;590780284;590051801;N2510;1;1;1.15;;
BLOCS_P;2018;590780284;590051801;NAUT;11;9;15.97;;
BLOCS_P;2018;590780342;590053955;M100H;;2;;0;1
BLOCS_P;2018;590780342;590053955;M1030;;12;;0;1
BLOCS_P;2018;590780342;590053955;M200H;;25;;0;1
BLOCS_P;2018;590780342;590053955;N2200;7;2;8.2;0;1
BLOCS_P;2018;590780342;590053955;N4160;1;;1;0;1
BLOCS_P;2018;590780342;590053955;NAUT;3;;3;0;1
BLOCS_P;2018;590780383;590000204;M100H;54;49;;1;1
BLOCS_P;2018;590780383;590000204;M1030;12;3;;0;0
BLOCS_P;2018;590780383;590000204;M200H;86;23;;0;1
BLOCS_P;2018;590780383;590000204;N2200;1;72;47;0;1
BLOCS_P;2018;590780383;590000204;N2320;;1;0.3;0;1
BLOCS_P;2018;590780383;590000204;N2510;;5;2.8;0;0
BLOCS_P;2018;590780383;590000204;N4160;;2;1.4;0;0
BLOCS_P;2018;590780383;590000204;NAUT;;9;6.3;0;0
BLOCS_P;2018;590781571;590000402;M1030;2;1;2.7;0;1
BLOCS_P;2018;590781571;590000402;M200H;4;9;6.95;0;1
BLOCS_P;2018;590781571;590000402;N2200;11;;10.2;0;1
BLOCS_P;2018;590781571;590000402;N2510;2;;2;0;0
BLOCS_P;2018;590781571;590000402;N4160;1;;1;0;0
BLOCS_P;2018;590781571;590000402;NAUT;2;;2;0;0
BLOCS_P;2018;590781951;590053955;M1030;6;7;;0;1
BLOCS_P;2018;590781951;590053955;M200H;;19;;0;1
BLOCS_P;2018;590781951;590053955;N2200;19;6;22.9;0;1
BLOCS_P;2018;590781951;590053955;N4160;2;;2;0;1
BLOCS_P;2018;590781951;590053955;NAUT;11;;11;0;0
BLOCS_P;2018;590782298;590000675;M100H;;;;0;1
BLOCS_P;2018;590782298;590000675;M1030;5;2;6;0;1
BLOCS_P;2018;590782298;590000675;M200H;31;10;36;0;1
BLOCS_P;2018;590782298;590000675;N2200;34;4;36.93;;
BLOCS_P;2018;590782298;590000675;N2510;10;3;11.4;;
BLOCS_P;2018;590782298;590000675;N4160;1;;1;;
BLOCS_P;2018;590782298;590000675;NAUT;4;;4.01;;
BLOCS_P;2018;590782546;590000733;M100H;;9;1.67;0;1
BLOCS_P;2018;590782546;590000733;M1030;;3;1.83;0;1
BLOCS_P;2018;590782546;590000733;M200H;;1;0.4;0;1
BLOCS_P;2018;590782546;590000733;N2200;5;4;6.9;0;0
BLOCS_P;2018;590782546;590000733;N2310;;4;0.8;0;0
BLOCS_P;2018;590782546;590000733;N2320;1;;1;0;0
BLOCS_P;2018;590782546;590000733;N2510;1;;1;0;0
BLOCS_P;2018;590782546;590000733;N4160;;1;0.03;0;0
BLOCS_P;2018;590782553;590000741;M100H;23;40;;1;1
BLOCS_P;2018;590782553;590000741;M1030;12;6;;0;1
BLOCS_P;2018;590782553;590000741;M200H;29;12;;0;1
BLOCS_P;2018;590782553;590000741;N2200;15;25;30.9;0;1
BLOCS_P;2018;590782553;590000741;N2510;;5;3.3;0;0
BLOCS_P;2018;590782553;590000741;N4160;;2;1.7;0;1
BLOCS_P;2018;590782553;590000741;NAUT;;14;12.8;0;0
BLOCS_P;2018;590784864;590780193;M1030;4;;3.36;;
BLOCS_P;2018;590784864;590780193;M200H;;;1.34;;
BLOCS_P;2018;590784864;590780193;N2200;6;1;5.38;;
BLOCS_P;2018;590784864;590780193;N2310;5;0;5;;
BLOCS_P;2018;590784864;590780193;N2320;2;1;2.6;;
BLOCS_P;2018;590784864;590780193;N2510;5;0;5.3;;
BLOCS_P;2018;590784864;590780193;NAUT;1;0;0.94;;
BLOCS_P;2018;590785374;620001834;M100H;3;7;0.84;0;1
BLOCS_P;2018;590785374;620001834;N2200;1;1;1;0;1
BLOCS_P;2018;590785374;620001834;N2510;1;;1;0;1
BLOCS_P;2018;590787586;590780193;M100H;;1;;;
BLOCS_P;2018;590787586;590780193;M1030;14;1;7.4;;
BLOCS_P;2018;590787586;590780193;M200H;;;3.72;;
BLOCS_P;2018;590787586;590780193;N2200;16;6;21.16;;
BLOCS_P;2018;590787586;590780193;N2310;9;7;12.21;;
BLOCS_P;2018;590787586;590780193;N2320;6;3;8.2;;
BLOCS_P;2018;590787586;590780193;N2510;10;5;14.63;;
BLOCS_P;2018;590787586;590780193;NAUT;4;1;4.72;;
BLOCS_P;2018;590788964;590001756;M100H;0;11;4.33;;
BLOCS_P;2018;590788964;590001756;M1030;2;0;2;;
BLOCS_P;2018;590788964;590001756;M200H;6;10;9.87;;
BLOCS_P;2018;590788964;590001756;N2200;7;0;7.24;0;0
BLOCS_P;2018;590788964;590001756;N2310;1;0;1;0;0
BLOCS_P;2018;590788964;590001756;N2510;3;0;3;0;0
BLOCS_P;2018;590788964;590001756;N4160;1;0;1;0;0
BLOCS_P;2018;590788964;590001756;NAUT;4;0;4;0;0
BLOCS_P;2018;590790655;590002218;M100H;;16;8;0;1
BLOCS_P;2018;590790655;590002218;M1030;2;1;2.5;0;1
BLOCS_P;2018;590790655;590002218;M200H;9;2;10;0;1
BLOCS_P;2018;590790655;590002218;N2200;3;4;5.79;0;1
BLOCS_P;2018;590790655;590002218;N2310;;1;0.34;0;1
BLOCS_P;2018;590790655;590002218;N2320;1;1;1.5;0;1
BLOCS_P;2018;590790655;590002218;N2510;1;;1;0;0
BLOCS_P;2018;590790655;590002218;N4130;;;;;1
BLOCS_P;2018;590790655;590002218;N4160;1;;1;0;1
BLOCS_P;2018;590790655;590002218;NAUT;6;;6;0;0
BLOCS_P;2018;590796975;590780193;M100H;;;0.25;;
BLOCS_P;2018;590796975;590780193;M1030;25;5;17.93;;
BLOCS_P;2018;590796975;590780193;M200H;25;3;16.32;;
BLOCS_P;2018;590796975;590780193;N2200;53;17;68.9;;
BLOCS_P;2018;590796975;590780193;N2310;42;17;53.26;;
BLOCS_P;2018;590796975;590780193;N2320;26;7;28.98;;
BLOCS_P;2018;590796975;590780193;N2510;58;6;63.14;;
BLOCS_P;2018;590796975;590780193;NAUT;18;3;18.53;;
BLOCS_P;2018;590797353;590051801;M1030;3;;3;;
BLOCS_P;2018;590797353;590051801;M200H;23;10;24.9;;
BLOCS_P;2018;590797353;590051801;N2200;6;4;10.42;;
BLOCS_P;2018;590797353;590051801;N2310;7;3;7.37;;
BLOCS_P;2018;590797353;590051801;N2320;7;3;8.99;;
BLOCS_P;2018;590797353;590051801;N2510;;1;0.78;;
BLOCS_P;2018;590797353;590051801;NAUT;7;13;13.51;;
BLOCS_P;2018;590801106;590782421;M1030;8;8;16;1;0
BLOCS_P;2018;590801106;590782421;M200H;35;12;43.06;0;1
BLOCS_P;2018;590801106;590782421;N2200;11;4;14.19;;
BLOCS_P;2018;590801106;590782421;N2310;23;3;25.02;;
BLOCS_P;2018;590801106;590782421;N2320;20;6;25.34;;
BLOCS_P;2018;590801106;590782421;N2510;11;5;14.81;;
BLOCS_P;2018;590801106;590782421;NAUT;31;13;39.98;;
BLOCS_P;2018;590804696;590781902;M100H;4;2;0.9;0;1
BLOCS_P;2018;590804696;590781902;M1030;9;1;6.11;1;0
BLOCS_P;2018;590804696;590781902;M200H;15;2;4.96;0;1
BLOCS_P;2018;590804696;590781902;N2200;9;7;11.61;0;1
BLOCS_P;2018;590804696;590781902;N2310;17;4;18.74;1;1
BLOCS_P;2018;590804696;590781902;N2320;14;7;18.54;0;1
BLOCS_P;2018;590804696;590781902;N2510;9;2;9.77;0;0
BLOCS_P;2018;590811279;590780193;M1030;23;6;12.89;;
BLOCS_P;2018;590811279;590780193;M200H;1;1;11.84;;
BLOCS_P;2018;590811279;590780193;N2200;31;12;40.88;;
BLOCS_P;2018;590811279;590780193;N2310;34;19;48.47;;
BLOCS_P;2018;590811279;590780193;N2320;11;5;15.3;;
BLOCS_P;2018;590811279;590780193;N2510;37;5;39.88;;
BLOCS_P;2018;590811279;590780193;NAUT;10;2;10.74;;
BLOCS_P;2018;590813176;590005278;M100H;1;2;1.4;1;0
BLOCS_P;2018;590813176;590005278;M1030;2;0;2;1;0
BLOCS_P;2018;590813176;590005278;M200H;2;8;4.13;1;0
BLOCS_P;2018;590813176;590005278;N2200;8;2;9.6;1;0
BLOCS_P;2018;590813176;590005278;N4160;1;0;1;1;0
BLOCS_P;2018;590813382;590000386;M1030;5;;5;;
