,IRIS1,IRIS2,TIME
13688,60270102,60882202,21.983334
27011,60330103,60882202,26.483334
53468,60881705,60882202,2.4833333
56132,60882101,60882202,9.683333
48586,60881308,60882202,23.183332
51497,60881602,60882202,6.2833333
65956,60883003,60882202,11.683333
66578,60883102,60882202,15.833333
15974,60270109,60882202,18.716667
3124,61500000,60882202,24.683332
58223,60882303,60882202,4.95
78388,61590103,60882202,20.616667
48412,60881307,60882202,16.516666
55398,60881903,60882202,9.9
38725,60880501,60882202,10.583333
57990,60882302,60882202,4.133333
41212,60880603,60882202,10.9
5830,60040101,60882202,24.2
63837,60882902,60882202,15.516666
44582,60881005,60882202,14.2
55872,60882002,60882202,7.8333335
6154,60040102,60882202,26.533333
26779,60330102,60882202,28.033333
60547,60882603,60882202,8.016666
73613,61490101,60882202,21.25
67692,60883402,60882202,13.45
35169,60880102,60882202,11.4
60301,60882602,60882202,10.933333
44143,60881003,60882202,12.65
35573,60880201,60882202,6.3333335
72528,61230108,60882202,21.866667
58447,60882304,60882202,3.45
17050,60270113,60882202,20.766666
52609,60881701,60882202,5.733333
43712,60881001,60882202,10.6
67024,60883202,60882202,16.016666
37313,60880303,60882202,10.7
46336,60881202,60882202,15.266666
70286,61230101,60882202,17.15
40507,60880509,60882202,14.566667
54446,60881804,60882202,6.0666666
65368,60883001,60882202,13.716666
42802,60880902,60882202,17.65
36854,60880301,60882202,9.466666
59345,60882502,60882202,7.6833334
70935,61230103,60882202,16.916666
27595,60440101,60882202,27.283333
9823,60040117,60882202,28.966667
38116,60880402,60882202,12.566667
61342,60882703,60882202,10.55
36422,60880205,60882202,10.266666
66244,60883101,60882202,17.783333
50586,60881504,60882202,8.816667
39831,60880506,60882202,13.516666
72832,61230109,60882202,20.3
36204,60880204,60882202,9.3
45312,60881103,60882202,12.616667
52186,60881605,60882202,5.7833333
57329,60882202,60882202,0.0
6596,60040104,60882202,25.15
4899,61280000,60882202,28.95
68114,60883501,60882202,19.75
37535,60880304,60882202,10.533334
57112,60882201,60882202,7.1833334
49022,60881401,60882202,11.033334
5445,61470000,60882202,28.633333
14669,60270105,60882202,23.15
68711,60883701,60882202,19.466667
42563,60880901,60882202,16.4
59115,60882501,60882202,10.35
36627,60880206,60882202,9.833333
14334,60270104,60882202,23.3
16778,60270112,60882202,26.533333
54929,60881901,60882202,7.0666666
45560,60881104,60882202,12.85
62395,60882802,60882202,12.766666
673,60190000,60882202,28.466667
57541,60882203,60882202,3.8166666
51733,60881603,60882202,9.016666
53942,60881802,60882202,7.0833335
58882,60882402,60882202,4.8166666
79975,61610105,60882202,20.466667
37753,60880305,60882202,11.466666
408,60110000,60882202,23.333334
28055,60440103,60882202,29.2
47979,60881305,60882202,13.45
61577,60882704,60882202,15.033334
13041,60180103,60882202,28.2
49680,60881404,60882202,11.533334
70599,61230102,60882202,16.616667
964,60310000,60882202,19.55
7952,60040109,60882202,27.1
65663,60883002,60882202,11.233334
73097,61230110,60882202,23.266666
42136,60880702,60882202,19.116667
37935,60880401,60882202,17.466667
43027,60880903,60882202,18.3
62941,60882804,60882202,12.316667
47727,60881304,60882202,14.2
17904,60270116,60882202,19.95
66809,60883201,60882202,17.883333
50808,60881505,60882202,9.366667
51963,60881604,60882202,7.7
63187,60882805,60882202,15.516666
41906,60880701,60882202,16.683332
57764,60882301,60882202,3.8666666
67258,60883301,60882202,26.166666
34976,60880101,60882202,10.95
73803,61490102,60882202,23.65
45064,60881102,60882202,10.7
78968,61610102,60882202,24.516666
17591,60270115,60882202,25.45
62108,60882801,60882202,10.816667
47261,60881302,60882202,11.383333
42331,60880801,60882202,18.8
77590,61570105,60882202,27.483334
53690,60881801,60882202,6.4166665
78669,61610101,60882202,26.633333
41678,60880605,60882202,12.383333
35985,60880203,60882202,9.533334
46573,60881203,60882202,16.95
39606,60880505,60882202,12.283334
64784,60882905,60882202,11.483334
18235,60270117,60882202,23.4
48196,60881306,60882202,13.15
61086,60882702,60882202,10.133333
1717,60460000,60882202,24.433332
56652,60882103,60882202,10.883333
1984,60540000,60882202,19.616667
49467,60881403,60882202,12.116667
78215,61590102,60882202,18.533333
50357,60881503,60882202,7.1
59830,60882504,60882202,5.8
8870,60040113,60882202,29.816668
4143,61140000,60882202,16.566668
38303,60880403,60882202,14.166667
40048,60880507,60882202,13.166667
58662,60882401,60882202,6.1
40980,60880602,60882202,8.95
16556,60270111,60882202,23.866667
59589,60882503,60882202,8.283334
56891,60882104,60882202,12.333333
74002,61490103,60882202,21.683332
55171,60881902,60882202,8.916667
15349,60270107,60882202,23.8
43266,60880904,60882202,17.8
75209,61550101,60882202,28.2
65062,60882906,60882202,14.516666
71912,61230106,60882202,18.066668
80295,61610106,60882202,25.166666
52395,60881606,60882202,11.033334
73385,61230111,60882202,20.766666
44366,60881004,60882202,10.566667
35170,60880102,60882203,8.9
7149,60040106,60882203,27.05
43713,60881001,60882203,8.866667
61087,60882702,60882203,9.583333
61578,60882704,60882203,14.5
60813,60882701,60882203,10.8
37088,60880302,60882203,7.5833335
55399,60881903,60882203,9.85
6155,60040102,60882203,25.983334
63188,60882805,60882203,14.983334
72529,61230108,60882203,21.333334
9547,60040116,60882203,27.483334
44367,60881004,60882203,8.833333
72833,61230109,60882203,19.766666
53943,60881802,60882203,5.35
28056,60440103,60882203,28.65
1718,60460000,60882203,23.9
55624,60882001,60882203,10.383333
8871,60040113,60882203,29.283333
40738,60880601,60882203,7.6666665
54930,60881901,60882203,7.5
68925,60883801,60882203,17.333334
40508,60880509,60882203,13.233334
965,60310000,60882203,18.1
27596,60440101,60882203,26.75
49912,60881501,60882203,4.3
4500,61210000,60882203,21.583334
80296,61610106,60882203,24.633333
34977,60880101,60882203,8.45
37314,60880303,60882203,8.733334
63506,60882901,60882203,14.15
68712,60883701,60882203,18.8
61343,60882703,60882203,10.0
58448,60882304,60882203,6.4
55172,60881902,60882203,9.35
49681,60881404,60882203,12.45
78389,61590103,60882203,18.65
66245,60883101,60882203,17.25
78969,61610102,60882203,23.966667
39388,60880504,60882203,10.483334
28239,60480101,60882203,27.3
53691,60881801,60882203,4.6833334
49023,60881401,60882203,10.916667
53469,60881705,60882203,1.5666667
62942,60882804,60882203,11.783334
73614,61490101,60882203,19.783333
15350,60270107,60882203,23.266666
39607,60880505,60882203,10.95
48799,60881309,60882203,13.133333
68115,60883501,60882203,19.2
46805,60881204,60882203,19.016666
44583,60881005,60882203,12.466666
79634,61610104,60882203,19.7
45786,60881105,60882203,15.933333
41907,60880701,60882203,14.983334
4900,61280000,60882203,28.4
52187,60881605,60882203,5.5666666
45313,60881103,60882203,12.483334
36205,60880204,60882203,7.3333335
50587,60881504,60882203,8.683333
17592,60270115,60882203,24.916666
47980,60881305,60882203,13.316667
57765,60882301,60882203,6.733333
1146,60320000,60882203,29.433332
71913,61230106,60882203,17.516666
75210,61550101,60882203,27.65
74003,61490103,60882203,20.233334
59590,60882503,60882203,7.733333
56892,60882104,60882203,11.783334
65063,60882906,60882203,13.983334
43267,60880904,60882203,16.35
18236,60270117,60882203,22.866667
64785,60882905,60882203,10.95
46574,60881203,60882203,16.833334
35986,60880203,60882203,7.5666666
41679,60880605,60882203,10.933333
78670,61610101,60882203,26.1
57113,60882201,60882203,6.633333
77591,61570105,60882203,26.95
58663,60882401,60882203,7.5333333
45065,60881102,60882203,10.583333
67259,60883301,60882203,25.616667
38304,60880403,60882203,12.2
16557,60270111,60882203,23.333334
52396,60881606,60882203,10.9
42332,60880801,60882203,17.466667
48197,60881306,60882203,13.016666
5446,61470000,60882203,27.166666
36423,60880205,60882203,8.3
37754,60880305,60882203,9.5
79976,61610105,60882203,19.916666
58883,60882402,60882203,6.25
51734,60881603,60882203,7.75
57542,60882203,60882203,0.0
45561,60881104,60882203,12.716666
16779,60270112,60882203,26.0
66810,60883201,60882203,17.35
36628,60880206,60882203,7.8
674,60190000,60882203,27.0
42137,60880702,60882203,17.65
50809,60881505,60882203,9.233334
17905,60270116,60882203,19.4
47728,60881304,60882203,14.066667
51964,60881604,60882203,5.9666667
37936,60880401,60882203,15.5
65664,60883002,60882203,10.7
38117,60880402,60882203,10.533334
70936,61230103,60882203,16.366667
9824,60040117,60882203,28.433332
59346,60882502,60882203,8.95
36855,60880301,60882203,7.5
65369,60883001,60882203,13.166667
11040,60040122,60882203,29.983334
70287,61230101,60882203,16.616667
42803,60880902,60882203,16.2
67025,60883202,60882203,15.466666
57330,60882202,60882203,5.383333
59116,60882501,60882203,11.166667
43028,60880903,60882203,16.85
70600,61230102,60882203,16.083334
46337,60881202,60882203,15.133333
40981,60880602,60882203,7.6666665
56653,60882103,60882203,10.333333
50358,60881503,60882203,6.9666667
51498,60881602,60882203,6.15
56133,60882101,60882203,9.133333
51036,60881506,60882203,8.45
50136,60881502,60882203,6.25
13360,60270101,60882203,20.85
53039,60881703,60882203,4.25
44821,60881101,60882203,10.1
64176,60882903,60882203,16.416666
43495,60880905,60882203,17.533333
13689,60270102,60882203,21.45
27012,60330103,60882203,25.95
72230,61230107,60882203,18.683332
79293,61610103,60882203,21.65
74190,61490104,60882203,24.316668
38952,60880502,60882203,9.066667
14025,60270103,60882203,18.833334
71249,61230104,60882203,18.216667
67903,60883403,60882203,14.283334
15667,60270108,60882203,22.333334
39173,60880503,60882203,11.283334
46060,60881201,60882203,14.266666
17330,60270114,60882203,24.533333
27201,60330104,60882203,29.9
35574,60880201,60882203,4.366667
53255,60881704,60882203,2.6833334
66579,60883102,60882203,15.3
57991,60882302,60882203,7.116667
60548,60882603,60882203,7.483333
63838,60882902,60882203,14.983334
55873,60882002,60882203,7.1666665
48587,60881308,60882203,24.116667
35354,60880103,60882203,11.683333
52610,60881701,60882203,3.7
60302,60882602,60882203,10.883333
26780,60330102,60882203,27.5
59831,60882504,60882203,8.316667
4144,61140000,60882203,15.1
37536,60880304,60882203,8.566667
73386,61230111,60882203,20.216667
16284,60270110,60882203,22.316668
38506,60880404,60882203,11.783334
17051,60270113,60882203,20.216667
138,60060000,60882203,28.483334
2389,60600000,60882203,21.366667
47035,60881301,60882203,12.666667
2207,60590000,60882203,21.1
35781,60880202,60882203,8.95
41442,60880604,60882203,13.233334
26556,60330101,60882203,25.35
67475,60883401,60882203,14.933333
60076,60882601,60882203,9.133333
56396,60882102,60882203,9.116667
5831,60040101,60882203,23.65
41213,60880603,60882203,9.45
38726,60880501,60882203,9.25
65957,60883003,60882203,11.133333
48413,60881307,60882203,16.4
409,60110000,60882203,21.366667
67693,60883402,60882203,12.916667
3125,61500000,60882203,23.216667
47475,60881303,60882203,13.05
71588,61230105,60882203,16.116667
52822,60881702,60882203,3.9833333
10346,60040119,60882203,27.433332
7415,60040107,60882203,28.666666
64488,60882904,60882203,12.433333
15975,60270109,60882203,18.183332
14335,60270104,60882203,22.766666
8650,60040112,60882203,29.816668
54195,60881803,60882203,6.5
49468,60881403,60882203,11.983334
6597,60040104,60882203,24.6
12147,60120103,60882203,28.783333
61815,60882705,60882203,12.716666
40275,60880508,60882203,12.916667
1985,60540000,60882203,18.15
68513,60883602,60882203,13.15
14670,60270105,60882203,22.6
80622,61610107,60882203,22.55
62680,60882803,60882203,12.6
73098,61230110,60882203,22.716667
6870,60040105,60882203,29.083334
62396,60882802,60882203,12.233334
68308,60883601,60882203,16.1
42564,60880901,60882203,14.95
51256,60881601,60882203,4.1
54447,60881804,60882203,7.1666665
78044,61590101,60882203,14.233334
49250,60881402,60882203,9.666667
7953,60040109,60882203,26.566668
73804,61490102,60882203,22.2
27850,60440102,60882203,26.116667
13042,60180103,60882203,27.666666
39832,60880506,60882203,12.183333
47262,60881302,60882203,11.25
54683,60881805,60882203,10.1
78216,61590102,60882203,17.166666
43922,60881002,60882203,10.7
15010,60270106,60882203,21.95
62109,60882801,60882203,10.266666
58224,60882303,60882203,6.766667
40049,60880507,60882203,11.833333
44144,60881003,60882203,10.916667
35171,60880102,60882301,10.733334
3126,61500000,60882301,26.983334
8872,60040113,60882301,29.85
71589,61230105,60882301,16.7
45787,60881105,60882301,18.016666
39389,60880504,60882301,13.9
47476,60881303,60882301,12.55
40982,60880602,60882301,11.083333
72834,61230109,60882301,20.333334
44584,60881005,60882301,15.883333
57331,60882202,60882301,4.2833333
45314,60881103,60882301,14.983334
15976,60270109,60882301,19.566668
67026,60883202,60882301,15.066667
66246,60883101,60882301,19.166666
2390,60600000,60882301,24.783333
48414,60881307,60882301,16.55
63189,60882805,60882301,16.166666
59117,60882501,60882301,7.0833335
62110,60882801,60882301,9.416667
68926,60883801,60882301,19.816668
67694,60883402,60882301,12.5
45066,60881102,60882301,13.15
17593,60270115,60882301,25.5
26781,60330102,60882301,28.066668
16558,60270111,60882301,24.716667
37937,60880401,60882301,18.85
38507,60880404,60882301,15.183333
5832,60040101,60882301,24.233334
40739,60880601,60882301,11.083333
15011,60270106,60882301,22.516666
27597,60440101,60882301,27.316668
46575,60881203,60882301,16.983334
68514,60883602,60882301,12.666667
52397,60881606,60882301,13.4
41214,60880603,60882301,12.85
65665,60883002,60882301,11.266666
43714,60881001,60882301,12.283334
60549,60882603,60882301,7.4666667
17052,60270113,60882301,21.6
139,60060000,60882301,29.0
70601,61230102,60882301,17.466667
38727,60880501,60882301,12.65
43029,60880903,60882301,20.25
36206,60880204,60882301,10.733334
57992,60882302,60882301,2.9833333
65958,60883003,60882301,11.65
60814,60882701,60882301,9.116667
61344,60882703,60882301,9.65
50588,60881504,60882301,8.966666
62681,60882803,60882301,11.516666
46338,60881202,60882301,15.633333
58225,60882303,60882301,3.7833333
1986,60540000,60882301,21.566668
59347,60882502,60882301,3.8333333
10347,60040119,60882301,28.0
6156,60040102,60882301,26.566668
61816,60882705,60882301,11.883333
7416,60040107,60882301,29.25
41908,60880701,60882301,18.4
47036,60881301,60882301,12.016666
64489,60882904,60882301,13.0
57114,60882201,60882301,4.5833335
56397,60882102,60882301,8.7
53692,60881801,60882301,8.083333
9825,60040117,60882301,29.0
70937,61230103,60882301,16.783333
42565,60880901,60882301,18.35
48198,60881306,60882301,12.366667
38118,60880402,60882301,13.8
17331,60270114,60882301,25.916666
41443,60880604,60882301,16.65
80297,61610106,60882301,25.2
26557,60330101,60882301,25.916666
36424,60880205,60882301,11.716666
38305,60880403,60882301,15.6
67476,60883401,60882301,14.533334
60077,60882601,60882301,7.75
73805,61490102,60882301,25.6
39174,60880503,60882301,14.683333
34978,60880101,60882301,7.9166665
18237,60270117,60882301,22.6
73387,61230111,60882301,20.633333
49024,60881401,60882301,10.566667
55173,60881902,60882301,8.316667
36856,60880301,60882301,10.916667
1719,60460000,60882301,23.483334
52823,60881702,60882301,7.383333
61088,60882702,60882301,10.55
68116,60883501,60882301,18.8
46806,60881204,60882301,19.166666
73615,61490101,60882301,23.2
60303,60882602,60882301,7.6833334
42804,60880902,60882301,19.616667
52188,60881605,60882301,8.033334
39833,60880506,60882301,15.583333
67904,60883403,60882301,13.883333
80623,61610107,60882301,23.133333
70288,61230101,60882301,16.35
79635,61610104,60882301,20.283333
64786,60882905,60882301,11.516666
35782,60880202,60882301,12.216666
65370,60883001,60882301,12.916667
66580,60883102,60882301,15.866667
44145,60881003,60882301,14.316667
44368,60881004,60882301,12.233334
39608,60880505,60882301,14.35
6598,60040104,60882301,25.183332
54448,60881804,60882301,6.0833335
15351,60270107,60882301,23.2
14671,60270105,60882301,23.183332
35355,60880103,60882301,11.9
4901,61280000,60882301,28.983334
6871,60040105,60882301,29.65
53256,60881704,60882301,5.75
2208,60590000,60882301,24.516666
40509,60880509,60882301,16.633333
7954,60040109,60882301,27.133333
58664,60882401,60882301,2.2333333
37089,60880302,60882301,11.0
13361,60270101,60882301,21.416666
63507,60882901,60882301,14.716666
77592,61570105,60882301,27.516666
44822,60881101,60882301,11.983334
79294,61610103,60882301,22.233334
78045,61590101,60882301,17.65
50359,60881503,60882301,9.466666
57543,60882203,60882301,3.4
74191,61490104,60882301,27.733334
61579,60882704,60882301,15.466666
53470,60881705,60882301,4.9666667
40276,60880508,60882301,16.316668
28057,60440103,60882301,29.233334
59591,60882503,60882301,5.766667
38953,60880502,60882301,12.466666
78217,61590102,60882301,20.433332
55400,60881903,60882301,9.283334
51965,60881604,60882301,9.366667
16780,60270112,60882301,27.383333
74004,61490103,60882301,23.633333
45562,60881104,60882301,15.283334
62397,60882802,60882301,14.166667
37537,60880304,60882301,11.966666
14026,60270103,60882301,19.416666
75211,61550101,60882301,28.233334
62943,60882804,60882301,12.966666
35987,60880203,60882301,10.966666
67260,60883301,60882301,26.766666
46061,60881201,60882301,16.1
59832,60882504,60882301,4.65
51735,60881603,60882301,11.15
54931,60881901,60882301,6.2166667
58449,60882304,60882301,3.5
49469,60881403,60882301,11.333333
14336,60270104,60882301,23.333334
43496,60880905,60882301,20.95
54684,60881805,60882301,9.116667
410,60110000,60882301,24.766666
13043,60180103,60882301,28.233334
966,60310000,60882301,21.5
37755,60880305,60882301,12.916667
27851,60440102,60882301,26.7
41680,60880605,60882301,14.333333
52611,60881701,60882301,7.1
65064,60882906,60882301,15.9
56893,60882104,60882301,11.383333
79977,61610105,60882301,20.5
64177,60882903,60882301,17.366667
49913,60881501,60882301,6.7166667
13690,60270102,60882301,22.033333
42333,60880801,60882301,20.866667
27013,60330103,60882301,26.516666
4501,61210000,60882301,26.233334
58884,60882402,60882301,0.95
78671,61610101,60882301,26.666666
72231,61230107,60882301,19.266666
78390,61590103,60882301,22.066668
53944,60881802,60882301,7.5333333
7150,60040106,60882301,27.633333
53040,60881703,60882301,7.25
73099,61230110,60882301,23.3
68309,60883601,60882301,15.616667
50137,60881502,60882301,8.75
15668,60270108,60882301,22.083334
47263,60881302,60882301,10.75
55874,60882002,60882301,6.6833334
47981,60881305,60882301,12.833333
51037,60881506,60882301,10.933333
48588,60881308,60882301,23.066668
36629,60880206,60882301,11.066667
57766,60882301,60882301,0.0
17906,60270116,60882301,19.4
68713,60883701,60882301,18.316668
43923,60881002,60882301,13.2
35575,60880201,60882301,7.7833333
40050,60880507,60882301,15.233334
16285,60270110,60882301,22.466667
54196,60881803,60882301,4.866667
49251,60881402,60882301,9.666667
9548,60040116,60882301,28.05
71914,61230106,60882301,17.933332
72530,61230108,60882301,21.183332
63839,60882902,60882301,15.55
49682,60881404,60882301,11.416667
56134,60882101,60882301,8.733334
50810,60881505,60882301,11.716666
56654,60882103,60882301,9.933333
43268,60880904,60882301,19.75
78970,61610102,60882301,24.55
4145,61140000,60882301,18.516666
37315,60880303,60882301,12.15
71250,61230104,60882301,18.666666
66811,60883201,60882301,16.15
48800,60881309,60882301,13.3
47729,60881304,60882301,13.566667
51257,60881601,60882301,7.5
42138,60880702,60882301,21.066668
55625,60882001,60882301,9.9
51499,60881602,60882301,9.216666
41909,60880701,60882302,18.133333
61817,60882705,60882302,13.0
4502,61210000,60882302,24.716667
57767,60882301,60882302,1.1333333
52612,60881701,60882302,6.8166666
43269,60880904,60882302,19.483334
15012,60270106,60882302,21.05
38508,60880404,60882302,14.566667
14672,60270105,60882302,21.7
73388,61230111,60882302,19.333334
78218,61590102,60882302,21.55
48199,60881306,60882302,9.383333
56894,60882104,60882302,10.9
7655,60040108,60882302,29.383333
55626,60882001,60882302,7.6666665
16559,60270111,60882302,22.433332
67477,60883401,60882302,14.05
68927,60883801,60882302,19.566668
967,60310000,60882302,21.233334
71915,61230106,60882302,16.633333
9101,60040114,60882302,29.766666
18238,60270117,60882302,23.733334
26558,60330101,60882302,24.45
47982,60881305,60882302,11.466666
10066,60040118,60882302,29.583334
41444,60880604,60882302,16.366667
57115,60882201,60882302,5.7166667
65065,60882906,60882302,13.083333
53693,60881801,60882302,7.8166666
40740,60880601,60882302,10.8
16286,60270110,60882302,21.416666
17594,60270115,60882302,24.016666
1720,60460000,60882302,23.0
7151,60040106,60882302,26.15
60815,60882701,60882302,10.25
43924,60881002,60882302,12.05
67905,60883403,60882302,13.4
74005,61490103,60882302,23.366667
4146,61140000,60882302,18.233334
52189,60881605,60882302,6.883333
69972,61050102,60882302,29.566668
55401,60881903,60882302,6.3
73616,61490101,60882302,22.916666
68515,60883602,60882302,11.2
37538,60880304,60882302,11.7
8873,60040113,60882302,28.383333
2391,60600000,60882302,24.183332
75212,61550101,60882302,26.766666
27377,60330105,60882302,29.266666
59833,60882504,60882302,3.1833334
45315,60881103,60882302,14.183333
140,60060000,60882302,26.45
62682,60882803,60882302,12.633333
44585,60881005,60882302,15.283334
2209,60590000,60882302,24.233334
6872,60040105,60882302,28.183332
59592,60882503,60882302,5.6666665
50589,60881504,60882302,8.333333
78391,61590103,60882302,21.783333
58450,60882304,60882302,1.8
4902,61280000,60882302,27.516666
78971,61610102,60882302,23.083334
39609,60880505,60882302,13.733334
37090,60880302,60882302,10.366667
43715,60881001,60882302,11.683333
45788,60881105,60882302,17.25
9549,60040116,60882302,26.583334
63508,60882901,60882302,13.25
17053,60270113,60882302,19.333334
52398,60881606,60882302,12.25
56655,60882103,60882302,9.45
35783,60880202,60882302,13.35
78046,61590101,60882302,17.366667
50360,60881503,60882302,8.316667
36207,60880204,60882302,10.466666
44146,60881003,60882302,13.716666
12587,60180101,60882302,29.183332
61089,60882702,60882302,8.7
79636,61610104,60882302,18.8
11041,60040122,60882302,29.083334
67261,60883301,60882302,24.733334
56135,60882101,60882302,8.25
49252,60881402,60882302,6.6833334
68714,60883701,60882302,15.75
75904,61550104,60882302,29.85
48801,60881309,60882302,10.316667
48589,60881308,60882302,20.083334
42139,60880702,60882302,20.783333
36630,60880206,60882302,12.183333
51038,60881506,60882302,10.166667
71251,61230104,60882302,17.316668
50138,60881502,60882302,7.6
66812,60883201,60882302,17.266666
72531,61230108,60882302,20.433332
62944,60882804,60882302,10.883333
14027,60270103,60882302,17.95
49683,60881404,60882302,8.433333
35988,60880203,60882302,10.7
51500,60881602,60882302,7.733333
55875,60882002,60882302,5.2166667
45067,60881102,60882302,12.0
15669,60270108,60882302,23.2
37938,60880401,60882302,19.966667
7955,60040109,60882302,25.666666
40510,60880509,60882302,16.016666
26782,60330102,60882302,26.6
67695,60883402,60882302,12.016666
37316,60880303,60882302,11.866667
8202,60040110,60882302,29.716667
51966,60881604,60882302,9.1
47730,60881304,60882302,12.033334
75468,61550102,60882302,29.233334
63840,60882902,60882302,14.083333
35576,60880201,60882302,7.5
17907,60270116,60882302,18.516666
40051,60880507,60882302,14.616667
60304,60882602,60882302,8.316667
62398,60882802,60882302,11.333333
45563,60881104,60882302,14.133333
76311,61550106,60882302,29.983334
78672,61610101,60882302,25.2
53945,60881802,60882302,6.05
58885,60882402,60882302,2.0666666
27014,60330103,60882302,25.05
13691,60270102,60882302,20.55
64178,60882903,60882302,15.516666
49914,60881501,60882302,5.6666665
53041,60881703,60882302,5.633333
54685,60881805,60882302,7.4166665
79978,61610105,60882302,19.033333
13044,60180103,60882302,26.766666
37756,60880305,60882302,12.633333
411,60110000,60882302,24.5
14337,60270104,60882302,21.866667
43497,60880905,60882302,20.666666
41681,60880605,60882302,14.066667
73100,61230110,60882302,21.833334
47264,60881302,60882302,9.6
46062,60881201,60882302,14.05
54932,60881901,60882302,3.4833333
16781,60270112,60882302,25.1
53471,60881705,60882302,4.7
38954,60880502,60882302,11.85
40277,60880508,60882302,15.7
28058,60440103,60882302,27.766666
61580,60882704,60882302,13.6
74192,61490104,60882302,27.45
57544,60882203,60882302,3.1166666
44823,60881101,60882302,10.833333
77593,61570105,60882302,26.05
79295,61610103,60882302,20.766666
27852,60440102,60882302,25.233334
77762,61570106,60882302,29.183332
13362,60270101,60882302,19.95
50811,60881505,60882302,10.966666
68310,60883601,60882302,13.05
51736,60881603,60882302,10.883333
27598,60440101,60882302,25.85
54197,60881803,60882302,3.7333333
5833,60040101,60882302,22.766666
10596,60040120,60882302,29.35
53257,60881704,60882302,5.65
36857,60880301,60882302,10.633333
46807,60881204,60882302,16.183332
54449,60881804,60882302,4.95
51258,60881601,60882302,7.2166667
15352,60270107,60882302,22.366667
44369,60881004,60882302,11.633333
6599,60040104,60882302,23.716667
39834,60880506,60882302,14.966666
66581,60883102,60882302,14.4
65371,60883001,60882302,14.033334
70289,61230101,60882302,17.483334
63190,60882805,60882302,14.083333
49470,60881403,60882302,8.35
80624,61610107,60882302,21.666666
40983,60880602,60882302,10.8
1987,60540000,60882302,21.283333
55174,60881902,60882302,5.3333335
42805,60880902,60882302,19.333334
10348,60040119,60882302,26.533333
27202,60330104,60882302,29.016666
39175,60880503,60882302,14.066667
34979,60880101,60882302,9.033334
60078,60882601,60882302,8.883333
70938,61230103,60882302,15.483334
17332,60270114,60882302,23.65
80298,61610106,60882302,23.733334
36425,60880205,60882302,11.433333
38306,60880403,60882302,15.333333
38119,60880402,60882302,14.916667
42566,60880901,60882302,18.083334
9826,60040117,60882302,27.533333
56398,60882102,60882302,8.216666
64490,60882904,60882302,11.533334
42334,60880801,60882302,20.25
7417,60040107,60882302,27.783333
47037,60881301,60882302,9.033334
6157,60040102,60882302,25.1
59348,60882502,60882302,4.9666667
68117,60883501,60882302,18.316668
46339,60881202,60882302,13.6
64787,60882905,60882302,10.05
35356,60880103,60882302,13.033334
72232,61230107,60882302,17.8
59118,60882501,60882302,7.7166667
61345,60882703,60882302,9.116667
48415,60881307,60882302,13.566667
35172,60880102,60882302,11.866667
65959,60883003,60882302,10.25
57993,60882302,60882302,0.0
43030,60880903,60882302,19.983334
38728,60880501,60882302,12.033334
70602,61230102,60882302,15.183333
62111,60882801,60882302,9.366667
60550,60882603,60882302,5.4
65666,60883002,60882302,9.8
41215,60880603,60882302,12.583333
46576,60881203,60882302,14.0
8651,60040112,60882302,28.916666
39390,60880504,60882302,13.283334
73806,61490102,60882302,25.333334
72835,61230109,60882302,18.866667
52824,60881702,60882302,7.1
58226,60882303,60882302,2.3166666
49025,60881401,60882302,8.383333
71590,61230105,60882302,15.216666
47477,60881303,60882302,11.4
15977,60270109,60882302,17.283333
67027,60883202,60882302,14.583333
58665,60882401,60882302,3.3666666
3127,61500000,60882302,24.95
57332,60882202,60882302,3.25
66247,60883101,60882302,16.35
46808,60881204,60882303,15.633333
64788,60882905,60882303,10.466666
42335,60880801,60882303,20.333334
18239,60270117,60882303,24.4
44586,60881005,60882303,15.5
35989,60880203,60882303,12.633333
67262,60883301,60882303,25.15
39391,60880504,60882303,13.366667
47265,60881302,60882303,9.05
73617,61490101,60882303,22.783333
1988,60540000,60882303,21.15
1721,60460000,60882303,23.416666
78219,61590102,60882303,22.783333
56656,60882103,60882303,9.866667
35173,60880102,60882303,13.1
52613,60881701,60882303,8.083333
51501,60881602,60882303,7.8166666
55876,60882002,60882303,5.4166665
35577,60880201,60882303,9.45
60305,60882602,60882303,8.7
67696,60883402,60882303,12.433333
26783,60330102,60882303,27.016666
80625,61610107,60882303,22.083334
3128,61500000,60882303,24.4
38729,60880501,60882303,12.116667
54198,60881803,60882303,3.8333333
60551,60882603,60882303,6.2
41216,60880603,60882303,12.433333
65960,60883003,60882303,10.65
48416,60881307,60882303,13.016666
72233,61230107,60882303,18.2
57994,60882302,60882303,2.75
15978,60270109,60882303,17.7
47478,60881303,60882303,10.85
71591,61230105,60882303,15.633333
5834,60040101,60882303,23.183332
49253,60881402,60882303,6.133333
56136,60882101,60882303,8.65
63841,60882902,60882303,14.5
8652,60040112,60882303,29.333334
13045,60180103,60882303,27.183332
54686,60881805,60882303,6.866667
64179,60882903,60882303,15.933333
13692,60270102,60882303,20.966667
27015,60330103,60882303,25.466667
53042,60881703,60882303,5.3
46063,60881201,60882303,13.5
13363,60270101,60882303,20.366667
52825,60881702,60882303,9.05
79296,61610103,60882303,21.183332
38955,60880502,60882303,11.933333
44824,60881101,60882303,10.283334
40278,60880508,60882303,15.783334
14028,60270103,60882303,18.366667
51039,60881506,60882303,9.616667
68311,60883601,60882303,12.5
