;CALVEZ;CHRISTIAN;;;;;14400;BAYEUX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;TOUATI JEAN;PAUL;;;;;13008;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;RIND MARIE;CHRISTINE;;;;;11000;CARCASSONNE;;60;;;c2;;;;;;28;35;;;;;;;;;;;;
;BOUVET;ELISABETH;;;;;14000;CAEN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;MANSUETI;PATRICK;;;;;6250;MOUGINS;;60;;;c2;;;;;;28;49;;;;;;;;;;;;
;BENVENISTE;ISABELLE;;;;;13009;MARSEILLE;;60;;;c2;;;;;;37;39;;;;;;;;;;;;
;SANCHEZ;JOAQUIN;;;;;12100;MILLAU;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;QUESNEY;ALAIN;;;;;14000;CAEN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;AZERAD;PIERRE;;;;;6400;CANNES;;60;;;c2;;;;;;45;50;;;;;;;;;;;;
;CABELGUEN;CORINNE;;;;;13100;AIX EN PROVENCE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;ARTIERES;ERIC;;;;;12100;MILLAU;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;GALANTI;FRANCOIS;;;;;11100;NARBONNE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;LEROY;CHLOE;;;;;14052;CAEN CEDEX 4;;60;;;c2;;;;;;23;40;;;;;;;;;;;;
;CHAUVET;BERNADETTE;;;;;13300;SALON DE PROVENCE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;PICON;MARIANNE;;;;;6000;NICE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;RICARD HIBERT MARIE;CHRISTINE;;;;;11000;CARCASSONNE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;CHAMI;WALID;;;;;14700;FALAISE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;GUINOUN;LEILA;;;;;13013;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DENIS;ALAIN;;;;;14000;CAEN;;60;;;c2;;;;;;38;50;;;;;;;;;;;;
;PONROUCH PAUL;SERGE;;;;;11100;NARBONNE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;MAS JEAN;CHRISTOPHE;;;;;6600;ANTIBES;;60;;;c2;;;;;;40;50;;;;;;;;;;;;
;GUTZEIT;HANS;;;;;13100;AIX EN PROVENCE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;RENAUD PARRET;PATRICIA;;;;;15100;ST FLOUR;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;BRINTET;ISABELLE;;;;;14052;CAEN CEDEX 4;;60;;;c2;;;;;;23;40;;;;;;;;;;;;
;BELAICH PEREZ;HELENE;;;;;13012;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;SINEY;SYLVIE;;;;;14100;LISIEUX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;HAMZAOUI;ISABELLE;;;;;15000;AURILLAC;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;VENTAJA D OLLONNE;MICHELE;;;;;6110;LE CANNET;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;ANFOSSI;NICOLE;;;;;13013;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;LACROIX BARBERY;ISABELLE;;;;;14100;LISIEUX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;REYNAUD;MARYSE;;;;;13008;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DELALANDRE;ERIC;;;;;6110;LE CANNET;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;EL HACHEM;CHARLES;;;;;14100;LISIEUX;;60;;;c2;;;;;;42;47;;;;;;;;;;;;
;AVENEL;SANDRINE;;;;;16100;CHATEAUBERNARD;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;COUDY;CAROLINE;;;;;13006;MARSEILLE;;60;;;c2;;;;;;23;45;;;;;;;;;;;;
;GAUTHIER;REGINE;;;;;6110;LE CANNET;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;GUILLOT;MARCEL;;;;;14107;LISIEUX CEDEX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;VIGREUX JEAN;CHRISTOPHE;;;;;13540;PUYRICARD;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;ALTERKAOUI MOHAMED;JAMAL;;;;;14200;HEROUVILLE ST CLAIR;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;BENOIT;MARTINE;;;;;17000;LA ROCHELLE;;60;;;c2;;;;;;23;31;;;;;;;;;;;;
;BERTRAND ANNE;MARIE;;;;;6700;ST LAURENT DU VAR;;60;;;c2;;;;;;43;45;;;;;;;;;;;;
;PROMPT;ISABELLE;;;;;16025;ANGOULEME CEDEX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;COTTA;LAURE;;;;;13420;GEMENOS;;60;;;c2;;;;;;;;;;;;;;;;;;;
;HARCHAOUI;SAMIR;;;;;14107;LISIEUX CEDEX;;60;;;c2;;;;;;;;;;;;;;;;;;;
;LE GAL;ALAIN;;;;;17100;SAINTES;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;MAURIN JEAN;LUC;;;;;13001;MARSEILLE;;60;;;c2;;;;;;26;50;;;;;;;;;;;;
;WADOUX;PATRICK;;;;;16108;COGNAC CEDEX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;NIMUBONA;LAURENT;;;;;14000;CAEN;;60;;;c2;;;;;;;;;;;;;;;;;;;
;PEYRADE;CATHERINE;;;;;6210;MANDELIEU LA NAPOULE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;ROBERT JEAN;MARC;;;;;17300;ROCHEFORT;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;GALTIER;MARTINE;;;;;13700;MARIGNANE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DE SCHREVEL;GAETAN;;;;;14000;CAEN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;TESSIER;BENEDICTE;;;;;16025;ANGOULEME CEDEX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;HERITIER FASSEUR;BRIGITTE;;;;;17000;LA ROCHELLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;ARMENGAUD;FREDERIC;;;;;6300;NICE;;60;;;c2;;;;;;23;83;;;;;;;;;;;;
;GIRAUD ESCOFFIER;PATRICIA;;;;;13009;MARSEILLE;;60;;;c2;;;;;;26;48;;;;;;;;;;;;
;SOULARD;DIDIER;;;;;14280;ST CONTEST;;60;;;c2;;;;;;31;45;;;;;;;;;;;;
;LEVY;GERARD;;;;;16000;ANGOULEME;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;GENAUDEAU;JACK;;;;;17000;LA ROCHELLE;;60;;;c2;;;;;;23;33;;;;;;;;;;;;
;ORDIONI JEAN;LOUIS;;;;;13400;AUBAGNE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;REMEDIANI;CARINE;;;;;6240;BEAUSOLEIL;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;CHABERT;YVES;;;;;14400;BAYEUX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DAVID HENRIAU;LAURENT;;;;;17000;LA ROCHELLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;VINTILA;FRANCISCA;;;;;13012;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;TOURNADE;GWENAEL;;;;;14000;CAEN;;60;;;c2;;;;;;50;55;;;;;;;;;;;;
;ANJOT MARIE;NOELLE;;;;;6000;NICE;;60;;;c2;;;;;;23;50;;;;;;;;;;;;
;RAZAFINARIVO SCHOREISZ;SAHOLY;;;;;16340;ISLE D ESPAGNAC;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;WARDI;YOUSSEF;;;;;17100;SAINTES;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;AGABRIEL PARENT;CHANTAL;;;;;13001;MARSEILLE;;60;;;c2;;;;;;25;45;;;;;;;;;;;;
;GOLKAR;ALI;;;;;6200;NICE;;60;;;c2;;;;;;23;73;;;;;;;;;;;;
;BOULANGER EL ABBADI;SOPHIE;;;;;14000;CAEN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DURANTEL;BRIGITTE;;;;;17200;ROYAN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;GIRAUD GIES;MARTINE;;;;;6700;ST LAURENT DU VAR;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;REYNARD;FRANCOIS;;;;;13007;MARSEILLE;;60;;;c2;;;;;;28;40;;;;;;;;;;;;
;HOUNGBEDJI;BRIGITTE;;;;;14000;CAEN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;HUBERT;SERGE;;;;;17100;SAINTES;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;TERRISSE;ALAIN;;;;;6210;MANDELIEU LA NAPOULE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;VALLEE;DOMINIQUE;;;;;13009;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;LE GOURRIEREC;ALAIN;;;;;18100;VIERZON;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;LEGER MEYNIER;ISABELLE;;;;;6100;NICE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;PHILIPPE;FLORENCE;;;;;13320;BOUC BEL AIR;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;BARDOL;JEAN;;;;;17400;ST JEAN D ANGELY;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;VILLERETTE;CHRISTINE;;;;;18230;ST DOULCHARD;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;VELIN;PATRICK;;;;;6200;NICE;;60;;;c2;;;;;;23;73;;;;;;;;;;;;
;DENIS;ANTOINE;;;;;14000;CAEN;;60;;;c2;;;;;;37;42;;;;;;;;;;;;
;CESSANS;CHRISTINE;;;;;17137;NIEUL SUR MER;;60;;;c2;;;;;;33;38;;;;;;;;;;;;
;DUCROZ;ELIZABETH;;;;;18000;BOURGES;;60;;;c2;;;;;;30;35;;;;;;;;;;;;
;PESSO JEAN;LOUIS;;;;;6500;MENTON;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DUMITRESCU;MIRELA;;;;;18230;ST DOULCHARD;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DUCHENE;SYLVAIN;;;;;17000;LA ROCHELLE;;60;;;c2;;;;;;23;35;;;;;;;;;;;;
;ZAAROUR;ZAKHIA;;;;;6130;GRASSE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
