origin_id,destination_id,origin_city,destination_city,latitude,longitude,distance,duration
190010000,191050000,Affieux (commune non irisée),Lanteuil (commune non irisée),45.517646,1.76851499999998,70545.5,3823.4
190010000,191060000,Affieux (commune non irisée),Lapleau (commune non irisée),45.517646,1.76851499999998,51826.4,3493.2
190010000,191070000,Affieux (commune non irisée),Larche (commune non irisée),45.517646,1.76851499999998,66372.9,3539.8
190010000,191080000,Affieux (commune non irisée),Laroche-près-Feyt (commune non irisée),45.517646,1.76851499999998,97136.0,5713.8
190010000,191090000,Affieux (commune non irisée),Lascaux (commune non irisée),45.517646,1.76851499999998,53781.7,3772.5
190010000,191100000,Affieux (commune non irisée),Latronche (commune non irisée),45.517646,1.76851499999998,64658.2,4416.8
190010000,191110000,Affieux (commune non irisée),Laval-sur-Luzège (commune non irisée),45.517646,1.76851499999998,58949.2,4169.2
190010000,190480000,Affieux (commune non irisée),Le Chastang (commune non irisée),45.517646,1.76851499999998,51754.3,3444.5
190010000,191180000,Affieux (commune non irisée),Le Lonzac (commune non irisée),45.517646,1.76851499999998,9077.7,709.4
190010000,191630000,Affieux (commune non irisée),Le Pescher (commune non irisée),45.517646,1.76851499999998,67195.9,4378.0
190010000,190740000,Affieux (commune non irisée),L'Église-aux-Bois (commune non irisée),45.517646,1.76851499999998,21934.7,1498.5
190010000,190090000,Affieux (commune non irisée),Les Angles-sur-Corrèze (commune non irisée),45.517646,1.76851499999998,36344.2,2562.6
190010000,191120000,Affieux (commune non irisée),Lestards (commune non irisée),45.517646,1.76851499999998,16660.8,1175.0
190010000,191130000,Affieux (commune non irisée),Liginiac (commune non irisée),45.517646,1.76851499999998,78539.7,4701.0
190010000,191140000,Affieux (commune non irisée),Lignareix (commune non irisée),45.517646,1.76851499999998,62326.6,4146.3
190010000,191150000,Affieux (commune non irisée),Ligneyrac (commune non irisée),45.517646,1.76851499999998,82226.7,4513.3
190010000,191160000,Affieux (commune non irisée),Liourdres (commune non irisée),45.517646,1.76851499999998,75388.3,5158.9
190010000,191170000,Affieux (commune non irisée),Lissac-sur-Couze (commune non irisée),45.517646,1.76851499999998,66868.3,3662.5
190010000,191190000,Affieux (commune non irisée),Lostanges (commune non irisée),45.517646,1.76851499999998,65793.2,4223.0
190010000,191200000,Affieux (commune non irisée),Louignac (commune non irisée),45.517646,1.76851499999998,81605.4,4676.7
190010000,191210000,Affieux (commune non irisée),Lubersac (commune non irisée),45.517646,1.76851499999998,41479.5,2795.1
190010000,191220000,Affieux (commune non irisée),Madranges (commune non irisée),45.517646,1.76851499999998,6878.8,593.5
190010000,191230101,Affieux (commune non irisée),Centre,45.517646,1.76851499999998,61539.4,3372.5
190010000,191230102,Affieux (commune non irisée),Nord,45.517646,1.76851499999998,60046.9,3318.2
190010000,191230201,Affieux (commune non irisée),Venarsal,45.517646,1.76851499999998,49376.7,3577.3
190010000,191230103,Affieux (commune non irisée),Sud,45.517646,1.76851499999998,63920.3,3461.9
190010000,191240000,Affieux (commune non irisée),Mansac (commune non irisée),45.517646,1.76851499999998,69183.0,3678.3
190010000,191250000,Affieux (commune non irisée),Marcillac-la-Croisille (commune non irisée),45.517646,1.76851499999998,46980.3,3341.3
190010000,191260000,Affieux (commune non irisée),Marcillac-la-Croze (commune non irisée),45.517646,1.76851499999998,70723.2,4514.7
190010000,191280000,Affieux (commune non irisée),Margerides (commune non irisée),45.517646,1.76851499999998,78013.1,4524.8
190010000,191290000,Affieux (commune non irisée),Masseret (commune non irisée),45.517646,1.76851499999998,29841.4,2102.6
190010000,191300000,Affieux (commune non irisée),Maussac (commune non irisée),45.517646,1.76851499999998,49103.3,3229.1
190010000,191310000,Affieux (commune non irisée),Meilhards (commune non irisée),45.517646,1.76851499999998,17602.8,1248.5
190010000,191320000,Affieux (commune non irisée),Ménoire (commune non irisée),45.517646,1.76851499999998,61401.2,3994.1
190010000,191330000,Affieux (commune non irisée),Mercœur (commune non irisée),45.517646,1.76851499999998,77717.5,5065.2
190010000,191340000,Affieux (commune non irisée),Merlines (commune non irisée),45.517646,1.76851499999998,87820.4,4575.0
190010000,191350000,Affieux (commune non irisée),Mestes (commune non irisée),45.517646,1.76851499999998,68376.9,3942.6
190010000,191360000,Affieux (commune non irisée),Meymac (commune non irisée),45.517646,1.76851499999998,45754.7,2881.5
190010000,191370000,Affieux (commune non irisée),Meyrignac-l'Église (commune non irisée),45.517646,1.76851499999998,20608.2,1502.6
190010000,191380000,Affieux (commune non irisée),Meyssac (commune non irisée),45.517646,1.76851499999998,83640.1,4541.5
190010000,191390000,Affieux (commune non irisée),Millevaches (commune non irisée),45.517646,1.76851499999998,38992.3,2690.1
190010000,191400000,Affieux (commune non irisée),Monceaux-sur-Dordogne (commune non irisée),45.517646,1.76851499999998,71342.2,4673.8
