YEAR,CODGEO,LIBGEO,SEXE1_AGED100000,SEXE1_AGED100001,SEXE1_AGED100002,SEXE1_AGED100003,SEXE1_AGED100004,SEXE1_AGED100005,SEXE1_AGED100006,SEXE1_AGED100007,SEXE1_AGED100008,SEXE1_AGED100009,SEXE1_AGED100010,SEXE1_AGED100011,SEXE1_AGED100012,SEXE1_AGED100013,SEXE1_AGED100014,SEXE1_AGED100015,SEXE1_AGED100016,SEXE1_AGED100017,SEXE1_AGED100018,SEXE1_AGED100019,SEXE1_AGED100020,SEXE1_AGED100021,SEXE1_AGED100022,SEXE1_AGED100023,SEXE1_AGED100024,SEXE1_AGED100025,SEXE1_AGED100026,SEXE1_AGED100027,SEXE1_AGED100028,SEXE1_AGED100029,SEXE1_AGED100030,SEXE1_AGED100031,SEXE1_AGED100032,SEXE1_AGED100033,SEXE1_AGED100034,SEXE1_AGED100035,SEXE1_AGED100036,SEXE1_AGED100037,SEXE1_AGED100038,SEXE1_AGED100039,SEXE1_AGED100040,SEXE1_AGED100041,SEXE1_AGED100042,SEXE1_AGED100043,SEXE1_AGED100044,SEXE1_AGED100045,SEXE1_AGED100046,SEXE1_AGED100047,SEXE1_AGED100048,SEXE1_AGED100049,SEXE1_AGED100050,SEXE1_AGED100051,SEXE1_AGED100052,SEXE1_AGED100053,SEXE1_AGED100054,SEXE1_AGED100055,SEXE1_AGED100056,SEXE1_AGED100057,SEXE1_AGED100058,SEXE1_AGED100059,SEXE1_AGED100060,SEXE1_AGED100061,SEXE1_AGED100062,SEXE1_AGED100063,SEXE1_AGED100064,SEXE1_AGED100065,SEXE1_AGED100066,SEXE1_AGED100067,SEXE1_AGED100068,SEXE1_AGED100069,SEXE1_AGED100070,SEXE1_AGED100071,SEXE1_AGED100072,SEXE1_AGED100073,SEXE1_AGED100074,SEXE1_AGED100075,SEXE1_AGED100076,SEXE1_AGED100077,SEXE1_AGED100078,SEXE1_AGED100079,SEXE1_AGED100080,SEXE1_AGED100081,SEXE1_AGED100082,SEXE1_AGED100083,SEXE1_AGED100084,SEXE1_AGED100085,SEXE1_AGED100086,SEXE1_AGED100087,SEXE1_AGED100088,SEXE1_AGED100089,SEXE1_AGED100090,SEXE1_AGED100091,SEXE1_AGED100092,SEXE1_AGED100093,SEXE1_AGED100094,SEXE1_AGED100095,SEXE1_AGED100096,SEXE1_AGED100097,SEXE1_AGED100098,SEXE1_AGED100099,SEXE1_AGED100100,SEXE2_AGED100000,SEXE2_AGED100001,SEXE2_AGED100002,SEXE2_AGED100003,SEXE2_AGED100004,SEXE2_AGED100005,SEXE2_AGED100006,SEXE2_AGED100007,SEXE2_AGED100008,SEXE2_AGED100009,SEXE2_AGED100010,SEXE2_AGED100011,SEXE2_AGED100012,SEXE2_AGED100013,SEXE2_AGED100014,SEXE2_AGED100015,SEXE2_AGED100016,SEXE2_AGED100017,SEXE2_AGED100018,SEXE2_AGED100019,SEXE2_AGED100020,SEXE2_AGED100021,SEXE2_AGED100022,SEXE2_AGED100023,SEXE2_AGED100024,SEXE2_AGED100025,SEXE2_AGED100026,SEXE2_AGED100027,SEXE2_AGED100028,SEXE2_AGED100029,SEXE2_AGED100030,SEXE2_AGED100031,SEXE2_AGED100032,SEXE2_AGED100033,SEXE2_AGED100034,SEXE2_AGED100035,SEXE2_AGED100036,SEXE2_AGED100037,SEXE2_AGED100038,SEXE2_AGED100039,SEXE2_AGED100040,SEXE2_AGED100041,SEXE2_AGED100042,SEXE2_AGED100043,SEXE2_AGED100044,SEXE2_AGED100045,SEXE2_AGED100046,SEXE2_AGED100047,SEXE2_AGED100048,SEXE2_AGED100049,SEXE2_AGED100050,SEXE2_AGED100051,SEXE2_AGED100052,SEXE2_AGED100053,SEXE2_AGED100054,SEXE2_AGED100055,SEXE2_AGED100056,SEXE2_AGED100057,SEXE2_AGED100058,SEXE2_AGED100059,SEXE2_AGED100060,SEXE2_AGED100061,SEXE2_AGED100062,SEXE2_AGED100063,SEXE2_AGED100064,SEXE2_AGED100065,SEXE2_AGED100066,SEXE2_AGED100067,SEXE2_AGED100068,SEXE2_AGED100069,SEXE2_AGED100070,SEXE2_AGED100071,SEXE2_AGED100072,SEXE2_AGED100073,SEXE2_AGED100074,SEXE2_AGED100075,SEXE2_AGED100076,SEXE2_AGED100077,SEXE2_AGED100078,SEXE2_AGED100079,SEXE2_AGED100080,SEXE2_AGED100081,SEXE2_AGED100082,SEXE2_AGED100083,SEXE2_AGED100084,SEXE2_AGED100085,SEXE2_AGED100086,SEXE2_AGED100087,SEXE2_AGED100088,SEXE2_AGED100089,SEXE2_AGED100090,SEXE2_AGED100091,SEXE2_AGED100092,SEXE2_AGED100093,SEXE2_AGED100094,SEXE2_AGED100095,SEXE2_AGED100096,SEXE2_AGED100097,SEXE2_AGED100098,SEXE2_AGED100099,SEXE2_AGED100100
2018,01001,L'Abergement-Cl�menciat,12.82914245,0.97206741,1.007223589,1.978978753,3.94053554,4.930643912,4.895180984,1.007223589,4.983227554,5.937878595,6.84024155,3.941784625,8.784376371,6.927986967,13.75079546,3.975691718,5.885596105,7.969747739,6.963143146,3.993425931,3.021670767,3.02198861,2.014447178,2.014447178,0.97206741,4.083374063,4.047587795,4.012108077,1.997343055,0.989489376,3.058416261,5.00127961,5.07286344,3.022629993,1.996712965,2.987786061,1.944134821,5.99045674,1.978978753,4.947759129,5.903653659,3.976003965,3.958269752,3.957957506,10.8875171,8.078071467,8.978861796,6.081358501,8.006153003,6.044618603,2.014765021,11.11873113,7.069565112,6.026243008,5.108326168,10.16281401,6.152300948,4.083050524,4.064998468,7.159200998,2.014765021,4.101102579,1.025275645,2.050874829,7.158877458,6.151653869,5.126378224,2.068926885,6.151977409,5.126378224,3.09420253,6.151653869,1.025275645,5.14475382,6.170029464,3.075826935,2.068926885,4.101102579,3.130953721,2.068926885,1.025275645,2.068926885,1.025275645,1.025275645,1.025275645,3.09420253,2.014765021,1.025275645,0,0,1.025275645,1.025275645,0,0,0,0,0,0,0,0,0,2.986202342,4.89579998,5.990451143,2.968468129,1.961556787,1.944134821,3.957957506,6.85704452,4.89579998,4.947446882,11.83934083,8.906658971,7.847465139,2.968468129,2.933930946,5.919826539,1.961556787,6.962825303,3.941154535,3.004566644,3.005503483,2.951665159,0,1.007223589,0,3.040040666,6.061711433,0,3.976321808,5.018701576,1.007223589,1.996712965,0.989489376,5.972716931,0.97206741,8.870560456,1.961556787,2.014765021,4.96738381,7.882002322,7.93459156,4.930024916,4.985118022,5.973034774,5.920133288,7.069258562,2.986202342,4.064998468,7.900054378,8.09452851,9.119804155,8.094210667,5.054487844,9.084949129,5.108326168,5.108649708,2.05055129,8.239279889,4.101426119,5.14475382,4.119478175,4.101102579,7.159200998,4.047264255,5.14475382,4.119478175,6.18840506,5.14475382,4.101102579,4.119478175,4.119478175,3.075826935,4.119478175,3.075826935,3.075826935,2.05055129,2.08730248,2.068926885,4.156229365,2.05055129,5.163129415,1.025275645,1.025275645,4.13785377,1.025275645,0,1.04365124,1.04365124,0,1.04365124,0,1.04365124,1.04365124,1.04365124,0,0,0,0,0,0,0
