IRIS1,IRIS2,TIME
60290101,60040103,21.5
60040113,60040103,16.9
60300116,60040103,28.233334
60040104,60040103,18.35
60300111,60040103,29.116667
60290116,60040103,27.15
60040103,60040103,0.0
61550105,60040103,21.966667
60290117,60040103,26.916666
61550104,60040103,19.3
61610103,60040103,27.9
60882902,60040103,29.7
60882901,60040103,29.4
60180101,60040103,20.766666
60300112,60040103,26.866667
60882903,60040103,29.4
60270108,60040103,26.733334
60300105,60040103,29.116667
61550106,60040103,20.3
60270105,60040104,7.383333
60900102,60040104,29.233334
60330101,60040104,19.616667
60690106,60040104,24.533333
60881501,60040104,21.266666
60290107,60040104,19.766666
61500000,60040104,27.166666
61230101,60040104,10.716666
60270108,60040104,11.2
61050102,60040104,15.433333
60690105,60040104,24.033333
61230111,60040104,14.183333
60040108,60040104,15.2
60690104,60040104,21.483334
60881404,60040104,24.016666
61230110,60040104,15.9
60270117,60040104,8.766666
60290123,60040104,24.016666
61050101,60040104,23.166666
60880904,60040104,23.166666
60340000,60040104,28.25
60270116,60040104,11.25
60290108,60040104,21.266666
60300117,60040104,19.433332
60883601,60040104,27.266666
60881309,60040104,21.683332
60540000,60040104,26.566668
61550110,60040104,20.433332
60040120,60040104,15.466666
60883602,60040104,24.333334
60881102,60040104,21.166666
61260000,60040104,24.15
60881304,60040104,19.816668
60883701,60040104,27.9
60882802,60040104,14.916667
60883801,60040104,23.633333
60882602,60040104,21.85
61490103,60040104,26.833334
60690108,60040104,23.516666
60881307,60040104,24.483334
60900101,60040104,24.15
60040122,60040104,15.2
61490101,60040104,28.183332
60690107,60040104,23.266666
61550105,60040104,18.983334
60881502,60040104,23.3
60290122,60040104,25.3
60882601,60040104,18.733334
60290118,60040104,22.55
60330102,60040104,21.766666
60300113,60040104,19.066668
60690101,60040104,28.4
60290103,60040104,25.45
60881104,60040104,20.75
60330104,60040104,25.45
60890000,60040104,26.9
60882803,60040104,15.016666
60040109,60040104,11.783334
61230105,60040104,9.283334
60330105,60040104,24.433332
61570104,60040104,23.35
60300107,60040104,16.65
60881503,60040104,22.766666
60440103,60040104,18.133333
60290117,60040104,25.216667
61230107,60040104,11.85
60440102,60040104,15.6
60290124,60040104,20.783333
61550106,60040104,16.083334
60881002,60040104,25.783333
61230106,60040104,11.483334
61570105,60040104,17.35
60270104,60040104,13.166667
60440101,60040104,17.05
60881306,60040104,25.0
60882804,60040104,17.55
60290104,60040104,24.15
61120000,60040104,23.4
60300111,60040104,18.516666
60290106,60040104,22.75
60850107,60040104,18.083334
60650102,60040104,24.233334
60040104,60040104,0.0
61570101,60040104,23.7
60882504,60040104,19.916666
61230102,60040104,12.983334
61230109,60040104,12.933333
60881305,60040104,20.633333
60330103,60040104,20.216667
60881103,60040104,20.8
60840104,60040104,21.25
60290101,60040104,26.55
60650101,60040104,25.15
60881202,60040104,19.183332
61230103,60040104,10.116667
60882805,60040104,19.183332
61570102,60040104,23.216667
60840102,60040104,24.733334
60850108,60040104,18.766666
60882503,60040104,18.85
60290102,60040104,25.216667
61230108,60040104,13.783334
61570103,60040104,28.416666
60882502,60040104,20.683332
61230104,60040104,12.716666
60690103,60040104,24.516666
61140000,60040104,23.733334
60270115,60040104,15.15
60290109,60040104,23.35
60882906,60040104,15.533334
60600000,60040104,29.366667
60881201,60040104,17.633333
61550101,60040104,12.866667
60040106,60040104,11.966666
60882704,60040104,20.45
60040101,60040104,8.866667
60270109,60040104,12.983334
60270106,60040104,6.733333
60880101,60040104,25.366667
60880905,60040104,25.05
60300114,60040104,19.383333
60882703,60040104,18.783333
60883001,60040104,13.3
60881004,60040104,24.683332
60790101,60040104,18.316668
60040103,60040104,24.016666
60270112,60040104,18.9
60883002,60040104,14.5
60300109,60040104,18.066668
61520104,60040104,20.416666
60460000,60040104,25.566668
60290112,60040104,20.016666
60270107,60040104,6.65
60790102,60040104,19.8
60882902,60040104,11.35
61550104,60040104,15.95
60290113,60040104,23.733334
60882801,60040104,13.883333
60790108,60040104,20.7
60882903,60040104,11.05
60300110,60040104,19.966667
61550103,60040104,17.483334
60882705,60040104,19.633333
60040102,60040104,11.2
60290115,60040104,23.866667
60790107,60040104,20.483334
60790109,60040104,19.75
60270110,60040104,12.066667
60290119,60040104,25.533333
60290114,60040104,21.45
60882904,60040104,13.816667
60881402,60040104,21.8
60881403,60040104,23.966667
60790106,60040104,22.033333
60882905,60040104,14.5
61550102,60040104,15.333333
60850102,60040104,18.133333
60881001,60040104,25.316668
60040121,60040104,16.933332
60790104,60040104,26.75
61550108,60040104,17.733334
60270111,60040104,14.85
60881003,60040104,24.3
60882603,60040104,18.6
60300112,60040104,16.25
60881005,60040104,26.033333
60290116,60040104,23.65
60883202,60040104,21.25
60881401,60040104,23.033333
60690111,60040104,27.066668
60883301,60040104,19.016666
60850104,60040104,21.6
60883401,60040104,23.316668
60040123,60040104,18.3
60882901,60040104,11.05
60040107,60040104,13.6
60883402,60040104,21.3
60883201,60040104,22.8
60040124,60040104,20.466667
61520101,60040104,19.35
60881303,60040104,25.083334
61280000,60040104,18.8
60850105,60040104,16.616667
60883403,60040104,22.666666
61080000,60040104,22.65
60690109,60040104,25.25
60300108,60040104,17.05
60883501,60040104,22.233334
60850101,60040104,18.95
60881105,60040104,24.116667
60690110,60040104,25.833334
60290121,60040104,28.733334
60300116,60040104,20.1
60840103,60040104,19.7
60290120,60040104,25.116667
60690117,60040104,28.516666
60883003,60040104,14.7
60850103,60040104,21.483334
60380000,60040104,29.033333
60690114,60040104,26.016666
60640000,60040104,25.9
60882702,60040104,15.883333
60270113,60040104,14.733334
60883101,60040104,15.116667
60290111,60040104,26.8
60881302,60040104,23.283333
61520103,60040104,16.483334
61550107,60040104,16.55
60881101,60040104,21.566668
60690113,60040104,20.866667
60883102,60040104,10.85
60290110,60040104,23.666666
60840101,60040104,21.716667
61550109,60040104,21.15
60690112,60040104,20.916666
60882701,60040104,16.466667
60040105,60040104,14.3
60270114,60040104,14.25
61520102,60040104,23.216667
60300115,60040104,20.933332
60880102,60040104,28.2
60290105,60040104,20.733334
60880202,60040104,26.716667
60882203,60040104,23.3
60882301,60040104,21.05
61610103,60040104,10.566667
61610107,60040104,7.35
60290125,60040104,22.716667
60300103,60040104,21.866667
60040125,60040104,20.433332
60880205,60040104,24.3
60040117,60040104,13.65
60881703,60040104,22.883333
61610104,60040104,6.2166667
60880501,60040104,23.483334
60882001,60040104,21.566668
60040126,60040104,16.2
60881504,60040104,21.433332
60880201,60040104,22.033333
60882401,60040104,22.883333
60300106,60040104,22.283333
60880402,60040104,28.283333
60880301,60040104,22.55
60880605,60040104,23.2
60880303,60040104,23.183332
60881702,60040104,23.95
60880604,60040104,24.9
60880603,60040104,23.8
61610101,60040104,11.066667
60881804,60040104,18.55
60310000,60040104,26.5
60880701,60040104,24.716667
60180103,60040104,12.883333
60882102,60040104,17.5
60881903,60040104,21.016666
60880506,60040104,25.366667
60882103,60040104,18.716667
60882202,60040104,22.2
60270101,60040104,10.616667
60880305,60040104,24.116667
60880507,60040104,25.633333
60881301,60040104,23.183332
60880509,60040104,24.566668
60881603,60040104,21.916666
60880601,60040104,22.033333
60880602,60040104,21.85
60070000,60040104,28.766666
60881802,60040104,17.483334
60880404,60040104,26.016666
60882201,60040104,22.033333
60882303,60040104,20.4
60880302,60040104,21.816668
60270102,60040104,9.833333
60880403,60040104,29.583334
60882002,60040104,18.333334
60040110,60040104,15.816667
60882302,60040104,21.366667
60880508,60040104,24.9
60290127,60040104,22.333334
60880203,60040104,25.716667
60040113,60040104,14.2
60880204,60040104,23.75
60290130,60040104,21.916666
60882101,60040104,17.516666
60290131,60040104,22.7
60881704,60040104,23.65
60880702,60040104,24.566668
60881705,60040104,24.033333
60881505,60040104,24.25
60882104,60040104,20.166666
61610106,60040104,9.55
60882304,60040104,20.9
61570107,60040104,22.45
60881801,60040104,22.016666
60881803,60040104,19.433332
60300102,60040104,22.216667
60040116,60040104,12.7
60040119,60040104,12.65
61570106,60040104,20.466667
60880902,60040104,23.016666
60880901,60040104,21.75
60040115,60040104,17.833334
60881902,60040104,20.216667
60040114,60040104,15.583333
60881805,60040104,21.583334
60040118,60040104,15.7
60300101,60040104,22.566668
60290126,60040104,22.333334
60882501,60040104,19.716667
60290132,60040104,18.516666
60180102,60040104,18.833334
60880502,60040104,23.3
60180101,60040104,15.0
60300105,60040104,18.516666
60881601,60040104,22.416666
60300104,60040104,21.4
61610105,60040104,4.85
60881604,60040104,22.183332
60881203,60040104,23.283333
60880903,60040104,25.25
60881602,60040104,19.183332
60881901,60040104,18.766666
60881204,60040104,22.2
60881506,60040104,22.966667
