IRIS1,IRIS2,TIME
60270114,60040122,22.55
61550108,60040122,7.7
60882704,60040122,28.75
60270102,60040122,18.133333
60300110,60040122,20.533333
60040119,60040122,4.4166665
60882904,60040122,22.116667
60882002,60040122,26.633333
60881102,60040122,29.466667
60040113,60040122,14.166667
60882801,60040122,22.183332
60690105,60040122,24.583334
60300103,60040122,22.416666
60300113,60040122,19.633333
60290112,60040122,20.566668
60881104,60040122,29.05
60180103,60040122,11.35
61120000,60040122,29.266666
60270109,60040122,21.283333
60300104,60040122,21.966667
60270110,60040122,20.366667
60882001,60040122,29.85
60850101,60040122,19.5
60290127,60040122,22.9
61230102,60040122,21.283333
60882705,60040122,27.916666
60300101,60040122,23.133333
60882902,60040122,19.65
60180101,60040122,16.916666
61550106,60040122,8.583333
60882102,60040122,25.783333
60290102,60040122,13.95
60290126,60040122,22.883333
61550102,60040122,9.55
61550105,60040122,13.6
60330103,60040122,28.516666
60290119,60040122,23.533333
60300117,60040122,15.5
60040125,60040122,10.233334
60882101,60040122,25.816668
60270115,60040122,23.433332
60790106,60040122,22.583334
60881804,60040122,26.85
61610103,60040122,18.866667
60882805,60040122,27.483334
60881201,60040122,25.933332
60882905,60040122,22.8
60290114,60040122,22.016666
60270107,60040122,14.95
60690107,60040122,22.233334
60440101,60040122,25.35
60882802,60040122,23.216667
60290108,60040122,21.816668
60790108,60040122,21.266666
60290115,60040122,23.866667
60840103,60040122,18.666666
60290128,60040122,21.733334
60881602,60040122,27.483334
60290117,60040122,20.7
60881805,60040122,29.883333
60900102,60040122,29.783333
60881304,60040122,28.116667
61610105,60040122,13.15
60270116,60040122,19.533333
60882803,60040122,23.316668
60040115,60040122,11.766666
60840102,60040122,25.3
60882903,60040122,19.35
60290118,60040122,23.116667
60690108,60040122,24.083334
61230104,60040122,21.0
60790107,60040122,21.033333
60300111,60040122,19.066668
60881501,60040122,29.566668
60290105,60040122,22.116667
60881903,60040122,29.316668
61230111,60040122,22.466667
60840104,60040122,20.233334
60881902,60040122,28.516666
61610104,60040122,14.5
60290132,60040122,19.066668
60040105,60040122,11.233334
60270101,60040122,18.9
61550103,60040122,12.1
60882804,60040122,25.85
60040114,60040122,7.8333335
60040102,60040122,7.95
61050102,60040122,23.716667
60900101,60040122,24.7
61550107,60040122,5.1666665
60881901,60040122,27.066668
60690106,60040122,25.083334
60290104,60040122,17.816668
61230110,60040122,24.183332
60440103,60040122,26.416666
61550109,60040122,9.866667
60040101,60040122,7.3333335
60290109,60040122,20.216667
61230109,60040122,21.233334
60882301,60040122,29.35
60840101,60040122,22.283333
60040121,60040122,7.233333
60290116,60040122,20.933332
60180102,60040122,17.7
60300109,60040122,18.633333
60883202,60040122,29.55
60290125,60040122,23.266666
60790102,60040122,20.366667
61230107,60040122,20.15
60882703,60040122,27.083334
61520101,60040122,18.333334
60881803,60040122,27.733334
60790101,60040122,18.866667
60300106,60040122,22.833334
60690110,60040122,25.25
60882701,60040122,24.766666
60882901,60040122,19.333334
60881802,60040122,25.783333
60850103,60040122,22.033333
60270103,60040122,17.783333
60040117,60040122,4.7833333
60290120,60040122,25.666666
60290130,60040122,22.466667
60883301,60040122,27.316668
60882702,60040122,24.183332
60290106,60040122,17.55
60882906,60040122,23.833334
61230106,60040122,19.766666
60300114,60040122,19.933332
60040111,60040122,6.6
60380000,60040122,27.616667
61610101,60040122,19.366667
60290103,60040122,14.183333
60040116,60040122,6.4166665
60270106,60040122,15.033334
60040118,60040122,7.75
60690109,60040122,25.816668
60290101,60040122,15.283334
60883001,60040122,21.583334
60290113,60040122,23.183332
60040112,60040122,9.55
60690104,60040122,22.033333
60270108,60040122,19.5
60040122,60040122,0.0
60790104,60040122,27.316668
60270117,60040122,17.05
61610102,60040122,21.066668
60040106,60040122,15.716666
60881309,60040122,29.983334
60690101,60040122,28.95
61550104,60040122,9.583333
61080000,60040122,23.2
60882104,60040122,28.466667
60300112,60040122,16.8
60690111,60040122,27.633333
60883402,60040122,29.6
60040104,60040122,8.283334
60300116,60040122,19.866667
60270111,60040122,23.133333
60882103,60040122,27.016666
61610106,60040122,17.333334
61280000,60040122,27.1
61230108,60040122,22.066668
60300105,60040122,19.066668
60300102,60040122,22.766666
60040107,60040122,11.516666
60070000,60040122,29.316668
60290131,60040122,23.25
61550101,60040122,10.2
60881103,60040122,29.1
60790109,60040122,20.316668
60850102,60040122,18.683332
60330101,60040122,27.916666
61230104,60040123,25.55
60840102,60040123,29.833334
60300112,60040123,21.333334
60882901,60040123,23.866667
60290115,60040123,28.3
60300111,60040123,23.6
61230101,60040123,23.55
61550104,60040123,15.683333
60882902,60040123,24.183332
61550105,60040123,18.366667
60290123,60040123,29.1
60270108,60040123,21.216667
60790109,60040123,24.85
60040108,60040123,9.816667
60040124,60040123,4.8333335
60440103,60040123,29.933332
61230109,60040123,25.766666
60270109,60040123,24.783333
60840101,60040123,26.816668
60850107,60040123,21.583334
60290116,60040123,25.366667
60290132,60040123,23.6
60290106,60040123,21.983334
60040104,60040123,12.833333
60040120,60040123,6.1666665
60300115,60040123,24.2
60882903,60040123,23.883333
61550108,60040123,12.133333
60290113,60040123,27.633333
60040118,60040123,6.1
60300108,60040123,22.133333
60690103,60040123,29.616667
60850102,60040123,23.216667
61550101,60040123,16.383333
61230108,60040123,26.6
60270111,60040123,26.65
60270106,60040123,19.066668
60290103,60040123,18.616667
60790102,60040123,24.9
60300109,60040123,23.166666
60040121,60040123,7.45
60040106,60040123,12.2
60180102,60040123,19.083334
61520104,60040123,24.383333
60440102,60040123,27.4
60850105,60040123,20.133333
60300114,60040123,24.466667
60882906,60040123,28.366667
60882702,60040123,28.716667
60850103,60040123,26.566668
60882701,60040123,29.3
60790101,60040123,23.4
60850104,60040123,26.683332
61550109,60040123,14.316667
60290112,60040123,25.1
60040107,60040123,10.55
60883001,60040123,26.133333
60040101,60040123,11.883333
60883101,60040123,27.95
60300101,60040123,27.666666
60882905,60040123,27.333334
60882803,60040123,27.85
60290117,60040123,25.15
60883003,60040123,27.516666
60840103,60040123,23.2
60790108,60040123,25.8
60882802,60040123,27.75
60290118,60040123,27.65
60790107,60040123,25.566668
60040102,60040123,12.483334
61550103,60040123,17.8
60290111,60040123,19.966667
60040105,60040123,10.266666
61550107,60040123,9.716666
60840104,60040123,24.766666
60270107,60040123,18.466667
60290114,60040123,26.55
60290105,60040123,26.566668
61230103,60040123,22.933332
61550102,60040123,15.35
60290119,60040123,27.983334
60290102,60040123,18.383333
60883002,60040123,27.316668
60790106,60040123,27.116667
61550106,60040123,14.25
61550110,60040123,17.883333
60300110,60040123,25.066668
60882904,60040123,26.65
60882801,60040123,26.716667
60300113,60040123,24.166666
60270105,60040123,19.2
60270110,60040123,23.883333
60850101,60040123,24.033333
60040122,60040123,8.4
60040103,60040123,8.383333
60270103,60040123,21.3
60040115,60040123,6.5833335
60300103,60040123,26.95
60300105,60040123,23.6
60690113,60040123,25.95
60040112,60040123,8.583333
60290130,60040123,27.0
60300106,60040123,27.366667
60440101,60040123,28.866667
60040117,60040123,7.6
60270117,60040123,20.566668
60690112,60040123,24.416666
61610102,60040123,24.583334
61230106,60040123,24.3
60690106,60040123,29.616667
60883102,60040123,23.666666
60900101,60040123,29.233334
60300116,60040123,25.2
60290104,60040123,22.25
60300102,60040123,27.3
60040109,60040123,9.416667
61570105,60040123,29.15
60690107,60040123,26.783333
60290101,60040123,19.716667
61610105,60040123,14.166667
60290110,60040123,23.666666
60270116,60040123,22.583334
60290128,60040123,26.266666
61610106,60040123,14.45
60690110,60040123,29.783333
61230107,60040123,24.683332
60290125,60040123,27.816668
60270104,60040123,24.966667
60180101,60040123,15.233334
60040111,60040123,6.6666665
60040116,60040123,8.933333
61520101,60040123,22.866667
60290109,60040123,24.65
60290108,60040123,26.35
60040123,60040123,0.0
61610101,60040123,22.866667
60040125,60040123,6.0333333
60290131,60040123,27.783333
61230110,60040123,28.733334
60290107,60040123,24.85
60040126,60040123,8.35
61080000,60040123,27.733334
60040110,60040123,7.9
61610107,60040123,19.15
60290124,60040123,25.866667
60040113,60040123,11.383333
60040114,60040123,3.1333334
60270115,60040123,26.95
61520103,60040123,19.8
60270114,60040123,26.066668
60300107,60040123,21.733334
60290127,60040123,27.433332
60270113,60040123,26.533333
61230111,60040123,27.0
60270102,60040123,21.633333
60690105,60040123,29.116667
60300117,60040123,21.066668
61520102,60040123,26.716667
61610104,60040123,15.283334
61610103,60040123,22.383333
60180103,60040123,15.883333
60040119,60040123,9.25
60850108,60040123,22.266666
60690104,60040123,26.583334
60300104,60040123,26.5
60270101,60040123,22.416666
61230105,60040123,22.116667
60290126,60040123,27.416666
61050102,60040123,27.233334
61230102,60040123,24.666666
60690108,60040123,28.616667
60850105,60040124,22.4
60270101,60040124,24.683332
61610101,60040124,25.133333
60300114,60040124,26.733334
60270114,60040124,28.333334
61520104,60040124,26.65
60290109,60040124,24.766666
60040111,60040124,8.766666
60180102,60040124,21.35
60270116,60040124,24.85
61520102,60040124,28.983334
60300108,60040124,24.4
60440102,60040124,29.666666
60300111,60040124,25.866667
60270103,60040124,23.566668
60290132,60040124,25.866667
60290112,60040124,27.5
60040117,60040124,9.866667
60883001,60040124,28.4
60300116,60040124,26.566668
60040107,60040124,12.816667
61550109,60040124,15.416667
60040120,60040124,8.433333
61230111,60040124,29.266666
60300101,60040124,29.933332
60040110,60040124,10.166667
60882903,60040124,26.15
60300106,60040124,29.633333
60290115,60040124,28.416666
60790101,60040124,25.666666
60850104,60040124,28.95
60040115,60040124,6.7166667
60270109,60040124,27.05
61230102,60040124,26.933332
61230104,60040124,27.816668
60850103,60040124,28.833334
61550106,60040124,16.516666
61610105,60040124,16.433332
61230105,60040124,24.383333
60040101,60040124,14.133333
60270106,60040124,21.333334
60290128,60040124,28.533333
60040114,60040124,5.4
60180101,60040124,17.5
60290126,60040124,29.683332
61610104,60040124,17.55
61550102,60040124,17.616667
60290119,60040124,28.083334
60040105,60040124,12.533334
60300117,60040124,23.333334
61050102,60040124,29.5
61550107,60040124,12.3
60290102,60040124,18.5
60270115,60040124,29.216667
60790106,60040124,29.383333
60840104,60040124,27.033333
60270107,60040124,20.733334
60850101,60040124,26.3
60270102,60040124,23.9
60300110,60040124,27.333334
60040119,60040124,11.516666
60882904,60040124,28.916666
61610103,60040124,24.65
60290114,60040124,28.816668
60040113,60040124,13.65
60300113,60040124,26.433332
60290127,60040124,29.7
60882801,60040124,28.983334
60180103,60040124,18.15
60290105,60040124,26.666666
60270110,60040124,26.15
60290104,60040124,22.883333
60882905,60040124,29.6
61080000,60040124,30.0
60040102,60040124,14.75
60040121,60040124,9.4
60290117,60040124,25.25
60840103,60040124,25.466667
61230107,60040124,26.95
60790108,60040124,28.066668
60790102,60040124,27.166666
60300109,60040124,25.433332
60290103,60040124,18.716667
61520101,60040124,25.133333
61230108,60040124,28.866667
60040125,60040124,2.9166667
61550105,60040124,20.3
60270111,60040124,28.916666
60290108,60040124,27.166666
61230109,60040124,28.033333
60290101,60040124,19.816668
61550103,60040124,19.733334
60690107,60040124,29.05
60850102,60040124,25.483334
60300105,60040124,25.866667
60040118,60040124,8.366667
60300103,60040124,29.216667
60270117,60040124,22.833334
60790107,60040124,27.833334
60290113,60040124,27.733334
61550108,60040124,14.716666
60040112,60040124,10.85
60290118,60040124,29.916666
60040106,60040124,14.466666
61610102,60040124,26.85
61550101,60040124,18.65
60290124,60040124,28.133333
60300104,60040124,28.766666
60270104,60040124,27.233334
60790109,60040124,27.116667
60290106,60040124,23.933332
60270113,60040124,28.8
60290111,60040124,20.083334
60300102,60040124,29.566668
60883003,60040124,29.783333
60040108,60040124,12.083333
61230103,60040124,25.2
60850108,60040124,24.533333
61550104,60040124,17.633333
60882901,60040124,26.133333
60040116,60040124,11.2
61230101,60040124,25.816668
61550110,60040124,19.816668
61610107,60040124,21.416666
60040123,60040124,4.9
60690112,60040124,26.683332
60883002,60040124,29.583334
61230106,60040124,26.566668
60040124,60040124,0.0
60290130,60040124,29.266666
60690104,60040124,28.833334
60690113,60040124,28.216667
60270108,60040124,23.483334
60290116,60040124,25.466667
60300112,60040124,23.6
60290110,60040124,23.766666
60040109,60040124,11.683333
60300107,60040124,24.0
61610106,60040124,16.716667
60840101,60040124,29.083334
60040122,60040124,10.666667
60040126,60040124,9.883333
60290107,60040124,27.45
60270105,60040124,21.466667
60850107,60040124,23.85
60882902,60040124,26.45
60040104,60040124,15.1
60040103,60040124,5.266667
61520103,60040124,22.066668
60300115,60040124,26.133333
60883102,60040124,25.933332
60300105,60040125,25.7
60040123,60040125,5.35
60840101,60040125,28.9
60882802,60040125,29.85
60290131,60040125,29.883333
60040116,60040125,11.2
60040109,60040125,11.683333
60690107,60040125,28.866667
61550101,60040125,18.283333
61550103,60040125,16.833334
60270106,60040125,22.6
60290108,60040125,24.266666
60290116,60040125,22.566668
60850102,60040125,25.316668
60270105,60040125,22.733334
60882903,60040125,25.983334
60290101,60040125,16.916666
61230107,60040125,26.783333
60180102,60040125,21.383333
60290110,60040125,20.866667
61230109,60040125,27.866667
60840103,60040125,25.3
60290111,60040125,17.166666
60790108,60040125,27.883333
60040125,60040125,0.0
60040101,60040125,13.966666
60883102,60040125,25.766666
61610106,60040125,17.983334
60290125,60040125,29.9
60270116,60040125,26.133333
60790102,60040125,27.0
60040104,60040125,14.916667
60040111,60040125,5.866667
60270104,60040125,28.5
60300109,60040125,25.25
60290103,60040125,15.816667
60040118,60040125,8.366667
60882803,60040125,29.95
60300114,60040125,24.7
61230108,60040125,28.7
61610107,60040125,22.683332
60290117,60040125,22.333334
61610101,60040125,26.4
60290124,60040125,27.966667
61550108,60040125,11.816667
60300103,60040125,29.05
60300112,60040125,23.433332
60790106,60040125,29.216667
61550107,60040125,9.4
60840104,60040125,26.866667
60270107,60040125,22.0
60850101,60040125,26.133333
60270102,60040125,25.166666
61520103,60040125,21.9
60180103,60040125,17.983334
60040119,60040125,11.35
60300110,60040125,27.15
60882904,60040125,28.75
60300117,60040125,21.633333
60850107,60040125,23.683332
60040103,60040125,5.0333333
61610103,60040125,25.916666
60300115,60040125,23.216667
60290102,60040125,15.583333
60300107,60040125,23.833334
60300113,60040125,25.566668
60040113,60040125,14.916667
60290127,60040125,29.516666
60882801,60040125,28.816668
60040126,60040125,6.9666667
60300104,60040125,28.583334
60270110,60040125,27.416666
60290114,60040125,27.55
60290106,60040125,21.016666
60040105,60040125,12.566667
60040108,60040125,12.116667
60270117,60040125,24.1
60790107,60040125,27.666666
60690113,60040125,28.05
60290113,60040125,24.816668
61610105,60040125,17.7
60290130,60040125,29.1
60040106,60040125,15.75
60040112,60040125,10.883333
60040124,60040125,2.65
61610102,60040125,28.116667
60290118,60040125,26.666666
60290105,60040125,23.75
60040102,60040125,14.583333
61230101,60040125,25.65
61230106,60040125,26.4
61080000,60040125,29.833334
60882905,60040125,29.433332
60290104,60040125,19.966667
60040114,60040125,6.6666665
60040122,60040125,10.5
60180101,60040125,18.25
60882901,60040125,25.966667
61610104,60040125,18.816668
60850108,60040125,24.366667
60290126,60040125,29.516666
60290119,60040125,25.166666
61550102,60040125,16.466667
60883003,60040125,29.616667
60290109,60040125,21.85
61520101,60040125,24.95
61550106,60040125,15.716666
60850104,60040125,28.783333
60300108,60040125,24.233334
60040110,60040125,10.166667
60270114,60040125,29.6
60790101,60040125,25.5
60290107,60040125,24.55
60850103,60040125,28.666666
60290112,60040125,24.583334
61520104,60040125,26.483334
61230105,60040125,24.216667
60270108,60040125,24.75
60290121,60040125,28.416666
60270103,60040125,24.833334
60290132,60040125,25.7
60040115,60040125,7.983333
60300111,60040125,25.7
60300101,60040125,29.766666
61230102,60040125,28.2
61230104,60040125,27.633333
60300102,60040125,29.4
61550104,60040125,14.716666
60850105,60040125,22.233334
60790109,60040125,26.933332
60690112,60040125,26.516666
61550109,60040125,12.516666
60040117,60040125,7.866667
60040107,60040125,12.85
60040120,60040125,8.433333
60883002,60040125,29.416666
60040121,60040125,6.483333
60882902,60040125,26.266666
60883001,60040125,28.216667
60290115,60040125,25.5
61550105,60040125,17.383333
61520102,60040125,28.816668
61550110,60040125,16.916666
60270109,60040125,28.316668
60300116,60040125,23.666666
60290120,60040125,29.5
60300106,60040125,29.466667
60290128,60040125,28.366667
60690104,60040125,28.666666
61230111,60040125,29.1
60270101,60040125,25.95
61230103,60040125,25.033333
60882102,60040126,27.866667
60290119,60040126,23.083334
60850104,60040126,24.233334
60881202,60040126,29.55
61610104,60040126,16.583334
60850108,60040126,19.816668
60882901,60040126,21.416666
60270109,60040126,23.35
60690105,60040126,26.65
60290126,60040126,24.95
60290105,60040126,21.666666
60290104,60040126,17.366667
60290108,60040126,22.183332
61080000,60040126,25.266666
60040106,60040126,14.65
60881901,60040126,29.133333
61230102,60040126,23.35
60290130,60040126,24.55
60882804,60040126,27.916666
60790104,60040126,29.383333
60040124,60040126,7.733333
60040112,60040126,8.483334
61230111,60040126,24.55
61610102,60040126,23.15
60290118,60040126,24.6
60040110,60040126,8.316667
60900101,60040126,26.783333
60040102,60040126,10.016666
61230101,60040126,21.083334
60690104,60040126,24.116667
60290107,60040126,19.4
60881802,60040126,27.85
60882905,60040126,24.866667
60040117,60040126,3.5333333
61230106,60040126,21.85
61550104,60040126,10.8
60040114,60040126,6.75
60690114,60040126,28.633333
60290121,60040126,26.333334
61610105,60040126,15.216666
60440102,60040126,25.966667
60300110,60040126,22.6
60290114,60040126,24.083334
60690103,60040126,27.15
60882904,60040126,24.183332
60300111,60040126,21.133333
60850107,60040126,19.133333
60882002,60040126,28.7
60882603,60040126,28.966667
60881803,60040126,29.8
60881804,60040126,28.916666
60290102,60040126,13.5
61610103,60040126,20.933332
60300115,60040126,19.316668
60270112,60040126,29.266666
60300113,60040126,20.9
60882805,60040126,29.55
61550105,60040126,13.466666
60040113,60040126,13.1
60690108,60040126,26.15
60300101,60040126,25.2
61520102,60040126,24.25
60882503,60040126,29.216667
60882801,60040126,24.25
60300104,60040126,24.033333
60040126,60040126,0.0
60883101,60040126,25.483334
60290124,60040126,23.4
61520103,60040126,17.333334
60300102,60040126,24.833334
60040119,60040126,6.7833333
61520104,60040126,21.933332
60040108,60040126,9.716666
60270113,60040126,25.1
60440103,60040126,28.5
60040105,60040126,10.166667
61230103,60040126,20.483334
60440101,60040126,27.416666
60180101,60040126,15.85
60882101,60040126,27.883333
60040103,60040126,10.116667
60270114,60040126,24.616667
60300117,60040126,17.716667
60300112,60040126,18.866667
60270115,60040126,25.516666
61550102,60040126,12.25
60040122,60040126,5.95
60790106,60040126,24.65
61550107,60040126,4.8333335
61050102,60040126,25.8
60850105,60040126,17.666666
60840104,60040126,22.3
60270107,60040126,17.016666
60290132,60040126,21.15
60881201,60040126,28.0
60882705,60040126,30.0
60850101,60040126,21.566668
60290127,60040126,24.966667
60270102,60040126,20.2
60300108,60040126,19.666666
60290123,60040126,26.65
60290106,60040126,17.1
60040120,60040126,6.133333
61550110,60040126,13.0
60290103,60040126,13.733334
61610107,60040126,17.716667
61230107,60040126,22.233334
60890000,60040126,27.933332
60270103,60040126,19.85
61230109,60040126,23.3
60290110,60040126,18.783333
60270105,60040126,17.75
60790108,60040126,23.333334
60290111,60040126,15.083333
60040115,60040126,10.683333
60790101,60040126,20.933332
60881602,60040126,29.55
60790102,60040126,22.433332
60040107,60040126,10.45
60690106,60040126,27.15
60300109,60040126,20.7
60300116,60040126,19.75
61610106,60040126,16.25
60290125,60040126,25.35
61520101,60040126,20.4
60882902,60040126,21.716667
60270104,60040126,23.533333
61230108,60040126,24.15
60882703,60040126,29.15
60882701,60040126,26.833334
60290115,60040126,23.416666
60040101,60040126,9.416667
60883102,60040126,21.216667
60290109,60040126,19.766666
60840101,60040126,24.35
60180102,60040126,19.0
60883301,60040126,29.383333
60040121,60040126,5.5333333
60882702,60040126,26.25
60882906,60040126,25.9
60840102,60040126,27.366667
60882903,60040126,21.416666
61550106,60040126,11.166667
60290120,60040126,27.416666
60300114,60040126,20.8
61610101,60040126,21.433332
60882803,60040126,25.383333
60040125,60040126,5.0833335
60040104,60040126,10.366667
60290128,60040126,23.8
60270110,60040126,22.433332
60380000,60040126,29.683332
60270116,60040126,21.616667
60040111,60040126,4.9166665
60690110,60040126,27.316668
61230104,60040126,23.083334
60790109,60040126,22.383333
60882601,60040126,29.1
60850103,60040126,24.1
60840103,60040126,20.733334
60300107,60040126,19.266666
60330101,60040126,29.983334
60270101,60040126,20.983334
61570105,60040126,27.716667
60040116,60040126,7.6833334
60300105,60040126,21.133333
60883003,60040126,25.066668
60040118,60040126,6.5333333
61230110,60040126,26.266666
60040109,60040126,9.983334
60290112,60040126,22.516666
60270117,60040126,19.133333
60180103,60040126,13.416667
60790107,60040126,23.1
60300103,60040126,24.483334
60690111,60040126,29.7
61550101,60040126,13.716666
60270108,60040126,21.566668
60690112,60040126,21.966667
60850102,60040126,20.75
60290116,60040126,20.483334
60690113,60040126,23.483334
60290101,60040126,14.833333
60883001,60040126,23.666666
61550109,60040126,9.416667
60882802,60040126,25.283333
60300106,60040126,24.9
60883002,60040126,24.866667
61550103,60040126,12.916667
60270106,60040126,17.1
60270111,60040126,25.216667
60290113,60040126,22.733334
60690107,60040126,24.316668
60690109,60040126,27.883333
60040123,60040126,7.05
60290117,60040126,20.266666
60882103,60040126,29.083334
60290131,60040126,25.316668
61550108,60040126,7.25
60290122,60040126,27.933332
61280000,60040126,29.166666
61230105,60040126,19.65
61310000,60050000,27.316668
61000000,60050000,27.916666
61150000,60050000,10.6
60930000,60050000,17.483334
61450000,60050000,26.5
61410000,60050000,19.033333
60050000,60050000,0.0
61350000,60050000,27.2
60990000,60050000,26.25
60881404,60060000,23.466667
60880507,60060000,29.066668
60881801,60060000,27.883333
60881803,60060000,28.55
60881804,60060000,27.683332
60881202,60060000,21.033333
60880901,60060000,25.183332
60881403,60060000,25.05
60881306,60060000,23.916666
60880605,60060000,25.383333
60882002,60060000,24.916666
60881805,60060000,25.55
60881204,60060000,22.616667
60881003,60060000,21.883333
60880506,60060000,27.9
60880505,60060000,29.016666
60881501,60060000,26.15
60881002,60060000,25.433332
60540000,60060000,29.983334
60060000,60060000,0.0
60881705,60060000,28.3
60881901,60060000,26.116667
60881602,60060000,27.8
60880508,60060000,27.433332
60881103,60060000,18.383333
60881601,60060000,29.6
60881903,60060000,25.7
60881603,60060000,27.65
61170000,60060000,13.233334
60881704,60060000,27.9
60880509,60060000,26.333334
60330101,60060000,21.95
60881105,60060000,21.683332
60880602,60060000,26.133333
60880702,60060000,28.0
60882001,60060000,20.95
60882903,60060000,29.883333
60881802,60060000,27.466667
60881604,60060000,26.133333
61140000,60060000,19.466667
60880503,60060000,28.8
60881902,60060000,24.9
60881104,60060000,19.316668
60881303,60060000,25.166666
60880601,60060000,28.383333
60882504,60060000,28.166666
60881302,60060000,23.366667
60881504,60060000,24.466667
60881301,60060000,22.1
60883601,60060000,20.05
60880604,60060000,26.283333
60882603,60060000,27.533333
60880701,60060000,27.266666
60883602,60060000,21.3
60882104,60060000,27.266666
60881201,60060000,19.716667
60882102,60060000,26.65
60882705,60060000,28.383333
60883301,60060000,25.066668
60881001,60060000,23.516666
60330105,60060000,26.75
60880603,60060000,25.633333
60881305,60060000,21.9
60881506,60060000,22.616667
60330102,60060000,24.1
60881703,60060000,27.983334
60883403,60060000,23.133333
60883201,60060000,28.516666
60881505,60060000,23.9
60882303,60060000,28.566668
60883202,60060000,24.483334
60881203,60060000,20.8
60882302,60060000,29.616667
60883102,60060000,29.683332
60881304,60060000,21.083334
60882304,60060000,29.066668
60882103,60060000,25.716667
60881005,60060000,19.433332
60883501,60060000,22.333334
60390000,60060000,21.016666
60881307,60060000,21.883333
60600000,60060000,19.766666
60882301,60060000,29.216667
60881606,60060000,25.6
60880903,60060000,28.683332
60881605,60060000,26.433332
60882503,60060000,27.8
60883402,60060000,24.933332
60881502,60060000,25.316668
60883401,60060000,25.1
60640000,60060000,28.216667
61260000,60060000,21.6
60310000,60060000,29.933332
60883701,60060000,14.4
60330103,60060000,22.55
60881401,60060000,23.916666
60881308,60060000,21.75
60881004,60060000,20.8
60880904,60060000,26.583334
60881101,60060000,20.75
60882502,60060000,29.616667
60881402,60060000,24.066668
60880902,60060000,26.45
60881102,60060000,20.35
61470000,60060000,9.866667
60750000,60060000,24.116667
60880905,60060000,28.483334
60460000,60060000,11.816667
60330104,60060000,27.983334
60882703,60060000,28.65
60883801,60060000,16.333334
60881503,60060000,24.733334
60881309,60060000,19.5
60882101,60060000,27.75
60340000,60060000,9.8
60950101,60070000,17.55
60290125,60070000,18.666666
60300106,60070000,23.066668
60290107,60070000,25.516666
60290121,60070000,24.7
60290131,60070000,16.5
60290106,60070000,28.483334
60290120,60070000,24.15
60380000,60070000,23.2
60270106,60070000,28.866667
60850103,60070000,16.683332
60790109,60070000,17.666666
60850104,60070000,19.1
60300111,60070000,24.25
60790102,60070000,14.233334
60290115,60070000,26.233334
61550101,60070000,26.833334
60690111,60070000,16.766666
60300113,60070000,24.816668
60040101,60070000,23.2
60300109,60070000,23.816668
60840103,60070000,20.916666
61550104,60070000,27.633333
60040110,60070000,29.483334
60040120,60070000,29.5
61550105,60070000,27.983334
60180103,60070000,27.2
61380000,60070000,28.966667
60040104,60070000,22.133333
60690116,60070000,19.866667
60690104,60070000,10.833333
60040109,60070000,26.7
60290123,60070000,19.683332
60300107,60070000,21.833334
61520103,60070000,27.333334
60300112,60070000,22.0
60840101,60070000,14.95
60690114,60070000,8.95
60270105,60070000,29.516666
60850107,60070000,22.383333
60040118,60070000,29.75
60850108,60070000,26.583334
60070000,60070000,0.0
60300102,60070000,20.416666
60290116,60070000,27.083334
60290124,60070000,16.733334
60690117,60070000,18.233334
60690113,60070000,11.583333
60850105,60070000,18.866667
60950102,60070000,22.816668
60790101,60070000,14.266666
61520102,60070000,27.3
60300116,60070000,25.85
60290110,60070000,29.416666
60950103,60070000,18.45
60690112,60070000,19.483334
60840102,60070000,15.916667
60300103,60070000,20.066668
60900102,60070000,15.3
60290130,60070000,15.716666
60690105,60070000,11.866667
61520104,60070000,28.55
60290112,60070000,25.766666
60300115,60070000,26.683332
60040116,60070000,26.733334
61370000,60070000,19.7
60300108,60070000,22.783333
60290122,60070000,20.966667
60890000,60070000,21.316668
60690106,60070000,13.883333
60290108,60070000,27.016666
60290117,60070000,25.783333
60690109,60070000,14.983334
60100000,60070000,28.0
60290105,60070000,26.483334
61550102,60070000,27.633333
60290128,60070000,17.133333
60290113,60070000,27.583334
60040102,60070000,24.016666
60690103,60070000,13.583333
60040105,60070000,29.166666
60300110,60070000,25.716667
60300101,60070000,16.383333
60290109,60070000,29.1
60300114,60070000,25.116667
60300117,60070000,26.15
60290132,60070000,12.316667
60290118,60070000,22.566668
60290119,60070000,26.15
60850102,60070000,21.4
60260000,60070000,21.783333
61550103,60070000,27.85
61520101,60070000,24.683332
60790106,60070000,19.033333
60840104,60070000,19.783333
60290126,60070000,18.283333
60040119,60070000,26.683332
61610104,60070000,28.35
60270107,60070000,28.783333
60850101,60070000,21.55
61080000,60070000,12.466666
61610107,60070000,29.483334
60690108,60070000,12.866667
60290127,60070000,17.733334
60690101,60070000,18.1
61120000,60070000,24.416666
60690102,60070000,17.783333
60690107,60070000,14.583333
61610105,60070000,26.983334
60790103,60070000,28.316668
60040117,60070000,27.683332
60040122,60070000,29.233334
61400000,60070000,21.45
60300105,60070000,19.783333
60690110,60070000,15.183333
60300104,60070000,21.45
60900101,60070000,7.8166666
60790107,60070000,18.083334
60290114,60070000,24.983334
60790108,60070000,17.933332
60980000,60080000,12.85
60080000,60080000,0.0
60990000,60080000,24.15
60510000,60080000,9.966666
61240000,60080000,27.716667
60420000,60090000,21.8
60800000,60090000,25.466667
61440000,60090000,29.416666
