year,specialite,iris,iris_string,type_iris,nb,apl,ap,accessibilite_weight,R,wpop,swpop,pop_gp,pop,iris_label,dept,code_commune,commune_label
2023,10,60060000,060060000,C,2.0,52.13198468621182,23.412470412842314,1.0,23.412470412842314,2334.2416398146465,8542.456070346814,2334.2416398146465,2300.0,Aspremont,6,06006,Aspremont
2023,10,60070000,060070000,C,0.0,38.29608776990242,0.0,1.0,0.0,3292.2885199313982,11252.22759479065,3292.2885199313982,3251.0,Auribeau-sur-Siagne,6,06007,Auribeau-sur-Siagne
2023,10,60080000,060080000,C,0.0,0.0,0.0,1.0,0.0,46.27133847931839,46.27133847931839,46.27133847931839,44.0,Auvare,6,06008,Auvare
2023,10,60090000,060090000,C,0.0,0.0,0.0,1.0,0.0,126.16918802573062,126.16918802573062,126.16918802573062,124.0,Bairols,6,06009,Bairols
2023,10,60100000,060100000,C,0.5,33.357892020971356,12.060141274027668,1.0,12.060141274027668,3026.697612875201,4145.888415725145,3026.697612875201,2947.0,Le Bar-sur-Loup,6,06010,Le Bar-sur-Loup
2023,10,60110000,060110000,C,4.0,136.5478768823096,28.272740853036716,1.0,28.272740853036716,4182.358165679479,14147.903172148124,4182.358165679479,3796.0,Beaulieu-sur-Mer,6,06011,Beaulieu-sur-Mer
2023,10,60120101,060120101,A,0.0,23.97989035795641,0.0,1.0,0.0,2192.2073859177317,5686.985155658575,2192.2073859177317,2024.36894889347,Beausoleil Supérieur,6,06012,Beausoleil
2023,10,60120102,060120102,A,4.0,95.91098228125053,75.28806134686482,1.0,75.28806134686482,2533.6611734371118,5312.927346570028,2533.6611734371118,2580.01584793332,Tenao Inférieur,6,06012,Beausoleil
2023,10,60120103,060120103,A,0.0,0.0,0.0,1.0,0.0,2343.3739522971405,4167.997134970931,2343.3739522971405,2377.87511584675,Moneghetti Ouest,6,06012,Beausoleil
2023,10,60120104,060120104,A,1.0,25.951086013005536,23.178029497536887,1.0,23.178029497536887,2508.9470241611075,4314.4306124309205,2508.9470241611075,2554.90977937374,Moneghetti Est,6,06012,Beausoleil
2023,10,60120105,060120105,A,9.0,159.49084129631464,144.27656038291016,1.0,144.27656038291016,3128.885641395307,6238.019520366988,3128.885641395307,3136.83030795272,Centre,6,06012,Beausoleil
2023,10,60130000,060130000,C,0.0,0.0,0.0,1.0,0.0,689.9761707936188,689.9761707936188,689.9761707936188,627.0,Belvédère,6,06013,Belvédère
2023,10,60140000,060140000,C,0.0,0.0,0.0,1.0,0.0,1037.6317635878377,1037.6317635878377,1037.6317635878377,950.0,Bendejun,6,06014,Bendejun
2023,10,60150000,060150000,C,0.0,4.3758861830194995,0.0,1.0,0.0,1286.180260055822,1680.1647280186849,1286.180260055822,1227.0,Berre-les-Alpes,6,06015,Berre-les-Alpes
2023,10,60160000,060160000,C,0.0,3.092327484576521,0.0,1.0,0.0,622.9713085950192,661.2368251052768,622.9713085950192,553.0,Beuil,6,06016,Beuil
2023,10,60170000,060170000,C,0.0,0.0,0.0,1.0,0.0,259.99732027338916,622.9283155025481,259.99732027338916,258.0,Bézaudun-les-Alpes,6,06017,Bézaudun-les-Alpes
2023,10,60180101,060180101,A,1.0,139.98899668696,5.586601928927732,1.0,5.586601928927732,3254.9945827524652,17899.96875957718,3254.9945827524652,3411.58361042549,Village-Saint-Julien-Saint-Pierre,6,06018,Biot
2023,10,60180102,060180102,A,0.0,16.11690479685693,0.0,1.0,0.0,3045.7451972754257,11831.013299731101,3045.7451972754257,3041.907840488,Vallée Verte-Issarts-Vignasses,6,06018,Biot
2023,10,60180103,060180103,A,2.0,32.67832463165209,11.237992695007302,1.0,11.237992695007302,3401.1605451512078,17796.7725578656,3401.1605451512078,3426.50854908651,Bois Fleuri-Chèvre d'Or-Saint-Philippe,6,06018,Biot
2023,10,60190000,060190000,C,0.5,20.82406013405839,20.82406013405839,1.0,20.82406013405839,1675.1828797077178,2401.0687482708267,1675.1828797077178,1659.0,Blausasc,6,06019,Blausasc
2023,10,60200000,060200000,C,0.0,0.0,0.0,1.0,0.0,648.1511938162307,648.1511938162307,648.1511938162307,626.0,La Bollène-Vésubie,6,06020,La Bollène-Vésubie
2023,10,60210000,060210000,C,0.0,3.278834054796597,0.0,1.0,0.0,713.7019582152566,1317.7923160008017,713.7019582152566,716.0,Bonson,6,06021,Bonson
2023,10,60220000,060220000,C,1.0,193.9570295940676,193.9570295940676,1.0,193.9570295940676,515.5781164997725,515.5781164997725,515.5781164997725,543.0,Bouyon,6,06022,Bouyon
2023,10,60230000,060230000,C,1.0,40.8223166741767,40.8223166741767,1.0,40.8223166741767,2449.6404943930534,2449.6404943930534,2449.6404943930534,2206.0,Breil-sur-Roya,6,06023,Breil-sur-Roya
2023,10,60240000,060240000,C,0.0,0.0,0.0,1.0,0.0,217.45662087750438,217.45662087750438,217.45662087750438,184.0,Briançonnet,6,06024,Briançonnet
2023,10,60250000,060250000,C,0.0,32.650175569357295,0.0,1.0,0.0,1362.685632150142,2248.728334208547,1362.685632150142,1422.0,Le Broc,6,06025,Le Broc
2023,10,60260000,060260000,C,1.0,35.247081169411985,15.272577608557642,1.0,15.272577608557642,1535.206945349135,6547.683211245709,1535.206945349135,1393.0,Cabris,6,06026,Cabris
2023,10,60270101,060270101,A,7.0,69.20936820165012,41.067213955665984,1.0,41.067213955665984,5018.88477738171,17045.22738639352,5018.88477738171,4687.50887937453,Le Centre-Le Haut de Cagnes,6,06027,Cagnes-sur-Mer
2023,10,60270102,060270102,A,0.0,13.8591652151953,0.0,1.0,0.0,4197.937314361962,11836.61238168421,4197.937314361962,4540.46124130287,La Gare,6,06027,Cagnes-sur-Mer
2023,10,60270103,060270103,A,6.0,62.652333957537266,45.79846260510109,1.0,45.79846260510109,3006.9422558792185,13100.876445865044,3006.9422558792185,2761.78532363778,L'Hubac,6,06027,Cagnes-sur-Mer
2023,10,60270104,060270104,A,3.5,60.78611190328979,23.132582762266054,1.0,23.132582762266054,3582.7584366676992,15130.173902194838,3582.7584366676992,3353.31567585915,Saint-Jean,6,06027,Cagnes-sur-Mer
2023,10,60270105,060270105,A,0.0,28.73966875147059,0.0,1.0,0.0,2804.4154675475443,11688.463923565894,2804.4154675475443,2672.49460215075,Saint-Véran,6,06027,Cagnes-sur-Mer
2023,10,60270106,060270106,D,2.0,28.30419797261154,22.745794921863826,1.0,22.745794921863826,84.33631372486232,8792.834046338605,84.33631372486232,123.000272367681,Hippodrome,6,06027,Cagnes-sur-Mer
2023,10,60270107,060270107,A,7.0,70.34044932349819,42.74159167822858,1.0,42.74159167822858,4910.203075943401,16377.490227079243,4910.203075943401,3953.58403913007,Juin-Kennedy,6,06027,Cagnes-sur-Mer
2023,10,60270108,060270108,A,0.0,2.4831352458949927,0.0,1.0,0.0,2441.926389684637,12953.71618761697,2441.926389684637,1782.1966919204,Le Cros de Cagnes,6,06027,Cagnes-sur-Mer
2023,10,60270109,060270109,A,1.0,15.326671954026649,8.072693678967886,1.0,8.072693678967886,3473.624356316654,12387.438936340917,3473.624356316654,2738.51853523254,Les Vespins,6,06027,Cagnes-sur-Mer
2023,10,60270110,060270110,A,3.0,23.28934838800023,18.22098798800566,1.0,18.22098798800566,3803.136711908455,16464.52981569831,3803.136711908455,3275.57006067242,Bréguières Sud,6,06027,Cagnes-sur-Mer
2023,10,60270111,060270111,A,1.0,13.420711448947113,7.01325146822614,1.0,7.01325146822614,2494.478405073543,14258.721572020428,2494.478405073543,2393.38780033234,Bréguières Nord,6,06027,Cagnes-sur-Mer
2023,10,60270112,060270112,A,2.0,32.1092386226218,16.977822009589975,1.0,16.977822009589975,3644.118454207433,11780.074021687198,3644.118454207433,3553.64870134574,Le Nord-Est,6,06027,Cagnes-sur-Mer
2023,10,60270113,060270113,A,0.0,21.17887902864819,0.0,1.0,0.0,5380.679082504464,12523.10606934094,5380.679082504464,5165.64090288385,Les Gros Buaux,6,06027,Cagnes-sur-Mer
2023,10,60270114,060270114,A,0.0,10.870394698901794,0.0,1.0,0.0,5272.906789586418,12414.586270233827,5272.906789586418,4874.63493394965,Les Colettes,6,06027,Cagnes-sur-Mer
2023,10,60270115,060270115,A,0.0,55.28355072982295,0.0,1.0,0.0,2416.6594926184384,13000.272982722832,2416.6594926184384,2382.32167364804,Le Nord-Ouest,6,06027,Cagnes-sur-Mer
2023,10,60270116,060270116,A,0.0,6.522110728447051,0.0,1.0,0.0,1856.288830201283,15132.903557381498,1856.288830201283,1482.9599299978,Le Village du Cros,6,06027,Cagnes-sur-Mer
2023,10,60270117,060270117,A,2.0,32.476987717316895,13.37915066107402,1.0,13.37915066107402,3426.1213872819526,14948.632022052803,3426.1213872819526,2838.97073619437,RN7,6,06027,Cagnes-sur-Mer
2023,10,60280000,060280000,C,0.0,0.0,0.0,1.0,0.0,422.13548372043175,1383.4665644078177,422.13548372043175,403.0,Caille,6,06028,Caille
2023,10,60290101,060290101,A,0.0,17.463272891230588,0.0,1.0,0.0,2861.3945782106653,14236.948950930671,2861.3945782106653,2085.76431657258,Moure Rouge,6,06029,Cannes
2023,10,60290102,060290102,A,3.0,27.43971048756113,19.36068090346099,1.0,19.36068090346099,3823.5095767483563,15495.322788279149,3823.5095767483563,2767.07150442483,La Source,6,06029,Cannes
2023,10,60290103,060290103,A,0.0,5.520785381784616,0.0,1.0,0.0,3975.7445987072815,13772.226877097024,3975.7445987072815,2978.2308878555,La Californie,6,06029,Cannes
2023,10,60290104,060290104,A,0.0,1.1076862684257933,0.0,1.0,0.0,3131.6858109154955,12595.555397268694,3131.6858109154955,2471.0458594561,Montfleury,6,06029,Cannes
2023,10,60290105,060290105,A,0.0,5.845299529451967,0.0,1.0,0.0,1890.3962562134434,7725.022709460961,1890.3962562134434,1796.7142838285,La Peyrière,6,06029,Cannes
2023,10,60290106,060290106,A,5.0,44.68667924601427,40.31409414552948,1.0,40.31409414552948,2283.5993705350775,12402.610317747796,2283.5993705350775,1717.95747154072,Terrefial,6,06029,Cannes
2023,10,60290107,060290107,A,6.5,67.31577360008959,56.14847254204551,1.0,56.14847254204551,3435.896854227447,11576.450267872598,3435.896854227447,2956.72994989947,Camp Long,6,06029,Cannes
2023,10,60290108,060290108,A,1.0,18.793837154140576,12.522392578472994,1.0,12.522392578472994,2676.340137190868,7985.694376960206,2676.340137190868,2540.14313528526,Carnot,6,06029,Cannes
2023,10,60290109,060290109,A,0.0,3.8075550491175916,0.0,1.0,0.0,3155.877221640647,9745.802801931406,3155.877221640647,2962.17390496355,Saint-Nicolas,6,06029,Cannes
2023,10,60290110,060290110,A,7.0,75.40776424026446,67.90410315749521,1.0,67.90410315749521,1011.9494444744279,10308.655404467034,1011.9494444744279,767.799371775872,Gare,6,06029,Cannes
2023,10,60290111,060290111,A,15.0,152.6126200778952,147.83701045561588,1.0,147.83701045561588,1176.8499696795468,10146.309069543415,1176.8499696795468,794.149934449303,Croisette-Palm-Beach,6,06029,Cannes
2023,10,60290112,060290112,A,3.0,39.19223191048806,29.57212025307373,1.0,29.57212025307373,2785.4567473783736,10144.69024989231,2785.4567473783736,2338.57480337314,Petit Juas,6,06029,Cannes
2023,10,60290113,060290113,A,0.0,8.087258950857981,0.0,1.0,0.0,2290.2715368660142,7692.050325467014,2290.2715368660142,1950.66304232663,Vallergues,6,06029,Cannes
2023,10,60290114,060290114,A,0.5,15.573032565703983,4.717867531506018,1.0,4.717867531506018,2782.2285692080786,10598.00845744374,2782.2285692080786,2334.7601994015,Broussailles,6,06029,Cannes
2023,10,60290115,060290115,A,1.0,22.344083791903298,12.701756886318611,1.0,12.701756886318611,2594.241728434159,7872.926627001701,2594.241728434159,2178.02871860366,Tassigny,6,06029,Cannes
2023,10,60290116,060290116,A,1.0,22.00008999203608,14.924117167621906,1.0,14.924117167621906,2082.998507998422,6700.563850902449,2082.998507998422,1797.85971493001,Stanislas,6,06029,Cannes
2023,10,60290117,060290117,A,1.0,91.57853373966881,6.866730626298488,1.0,6.866730626298488,1160.046312335886,14562.971149183553,1160.046312335886,1015.85703020483,Le Vieux Port-Les îles,6,06029,Cannes
2023,10,60290118,060290118,A,1.0,21.538017111746512,9.979780473248312,1.0,9.979780473248312,2461.8493552211467,10020.260492508716,2461.8493552211467,2343.41633709077,Le Grand Jas,6,06029,Cannes
2023,10,60290119,060290119,A,2.0,37.36804144888,22.481804299322736,1.0,22.481804299322736,1817.5184392539504,8896.083131816293,1817.5184392539504,1576.41678646721,Le Riou,6,06029,Cannes
2023,10,60290120,060290120,A,0.0,36.035686645310236,0.0,1.0,0.0,3339.4073405597237,9378.45327354848,3339.4073405597237,3365.32958585948,Croix des Gardes,6,06029,Cannes
2023,10,60290121,060290121,A,0.0,48.58443626518152,0.0,1.0,0.0,2937.762529719752,10977.195870229541,2937.762529719752,2239.01742416124,Pierre Longue,6,06029,Cannes
2023,10,60290122,060290122,A,0.0,6.7573950469345005,0.0,1.0,0.0,2620.243723117702,7370.628516326695,2620.243723117702,2412.7758051284,Font de Veyre,6,06029,Cannes
2023,10,60290123,060290123,A,0.0,20.304851734011113,0.0,1.0,0.0,5591.01484722179,12777.08297707695,5591.01484722179,5345.22828565721,Saint-Joseph,6,06029,Cannes
2023,10,60290124,060290124,C,0.0,99.47645798200321,0.0,1.0,0.0,895.404742875052,13452.844262009834,895.404742875052,681.575184189986,Saint-Cassien-Bastide Rouge,6,06029,Cannes
2023,10,60290125,060290125,A,0.0,24.199846755723087,0.0,1.0,0.0,3222.582090579968,11778.097138645511,3222.582090579968,2858.02055759219,Bocca Centre,6,06029,Cannes
2023,10,60290126,060290126,A,0.0,105.8882313805771,0.0,1.0,0.0,3877.672431696511,13758.63133001629,3877.672431696511,3140.86591887889,Les Mûriers,6,06029,Cannes
2023,10,60290127,060290127,A,0.0,143.95404443972987,0.0,1.0,0.0,2290.1623998718665,11810.11582107731,2290.1623998718665,2365.2523941257,Le Plan,6,06029,Cannes
2023,10,60290128,060290128,A,0.0,128.2838815259441,0.0,1.0,0.0,1926.1101026347746,12970.28098872616,1926.1101026347746,2029.77389915032,Colline des Puits,6,06029,Cannes
2023,10,60290130,060290130,A,1.0,80.97760242341062,8.309930294282491,1.0,8.309930294282491,3759.112526273143,12033.795285720185,3759.112526273143,4122.92491796895,Ranguin,6,06029,Cannes
2023,10,60290131,060290131,A,0.0,47.349589130525224,0.0,1.0,0.0,2626.2296990564505,8826.239201018612,2626.2296990564505,2767.74875433226,Le Grand Saule,6,06029,Cannes
2023,10,60290132,060290132,A,0.0,79.5980336844644,0.0,1.0,0.0,2277.056332813041,13297.226199968536,2277.056332813041,2553.13002050595,Pont d'Avril-L'Abadie,6,06029,Cannes
2023,10,60300101,060300101,A,0.0,70.7141249789619,0.0,1.0,0.0,2187.6802470720177,6119.351826169618,2187.6802470720177,2137.23892148711,Garibondy,6,06030,Le Cannet
2023,10,60300102,060300102,A,0.0,116.41226375364153,0.0,1.0,0.0,1923.6569481341317,11802.708153063571,1923.6569481341317,1851.3915639961,Hauts de Saint-Jean-Hauts de l'Aubarède,6,06030,Le Cannet
2023,10,60300103,060300103,A,0.0,42.10531605841021,0.0,1.0,0.0,3291.0222043667345,13023.387887767867,3291.0222043667345,3233.28772124363,Mirandoles,6,06030,Le Cannet
2023,10,60300104,060300104,A,3.0,58.081086001837555,31.379927309749934,1.0,31.379927309749934,2154.3693696199093,9560.25159136644,2154.3693696199093,1877.67689890055,Mimosas,6,06030,Le Cannet
2023,10,60300105,060300105,A,1.5,48.46484942651964,11.317710399800683,1.0,11.317710399800683,3457.4019557028055,13253.564077999526,3457.4019557028055,3136.59895872284,Blanchisserie,6,06030,Le Cannet
2023,10,60300106,060300106,A,4.0,77.01814381488941,77.01814381488941,1.0,77.01814381488941,2221.3148307270476,5193.581410652883,2221.3148307270476,1987.44265962958,Four à Chaux,6,06030,Le Cannet
2023,10,60300107,060300107,A,1.0,16.427430351456174,10.715970508617419,1.0,10.715970508617419,3841.153816871906,9331.865921017923,3841.153816871906,3333.32933936484,Colombier,6,06030,Le Cannet
2023,10,60300108,060300108,A,1.0,16.527532659770532,12.674714752111772,1.0,12.674714752111772,3957.4244210376087,7889.723907462195,3957.4244210376087,3680.58197188211,Maurice Jeanpierre,6,06030,Le Cannet
2023,10,60300109,060300109,A,0.0,4.126810854716119,0.0,1.0,0.0,2197.446234701296,7616.956241602515,2197.446234701296,2023.80189330564,Cougoussoles,6,06030,Le Cannet
2023,10,60300110,060300110,A,3.0,43.06156732791433,33.768147412149325,1.0,33.768147412149325,2666.8479813933136,8884.111892145556,2666.8479813933136,2457.42643742702,Europe,6,06030,Le Cannet
2023,10,60300111,060300111,A,3.0,43.8450318593337,39.87595278865765,1.0,39.87595278865765,2301.5415829638755,7523.331206403982,2301.5415829638755,1931.82563543668,Tignes et Sévigné,6,06030,Le Cannet
2023,10,60300112,060300112,A,0.0,4.59646558715288,0.0,1.0,0.0,2626.429460848315,10484.579410713868,2626.429460848315,2499.97249710223,Moulières,6,06030,Le Cannet
2023,10,60300113,060300113,A,1.0,17.133772796402006,11.493030875083942,1.0,11.493030875083942,2980.2266504025206,8700.925028992373,2980.2266504025206,2778.30578861319,Aubanel,6,06030,Le Cannet
2023,10,60300114,060300114,A,6.0,63.798888780450795,61.57901304197247,1.0,61.57901304197247,2580.338657215433,9743.579352125014,2580.338657215433,2239.73931888717,Sainte-Catherine,6,06030,Le Cannet
2023,10,60300115,060300115,A,0.0,6.438315006011784,0.0,1.0,0.0,2517.519787328745,10854.51042944438,2517.519787328745,2120.77264974865,Dolce Farniente,6,06030,Le Cannet
2023,10,60300116,060300116,A,0.0,1.9688531594290153,0.0,1.0,0.0,1964.4438105877307,9610.762504873886,1964.4438105877307,1888.77219116369,Vieux Cannet,6,06030,Le Cannet
2023,10,60300117,060300117,A,0.0,1.9688531594290153,0.0,1.0,0.0,2882.0342272550365,11840.266743978627,2882.0342272550365,2418.83555308897,Collines,6,06030,Le Cannet
2023,10,60310000,060310000,C,0.0,9.942682267786301,0.0,1.0,0.0,1419.2886536496444,2536.526556750751,1419.2886536496444,1285.0,Cantaron,6,06031,Cantaron
2023,10,60320000,060320000,C,3.0,53.501650306777506,53.501650306777506,1.0,53.501650306777506,4631.541958771211,5607.303667827167,4631.541958771211,4508.0,Cap-d'Ail,6,06032,Cap-d'Ail
2023,10,60330101,060330101,A,0.0,12.55373623333252,0.0,1.0,0.0,2076.8621387570456,5383.985543215518,2076.8621387570456,2203.82865382468,Ville Nouvelle-La Plaine-Le Planet,6,06033,Carros
2023,10,60330102,060330102,A,6.0,141.31819795266503,138.03936389786844,1.0,138.03936389786844,2883.8456874805706,4346.586242196274,2883.8456874805706,3018.61975604772,Ville Nouvelle-Eusière-Cigales-Espère,6,06033,Carros
2023,10,60330103,060330103,A,2.0,49.51402715739747,37.1469805864774,1.0,37.1469805864774,1727.5764684986505,5384.017673641177,1727.5764684986505,1959.5370695796,Ville Nouvelle-Les Arbousiers-L'Aspre,6,06033,Carros
2023,10,60330104,060330104,C,0.0,6.6249520940274955,0.0,1.0,0.0,590.3929980845983,1390.1893282577837,590.3929980845983,623.072220402087,Les Terriers,6,06033,Carros
2023,10,60330105,060330105,A,0.5,10.560066537018775,9.078249882922217,1.0,9.078249882922217,5296.118602507525,5507.669500710571,5296.118602507525,5471.94230014591,Les Écarts-Village-Plans de Carros,6,06033,Carros
2023,10,60340000,060340000,C,0.0,0.0,0.0,1.0,0.0,1701.8360167494175,1919.1349966788298,1701.8360167494175,1687.0,Castagniers,6,06034,Castagniers
2023,10,60350000,060350000,C,0.0,68.29823851026502,0.0,1.0,0.0,1105.9128267478477,3169.888014737698,1105.9128267478477,1087.0,Castellar,6,06035,Castellar
2023,10,60360000,060360000,C,0.0,0.0,0.0,1.0,0.0,404.25261522066376,404.25261522066376,404.25261522066376,420.0,Castillon,6,06036,Castillon
2023,10,60370000,060370000,C,0.0,0.0,0.0,1.0,0.0,296.2317495654069,352.2686445984498,296.2317495654069,312.0,Caussols,6,06037,Caussols
2023,10,60380000,060380000,C,0.5,79.38575190525033,3.5465322796314,1.0,3.5465322796314,3978.0498228162187,14098.278559922379,3978.0498228162187,3716.0,Châteauneuf-Grasse,6,06038,Châteauneuf-Grasse
2023,10,60390000,060390000,C,0.0,3.157312343411512,0.0,1.0,0.0,950.4259575571687,1342.172034494286,950.4259575571687,971.0,Châteauneuf-Villevieille,6,06039,Châteauneuf-Villevieille
2023,10,60400000,060400000,C,0.0,0.0,0.0,1.0,0.0,75.28125116529101,75.28125116529101,75.28125116529101,63.0,Châteauneuf-d'Entraunes,6,06040,Châteauneuf-d'Entraunes
2023,10,60410000,060410000,C,0.0,0.0,0.0,1.0,0.0,397.9271202923969,397.9271202923969,397.9271202923969,400.0,Cipières,6,06041,Cipières
2023,10,60420000,060420000,C,0.0,0.0,0.0,1.0,0.0,679.5686065687286,679.5686065687286,679.5686065687286,673.0,Clans,6,06042,Clans
2023,10,60430000,060430000,C,0.0,0.0,0.0,1.0,0.0,827.0957451962436,827.0957451962436,827.0957451962436,817.0,Coaraze,6,06043,Coaraze
2023,10,60440101,060440101,A,0.0,33.51281296660549,0.0,1.0,0.0,2716.92663211184,11172.051013458793,2716.92663211184,2455.74076987383,Quartiers Est-Les Salettes-Les Campons,6,06044,La Colle-sur-Loup
2023,10,60440102,060440102,A,0.0,74.39754859956803,0.0,1.0,0.0,2939.3369499714613,12611.345637971091,2939.3369499714613,2900.90661043804,Village Centre,6,06044,La Colle-sur-Loup
2023,10,60440103,060440103,A,1.0,74.04459892343777,9.96477715110423,1.0,9.96477715110423,2706.333831141948,10035.347352340808,2706.333831141948,2727.35261968813,Quartiers Ouest-Montgros-Montmeuille,6,06044,La Colle-sur-Loup
2023,10,60450000,060450000,C,0.0,0.0,0.0,1.0,0.0,95.61967347146437,115.01461290332244,95.61967347146437,76.0,Collongues,6,06045,Collongues
2023,10,60460000,060460000,C,3.0,51.0800116411689,28.682551846443587,1.0,28.682551846443587,3702.288456743507,10459.320412147976,3702.288456743507,3487.0,Colomars,6,06046,Colomars
2023,10,60470000,060470000,C,0.0,0.0,0.0,1.0,0.0,95.45920807259515,95.45920807259515,95.45920807259515,94.0,Conségudes,6,06047,Conségudes
